Orthogroup	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Scyphozoa_Aurelia_aurita
OG0000037	Morbakka_virulenta_scaffold93.g22.t1 scaffold93.g22.t1	Aurelia_aurita_Seg11929.1 Seg11929.1 transcript_id=Seg11929.1_GoldUCD_mRNA.D3Y31 product="Transforming growth factor-beta-induced protein ig-h3" protein_id=Seg11929.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1799.3 Seg1799.3 transcript_id=Seg1799.3_GoldUCD_mRNA.D3Y31 product="Transforming growth factor-beta-induced protein ig-h3" protein_id=Seg1799.3_GoldUCD_D3Y31
OG0000037	Morbakka_virulenta_scaffold338.g1.t1 scaffold338.g1.t1, Morbakka_virulenta_scaffold5.g153.t1 scaffold5.g153.t1, Morbakka_virulenta_scaffold119.g10.t1 scaffold119.g10.t1, Morbakka_virulenta_scaffold580.g3.t1 scaffold580.g3.t1	Aurelia_aurita_Seg2414.3 Seg2414.3 transcript_id=Seg2414.3_GoldUCD_mRNA.D3Y31 product=Zonadhesin protein_id=Seg2414.3_GoldUCD_D3Y31, Aurelia_aurita_Seg6931.1 Seg6931.1 transcript_id=Seg6931.1_GoldUCD_mRNA.D3Y31 product="Transforming growth factor-beta-induced protein ig-h3" protein_id=Seg6931.1_GoldUCD_D3Y31
OG0000037	Morbakka_virulenta_scaffold11.g51.t1 scaffold11.g51.t1	Aurelia_aurita_Seg3985.6 Seg3985.6 transcript_id=Seg3985.6_GoldUCD_mRNA.D3Y31 product="Transforming growth factor-beta-induced protein ig-h3" protein_id=Seg3985.6_GoldUCD_D3Y31 partial=true
OG0000038	Morbakka_virulenta_scaffold302.g10.t1 scaffold302.g10.t1	Aurelia_aurita_Seg1008.6 Seg1008.6 transcript_id=Seg1008.6_GoldUCD_mRNA.D3Y31 product="Dipeptidyl peptidase 2" protein_id=Seg1008.6_GoldUCD_D3Y31 partial=true
OG0000040	Morbakka_virulenta_scaffold2.g172.t2 scaffold2.g172.t2, Morbakka_virulenta_scaffold2.g172.t1 scaffold2.g172.t1	Aurelia_aurita_Seg457.2 Seg457.2 transcript_id=Seg457.2_GoldUCD_mRNA.D3Y31 product="Kunitz-type serine protease inhibitor HNTX-852" protein_id=Seg457.2_GoldUCD_D3Y31 partial=true
OG0000040	Morbakka_virulenta_scaffold145.g7.t1 scaffold145.g7.t1	Aurelia_aurita_Seg1974.3 Seg1974.3 transcript_id=Seg1974.3_GoldUCD_mRNA.D3Y31 product="Cysteine-rich motor neuron 1 protein" protein_id=Seg1974.3_GoldUCD_D3Y31
OG0000040	Morbakka_virulenta_scaffold572.g7.t2 scaffold572.g7.t2, Morbakka_virulenta_scaffold572.g7.t1 scaffold572.g7.t1	Aurelia_aurita_Seg1900.3 Seg1900.3 transcript_id=Seg1900.3_GoldUCD_mRNA.D3Y31 product="Venom protein 302" protein_id=Seg1900.3_GoldUCD_D3Y31
OG0000040	Morbakka_virulenta_scaffold37.g21.t1 scaffold37.g21.t1, Morbakka_virulenta_scaffold37.g22.t1 scaffold37.g22.t1	Aurelia_aurita_Seg1962.2 Seg1962.2 transcript_id=Seg1962.2_GoldUCD_mRNA.D3Y31 product="Venom protein 302" protein_id=Seg1962.2_GoldUCD_D3Y31
OG0000041	Morbakka_virulenta_scaffold92.g7.t1 scaffold92.g7.t1	Aurelia_aurita_Seg65.4 Seg65.4 transcript_id=Seg65.4_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 5B1" protein_id=Seg65.4_GoldUCD_D3Y31
OG0000042	Morbakka_virulenta_scaffold130.g32.t2 scaffold130.g32.t2, Morbakka_virulenta_scaffold130.g32.t1 scaffold130.g32.t1	Aurelia_aurita_Seg1788.1 Seg1788.1 transcript_id=Seg1788.1_GoldUCD_mRNA.D3Y31 product=Neurexin-3 protein_id=Seg1788.1_GoldUCD_D3Y31
OG0000042	Morbakka_virulenta_scaffold45.g44.t1 scaffold45.g44.t1	Aurelia_aurita_Seg289.1 Seg289.1 transcript_id=Seg289.1_GoldUCD_mRNA.D3Y31 product=Neurexin-1 protein_id=Seg289.1_GoldUCD_D3Y31 partial=true
OG0000042	Morbakka_virulenta_scaffold130.g29.t1 scaffold130.g29.t1	Aurelia_aurita_Seg1027.18 Seg1027.18 transcript_id=Seg1027.18_GoldUCD_mRNA.D3Y31 product=Neurexin-3 protein_id=Seg1027.18_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2195.10 Seg2195.10 transcript_id=Seg2195.10_GoldUCD_mRNA.D3Y31 product=Neurexin-3 protein_id=Seg2195.10_GoldUCD_D3Y31
OG0000044	Morbakka_virulenta_scaffold291.g8.t1 scaffold291.g8.t1	Aurelia_aurita_Seg5.2 Seg5.2 transcript_id=Seg5.2_GoldUCD_mRNA.D3Y31 product="Protein-glutamine gamma-glutamyltransferase K" protein_id=Seg5.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1628.2 Seg1628.2 transcript_id=Seg1628.2_GoldUCD_mRNA.D3Y31 product="Protein-glutamine gamma-glutamyltransferase K" protein_id=Seg1628.2_GoldUCD_D3Y31
OG0000044	Morbakka_virulenta_scaffold90.g28.t1 scaffold90.g28.t1, Morbakka_virulenta_scaffold433.g1.t1 scaffold433.g1.t1	Aurelia_aurita_Seg4454.1 Seg4454.1 transcript_id=Seg4454.1_GoldUCD_mRNA.D3Y31 product="Protein-glutamine gamma-glutamyltransferase K" protein_id=Seg4454.1_GoldUCD_D3Y31
OG0000045	Morbakka_virulenta_scaffold63.g34.t1 scaffold63.g34.t1, Morbakka_virulenta_scaffold63.g34.t2 scaffold63.g34.t2	Aurelia_aurita_Seg3360.5 Seg3360.5 transcript_id=Seg3360.5_GoldUCD_mRNA.D3Y31 product="Laminin-like protein epi-1" protein_id=Seg3360.5_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2845.2 Seg2845.2 transcript_id=Seg2845.2_GoldUCD_mRNA.D3Y31 product="Laminin-like protein epi-1" protein_id=Seg2845.2_GoldUCD_D3Y31
OG0000045	Morbakka_virulenta_scaffold15.g24.t1 scaffold15.g24.t1	Aurelia_aurita_Seg1120.6 Seg1120.6 transcript_id=Seg1120.6_GoldUCD_mRNA.D3Y31 product="Laminin subunit alpha-5" protein_id=Seg1120.6_GoldUCD_D3Y31 partial=true
OG0000046	Morbakka_virulenta_scaffold117.g12.t1 scaffold117.g12.t1	Aurelia_aurita_Seg7233.1 Seg7233.1 transcript_id=Seg7233.1_GoldUCD_mRNA.D3Y31 product=Intelectin-1 protein_id=Seg7233.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1095.12 Seg1095.12 transcript_id=Seg1095.12_GoldUCD_mRNA.D3Y31 product=Ryncolin-1 protein_id=Seg1095.12_GoldUCD_D3Y31
OG0000049	Morbakka_virulenta_scaffold3390.g1.t1 scaffold3390.g1.t1	Aurelia_aurita_Seg3864.1 Seg3864.1 transcript_id=Seg3864.1_GoldUCD_mRNA.D3Y31 product=Plexin-A1 protein_id=Seg3864.1_GoldUCD_D3Y31, Aurelia_aurita_Seg642.4 Seg642.4 transcript_id=Seg642.4_GoldUCD_mRNA.D3Y31 product=Plexin-A1 protein_id=Seg642.4_GoldUCD_D3Y31
OG0000053	Morbakka_virulenta_scaffold155.g5.t1 scaffold155.g5.t1	Aurelia_aurita_Seg752.5 Seg752.5 transcript_id=Seg752.5_GoldUCD_mRNA.D3Y31 product="Malignant fibrous histiocytoma-amplified sequence 1-like" protein_id=Seg752.5_GoldUCD_D3Y31, Aurelia_aurita_Seg6940.1 Seg6940.1 transcript_id=Seg6940.1_GoldUCD_mRNA.D3Y31 product="Malignant fibrous histiocytoma-amplified sequence 1" protein_id=Seg6940.1_GoldUCD_D3Y31
OG0000056	Morbakka_virulenta_scaffold338.g2.t2 scaffold338.g2.t2, Morbakka_virulenta_scaffold338.g2.t1 scaffold338.g2.t1	Aurelia_aurita_Seg1757.3 Seg1757.3 transcript_id=Seg1757.3_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase TRIM9" protein_id=Seg1757.3_GoldUCD_D3Y31
OG0000056	Morbakka_virulenta_scaffold31.g52.t1 scaffold31.g52.t1	Aurelia_aurita_Seg4832.2 Seg4832.2 transcript_id=Seg4832.2_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase TRIM9" protein_id=Seg4832.2_GoldUCD_D3Y31
OG0000061	Morbakka_virulenta_scaffold265.g6.t1 scaffold265.g6.t1	Aurelia_aurita_Seg4277.4 Seg4277.4 transcript_id=Seg4277.4_GoldUCD_mRNA.D3Y31 product=Copine-1 protein_id=Seg4277.4_GoldUCD_D3Y31
OG0000061	Morbakka_virulenta_scaffold92.g46.t1 scaffold92.g46.t1	Aurelia_aurita_Seg4633.1 Seg4633.1 transcript_id=Seg4633.1_GoldUCD_mRNA.D3Y31 product=Copine-3 protein_id=Seg4633.1_GoldUCD_D3Y31
OG0000061	Morbakka_virulenta_scaffold73.g24.t1 scaffold73.g24.t1	Aurelia_aurita_Seg1254.9 Seg1254.9 transcript_id=Seg1254.9_GoldUCD_mRNA.D3Y31 product=Copine-8 protein_id=Seg1254.9_GoldUCD_D3Y31
OG0000062	Morbakka_virulenta_scaffold194.g47.t1 scaffold194.g47.t1	Aurelia_aurita_Seg2254.1 Seg2254.1 transcript_id=Seg2254.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg2254.1_GoldUCD_D3Y31 partial=true
OG0000062	Morbakka_virulenta_scaffold601.g3.t1 scaffold601.g3.t1	Aurelia_aurita_Seg2333.5 Seg2333.5 transcript_id=Seg2333.5_GoldUCD_mRNA.D3Y31 product="Delta-like protein C" protein_id=Seg2333.5_GoldUCD_D3Y31
OG0000062	Morbakka_virulenta_scaffold2.g62.t1 scaffold2.g62.t1, Morbakka_virulenta_scaffold2.g62.t2 scaffold2.g62.t2	Aurelia_aurita_Seg1668.7 Seg1668.7 transcript_id=Seg1668.7_GoldUCD_mRNA.D3Y31 product="Protein jagged-1b" protein_id=Seg1668.7_GoldUCD_D3Y31
OG0000062	Morbakka_virulenta_scaffold2.g110.t3 scaffold2.g110.t3, Morbakka_virulenta_scaffold2.g110.t1 scaffold2.g110.t1, Morbakka_virulenta_scaffold2.g110.t2 scaffold2.g110.t2	Aurelia_aurita_Seg2932.1 Seg2932.1 transcript_id=Seg2932.1_GoldUCD_mRNA.D3Y31 product="Protein jagged-1b" protein_id=Seg2932.1_GoldUCD_D3Y31 partial=true
OG0000063	Morbakka_virulenta_scaffold23.g107.t1 scaffold23.g107.t1	Aurelia_aurita_Seg1854.1 Seg1854.1 transcript_id=Seg1854.1_GoldUCD_mRNA.D3Y31 product="Tiggy-winkle hedgehog protein" protein_id=Seg1854.1_GoldUCD_D3Y31
OG0000064	Morbakka_virulenta_scaffold164.g4.t1 scaffold164.g4.t1, Morbakka_virulenta_scaffold164.g4.t2 scaffold164.g4.t2	Aurelia_aurita_Seg1569.4 Seg1569.4 transcript_id=Seg1569.4_GoldUCD_mRNA.D3Y31 product=Fibrillin-2 protein_id=Seg1569.4_GoldUCD_D3Y31
OG0000065	Morbakka_virulenta_scaffold1.g340.t1 scaffold1.g340.t1	Aurelia_aurita_Seg2474.2 Seg2474.2 transcript_id=Seg2474.2_GoldUCD_mRNA.D3Y31 product=Glypican-6 protein_id=Seg2474.2_GoldUCD_D3Y31
OG0000067	Morbakka_virulenta_scaffold165.g11.t1 scaffold165.g11.t1	Aurelia_aurita_Seg628.5 Seg628.5 transcript_id=Seg628.5_GoldUCD_mRNA.D3Y31 product=Intelectin-1 protein_id=Seg628.5_GoldUCD_D3Y31 partial=true
OG0000070	Morbakka_virulenta_scaffold64.g73.t1 scaffold64.g73.t1	Aurelia_aurita_Seg370.2 Seg370.2 transcript_id=Seg370.2_GoldUCD_mRNA.D3Y31 product=Peroxidasin protein_id=Seg370.2_GoldUCD_D3Y31 partial=true
OG0000075	Morbakka_virulenta_scaffold326.g8.t1 scaffold326.g8.t1, Morbakka_virulenta_scaffold326.g8.t2 scaffold326.g8.t2	Aurelia_aurita_Seg738.3 Seg738.3 transcript_id=Seg738.3_GoldUCD_mRNA.D3Y31 product="Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1" protein_id=Seg738.3_GoldUCD_D3Y31 partial=true
OG0000083	Morbakka_virulenta_scaffold8.g32.t1 scaffold8.g32.t1, Morbakka_virulenta_scaffold1428.g1.t1 scaffold1428.g1.t1	Aurelia_aurita_Seg2527.1 Seg2527.1 transcript_id=Seg2527.1_GoldUCD_mRNA.D3Y31 product=Hyaluronidase-5 protein_id=Seg2527.1_GoldUCD_D3Y31 partial=true
OG0000084	Morbakka_virulenta_scaffold357.g1.t3 scaffold357.g1.t3, Morbakka_virulenta_scaffold357.g1.t2 scaffold357.g1.t2, Morbakka_virulenta_scaffold357.g1.t1 scaffold357.g1.t1	Aurelia_aurita_Seg2035.2 Seg2035.2 transcript_id=Seg2035.2_GoldUCD_mRNA.D3Y31 product="Signaling mucin HKR1" protein_id=Seg2035.2_GoldUCD_D3Y31 partial=true
OG0000088	Morbakka_virulenta_scaffold280.g21.t2 scaffold280.g21.t2, Morbakka_virulenta_scaffold280.g21.t3 scaffold280.g21.t3, Morbakka_virulenta_scaffold280.g21.t1 scaffold280.g21.t1	Aurelia_aurita_Seg3345.1 Seg3345.1 transcript_id=Seg3345.1_GoldUCD_mRNA.D3Y31 product=Spondin-1 protein_id=Seg3345.1_GoldUCD_D3Y31
OG0000089	Morbakka_virulenta_scaffold156.g14.t2 scaffold156.g14.t2, Morbakka_virulenta_scaffold156.g14.t1 scaffold156.g14.t1	Aurelia_aurita_Seg675.35 Seg675.35 transcript_id=Seg675.35_GoldUCD_mRNA.D3Y31 product="Chordin-like protein 1" protein_id=Seg675.35_GoldUCD_D3Y31
OG0000092	Morbakka_virulenta_scaffold60.g13.t1 scaffold60.g13.t1, Morbakka_virulenta_scaffold60.g13.t2 scaffold60.g13.t2, Morbakka_virulenta_scaffold47.g57.t1 scaffold47.g57.t1	Aurelia_aurita_Seg2470.2 Seg2470.2 transcript_id=Seg2470.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2470.2_GoldUCD_D3Y31, Aurelia_aurita_Seg2470.3 Seg2470.3 transcript_id=Seg2470.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2470.3_GoldUCD_D3Y31, Aurelia_aurita_Seg1092.3 Seg1092.3 transcript_id=Seg1092.3_GoldUCD_mRNA.D3Y31 product=Cubilin-like protein_id=Seg1092.3_GoldUCD_D3Y31, Aurelia_aurita_Seg2808.2 Seg2808.2 transcript_id=Seg2808.2_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg2808.2_GoldUCD_D3Y31, Aurelia_aurita_Seg13.10 Seg13.10 transcript_id=Seg13.10_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg13.10_GoldUCD_D3Y31, Aurelia_aurita_Seg2673.5 Seg2673.5 transcript_id=Seg2673.5_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg2673.5_GoldUCD_D3Y31, Aurelia_aurita_Seg1173.4 Seg1173.4 transcript_id=Seg1173.4_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg1173.4_GoldUCD_D3Y31, Aurelia_aurita_Seg1173.5 Seg1173.5 transcript_id=Seg1173.5_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg1173.5_GoldUCD_D3Y31, Aurelia_aurita_Seg2926.2 Seg2926.2 transcript_id=Seg2926.2_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg2926.2_GoldUCD_D3Y31, Aurelia_aurita_Seg2774.4 Seg2774.4 transcript_id=Seg2774.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2774.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg661.1 Seg661.1 transcript_id=Seg661.1_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg661.1_GoldUCD_D3Y31
OG0000092	Morbakka_virulenta_scaffold60.g15.t1 scaffold60.g15.t1	Aurelia_aurita_Seg4418.1 Seg4418.1 transcript_id=Seg4418.1_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg4418.1_GoldUCD_D3Y31
OG0000092	Morbakka_virulenta_scaffold60.g52.t1 scaffold60.g52.t1	Aurelia_aurita_Seg381.9 Seg381.9 transcript_id=Seg381.9_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg381.9_GoldUCD_D3Y31
OG0000095	Morbakka_virulenta_scaffold3.g135.t1 scaffold3.g135.t1	Aurelia_aurita_Seg458.1 Seg458.1 transcript_id=Seg458.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg458.1_GoldUCD_D3Y31 partial=true
OG0000099	Morbakka_virulenta_scaffold240.g24.t1 scaffold240.g24.t1	Aurelia_aurita_Seg1440.2 Seg1440.2 transcript_id=Seg1440.2_GoldUCD_mRNA.D3Y31 product=Tyrosinase protein_id=Seg1440.2_GoldUCD_D3Y31
OG0000100	Morbakka_virulenta_scaffold275.g7.t1 scaffold275.g7.t1, Morbakka_virulenta_scaffold275.g7.t2 scaffold275.g7.t2	Aurelia_aurita_Seg2082.5 Seg2082.5 transcript_id=Seg2082.5_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1" protein_id=Seg2082.5_GoldUCD_D3Y31
OG0000101	Morbakka_virulenta_scaffold417.g12.t1 scaffold417.g12.t1, Morbakka_virulenta_scaffold417.g12.t2 scaffold417.g12.t2	Aurelia_aurita_Seg2436.3 Seg2436.3 transcript_id=Seg2436.3_GoldUCD_mRNA.D3Y31 product=Hemicentin-2 protein_id=Seg2436.3_GoldUCD_D3Y31 partial=true
OG0000103	Morbakka_virulenta_scaffold34.g37.t1 scaffold34.g37.t1, Morbakka_virulenta_scaffold34.g37.t2 scaffold34.g37.t2, Morbakka_virulenta_scaffold34.g37.t3 scaffold34.g37.t3	Aurelia_aurita_Seg2032.4 Seg2032.4 transcript_id=Seg2032.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 49" protein_id=Seg2032.4_GoldUCD_D3Y31
OG0000112	Morbakka_virulenta_scaffold181.g16.t1 scaffold181.g16.t1, Morbakka_virulenta_scaffold181.g17.t1 scaffold181.g17.t1	Aurelia_aurita_Seg2117.5 Seg2117.5 transcript_id=Seg2117.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg2117.5_GoldUCD_D3Y31, Aurelia_aurita_Seg8226.2 Seg8226.2 transcript_id=Seg8226.2_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg8226.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg190.4 Seg190.4 transcript_id=Seg190.4_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg190.4_GoldUCD_D3Y31
OG0000112	Morbakka_virulenta_scaffold51.g32.t1 scaffold51.g32.t1	Aurelia_aurita_Seg416.5 Seg416.5 transcript_id=Seg416.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg416.5_GoldUCD_D3Y31, Aurelia_aurita_Seg9350.1 Seg9350.1 transcript_id=Seg9350.1_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg9350.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1225.9 Seg1225.9 transcript_id=Seg1225.9_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg1225.9_GoldUCD_D3Y31
OG0000114	Morbakka_virulenta_scaffold53.g12.t1 scaffold53.g12.t1	Aurelia_aurita_Seg1430.6 Seg1430.6 transcript_id=Seg1430.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1430.6_GoldUCD_D3Y31 partial=true
OG0000116	Morbakka_virulenta_scaffold2.g208.t1 scaffold2.g208.t1	Aurelia_aurita_Seg2630.2 Seg2630.2 transcript_id=Seg2630.2_GoldUCD_mRNA.D3Y31 product="Tyrosine-protein phosphatase Lar" protein_id=Seg2630.2_GoldUCD_D3Y31, Aurelia_aurita_Seg15.5 Seg15.5 transcript_id=Seg15.5_GoldUCD_mRNA.D3Y31 product="Neural cell adhesion molecule 2" protein_id=Seg15.5_GoldUCD_D3Y31, Aurelia_aurita_Seg8185.1 Seg8185.1 transcript_id=Seg8185.1_GoldUCD_mRNA.D3Y31 product="Protein sax-3" protein_id=Seg8185.1_GoldUCD_D3Y31
OG0000119	Morbakka_virulenta_scaffold568.g2.t1 scaffold568.g2.t1	Aurelia_aurita_Seg1452.3 Seg1452.3 transcript_id=Seg1452.3_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 40" protein_id=Seg1452.3_GoldUCD_D3Y31
OG0000120	Morbakka_virulenta_scaffold241.g29.t1 scaffold241.g29.t1	Aurelia_aurita_Seg1734.12 Seg1734.12 transcript_id=Seg1734.12_GoldUCD_mRNA.D3Y31 product=Syndecan protein_id=Seg1734.12_GoldUCD_D3Y31
OG0000121	Morbakka_virulenta_scaffold324.g6.t1 scaffold324.g6.t1, Morbakka_virulenta_scaffold324.g6.t2 scaffold324.g6.t2	Aurelia_aurita_Seg3635.4 Seg3635.4 transcript_id=Seg3635.4_GoldUCD_mRNA.D3Y31 product="Signal peptide CUB and EGF-like domain-containing protein 1" protein_id=Seg3635.4_GoldUCD_D3Y31
OG0000121	Morbakka_virulenta_scaffold52.g9.t1 scaffold52.g9.t1	Aurelia_aurita_Seg2074.1 Seg2074.1 transcript_id=Seg2074.1_GoldUCD_mRNA.D3Y31 product="Coagulation factor VIII" protein_id=Seg2074.1_GoldUCD_D3Y31 partial=true
OG0000122	Morbakka_virulenta_scaffold290.g29.t4 scaffold290.g29.t4	Aurelia_aurita_Seg4060.1 Seg4060.1 transcript_id=Seg4060.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg4060.1_GoldUCD_D3Y31 partial=true
OG0000123	Morbakka_virulenta_scaffold53.g55.t1 scaffold53.g55.t1	Aurelia_aurita_Seg4383.1 Seg4383.1 transcript_id=Seg4383.1_GoldUCD_mRNA.D3Y31 product=Fibulin-1 protein_id=Seg4383.1_GoldUCD_D3Y31 partial=true
OG0000126	Morbakka_virulenta_scaffold119.g1.t1 scaffold119.g1.t1, Morbakka_virulenta_scaffold119.g2.t2 scaffold119.g2.t2, Morbakka_virulenta_scaffold119.g2.t1 scaffold119.g2.t1	Aurelia_aurita_Seg1695.2 Seg1695.2 transcript_id=Seg1695.2_GoldUCD_mRNA.D3Y31 product=Vitellogenin protein_id=Seg1695.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg4031.1 Seg4031.1 transcript_id=Seg4031.1_GoldUCD_mRNA.D3Y31 product="Ceramide glucosyltransferase" protein_id=Seg4031.1_GoldUCD_D3Y31
OG0000129	Morbakka_virulenta_scaffold202.g10.t1 scaffold202.g10.t1	Aurelia_aurita_Seg2632.1 Seg2632.1 transcript_id=Seg2632.1_GoldUCD_mRNA.D3Y31 product=Apolipophorins protein_id=Seg2632.1_GoldUCD_D3Y31 partial=true
OG0000129	Morbakka_virulenta_scaffold118.g46.t1 scaffold118.g46.t1, Morbakka_virulenta_scaffold119.g35.t1 scaffold119.g35.t1, Morbakka_virulenta_scaffold390.g3.t1 scaffold390.g3.t1	Aurelia_aurita_Seg2418.1 Seg2418.1 transcript_id=Seg2418.1_GoldUCD_mRNA.D3Y31 product=Apolipophorins protein_id=Seg2418.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2945.1 Seg2945.1 transcript_id=Seg2945.1_GoldUCD_mRNA.D3Y31 product=Apolipophorins protein_id=Seg2945.1_GoldUCD_D3Y31, Aurelia_aurita_Seg289.9 Seg289.9 transcript_id=Seg289.9_GoldUCD_mRNA.D3Y31 product=Apolipophorins protein_id=Seg289.9_GoldUCD_D3Y31 partial=true
OG0000133	Morbakka_virulenta_scaffold115.g46.t4 scaffold115.g46.t4, Morbakka_virulenta_scaffold115.g46.t3 scaffold115.g46.t3, Morbakka_virulenta_scaffold115.g46.t2 scaffold115.g46.t2	Aurelia_aurita_Seg1842.5 Seg1842.5 transcript_id=Seg1842.5_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 9" protein_id=Seg1842.5_GoldUCD_D3Y31
OG0000137	Morbakka_virulenta_scaffold1196.g1.t1 scaffold1196.g1.t1	Aurelia_aurita_Seg3581.1 Seg3581.1 transcript_id=Seg3581.1_GoldUCD_mRNA.D3Y31 product="Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1" protein_id=Seg3581.1_GoldUCD_D3Y31
OG0000138	Morbakka_virulenta_scaffold116.g18.t1 scaffold116.g18.t1, Morbakka_virulenta_scaffold116.g18.t3 scaffold116.g18.t3, Morbakka_virulenta_scaffold116.g18.t4 scaffold116.g18.t4	Aurelia_aurita_Seg378.26 Seg378.26 transcript_id=Seg378.26_GoldUCD_mRNA.D3Y31 product=Usherin protein_id=Seg378.26_GoldUCD_D3Y31
OG0000142	Morbakka_virulenta_scaffold352.g12.t1 scaffold352.g12.t1, Morbakka_virulenta_scaffold578.g9.t1 scaffold578.g9.t1, Morbakka_virulenta_scaffold307.g2.t1 scaffold307.g2.t1, Morbakka_virulenta_scaffold38.g49.t1 scaffold38.g49.t1	Aurelia_aurita_Seg1087.5 Seg1087.5 transcript_id=Seg1087.5_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 15" protein_id=Seg1087.5_GoldUCD_D3Y31
OG0000146	Morbakka_virulenta_scaffold4.g81.t1 scaffold4.g81.t1, Morbakka_virulenta_scaffold4.g81.t2 scaffold4.g81.t2, Morbakka_virulenta_scaffold272.g1.t1 scaffold272.g1.t1	Aurelia_aurita_Seg2266.3 Seg2266.3 transcript_id=Seg2266.3_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein SHOC-2" protein_id=Seg2266.3_GoldUCD_D3Y31
OG0000155	Morbakka_virulenta_scaffold186.g7.t1 scaffold186.g7.t1	Aurelia_aurita_Seg3419.1 Seg3419.1 transcript_id=Seg3419.1_GoldUCD_mRNA.D3Y31 product=Ectin protein_id=Seg3419.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1728.8 Seg1728.8 transcript_id=Seg1728.8_GoldUCD_mRNA.D3Y31 product=Ectin protein_id=Seg1728.8_GoldUCD_D3Y31
OG0000157	Morbakka_virulenta_scaffold10.g13.t1 scaffold10.g13.t1	Aurelia_aurita_Seg1660.6 Seg1660.6 transcript_id=Seg1660.6_GoldUCD_mRNA.D3Y31 product="FRAS1-related extracellular matrix protein 1" protein_id=Seg1660.6_GoldUCD_D3Y31 partial=true
OG0000159	Morbakka_virulenta_scaffold354.g7.t1 scaffold354.g7.t1, Morbakka_virulenta_scaffold145.g18.t1 scaffold145.g18.t1	Aurelia_aurita_Seg1354.12 Seg1354.12 transcript_id=Seg1354.12_GoldUCD_mRNA.D3Y31 product="Fibronectin type 3 and ankyrin repeat domains protein 1" protein_id=Seg1354.12_GoldUCD_D3Y31
OG0000160	Morbakka_virulenta_scaffold358.g7.t2 scaffold358.g7.t2, Morbakka_virulenta_scaffold358.g7.t1 scaffold358.g7.t1	Aurelia_aurita_Seg1152.2 Seg1152.2 transcript_id=Seg1152.2_GoldUCD_mRNA.D3Y31 product="72 kDa type IV collagenase" protein_id=Seg1152.2_GoldUCD_D3Y31
OG0000165	Morbakka_virulenta_scaffold605.g6.t1 scaffold605.g6.t1	Aurelia_aurita_Seg1081.15 Seg1081.15 transcript_id=Seg1081.15_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 58" protein_id=Seg1081.15_GoldUCD_D3Y31
