protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
5063	NV2t005990001.1	NV2t005990001.1	NV2t005990001.1	103416.0	7.10204	0.0	75	484	13	11	3	10	8	126	3.16371e+07	3.04731e+07	2.24449e+07	9.13746e+07	9.84279e+07	8.65644e+07	1.43434e+09	9.22783e+08	1.66137e+09	547767.0	1.0	0.958927	0.710888	2.81363	3.04342	2.7564	43.8893	28.0903	51.0924	0.0165108	0.0	0.345273	0.192105	2.26898	2.43023	1.63813	68.5163	46.9965	72.1619	0.0696719
5064	NV2t001221001.1|NV2t001221002.1	NV2t001221001.1|NV2t001221002.1	NV2t001221001.1|NV2t001221002.1	8604.7|8604.7	5.42802	0.0	52	52	1	1	0	1	1	126	953209.0	2.18039e+06	623347.0	1.4783e+06	3.25587e+06	4.16794e+06	5.93366e+06	4.28146e+06	5.02312e+06	0.0	1.0	2.28742	0.653946	1.55086	3.41569	4.37253	6.22493	4.49162	5.2697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5065	NV2t002123001.1|NV2t002123002.1	NV2t002123001.1|NV2t002123002.1	NV2t002123001.1|NV2t002123002.1	20878.0|20878.0	6.43852	0.0	57	191	6	4	1	5	4	126	2.53456e+06	2.17372e+06	2.86185e+06	1.14691e+07	1.12378e+07	1.05969e+07	3.27639e+08	1.5619e+08	2.96398e+08	599259.0	1.0	0.857631	1.12711	4.60572	4.43383	4.18094	129.268	61.9686	116.943	0.229923	0.0	0.578678	0.309391	9.78222	7.58122	3.42464	173.586	71.5698	158.915	0.750809
5066	NV2t007076001.1	NV2t007076001.1	NV2t007076001.1	19052.4	6.98507	0.0	81	150	6	2	2	4	2	126	1.27711e+07	9.78774e+06	6.29991e+06	3.59201e+07	1.04326e+07	1.05671e+07	2.54432e+09	8.70128e+08	1.42313e+09	0.0	1.0	0.766394	0.493293	2.81259	0.816892	0.82742	199.224	68.1323	111.433	0.0	0.0	0.422505	0.540016	4.03281	1.73081	2.17536	616.669	212.311	355.873	0.0
5067	NV2t019653001.1	NV2t019653001.1	NV2t019653001.1	87531.6	6.16114	0.0	50	50	1	1	0	1	1	126	853636.0	1.22055e+06	1.76315e+06	3.47552e+06	4.30663e+06	4.6895e+06	8.84157e+06	6.26948e+06	7.83746e+06	0.0	1.0	1.42982	2.06546	4.07143	5.04504	5.49357	10.3575	7.34445	9.18127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5068	NV2t008769001.1	NV2t008769001.1	NV2t008769001.1	41987.3	6.53247	0.0	54	140	3	3	0	3	3	126	5.72928e+06	6.01226e+06	4.21155e+06	1.10695e+08	1.0378e+08	1.06394e+08	7.96158e+08	1.39048e+08	2.25111e+08	0.0	1.0	1.04939	0.735091	19.3209	18.114	18.5703	138.963	24.2696	39.2914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5069	NV2t012637001.1	NV2t012637001.1	NV2t012637001.1	364106.0	6.36819	0.0	88	380	9	7	3	6	6	126	1.00223e+07	1.29932e+07	1.36883e+07	3.03903e+07	2.68047e+07	2.7952e+07	4.68394e+08	2.98595e+08	5.15265e+08	210838.0	1.0	1.29863	1.36876	3.03882	2.67856	2.78598	46.7351	29.793	51.4197	0.0203964	0.0	1.71807	0.703653	1.48934	0.788238	0.83222	34.3803	22.8336	38.9802	0.0564226
5070	NV2t023886002.1	NV2t023886002.1	NV2t023886002.1	126191.0	7.95797	0.0	123	1830	72	32	9	60	31	126	8.91671e+07	7.60853e+07	7.86854e+07	2.79227e+08	2.34932e+08	2.11594e+08	9.41082e+09	5.98514e+09	8.61522e+09	1.71621e+07	1.0	0.8789	0.892419	3.18317	2.70624	2.39597	107.968	68.9969	98.3978	0.192469	0.0	0.908588	0.818097	2.94109	2.85481	1.96008	149.82	90.9016	132.676	0.32099
5071	NV2t015346001.1	NV2t015346001.1	NV2t015346001.1	35287.0	6.48969	0.0	100	299	7	5	2	5	5	126	9.58373e+06	1.10414e+07	8.80547e+06	2.57181e+07	2.94786e+07	2.14574e+07	6.02746e+08	4.82141e+08	6.02402e+08	2.67238e+06	1.0	1.15475	0.918568	2.70349	3.0759	2.23894	62.6358	49.3136	62.5426	0.267601	0.0	0.193579	0.609089	1.27595	0.555	0.610404	64.6869	28.6319	40.1832	0.794787
5072	###REV######REV###NV2t001778001.1	###REV###NV2t001778001.1 Reverse sequence, was 	###REV######REV###NV2t001778001.1	38615.9	6.91808	0.00745601	31	31	1	1	0	1	1	126	4.40138e+06	4.14855e+06	5.41183e+06	9.25956e+06	7.3446e+06	6.73881e+06	6.58123e+07	4.72788e+07	5.57981e+07	0.0	1.0	0.942556	1.22958	2.10379	1.6687	1.53107	14.9526	10.7418	12.6774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5073	NV2t001255001.1	NV2t001255001.1	NV2t001255001.1	39437.9	6.60892	0.0	51	95	2	2	0	2	2	126	1.93678e+07	4.61183e+07	1.07112e+07	2.83632e+08	2.64035e+08	4.64976e+08	9.972e+07	5.11769e+07	1.1701e+08	0.0	1.0	2.38118	0.553039	14.6445	13.6327	24.0076	5.14875	2.64237	6.04148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5074	NV2t019484001.1	NV2t019484001.1	NV2t019484001.1	43336.7	6.09578	0.000656491	42	77	2	2	0	2	2	126	2.81669e+06	2.88e+06	4.76203e+06	1.02548e+07	1.21672e+07	1.25592e+07	2.04158e+08	1.02461e+08	1.50658e+08	567427.0	1.0	1.02248	1.69065	3.64073	4.31968	4.45884	72.4817	36.3763	53.4877	0.201452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5075	NV2t022726001.1	NV2t022726001.1	NV2t022726001.1	9731.29	6.76051	0.0135976	27	27	1	1	0	1	1	126	1.35467e+07	4.59984e+07	8.96574e+06	9.01376e+07	1.16517e+08	1.044e+08	1.76838e+08	1.57369e+08	2.00155e+08	0.0	1.0	3.39555	0.661841	6.65386	8.60114	7.70667	13.054	11.6168	14.7752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5076	NV2t023810001.1	NV2t023810001.1	NV2t023810001.1	32806.1	8.15163	0.0	102	731	35	12	9	26	12	126	3.11812e+07	3.24752e+07	3.47665e+07	1.71518e+08	1.63215e+08	1.17785e+08	5.90208e+09	4.3279e+09	5.73481e+09	2.89921e+06	1.0	1.05397	1.10915	5.56446	5.25249	3.74386	190.373	138.901	186.333	0.0862336	0.0	1.09954	0.411528	6.91745	7.04077	4.44654	253.213	189.421	253.616	0.274131
5077	NV2t011534001.1	NV2t011534001.1	NV2t011534001.1	53241.6	6.15621	0.0	67	171	4	4	1	3	3	126	5.56692e+06	6.82972e+06	5.60981e+06	2.11367e+07	1.36745e+07	1.5249e+07	2.57187e+08	1.88639e+08	2.65877e+08	1.28357e+06	1.0	1.22684	1.0077	3.79685	2.45639	2.73922	46.1992	33.8857	47.7603	0.230571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5078	NV2t005964001.1	NV2t005964001.1	NV2t005964001.1	56274.4	6.45838	0.000171145	46	107	3	3	0	3	3	126	1.04857e+07	1.03349e+07	1.2322e+07	1.8407e+07	1.72408e+07	1.56146e+07	2.02762e+08	1.52473e+08	2.56281e+08	0.0	1.0	0.985615	1.17512	1.75544	1.64421	1.48913	19.337	14.541	24.441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5079	NV2t000807001.1	NV2t000807001.1	NV2t000807001.1	37531.8	6.57149	0.0	57	124	4	3	1	3	3	126	1.22515e+07	1.0506e+07	1.15911e+07	1.14233e+08	7.61079e+07	1.36724e+08	5.38334e+08	3.68749e+08	5.95234e+08	407031.0	1.0	0.857525	0.946098	9.32395	6.21212	11.1597	43.9401	30.0982	48.5845	0.0332229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5080	NV2t017320003.1|NV2t017320004.1|NV2t017320005.1|NV2t017320007.1|NV2t017320008.1	NV2t017320003.1|NV2t017320004.1|NV2t017320005.1|NV2t017320007.1|NV2t017320008.1	NV2t017320003.1|NV2t017320004.1|NV2t017320005.1|NV2t017320007.1|NV2t017320008.1	37778.8|47123.1|42244.6|36725.4|58332.4	5.87445	0.0	49	90	2	2	0	2	2	126	1.47292e+06	1.14603e+06	1.39038e+06	6.71891e+06	8.41682e+06	8.18756e+06	5.9651e+07	4.7407e+07	6.91894e+07	0.0	1.0	0.778064	0.943962	4.56161	5.71437	5.55872	40.4984	32.1856	46.9742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5081	NV2t014927004.1	NV2t014927004.1	NV2t014927004.1	61559.6	6.17737	0.0	71	211	4	4	0	4	4	126	3.82573e+06	7.48195e+06	4.25634e+06	1.69642e+07	9.15117e+06	7.86798e+06	5.28254e+08	3.43236e+08	4.95408e+08	2.41248e+06	1.0	1.95569	1.11256	4.43423	2.39201	2.0566	138.079	89.7179	129.494	0.630594	0.0	0.370152	0.68561	4.10089	3.09824	3.14514	159.465	116.87	176.69	0.893625
5082	NV2t007453001.1	NV2t007453001.1	NV2t007453001.1	43413.5	6.83793	0.0	87	367	9	7	0	9	7	126	1.71499e+07	2.87788e+07	1.51758e+07	3.51318e+08	3.5327e+08	3.66489e+08	8.00845e+08	6.64109e+08	1.26326e+09	4.35582e+06	1.0	1.67585	0.890415	20.4337	20.48	21.2356	47.3242	39.2685	74.9831	0.252792	0.0	0.574327	0.427594	9.36679	9.22156	10.3448	59.7936	53.1033	102.734	0.363467
5083	NV2t003837001.1|NV2t003837002.1|NV2t003837003.1	NV2t003837001.1|NV2t003837002.1|NV2t003837003.1	NV2t003837001.1|NV2t003837002.1|NV2t003837003.1	58210.8|58210.8|58210.8	7.32903	0.0	104	702	37	8	27	10	7	126	1.14773e+07	9.75034e+06	1.05157e+07	3.33295e+07	2.92425e+07	3.30057e+07	7.31125e+08	9.61654e+08	9.21925e+08	1.79891e+06	1.0	0.852087	0.912375	2.90559	2.56355	2.87573	64.0071	84.553	81.2045	0.145009	0.0	0.927293	1.6904	2.71556	3.00942	5.6826	43.4265	63.1329	53.8205	0.448825
5084	NV2t019067002.1|NV2t019067003.1	NV2t019067002.1|NV2t019067003.1	NV2t019067002.1|NV2t019067003.1	185810.0|124718.0	6.09387	0.0	70	351	9	4	6	3	3	126	8.85858e+06	5.54458e+06	8.02294e+06	2.55165e+07	2.19999e+07	2.23708e+07	2.23797e+08	1.94924e+08	3.03826e+08	0.0	1.0	0.6259	0.90567	2.88043	2.48345	2.52533	25.2633	22.004	34.2974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5085	NV2t022670001.1	NV2t022670001.1	NV2t022670001.1	139490.0	6.32116	0.0	51	386	9	9	1	8	8	126	1.38267e+07	2.02029e+07	1.74866e+07	7.24613e+07	6.85887e+07	6.68744e+07	4.71343e+08	3.69829e+08	5.11406e+08	310629.0	1.0	1.46212	1.27659	5.31704	5.0045	4.86845	34.3878	26.9839	37.5767	0.0212729	0.0	0.592541	1.40258	6.19933	6.01701	6.38086	45.6874	34.2622	45.346	0.074796
5086	NV2t002407001.1	NV2t002407001.1	NV2t002407001.1	94922.3	6.25252	0.0	92	534	12	10	2	10	10	126	1.7825e+07	2.20363e+07	1.26252e+07	4.84191e+07	5.43214e+07	6.2188e+07	5.31316e+08	4.1137e+08	3.97959e+08	0.0	1.0	1.23786	0.704397	2.68785	3.02942	3.46615	29.7378	22.9783	22.1769	0.0	0.0	0.377765	0.293633	1.35024	0.85645	1.53274	14.4145	7.47442	8.80612	0.0
5087	NV2t018002001.1	NV2t018002001.1	NV2t018002001.1	14403.8	6.93796	0.0	88	243	6	5	0	6	5	126	6.47062e+06	6.59401e+06	5.80831e+06	3.74555e+07	4.0187e+07	4.56524e+07	6.84273e+08	5.61836e+08	9.92439e+08	3.22881e+06	1.0	1.04486	0.914889	5.76126	6.01134	6.68475	106.86	88.7104	154.551	0.464134	0.0	3.38234	5.12736	38.859	57.1074	64.3823	297.542	242.754	421.276	0.969053
5088	###REV######REV###NV2t021225001.1|###REV######REV###NV2t021225002.1|###REV######REV###NV2t021225003.1|###REV######REV###NV2t021225004.1	###REV###NV2t021225001.1 Reverse sequence, was |###REV###NV2t021225002.1 Reverse sequence, was |###REV###NV2t021225003.1 Reverse sequence, was |###REV###NV2t021225004.1 Reverse sequence, was 	###REV######REV###NV2t021225001.1|###REV######REV###NV2t021225002.1|###REV######REV###NV2t021225003.1|###REV######REV###NV2t021225004.1	95748.0|98571.6|98571.6|98571.6	6.3369	0.0112409	28	28	2	1	1	1	1	126	564862.0	992765.0	900528.0	2.36795e+06	2.39132e+06	2.08709e+06	7.94809e+07	6.60641e+07	7.08391e+07	0.0	1.0	1.75754	1.59424	4.19208	4.23347	3.69487	140.709	116.956	125.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5089	NV2t011142001.1	NV2t011142001.1	NV2t011142001.1	35811.0	7.47767	0.0	94	516	13	10	0	12	9	126	1.39873e+07	1.83481e+07	1.63889e+07	7.07471e+07	6.437e+07	7.27432e+07	1.18517e+09	6.96054e+08	1.22159e+09	2.68001e+06	1.0	1.30699	1.17332	5.05284	4.60652	5.20612	86.1095	50.5195	89.038	0.190352	0.0	0.604678	0.395713	2.53186	2.32078	3.10138	58.7817	36.0501	66.0925	0.412342
5090	NV2t013687001.1	NV2t013687001.1	NV2t013687001.1	60955.6	6.23323	0.0	127	230	4	4	0	4	4	126	1.87685e+06	2.15687e+06	2.06444e+06	5.80537e+06	5.68435e+06	4.62161e+06	1.33624e+08	9.79999e+07	1.6849e+08	2.00012e+06	1.0	1.14919	1.09995	3.09314	3.02866	2.46242	71.1957	52.215	89.7725	1.06568	0.0	3.62008	0.0	11.0221	7.53062	3.56157	289.084	282.703	374.678	6.58378
5091	NV2t004358001.1	NV2t004358001.1	NV2t004358001.1	14789.6	6.04029	0.0	58	101	2	2	2	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5092	NV2t016449001.1	NV2t016449001.1	NV2t016449001.1	121945.0	6.56984	0.000501756	44	115	5	3	2	2	2	126	5.78743e+06	8.19233e+06	5.30118e+06	1.0961e+07	1.20285e+07	1.09293e+07	1.87442e+08	1.13481e+08	1.54253e+08	0.0	1.0	1.41554	0.915981	1.89393	2.07838	1.88846	32.3878	19.6082	26.6531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5093	NV2t007399001.1	NV2t007399001.1	NV2t007399001.1	21579.9	6.11275	0.00173831	38	38	1	1	0	1	1	126	2.01987e+06	3.18338e+06	2.76087e+06	4.37919e+06	5.79292e+06	8.39711e+06	1.6492e+07	1.48212e+07	2.84986e+07	0.0	1.0	1.57603	1.36685	2.16805	2.86797	4.15725	8.16487	7.3377	14.1091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5094	NV2t008986001.1	NV2t008986001.1	NV2t008986001.1	39973.9	5.79745	0.0	65	116	2	2	0	2	2	126	4.15307e+06	1.26131e+07	3.32213e+06	6.5993e+06	4.61225e+06	7.29227e+06	9.01166e+07	8.02531e+07	8.58995e+07	0.0	1.0	3.03706	0.799923	1.58902	1.11057	1.75588	21.6988	19.3238	20.6834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5095	NV2t020850002.1	NV2t020850002.1	NV2t020850002.1	187724.0	6.87725	0.0	91	672	13	13	0	13	13	126	2.63141e+07	3.84597e+07	3.02772e+07	1.14206e+08	1.11885e+08	1.11974e+08	1.22453e+09	8.27568e+08	1.20792e+09	656939.0	1.0	1.46185	1.15133	4.33377	4.22299	4.24097	47.2305	31.6441	46.2878	0.0233031	0.0	1.66412	1.17248	4.16485	4.3196	3.84741	56.3893	35.2502	50.8764	0.128603
5096	NV2t014977002.1|NV2t014977003.1|NV2t014977004.1|NV2t014977005.1	NV2t014977002.1|NV2t014977003.1|NV2t014977004.1|NV2t014977005.1	NV2t014977002.1|NV2t014977003.1|NV2t014977004.1|NV2t014977005.1	107798.0|107184.0|105494.0|96963.0	5.94958	0.0	57	206	7	6	2	5	5	126	5.89213e+06	4.94801e+06	5.2526e+06	1.07361e+07	1.19551e+07	1.28121e+07	1.0652e+08	8.70856e+07	1.26604e+08	345422.0	1.0	0.825219	0.891459	1.82211	2.01624	2.1492	17.851	14.6116	21.3043	0.0574025	0.0	1.03978	0.337326	1.55882	1.31254	2.2192	12.6621	9.11696	17.068	0.11863
5097	NV2t014342001.1	NV2t014342001.1	NV2t014342001.1	47332.0	5.78262	0.0	67	118	2	2	1	1	1	126	742104.0	864574.0	538332.0	3.17395e+06	2.83588e+06	4.26727e+06	3.92762e+07	2.95126e+07	4.15561e+07	0.0	1.0	1.16503	0.725413	4.27696	3.82141	5.75023	52.9255	39.7688	55.9976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5098	NV2t005372002.1	NV2t005372002.1	NV2t005372002.1	23588.4	5.6656	0.0	77	246	5	4	2	3	3	126	4.78994e+06	6.50051e+06	2.43475e+06	8.49615e+06	6.22752e+06	9.39319e+06	8.42171e+07	7.82688e+07	9.55497e+07	632611.0	1.0	1.35712	0.508306	1.77375	1.30013	1.96103	17.5821	16.3403	19.948	0.132071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5099	NV2t000625001.1|NV2t000625002.1	NV2t000625001.1|NV2t000625002.1	NV2t000625001.1|NV2t000625002.1	87404.7|87682.0	6.60554	0.0	95	341	8	6	1	6	6	126	1.66376e+07	2.36232e+07	1.28504e+07	1.32573e+08	1.23627e+08	3.00241e+08	1.94007e+08	1.09903e+08	1.57332e+08	433663.0	1.0	1.42079	0.772657	8.0268	7.48941	18.1801	11.7444	6.60571	9.63031	0.0260652	0.0	0.645749	0.286554	3.9885	3.4729	10.8225	18.0683	11.181	11.9048	0.0624121
5100	NV2t010929001.1|NV2t010929002.1|NV2t010929003.1	NV2t010929001.1|NV2t010929002.1|NV2t010929003.1	NV2t010929001.1|NV2t010929002.1|NV2t010929003.1	135457.0|132974.0|132974.0	6.44579	0.0	60	198	5	5	0	5	5	126	6.22147e+06	6.23076e+06	8.71302e+06	2.33038e+07	2.5658e+07	2.72981e+07	2.27889e+08	1.61716e+08	1.82836e+08	197894.0	1.0	1.00149	1.40048	3.73792	4.12411	4.38773	36.896	25.9932	29.3879	0.0312007	0.0	1.23176	1.38382	3.21211	5.43861	4.10752	70.3311	47.601	57.4949	0.134204
5101	NV2t021203001.1	NV2t021203001.1	NV2t021203001.1	17230.4	6.83397	0.0	69	196	5	4	1	4	4	126	8.90012e+06	1.05572e+07	8.20119e+06	9.5074e+07	9.20376e+07	1.46135e+08	4.87456e+08	3.15389e+08	5.2544e+08	668598.0	1.0	1.18619	0.921469	10.6823	10.3412	16.4194	54.7696	35.4365	59.0375	0.0751224	0.0	0.508216	0.876734	6.65337	2.97628	5.73977	157.504	112.562	173.569	0.240226
5102	NV2t012174001.1	NV2t012174001.1	NV2t012174001.1	145887.0	8.69446	0.0	113	696	49	11	14	32	11	126	4.31431e+07	4.68144e+07	4.23518e+07	2.03375e+08	1.6094e+08	2.35162e+08	5.443e+09	6.43516e+09	7.2432e+09	1.15571e+07	1.0	1.07646	0.982558	4.59464	3.66824	5.31365	124.839	149.462	167.16	0.247174	0.0	0.458971	0.320044	5.60058	3.19583	11.0162	88.9722	106.605	115.752	0.639403
5103	NV2t000492002.1	NV2t000492002.1	NV2t000492002.1	66149.4	5.52978	0.0	67	155	3	3	0	3	3	126	6.65986e+06	2.94092e+06	7.66802e+06	6.90679e+06	6.16613e+06	9.35004e+06	9.26753e+07	7.1668e+07	9.25069e+07	0.0	1.0	0.441589	1.15138	1.03708	0.925865	1.40394	13.9155	10.7612	13.8902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5104	NV2t008310001.1	NV2t008310001.1	NV2t008310001.1	34226.3	7.55448	0.0	70	453	13	9	3	10	8	126	2.87983e+07	3.2309e+07	2.89715e+07	9.62696e+07	8.13487e+07	9.80509e+07	7.98889e+08	5.88152e+08	9.53641e+08	3.19544e+06	1.0	1.12021	1.00667	3.35586	2.82528	3.40594	28.11	20.873	33.6128	0.110482	0.0	0.391426	0.246941	1.95663	0.9112	1.20887	27.1615	27.2776	35.2339	0.450681
5105	NV2t012907001.1	NV2t012907001.1	NV2t012907001.1	83241.5	6.81025	0.0	62	427	11	9	2	9	8	126	1.51815e+07	1.87754e+07	1.25551e+07	9.2048e+07	8.04469e+07	8.54162e+07	1.8391e+09	9.09447e+08	1.02755e+09	736759.0	1.0	1.23673	0.842676	5.98656	5.25241	5.54928	121.209	59.8622	67.8639	0.0471932	0.0	0.488638	0.537902	3.00323	2.99104	3.1392	66.2992	32.7968	33.6811	0.1184
5106	NV2t013192001.1	NV2t013192001.1	NV2t013192001.1	55316.8	6.61002	0.0	49	215	6	5	1	5	4	126	2.44599e+07	2.61922e+07	3.25674e+07	3.33288e+07	3.79429e+07	4.09439e+07	4.77944e+08	3.71437e+08	4.05306e+08	438204.0	1.0	1.07082	1.33146	1.37675	1.55123	1.69391	19.5399	15.2104	16.6321	0.017033	0.0	0.783011	0.585884	2.00128	2.21665	2.03573	36.6821	26.2768	31.693	0.103441
5107	NV2t015721002.1|NV2t015721003.1|NV2t015730001.1	NV2t015721002.1|NV2t015721003.1|NV2t015730001.1	NV2t015721002.1|NV2t015721003.1|NV2t015730001.1	36078.0|36078.0|41242.6	5.37739	0.0	68	68	1	1	0	1	1	126	1.67357e+06	3.40118e+06	1.65869e+06	2.42968e+06	1.96259e+06	2.50195e+06	1.5914e+07	9.91096e+06	1.70976e+07	0.0	1.0	2.03229	0.991109	1.45179	1.17269	1.49498	9.50897	5.92203	10.2162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5108	NV2t007981001.1|NV2t007981002.1	NV2t007981001.1|NV2t007981002.1	NV2t007981001.1|NV2t007981002.1	81096.8|77321.8	6.49077	0.0	86	113	2	2	0	2	2	126	7.30339e+06	6.80195e+06	8.17632e+06	1.92939e+07	1.55692e+07	1.63593e+07	1.76178e+08	1.13608e+08	1.98415e+08	0.0	1.0	0.931342	1.11952	2.64177	2.13178	2.23995	24.1228	15.5555	27.1676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5109	NV2t020633002.1|NV2t020633003.1	NV2t020633002.1|NV2t020633003.1	NV2t020633002.1|NV2t020633003.1	93724.9|99006.9	5.94242	0.0	82	289	7	5	2	3	3	126	1.48149e+06	1.45121e+06	1.93752e+06	4.40491e+06	4.23807e+06	4.70852e+06	5.98164e+07	3.82865e+07	6.24469e+07	448957.0	1.0	0.97956	1.30782	2.9733	2.86068	3.17824	40.3759	25.8433	42.1515	0.303045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5110	NV2t016445001.1	NV2t016445001.1	NV2t016445001.1	33799.2	7.22214	0.0	82	325	12	6	2	10	6	126	4.01745e+07	4.5893e+07	3.58751e+07	9.95349e+07	8.08992e+07	7.02286e+07	1.90553e+09	1.66746e+09	3.02696e+09	5.41662e+06	1.0	1.13793	0.89435	2.47494	2.02103	1.76784	47.0771	41.1309	73.493	0.131902	0.0	0.474884	0.691151	0.915631	0.979804	1.1229	71.1022	72.0674	133.719	0.426756
5111	NV2t000914001.1	NV2t000914001.1	NV2t000914001.1	678410.0	7.74939	0.0	134	6847	239	140	39	196	135	126	4.53221e+08	1.27902e+09	5.51241e+08	1.01277e+09	9.9857e+08	8.88687e+08	2.42375e+10	3.33468e+10	2.61131e+10	2.54295e+07	1.0	2.81212	1.1944	2.23917	2.20587	1.93611	53.44	73.7123	57.655	0.053971	0.0	1.57586	0.747045	1.13922	1.1253	1.22325	22.9712	32.9997	24.7678	0.0746994
5112	NV2t011119003.1	NV2t011119003.1	NV2t011119003.1	59726.4	7.13498	0.0	99	574	11	9	1	10	9	126	2.7567e+07	6.15816e+07	1.68123e+07	5.82581e+07	7.65999e+07	5.39487e+07	1.4565e+09	1.12892e+09	1.39825e+09	576922.0	1.0	2.22276	0.610711	2.17209	2.73086	1.98892	54.8179	41.923	52.4696	0.0193902	0.0	9.82408	0.42885	8.03739	11.4883	7.47232	186.296	147.046	182.134	0.136206
5113	NV2t022530001.1	NV2t022530001.1	NV2t022530001.1	37345.2	7.02408	0.0	65	300	6	6	0	6	6	126	2.44164e+07	2.32862e+07	2.35279e+07	7.35607e+07	7.49527e+07	7.7103e+07	9.28246e+08	6.03263e+08	6.61464e+08	216097.0	1.0	0.949282	0.963611	3.0346	3.06977	3.1949	38.3981	25.0908	28.1489	0.00877616	0.0	0.524503	0.489175	3.1199	2.67714	2.07629	48.332	31.5652	36.3411	0.0533394
5114	NV2t003713001.1	NV2t003713001.1	NV2t003713001.1	29568.0	7.34576	0.0	71	479	13	9	0	13	9	126	3.95089e+07	7.2315e+07	2.08406e+07	1.13752e+08	1.14843e+08	8.03466e+07	1.43777e+09	1.25047e+09	1.68662e+09	5.36135e+06	1.0	1.82971	0.528539	2.86263	2.90022	2.03054	36.9825	31.8886	43.1611	0.129243	0.0	2.39193	0.38891	1.73584	1.14994	0.86567	43.031	38.4953	51.5414	0.302212
5115	NV2t012802002.1	NV2t012802002.1	NV2t012802002.1	55101.1	7.09918	0.0	125	660	19	13	3	16	12	126	9.79974e+07	1.57933e+08	5.42071e+07	2.17474e+08	2.81201e+08	1.8277e+08	1.52239e+09	1.47402e+09	1.68356e+09	2.76861e+06	1.0	1.57309	0.55942	2.22226	2.87369	1.87649	15.6424	15.2597	17.3921	0.0276205	0.0	3.13991	0.305004	0.465886	0.488457	0.752656	19.1815	21.7282	21.6532	0.127102
5116	NV2t000975001.1	NV2t000975001.1	NV2t000975001.1	31692.3	7.16342	0.000171145	46	292	13	8	3	9	8	126	4.55228e+07	9.00486e+07	4.27512e+07	2.46315e+08	2.4221e+08	4.16523e+08	4.16468e+08	3.59475e+08	4.41803e+08	680718.0	1.0	1.98115	0.939949	5.38645	5.31703	9.10927	9.10835	7.82941	9.64246	0.014538	0.0	0.398944	0.384309	2.70248	1.27547	3.77936	8.03091	10.3121	8.27785	0.0297423
