Orthogroup	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Anthozoa_Nematostella_vectensis
OG0000046	Aurelia_aurita_Seg7233.1 Seg7233.1 transcript_id=Seg7233.1_GoldUCD_mRNA.D3Y31 product=Intelectin-1 protein_id=Seg7233.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1095.12 Seg1095.12 transcript_id=Seg1095.12_GoldUCD_mRNA.D3Y31 product=Ryncolin-1 protein_id=Seg1095.12_GoldUCD_D3Y31	Nematostella_vectensis_NV2t015588001.1 NV2t015588001.1, Nematostella_vectensis_NV2t007283001.1 NV2t007283001.1, Nematostella_vectensis_NV2t007282001.1 NV2t007282001.1, Nematostella_vectensis_NV2t011749001.1 NV2t011749001.1, Nematostella_vectensis_NV2t011749002.1 NV2t011749002.1, Nematostella_vectensis_NV2t011749003.1 NV2t011749003.1, Nematostella_vectensis_NV2t007825001.1 NV2t007825001.1, Nematostella_vectensis_NV2t022910001.1 NV2t022910001.1, Nematostella_vectensis_NV2t024719001.1 NV2t024719001.1, Nematostella_vectensis_NV2t001979001.1 NV2t001979001.1, Nematostella_vectensis_NV2t000566001.1 NV2t000566001.1, Nematostella_vectensis_NV2t001244001.1 NV2t001244001.1, Nematostella_vectensis_NV2t002698002.1 NV2t002698002.1, Nematostella_vectensis_NV2t002698001.1 NV2t002698001.1, Nematostella_vectensis_NV2t002696001.1 NV2t002696001.1, Nematostella_vectensis_NV2t025688001.1 NV2t025688001.1, Nematostella_vectensis_NV2t004753001.1 NV2t004753001.1, Nematostella_vectensis_NV2t012033003.1 NV2t012033003.1, Nematostella_vectensis_NV2t012033004.1 NV2t012033004.1, Nematostella_vectensis_NV2t012033005.1 NV2t012033005.1, Nematostella_vectensis_NV2t012036001.1 NV2t012036001.1, Nematostella_vectensis_NV2t001129001.1 NV2t001129001.1, Nematostella_vectensis_NV2t000399001.1 NV2t000399001.1
OG0000049	Aurelia_aurita_Seg3864.1 Seg3864.1 transcript_id=Seg3864.1_GoldUCD_mRNA.D3Y31 product=Plexin-A1 protein_id=Seg3864.1_GoldUCD_D3Y31, Aurelia_aurita_Seg642.4 Seg642.4 transcript_id=Seg642.4_GoldUCD_mRNA.D3Y31 product=Plexin-A1 protein_id=Seg642.4_GoldUCD_D3Y31	Nematostella_vectensis_NV2t002812001.1 NV2t002812001.1
OG0000051	Aurelia_aurita_Seg1227.4 Seg1227.4 transcript_id=Seg1227.4_GoldUCD_mRNA.D3Y31 product="VWFA and cache domain-containing protein 1" protein_id=Seg1227.4_GoldUCD_D3Y31	Nematostella_vectensis_NV2t000903001.1 NV2t000903001.1, Nematostella_vectensis_NV2t000907002.1 NV2t000907002.1, Nematostella_vectensis_NV2t000903002.1 NV2t000903002.1, Nematostella_vectensis_NV2t000907001.1 NV2t000907001.1, Nematostella_vectensis_NV2t000903003.1 NV2t000903003.1
OG0000052	Aurelia_aurita_Seg262.1 Seg262.1 transcript_id=Seg262.1_GoldUCD_mRNA.D3Y31 product=Fucolectin protein_id=Seg262.1_GoldUCD_D3Y31, Aurelia_aurita_Seg257.3 Seg257.3 transcript_id=Seg257.3_GoldUCD_mRNA.D3Y31 product=Fucolectin-3 protein_id=Seg257.3_GoldUCD_D3Y31, Aurelia_aurita_Seg1928.4 Seg1928.4 transcript_id=Seg1928.4_GoldUCD_mRNA.D3Y31 product=Fucolectin-1 protein_id=Seg1928.4_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t014974003.1 NV2t014974003.1
OG0000053	Aurelia_aurita_Seg752.5 Seg752.5 transcript_id=Seg752.5_GoldUCD_mRNA.D3Y31 product="Malignant fibrous histiocytoma-amplified sequence 1-like" protein_id=Seg752.5_GoldUCD_D3Y31, Aurelia_aurita_Seg6940.1 Seg6940.1 transcript_id=Seg6940.1_GoldUCD_mRNA.D3Y31 product="Malignant fibrous histiocytoma-amplified sequence 1" protein_id=Seg6940.1_GoldUCD_D3Y31	Nematostella_vectensis_NV2t012441001.1 NV2t012441001.1
OG0000054	Aurelia_aurita_Seg2059.2 Seg2059.2 transcript_id=Seg2059.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 1" protein_id=Seg2059.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t005524014.1 NV2t005524014.1, Nematostella_vectensis_NV2t005524013.1 NV2t005524013.1, Nematostella_vectensis_NV2t005524012.1 NV2t005524012.1
OG0000056	Aurelia_aurita_Seg1757.3 Seg1757.3 transcript_id=Seg1757.3_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase TRIM9" protein_id=Seg1757.3_GoldUCD_D3Y31	Nematostella_vectensis_NV2t021066001.1 NV2t021066001.1, Nematostella_vectensis_NV2t021065001.1 NV2t021065001.1
OG0000056	Aurelia_aurita_Seg4832.2 Seg4832.2 transcript_id=Seg4832.2_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase TRIM9" protein_id=Seg4832.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t020283001.1 NV2t020283001.1
OG0000058	Aurelia_aurita_Seg1029.1 Seg1029.1 transcript_id=Seg1029.1_GoldUCD_mRNA.D3Y31 product="MAM and LDL-receptor class A domain-containing protein 1" protein_id=Seg1029.1_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t017022001.1 NV2t017022001.1, Nematostella_vectensis_NV2t023484001.1 NV2t023484001.1, Nematostella_vectensis_NV2t009815001.1 NV2t009815001.1, Nematostella_vectensis_NV2t023295002.1 NV2t023295002.1, Nematostella_vectensis_NV2t023295001.1 NV2t023295001.1, Nematostella_vectensis_NV2t022985001.1 NV2t022985001.1, Nematostella_vectensis_NV2t023818001.1 NV2t023818001.1, Nematostella_vectensis_NV2t023715001.1 NV2t023715001.1
OG0000061	Aurelia_aurita_Seg4277.4 Seg4277.4 transcript_id=Seg4277.4_GoldUCD_mRNA.D3Y31 product=Copine-1 protein_id=Seg4277.4_GoldUCD_D3Y31, Aurelia_aurita_Seg4633.1 Seg4633.1 transcript_id=Seg4633.1_GoldUCD_mRNA.D3Y31 product=Copine-3 protein_id=Seg4633.1_GoldUCD_D3Y31	Nematostella_vectensis_NV2t004625001.1 NV2t004625001.1
OG0000061	Aurelia_aurita_Seg1254.9 Seg1254.9 transcript_id=Seg1254.9_GoldUCD_mRNA.D3Y31 product=Copine-8 protein_id=Seg1254.9_GoldUCD_D3Y31, Aurelia_aurita_Seg2080.8 Seg2080.8 transcript_id=Seg2080.8_GoldUCD_mRNA.D3Y31 product=Copine-8 protein_id=Seg2080.8_GoldUCD_D3Y31	Nematostella_vectensis_NV2t000137001.1 NV2t000137001.1, Nematostella_vectensis_NV2t000137003.1 NV2t000137003.1, Nematostella_vectensis_NV2t000137002.1 NV2t000137002.1
OG0000062	Aurelia_aurita_Seg2254.1 Seg2254.1 transcript_id=Seg2254.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg2254.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2054.2 Seg2054.2 transcript_id=Seg2054.2_GoldUCD_mRNA.D3Y31 product="Neurogenic locus Notch protein" protein_id=Seg2054.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t020618001.1 NV2t020618001.1
OG0000062	Aurelia_aurita_Seg2333.5 Seg2333.5 transcript_id=Seg2333.5_GoldUCD_mRNA.D3Y31 product="Delta-like protein C" protein_id=Seg2333.5_GoldUCD_D3Y31	Nematostella_vectensis_NV2t009243001.1 NV2t009243001.1
OG0000062	Aurelia_aurita_Seg1668.7 Seg1668.7 transcript_id=Seg1668.7_GoldUCD_mRNA.D3Y31 product="Protein jagged-1b" protein_id=Seg1668.7_GoldUCD_D3Y31	Nematostella_vectensis_NV2t019817003.1 NV2t019817003.1, Nematostella_vectensis_NV2t019817001.1 NV2t019817001.1, Nematostella_vectensis_NV2t019817002.1 NV2t019817002.1
OG0000063	Aurelia_aurita_Seg2042.4 Seg2042.4 transcript_id=Seg2042.4_GoldUCD_mRNA.D3Y31 product="Sonic hedgehog protein" protein_id=Seg2042.4_GoldUCD_D3Y31	Nematostella_vectensis_NV2t000128002.1 NV2t000128002.1, Nematostella_vectensis_NV2t000128001.1 NV2t000128001.1, Nematostella_vectensis_NV2t000128004.1 NV2t000128004.1, Nematostella_vectensis_NV2t000128003.1 NV2t000128003.1, Nematostella_vectensis_NV2t010760002.1 NV2t010760002.1, Nematostella_vectensis_NV2t010760001.1 NV2t010760001.1
OG0000063	Aurelia_aurita_Seg1275.1 Seg1275.1 transcript_id=Seg1275.1_GoldUCD_mRNA.D3Y31 product="Desert hedgehog protein" protein_id=Seg1275.1_GoldUCD_D3Y31	Nematostella_vectensis_NV2t006480001.1 NV2t006480001.1, Nematostella_vectensis_NV2t023188001.1 NV2t023188001.1
OG0000065	Aurelia_aurita_Seg2474.2 Seg2474.2 transcript_id=Seg2474.2_GoldUCD_mRNA.D3Y31 product=Glypican-6 protein_id=Seg2474.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t022015001.1 NV2t022015001.1, Nematostella_vectensis_NV2t022018001.1 NV2t022018001.1
OG0000067	Aurelia_aurita_Seg7350.1 Seg7350.1 transcript_id=Seg7350.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg7350.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg327.1 Seg327.1 transcript_id=Seg327.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg327.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1656.2 Seg1656.2 transcript_id=Seg1656.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1656.2_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t017535001.1 NV2t017535001.1
OG0000069	Aurelia_aurita_Seg1942.8 Seg1942.8 transcript_id=Seg1942.8_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1942.8_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t004783002.1 NV2t004783002.1, Nematostella_vectensis_NV2t008679001.1 NV2t008679001.1
OG0000069	Aurelia_aurita_Seg1648.1 Seg1648.1 transcript_id=Seg1648.1_GoldUCD_mRNA.D3Y31 product="putative skeletal organic matrix protein 5" protein_id=Seg1648.1_GoldUCD_D3Y31	Nematostella_vectensis_NV2t016090001.1 NV2t016090001.1, Nematostella_vectensis_NV2t013457001.1 NV2t013457001.1
OG0000070	Aurelia_aurita_Seg370.2 Seg370.2 transcript_id=Seg370.2_GoldUCD_mRNA.D3Y31 product=Peroxidasin protein_id=Seg370.2_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t013306001.1 NV2t013306001.1
OG0000075	Aurelia_aurita_Seg2682.1 Seg2682.1 transcript_id=Seg2682.1_GoldUCD_mRNA.D3Y31 product=Hemicentin-1 protein_id=Seg2682.1_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t013338003.1 NV2t013338003.1, Nematostella_vectensis_NV2t013338002.1 NV2t013338002.1, Nematostella_vectensis_NV2t013338001.1 NV2t013338001.1, Nematostella_vectensis_NV2t003202001.1 NV2t003202001.1
OG0000078	Aurelia_aurita_Seg1437.7 Seg1437.7 transcript_id=Seg1437.7_GoldUCD_mRNA.D3Y31 product=Cystatin-1 protein_id=Seg1437.7_GoldUCD_D3Y31	Nematostella_vectensis_NV2t017628001.1 NV2t017628001.1
OG0000082	Aurelia_aurita_Seg118.4 Seg118.4 transcript_id=Seg118.4_GoldUCD_mRNA.D3Y31 product="C-type mannose receptor 2" protein_id=Seg118.4_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t009511001.1 NV2t009511001.1, Nematostella_vectensis_NV2t020881001.1 NV2t020881001.1, Nematostella_vectensis_NV2t016343001.1 NV2t016343001.1
OG0000083	Aurelia_aurita_Seg1025.2 Seg1025.2 transcript_id=Seg1025.2_GoldUCD_mRNA.D3Y31 product=Hyaluronidase-3 protein_id=Seg1025.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t014428001.1 NV2t014428001.1
OG0000084	Aurelia_aurita_Seg2035.2 Seg2035.2 transcript_id=Seg2035.2_GoldUCD_mRNA.D3Y31 product="Signaling mucin HKR1" protein_id=Seg2035.2_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t011420001.1 NV2t011420001.1, Nematostella_vectensis_NV2t011417001.1 NV2t011417001.1
OG0000086	Aurelia_aurita_Seg1909.5 Seg1909.5 transcript_id=Seg1909.5_GoldUCD_mRNA.D3Y31 product="putative serine protease 29" protein_id=Seg1909.5_GoldUCD_D3Y31	Nematostella_vectensis_NV2t025466001.1 NV2t025466001.1, Nematostella_vectensis_NV2t024867001.1 NV2t024867001.1
OG0000088	Aurelia_aurita_Seg3345.1 Seg3345.1 transcript_id=Seg3345.1_GoldUCD_mRNA.D3Y31 product=Spondin-1 protein_id=Seg3345.1_GoldUCD_D3Y31	Nematostella_vectensis_NV2t009987001.1 NV2t009987001.1
OG0000089	Aurelia_aurita_Seg1406.1 Seg1406.1 transcript_id=Seg1406.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1406.1_GoldUCD_D3Y31	Nematostella_vectensis_NV2t014185001.1 NV2t014185001.1
OG0000089	Aurelia_aurita_Seg675.35 Seg675.35 transcript_id=Seg675.35_GoldUCD_mRNA.D3Y31 product="Chordin-like protein 1" protein_id=Seg675.35_GoldUCD_D3Y31	Nematostella_vectensis_NV2t022735001.1 NV2t022735001.1
OG0000092	Aurelia_aurita_Seg12321.1 Seg12321.1 transcript_id=Seg12321.1_GoldUCD_mRNA.D3Y31 product="Discoidin CUB and LCCL domain-containing protein 2" protein_id=Seg12321.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1656.11 Seg1656.11 transcript_id=Seg1656.11_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg1656.11_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg381.9 Seg381.9 transcript_id=Seg381.9_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg381.9_GoldUCD_D3Y31	Nematostella_vectensis_NV2t003067001.1 NV2t003067001.1, Nematostella_vectensis_NV2t003067002.1 NV2t003067002.1, Nematostella_vectensis_NV2t003067003.1 NV2t003067003.1, Nematostella_vectensis_NV2t001288001.1 NV2t001288001.1, Nematostella_vectensis_NV2t001288002.1 NV2t001288002.1, Nematostella_vectensis_NV2t001288003.1 NV2t001288003.1
OG0000095	Aurelia_aurita_Seg458.1 Seg458.1 transcript_id=Seg458.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg458.1_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t011433006.1 NV2t011433006.1, Nematostella_vectensis_NV2t011433002.1 NV2t011433002.1, Nematostella_vectensis_NV2t011433001.1 NV2t011433001.1, Nematostella_vectensis_NV2t011433005.1 NV2t011433005.1, Nematostella_vectensis_NV2t011433003.1 NV2t011433003.1, Nematostella_vectensis_NV2t011433004.1 NV2t011433004.1
OG0000099	Aurelia_aurita_Seg1440.2 Seg1440.2 transcript_id=Seg1440.2_GoldUCD_mRNA.D3Y31 product=Tyrosinase protein_id=Seg1440.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t012418001.1 NV2t012418001.1
OG0000100	Aurelia_aurita_Seg2082.5 Seg2082.5 transcript_id=Seg2082.5_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1" protein_id=Seg2082.5_GoldUCD_D3Y31	Nematostella_vectensis_NV2t005200001.1 NV2t005200001.1
OG0000100	Aurelia_aurita_Seg2082.2 Seg2082.2 transcript_id=Seg2082.2_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1" protein_id=Seg2082.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t005188001.1 NV2t005188001.1, Nematostella_vectensis_NV2t005188002.1 NV2t005188002.1
OG0000101	Aurelia_aurita_Seg2436.3 Seg2436.3 transcript_id=Seg2436.3_GoldUCD_mRNA.D3Y31 product=Hemicentin-2 protein_id=Seg2436.3_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t022495005.1 NV2t022495005.1, Nematostella_vectensis_NV2t022495004.1 NV2t022495004.1, Nematostella_vectensis_NV2t022495006.1 NV2t022495006.1, Nematostella_vectensis_NV2t022495007.1 NV2t022495007.1, Nematostella_vectensis_NV2t022495002.1 NV2t022495002.1, Nematostella_vectensis_NV2t022495001.1 NV2t022495001.1, Nematostella_vectensis_NV2t022495003.1 NV2t022495003.1
OG0000102	Aurelia_aurita_Seg2029.3 Seg2029.3 transcript_id=Seg2029.3_GoldUCD_mRNA.D3Y31 product=Fibulin-2 protein_id=Seg2029.3_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t003768002.1 NV2t003768002.1
OG0000103	Aurelia_aurita_Seg2032.4 Seg2032.4 transcript_id=Seg2032.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 49" protein_id=Seg2032.4_GoldUCD_D3Y31	Nematostella_vectensis_NV2t024079004.1 NV2t024079004.1, Nematostella_vectensis_NV2t024079001.1 NV2t024079001.1, Nematostella_vectensis_NV2t024079007.1 NV2t024079007.1, Nematostella_vectensis_NV2t024079002.1 NV2t024079002.1, Nematostella_vectensis_NV2t024079005.1 NV2t024079005.1, Nematostella_vectensis_NV2t024079003.1 NV2t024079003.1, Nematostella_vectensis_NV2t024079006.1 NV2t024079006.1
OG0000112	Aurelia_aurita_Seg2117.5 Seg2117.5 transcript_id=Seg2117.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg2117.5_GoldUCD_D3Y31, Aurelia_aurita_Seg8226.2 Seg8226.2 transcript_id=Seg8226.2_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg8226.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg190.4 Seg190.4 transcript_id=Seg190.4_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg190.4_GoldUCD_D3Y31, Aurelia_aurita_Seg416.5 Seg416.5 transcript_id=Seg416.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg416.5_GoldUCD_D3Y31, Aurelia_aurita_Seg9350.1 Seg9350.1 transcript_id=Seg9350.1_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg9350.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1225.9 Seg1225.9 transcript_id=Seg1225.9_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg1225.9_GoldUCD_D3Y31	Nematostella_vectensis_NV2t018651001.1 NV2t018651001.1, Nematostella_vectensis_NV2t017717001.1 NV2t017717001.1
OG0000116	Aurelia_aurita_Seg2630.2 Seg2630.2 transcript_id=Seg2630.2_GoldUCD_mRNA.D3Y31 product="Tyrosine-protein phosphatase Lar" protein_id=Seg2630.2_GoldUCD_D3Y31, Aurelia_aurita_Seg15.5 Seg15.5 transcript_id=Seg15.5_GoldUCD_mRNA.D3Y31 product="Neural cell adhesion molecule 2" protein_id=Seg15.5_GoldUCD_D3Y31, Aurelia_aurita_Seg8185.1 Seg8185.1 transcript_id=Seg8185.1_GoldUCD_mRNA.D3Y31 product="Protein sax-3" protein_id=Seg8185.1_GoldUCD_D3Y31	Nematostella_vectensis_NV2t021902003.1 NV2t021902003.1, Nematostella_vectensis_NV2t021902008.1 NV2t021902008.1, Nematostella_vectensis_NV2t021902002.1 NV2t021902002.1, Nematostella_vectensis_NV2t021902009.1 NV2t021902009.1, Nematostella_vectensis_NV2t021902006.1 NV2t021902006.1, Nematostella_vectensis_NV2t021902001.1 NV2t021902001.1, Nematostella_vectensis_NV2t021902010.1 NV2t021902010.1, Nematostella_vectensis_NV2t021902005.1 NV2t021902005.1, Nematostella_vectensis_NV2t021902007.1 NV2t021902007.1, Nematostella_vectensis_NV2t021902004.1 NV2t021902004.1, Nematostella_vectensis_NV2t021924001.1 NV2t021924001.1
OG0000119	Aurelia_aurita_Seg1452.3 Seg1452.3 transcript_id=Seg1452.3_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 40" protein_id=Seg1452.3_GoldUCD_D3Y31	Nematostella_vectensis_NV2t000890002.1 NV2t000890002.1, Nematostella_vectensis_NV2t000890001.1 NV2t000890001.1
OG0000120	Aurelia_aurita_Seg1734.12 Seg1734.12 transcript_id=Seg1734.12_GoldUCD_mRNA.D3Y31 product=Syndecan protein_id=Seg1734.12_GoldUCD_D3Y31	Nematostella_vectensis_NV2t006659001.1 NV2t006659001.1
OG0000121	Aurelia_aurita_Seg3635.4 Seg3635.4 transcript_id=Seg3635.4_GoldUCD_mRNA.D3Y31 product="Signal peptide CUB and EGF-like domain-containing protein 1" protein_id=Seg3635.4_GoldUCD_D3Y31	Nematostella_vectensis_NV2t005949001.1 NV2t005949001.1
OG0000121	Aurelia_aurita_Seg2074.1 Seg2074.1 transcript_id=Seg2074.1_GoldUCD_mRNA.D3Y31 product="Coagulation factor VIII" protein_id=Seg2074.1_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t022155001.1 NV2t022155001.1, Nematostella_vectensis_NV2t022155002.1 NV2t022155002.1
OG0000126	Aurelia_aurita_Seg1695.2 Seg1695.2 transcript_id=Seg1695.2_GoldUCD_mRNA.D3Y31 product=Vitellogenin protein_id=Seg1695.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg4031.1 Seg4031.1 transcript_id=Seg4031.1_GoldUCD_mRNA.D3Y31 product="Ceramide glucosyltransferase" protein_id=Seg4031.1_GoldUCD_D3Y31	Nematostella_vectensis_NV2t000074001.1 NV2t000074001.1, Nematostella_vectensis_NV2t001922003.1 NV2t001922003.1, Nematostella_vectensis_NV2t001922004.1 NV2t001922004.1, Nematostella_vectensis_NV2t001922001.1 NV2t001922001.1, Nematostella_vectensis_NV2t001922005.1 NV2t001922005.1
OG0000133	Aurelia_aurita_Seg1842.5 Seg1842.5 transcript_id=Seg1842.5_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 9" protein_id=Seg1842.5_GoldUCD_D3Y31	Nematostella_vectensis_NV2t005944001.1 NV2t005944001.1
OG0000134	Aurelia_aurita_Seg453.13 Seg453.13 transcript_id=Seg453.13_GoldUCD_mRNA.D3Y31 product=Midasin protein_id=Seg453.13_GoldUCD_D3Y31	Nematostella_vectensis_NV2t019051002.1 NV2t019051002.1, Nematostella_vectensis_NV2t019051001.1 NV2t019051001.1, Nematostella_vectensis_NV2t008904001.1 NV2t008904001.1
OG0000137	Aurelia_aurita_Seg3581.1 Seg3581.1 transcript_id=Seg3581.1_GoldUCD_mRNA.D3Y31 product="Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1" protein_id=Seg3581.1_GoldUCD_D3Y31	Nematostella_vectensis_NV2t023160001.1 NV2t023160001.1, Nematostella_vectensis_NV2t018957001.1 NV2t018957001.1, Nematostella_vectensis_NV2t007774001.1 NV2t007774001.1
OG0000138	Aurelia_aurita_Seg378.26 Seg378.26 transcript_id=Seg378.26_GoldUCD_mRNA.D3Y31 product=Usherin protein_id=Seg378.26_GoldUCD_D3Y31	Nematostella_vectensis_NV2t025698001.1 NV2t025698001.1
OG0000142	Aurelia_aurita_Seg1087.5 Seg1087.5 transcript_id=Seg1087.5_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 15" protein_id=Seg1087.5_GoldUCD_D3Y31	Nematostella_vectensis_NV2t020131001.1 NV2t020131001.1, Nematostella_vectensis_NV2t017941001.1 NV2t017941001.1, Nematostella_vectensis_NV2t022026001.1 NV2t022026001.1, Nematostella_vectensis_NV2t007502001.1 NV2t007502001.1, Nematostella_vectensis_NV2t015921001.1 NV2t015921001.1, Nematostella_vectensis_NV2t002571001.1 NV2t002571001.1, Nematostella_vectensis_NV2t021788001.1 NV2t021788001.1
OG0000142	Aurelia_aurita_Seg1996.10 Seg1996.10 transcript_id=Seg1996.10_GoldUCD_mRNA.D3Y31 product="Insulin-like growth factor-binding protein complex acid labile subunit" protein_id=Seg1996.10_GoldUCD_D3Y31, Aurelia_aurita_Seg2256.5 Seg2256.5 transcript_id=Seg2256.5_GoldUCD_mRNA.D3Y31 product="Slit 3 protein" protein_id=Seg2256.5_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg426.1 Seg426.1 transcript_id=Seg426.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 15" protein_id=Seg426.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1571.5 Seg1571.5 transcript_id=Seg1571.5_GoldUCD_mRNA.D3Y31 product="Insulin-like growth factor-binding protein complex acid labile subunit" protein_id=Seg1571.5_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg7492.2 Seg7492.2 transcript_id=Seg7492.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing G-protein coupled receptor 4" protein_id=Seg7492.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg12012.1 Seg12012.1 transcript_id=Seg12012.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 15" protein_id=Seg12012.1_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t002562001.1 NV2t002562001.1
OG0000146	Aurelia_aurita_Seg2266.3 Seg2266.3 transcript_id=Seg2266.3_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein SHOC-2" protein_id=Seg2266.3_GoldUCD_D3Y31	Nematostella_vectensis_NV2t018788002.1 NV2t018788002.1
OG0000155	Aurelia_aurita_Seg3419.1 Seg3419.1 transcript_id=Seg3419.1_GoldUCD_mRNA.D3Y31 product=Ectin protein_id=Seg3419.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1728.8 Seg1728.8 transcript_id=Seg1728.8_GoldUCD_mRNA.D3Y31 product=Ectin protein_id=Seg1728.8_GoldUCD_D3Y31	Nematostella_vectensis_NV2t017827003.1 NV2t017827003.1, Nematostella_vectensis_NV2t017827002.1 NV2t017827002.1, Nematostella_vectensis_NV2t017827001.1 NV2t017827001.1, Nematostella_vectensis_NV2t017517001.1 NV2t017517001.1
OG0000157	Aurelia_aurita_Seg1660.6 Seg1660.6 transcript_id=Seg1660.6_GoldUCD_mRNA.D3Y31 product="FRAS1-related extracellular matrix protein 1" protein_id=Seg1660.6_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t019212001.1 NV2t019212001.1
OG0000159	Aurelia_aurita_Seg1354.12 Seg1354.12 transcript_id=Seg1354.12_GoldUCD_mRNA.D3Y31 product="Fibronectin type 3 and ankyrin repeat domains protein 1" protein_id=Seg1354.12_GoldUCD_D3Y31	Nematostella_vectensis_NV2t018043001.1 NV2t018043001.1, Nematostella_vectensis_NV2t014678001.1 NV2t014678001.1
OG0000160	Aurelia_aurita_Seg1152.2 Seg1152.2 transcript_id=Seg1152.2_GoldUCD_mRNA.D3Y31 product="72 kDa type IV collagenase" protein_id=Seg1152.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t016585002.1 NV2t016585002.1, Nematostella_vectensis_NV2t016585001.1 NV2t016585001.1
OG0000161	Aurelia_aurita_Seg3915.1 Seg3915.1 transcript_id=Seg3915.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg3915.1_GoldUCD_D3Y31	Nematostella_vectensis_NV2t009101001.1 NV2t009101001.1, Nematostella_vectensis_NV2t024169002.1 NV2t024169002.1, Nematostella_vectensis_NV2t024169001.1 NV2t024169001.1
