Orthogroup	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Hydrozoa_Clytia_hemispherica
OG0000045	Aurelia_aurita_Seg1120.6 Seg1120.6 transcript_id=Seg1120.6_GoldUCD_mRNA.D3Y31 product="Laminin subunit alpha-5" protein_id=Seg1120.6_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00064868-protein TCONS_00064868-protein, Clytia_hemispherica_TCONS_00064836-protein TCONS_00064836-protein, Clytia_hemispherica_TCONS_00043175-protein TCONS_00043175-protein
OG0000046	Aurelia_aurita_Seg7233.1 Seg7233.1 transcript_id=Seg7233.1_GoldUCD_mRNA.D3Y31 product=Intelectin-1 protein_id=Seg7233.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1095.12 Seg1095.12 transcript_id=Seg1095.12_GoldUCD_mRNA.D3Y31 product=Ryncolin-1 protein_id=Seg1095.12_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00050883-protein TCONS_00050883-protein, Clytia_hemispherica_TCONS_00065761-protein TCONS_00065761-protein, Clytia_hemispherica_TCONS_00072914-protein TCONS_00072914-protein, Clytia_hemispherica_TCONS_00003192-protein TCONS_00003192-protein, Clytia_hemispherica_TCONS_00000570-protein TCONS_00000570-protein, Clytia_hemispherica_TCONS_00043112-protein TCONS_00043112-protein, Clytia_hemispherica_TCONS_00043709-protein TCONS_00043709-protein
OG0000051	Aurelia_aurita_Seg1227.4 Seg1227.4 transcript_id=Seg1227.4_GoldUCD_mRNA.D3Y31 product="VWFA and cache domain-containing protein 1" protein_id=Seg1227.4_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00024466-protein TCONS_00024466-protein, Clytia_hemispherica_TCONS_00037794-protein TCONS_00037794-protein
OG0000053	Aurelia_aurita_Seg752.5 Seg752.5 transcript_id=Seg752.5_GoldUCD_mRNA.D3Y31 product="Malignant fibrous histiocytoma-amplified sequence 1-like" protein_id=Seg752.5_GoldUCD_D3Y31, Aurelia_aurita_Seg6940.1 Seg6940.1 transcript_id=Seg6940.1_GoldUCD_mRNA.D3Y31 product="Malignant fibrous histiocytoma-amplified sequence 1" protein_id=Seg6940.1_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00069010-protein TCONS_00069010-protein
OG0000054	Aurelia_aurita_Seg2059.2 Seg2059.2 transcript_id=Seg2059.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 1" protein_id=Seg2059.2_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00036167-protein TCONS_00036167-protein
OG0000056	Aurelia_aurita_Seg4832.2 Seg4832.2 transcript_id=Seg4832.2_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase TRIM9" protein_id=Seg4832.2_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00054179-protein TCONS_00054179-protein
OG0000061	Aurelia_aurita_Seg4277.4 Seg4277.4 transcript_id=Seg4277.4_GoldUCD_mRNA.D3Y31 product=Copine-1 protein_id=Seg4277.4_GoldUCD_D3Y31, Aurelia_aurita_Seg4633.1 Seg4633.1 transcript_id=Seg4633.1_GoldUCD_mRNA.D3Y31 product=Copine-3 protein_id=Seg4633.1_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00050243-protein TCONS_00050243-protein
OG0000061	Aurelia_aurita_Seg1254.9 Seg1254.9 transcript_id=Seg1254.9_GoldUCD_mRNA.D3Y31 product=Copine-8 protein_id=Seg1254.9_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00002099-protein TCONS_00002099-protein
OG0000061	Aurelia_aurita_Seg2080.8 Seg2080.8 transcript_id=Seg2080.8_GoldUCD_mRNA.D3Y31 product=Copine-8 protein_id=Seg2080.8_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00005277-protein TCONS_00005277-protein, Clytia_hemispherica_TCONS_00040450-protein TCONS_00040450-protein, Clytia_hemispherica_TCONS_00005276-protein TCONS_00005276-protein
OG0000062	Aurelia_aurita_Seg2254.1 Seg2254.1 transcript_id=Seg2254.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg2254.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2054.2 Seg2054.2 transcript_id=Seg2054.2_GoldUCD_mRNA.D3Y31 product="Neurogenic locus Notch protein" protein_id=Seg2054.2_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00052771-protein TCONS_00052771-protein, Clytia_hemispherica_TCONS_00023638-protein TCONS_00023638-protein
OG0000062	Aurelia_aurita_Seg2932.1 Seg2932.1 transcript_id=Seg2932.1_GoldUCD_mRNA.D3Y31 product="Protein jagged-1b" protein_id=Seg2932.1_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00007562-protein TCONS_00007562-protein
OG0000063	Aurelia_aurita_Seg2042.4 Seg2042.4 transcript_id=Seg2042.4_GoldUCD_mRNA.D3Y31 product="Sonic hedgehog protein" protein_id=Seg2042.4_GoldUCD_D3Y31, Aurelia_aurita_Seg1275.1 Seg1275.1 transcript_id=Seg1275.1_GoldUCD_mRNA.D3Y31 product="Desert hedgehog protein" protein_id=Seg1275.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1854.1 Seg1854.1 transcript_id=Seg1854.1_GoldUCD_mRNA.D3Y31 product="Tiggy-winkle hedgehog protein" protein_id=Seg1854.1_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00002634-protein TCONS_00002634-protein, Clytia_hemispherica_TCONS_00002631-protein TCONS_00002631-protein
OG0000064	Aurelia_aurita_Seg1569.4 Seg1569.4 transcript_id=Seg1569.4_GoldUCD_mRNA.D3Y31 product=Fibrillin-2 protein_id=Seg1569.4_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00067933-protein TCONS_00067933-protein
OG0000065	Aurelia_aurita_Seg2474.2 Seg2474.2 transcript_id=Seg2474.2_GoldUCD_mRNA.D3Y31 product=Glypican-6 protein_id=Seg2474.2_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00048919-protein TCONS_00048919-protein, Clytia_hemispherica_TCONS_00063389-protein TCONS_00063389-protein
OG0000067	Aurelia_aurita_Seg628.5 Seg628.5 transcript_id=Seg628.5_GoldUCD_mRNA.D3Y31 product=Intelectin-1 protein_id=Seg628.5_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00015037-protein TCONS_00015037-protein, Clytia_hemispherica_TCONS_00030414-protein TCONS_00030414-protein, Clytia_hemispherica_TCONS_00016035-protein TCONS_00016035-protein, Clytia_hemispherica_TCONS_00016037-protein TCONS_00016037-protein
OG0000075	Aurelia_aurita_Seg738.3 Seg738.3 transcript_id=Seg738.3_GoldUCD_mRNA.D3Y31 product="Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1" protein_id=Seg738.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2224.1 Seg2224.1 transcript_id=Seg2224.1_GoldUCD_mRNA.D3Y31 product=Fucolectin-1 protein_id=Seg2224.1_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00060857-protein TCONS_00060857-protein, Clytia_hemispherica_TCONS_00047983-protein TCONS_00047983-protein
OG0000075	Aurelia_aurita_Seg2682.1 Seg2682.1 transcript_id=Seg2682.1_GoldUCD_mRNA.D3Y31 product=Hemicentin-1 protein_id=Seg2682.1_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00047980-protein TCONS_00047980-protein
OG0000080	Aurelia_aurita_Seg2071.2 Seg2071.2 transcript_id=Seg2071.2_GoldUCD_mRNA.D3Y31 product="Metalloproteinase inhibitor 4" protein_id=Seg2071.2_GoldUCD_D3Y31, Aurelia_aurita_Seg533.4 Seg533.4 transcript_id=Seg533.4_GoldUCD_mRNA.D3Y31 product="Metalloproteinase inhibitor 3" protein_id=Seg533.4_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00051832-protein TCONS_00051832-protein, Clytia_hemispherica_TCONS_00001940-protein TCONS_00001940-protein
OG0000082	Aurelia_aurita_Seg118.4 Seg118.4 transcript_id=Seg118.4_GoldUCD_mRNA.D3Y31 product="C-type mannose receptor 2" protein_id=Seg118.4_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00001201-protein TCONS_00001201-protein
OG0000084	Aurelia_aurita_Seg2035.2 Seg2035.2 transcript_id=Seg2035.2_GoldUCD_mRNA.D3Y31 product="Signaling mucin HKR1" protein_id=Seg2035.2_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00057688-protein TCONS_00057688-protein, Clytia_hemispherica_TCONS_00006263-protein TCONS_00006263-protein
OG0000089	Aurelia_aurita_Seg675.35 Seg675.35 transcript_id=Seg675.35_GoldUCD_mRNA.D3Y31 product="Chordin-like protein 1" protein_id=Seg675.35_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00004749-protein TCONS_00004749-protein
OG0000092	Aurelia_aurita_Seg2470.2 Seg2470.2 transcript_id=Seg2470.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2470.2_GoldUCD_D3Y31, Aurelia_aurita_Seg2470.3 Seg2470.3 transcript_id=Seg2470.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2470.3_GoldUCD_D3Y31, Aurelia_aurita_Seg1092.3 Seg1092.3 transcript_id=Seg1092.3_GoldUCD_mRNA.D3Y31 product=Cubilin-like protein_id=Seg1092.3_GoldUCD_D3Y31, Aurelia_aurita_Seg2808.2 Seg2808.2 transcript_id=Seg2808.2_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg2808.2_GoldUCD_D3Y31, Aurelia_aurita_Seg13.10 Seg13.10 transcript_id=Seg13.10_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg13.10_GoldUCD_D3Y31, Aurelia_aurita_Seg2673.5 Seg2673.5 transcript_id=Seg2673.5_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg2673.5_GoldUCD_D3Y31, Aurelia_aurita_Seg1173.4 Seg1173.4 transcript_id=Seg1173.4_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg1173.4_GoldUCD_D3Y31, Aurelia_aurita_Seg1173.5 Seg1173.5 transcript_id=Seg1173.5_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg1173.5_GoldUCD_D3Y31, Aurelia_aurita_Seg2926.2 Seg2926.2 transcript_id=Seg2926.2_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg2926.2_GoldUCD_D3Y31, Aurelia_aurita_Seg2774.4 Seg2774.4 transcript_id=Seg2774.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2774.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg661.1 Seg661.1 transcript_id=Seg661.1_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg661.1_GoldUCD_D3Y31, Aurelia_aurita_Seg4418.1 Seg4418.1 transcript_id=Seg4418.1_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg4418.1_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00005924-protein TCONS_00005924-protein, Clytia_hemispherica_TCONS_00049219-protein TCONS_00049219-protein, Clytia_hemispherica_TCONS_00049717-protein TCONS_00049717-protein, Clytia_hemispherica_TCONS_00049220-protein TCONS_00049220-protein, Clytia_hemispherica_TCONS_00018219-protein TCONS_00018219-protein, Clytia_hemispherica_TCONS_00018216-protein TCONS_00018216-protein, Clytia_hemispherica_TCONS_00018213-protein TCONS_00018213-protein, Clytia_hemispherica_TCONS_00055549-protein TCONS_00055549-protein
OG0000092	Aurelia_aurita_Seg381.9 Seg381.9 transcript_id=Seg381.9_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg381.9_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00018221-protein TCONS_00018221-protein, Clytia_hemispherica_TCONS_00006966-protein TCONS_00006966-protein, Clytia_hemispherica_TCONS_00006964-protein TCONS_00006964-protein, Clytia_hemispherica_TCONS_00006967-protein TCONS_00006967-protein, Clytia_hemispherica_TCONS_00054784-protein TCONS_00054784-protein, Clytia_hemispherica_TCONS_00007479-protein TCONS_00007479-protein
OG0000099	Aurelia_aurita_Seg1440.2 Seg1440.2 transcript_id=Seg1440.2_GoldUCD_mRNA.D3Y31 product=Tyrosinase protein_id=Seg1440.2_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00015994-protein TCONS_00015994-protein, Clytia_hemispherica_TCONS_00016000-protein TCONS_00016000-protein, Clytia_hemispherica_TCONS_00015967-protein TCONS_00015967-protein
OG0000100	Aurelia_aurita_Seg2082.5 Seg2082.5 transcript_id=Seg2082.5_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1" protein_id=Seg2082.5_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00062230-protein TCONS_00062230-protein
OG0000100	Aurelia_aurita_Seg2082.2 Seg2082.2 transcript_id=Seg2082.2_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1" protein_id=Seg2082.2_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00024080-protein TCONS_00024080-protein
OG0000101	Aurelia_aurita_Seg2436.3 Seg2436.3 transcript_id=Seg2436.3_GoldUCD_mRNA.D3Y31 product=Hemicentin-2 protein_id=Seg2436.3_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00021549-protein TCONS_00021549-protein
OG0000103	Aurelia_aurita_Seg2032.4 Seg2032.4 transcript_id=Seg2032.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 49" protein_id=Seg2032.4_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00012064-protein TCONS_00012064-protein
OG0000112	Aurelia_aurita_Seg416.5 Seg416.5 transcript_id=Seg416.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg416.5_GoldUCD_D3Y31, Aurelia_aurita_Seg9350.1 Seg9350.1 transcript_id=Seg9350.1_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg9350.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1225.9 Seg1225.9 transcript_id=Seg1225.9_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg1225.9_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00062070-protein TCONS_00062070-protein
OG0000114	Aurelia_aurita_Seg1430.6 Seg1430.6 transcript_id=Seg1430.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1430.6_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00018194-protein TCONS_00018194-protein
OG0000116	Aurelia_aurita_Seg2630.2 Seg2630.2 transcript_id=Seg2630.2_GoldUCD_mRNA.D3Y31 product="Tyrosine-protein phosphatase Lar" protein_id=Seg2630.2_GoldUCD_D3Y31, Aurelia_aurita_Seg15.5 Seg15.5 transcript_id=Seg15.5_GoldUCD_mRNA.D3Y31 product="Neural cell adhesion molecule 2" protein_id=Seg15.5_GoldUCD_D3Y31, Aurelia_aurita_Seg8185.1 Seg8185.1 transcript_id=Seg8185.1_GoldUCD_mRNA.D3Y31 product="Protein sax-3" protein_id=Seg8185.1_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00053845-protein TCONS_00053845-protein
OG0000120	Aurelia_aurita_Seg1734.12 Seg1734.12 transcript_id=Seg1734.12_GoldUCD_mRNA.D3Y31 product=Syndecan protein_id=Seg1734.12_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00010938-protein TCONS_00010938-protein
OG0000121	Aurelia_aurita_Seg3635.4 Seg3635.4 transcript_id=Seg3635.4_GoldUCD_mRNA.D3Y31 product="Signal peptide CUB and EGF-like domain-containing protein 1" protein_id=Seg3635.4_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00000040-protein TCONS_00000040-protein
OG0000121	Aurelia_aurita_Seg2074.1 Seg2074.1 transcript_id=Seg2074.1_GoldUCD_mRNA.D3Y31 product="Coagulation factor VIII" protein_id=Seg2074.1_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00020121-protein TCONS_00020121-protein
OG0000123	Aurelia_aurita_Seg4383.1 Seg4383.1 transcript_id=Seg4383.1_GoldUCD_mRNA.D3Y31 product=Fibulin-1 protein_id=Seg4383.1_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00069578-protein TCONS_00069578-protein
OG0000126	Aurelia_aurita_Seg1695.2 Seg1695.2 transcript_id=Seg1695.2_GoldUCD_mRNA.D3Y31 product=Vitellogenin protein_id=Seg1695.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg4031.1 Seg4031.1 transcript_id=Seg4031.1_GoldUCD_mRNA.D3Y31 product="Ceramide glucosyltransferase" protein_id=Seg4031.1_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00014329-protein TCONS_00014329-protein, Clytia_hemispherica_TCONS_00069894-protein TCONS_00069894-protein
OG0000128	Aurelia_aurita_Seg8247.1 Seg8247.1 transcript_id=Seg8247.1_GoldUCD_mRNA.D3Y31 product="putative protein sll0103" protein_id=Seg8247.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1757.5 Seg1757.5 transcript_id=Seg1757.5_GoldUCD_mRNA.D3Y31 product="putative protein sll0103" protein_id=Seg1757.5_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00031500-protein TCONS_00031500-protein, Clytia_hemispherica_TCONS_00019986-protein TCONS_00019986-protein
OG0000129	Aurelia_aurita_Seg2632.1 Seg2632.1 transcript_id=Seg2632.1_GoldUCD_mRNA.D3Y31 product=Apolipophorins protein_id=Seg2632.1_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00055545-protein TCONS_00055545-protein
OG0000133	Aurelia_aurita_Seg1842.5 Seg1842.5 transcript_id=Seg1842.5_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 9" protein_id=Seg1842.5_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00000171-protein TCONS_00000171-protein
OG0000134	Aurelia_aurita_Seg453.13 Seg453.13 transcript_id=Seg453.13_GoldUCD_mRNA.D3Y31 product=Midasin protein_id=Seg453.13_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00070544-protein TCONS_00070544-protein, Clytia_hemispherica_TCONS_00009201-protein TCONS_00009201-protein
OG0000146	Aurelia_aurita_Seg2266.3 Seg2266.3 transcript_id=Seg2266.3_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein SHOC-2" protein_id=Seg2266.3_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00017109-protein TCONS_00017109-protein
OG0000155	Aurelia_aurita_Seg3419.1 Seg3419.1 transcript_id=Seg3419.1_GoldUCD_mRNA.D3Y31 product=Ectin protein_id=Seg3419.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1728.8 Seg1728.8 transcript_id=Seg1728.8_GoldUCD_mRNA.D3Y31 product=Ectin protein_id=Seg1728.8_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00008215-protein TCONS_00008215-protein
OG0000160	Aurelia_aurita_Seg1152.2 Seg1152.2 transcript_id=Seg1152.2_GoldUCD_mRNA.D3Y31 product="72 kDa type IV collagenase" protein_id=Seg1152.2_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00024235-protein TCONS_00024235-protein
OG0000171	Aurelia_aurita_Seg1937.6 Seg1937.6 transcript_id=Seg1937.6_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg1937.6_GoldUCD_D3Y31, Aurelia_aurita_Seg5238.1 Seg5238.1 transcript_id=Seg5238.1_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg5238.1_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00013906-protein TCONS_00013906-protein
OG0000173	Aurelia_aurita_Seg4331.1 Seg4331.1 transcript_id=Seg4331.1_GoldUCD_mRNA.D3Y31 product="Down syndrome cell adhesion molecule-like protein 1-like" protein_id=Seg4331.1_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00037871-protein TCONS_00037871-protein
OG0000176	Aurelia_aurita_Seg1613.8 Seg1613.8 transcript_id=Seg1613.8_GoldUCD_mRNA.D3Y31 product="Ankyrin repeat and fibronectin type-III domain-containing protein 1" protein_id=Seg1613.8_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00050730-protein TCONS_00050730-protein
OG0000177	Aurelia_aurita_Seg2025.6 Seg2025.6 transcript_id=Seg2025.6_GoldUCD_mRNA.D3Y31 product="Acidic mammalian chitinase" protein_id=Seg2025.6_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00003500-protein TCONS_00003500-protein
OG0000178	Aurelia_aurita_Seg5686.2 Seg5686.2 transcript_id=Seg5686.2_GoldUCD_mRNA.D3Y31 product="Kyphoscoliosis peptidase" protein_id=Seg5686.2_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00050084-protein TCONS_00050084-protein
OG0000182	Aurelia_aurita_Seg3076.2 Seg3076.2 transcript_id=Seg3076.2_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 3A" protein_id=Seg3076.2_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00059231-protein TCONS_00059231-protein
OG0000183	Aurelia_aurita_Seg1773.5 Seg1773.5 transcript_id=Seg1773.5_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase nas-7" protein_id=Seg1773.5_GoldUCD_D3Y31, Aurelia_aurita_Seg1427.1 Seg1427.1 transcript_id=Seg1427.1_GoldUCD_mRNA.D3Y31 product="Mucin-like protein" protein_id=Seg1427.1_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00070802-protein TCONS_00070802-protein, Clytia_hemispherica_TCONS_00014443-protein TCONS_00014443-protein, Clytia_hemispherica_TCONS_00073484-protein TCONS_00073484-protein
OG0000183	Aurelia_aurita_Seg1910.6 Seg1910.6 transcript_id=Seg1910.6_GoldUCD_mRNA.D3Y31 product=SE-cephalotoxin protein_id=Seg1910.6_GoldUCD_D3Y31, Aurelia_aurita_Seg4309.2 Seg4309.2 transcript_id=Seg4309.2_GoldUCD_mRNA.D3Y31 product="Complement component C9" protein_id=Seg4309.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1708.7 Seg1708.7 transcript_id=Seg1708.7_GoldUCD_mRNA.D3Y31 product="Low-density lipoprotein receptor-related protein 2" protein_id=Seg1708.7_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1116.5 Seg1116.5 transcript_id=Seg1116.5_GoldUCD_mRNA.D3Y31 product="Complement component C9" protein_id=Seg1116.5_GoldUCD_D3Y31, Aurelia_aurita_Seg4309.1 Seg4309.1 transcript_id=Seg4309.1_GoldUCD_mRNA.D3Y31 product="Complement component C9" protein_id=Seg4309.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1916.8 Seg1916.8 transcript_id=Seg1916.8_GoldUCD_mRNA.D3Y31 product=SE-cephalotoxin protein_id=Seg1916.8_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00003100-protein TCONS_00003100-protein, Clytia_hemispherica_TCONS_00032399-protein TCONS_00032399-protein, Clytia_hemispherica_TCONS_00027079-protein TCONS_00027079-protein
OG0000187	Aurelia_aurita_Seg3528.1 Seg3528.1 transcript_id=Seg3528.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 69" protein_id=Seg3528.1_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00003206-protein TCONS_00003206-protein
OG0000188	Aurelia_aurita_Seg2869.1 Seg2869.1 transcript_id=Seg2869.1_GoldUCD_mRNA.D3Y31 product="Collagen alpha-6 chain" protein_id=Seg2869.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg6483.1 Seg6483.1 transcript_id=Seg6483.1_GoldUCD_mRNA.D3Y31 product="Collagen alpha-4 chain" protein_id=Seg6483.1_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00060278-protein TCONS_00060278-protein
OG0000192	Aurelia_aurita_Seg1524.6 Seg1524.6 transcript_id=Seg1524.6_GoldUCD_mRNA.D3Y31 product="Protein flightless-1-like" protein_id=Seg1524.6_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00014937-protein TCONS_00014937-protein
OG0000194	Aurelia_aurita_Seg152.4 Seg152.4 transcript_id=Seg152.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 57" protein_id=Seg152.4_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00071632-protein TCONS_00071632-protein, Clytia_hemispherica_TCONS_00030436-protein TCONS_00030436-protein
OG0000197	Aurelia_aurita_Seg768.11 Seg768.11 transcript_id=Seg768.11_GoldUCD_mRNA.D3Y31 product="Kremen protein 1" protein_id=Seg768.11_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00051925-protein TCONS_00051925-protein
OG0000199	Aurelia_aurita_Seg1662.4 Seg1662.4 transcript_id=Seg1662.4_GoldUCD_mRNA.D3Y31 product="26S proteasome non-ATPase regulatory subunit 4" protein_id=Seg1662.4_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00047808-protein TCONS_00047808-protein
OG0000201	Aurelia_aurita_Seg1701.4 Seg1701.4 transcript_id=Seg1701.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeats and immunoglobulin-like domains protein 3" protein_id=Seg1701.4_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00051608-protein TCONS_00051608-protein
OG0000203	Aurelia_aurita_Seg3014.4 Seg3014.4 transcript_id=Seg3014.4_GoldUCD_mRNA.D3Y31 product="Delta and Notch-like epidermal growth factor-related receptor" protein_id=Seg3014.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2049.5 Seg2049.5 transcript_id=Seg2049.5_GoldUCD_mRNA.D3Y31 product="Delta and Notch-like epidermal growth factor-related receptor" protein_id=Seg2049.5_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00002252-protein TCONS_00002252-protein
OG0000204	Aurelia_aurita_Seg2327.2 Seg2327.2 transcript_id=Seg2327.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 59" protein_id=Seg2327.2_GoldUCD_D3Y31, Aurelia_aurita_Seg573.1 Seg573.1 transcript_id=Seg573.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 59" protein_id=Seg573.1_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00063679-protein TCONS_00063679-protein
OG0000210	Aurelia_aurita_Seg1703.3 Seg1703.3 transcript_id=Seg1703.3_GoldUCD_mRNA.D3Y31 product="X-ray radiation resistance-associated protein 1" protein_id=Seg1703.3_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00052810-protein TCONS_00052810-protein
OG0000211	Aurelia_aurita_Seg2763.1 Seg2763.1 transcript_id=Seg2763.1_GoldUCD_mRNA.D3Y31 product=Centriolin protein_id=Seg2763.1_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00064022-protein TCONS_00064022-protein
OG0000213	Aurelia_aurita_Seg819.1_Seg819.2 Seg819.1_Seg819.2 transcript_id=Seg819.1_Seg819.2_GoldUCD_mRNA.D3Y31 product="Neurogenic locus Notch protein" protein_id=Seg819.1_Seg819.2_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00007329-protein TCONS_00007329-protein
