Orthogroup	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Anthozoa_Acropora_digitifera
OG0000092	Aurelia_aurita_Seg2470.2 Seg2470.2 transcript_id=Seg2470.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2470.2_GoldUCD_D3Y31, Aurelia_aurita_Seg2470.3 Seg2470.3 transcript_id=Seg2470.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2470.3_GoldUCD_D3Y31, Aurelia_aurita_Seg1092.3 Seg1092.3 transcript_id=Seg1092.3_GoldUCD_mRNA.D3Y31 product=Cubilin-like protein_id=Seg1092.3_GoldUCD_D3Y31, Aurelia_aurita_Seg2808.2 Seg2808.2 transcript_id=Seg2808.2_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg2808.2_GoldUCD_D3Y31, Aurelia_aurita_Seg13.10 Seg13.10 transcript_id=Seg13.10_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg13.10_GoldUCD_D3Y31, Aurelia_aurita_Seg2673.5 Seg2673.5 transcript_id=Seg2673.5_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg2673.5_GoldUCD_D3Y31, Aurelia_aurita_Seg1173.4 Seg1173.4 transcript_id=Seg1173.4_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg1173.4_GoldUCD_D3Y31, Aurelia_aurita_Seg1173.5 Seg1173.5 transcript_id=Seg1173.5_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg1173.5_GoldUCD_D3Y31, Aurelia_aurita_Seg2926.2 Seg2926.2 transcript_id=Seg2926.2_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg2926.2_GoldUCD_D3Y31, Aurelia_aurita_Seg2774.4 Seg2774.4 transcript_id=Seg2774.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2774.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg661.1 Seg661.1 transcript_id=Seg661.1_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg661.1_GoldUCD_D3Y31, Aurelia_aurita_Seg4418.1 Seg4418.1 transcript_id=Seg4418.1_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg4418.1_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.06183 adi_v1.06183
OG0000092	Aurelia_aurita_Seg12321.1 Seg12321.1 transcript_id=Seg12321.1_GoldUCD_mRNA.D3Y31 product="Discoidin CUB and LCCL domain-containing protein 2" protein_id=Seg12321.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1656.11 Seg1656.11 transcript_id=Seg1656.11_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg1656.11_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg381.9 Seg381.9 transcript_id=Seg381.9_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg381.9_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.12295 adi_v1.12295, Acropora_digitifera_adi_v1.12296 adi_v1.12296, Acropora_digitifera_adi_v1.12926 adi_v1.12926
OG0000095	Aurelia_aurita_Seg458.1 Seg458.1 transcript_id=Seg458.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg458.1_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.07740 adi_v1.07740
OG0000099	Aurelia_aurita_Seg1440.2 Seg1440.2 transcript_id=Seg1440.2_GoldUCD_mRNA.D3Y31 product=Tyrosinase protein_id=Seg1440.2_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.10436 adi_v1.10436, Acropora_digitifera_adi_v1.10437 adi_v1.10437
OG0000100	Aurelia_aurita_Seg2082.2 Seg2082.2 transcript_id=Seg2082.2_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1" protein_id=Seg2082.2_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.11599 adi_v1.11599
OG0000101	Aurelia_aurita_Seg2436.3 Seg2436.3 transcript_id=Seg2436.3_GoldUCD_mRNA.D3Y31 product=Hemicentin-2 protein_id=Seg2436.3_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.04659 adi_v1.04659
OG0000102	Aurelia_aurita_Seg2029.3 Seg2029.3 transcript_id=Seg2029.3_GoldUCD_mRNA.D3Y31 product=Fibulin-2 protein_id=Seg2029.3_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.12081 adi_v1.12081
OG0000103	Aurelia_aurita_Seg2032.4 Seg2032.4 transcript_id=Seg2032.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 49" protein_id=Seg2032.4_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.12265 adi_v1.12265
OG0000112	Aurelia_aurita_Seg2117.5 Seg2117.5 transcript_id=Seg2117.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg2117.5_GoldUCD_D3Y31, Aurelia_aurita_Seg8226.2 Seg8226.2 transcript_id=Seg8226.2_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg8226.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg190.4 Seg190.4 transcript_id=Seg190.4_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg190.4_GoldUCD_D3Y31, Aurelia_aurita_Seg416.5 Seg416.5 transcript_id=Seg416.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg416.5_GoldUCD_D3Y31, Aurelia_aurita_Seg9350.1 Seg9350.1 transcript_id=Seg9350.1_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg9350.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1225.9 Seg1225.9 transcript_id=Seg1225.9_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg1225.9_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.23845 adi_v1.23845, Acropora_digitifera_adi_v1.09025 adi_v1.09025
OG0000113	Aurelia_aurita_Seg888.6 Seg888.6 transcript_id=Seg888.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg888.6_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.13247 adi_v1.13247
OG0000113	Aurelia_aurita_Seg888.7 Seg888.7 transcript_id=Seg888.7_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg888.7_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg8511.1 Seg8511.1 transcript_id=Seg8511.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg8511.1_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.21238 adi_v1.21238
OG0000116	Aurelia_aurita_Seg2630.2 Seg2630.2 transcript_id=Seg2630.2_GoldUCD_mRNA.D3Y31 product="Tyrosine-protein phosphatase Lar" protein_id=Seg2630.2_GoldUCD_D3Y31, Aurelia_aurita_Seg15.5 Seg15.5 transcript_id=Seg15.5_GoldUCD_mRNA.D3Y31 product="Neural cell adhesion molecule 2" protein_id=Seg15.5_GoldUCD_D3Y31, Aurelia_aurita_Seg8185.1 Seg8185.1 transcript_id=Seg8185.1_GoldUCD_mRNA.D3Y31 product="Protein sax-3" protein_id=Seg8185.1_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.04201 adi_v1.04201, Acropora_digitifera_adi_v1.00669 adi_v1.00669, Acropora_digitifera_adi_v1.04200 adi_v1.04200, Acropora_digitifera_adi_v1.00670 adi_v1.00670, Acropora_digitifera_adi_v1.22020 adi_v1.22020
OG0000119	Aurelia_aurita_Seg1452.3 Seg1452.3 transcript_id=Seg1452.3_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 40" protein_id=Seg1452.3_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.12204 adi_v1.12204
OG0000120	Aurelia_aurita_Seg1734.12 Seg1734.12 transcript_id=Seg1734.12_GoldUCD_mRNA.D3Y31 product=Syndecan protein_id=Seg1734.12_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.22301 adi_v1.22301
OG0000121	Aurelia_aurita_Seg3635.4 Seg3635.4 transcript_id=Seg3635.4_GoldUCD_mRNA.D3Y31 product="Signal peptide CUB and EGF-like domain-containing protein 1" protein_id=Seg3635.4_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.07477 adi_v1.07477, Acropora_digitifera_adi_v1.03736 adi_v1.03736
OG0000122	Aurelia_aurita_Seg4060.1 Seg4060.1 transcript_id=Seg4060.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg4060.1_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.02556 adi_v1.02556
OG0000124	Aurelia_aurita_Seg444.3 Seg444.3 transcript_id=Seg444.3_GoldUCD_mRNA.D3Y31 product="Protein kinase C-binding protein NELL2" protein_id=Seg444.3_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.03448 adi_v1.03448, Acropora_digitifera_adi_v1.00672 adi_v1.00672, Acropora_digitifera_adi_v1.24475 adi_v1.24475, Acropora_digitifera_adi_v1.16873 adi_v1.16873, Acropora_digitifera_adi_v1.13619 adi_v1.13619, Acropora_digitifera_adi_v1.19273 adi_v1.19273, Acropora_digitifera_adi_v1.22834 adi_v1.22834, Acropora_digitifera_adi_v1.11636 adi_v1.11636, Acropora_digitifera_adi_v1.13618 adi_v1.13618, Acropora_digitifera_adi_v1.08096 adi_v1.08096, Acropora_digitifera_adi_v1.00367 adi_v1.00367, Acropora_digitifera_adi_v1.12781 adi_v1.12781, Acropora_digitifera_adi_v1.05033 adi_v1.05033, Acropora_digitifera_adi_v1.17670 adi_v1.17670, Acropora_digitifera_adi_v1.24357 adi_v1.24357, Acropora_digitifera_adi_v1.22835 adi_v1.22835, Acropora_digitifera_adi_v1.24222 adi_v1.24222, Acropora_digitifera_adi_v1.12734 adi_v1.12734, Acropora_digitifera_adi_v1.24625 adi_v1.24625, Acropora_digitifera_adi_v1.21319 adi_v1.21319, Acropora_digitifera_adi_v1.14476 adi_v1.14476, Acropora_digitifera_adi_v1.16395 adi_v1.16395, Acropora_digitifera_adi_v1.08280 adi_v1.08280
OG0000133	Aurelia_aurita_Seg1842.5 Seg1842.5 transcript_id=Seg1842.5_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 9" protein_id=Seg1842.5_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.13517 adi_v1.13517
OG0000137	Aurelia_aurita_Seg3581.1 Seg3581.1 transcript_id=Seg3581.1_GoldUCD_mRNA.D3Y31 product="Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1" protein_id=Seg3581.1_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.18668 adi_v1.18668
OG0000138	Aurelia_aurita_Seg378.26 Seg378.26 transcript_id=Seg378.26_GoldUCD_mRNA.D3Y31 product=Usherin protein_id=Seg378.26_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.12878 adi_v1.12878
OG0000159	Aurelia_aurita_Seg1354.12 Seg1354.12 transcript_id=Seg1354.12_GoldUCD_mRNA.D3Y31 product="Fibronectin type 3 and ankyrin repeat domains protein 1" protein_id=Seg1354.12_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.03630 adi_v1.03630, Acropora_digitifera_adi_v1.12814 adi_v1.12814, Acropora_digitifera_adi_v1.04349 adi_v1.04349
OG0000161	Aurelia_aurita_Seg3915.1 Seg3915.1 transcript_id=Seg3915.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg3915.1_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.07873 adi_v1.07873, Acropora_digitifera_adi_v1.14769 adi_v1.14769, Acropora_digitifera_adi_v1.11909 adi_v1.11909, Acropora_digitifera_adi_v1.02892 adi_v1.02892, Acropora_digitifera_adi_v1.24618 adi_v1.24618, Acropora_digitifera_adi_v1.19999 adi_v1.19999, Acropora_digitifera_adi_v1.01816 adi_v1.01816, Acropora_digitifera_adi_v1.17526 adi_v1.17526, Acropora_digitifera_adi_v1.19764 adi_v1.19764, Acropora_digitifera_adi_v1.10621 adi_v1.10621, Acropora_digitifera_adi_v1.13470 adi_v1.13470, Acropora_digitifera_adi_v1.19104 adi_v1.19104, Acropora_digitifera_adi_v1.11699 adi_v1.11699, Acropora_digitifera_adi_v1.11698 adi_v1.11698, Acropora_digitifera_adi_v1.01815 adi_v1.01815, Acropora_digitifera_adi_v1.21286 adi_v1.21286, Acropora_digitifera_adi_v1.04421 adi_v1.04421, Acropora_digitifera_adi_v1.24737 adi_v1.24737, Acropora_digitifera_adi_v1.07781 adi_v1.07781, Acropora_digitifera_adi_v1.07782 adi_v1.07782, Acropora_digitifera_adi_v1.16073 adi_v1.16073, Acropora_digitifera_adi_v1.13879 adi_v1.13879, Acropora_digitifera_adi_v1.03274 adi_v1.03274, Acropora_digitifera_adi_v1.12082 adi_v1.12082
OG0000165	Aurelia_aurita_Seg1081.15 Seg1081.15 transcript_id=Seg1081.15_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 58" protein_id=Seg1081.15_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.19692 adi_v1.19692
OG0000167	Aurelia_aurita_Seg841.16 Seg841.16 transcript_id=Seg841.16_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg841.16_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2949.2 Seg2949.2 transcript_id=Seg2949.2_GoldUCD_mRNA.D3Y31 product="Immunoglobulin superfamily member 22" protein_id=Seg2949.2_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.12020 adi_v1.12020
OG0000171	Aurelia_aurita_Seg1937.6 Seg1937.6 transcript_id=Seg1937.6_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg1937.6_GoldUCD_D3Y31, Aurelia_aurita_Seg5238.1 Seg5238.1 transcript_id=Seg5238.1_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg5238.1_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.01870 adi_v1.01870
OG0000176	Aurelia_aurita_Seg1613.8 Seg1613.8 transcript_id=Seg1613.8_GoldUCD_mRNA.D3Y31 product="Ankyrin repeat and fibronectin type-III domain-containing protein 1" protein_id=Seg1613.8_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.05518 adi_v1.05518
OG0000188	Aurelia_aurita_Seg2869.1 Seg2869.1 transcript_id=Seg2869.1_GoldUCD_mRNA.D3Y31 product="Collagen alpha-6 chain" protein_id=Seg2869.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg6483.1 Seg6483.1 transcript_id=Seg6483.1_GoldUCD_mRNA.D3Y31 product="Collagen alpha-4 chain" protein_id=Seg6483.1_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.11206 adi_v1.11206, Acropora_digitifera_adi_v1.09473 adi_v1.09473, Acropora_digitifera_adi_v1.16003 adi_v1.16003, Acropora_digitifera_adi_v1.19717 adi_v1.19717, Acropora_digitifera_adi_v1.11466 adi_v1.11466, Acropora_digitifera_adi_v1.20726 adi_v1.20726
OG0000194	Aurelia_aurita_Seg152.4 Seg152.4 transcript_id=Seg152.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 57" protein_id=Seg152.4_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.00469 adi_v1.00469
OG0000197	Aurelia_aurita_Seg768.11 Seg768.11 transcript_id=Seg768.11_GoldUCD_mRNA.D3Y31 product="Kremen protein 1" protein_id=Seg768.11_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.04732 adi_v1.04732, Acropora_digitifera_adi_v1.16918 adi_v1.16918
OG0000201	Aurelia_aurita_Seg1701.4 Seg1701.4 transcript_id=Seg1701.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeats and immunoglobulin-like domains protein 3" protein_id=Seg1701.4_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.11496 adi_v1.11496
OG0000203	Aurelia_aurita_Seg6049.1 Seg6049.1 transcript_id=Seg6049.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 pseudo=true protein_id=Seg6049.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3014.4 Seg3014.4 transcript_id=Seg3014.4_GoldUCD_mRNA.D3Y31 product="Delta and Notch-like epidermal growth factor-related receptor" protein_id=Seg3014.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2049.5 Seg2049.5 transcript_id=Seg2049.5_GoldUCD_mRNA.D3Y31 product="Delta and Notch-like epidermal growth factor-related receptor" protein_id=Seg2049.5_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.04333 adi_v1.04333
OG0000204	Aurelia_aurita_Seg2327.2 Seg2327.2 transcript_id=Seg2327.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 59" protein_id=Seg2327.2_GoldUCD_D3Y31, Aurelia_aurita_Seg573.1 Seg573.1 transcript_id=Seg573.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 59" protein_id=Seg573.1_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.12294 adi_v1.12294
OG0000210	Aurelia_aurita_Seg1703.3 Seg1703.3 transcript_id=Seg1703.3_GoldUCD_mRNA.D3Y31 product="X-ray radiation resistance-associated protein 1" protein_id=Seg1703.3_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.01691 adi_v1.01691
OG0000211	Aurelia_aurita_Seg2763.1 Seg2763.1 transcript_id=Seg2763.1_GoldUCD_mRNA.D3Y31 product=Centriolin protein_id=Seg2763.1_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.01976 adi_v1.01976
OG0000213	Aurelia_aurita_Seg819.1_Seg819.2 Seg819.1_Seg819.2 transcript_id=Seg819.1_Seg819.2_GoldUCD_mRNA.D3Y31 product="Neurogenic locus Notch protein" protein_id=Seg819.1_Seg819.2_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.16428 adi_v1.16428
OG0000220	Aurelia_aurita_Seg3068.2 Seg3068.2 transcript_id=Seg3068.2_GoldUCD_mRNA.D3Y31 product="Protocadherin Fat 4" protein_id=Seg3068.2_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.22708 adi_v1.22708
OG0000226	Aurelia_aurita_Seg11118.1 Seg11118.1 transcript_id=Seg11118.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg11118.1_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.24079 adi_v1.24079
OG0000229	Aurelia_aurita_Seg1551.1 Seg1551.1 transcript_id=Seg1551.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein 1" protein_id=Seg1551.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1436.5 Seg1436.5 transcript_id=Seg1436.5_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein 1" protein_id=Seg1436.5_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.02366 adi_v1.02366
OG0000230	Aurelia_aurita_Seg6222.2 Seg6222.2 transcript_id=Seg6222.2_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase RGLG5" protein_id=Seg6222.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1817.14 Seg1817.14 transcript_id=Seg1817.14_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase RGLG5" protein_id=Seg1817.14_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.19552 adi_v1.19552
OG0000231	Aurelia_aurita_Seg3047.4 Seg3047.4 transcript_id=Seg3047.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3047.4_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.01923 adi_v1.01923
OG0000235	Aurelia_aurita_Seg684.8 Seg684.8 transcript_id=Seg684.8_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg684.8_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.14371 adi_v1.14371, Acropora_digitifera_adi_v1.18016 adi_v1.18016
OG0000244	Aurelia_aurita_Seg3730.3 Seg3730.3 transcript_id=Seg3730.3_GoldUCD_mRNA.D3Y31 product=Fibrillin-2 protein_id=Seg3730.3_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.15161 adi_v1.15161, Acropora_digitifera_adi_v1.22132 adi_v1.22132, Acropora_digitifera_adi_v1.21011 adi_v1.21011, Acropora_digitifera_adi_v1.16214 adi_v1.16214
OG0000262	Aurelia_aurita_Seg1164.4 Seg1164.4 transcript_id=Seg1164.4_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg1164.4_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.05811 adi_v1.05811
OG0000263	Aurelia_aurita_Seg4697.5 Seg4697.5 transcript_id=Seg4697.5_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg4697.5_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.16241 adi_v1.16241
OG0000265	Aurelia_aurita_Seg2819.1 Seg2819.1 transcript_id=Seg2819.1_GoldUCD_mRNA.D3Y31 product="Protein turtle A" protein_id=Seg2819.1_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.10611 adi_v1.10611
OG0000267	Aurelia_aurita_Seg3915.2 Seg3915.2 transcript_id=Seg3915.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeats and immunoglobulin-like domains protein 3" protein_id=Seg3915.2_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.17264 adi_v1.17264
OG0000272	Aurelia_aurita_Seg2513.2 Seg2513.2 transcript_id=Seg2513.2_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg2513.2_GoldUCD_D3Y31, Aurelia_aurita_Seg636.5 Seg636.5 transcript_id=Seg636.5_GoldUCD_mRNA.D3Y31 product="Myb-related protein A" protein_id=Seg636.5_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.06359 adi_v1.06359
OG0000278	Aurelia_aurita_Seg213.2 Seg213.2 transcript_id=Seg213.2_GoldUCD_mRNA.D3Y31 product="Anthrax toxin receptor 1" protein_id=Seg213.2_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.22204 adi_v1.22204, Acropora_digitifera_adi_v1.13778 adi_v1.13778
OG0000282	Aurelia_aurita_Seg557.11 Seg557.11 transcript_id=Seg557.11_GoldUCD_mRNA.D3Y31 product="Plant intracellular Ras-group-related LRR protein 7" protein_id=Seg557.11_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.06060 adi_v1.06060, Acropora_digitifera_adi_v1.20668 adi_v1.20668
OG0000285	Aurelia_aurita_Seg1284.13 Seg1284.13 transcript_id=Seg1284.13_GoldUCD_mRNA.D3Y31 product="Coagulation factor V" protein_id=Seg1284.13_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.05812 adi_v1.05812
OG0000286	Aurelia_aurita_Seg887.5 Seg887.5 transcript_id=Seg887.5_GoldUCD_mRNA.D3Y31 product="Multiple epidermal growth factor-like domains protein 10" protein_id=Seg887.5_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.11445 adi_v1.11445
OG0000320	Aurelia_aurita_Seg1080.6 Seg1080.6 transcript_id=Seg1080.6_GoldUCD_mRNA.D3Y31 product="Cuticle collagen dpy-7" protein_id=Seg1080.6_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.16246 adi_v1.16246, Acropora_digitifera_adi_v1.01382 adi_v1.01382
OG0000330	Aurelia_aurita_Seg287.9 Seg287.9 transcript_id=Seg287.9_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg287.9_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.12128 adi_v1.12128
OG0000331	Aurelia_aurita_Seg1764.4 Seg1764.4 transcript_id=Seg1764.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1764.4_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.23613 adi_v1.23613
OG0000398	Aurelia_aurita_Seg1685.7 Seg1685.7 transcript_id=Seg1685.7_GoldUCD_mRNA.D3Y31 product="Kielin_chordin-like protein" protein_id=Seg1685.7_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.12872 adi_v1.12872, Acropora_digitifera_adi_v1.00722 adi_v1.00722
OG0000399	Aurelia_aurita_Seg5643.1 Seg5643.1 transcript_id=Seg5643.1_GoldUCD_mRNA.D3Y31 product="Discoidin domain-containing receptor 2" protein_id=Seg5643.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1159.5 Seg1159.5 transcript_id=Seg1159.5_GoldUCD_mRNA.D3Y31 product="Discoidin domain-containing receptor 2" protein_id=Seg1159.5_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.23383 adi_v1.23383
OG0000418	Aurelia_aurita_Seg4272.3 Seg4272.3 transcript_id=Seg4272.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg4272.3_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.12068 adi_v1.12068
OG0000435	Aurelia_aurita_Seg1704.11 Seg1704.11 transcript_id=Seg1704.11_GoldUCD_mRNA.D3Y31 product=Otolin-1 protein_id=Seg1704.11_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.04478 adi_v1.04478, Acropora_digitifera_adi_v1.13890 adi_v1.13890
OG0000448	Aurelia_aurita_Seg852.3 Seg852.3 transcript_id=Seg852.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg852.3_GoldUCD_D3Y31, Aurelia_aurita_Seg5087.2 Seg5087.2 transcript_id=Seg5087.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5087.2_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.10680 adi_v1.10680
OG0000533	Aurelia_aurita_Seg1603.10 Seg1603.10 transcript_id=Seg1603.10_GoldUCD_mRNA.D3Y31 product="Cysteine-rich with EGF-like domain protein 2-A" protein_id=Seg1603.10_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.16707 adi_v1.16707
OG0000594	Aurelia_aurita_Seg5847.1 Seg5847.1 transcript_id=Seg5847.1_GoldUCD_mRNA.D3Y31 product="putative leucine-rich repeat-containing protein" protein_id=Seg5847.1_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.01772 adi_v1.01772, Acropora_digitifera_adi_v1.01771 adi_v1.01771, Acropora_digitifera_adi_v1.01775 adi_v1.01775
OG0000596	Aurelia_aurita_Seg284.3_Seg284.4 Seg284.3_Seg284.4 transcript_id=Seg284.3_Seg284.4_GoldUCD_mRNA.D3Y31 product="putative skeletal organic matrix protein 7" protein_id=Seg284.3_Seg284.4_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.08986 adi_v1.08986
OG0000698	Aurelia_aurita_Seg940.8 Seg940.8 transcript_id=Seg940.8_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg940.8_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.03683 adi_v1.03683
OG0000701	Aurelia_aurita_Seg2965.1 Seg2965.1 transcript_id=Seg2965.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat and IQ domain-containing protein 1" protein_id=Seg2965.1_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.14455 adi_v1.14455, Acropora_digitifera_adi_v1.24626 adi_v1.24626
