Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Hydrozoa_Clytia_hemispherica
OG0000080	Exaiptasia_diaphana_XP_020895558.1 XP_020895558.1 uncharacterized protein LOC110234521 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516230.1 XP_028516230.1 metalloproteinase inhibitor 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905542.1 XP_020905542.1 LOW QUALITY PROTEIN_ metalloproteinase inhibitor 2-like [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00070986-protein TCONS_00070986-protein
OG0000081	Exaiptasia_diaphana_XP_020907281.1 XP_020907281.1 cysteine-rich with EGF-like domain protein 2 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00006563-protein TCONS_00006563-protein
OG0000082	Exaiptasia_diaphana_XP_028516916.1 XP_028516916.1 uncharacterized protein LOC110245945 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902830.1 XP_020902830.1 collagen alpha-1_XII_ chain [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00001201-protein TCONS_00001201-protein
OG0000084	Exaiptasia_diaphana_XP_020899697.1 XP_020899697.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00057688-protein TCONS_00057688-protein
OG0000087	Exaiptasia_diaphana_XP_020915847.1 XP_020915847.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915850.1 XP_020915850.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915848.1 XP_020915848.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X2 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00024126-protein TCONS_00024126-protein
OG0000089	Exaiptasia_diaphana_XP_020895235.1 XP_020895235.1 kielin_chordin-like protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895236.1 XP_020895236.1 kielin_chordin-like protein isoform X2 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00004749-protein TCONS_00004749-protein
OG0000092	Exaiptasia_diaphana_XP_020911182.1 XP_020911182.1 bone morphogenetic protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514402.1 XP_028514402.1 cubilin [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00018221-protein TCONS_00018221-protein, Clytia_hemispherica_TCONS_00006966-protein TCONS_00006966-protein, Clytia_hemispherica_TCONS_00006964-protein TCONS_00006964-protein, Clytia_hemispherica_TCONS_00006967-protein TCONS_00006967-protein, Clytia_hemispherica_TCONS_00054784-protein TCONS_00054784-protein, Clytia_hemispherica_TCONS_00007479-protein TCONS_00007479-protein
OG0000094	Exaiptasia_diaphana_XP_020908799.1 XP_020908799.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908800.1 XP_020908800.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X2 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00019291-protein TCONS_00019291-protein
OG0000099	Exaiptasia_diaphana_XP_028518232.1 XP_028518232.1 collagen alpha-5_VI_ chain-like [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00015995-protein TCONS_00015995-protein
OG0000099	Exaiptasia_diaphana_XP_028516022.1 XP_028516022.1 tyrosinase-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895825.1 XP_020895825.1 tyrosinase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895111.1 XP_020895111.1 tyrosinase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512674.1 XP_028512674.1 uncharacterized protein LOC114574392 isoform X2 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00015994-protein TCONS_00015994-protein, Clytia_hemispherica_TCONS_00016000-protein TCONS_00016000-protein, Clytia_hemispherica_TCONS_00015967-protein TCONS_00015967-protein
OG0000099	Exaiptasia_diaphana_XP_028519715.1 XP_028519715.1 uncharacterized protein LOC110254756 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917451.1 XP_020917451.1 uncharacterized protein LOC110254756 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898769.2 XP_020898769.2 uncharacterized protein LOC110237512 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00064088-protein TCONS_00064088-protein, Clytia_hemispherica_TCONS_00065037-protein TCONS_00065037-protein
OG0000100	Exaiptasia_diaphana_XP_020912069.1 XP_020912069.1 collagen alpha-2_IX_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912067.1 XP_020912067.1 collagen alpha-2_IX_ chain isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912066.1 XP_020912066.1 collagen alpha-2_IX_ chain isoform X1 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00062227-protein TCONS_00062227-protein
OG0000100	Exaiptasia_diaphana_XP_020912058.1 XP_020912058.1 collectin-46 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912057.1 XP_020912057.1 collectin-46 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00062230-protein TCONS_00062230-protein
OG0000100	Exaiptasia_diaphana_XP_028514114.1 XP_028514114.1 hyphally regulated cell wall protein 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897767.1 XP_020897767.1 hyphally regulated cell wall protein 3 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00024080-protein TCONS_00024080-protein
OG0000101	Exaiptasia_diaphana_XP_028516956.1 XP_028516956.1 nephrin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908119.2 XP_020908119.2 nephrin isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908120.2 XP_020908120.2 nephrin isoform X3 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00021549-protein TCONS_00021549-protein
OG0000103	Exaiptasia_diaphana_XP_028519276.1 XP_028519276.1 leucine-rich repeat-containing protein 49 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519277.1 XP_028519277.1 leucine-rich repeat-containing protein 49 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915977.1 XP_020915977.1 leucine-rich repeat-containing protein 49 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915978.1 XP_020915978.1 leucine-rich repeat-containing protein 49 isoform X2 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00012064-protein TCONS_00012064-protein
OG0000108	Exaiptasia_diaphana_XP_028513261.1 XP_028513261.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110233659 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911275.1 XP_020911275.1 collagen alpha-1_XII_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908335.1 XP_020908335.1 uncharacterized protein LOC110246342 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911352.1 XP_020911352.1 collagen alpha-4_VI_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891973.1 XP_020891973.1 collagen alpha-1_XXII_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891974.1 XP_020891974.1 collagen alpha-1_XXII_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896795.1 XP_020896795.1 uncharacterized protein LOC110235661 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902724.1 XP_020902724.1 integrin alpha-X [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00000465-protein TCONS_00000465-protein
OG0000111	Exaiptasia_diaphana_XP_020907468.1 XP_020907468.1 mucin-17 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899377.1 XP_020899377.1 activating transcription factor 7-interacting protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516794.1 XP_028516794.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516793.1 XP_028516793.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516795.1 XP_028516795.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00064231-protein TCONS_00064231-protein
OG0000112	Exaiptasia_diaphana_XP_020913908.2 XP_020913908.2 heparanase_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908291.2 XP_020908291.2 heparanase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899290.2 XP_020899290.2 uncharacterized protein LOC110238002 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00062070-protein TCONS_00062070-protein
OG0000113	Exaiptasia_diaphana_XP_020908660.2 XP_020908660.2 fibronectin type-III domain-containing protein 3A-like [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00049955-protein TCONS_00049955-protein
OG0000116	Exaiptasia_diaphana_XP_020911328.1 XP_020911328.1 neural cell adhesion molecule 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913503.1 XP_020913503.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913502.1 XP_020913502.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913479.1 XP_020913479.1 peroxidasin homolog [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913478.1 XP_020913478.1 peroxidasin homolog [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00053845-protein TCONS_00053845-protein
OG0000120	Exaiptasia_diaphana_XP_020893567.1 XP_020893567.1 syndecan-2 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00010938-protein TCONS_00010938-protein
OG0000121	Exaiptasia_diaphana_XP_020911667.1 XP_020911667.1 uncharacterized protein LOC110249437 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00000040-protein TCONS_00000040-protein
OG0000121	Exaiptasia_diaphana_XP_020907978.1 XP_020907978.1 uncharacterized protein LOC110246029 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907979.1 XP_020907979.1 uncharacterized protein LOC110246029 isoform X2 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00020121-protein TCONS_00020121-protein
OG0000122	Exaiptasia_diaphana_XP_020917471.1 XP_020917471.1 uncharacterized protein LOC110254769 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891990.1 XP_020891990.1 epididymal sperm-binding protein 1-like_ partial [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00013994-protein TCONS_00013994-protein
OG0000123	Exaiptasia_diaphana_XP_020910222.1 XP_020910222.1 fibulin-1 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00053461-protein TCONS_00053461-protein, Clytia_hemispherica_TCONS_00053464-protein TCONS_00053464-protein
OG0000126	Exaiptasia_diaphana_XP_028518372.1 XP_028518372.1 uncharacterized protein LOC114576268_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514775.1 XP_028514775.1 uncharacterized protein LOC110238759 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514435.1 XP_028514435.1 uncharacterized protein LOC110237419 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00014329-protein TCONS_00014329-protein, Clytia_hemispherica_TCONS_00069894-protein TCONS_00069894-protein
OG0000130	Exaiptasia_diaphana_XP_028513114.1 XP_028513114.1 uncharacterized protein LOC110233120 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903899.2 XP_020903899.2 dromaiocalcin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905295.1 XP_020905295.1 lithostathine-1-beta-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516138.1 XP_028516138.1 lithostathine-1-beta-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514213.1 XP_028514213.1 uncharacterized protein LOC110236839 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514354.1 XP_028514354.1 secretory phospholipase A2 receptor [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514196.1 XP_028514196.1 uncharacterized protein LOC114574811 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898036.1 XP_020898036.1 uncharacterized protein LOC110236822 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898042.1 XP_020898042.1 uncharacterized protein LOC110236822 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894013.1 XP_020894013.1 lithostathine-1-beta isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894016.1 XP_020894016.1 lithostathine-1-alpha isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894009.1 XP_020894009.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110233093 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00055222-protein TCONS_00055222-protein
OG0000131	Exaiptasia_diaphana_XP_020913963.1 XP_020913963.1 ephrin type-B receptor 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913962.1 XP_020913962.1 ephrin type-B receptor 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513971.1 XP_028513971.1 ephrin type-A receptor 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897156.1 XP_020897156.1 ephrin type-A receptor 7 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00002425-protein TCONS_00002425-protein, Clytia_hemispherica_TCONS_00002495-protein TCONS_00002495-protein
OG0000133	Exaiptasia_diaphana_XP_020911647.1 XP_020911647.1 leucine-rich repeat-containing protein 9 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00000171-protein TCONS_00000171-protein
OG0000134	Exaiptasia_diaphana_XP_028519000.1 XP_028519000.1 uncharacterized protein LOC110252463 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914922.1 XP_020914922.1 uncharacterized protein LOC110252439 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00009201-protein TCONS_00009201-protein
OG0000146	Exaiptasia_diaphana_XP_028512736.1 XP_028512736.1 uncharacterized protein LOC110231904 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00017109-protein TCONS_00017109-protein
OG0000150	Exaiptasia_diaphana_XP_020917617.1 XP_020917617.1 pappalysin-1 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00003726-protein TCONS_00003726-protein
OG0000152	Exaiptasia_diaphana_XP_020904233.1 XP_020904233.1 leucine-rich repeat protein soc-2 homolog isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904234.1 XP_020904234.1 leucine-rich repeat protein soc-2 homolog isoform X2 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00060223-protein TCONS_00060223-protein
OG0000155	Exaiptasia_diaphana_XP_020902143.1 XP_020902143.1 uncharacterized protein LOC110240675 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902145.1 XP_020902145.1 uncharacterized protein LOC110240675 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899896.1 XP_020899896.1 uncharacterized protein LOC110238559 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899894.1 XP_020899894.1 uncharacterized protein LOC110238559 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899893.1 XP_020899893.1 uncharacterized protein LOC110238559 isoform X1 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00008215-protein TCONS_00008215-protein
OG0000156	Exaiptasia_diaphana_XP_028513245.1 XP_028513245.1 microfibrillar-associated protein 1 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00025665-protein TCONS_00025665-protein
OG0000158	Exaiptasia_diaphana_XP_020914797.1 XP_020914797.1 somatomedin-B and thrombospondin type-1 domain-containing protein [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00065605-protein TCONS_00065605-protein
OG0000171	Exaiptasia_diaphana_XP_020911895.1 XP_020911895.1 peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00013906-protein TCONS_00013906-protein
OG0000176	Exaiptasia_diaphana_XP_020901377.1 XP_020901377.1 ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901378.1 XP_020901378.1 ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X2 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00050730-protein TCONS_00050730-protein
OG0000177	Exaiptasia_diaphana_XP_020898461.1 XP_020898461.1 protein phosphatase 1 regulatory subunit 7 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00003500-protein TCONS_00003500-protein
OG0000178	Exaiptasia_diaphana_XP_020912299.1 XP_020912299.1 uncharacterized protein LOC110250046 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911124.1 XP_020911124.1 uncharacterized protein LOC110248903 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904969.1 XP_020904969.1 uncharacterized protein LOC110243231 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00050084-protein TCONS_00050084-protein
OG0000182	Exaiptasia_diaphana_XP_020900370.1 XP_020900370.1 von Willebrand factor A domain-containing protein 3A [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00059231-protein TCONS_00059231-protein
OG0000187	Exaiptasia_diaphana_XP_020906478.1 XP_020906478.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894430.1 XP_020894430.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00003206-protein TCONS_00003206-protein
OG0000188	Exaiptasia_diaphana_XP_020903357.2 XP_020903357.2 uncharacterized protein LOC110241796_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517561.1 XP_028517561.1 uncharacterized protein LOC110247801 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00060278-protein TCONS_00060278-protein, Clytia_hemispherica_TCONS_00060280-protein TCONS_00060280-protein
OG0000192	Exaiptasia_diaphana_XP_020895920.1 XP_020895920.1 protein flightless-1 homolog [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00014937-protein TCONS_00014937-protein
OG0000193	Exaiptasia_diaphana_XP_020902775.1 XP_020902775.1 CCR4-NOT transcription complex subunit 6-like [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00053692-protein TCONS_00053692-protein
OG0000194	Exaiptasia_diaphana_XP_020902507.1 XP_020902507.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00071632-protein TCONS_00071632-protein, Clytia_hemispherica_TCONS_00030436-protein TCONS_00030436-protein
OG0000195	Exaiptasia_diaphana_XP_020893065.1 XP_020893065.1 ras suppressor protein 1 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00066994-protein TCONS_00066994-protein
OG0000197	Exaiptasia_diaphana_XP_020898892.1 XP_020898892.1 uncharacterized protein LOC110237629 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898891.1 XP_020898891.1 uncharacterized protein LOC110237629 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898894.1 XP_020898894.1 uncharacterized protein LOC110237629 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898893.1 XP_020898893.1 uncharacterized protein LOC110237629 isoform X3 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00051925-protein TCONS_00051925-protein
OG0000199	Exaiptasia_diaphana_XP_020899985.1 XP_020899985.1 26S proteasome non-ATPase regulatory subunit 4 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00047808-protein TCONS_00047808-protein
OG0000200	Exaiptasia_diaphana_XP_020915029.1 XP_020915029.1 von Willebrand factor A domain-containing protein 3B [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00023146-protein TCONS_00023146-protein
OG0000201	Exaiptasia_diaphana_XP_020912264.1 XP_020912264.1 leucine-rich repeats and immunoglobulin-like domains protein 3 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00051608-protein TCONS_00051608-protein
OG0000203	Exaiptasia_diaphana_XP_020908819.1 XP_020908819.1 fibropellin-1 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00002252-protein TCONS_00002252-protein
OG0000209	Exaiptasia_diaphana_XP_020908002.1 XP_020908002.1 integrator complex subunit 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908096.2 XP_020908096.2 integrator complex subunit 6-B [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00065263-protein TCONS_00065263-protein
OG0000210	Exaiptasia_diaphana_XP_020908043.1 XP_020908043.1 X-ray radiation resistance-associated protein 1 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00052810-protein TCONS_00052810-protein
OG0000211	Exaiptasia_diaphana_XP_028519363.1 XP_028519363.1 protein MLP1 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00064022-protein TCONS_00064022-protein
OG0000213	Exaiptasia_diaphana_XP_020899052.1 XP_020899052.1 neurogenic locus notch homolog protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899053.1 XP_020899053.1 neurogenic locus notch homolog protein 1 isoform X2 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00007329-protein TCONS_00007329-protein
OG0000230	Exaiptasia_diaphana_XP_020913258.1 XP_020913258.1 E3 ubiquitin-protein ligase RGLG5 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00034683-protein TCONS_00034683-protein
OG0000231	Exaiptasia_diaphana_XP_020905146.1 XP_020905146.1 fibropellin-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516126.1 XP_028516126.1 fibropellin-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905143.1 XP_020905143.1 fibropellin-1 isoform X1 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00061987-protein TCONS_00061987-protein
OG0000237	Exaiptasia_diaphana_XP_020908032.1 XP_020908032.1 uncharacterized protein LOC110246071 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00028314-protein TCONS_00028314-protein
OG0000245	Exaiptasia_diaphana_XP_028512622.1 XP_028512622.1 uncharacterized protein LOC110231617 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512626.1 XP_028512626.1 uncharacterized protein LOC110231617 isoform X6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512625.1 XP_028512625.1 uncharacterized protein LOC110231617 isoform X5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512621.1 XP_028512621.1 uncharacterized protein LOC110231617 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512623.1 XP_028512623.1 uncharacterized protein LOC110231617 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512624.1 XP_028512624.1 uncharacterized protein LOC110231617 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513431.1 XP_028513431.1 uncharacterized protein LOC114574596 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513432.1 XP_028513432.1 uncharacterized protein LOC114574596 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896653.2 XP_020896653.2 uncharacterized protein LOC110235528 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00062360-protein TCONS_00062360-protein
OG0000248	Exaiptasia_diaphana_XP_020912802.1 XP_020912802.1 anosmin-1 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00073674-protein TCONS_00073674-protein
OG0000253	Exaiptasia_diaphana_XP_020906987.1 XP_020906987.1 general transcription factor IIH subunit 2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516675.1 XP_028516675.1 general transcription factor IIH subunit 2 isoform X2 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00003407-protein TCONS_00003407-protein
OG0000267	Exaiptasia_diaphana_XP_020916226.1 XP_020916226.1 leucine-rich repeats and immunoglobulin-like domains protein 3 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00024032-protein TCONS_00024032-protein
OG0000272	Exaiptasia_diaphana_XP_020893969.1 XP_020893969.1 collagen alpha-1_XXI_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893963.1 XP_020893963.1 collagen alpha chain isoform X1 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00030863-protein TCONS_00030863-protein
OG0000282	Exaiptasia_diaphana_XP_020900682.1 XP_020900682.1 leucine-rich repeat-containing protein 47 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00000534-protein TCONS_00000534-protein
OG0000285	Exaiptasia_diaphana_XP_020902642.1 XP_020902642.1 coadhesin isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902640.1 XP_020902640.1 coadhesin isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902643.1 XP_020902643.1 uncharacterized protein LOC110241138 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902641.1 XP_020902641.1 coadhesin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902644.1 XP_020902644.1 coadhesin isoform X5 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00002465-protein TCONS_00002465-protein
OG0000286	Exaiptasia_diaphana_XP_020912182.1 XP_020912182.1 uncharacterized protein LOC110249945 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00061110-protein TCONS_00061110-protein
OG0000303	Exaiptasia_diaphana_XP_020897089.1 XP_020897089.1 uncharacterized protein LOC110235953 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00065051-protein TCONS_00065051-protein
OG0000309	Exaiptasia_diaphana_XP_020904773.1 XP_020904773.1 leucine-rich repeat-containing protein 1-like [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00026216-protein TCONS_00026216-protein
OG0000314	Exaiptasia_diaphana_XP_028516194.1 XP_028516194.1 protein phosphatase 1 regulatory subunit 7 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00070109-protein TCONS_00070109-protein
OG0000330	Exaiptasia_diaphana_XP_020899658.1 XP_020899658.1 cleavage and polyadenylation specificity factor subunit 6 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00068879-protein TCONS_00068879-protein
OG0000357	Exaiptasia_diaphana_XP_020913007.1 XP_020913007.1 cystatin-like [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00004643-protein TCONS_00004643-protein
OG0000375	Exaiptasia_diaphana_XP_020892055.2 XP_020892055.2 uncharacterized protein LOC110231376 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00013702-protein TCONS_00013702-protein
OG0000439	Exaiptasia_diaphana_XP_028515272.1 XP_028515272.1 notch homolog 2 N-terminal-like protein A isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901877.2 XP_020901877.2 adhesive plaque matrix protein 2 isoform X1 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00009709-protein TCONS_00009709-protein
OG0000440	Exaiptasia_diaphana_XP_028512708.1 XP_028512708.1 collagen alpha-1_I_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892555.1 XP_020892555.1 collagen alpha-1_XI_ chain isoform X1 [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00052236-protein TCONS_00052236-protein
OG0000482	Exaiptasia_diaphana_XP_028516436.1 XP_028516436.1 protein stoned-B [Exaiptasia diaphana]	Clytia_hemispherica_TCONS_00072325-protein TCONS_00072325-protein
