Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Acropora_digitifera
OG0000018	Exaiptasia_diaphana_XP_028518884.1 XP_028518884.1 MAM and LDL-receptor class A domain-containing protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.00628 adi_v1.00628
OG0000018	Exaiptasia_diaphana_XP_020907893.1 XP_020907893.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.19537 adi_v1.19537, Acropora_digitifera_adi_v1.24394 adi_v1.24394, Acropora_digitifera_adi_v1.06439 adi_v1.06439, Acropora_digitifera_adi_v1.08717 adi_v1.08717, Acropora_digitifera_adi_v1.18043 adi_v1.18043, Acropora_digitifera_adi_v1.04186 adi_v1.04186, Acropora_digitifera_adi_v1.02958 adi_v1.02958, Acropora_digitifera_adi_v1.13776 adi_v1.13776, Acropora_digitifera_adi_v1.10056 adi_v1.10056, Acropora_digitifera_adi_v1.13777 adi_v1.13777
OG0000018	Exaiptasia_diaphana_XP_028513911.1 XP_028513911.1 uncharacterized protein LOC110235804_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.11975 adi_v1.11975
OG0000018	Exaiptasia_diaphana_XP_028515710.1 XP_028515710.1 uncharacterized protein LOC110241854 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.18899 adi_v1.18899
OG0000019	Exaiptasia_diaphana_XP_020906144.1 XP_020906144.1 growth_differentiation factor 8 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.06152 adi_v1.06152, Acropora_digitifera_adi_v1.06153 adi_v1.06153
OG0000019	Exaiptasia_diaphana_XP_020895491.1 XP_020895491.1 bone morphogenetic protein 7 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895490.1 XP_020895490.1 bone morphogenetic protein 7 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895489.1 XP_020895489.1 bone morphogenetic protein 7 isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.07696 adi_v1.07696
OG0000019	Exaiptasia_diaphana_XP_020905685.1 XP_020905685.1 bone morphogenetic protein 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905684.1 XP_020905684.1 bone morphogenetic protein 4 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01025 adi_v1.01025
OG0000019	Exaiptasia_diaphana_XP_020895368.1 XP_020895368.1 growth_differentiation factor 5 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.07728 adi_v1.07728
OG0000019	Exaiptasia_diaphana_XP_020893270.1 XP_020893270.1 protein DVR-1 homolog [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.10675 adi_v1.10675, Acropora_digitifera_adi_v1.15796 adi_v1.15796
OG0000020	Exaiptasia_diaphana_XP_020906601.1 XP_020906601.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.07215 adi_v1.07215
OG0000020	Exaiptasia_diaphana_XP_028514447.1 XP_028514447.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.23219 adi_v1.23219
OG0000020	Exaiptasia_diaphana_XP_020895789.2 XP_020895789.2 collagen alpha-2_I_ chain [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.23748 adi_v1.23748, Acropora_digitifera_adi_v1.04537 adi_v1.04537
OG0000020	Exaiptasia_diaphana_XP_020917657.1 XP_020917657.1 collagen alpha-1_II_ chain [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.23610 adi_v1.23610
OG0000020	Exaiptasia_diaphana_XP_020917447.2 XP_020917447.2 collagen alpha chain [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.00434 adi_v1.00434
OG0000020	Exaiptasia_diaphana_XP_028519665.1 XP_028519665.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.10005 adi_v1.10005
OG0000020	Exaiptasia_diaphana_XP_020915823.1 XP_020915823.1 collagen alpha-1_I_ chain isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519061.1 XP_028519061.1 collagen alpha-1_I_ chain isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.09052 adi_v1.09052
OG0000021	Exaiptasia_diaphana_XP_020901946.1 XP_020901946.1 hemicentin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901927.1 XP_020901927.1 low-density lipoprotein receptor-related protein 2-like isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901926.1 XP_020901926.1 low-density lipoprotein receptor-related protein 2-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515277.1 XP_028515277.1 low-density lipoprotein receptor-related protein 2-like isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.16464 adi_v1.16464, Acropora_digitifera_adi_v1.16465 adi_v1.16465
OG0000021	Exaiptasia_diaphana_XP_028516843.1 XP_028516843.1 low-density lipoprotein receptor-related protein 2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.00468 adi_v1.00468
OG0000021	Exaiptasia_diaphana_XP_028513305.1 XP_028513305.1 low-density lipoprotein receptor-related protein 8-like [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.16388 adi_v1.16388
OG0000021	Exaiptasia_diaphana_XP_020901685.1 XP_020901685.1 low-density lipoprotein receptor-related protein 4 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05589 adi_v1.05589, Acropora_digitifera_adi_v1.00314 adi_v1.00314
OG0000022	Exaiptasia_diaphana_XP_028516856.1 XP_028516856.1 uncharacterized protein LOC110245728 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894269.1 XP_020894269.1 annexin A3 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05985 adi_v1.05985, Acropora_digitifera_adi_v1.13743 adi_v1.13743
OG0000022	Exaiptasia_diaphana_XP_020904987.1 XP_020904987.1 annexin A5 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.17095 adi_v1.17095
OG0000022	Exaiptasia_diaphana_XP_020902679.1 XP_020902679.1 annexin A5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902678.1 XP_020902678.1 annexin A5 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.08755 adi_v1.08755
OG0000023	Exaiptasia_diaphana_XP_028514247.1 XP_028514247.1 zinc metalloproteinase-disintegrin-like BjussuMP-1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.19445 adi_v1.19445
OG0000024	Exaiptasia_diaphana_XP_028515408.1 XP_028515408.1 uncharacterized protein LOC110240827 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05363 adi_v1.05363
OG0000024	Exaiptasia_diaphana_XP_020908611.1 XP_020908611.1 WAP_ Kazal_ immunoglobulin_ Kunitz and NTR domain-containing protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517142.1 XP_028517142.1 uncharacterized protein LOC110246567 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05362 adi_v1.05362
OG0000024	Exaiptasia_diaphana_XP_020905521.1 XP_020905521.1 testican-2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.21193 adi_v1.21193
OG0000027	Exaiptasia_diaphana_XP_020899179.1 XP_020899179.1 uncharacterized protein LOC110237898 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.00758 adi_v1.00758
OG0000027	Exaiptasia_diaphana_XP_020892620.1 XP_020892620.1 uncharacterized protein LOC110231893 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.08137 adi_v1.08137, Acropora_digitifera_adi_v1.10760 adi_v1.10760, Acropora_digitifera_adi_v1.24060 adi_v1.24060
OG0000027	Exaiptasia_diaphana_XP_020891913.1 XP_020891913.1 polycystic kidney disease protein 1-like 2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.16446 adi_v1.16446
OG0000028	Exaiptasia_diaphana_XP_028518629.1 XP_028518629.1 collagen alpha-5_IV_ chain [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.22704 adi_v1.22704
OG0000029	Exaiptasia_diaphana_XP_020911021.1 XP_020911021.1 contactin-associated protein-like 5 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05908 adi_v1.05908, Acropora_digitifera_adi_v1.23964 adi_v1.23964
OG0000029	Exaiptasia_diaphana_XP_020911022.1 XP_020911022.1 contactin-associated protein-like 5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519738.1 XP_028519738.1 contactin-associated protein-like 5 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05909 adi_v1.05909, Acropora_digitifera_adi_v1.07579 adi_v1.07579
OG0000029	Exaiptasia_diaphana_XP_028513207.1 XP_028513207.1 contactin-associated protein-like 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894377.1 XP_020894377.1 contactin-associated protein-like 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894378.1 XP_020894378.1 contactin-associated protein-like 4 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.23498 adi_v1.23498
OG0000029	Exaiptasia_diaphana_XP_020893090.1 XP_020893090.1 EGF and laminin G domain-containing protein [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.06123 adi_v1.06123, Acropora_digitifera_adi_v1.06122 adi_v1.06122, Acropora_digitifera_adi_v1.15580 adi_v1.15580, Acropora_digitifera_adi_v1.18528 adi_v1.18528, Acropora_digitifera_adi_v1.24512 adi_v1.24512
OG0000029	Exaiptasia_diaphana_XP_020908663.1 XP_020908663.1 neuronal cell adhesion molecule_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901326.2 XP_020901326.2 uncharacterized protein LOC110239917 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.21194 adi_v1.21194
OG0000029	Exaiptasia_diaphana_XP_020898281.2 XP_020898281.2 contactin-associated protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904668.2 XP_020904668.2 contactin-associated protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901514.1 XP_020901514.1 contactin-associated protein-like 2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892120.1 XP_020892120.1 fibrillin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512646.1 XP_028512646.1 fibrillin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904109.2 XP_020904109.2 contactin-associated protein-like 2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.02560 adi_v1.02560, Acropora_digitifera_adi_v1.06270 adi_v1.06270
OG0000030	Exaiptasia_diaphana_XP_028518433.1 XP_028518433.1 disintegrin and metalloproteinase domain-containing protein 17 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13106 adi_v1.13106
OG0000030	Exaiptasia_diaphana_XP_020898884.1 XP_020898884.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.02168 adi_v1.02168
OG0000030	Exaiptasia_diaphana_XP_028517814.1 XP_028517814.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910720.1 XP_020910720.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.09623 adi_v1.09623
OG0000031	Exaiptasia_diaphana_XP_020904713.1 XP_020904713.1 delta-like protein C [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907965.1 XP_020907965.1 uncharacterized protein LOC110246019 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.18951 adi_v1.18951, Acropora_digitifera_adi_v1.22489 adi_v1.22489, Acropora_digitifera_adi_v1.00735 adi_v1.00735, Acropora_digitifera_adi_v1.22525 adi_v1.22525, Acropora_digitifera_adi_v1.16698 adi_v1.16698, Acropora_digitifera_adi_v1.12619 adi_v1.12619, Acropora_digitifera_adi_v1.16697 adi_v1.16697, Acropora_digitifera_adi_v1.23860 adi_v1.23860, Acropora_digitifera_adi_v1.02734 adi_v1.02734, Acropora_digitifera_adi_v1.03323 adi_v1.03323, Acropora_digitifera_adi_v1.03324 adi_v1.03324
OG0000032	Exaiptasia_diaphana_XP_020916049.1 XP_020916049.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894718.1 XP_020894718.1 uncharacterized protein LOC110233739 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519315.1 XP_028519315.1 short-chain collagen C4-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894719.1 XP_020894719.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913517.1 XP_020913517.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913259.1 XP_020913259.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913293.2 XP_020913293.2 uncharacterized protein LOC110250970 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912364.1 XP_020912364.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913260.1 XP_020913260.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912362.1 XP_020912362.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912360.1 XP_020912360.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913272.1 XP_020913272.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912443.1 XP_020912443.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913304.1 XP_020913304.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912367.2 XP_020912367.2 collagen alpha-5_IV_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518280.1 XP_028518280.1 short-chain collagen C4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912358.1 XP_020912358.1 short-chain collagen C4 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518548.1 XP_028518548.1 collagen alpha-1_IV_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514146.1 XP_028514146.1 short-chain collagen C4-like isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514147.1 XP_028514147.1 short-chain collagen C4-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897699.1 XP_020897699.1 short-chain collagen C4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897702.1 XP_020897702.1 short-chain collagen C4 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12501 adi_v1.12501, Acropora_digitifera_adi_v1.16147 adi_v1.16147, Acropora_digitifera_adi_v1.24590 adi_v1.24590, Acropora_digitifera_adi_v1.12502 adi_v1.12502, Acropora_digitifera_adi_v1.23164 adi_v1.23164, Acropora_digitifera_adi_v1.04304 adi_v1.04304
OG0000033	Exaiptasia_diaphana_XP_020901066.1 XP_020901066.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905080.1 XP_020905080.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909418.1 XP_020909418.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.07578 adi_v1.07578
OG0000033	Exaiptasia_diaphana_XP_028514279.1 XP_028514279.1 collagen triple helix repeat-containing protein 1-like isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514280.1 XP_028514280.1 collagen triple helix repeat-containing protein 1-like isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514278.1 XP_028514278.1 collagen triple helix repeat-containing protein 1-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514281.1 XP_028514281.1 collagen triple helix repeat-containing protein 1-like isoform X5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514283.1 XP_028514283.1 collagen triple helix repeat-containing protein 1-like isoform X7 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514284.1 XP_028514284.1 collagen triple helix repeat-containing protein 1-like isoform X8 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514282.1 XP_028514282.1 collagen triple helix repeat-containing protein 1-like isoform X6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514277.1 XP_028514277.1 collagen triple helix repeat-containing protein 1-like isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514285.1 XP_028514285.1 collagen triple helix repeat-containing protein 1-like isoform X9 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917219.1 XP_020917219.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519657.1 XP_028519657.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916850.1 XP_020916850.1 collagen triple helix repeat-containing protein 1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514288.1 XP_028514288.1 collagen triple helix repeat-containing protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916851.1 XP_020916851.1 collagen triple helix repeat-containing protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917218.1 XP_020917218.1 collagen triple helix repeat-containing protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514276.1 XP_028514276.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898274.1 XP_020898274.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898280.2 XP_020898280.2 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518851.1 XP_028518851.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518852.1 XP_028518852.1 collagen triple helix repeat-containing protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894419.1 XP_020894419.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894421.1 XP_020894421.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894420.1 XP_020894420.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.18539 adi_v1.18539, Acropora_digitifera_adi_v1.16436 adi_v1.16436, Acropora_digitifera_adi_v1.08950 adi_v1.08950, Acropora_digitifera_adi_v1.12445 adi_v1.12445, Acropora_digitifera_adi_v1.06458 adi_v1.06458, Acropora_digitifera_adi_v1.08949 adi_v1.08949, Acropora_digitifera_adi_v1.12446 adi_v1.12446, Acropora_digitifera_adi_v1.12447 adi_v1.12447, Acropora_digitifera_adi_v1.02615 adi_v1.02615, Acropora_digitifera_adi_v1.06456 adi_v1.06456, Acropora_digitifera_adi_v1.18540 adi_v1.18540, Acropora_digitifera_adi_v1.06457 adi_v1.06457, Acropora_digitifera_adi_v1.02616 adi_v1.02616, Acropora_digitifera_adi_v1.08953 adi_v1.08953, Acropora_digitifera_adi_v1.08952 adi_v1.08952, Acropora_digitifera_adi_v1.06455 adi_v1.06455
OG0000034	Exaiptasia_diaphana_XP_020912671.1 XP_020912671.1 attractin-like protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.08610 adi_v1.08610
OG0000034	Exaiptasia_diaphana_XP_028517202.1 XP_028517202.1 multiple epidermal growth factor-like domains protein 8 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13495 adi_v1.13495
OG0000035	Exaiptasia_diaphana_XP_028515554.1 XP_028515554.1 uncharacterized protein LOC110241304 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.00964 adi_v1.00964, Acropora_digitifera_adi_v1.01652 adi_v1.01652
OG0000035	Exaiptasia_diaphana_XP_020906161.1 XP_020906161.1 EGF-like repeat and discoidin I-like domain-containing protein 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515783.1 XP_028515783.1 uncharacterized protein LOC110242107 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.00783 adi_v1.00783
OG0000036	Exaiptasia_diaphana_XP_020892218.1 XP_020892218.1 multiple epidermal growth factor-like domains protein 6 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.11172 adi_v1.11172
OG0000036	Exaiptasia_diaphana_XP_028517635.1 XP_028517635.1 uncharacterized protein LOC110248802 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517640.1 XP_028517640.1 uncharacterized protein LOC110248802 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892203.2 XP_020892203.2 uncharacterized protein LOC110231525 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.11171 adi_v1.11171, Acropora_digitifera_adi_v1.21085 adi_v1.21085
OG0000037	Exaiptasia_diaphana_XP_020907691.1 XP_020907691.1 transforming growth factor-beta-induced protein ig-h3 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12940 adi_v1.12940, Acropora_digitifera_adi_v1.22657 adi_v1.22657
OG0000038	Exaiptasia_diaphana_XP_020906248.1 XP_020906248.1 uncharacterized protein LOC110244383 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.21776 adi_v1.21776, Acropora_digitifera_adi_v1.17595 adi_v1.17595, Acropora_digitifera_adi_v1.01701 adi_v1.01701, Acropora_digitifera_adi_v1.02274 adi_v1.02274, Acropora_digitifera_adi_v1.14625 adi_v1.14625, Acropora_digitifera_adi_v1.01699 adi_v1.01699, Acropora_digitifera_adi_v1.06643 adi_v1.06643
OG0000038	Exaiptasia_diaphana_XP_020908768.1 XP_020908768.1 uncharacterized protein LOC110246748 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.19172 adi_v1.19172
OG0000038	Exaiptasia_diaphana_XP_020907967.1 XP_020907967.1 complement C1q subcomponent subunit A isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907968.1 XP_020907968.1 complement C1q subcomponent subunit C isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.24713 adi_v1.24713
OG0000039	Exaiptasia_diaphana_XP_020916877.1 XP_020916877.1 uncharacterized protein LOC110254246 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517831.1 XP_028517831.1 uncharacterized protein LOC114576037 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.18902 adi_v1.18902, Acropora_digitifera_adi_v1.15125 adi_v1.15125
OG0000039	Exaiptasia_diaphana_XP_020916874.1 XP_020916874.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110254244 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898243.1 XP_020898243.1 uncharacterized protein LOC110237013 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.16330 adi_v1.16330, Acropora_digitifera_adi_v1.15494 adi_v1.15494, Acropora_digitifera_adi_v1.15094 adi_v1.15094
OG0000039	Exaiptasia_diaphana_XP_020892078.1 XP_020892078.1 SCO-spondin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512564.1 XP_028512564.1 SCO-spondin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513284.1 XP_028513284.1 uncharacterized protein LOC110233688 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894661.1 XP_020894661.1 uncharacterized protein LOC110233688 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893949.1 XP_020893949.1 uncharacterized protein LOC110233047 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916603.1 XP_020916603.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910130.1 XP_020910130.1 integumentary mucin A.1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517642.1 XP_028517642.1 integumentary mucin A.1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517643.1 XP_028517643.1 integumentary mucin C.1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517002.1 XP_028517002.1 agglutinin-like protein ARB_02240 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12546 adi_v1.12546
OG0000040	Exaiptasia_diaphana_XP_020892696.1 XP_020892696.1 uncharacterized protein LOC110231953 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05800 adi_v1.05800
OG0000040	Exaiptasia_diaphana_XP_020903908.1 XP_020903908.1 uncharacterized protein LOC110242294 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903909.1 XP_020903909.1 uncharacterized protein LOC110242294 isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.09775 adi_v1.09775
OG0000041	Exaiptasia_diaphana_XP_020905592.1 XP_020905592.1 von Willebrand factor A domain-containing protein 5A [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513909.1 XP_028513909.1 uncharacterized protein LOC110235739 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.03072 adi_v1.03072
OG0000041	Exaiptasia_diaphana_XP_020903341.1 XP_020903341.1 von Willebrand factor A domain-containing protein 5B1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903342.1 XP_020903342.1 von Willebrand factor A domain-containing protein 5B1 isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.21179 adi_v1.21179
OG0000041	Exaiptasia_diaphana_XP_020912183.1 XP_020912183.1 protein mono-ADP-ribosyltransferase PARP4 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912184.1 XP_020912184.1 protein mono-ADP-ribosyltransferase PARP4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912185.1 XP_020912185.1 protein mono-ADP-ribosyltransferase PARP4 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518262.1 XP_028518262.1 protein mono-ADP-ribosyltransferase PARP4 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912186.1 XP_020912186.1 protein mono-ADP-ribosyltransferase PARP4 isoform X5 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12520 adi_v1.12520, Acropora_digitifera_adi_v1.02837 adi_v1.02837
OG0000042	Exaiptasia_diaphana_XP_020913153.1 XP_020913153.1 neurexin-4 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01395 adi_v1.01395
OG0000042	Exaiptasia_diaphana_XP_028515387.1 XP_028515387.1 uncharacterized protein LOC110240742 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902191.1 XP_020902191.1 neurexin-3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902193.1 XP_020902193.1 neurexin-1b [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.15503 adi_v1.15503
OG0000042	Exaiptasia_diaphana_XP_020902210.1 XP_020902210.1 neurexin-3 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.15501 adi_v1.15501
OG0000044	Exaiptasia_diaphana_XP_028519449.1 XP_028519449.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916544.1 XP_020916544.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916593.1 XP_020916593.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.17869 adi_v1.17869, Acropora_digitifera_adi_v1.01279 adi_v1.01279, Acropora_digitifera_adi_v1.01276 adi_v1.01276, Acropora_digitifera_adi_v1.01277 adi_v1.01277
