Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Xenia_spec
OG0000047	Exaiptasia_diaphana_XP_020915822.1 XP_020915822.1 ferric-chelate reductase 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915824.1 XP_020915824.1 ferric-chelate reductase 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915825.1 XP_020915825.1 ferric-chelate reductase 1 isoform X3 [Exaiptasia diaphana]	Xenia_spec_Xe_015330_T1 Xe_015330_T1 Xe_015330, Xenia_spec_Xe_015331_T1 Xe_015331_T1 Xe_015331, Xenia_spec_Xe_015337_T1 Xe_015337_T1 Xe_015337, Xenia_spec_Xe_015332_T1 Xe_015332_T1 Xe_015332, Xenia_spec_Xe_015336_T1 Xe_015336_T1 Xe_015336
OG0000049	Exaiptasia_diaphana_XP_028518799.1 XP_028518799.1 plexin-A1 [Exaiptasia diaphana]	Xenia_spec_Xe_014133_T1 Xe_014133_T1 Xe_014133
OG0000051	Exaiptasia_diaphana_XP_028515912.1 XP_028515912.1 VWFA and cache domain-containing protein 1-like [Exaiptasia diaphana]	Xenia_spec_Xe_016324_T2 Xe_016324_T2 Xe_016324, Xenia_spec_Xe_016324_T1 Xe_016324_T1 Xe_016324
OG0000053	Exaiptasia_diaphana_XP_020910451.1 XP_020910451.1 malignant fibrous histiocytoma-amplified sequence 1 homolog isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910452.1 XP_020910452.1 malignant fibrous histiocytoma-amplified sequence 1 homolog isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896793.2 XP_020896793.2 malignant fibrous histiocytoma-amplified sequence 1 [Exaiptasia diaphana]	Xenia_spec_Xe_017104_T1 Xe_017104_T1 Xe_017104
OG0000054	Exaiptasia_diaphana_XP_020910667.1 XP_020910667.1 erbin [Exaiptasia diaphana]	Xenia_spec_Xe_016386_T1 Xe_016386_T1 Xe_016386
OG0000054	Exaiptasia_diaphana_XP_028513465.1 XP_028513465.1 protein scribble homolog [Exaiptasia diaphana]	Xenia_spec_Xe_002676_T1 Xe_002676_T1 Xe_002676
OG0000058	Exaiptasia_diaphana_XP_020916045.1 XP_020916045.1 cubilin [Exaiptasia diaphana]	Xenia_spec_Xe_018432_T1 Xe_018432_T1 Xe_018432, Xenia_spec_Xe_018431_T1 Xe_018431_T1 Xe_018431, Xenia_spec_Xe_018421_T1 Xe_018421_T1 Xe_018421, Xenia_spec_Xe_018425_T1 Xe_018425_T1 Xe_018425, Xenia_spec_Xe_018257_T1 Xe_018257_T1 Xe_018257, Xenia_spec_Xe_018259_T1 Xe_018259_T1 Xe_018259
OG0000058	Exaiptasia_diaphana_XP_028514138.1 XP_028514138.1 uncharacterized protein LOC110236629 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517068.1 XP_028517068.1 uncharacterized protein LOC114575757 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516447.1 XP_028516447.1 uncharacterized protein LOC110244407 [Exaiptasia diaphana]	Xenia_spec_Xe_008100_T1 Xe_008100_T1 Xe_008100
OG0000059	Exaiptasia_diaphana_XP_020898886.1 XP_020898886.1 uncharacterized protein LOC110237624 [Exaiptasia diaphana]	Xenia_spec_Xe_008324_T1 Xe_008324_T1 Xe_008324
OG0000061	Exaiptasia_diaphana_XP_020906480.1 XP_020906480.1 copine-3 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906472.1 XP_020906472.1 copine-3 isoform X1 [Exaiptasia diaphana]	Xenia_spec_Xe_020705_T1 Xe_020705_T1 Xe_020705
OG0000061	Exaiptasia_diaphana_XP_020897999.1 XP_020897999.1 copine-5 [Exaiptasia diaphana]	Xenia_spec_Xe_003790_T1 Xe_003790_T1 Xe_003790
OG0000062	Exaiptasia_diaphana_XP_028518542.1 XP_028518542.1 fibropellin-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518545.1 XP_028518545.1 fibropellin-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518546.1 XP_028518546.1 fibropellin-1 isoform X3 [Exaiptasia diaphana]	Xenia_spec_Xe_011999_T1 Xe_011999_T1 Xe_011999
OG0000062	Exaiptasia_diaphana_XP_020913031.1 XP_020913031.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912993.1 XP_020912993.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913024.1 XP_020913024.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913016.1 XP_020913016.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913008.1 XP_020913008.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913041.1 XP_020913041.1 delta-like protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913000.1 XP_020913000.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905637.1 XP_020905637.1 protein jagged-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516261.1 XP_028516261.1 protein jagged-1 isoform X2 [Exaiptasia diaphana]	Xenia_spec_Xe_011884_T1 Xe_011884_T1 Xe_011884
OG0000063	Exaiptasia_diaphana_XP_020907250.1 XP_020907250.1 tiggy-winkle hedgehog protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907251.1 XP_020907251.1 tiggy-winkle hedgehog protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907252.1 XP_020907252.1 tiggy-winkle hedgehog protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907253.1 XP_020907253.1 tiggy-winkle hedgehog protein isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892909.1 XP_020892909.1 tiggy-winkle hedgehog protein [Exaiptasia diaphana]	Xenia_spec_Xe_010055_T1 Xe_010055_T1 Xe_010055
OG0000064	Exaiptasia_diaphana_XP_028514695.1 XP_028514695.1 fibrillin-2-like [Exaiptasia diaphana]	Xenia_spec_Xe_002322_T1 Xe_002322_T1 Xe_002322
OG0000069	Exaiptasia_diaphana_XP_020896941.1 XP_020896941.1 adhesion G protein-coupled receptor E2 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896940.1 XP_020896940.1 adhesion G protein-coupled receptor E2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513501.1 XP_028513501.1 fibrillin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895312.1 XP_020895312.1 fibrillin-3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516915.1 XP_028516915.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513535.1 XP_028513535.1 EGF-containing fibulin-like extracellular matrix protein 1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514887.1 XP_028514887.1 fibulin-1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515081.1 XP_028515081.1 epidermal growth factor-like protein 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901958.1 XP_020901958.1 collagen alpha-1_XI_ chain [Exaiptasia diaphana]	Xenia_spec_Xe_015069_T1 Xe_015069_T1 Xe_015069, Xenia_spec_Xe_015069_T2 Xe_015069_T2 Xe_015069, Xenia_spec_Xe_019791_T1 Xe_019791_T1 Xe_019791
OG0000070	Exaiptasia_diaphana_XP_020916348.2 XP_020916348.2 peroxidasin [Exaiptasia diaphana]	Xenia_spec_Xe_012561_T1 Xe_012561_T1 Xe_012561
OG0000070	Exaiptasia_diaphana_XP_020893766.1 XP_020893766.1 peroxidasin [Exaiptasia diaphana]	Xenia_spec_Xe_000193_T1 Xe_000193_T1 Xe_000193
OG0000073	Exaiptasia_diaphana_XP_020915772.1 XP_020915772.1 uncharacterized protein LOC110253235 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895933.1 XP_020895933.1 uncharacterized protein LOC110234861 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513712.1 XP_028513712.1 uncharacterized protein LOC110234892 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916520.2 XP_020916520.2 uncharacterized protein LOC110253908 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911803.2 XP_020911803.2 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902310.1 XP_020902310.1 uncharacterized protein LOC110240831 [Exaiptasia diaphana]	Xenia_spec_Xe_001002_T1 Xe_001002_T1 Xe_001002, Xenia_spec_Xe_001017_T1 Xe_001017_T1 Xe_001017, Xenia_spec_Xe_001018_T1 Xe_001018_T1 Xe_001018, Xenia_spec_Xe_001020_T1 Xe_001020_T1 Xe_001020, Xenia_spec_Xe_001022_T1 Xe_001022_T1 Xe_001022, Xenia_spec_Xe_001024_T1 Xe_001024_T1 Xe_001024, Xenia_spec_Xe_020104_T1 Xe_020104_T1 Xe_020104, Xenia_spec_Xe_001000_T1 Xe_001000_T1 Xe_001000, Xenia_spec_Xe_000999_T1 Xe_000999_T1 Xe_000999, Xenia_spec_Xe_001025_T1 Xe_001025_T1 Xe_001025, Xenia_spec_Xe_000993_T1 Xe_000993_T1 Xe_000993, Xenia_spec_Xe_000995_T1 Xe_000995_T1 Xe_000995, Xenia_spec_Xe_000995_T2 Xe_000995_T2 Xe_000995, Xenia_spec_Xe_000996_T1 Xe_000996_T1 Xe_000996, Xenia_spec_Xe_000994_T2 Xe_000994_T2 Xe_000994, Xenia_spec_Xe_000994_T1 Xe_000994_T1 Xe_000994
OG0000076	Exaiptasia_diaphana_XP_028513134.1 XP_028513134.1 multiple epidermal growth factor-like domains protein 6 [Exaiptasia diaphana]	Xenia_spec_Xe_015835_T1 Xe_015835_T1 Xe_015835
OG0000078	Exaiptasia_diaphana_XP_020897050.1 XP_020897050.1 cathepsin L [Exaiptasia diaphana]	Xenia_spec_Xe_013237_T1 Xe_013237_T1 Xe_013237
OG0000079	Exaiptasia_diaphana_XP_020915592.1 XP_020915592.1 fibronectin [Exaiptasia diaphana]	Xenia_spec_Xe_020306_T1 Xe_020306_T1 Xe_020306, Xenia_spec_Xe_020167_T1 Xe_020167_T1 Xe_020167, Xenia_spec_Xe_020211_T1 Xe_020211_T1 Xe_020211, Xenia_spec_Xe_020236_T1 Xe_020236_T1 Xe_020236, Xenia_spec_Xe_020810_T1 Xe_020810_T1 Xe_020810, Xenia_spec_Xe_020254_T1 Xe_020254_T1 Xe_020254, Xenia_spec_Xe_020180_T1 Xe_020180_T1 Xe_020180, Xenia_spec_Xe_020152_T1 Xe_020152_T1 Xe_020152, Xenia_spec_Xe_020141_T1 Xe_020141_T1 Xe_020141, Xenia_spec_Xe_020188_T1 Xe_020188_T1 Xe_020188, Xenia_spec_Xe_020227_T1 Xe_020227_T1 Xe_020227, Xenia_spec_Xe_020137_T1 Xe_020137_T1 Xe_020137, Xenia_spec_Xe_020303_T1 Xe_020303_T1 Xe_020303, Xenia_spec_Xe_020263_T1 Xe_020263_T1 Xe_020263, Xenia_spec_Xe_020207_T1 Xe_020207_T1 Xe_020207, Xenia_spec_Xe_020252_T1 Xe_020252_T1 Xe_020252, Xenia_spec_Xe_020811_T1 Xe_020811_T1 Xe_020811, Xenia_spec_Xe_020813_T1 Xe_020813_T1 Xe_020813, Xenia_spec_Xe_020204_T1 Xe_020204_T1 Xe_020204, Xenia_spec_Xe_020802_T1 Xe_020802_T1 Xe_020802, Xenia_spec_Xe_020173_T1 Xe_020173_T1 Xe_020173, Xenia_spec_Xe_020302_T1 Xe_020302_T1 Xe_020302, Xenia_spec_Xe_020184_T1 Xe_020184_T1 Xe_020184, Xenia_spec_Xe_020235_T1 Xe_020235_T1 Xe_020235, Xenia_spec_Xe_020221_T1 Xe_020221_T1 Xe_020221, Xenia_spec_Xe_020234_T1 Xe_020234_T1 Xe_020234, Xenia_spec_Xe_020148_T1 Xe_020148_T1 Xe_020148, Xenia_spec_Xe_020265_T1 Xe_020265_T1 Xe_020265, Xenia_spec_Xe_020286_T1 Xe_020286_T1 Xe_020286, Xenia_spec_Xe_020247_T1 Xe_020247_T1 Xe_020247, Xenia_spec_Xe_020307_T1 Xe_020307_T1 Xe_020307, Xenia_spec_Xe_000189_T1 Xe_000189_T1 Xe_000189, Xenia_spec_Xe_020240_T1 Xe_020240_T1 Xe_020240, Xenia_spec_Xe_020808_T1 Xe_020808_T1 Xe_020808, Xenia_spec_Xe_020826_T1 Xe_020826_T1 Xe_020826, Xenia_spec_Xe_020257_T1 Xe_020257_T1 Xe_020257, Xenia_spec_Xe_020305_T1 Xe_020305_T1 Xe_020305, Xenia_spec_Xe_020239_T1 Xe_020239_T1 Xe_020239, Xenia_spec_Xe_020218_T1 Xe_020218_T1 Xe_020218, Xenia_spec_Xe_020130_T1 Xe_020130_T1 Xe_020130, Xenia_spec_Xe_020199_T1 Xe_020199_T1 Xe_020199, Xenia_spec_Xe_020218_T2 Xe_020218_T2 Xe_020218, Xenia_spec_Xe_020090_T1 Xe_020090_T1 Xe_020090, Xenia_spec_Xe_020123_T1 Xe_020123_T1 Xe_020123, Xenia_spec_Xe_020122_T1 Xe_020122_T1 Xe_020122, Xenia_spec_Xe_020191_T1 Xe_020191_T1 Xe_020191, Xenia_spec_Xe_020138_T1 Xe_020138_T1 Xe_020138, Xenia_spec_Xe_020380_T1 Xe_020380_T1 Xe_020380, Xenia_spec_Xe_020032_T1 Xe_020032_T1 Xe_020032, Xenia_spec_Xe_020031_T1 Xe_020031_T1 Xe_020031, Xenia_spec_Xe_020145_T1 Xe_020145_T1 Xe_020145, Xenia_spec_Xe_020215_T1 Xe_020215_T1 Xe_020215, Xenia_spec_Xe_020128_T1 Xe_020128_T1 Xe_020128, Xenia_spec_Xe_020231_T1 Xe_020231_T1 Xe_020231
OG0000081	Exaiptasia_diaphana_XP_020907281.1 XP_020907281.1 cysteine-rich with EGF-like domain protein 2 [Exaiptasia diaphana]	Xenia_spec_Xe_004317_T1 Xe_004317_T1 Xe_004317
OG0000082	Exaiptasia_diaphana_XP_028516916.1 XP_028516916.1 uncharacterized protein LOC110245945 [Exaiptasia diaphana]	Xenia_spec_Xe_008177_T1 Xe_008177_T1 Xe_008177
OG0000083	Exaiptasia_diaphana_XP_020902926.1 XP_020902926.1 LOW QUALITY PROTEIN_ hyaluronidase-1-like isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515592.1 XP_028515592.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110241411 isoform X2 [Exaiptasia diaphana]	Xenia_spec_Xe_012872_T2 Xe_012872_T2 Xe_012872, Xenia_spec_Xe_012872_T1 Xe_012872_T1 Xe_012872
OG0000086	Exaiptasia_diaphana_XP_028518326.1 XP_028518326.1 uncharacterized protein LOC114576242 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896482.1 XP_020896482.1 uncharacterized protein LOC110235369 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902155.2 XP_020902155.2 uncharacterized protein LOC110240683 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893406.1 XP_020893406.1 uncharacterized protein LOC110232532 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893402.2 XP_020893402.2 uncharacterized protein LOC110232529 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902122.1 XP_020902122.1 uncharacterized protein LOC110240656 [Exaiptasia diaphana]	Xenia_spec_Xe_017401_T1 Xe_017401_T1 Xe_017401, Xenia_spec_Xe_017398_T1 Xe_017398_T1 Xe_017398, Xenia_spec_Xe_017399_T1 Xe_017399_T1 Xe_017399, Xenia_spec_Xe_017400_T1 Xe_017400_T1 Xe_017400, Xenia_spec_Xe_017447_T1 Xe_017447_T1 Xe_017447, Xenia_spec_Xe_017402_T1 Xe_017402_T1 Xe_017402
OG0000087	Exaiptasia_diaphana_XP_020915847.1 XP_020915847.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915850.1 XP_020915850.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915848.1 XP_020915848.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X2 [Exaiptasia diaphana]	Xenia_spec_Xe_004782_T1 Xe_004782_T1 Xe_004782
OG0000088	Exaiptasia_diaphana_XP_028518403.1 XP_028518403.1 mucin-like protein_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902795.2 XP_020902795.2 spondin-2 [Exaiptasia diaphana]	Xenia_spec_Xe_008756_T1 Xe_008756_T1 Xe_008756
OG0000089	Exaiptasia_diaphana_XP_020895235.1 XP_020895235.1 kielin_chordin-like protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895236.1 XP_020895236.1 kielin_chordin-like protein isoform X2 [Exaiptasia diaphana]	Xenia_spec_Xe_014721_T1 Xe_014721_T1 Xe_014721
OG0000093	Exaiptasia_diaphana_XP_020911284.1 XP_020911284.1 cystatin-B [Exaiptasia diaphana]	Xenia_spec_Xe_018469_T1 Xe_018469_T1 Xe_018469, Xenia_spec_Xe_020077_T1 Xe_020077_T1 Xe_020077, Xenia_spec_Xe_018297_T1 Xe_018297_T1 Xe_018297, Xenia_spec_Xe_018334_T1 Xe_018334_T1 Xe_018334, Xenia_spec_Xe_018335_T1 Xe_018335_T1 Xe_018335
OG0000094	Exaiptasia_diaphana_XP_020908799.1 XP_020908799.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908800.1 XP_020908800.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X2 [Exaiptasia diaphana]	Xenia_spec_Xe_014308_T1 Xe_014308_T1 Xe_014308
OG0000099	Exaiptasia_diaphana_XP_028516022.1 XP_028516022.1 tyrosinase-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895825.1 XP_020895825.1 tyrosinase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895111.1 XP_020895111.1 tyrosinase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512674.1 XP_028512674.1 uncharacterized protein LOC114574392 isoform X2 [Exaiptasia diaphana]	Xenia_spec_Xe_014903_T1 Xe_014903_T1 Xe_014903, Xenia_spec_Xe_002440_T1 Xe_002440_T1 Xe_002440, Xenia_spec_Xe_003140_T1 Xe_003140_T1 Xe_003140, Xenia_spec_Xe_001885_T1 Xe_001885_T1 Xe_001885
OG0000100	Exaiptasia_diaphana_XP_020912069.1 XP_020912069.1 collagen alpha-2_IX_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912067.1 XP_020912067.1 collagen alpha-2_IX_ chain isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912066.1 XP_020912066.1 collagen alpha-2_IX_ chain isoform X1 [Exaiptasia diaphana]	Xenia_spec_Xe_006066_T1 Xe_006066_T1 Xe_006066
OG0000100	Exaiptasia_diaphana_XP_020912058.1 XP_020912058.1 collectin-46 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912057.1 XP_020912057.1 collectin-46 [Exaiptasia diaphana]	Xenia_spec_Xe_006067_T1 Xe_006067_T1 Xe_006067
OG0000100	Exaiptasia_diaphana_XP_028514114.1 XP_028514114.1 hyphally regulated cell wall protein 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897767.1 XP_020897767.1 hyphally regulated cell wall protein 3 [Exaiptasia diaphana]	Xenia_spec_Xe_006064_T1 Xe_006064_T1 Xe_006064
OG0000102	Exaiptasia_diaphana_XP_020899688.2 XP_020899688.2 protein HEG [Exaiptasia diaphana]	Xenia_spec_Xe_015831_T1 Xe_015831_T1 Xe_015831
OG0000103	Exaiptasia_diaphana_XP_028519276.1 XP_028519276.1 leucine-rich repeat-containing protein 49 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519277.1 XP_028519277.1 leucine-rich repeat-containing protein 49 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915977.1 XP_020915977.1 leucine-rich repeat-containing protein 49 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915978.1 XP_020915978.1 leucine-rich repeat-containing protein 49 isoform X2 [Exaiptasia diaphana]	Xenia_spec_Xe_009673_T1 Xe_009673_T1 Xe_009673
OG0000105	Exaiptasia_diaphana_XP_020904558.1 XP_020904558.1 uncharacterized protein LOC110242852 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518279.1 XP_028518279.1 uncharacterized protein LOC114576225 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898101.1 XP_020898101.1 latent-transforming growth factor beta-binding protein 3 [Exaiptasia diaphana]	Xenia_spec_Xe_000666_T1 Xe_000666_T1 Xe_000666, Xenia_spec_Xe_006920_T1 Xe_006920_T1 Xe_006920, Xenia_spec_Xe_000727_T1 Xe_000727_T1 Xe_000727, Xenia_spec_Xe_000729_T1 Xe_000729_T1 Xe_000729, Xenia_spec_Xe_000659_T1 Xe_000659_T1 Xe_000659, Xenia_spec_Xe_000662_T1 Xe_000662_T1 Xe_000662, Xenia_spec_Xe_000630_T1 Xe_000630_T1 Xe_000630
OG0000111	Exaiptasia_diaphana_XP_020907468.1 XP_020907468.1 mucin-17 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899377.1 XP_020899377.1 activating transcription factor 7-interacting protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516794.1 XP_028516794.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516793.1 XP_028516793.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516795.1 XP_028516795.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana]	Xenia_spec_Xe_018449_T1 Xe_018449_T1 Xe_018449
OG0000113	Exaiptasia_diaphana_XP_020908660.2 XP_020908660.2 fibronectin type-III domain-containing protein 3A-like [Exaiptasia diaphana]	Xenia_spec_Xe_014684_T1 Xe_014684_T1 Xe_014684
OG0000114	Exaiptasia_diaphana_XP_020909724.1 XP_020909724.1 host cell factor 2 [Exaiptasia diaphana]	Xenia_spec_Xe_015898_T1 Xe_015898_T1 Xe_015898
OG0000116	Exaiptasia_diaphana_XP_020911328.1 XP_020911328.1 neural cell adhesion molecule 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913503.1 XP_020913503.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913502.1 XP_020913502.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913479.1 XP_020913479.1 peroxidasin homolog [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913478.1 XP_020913478.1 peroxidasin homolog [Exaiptasia diaphana]	Xenia_spec_Xe_014990_T1 Xe_014990_T1 Xe_014990
OG0000119	Exaiptasia_diaphana_XP_020903052.1 XP_020903052.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]	Xenia_spec_Xe_000603_T1 Xe_000603_T1 Xe_000603
OG0000121	Exaiptasia_diaphana_XP_020911667.1 XP_020911667.1 uncharacterized protein LOC110249437 [Exaiptasia diaphana]	Xenia_spec_Xe_002883_T1 Xe_002883_T1 Xe_002883
OG0000129	Exaiptasia_diaphana_XP_020903051.1 XP_020903051.1 uncharacterized protein LOC110241526 [Exaiptasia diaphana]	Xenia_spec_Xe_000519_T1 Xe_000519_T1 Xe_000519
OG0000131	Exaiptasia_diaphana_XP_020913963.1 XP_020913963.1 ephrin type-B receptor 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913962.1 XP_020913962.1 ephrin type-B receptor 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513971.1 XP_028513971.1 ephrin type-A receptor 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897156.1 XP_020897156.1 ephrin type-A receptor 7 [Exaiptasia diaphana]	Xenia_spec_Xe_012716_T1 Xe_012716_T1 Xe_012716
OG0000133	Exaiptasia_diaphana_XP_020911647.1 XP_020911647.1 leucine-rich repeat-containing protein 9 [Exaiptasia diaphana]	Xenia_spec_Xe_002448_T1 Xe_002448_T1 Xe_002448
OG0000138	Exaiptasia_diaphana_XP_020901311.1 XP_020901311.1 phosphatidylinositol phosphatase PTPRQ_ partial [Exaiptasia diaphana]	Xenia_spec_Xe_007880_T1 Xe_007880_T1 Xe_007880
OG0000150	Exaiptasia_diaphana_XP_020917617.1 XP_020917617.1 pappalysin-1 [Exaiptasia diaphana]	Xenia_spec_Xe_007831_T1 Xe_007831_T1 Xe_007831
OG0000158	Exaiptasia_diaphana_XP_020914797.1 XP_020914797.1 somatomedin-B and thrombospondin type-1 domain-containing protein [Exaiptasia diaphana]	Xenia_spec_Xe_004819_T1 Xe_004819_T1 Xe_004819
OG0000159	Exaiptasia_diaphana_XP_020913849.1 XP_020913849.1 fibronectin type 3 and ankyrin repeat domains protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893289.1 XP_020893289.1 fibronectin type 3 and ankyrin repeat domains protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903022.1 XP_020903022.1 fibronectin type 3 and ankyrin repeat domains protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903026.1 XP_020903026.1 fibronectin type 3 and ankyrin repeat domains protein 1_ partial [Exaiptasia diaphana]	Xenia_spec_Xe_013605_T1 Xe_013605_T1 Xe_013605
OG0000165	Exaiptasia_diaphana_XP_020906110.1 XP_020906110.1 leucine-rich repeat-containing protein 58 [Exaiptasia diaphana]	Xenia_spec_Xe_014466_T1 Xe_014466_T1 Xe_014466
OG0000166	Exaiptasia_diaphana_XP_020908802.1 XP_020908802.1 mucin-5AC [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519294.1 XP_028519294.1 uncharacterized protein LOC110253486 [Exaiptasia diaphana]	Xenia_spec_Xe_001947_T1 Xe_001947_T1 Xe_001947
OG0000177	Exaiptasia_diaphana_XP_020898461.1 XP_020898461.1 protein phosphatase 1 regulatory subunit 7 [Exaiptasia diaphana]	Xenia_spec_Xe_012642_T1 Xe_012642_T1 Xe_012642
OG0000182	Exaiptasia_diaphana_XP_020900370.1 XP_020900370.1 von Willebrand factor A domain-containing protein 3A [Exaiptasia diaphana]	Xenia_spec_Xe_018472_T1 Xe_018472_T1 Xe_018472
