Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Cubozoa_Morbakka_virulenta
OG0000075	Exaiptasia_diaphana_XP_020902029.1 XP_020902029.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913946.1 XP_020913946.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905763.1 XP_020905763.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899678.1 XP_020899678.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold416.g3.t1 scaffold416.g3.t1, Morbakka_virulenta_scaffold416.g3.t2 scaffold416.g3.t2, Morbakka_virulenta_scaffold307.g13.t1 scaffold307.g13.t1
OG0000080	Exaiptasia_diaphana_XP_020895558.1 XP_020895558.1 uncharacterized protein LOC110234521 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516230.1 XP_028516230.1 metalloproteinase inhibitor 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905542.1 XP_020905542.1 LOW QUALITY PROTEIN_ metalloproteinase inhibitor 2-like [Exaiptasia diaphana]	Morbakka_virulenta_scaffold190.g25.t1 scaffold190.g25.t1
OG0000081	Exaiptasia_diaphana_XP_020907281.1 XP_020907281.1 cysteine-rich with EGF-like domain protein 2 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold161.g34.t1 scaffold161.g34.t1
OG0000084	Exaiptasia_diaphana_XP_020899697.1 XP_020899697.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]	Morbakka_virulenta_scaffold357.g1.t3 scaffold357.g1.t3, Morbakka_virulenta_scaffold357.g1.t2 scaffold357.g1.t2, Morbakka_virulenta_scaffold357.g1.t1 scaffold357.g1.t1
OG0000087	Exaiptasia_diaphana_XP_028512643.1 XP_028512643.1 A-kinase anchor protein 9 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold306.g6.t1 scaffold306.g6.t1, Morbakka_virulenta_scaffold306.g6.t3 scaffold306.g6.t3
OG0000088	Exaiptasia_diaphana_XP_028518403.1 XP_028518403.1 mucin-like protein_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902795.2 XP_020902795.2 spondin-2 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold280.g21.t2 scaffold280.g21.t2, Morbakka_virulenta_scaffold280.g21.t3 scaffold280.g21.t3, Morbakka_virulenta_scaffold280.g21.t1 scaffold280.g21.t1
OG0000089	Exaiptasia_diaphana_XP_020895235.1 XP_020895235.1 kielin_chordin-like protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895236.1 XP_020895236.1 kielin_chordin-like protein isoform X2 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold156.g14.t2 scaffold156.g14.t2, Morbakka_virulenta_scaffold156.g14.t1 scaffold156.g14.t1
OG0000092	Exaiptasia_diaphana_XP_020911182.1 XP_020911182.1 bone morphogenetic protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514402.1 XP_028514402.1 cubilin [Exaiptasia diaphana]	Morbakka_virulenta_scaffold60.g52.t1 scaffold60.g52.t1
OG0000093	Exaiptasia_diaphana_XP_020911284.1 XP_020911284.1 cystatin-B [Exaiptasia diaphana]	Morbakka_virulenta_scaffold54.g15.t1 scaffold54.g15.t1, Morbakka_virulenta_scaffold90.g61.t1 scaffold90.g61.t1
OG0000094	Exaiptasia_diaphana_XP_020908799.1 XP_020908799.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908800.1 XP_020908800.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X2 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold354.g9.t4 scaffold354.g9.t4, Morbakka_virulenta_scaffold354.g9.t1 scaffold354.g9.t1, Morbakka_virulenta_scaffold354.g9.t3 scaffold354.g9.t3, Morbakka_virulenta_scaffold354.g9.t2 scaffold354.g9.t2
OG0000095	Exaiptasia_diaphana_XP_028514442.1 XP_028514442.1 SPARC-related modular calcium-binding protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898695.1 XP_020898695.1 SPARC-related modular calcium-binding protein 2 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold3.g135.t1 scaffold3.g135.t1
OG0000099	Exaiptasia_diaphana_XP_028518232.1 XP_028518232.1 collagen alpha-5_VI_ chain-like [Exaiptasia diaphana]	Morbakka_virulenta_scaffold237.g14.t1 scaffold237.g14.t1, Morbakka_virulenta_scaffold237.g14.t2 scaffold237.g14.t2
OG0000099	Exaiptasia_diaphana_XP_028516022.1 XP_028516022.1 tyrosinase-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895825.1 XP_020895825.1 tyrosinase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895111.1 XP_020895111.1 tyrosinase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512674.1 XP_028512674.1 uncharacterized protein LOC114574392 isoform X2 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold240.g24.t1 scaffold240.g24.t1
OG0000099	Exaiptasia_diaphana_XP_028519715.1 XP_028519715.1 uncharacterized protein LOC110254756 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917451.1 XP_020917451.1 uncharacterized protein LOC110254756 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898769.2 XP_020898769.2 uncharacterized protein LOC110237512 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold125.g57.t1 scaffold125.g57.t1, Morbakka_virulenta_scaffold242.g18.t1 scaffold242.g18.t1
OG0000100	Exaiptasia_diaphana_XP_020912069.1 XP_020912069.1 collagen alpha-2_IX_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912067.1 XP_020912067.1 collagen alpha-2_IX_ chain isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912066.1 XP_020912066.1 collagen alpha-2_IX_ chain isoform X1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold275.g5.t1 scaffold275.g5.t1, Morbakka_virulenta_scaffold275.g5.t2 scaffold275.g5.t2
OG0000100	Exaiptasia_diaphana_XP_020912058.1 XP_020912058.1 collectin-46 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912057.1 XP_020912057.1 collectin-46 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold275.g7.t1 scaffold275.g7.t1, Morbakka_virulenta_scaffold275.g7.t2 scaffold275.g7.t2
OG0000101	Exaiptasia_diaphana_XP_028516956.1 XP_028516956.1 nephrin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908119.2 XP_020908119.2 nephrin isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908120.2 XP_020908120.2 nephrin isoform X3 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold417.g12.t1 scaffold417.g12.t1, Morbakka_virulenta_scaffold417.g12.t2 scaffold417.g12.t2
OG0000103	Exaiptasia_diaphana_XP_028519276.1 XP_028519276.1 leucine-rich repeat-containing protein 49 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519277.1 XP_028519277.1 leucine-rich repeat-containing protein 49 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915977.1 XP_020915977.1 leucine-rich repeat-containing protein 49 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915978.1 XP_020915978.1 leucine-rich repeat-containing protein 49 isoform X2 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold34.g37.t1 scaffold34.g37.t1, Morbakka_virulenta_scaffold34.g37.t2 scaffold34.g37.t2, Morbakka_virulenta_scaffold34.g37.t3 scaffold34.g37.t3
OG0000111	Exaiptasia_diaphana_XP_020907468.1 XP_020907468.1 mucin-17 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899377.1 XP_020899377.1 activating transcription factor 7-interacting protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516794.1 XP_028516794.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516793.1 XP_028516793.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516795.1 XP_028516795.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold143.g12.t1 scaffold143.g12.t1
OG0000112	Exaiptasia_diaphana_XP_020913908.2 XP_020913908.2 heparanase_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908291.2 XP_020908291.2 heparanase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899290.2 XP_020899290.2 uncharacterized protein LOC110238002 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold181.g16.t1 scaffold181.g16.t1, Morbakka_virulenta_scaffold181.g17.t1 scaffold181.g17.t1, Morbakka_virulenta_scaffold51.g32.t1 scaffold51.g32.t1
OG0000113	Exaiptasia_diaphana_XP_020908660.2 XP_020908660.2 fibronectin type-III domain-containing protein 3A-like [Exaiptasia diaphana]	Morbakka_virulenta_scaffold13.g58.t1 scaffold13.g58.t1
OG0000116	Exaiptasia_diaphana_XP_020911328.1 XP_020911328.1 neural cell adhesion molecule 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913503.1 XP_020913503.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913502.1 XP_020913502.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913479.1 XP_020913479.1 peroxidasin homolog [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913478.1 XP_020913478.1 peroxidasin homolog [Exaiptasia diaphana]	Morbakka_virulenta_scaffold2.g208.t1 scaffold2.g208.t1, Morbakka_virulenta_scaffold37.g83.t1 scaffold37.g83.t1, Morbakka_virulenta_scaffold37.g83.t2 scaffold37.g83.t2
OG0000119	Exaiptasia_diaphana_XP_020903052.1 XP_020903052.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold568.g2.t1 scaffold568.g2.t1
OG0000120	Exaiptasia_diaphana_XP_020893567.1 XP_020893567.1 syndecan-2 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold241.g29.t1 scaffold241.g29.t1
OG0000121	Exaiptasia_diaphana_XP_020911667.1 XP_020911667.1 uncharacterized protein LOC110249437 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold324.g6.t1 scaffold324.g6.t1, Morbakka_virulenta_scaffold324.g6.t2 scaffold324.g6.t2
OG0000121	Exaiptasia_diaphana_XP_020907978.1 XP_020907978.1 uncharacterized protein LOC110246029 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907979.1 XP_020907979.1 uncharacterized protein LOC110246029 isoform X2 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold52.g9.t1 scaffold52.g9.t1
OG0000122	Exaiptasia_diaphana_XP_028512752.1 XP_028512752.1 uncharacterized protein LOC114574425 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold290.g29.t4 scaffold290.g29.t4
OG0000123	Exaiptasia_diaphana_XP_020910222.1 XP_020910222.1 fibulin-1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold348.g11.t1 scaffold348.g11.t1
OG0000126	Exaiptasia_diaphana_XP_028518372.1 XP_028518372.1 uncharacterized protein LOC114576268_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514775.1 XP_028514775.1 uncharacterized protein LOC110238759 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514435.1 XP_028514435.1 uncharacterized protein LOC110237419 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold119.g1.t1 scaffold119.g1.t1, Morbakka_virulenta_scaffold119.g2.t2 scaffold119.g2.t2, Morbakka_virulenta_scaffold119.g2.t1 scaffold119.g2.t1, Morbakka_virulenta_scaffold106.g49.t1 scaffold106.g49.t1
OG0000131	Exaiptasia_diaphana_XP_020913963.1 XP_020913963.1 ephrin type-B receptor 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913962.1 XP_020913962.1 ephrin type-B receptor 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513971.1 XP_028513971.1 ephrin type-A receptor 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897156.1 XP_020897156.1 ephrin type-A receptor 7 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold376.g16.t1 scaffold376.g16.t1
OG0000133	Exaiptasia_diaphana_XP_020911647.1 XP_020911647.1 leucine-rich repeat-containing protein 9 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold115.g46.t4 scaffold115.g46.t4, Morbakka_virulenta_scaffold115.g46.t3 scaffold115.g46.t3, Morbakka_virulenta_scaffold115.g46.t2 scaffold115.g46.t2
OG0000138	Exaiptasia_diaphana_XP_020901311.1 XP_020901311.1 phosphatidylinositol phosphatase PTPRQ_ partial [Exaiptasia diaphana]	Morbakka_virulenta_scaffold116.g18.t1 scaffold116.g18.t1, Morbakka_virulenta_scaffold116.g18.t3 scaffold116.g18.t3, Morbakka_virulenta_scaffold116.g18.t4 scaffold116.g18.t4
OG0000142	Exaiptasia_diaphana_XP_028517226.1 XP_028517226.1 putative leucine-rich repeat-containing protein DDB_G0281931 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908850.2 XP_020908850.2 putative leucine-rich repeat-containing protein DDB_G0281931 isoform X2 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold352.g12.t1 scaffold352.g12.t1, Morbakka_virulenta_scaffold578.g9.t1 scaffold578.g9.t1, Morbakka_virulenta_scaffold307.g2.t1 scaffold307.g2.t1, Morbakka_virulenta_scaffold38.g49.t1 scaffold38.g49.t1
OG0000146	Exaiptasia_diaphana_XP_028514033.1 XP_028514033.1 leucine-rich repeat-containing protein 27-like [Exaiptasia diaphana]	Morbakka_virulenta_scaffold4.g81.t1 scaffold4.g81.t1, Morbakka_virulenta_scaffold4.g81.t2 scaffold4.g81.t2
OG0000146	Exaiptasia_diaphana_XP_028512736.1 XP_028512736.1 uncharacterized protein LOC110231904 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold272.g1.t1 scaffold272.g1.t1
OG0000150	Exaiptasia_diaphana_XP_020917617.1 XP_020917617.1 pappalysin-1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold239.g11.t1 scaffold239.g11.t1, Morbakka_virulenta_scaffold239.g11.t2 scaffold239.g11.t2
OG0000152	Exaiptasia_diaphana_XP_020904233.1 XP_020904233.1 leucine-rich repeat protein soc-2 homolog isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904234.1 XP_020904234.1 leucine-rich repeat protein soc-2 homolog isoform X2 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold15.g92.t1 scaffold15.g92.t1, Morbakka_virulenta_scaffold15.g92.t2 scaffold15.g92.t2
OG0000155	Exaiptasia_diaphana_XP_020902143.1 XP_020902143.1 uncharacterized protein LOC110240675 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902145.1 XP_020902145.1 uncharacterized protein LOC110240675 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899896.1 XP_020899896.1 uncharacterized protein LOC110238559 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899894.1 XP_020899894.1 uncharacterized protein LOC110238559 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899893.1 XP_020899893.1 uncharacterized protein LOC110238559 isoform X1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold186.g7.t1 scaffold186.g7.t1
OG0000156	Exaiptasia_diaphana_XP_028513245.1 XP_028513245.1 microfibrillar-associated protein 1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold58.g7.t1 scaffold58.g7.t1
OG0000158	Exaiptasia_diaphana_XP_020914797.1 XP_020914797.1 somatomedin-B and thrombospondin type-1 domain-containing protein [Exaiptasia diaphana]	Morbakka_virulenta_scaffold168.g4.t1 scaffold168.g4.t1
OG0000159	Exaiptasia_diaphana_XP_020893289.1 XP_020893289.1 fibronectin type 3 and ankyrin repeat domains protein 1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold354.g7.t1 scaffold354.g7.t1
OG0000159	Exaiptasia_diaphana_XP_020903022.1 XP_020903022.1 fibronectin type 3 and ankyrin repeat domains protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903026.1 XP_020903026.1 fibronectin type 3 and ankyrin repeat domains protein 1_ partial [Exaiptasia diaphana]	Morbakka_virulenta_scaffold145.g18.t1 scaffold145.g18.t1
OG0000165	Exaiptasia_diaphana_XP_020906110.1 XP_020906110.1 leucine-rich repeat-containing protein 58 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold605.g6.t1 scaffold605.g6.t1
OG0000171	Exaiptasia_diaphana_XP_020911895.1 XP_020911895.1 peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase [Exaiptasia diaphana]	Morbakka_virulenta_scaffold543.g1.t1 scaffold543.g1.t1, Morbakka_virulenta_scaffold543.g1.t2 scaffold543.g1.t2
OG0000177	Exaiptasia_diaphana_XP_020898461.1 XP_020898461.1 protein phosphatase 1 regulatory subunit 7 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold10.g110.t1 scaffold10.g110.t1
OG0000178	Exaiptasia_diaphana_XP_020912299.1 XP_020912299.1 uncharacterized protein LOC110250046 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911124.1 XP_020911124.1 uncharacterized protein LOC110248903 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904969.1 XP_020904969.1 uncharacterized protein LOC110243231 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold1.g139.t1 scaffold1.g139.t1
OG0000182	Exaiptasia_diaphana_XP_020900370.1 XP_020900370.1 von Willebrand factor A domain-containing protein 3A [Exaiptasia diaphana]	Morbakka_virulenta_scaffold230.g9.t1 scaffold230.g9.t1
OG0000187	Exaiptasia_diaphana_XP_020906478.1 XP_020906478.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894430.1 XP_020894430.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold124.g42.t1 scaffold124.g42.t1
OG0000188	Exaiptasia_diaphana_XP_020903357.2 XP_020903357.2 uncharacterized protein LOC110241796_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517561.1 XP_028517561.1 uncharacterized protein LOC110247801 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold16.g69.t2 scaffold16.g69.t2, Morbakka_virulenta_scaffold16.g69.t1 scaffold16.g69.t1
OG0000192	Exaiptasia_diaphana_XP_020895920.1 XP_020895920.1 protein flightless-1 homolog [Exaiptasia diaphana]	Morbakka_virulenta_scaffold418.g5.t1 scaffold418.g5.t1
OG0000193	Exaiptasia_diaphana_XP_020902775.1 XP_020902775.1 CCR4-NOT transcription complex subunit 6-like [Exaiptasia diaphana]	Morbakka_virulenta_scaffold139.g21.t1 scaffold139.g21.t1
OG0000194	Exaiptasia_diaphana_XP_020902507.1 XP_020902507.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold3.g18.t1 scaffold3.g18.t1
OG0000195	Exaiptasia_diaphana_XP_020893065.1 XP_020893065.1 ras suppressor protein 1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold255.g23.t1 scaffold255.g23.t1
OG0000197	Exaiptasia_diaphana_XP_020898892.1 XP_020898892.1 uncharacterized protein LOC110237629 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898891.1 XP_020898891.1 uncharacterized protein LOC110237629 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898894.1 XP_020898894.1 uncharacterized protein LOC110237629 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898893.1 XP_020898893.1 uncharacterized protein LOC110237629 isoform X3 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold30.g93.t1 scaffold30.g93.t1
OG0000199	Exaiptasia_diaphana_XP_020899985.1 XP_020899985.1 26S proteasome non-ATPase regulatory subunit 4 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold99.g3.t1 scaffold99.g3.t1
OG0000200	Exaiptasia_diaphana_XP_020915029.1 XP_020915029.1 von Willebrand factor A domain-containing protein 3B [Exaiptasia diaphana]	Morbakka_virulenta_scaffold111.g35.t1 scaffold111.g35.t1
OG0000201	Exaiptasia_diaphana_XP_020912264.1 XP_020912264.1 leucine-rich repeats and immunoglobulin-like domains protein 3 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold264.g14.t2 scaffold264.g14.t2, Morbakka_virulenta_scaffold264.g14.t1 scaffold264.g14.t1
OG0000203	Exaiptasia_diaphana_XP_020908819.1 XP_020908819.1 fibropellin-1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold13.g9.t1 scaffold13.g9.t1
OG0000209	Exaiptasia_diaphana_XP_020908002.1 XP_020908002.1 integrator complex subunit 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908096.2 XP_020908096.2 integrator complex subunit 6-B [Exaiptasia diaphana]	Morbakka_virulenta_scaffold146.g16.t1 scaffold146.g16.t1
OG0000210	Exaiptasia_diaphana_XP_020908043.1 XP_020908043.1 X-ray radiation resistance-associated protein 1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold13.g23.t1 scaffold13.g23.t1
OG0000211	Exaiptasia_diaphana_XP_028519363.1 XP_028519363.1 protein MLP1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold1.g27.t1 scaffold1.g27.t1
OG0000212	Exaiptasia_diaphana_XP_020904592.1 XP_020904592.1 LOW QUALITY PROTEIN_ E3 ubiquitin-protein ligase LRSAM1-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516015.1 XP_028516015.1 E3 ubiquitin-protein ligase LRSAM1-like isoform X1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold162.g11.t1 scaffold162.g11.t1
OG0000213	Exaiptasia_diaphana_XP_020899052.1 XP_020899052.1 neurogenic locus notch homolog protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899053.1 XP_020899053.1 neurogenic locus notch homolog protein 1 isoform X2 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold165.g72.t1 scaffold165.g72.t1
OG0000214	Exaiptasia_diaphana_XP_020904790.1 XP_020904790.1 LOW QUALITY PROTEIN_ integrator complex subunit 14-like [Exaiptasia diaphana]	Morbakka_virulenta_scaffold1242.g1.t1 scaffold1242.g1.t1
OG0000229	Exaiptasia_diaphana_XP_020912652.1 XP_020912652.1 leucine-rich repeat protein 1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold531.g6.t1 scaffold531.g6.t1, Morbakka_virulenta_scaffold531.g6.t2 scaffold531.g6.t2
OG0000230	Exaiptasia_diaphana_XP_020913258.1 XP_020913258.1 E3 ubiquitin-protein ligase RGLG5 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold97.g66.t1 scaffold97.g66.t1
OG0000231	Exaiptasia_diaphana_XP_020905146.1 XP_020905146.1 fibropellin-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516126.1 XP_028516126.1 fibropellin-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905143.1 XP_020905143.1 fibropellin-1 isoform X1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold23.g97.t3 scaffold23.g97.t3, Morbakka_virulenta_scaffold23.g97.t2 scaffold23.g97.t2, Morbakka_virulenta_scaffold23.g97.t1 scaffold23.g97.t1
OG0000235	Exaiptasia_diaphana_XP_028516185.1 XP_028516185.1 collagen alpha-1_XXVI_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905354.1 XP_020905354.1 collagen alpha-1_XXVI_ chain isoform X1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold51.g44.t1 scaffold51.g44.t1
OG0000237	Exaiptasia_diaphana_XP_020908032.1 XP_020908032.1 uncharacterized protein LOC110246071 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold1.g338.t2 scaffold1.g338.t2, Morbakka_virulenta_scaffold1.g338.t1 scaffold1.g338.t1
OG0000248	Exaiptasia_diaphana_XP_020912802.1 XP_020912802.1 anosmin-1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold50.g55.t1 scaffold50.g55.t1, Morbakka_virulenta_scaffold461.g6.t3 scaffold461.g6.t3
OG0000253	Exaiptasia_diaphana_XP_020906987.1 XP_020906987.1 general transcription factor IIH subunit 2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516675.1 XP_028516675.1 general transcription factor IIH subunit 2 isoform X2 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold154.g21.t1 scaffold154.g21.t1
OG0000262	Exaiptasia_diaphana_XP_020902566.1 XP_020902566.1 uncharacterized protein LOC110241074 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515515.1 XP_028515515.1 uncharacterized protein LOC110241074 isoform X2 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold89.g28.t1 scaffold89.g28.t1, Morbakka_virulenta_scaffold204.g8.t3 scaffold204.g8.t3, Morbakka_virulenta_scaffold204.g8.t2 scaffold204.g8.t2, Morbakka_virulenta_scaffold204.g8.t1 scaffold204.g8.t1
OG0000265	Exaiptasia_diaphana_XP_020895183.1 XP_020895183.1 uncharacterized protein LOC110234167 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895181.1 XP_020895181.1 uncharacterized protein LOC110234167 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895182.1 XP_020895182.1 uncharacterized protein LOC110234167 isoform X2 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold9.g9.t1 scaffold9.g9.t1
OG0000267	Exaiptasia_diaphana_XP_020916226.1 XP_020916226.1 leucine-rich repeats and immunoglobulin-like domains protein 3 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold22.g46.t2 scaffold22.g46.t2, Morbakka_virulenta_scaffold22.g46.t1 scaffold22.g46.t1
OG0000268	Exaiptasia_diaphana_XP_020899993.1 XP_020899993.1 cytokine receptor-like factor 3 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold84.g62.t1 scaffold84.g62.t1
OG0000272	Exaiptasia_diaphana_XP_020893969.1 XP_020893969.1 collagen alpha-1_XXI_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893963.1 XP_020893963.1 collagen alpha chain isoform X1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold340.g18.t2 scaffold340.g18.t2, Morbakka_virulenta_scaffold340.g18.t1 scaffold340.g18.t1, Morbakka_virulenta_scaffold263.g5.t1 scaffold263.g5.t1
OG0000278	Exaiptasia_diaphana_XP_020911614.1 XP_020911614.1 anthrax toxin receptor 2 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold2.g14.t1 scaffold2.g14.t1
OG0000280	Exaiptasia_diaphana_XP_028516708.1 XP_028516708.1 uncharacterized protein LOC110245196_ partial [Exaiptasia diaphana]	Morbakka_virulenta_scaffold141.g16.t1 scaffold141.g16.t1
