Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Placozoa_Trichoplacidae_Tricoplax_adhaerens
OG0000212	Exaiptasia_diaphana_XP_020904592.1 XP_020904592.1 LOW QUALITY PROTEIN_ E3 ubiquitin-protein ligase LRSAM1-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516015.1 XP_028516015.1 E3 ubiquitin-protein ligase LRSAM1-like isoform X1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RP37_B3RP37_TRIAD tr_B3RP37_B3RP37_TRIAD RING-type domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_53391 PE=4 SV=1
OG0000214	Exaiptasia_diaphana_XP_020904790.1 XP_020904790.1 LOW QUALITY PROTEIN_ integrator complex subunit 14-like [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RSF2_B3RSF2_TRIAD tr_B3RSF2_B3RSF2_TRIAD Integrator complex subunit 14 OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_54576 PE=3 SV=1
OG0000219	Exaiptasia_diaphana_XP_020899206.1 XP_020899206.1 von Willebrand factor A domain-containing protein 8 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899208.1 XP_020899208.1 von Willebrand factor A domain-containing protein 8 isoform X2 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RLQ7_B3RLQ7_TRIAD tr_B3RLQ7_B3RLQ7_TRIAD VWFA domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_52086 PE=4 SV=1
OG0000229	Exaiptasia_diaphana_XP_020912652.1 XP_020912652.1 leucine-rich repeat protein 1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RKL9_B3RKL9_TRIAD tr_B3RKL9_B3RKL9_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_52818 PE=4 SV=1
OG0000239	Exaiptasia_diaphana_XP_020900593.1 XP_020900593.1 uncharacterized protein LOC110239222 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900592.1 XP_020900592.1 uncharacterized protein LOC110239222 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514898.1 XP_028514898.1 uncharacterized protein LOC110239222 isoform X1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RS57_B3RS57_TRIAD tr_B3RS57_B3RS57_TRIAD VWFA domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_54480 PE=4 SV=1
OG0000253	Exaiptasia_diaphana_XP_020906987.1 XP_020906987.1 general transcription factor IIH subunit 2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516675.1 XP_028516675.1 general transcription factor IIH subunit 2 isoform X2 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RZ73_B3RZ73_TRIAD tr_B3RZ73_B3RZ73_TRIAD VWFA domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_57351 PE=4 SV=1
OG0000267	Exaiptasia_diaphana_XP_020916226.1 XP_020916226.1 leucine-rich repeats and immunoglobulin-like domains protein 3 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3SB93_B3SB93_TRIAD tr_B3SB93_B3SB93_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_61534 PE=4 SV=1
OG0000268	Exaiptasia_diaphana_XP_020899993.1 XP_020899993.1 cytokine receptor-like factor 3 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RPS4_B3RPS4_TRIAD tr_B3RPS4_B3RPS4_TRIAD Fibronectin type-III domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_53645 PE=4 SV=1
OG0000282	Exaiptasia_diaphana_XP_020900682.1 XP_020900682.1 leucine-rich repeat-containing protein 47 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RRY9_B3RRY9_TRIAD tr_B3RRY9_B3RRY9_TRIAD B3_4 domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_54414 PE=4 SV=1
OG0000309	Exaiptasia_diaphana_XP_020904773.1 XP_020904773.1 leucine-rich repeat-containing protein 1-like [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RSF5_B3RSF5_TRIAD tr_B3RSF5_B3RSF5_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_22374 PE=4 SV=1
OG0000314	Exaiptasia_diaphana_XP_028516194.1 XP_028516194.1 protein phosphatase 1 regulatory subunit 7 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RMY1_B3RMY1_TRIAD tr_B3RMY1_B3RMY1_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_52967 PE=4 SV=1
OG0000363	Exaiptasia_diaphana_XP_020892721.2 XP_020892721.2 uncharacterized protein LOC110231982 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RZM3_B3RZM3_TRIAD tr_B3RZM3_B3RZM3_TRIAD Predicted protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_57507 PE=4 SV=1
OG0000485	Exaiptasia_diaphana_XP_028512628.1 XP_028512628.1 ephrin type-A receptor 4-B isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892283.1 XP_020892283.1 ephrin type-A receptor 4-B isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892282.1 XP_020892282.1 ephrin type-A receptor 4-B isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512627.1 XP_028512627.1 ephrin type-A receptor 4-B isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892284.1 XP_020892284.1 ephrin type-A receptor 4-B isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892285.1 XP_020892285.1 ephrin type-A receptor 4-B isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514051.1 XP_028514051.1 ephrin type-A receptor 4 isoform X1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RNU7_B3RNU7_TRIAD tr_B3RNU7_B3RNU7_TRIAD Predicted protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_53295 PE=4 SV=1
OG0000707	Exaiptasia_diaphana_XP_020898349.1 XP_020898349.1 ectin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911442.1 XP_020911442.1 thrombospondin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518655.1 XP_028518655.1 A disintegrin and metalloproteinase with thrombospondin motifs 10-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518654.1 XP_028518654.1 A disintegrin and metalloproteinase with thrombospondin motifs 10-like isoform X1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RNY1_B3RNY1_TRIAD tr_B3RNY1_B3RNY1_TRIAD Netrin receptor UNC5 OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_53333 PE=3 SV=1
OG0000823	Exaiptasia_diaphana_XP_028512426.1 XP_028512426.1 leucine-rich repeat-containing G-protein coupled receptor 5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908915.1 XP_020908915.1 leucine-rich repeat LGI family member 2-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913151.1 XP_020913151.1 insulin-like growth factor-binding protein complex acid labile subunit [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RXA1_B3RXA1_TRIAD tr_B3RXA1_B3RXA1_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_56136 PE=4 SV=1
OG0000833	Exaiptasia_diaphana_XP_020905971.1 XP_020905971.1 fibropellin-1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3SDB4_B3SDB4_TRIAD tr_B3SDB4_B3SDB4_TRIAD EGF-like domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_62272 PE=4 SV=1
OG0001042	Exaiptasia_diaphana_XP_020914406.2 XP_020914406.2 leucine-rich repeat transmembrane neuronal protein 1-like [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3SBS8_B3SBS8_TRIAD tr_B3SBS8_B3SBS8_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_61722 PE=4 SV=1
OG0001551	Exaiptasia_diaphana_XP_028513352.1 XP_028513352.1 thrombospondin-1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S199_B3S199_TRIAD tr_B3S199_B3S199_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_50524 PE=4 SV=1
