Orthogroup	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Anthozoa_Porites_asteroides
OG0000199	Xenia_spec_Xe_013084_T1 Xe_013084_T1 Xe_013084	Porites_asteroides_isotig04160 isotig04160 extracted_CDS GOMatch=A7SYY2 GOTerms=GO_0006281_GO_0008270 Gene=26S_proteasome_non-ATPase_regulatory_subunit_4_ Match_Acc=Q58DA0 gene=isogroup02428 length=1358 numContigs=1
OG0000201	Xenia_spec_Xe_003238_T1 Xe_003238_T1 Xe_003238	Porites_asteroides_isotig01166 isotig01166 extracted_CDS Gene=Leucine-rich_repeats_and_immunoglobulin-like_domains_protein_1_ Match_Acc=P70193 gene=isogroup00416 length=1962 numContigs=2
OG0000203	Xenia_spec_Xe_014757_T1 Xe_014757_T1 Xe_014757	Porites_asteroides_isotig15076 isotig15076 extracted_CDS GOMatch=A7SZN2 GOTerms=GO_0005509 Gene=cDNA_FLJ76207__highly_similar_to_Homo_sapiens_delta-notch-like_EGF_repeat-containing_transmembrane__DNER___mRNA_ Match_Acc=A8K0I8 gene=isogroup13344 length=480 numContigs=1
OG0000204	Xenia_spec_Xe_015988_T1 Xe_015988_T1 Xe_015988	Porites_asteroides_GCKDGN103HI8NS GCKDGN103HI8NS extracted_CDS GOMatch=B5G021 GOTerms=GO_0042645 Gene=Putative_leucine_rich_repeat_containing_59_variant_1_ Match_Acc=B5G021 length=404 region=3 run=R_2010_02_19_08_49_25_ xy=2972_1798
OG0000206	Xenia_spec_Xe_004730_T1 Xe_004730_T1 Xe_004730, Xenia_spec_Xe_001131_T1 Xe_001131_T1 Xe_001131, Xenia_spec_Xe_001138_T1 Xe_001138_T1 Xe_001138, Xenia_spec_Xe_001132_T1 Xe_001132_T1 Xe_001132, Xenia_spec_Xe_001139_T1 Xe_001139_T1 Xe_001139, Xenia_spec_Xe_001129_T1 Xe_001129_T1 Xe_001129, Xenia_spec_Xe_001136_T1 Xe_001136_T1 Xe_001136	Porites_asteroides_isotig03683 isotig03683 extracted_CDS GOMatch=D4QD85 GOTerms=GO_0005102_GO_0007165 Gene=Lectin_ Match_Acc=D4QD85 gene=isogroup01951 length=1605 numContigs=1
OG0000210	Xenia_spec_Xe_014129_T1 Xe_014129_T1 Xe_014129	Porites_asteroides_isotig05322 isotig05322 extracted_CDS GOMatch=D2H1D9 GOTerms=GO_0005634_GO_0005737_GO_0010165 Gene=X-ray_radiation_resistance-associated_protein_1_ Match_Acc=Q3U3V8 gene=isogroup03590 length=1082 numContigs=1
OG0000212	Xenia_spec_Xe_007486_T1 Xe_007486_T1 Xe_007486	Porites_asteroides_isotig07626 isotig07626 extracted_CDS GOMatch=A7RYU6 GOTerms=GO_0008270_GO_0046872 Gene=E3_ubiquitin-protein_ligase_LRSAM1_ Match_Acc=Q6UWE0 gene=isogroup05894 length=801 numContigs=1
OG0000213	Xenia_spec_Xe_007490_T1 Xe_007490_T1 Xe_007490	Porites_asteroides_isotig11724 isotig11724 extracted_CDS GOMatch=C5NS64 GOTerms=GO_0005509_GO_0007219_GO_0007275_GO_0016020_GO_0016021_GO_0030154_GO_0050793 Gene=Notch_ Match_Acc=C5NS64 gene=isogroup09992 length=587 numContigs=1
OG0000224	Xenia_spec_Xe_017396_T1 Xe_017396_T1 Xe_017396, Xenia_spec_Xe_017392_T1 Xe_017392_T1 Xe_017392, Xenia_spec_Xe_017395_T1 Xe_017395_T1 Xe_017395, Xenia_spec_Xe_017388_T1 Xe_017388_T1 Xe_017388	Porites_asteroides_isotig05914 isotig05914 extracted_CDS GOMatch=A7S0Y3 GOTerms=GO_0005102_GO_0007165 gene=isogroup04182 length=985 numContigs=1
OG0000231	Xenia_spec_Xe_000375_T1 Xe_000375_T1 Xe_000375	Porites_asteroides_isotig09912 isotig09912 extracted_CDS GOMatch=A7RGH5 GOTerms=GO_0005198_GO_0005605_GO_0007155_GO_0007213_GO_0043113_GO_0043236 Gene=A1_XI__collagen__Fragment__ Match_Acc=Q9EQV1 gene=isogroup08180 length=677 numContigs=1
OG0000244	Xenia_spec_Xe_004256_T1 Xe_004256_T1 Xe_004256, Xenia_spec_Xe_004204_T1 Xe_004204_T1 Xe_004204, Xenia_spec_Xe_004161_T1 Xe_004161_T1 Xe_004161	Porites_asteroides_isotig03523 isotig03523 extracted_CDS GOMatch=D2H1S4 GOTerms=GO_0005041_GO_0005044_GO_0005488_GO_0005540_GO_0005737_GO_0005887_GO_0007155_GO_0030169_GO_0042742_GO_0051635_GO_0051636 Gene=Stabilin-2_ Match_Acc=Q8WWQ8 gene=isogroup01791 length=1760 numContigs=1
OG0000258	Xenia_spec_Xe_010595_T1 Xe_010595_T1 Xe_010595	Porites_asteroides_isotig16296 isotig16296 extracted_CDS GOMatch=D4QA00 GOTerms=GO_0004866_GO_0005576_GO_0005615_GO_0010951 Gene=Complement_component_C3__Fragment__ Match_Acc=D4QA00 gene=isogroup14564 length=453 numContigs=1
OG0000265	Xenia_spec_Xe_015827_T1 Xe_015827_T1 Xe_015827	Porites_asteroides_isotig03855 isotig03855 extracted_CDS Gene=Protein_turtle_homolog_B_ Match_Acc=Q9UPX0 gene=isogroup02123 length=1485 numContigs=1
OG0000279	Xenia_spec_Xe_015936_T1 Xe_015936_T1 Xe_015936	Porites_asteroides_isotig03425 isotig03425 extracted_CDS GOMatch=A5JL82 GOTerms=GO_0005509 Gene=Bone_morphogenetic_protein_1a__Fragment__ Match_Acc=A5JL82 gene=isogroup01693 length=1890 numContigs=1
OG0000284	Xenia_spec_Xe_015013_T1 Xe_015013_T1 Xe_015013	Porites_asteroides_isotig01718 isotig01718 extracted_CDS GOMatch=B4QA19 GOTerms=GO_0004721_GO_0004725_GO_0006470_GO_0016311_GO_0016787_GO_0016791_GO_0035335 Gene=Cell_adhesion_molecule_with_homology_to_L1CAM_ Match_Acc=A2RRK1 gene=isogroup00692 length=947 numContigs=2, Porites_asteroides_isotig14108 isotig14108 extracted_CDS gene=isogroup12376 length=504 numContigs=1
OG0000288	Xenia_spec_Xe_002020_T1 Xe_002020_T1 Xe_002020	Porites_asteroides_isotig11161 isotig11161 extracted_CDS GOMatch=C3ZZV2 GOTerms=GO_0016491_GO_0046914_GO_0055114 gene=isogroup09429 length=614 numContigs=1
OG0000303	Xenia_spec_Xe_013147_T1 Xe_013147_T1 Xe_013147	Porites_asteroides_isotig22568 isotig22568 extracted_CDS GOMatch=Q6PCK8 GOTerms=GO_0004872_GO_0007275_GO_0016020_GO_0016021 Gene=HyTSR1_protein_ Match_Acc=Q2MCN4 gene=isogroup20836 length=360 numContigs=1
OG0000303	Xenia_spec_Xe_013893_T1 Xe_013893_T1 Xe_013893	Porites_asteroides_GCKDGN103GL7G7 GCKDGN103GL7G7 extracted_CDS length=115 region=3 run=R_2010_02_19_08_49_25_ xy=2596_0713
OG0000318	Xenia_spec_Xe_002021_T1 Xe_002021_T1 Xe_002021	Porites_asteroides_isotig20154 isotig20154 extracted_CDS GOMatch=C3XS83 GOTerms=GO_0005509 Gene=COCH_protein_ Match_Acc=Q08DB7 gene=isogroup18422 length=394 numContigs=1
OG0000349	Xenia_spec_Xe_018605_T1 Xe_018605_T1 Xe_018605	Porites_asteroides_isotig10850 isotig10850 extracted_CDS GOMatch=B2IUT6 GOTerms=GO_0004888_GO_0005525_GO_0005622_GO_0007165_GO_0007264_GO_0031224_GO_0045087 Gene=Leucine-rich_repeat_containing_protein_ Match_Acc=A1ZC90 gene=isogroup09118 length=628 numContigs=1
OG0000355	Xenia_spec_Xe_020575_T1 Xe_020575_T1 Xe_020575	Porites_asteroides_isotig10552 isotig10552 extracted_CDS GOMatch=B4PFP8 GOTerms=GO_0005509 Gene=Tolloid-like_2_ Match_Acc=A4PCE0 gene=isogroup08820 length=644 numContigs=1
OG0000437	Xenia_spec_Xe_012747_T1 Xe_012747_T1 Xe_012747	Porites_asteroides_GCKDGN101B6E85 GCKDGN101B6E85 extracted_CDS GOMatch=D2A148 GOTerms=GO_0005198_GO_0005509_GO_0007155 Gene=Chordin_ Match_Acc=B0WH39 length=439 region=1 run=R_2010_02_19_08_49_25_ xy=0776_0551
OG0000439	Xenia_spec_Xe_002417_T1 Xe_002417_T1 Xe_002417	Porites_asteroides_isotig02130 isotig02130 extracted_CDS GOMatch=Q25253 GOTerms=GO_0005509_GO_0007219_GO_0007275_GO_0016020_GO_0016021_GO_0030154_GO_0050793 Gene=Notch_homolog_Scalloped_wings_ Match_Acc=Q25253 gene=isogroup00898 length=689 numContigs=2, Porites_asteroides_isotig02131 isotig02131 extracted_CDS GOMatch=A7SSU4 GOTerms=GO_0005509 Gene=EGF-like_protein__Fragment__ Match_Acc=Q962W9 gene=isogroup00898 length=654 numContigs=2
OG0000695	Xenia_spec_Xe_012977_T1 Xe_012977_T1 Xe_012977	Porites_asteroides_isotig21150 isotig21150 extracted_CDS GOMatch=Q4H2P2 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Tolloid_ Match_Acc=Q4H2P2 gene=isogroup19418 length=381 numContigs=1
