Orthogroup	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Scyphozoa_Aurelia_aurita
OG0000229	Xenia_spec_Xe_012336_T1 Xe_012336_T1 Xe_012336	Aurelia_aurita_Seg1551.1 Seg1551.1 transcript_id=Seg1551.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein 1" protein_id=Seg1551.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1436.5 Seg1436.5 transcript_id=Seg1436.5_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein 1" protein_id=Seg1436.5_GoldUCD_D3Y31 partial=true
OG0000231	Xenia_spec_Xe_000375_T1 Xe_000375_T1 Xe_000375	Aurelia_aurita_Seg3047.4 Seg3047.4 transcript_id=Seg3047.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3047.4_GoldUCD_D3Y31 partial=true
OG0000237	Xenia_spec_Xe_014192_T1 Xe_014192_T1 Xe_014192	Aurelia_aurita_Seg1932.2 Seg1932.2 transcript_id=Seg1932.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 63" protein_id=Seg1932.2_GoldUCD_D3Y31
OG0000244	Xenia_spec_Xe_004256_T1 Xe_004256_T1 Xe_004256, Xenia_spec_Xe_004204_T1 Xe_004204_T1 Xe_004204, Xenia_spec_Xe_004161_T1 Xe_004161_T1 Xe_004161	Aurelia_aurita_Seg3730.3 Seg3730.3 transcript_id=Seg3730.3_GoldUCD_mRNA.D3Y31 product=Fibrillin-2 protein_id=Seg3730.3_GoldUCD_D3Y31 partial=true
OG0000265	Xenia_spec_Xe_015827_T1 Xe_015827_T1 Xe_015827	Aurelia_aurita_Seg2819.1 Seg2819.1 transcript_id=Seg2819.1_GoldUCD_mRNA.D3Y31 product="Protein turtle A" protein_id=Seg2819.1_GoldUCD_D3Y31
OG0000268	Xenia_spec_Xe_018600_T1 Xe_018600_T1 Xe_018600	Aurelia_aurita_Seg1143.1 Seg1143.1 transcript_id=Seg1143.1_GoldUCD_mRNA.D3Y31 product="Ras-related C3 botulinum toxin substrate 1" protein_id=Seg1143.1_GoldUCD_D3Y31 partial=true
OG0000286	Xenia_spec_Xe_006853_T1 Xe_006853_T1 Xe_006853, Xenia_spec_Xe_005192_T1 Xe_005192_T1 Xe_005192, Xenia_spec_Xe_011406_T1 Xe_011406_T1 Xe_011406	Aurelia_aurita_Seg887.5 Seg887.5 transcript_id=Seg887.5_GoldUCD_mRNA.D3Y31 product="Multiple epidermal growth factor-like domains protein 10" protein_id=Seg887.5_GoldUCD_D3Y31
OG0000288	Xenia_spec_Xe_002020_T1 Xe_002020_T1 Xe_002020	Aurelia_aurita_Seg4799.3 Seg4799.3 transcript_id=Seg4799.3_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1" protein_id=Seg4799.3_GoldUCD_D3Y31, Aurelia_aurita_Seg8305.2 Seg8305.2 transcript_id=Seg8305.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg8305.2_GoldUCD_D3Y31 partial=true
OG0000309	Xenia_spec_Xe_002052_T1 Xe_002052_T1 Xe_002052	Aurelia_aurita_Seg1547.12 Seg1547.12 transcript_id=Seg1547.12_GoldUCD_mRNA.D3Y31 product="Plant intracellular Ras-group-related LRR protein 3" protein_id=Seg1547.12_GoldUCD_D3Y31
OG0000330	Xenia_spec_Xe_001209_T1 Xe_001209_T1 Xe_001209, Xenia_spec_Xe_009933_T1 Xe_009933_T1 Xe_009933	Aurelia_aurita_Seg287.9 Seg287.9 transcript_id=Seg287.9_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg287.9_GoldUCD_D3Y31
OG0000349	Xenia_spec_Xe_018605_T1 Xe_018605_T1 Xe_018605	Aurelia_aurita_Seg1666.14 Seg1666.14 transcript_id=Seg1666.14_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein SHOC-2" protein_id=Seg1666.14_GoldUCD_D3Y31
OG0000375	Xenia_spec_Xe_002414_T1 Xe_002414_T1 Xe_002414	Aurelia_aurita_Seg2350.4 Seg2350.4 transcript_id=Seg2350.4_GoldUCD_mRNA.D3Y31 product="Neurogenic locus notch protein 2" protein_id=Seg2350.4_GoldUCD_D3Y31, Aurelia_aurita_Seg2275.11 Seg2275.11 transcript_id=Seg2275.11_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg2275.11_GoldUCD_D3Y31 partial=true
OG0000399	Xenia_spec_Xe_002872_T1 Xe_002872_T1 Xe_002872	Aurelia_aurita_Seg5643.1 Seg5643.1 transcript_id=Seg5643.1_GoldUCD_mRNA.D3Y31 product="Discoidin domain-containing receptor 2" protein_id=Seg5643.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1159.5 Seg1159.5 transcript_id=Seg1159.5_GoldUCD_mRNA.D3Y31 product="Discoidin domain-containing receptor 2" protein_id=Seg1159.5_GoldUCD_D3Y31
OG0000594	Xenia_spec_Xe_020042_T1 Xe_020042_T1 Xe_020042	Aurelia_aurita_Seg5847.1 Seg5847.1 transcript_id=Seg5847.1_GoldUCD_mRNA.D3Y31 product="putative leucine-rich repeat-containing protein" protein_id=Seg5847.1_GoldUCD_D3Y31
OG0000600	Xenia_spec_Xe_008212_T1 Xe_008212_T1 Xe_008212	Aurelia_aurita_Seg523.8 Seg523.8 transcript_id=Seg523.8_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg523.8_GoldUCD_D3Y31
OG0000715	Xenia_spec_Xe_019856_T1 Xe_019856_T1 Xe_019856	Aurelia_aurita_Seg909.17 Seg909.17 transcript_id=Seg909.17_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg909.17_GoldUCD_D3Y31
