Orthogroup	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Cubozoa_Morbakka_virulenta
OG0000212	Porites_asteroides_isotig07626 isotig07626 extracted_CDS GOMatch=A7RYU6 GOTerms=GO_0008270_GO_0046872 Gene=E3_ubiquitin-protein_ligase_LRSAM1_ Match_Acc=Q6UWE0 gene=isogroup05894 length=801 numContigs=1	Morbakka_virulenta_scaffold162.g11.t1 scaffold162.g11.t1
OG0000231	Porites_asteroides_isotig09912 isotig09912 extracted_CDS GOMatch=A7RGH5 GOTerms=GO_0005198_GO_0005605_GO_0007155_GO_0007213_GO_0043113_GO_0043236 Gene=A1_XI__collagen__Fragment__ Match_Acc=Q9EQV1 gene=isogroup08180 length=677 numContigs=1	Morbakka_virulenta_scaffold23.g97.t3 scaffold23.g97.t3, Morbakka_virulenta_scaffold23.g97.t2 scaffold23.g97.t2, Morbakka_virulenta_scaffold23.g97.t1 scaffold23.g97.t1
OG0000253	Porites_asteroides_isotig04411 isotig04411 extracted_CDS GOMatch=A7S1M7 GOTerms=GO_0005622_GO_0005634_GO_0006281_GO_0008270 Gene=General_transcription_factor_II_H__polypeptide_2__isoform_CRA_a_ Match_Acc=Q91YN8 gene=isogroup02679 length=1286 numContigs=1	Morbakka_virulenta_scaffold154.g21.t1 scaffold154.g21.t1
OG0000258	Porites_asteroides_isotig16296 isotig16296 extracted_CDS GOMatch=D4QA00 GOTerms=GO_0004866_GO_0005576_GO_0005615_GO_0010951 Gene=Complement_component_C3__Fragment__ Match_Acc=D4QA00 gene=isogroup14564 length=453 numContigs=1	Morbakka_virulenta_scaffold127.g45.t1 scaffold127.g45.t1
OG0000265	Porites_asteroides_isotig03855 isotig03855 extracted_CDS Gene=Protein_turtle_homolog_B_ Match_Acc=Q9UPX0 gene=isogroup02123 length=1485 numContigs=1	Morbakka_virulenta_scaffold9.g9.t1 scaffold9.g9.t1
OG0000278	Porites_asteroides_isotig04978 isotig04978 extracted_CDS GOMatch=D2GUG5 GOTerms=GO_0004872_GO_0016021 Gene=Anthrax_toxin_receptor_2_ Match_Acc=Q6DFX2 gene=isogroup03246 length=1146 numContigs=1	Morbakka_virulenta_scaffold2.g14.t1 scaffold2.g14.t1
OG0000288	Porites_asteroides_isotig11161 isotig11161 extracted_CDS GOMatch=C3ZZV2 GOTerms=GO_0016491_GO_0046914_GO_0055114 gene=isogroup09429 length=614 numContigs=1	Morbakka_virulenta_scaffold74.g27.t1 scaffold74.g27.t1, Morbakka_virulenta_scaffold145.g15.t1 scaffold145.g15.t1
OG0000301	Porites_asteroides_isotig08726 isotig08726 extracted_CDS GOMatch=B4N2K6 GOTerms=GO_0008083_GO_0016020_GO_0051781 Gene=LD28763p_ Match_Acc=Q9VWP6 gene=isogroup06994 length=737 numContigs=1	Morbakka_virulenta_scaffold197.g27.t1 scaffold197.g27.t1
OG0000303	Porites_asteroides_isotig22568 isotig22568 extracted_CDS GOMatch=Q6PCK8 GOTerms=GO_0004872_GO_0007275_GO_0016020_GO_0016021 Gene=HyTSR1_protein_ Match_Acc=Q2MCN4 gene=isogroup20836 length=360 numContigs=1, Porites_asteroides_GCKDGN103GL7G7 GCKDGN103GL7G7 extracted_CDS length=115 region=3 run=R_2010_02_19_08_49_25_ xy=2596_0713	Morbakka_virulenta_scaffold41.g17.t1 scaffold41.g17.t1
OG0000328	Porites_asteroides_isotig06586 isotig06586 extracted_CDS GOMatch=A7RGE1 GOTerms=GO_0005488_GO_0005529_GO_0007155 gene=isogroup04854 length=899 numContigs=1	Morbakka_virulenta_scaffold91.g47.t1 scaffold91.g47.t1
OG0000349	Porites_asteroides_isotig10850 isotig10850 extracted_CDS GOMatch=B2IUT6 GOTerms=GO_0004888_GO_0005525_GO_0005622_GO_0007165_GO_0007264_GO_0031224_GO_0045087 Gene=Leucine-rich_repeat_containing_protein_ Match_Acc=A1ZC90 gene=isogroup09118 length=628 numContigs=1	Morbakka_virulenta_scaffold224.g30.t1 scaffold224.g30.t1
OG0000398	Porites_asteroides_isotig01290 isotig01290 extracted_CDS GOMatch=Q9IBG7 GOTerms=GO_0005198_GO_0005576_GO_0007155 Gene=Kielin_chordin-like_protein_ Match_Acc=Q9IBG7 gene=isogroup00478 length=2192 numContigs=2	Morbakka_virulenta_scaffold26.g83.t1 scaffold26.g83.t1
OG0000401	Porites_asteroides_GCKDGN101BCEUP GCKDGN101BCEUP extracted_CDS GOMatch=A7RU40 GOTerms=GO_0007155 length=333 region=1 run=R_2010_02_19_08_49_25_ xy=0434_1183	Morbakka_virulenta_scaffold245.g16.t2 scaffold245.g16.t2, Morbakka_virulenta_scaffold245.g16.t1 scaffold245.g16.t1
OG0000523	Porites_asteroides_isotig14613 isotig14613 extracted_CDS GOMatch=A7STA9 GOTerms=GO_0005509 Gene=TFP250_ Match_Acc=Q7YZP0 gene=isogroup12881 length=489 numContigs=1	Morbakka_virulenta_scaffold198.g33.t1 scaffold198.g33.t1
OG0000601	Porites_asteroides_GCKDGN102DK31D GCKDGN102DK31D extracted_CDS length=331 run=R_2010_02_19_08_49_25_ region=2 xy=1353_2079	Morbakka_virulenta_scaffold367.g3.t1 scaffold367.g3.t1
OG0000634	Porites_asteroides_isotig23120 isotig23120 extracted_CDS GOMatch=D2H8G3 GOTerms=GO_0001891_GO_0043654 Gene=Multiple_epidermal_growth_factor-like_domains_protein_10_ Match_Acc=Q96KG7 gene=isogroup21388 length=356 numContigs=1	Morbakka_virulenta_scaffold83.g75.t1 scaffold83.g75.t1
OG0000889	Porites_asteroides_isotig01725 isotig01725 extracted_CDS GOMatch=A7SF74 GOTerms=GO_0004672_GO_0004713_GO_0005524_GO_0006468 gene=isogroup00695 length=795 numContigs=2	Morbakka_virulenta_scaffold132.g5.t2 scaffold132.g5.t2
OG0000898	Porites_asteroides_isotig18308 isotig18308 extracted_CDS GOMatch=Q9BLJ1 GOTerms=GO_0004888_GO_0005044_GO_0005509_GO_0006955_GO_0007596_GO_0016020_GO_0030247 Gene=Ci-META1_ Match_Acc=Q9BLJ1 gene=isogroup16576 length=419 numContigs=1, Porites_asteroides_isotig19014 isotig19014 extracted_CDS GOMatch=A7RHH9 GOTerms=GO_0005509 Gene=GP2_THP-like_protein__Fragment__ Match_Acc=A8C9K9 gene=isogroup17282 length=409 numContigs=1	Morbakka_virulenta_scaffold17.g92.t1 scaffold17.g92.t1, Morbakka_virulenta_scaffold17.g92.t2 scaffold17.g92.t2
OG0001584	Porites_asteroides_isotig14903 isotig14903 extracted_CDS gene=isogroup13171 length=473 numContigs=1	Morbakka_virulenta_scaffold482.g1.t1 scaffold482.g1.t1, Morbakka_virulenta_scaffold482.g1.t2 scaffold482.g1.t2
