Orthogroup	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000010	Porites_asteroides_isotig26332 isotig26332 extracted_CDS GOMatch=B3MYW1 GOTerms=GO_0007155_GO_0031012 Gene=Terribly_reduced_optic_lobes__isoform_A_ Match_Acc=Q9W4Y4 gene=isogroup24600 length=312 numContigs=1	Exaiptasia_diaphana_XP_020894828.2 XP_020894828.2 protein eyes shut homolog [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518930.1 XP_028518930.1 basement membrane-specific heparan sulfate proteoglycan core protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518186.1 XP_028518186.1 pikachurin [Exaiptasia diaphana]
OG0000010	Porites_asteroides_isotig10815 isotig10815 extracted_CDS GOMatch=D2I4P4 GOTerms=GO_0005605_GO_0007213_GO_0031012_GO_0043113_GO_0043236 Gene=NtA_agrin_ Match_Acc=B3GQ72 gene=isogroup09083 length=632 numContigs=1	Exaiptasia_diaphana_XP_020909932.2 XP_020909932.2 uncharacterized protein LOC110247804_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517563.1 XP_028517563.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana]
OG0000011	Porites_asteroides_isotig15006 isotig15006 extracted_CDS GOMatch=C3ZMV3 GOTerms=GO_0003824_GO_0004252_GO_0006508_GO_0008233_GO_0008236_GO_0016787 Gene=Putative_apolipoprotein_a_-like_protein_2_ Match_Acc=Q16609 gene=isogroup13274 length=481 numContigs=1	Exaiptasia_diaphana_XP_020895286.2 XP_020895286.2 uncharacterized protein LOC110234259_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513122.1 XP_028513122.1 tyrosine-protein kinase transmembrane receptor Ror2-like isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894038.2 XP_020894038.2 tyrosine-protein kinase transmembrane receptor Ror2-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513123.1 XP_028513123.1 tyrosine-protein kinase transmembrane receptor Ror2-like isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516046.1 XP_028516046.1 tyrosine-protein kinase transmembrane receptor ROR2 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516044.1 XP_028516044.1 uncharacterized protein LOC110242972 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516045.1 XP_028516045.1 uncharacterized protein LOC110242972 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516043.1 XP_028516043.1 uncharacterized protein LOC110242972 isoform X1 [Exaiptasia diaphana]
OG0000012	Porites_asteroides_isotig20047 isotig20047 extracted_CDS GOMatch=A7RWN6 GOTerms=GO_0004867 Gene=Gastric_mucin__Fragment__ Match_Acc=O75372 gene=isogroup18315 length=395 numContigs=1	Exaiptasia_diaphana_XP_028517760.1 XP_028517760.1 mucin-2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903410.2 XP_020903410.2 von Willebrand factor-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519674.1 XP_028519674.1 mucin-5AC [Exaiptasia diaphana]
OG0000012	Porites_asteroides_isotig18154 isotig18154 extracted_CDS GOMatch=A7RWN6 GOTerms=GO_0004867 Gene=Gastric_mucin__Fragment__ Match_Acc=O75372 gene=isogroup16422 length=419 numContigs=1	Exaiptasia_diaphana_XP_020911414.1 XP_020911414.1 neuropilin-1a [Exaiptasia diaphana]
OG0000013	Porites_asteroides_GCKDGN102C4DAL GCKDGN102C4DAL extracted_CDS GOMatch=B0FK92 GOTerms=GO_0004871_GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=B0FK92 length=394 region=2 run=R_2010_02_19_08_49_25_ xy=1162_3259	Exaiptasia_diaphana_XP_020913045.1 XP_020913045.1 protein Wnt-2-like [Exaiptasia diaphana]
OG0000013	Porites_asteroides_isotig14310 isotig14310 extracted_CDS GOMatch=Q5J2D4 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=Q5J2D4 gene=isogroup12578 length=500 numContigs=1	Exaiptasia_diaphana_XP_020893168.1 XP_020893168.1 protein Wnt-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893167.1 XP_020893167.1 protein Wnt-1 isoform X1 [Exaiptasia diaphana]
OG0000013	Porites_asteroides_GCKDGN103GNGAZ GCKDGN103GNGAZ extracted_CDS GOMatch=A7SZ54 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=A7SZ54 length=452 region=3 run=R_2010_02_19_08_49_25_ xy=2610_1465	Exaiptasia_diaphana_XP_028519476.1 XP_028519476.1 protein Wnt-4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519475.1 XP_028519475.1 protein Wnt-4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916617.1 XP_020916617.1 protein Wnt-4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916616.1 XP_020916616.1 protein Wnt-4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519474.1 XP_028519474.1 protein Wnt-4 isoform X1 [Exaiptasia diaphana]
OG0000013	Porites_asteroides_isotig28579 isotig28579 extracted_CDS GOMatch=Q5IRC2 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=Q5IRC2 gene=isogroup26847 length=267 numContigs=1	Exaiptasia_diaphana_XP_020904766.1 XP_020904766.1 protein Wnt-4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904744.1 XP_020904744.1 protein Wnt-4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904751.1 XP_020904751.1 protein Wnt-4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904759.1 XP_020904759.1 protein Wnt-4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902344.1 XP_020902344.1 protein Wnt-4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902345.1 XP_020902345.1 protein Wnt-4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902346.1 XP_020902346.1 protein Wnt-4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902347.1 XP_020902347.1 protein Wnt-4 [Exaiptasia diaphana]
OG0000013	Porites_asteroides_isotig20937 isotig20937 extracted_CDS GOMatch=D2HKK9 GOTerms=GO_0001701_GO_0001944_GO_0003338_GO_0004871_GO_0005109_GO_0005576_GO_0005578_GO_0006917_GO_0007223_GO_0007275_GO_0008284_GO_0010628_GO_0016055_GO_0016332_GO_0021871_GO_0022009_GO_0030182_GO_0030324_GO_0032364_GO_0042475_GO_0042592_GO_0044237_GO_0045669_GO_0045879_GO_0048144_GO_0048568_GO_0050808_GO_0051145_GO_0060033_GO_0060070_GO_0060425_GO_0060428_GO_0060482_GO_0060484_GO_0060535_GO_0060560_GO_0060669_GO_0060710_GO_0061180_GO_0071300_GO_0072053_GO_0072054_GO_0072060_GO_0072061_GO_0072089_GO_0072205_GO_0072207_GO_0072236 Gene=Protein_Wnt__Fragment__ Match_Acc=Q6PDY6 gene=isogroup19205 length=385 numContigs=1	Exaiptasia_diaphana_XP_020904181.2 XP_020904181.2 protein Wnt-7b isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904180.2 XP_020904180.2 protein Wnt-7a isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904179.2 XP_020904179.2 protein Wnt-7a isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904182.1 XP_020904182.1 protein Wnt-7a isoform X4 [Exaiptasia diaphana]
OG0000013	Porites_asteroides_isotig03246 isotig03246 extracted_CDS GOMatch=A7RSS8 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=A7RSS8 gene=isogroup01514 length=2357 numContigs=1, Porites_asteroides_isotig05535 isotig05535 extracted_CDS GOMatch=Q5IHV8 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=Q5IHV8 gene=isogroup03803 length=1046 numContigs=1	Exaiptasia_diaphana_XP_028514332.1 XP_028514332.1 protein Wnt-8a isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898355.1 XP_020898355.1 protein Wnt-8b [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898335.1 XP_020898335.1 protein Wnt-8b isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898370.1 XP_020898370.1 protein Wnt-8b_ partial [Exaiptasia diaphana]
OG0000013	Porites_asteroides_GCKDGN101BB3QF GCKDGN101BB3QF extracted_CDS GOMatch=Q5J2D3 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=Q5J2D3 length=397 region=1 run=R_2010_02_19_08_49_25_ xy=0430_3157	Exaiptasia_diaphana_XP_020913046.1 XP_020913046.1 protein Wnt-10a [Exaiptasia diaphana]
OG0000014	Porites_asteroides_isotig04880 isotig04880 extracted_CDS GOMatch=A7RZX8 GOTerms=GO_0004222_GO_0005578_GO_0008233_GO_0008237_GO_0008270_GO_0031012 Gene=cDNA_FLJ53165__weakly_similar_to_Homo_sapiens_thrombospondin_repeat_containing_1__TSRC1___transcript_variant_1__mRNA_ Match_Acc=B4DR13 gene=isogroup03148 length=1170 numContigs=1	Exaiptasia_diaphana_XP_020906187.1 XP_020906187.1 ADAMTS-like protein 2 [Exaiptasia diaphana]
OG0000014	Porites_asteroides_GCKDGN102EW0RX GCKDGN102EW0RX extracted_CDS Match_Acc=A5A750 length=378 run=R_2010_02_19_08_49_25_ region=2 Gene=ADAM_metallopeptidase_with_thrombospondin_type_1_motif_20__Frag ment__ xy=1899_0923	Exaiptasia_diaphana_XP_028517311.1 XP_028517311.1 A disintegrin and metalloproteinase with thrombospondin motifs 9 [Exaiptasia diaphana]
OG0000014	Porites_asteroides_isotig03711 isotig03711 extracted_CDS GOMatch=D2HFE1 GOTerms=GO_0004222_GO_0005578_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=cDNA_FLJ45846_fis__clone_OCBBF2007039__highly_similar_to_ADAMTS-16__EC_3.4.24.-__ Match_Acc=B3KXQ2 gene=isogroup01979 length=1590 numContigs=1	Exaiptasia_diaphana_XP_020906831.1 XP_020906831.1 A disintegrin and metalloproteinase with thrombospondin motifs 16 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906830.1 XP_020906830.1 A disintegrin and metalloproteinase with thrombospondin motifs 16 [Exaiptasia diaphana]
OG0000014	Porites_asteroides_GE911073 GE911073 extracted_CDS 9574023_I17.ab1_c Past_norm2007 Porites astreoides cDNA_mRNA sequence	Exaiptasia_diaphana_XP_028515757.1 XP_028515757.1 A disintegrin and metalloproteinase with thrombospondin motifs 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908001.1 XP_020908001.1 A disintegrin and metalloproteinase with thrombospondin motifs 18 [Exaiptasia diaphana]
OG0000014	Porites_asteroides_isotig17018 isotig17018 extracted_CDS GOMatch=A7SM43 GOTerms=GO_0004222_GO_0005578_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=A_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_ 6_ Match_Acc=Q9UKP5 gene=isogroup15286 length=438 numContigs=1	Exaiptasia_diaphana_XP_020903567.1 XP_020903567.1 A disintegrin and metalloproteinase with thrombospondin motifs 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515755.1 XP_028515755.1 A disintegrin and metalloproteinase with thrombospondin motifs 18-like_ partial [Exaiptasia diaphana]
OG0000014	Porites_asteroides_isotig16735 isotig16735 extracted_CDS GOMatch=A7SIU7 GOTerms=GO_0004222_GO_0005578_GO_0008237_GO_0008270_GO_0031012 Gene=CG14869__isoform_B_ Match_Acc=Q8SXB0 gene=isogroup15003 length=444 numContigs=1, Porites_asteroides_isotig10898 isotig10898 extracted_CDS GOMatch=A7SM44 GOTerms=GO_0004222_GO_0005578_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Adamts-7_ Match_Acc=Q179V7 gene=isogroup09166 length=628 numContigs=1	Exaiptasia_diaphana_XP_028514068.1 XP_028514068.1 A disintegrin and metalloproteinase with thrombospondin motifs 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514067.1 XP_028514067.1 A disintegrin and metalloproteinase with thrombospondin motifs 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512951.1 XP_028512951.1 A disintegrin and metalloproteinase with thrombospondin motifs 18 [Exaiptasia diaphana]
OG0000014	Porites_asteroides_GCKDGN101CES4W GCKDGN101CES4W extracted_CDS GOMatch=A7SM43 GOTerms=GO_0004222_GO_0005578_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Adamts18_protein__Fragment__ Match_Acc=B7ZMV1 length=404 region=1 run=R_2010_02_19_08_49_25_ xy=0871_2670	Exaiptasia_diaphana_XP_020916890.2 XP_020916890.2 mucin-2-like_ partial [Exaiptasia diaphana]
OG0000015	Porites_asteroides_isotig27760 isotig27760 extracted_CDS GOMatch=A7RI46 GOTerms=GO_0005576_GO_0010466_GO_0030414 gene=isogroup26028 length=283 numContigs=1	Exaiptasia_diaphana_XP_020906644.1 XP_020906644.1 CUB and zona pellucida-like domain-containing protein 1 [Exaiptasia diaphana]
OG0000015	Porites_asteroides_isotig03556 isotig03556 extracted_CDS GOMatch=A7SGZ7 GOTerms=GO_0005509 Gene=Oncoprotein-induced_transcript_3_protein_ Match_Acc=Q8R4V5 gene=isogroup01824 length=1724 numContigs=1	Exaiptasia_diaphana_XP_020895186.1 XP_020895186.1 oncoprotein-induced transcript 3 protein [Exaiptasia diaphana]
OG0000015	Porites_asteroides_isotig20731 isotig20731 extracted_CDS GOMatch=A7SGZ6 GOTerms=GO_0005509 Gene=SCUBE1_protein_ Match_Acc=A0JP65 gene=isogroup18999 length=388 numContigs=1	Exaiptasia_diaphana_XP_020895226.1 XP_020895226.1 ZP domain-containing protein [Exaiptasia diaphana]
OG0000015	Porites_asteroides_isotig27995 isotig27995 extracted_CDS GOMatch=A7SGZ6 GOTerms=GO_0005509 Gene=Mesoglein__Fragment__ Match_Acc=Q1KMS3 gene=isogroup26263 length=280 numContigs=1	Exaiptasia_diaphana_XP_020913480.1 XP_020913480.1 Down syndrome cell adhesion molecule homolog [Exaiptasia diaphana]
OG0000015	Porites_asteroides_isotig07155 isotig07155 extracted_CDS GOMatch=C3ZQZ3 GOTerms=GO_0000287_GO_0005509_GO_0016740_GO_0030976 Gene=Malic_enzyme_ Match_Acc=C3ZNU4 gene=isogroup05423 length=841 numContigs=1	Exaiptasia_diaphana_XP_020898829.1 XP_020898829.1 ZP domain-containing protein [Exaiptasia diaphana]
OG0000015	Porites_asteroides_GCKDGN103GY7DX GCKDGN103GY7DX extracted_CDS GOMatch=A7RGF1 GOTerms=GO_0005509 length=441 region=3 run=R_2010_02_19_08_49_25_ xy=2744_0915	Exaiptasia_diaphana_XP_028517197.1 XP_028517197.1 ZP domain-containing protein [Exaiptasia diaphana]
OG0000015	Porites_asteroides_isotig03209 isotig03209 extracted_CDS GOMatch=C3ZXH0 GOTerms=GO_0007155_GO_0016020 Gene=Putative_uterine-ovary_specific-44_protein__Fragment__ Match_Acc=A9LYL8 gene=isogroup01477 length=2556 numContigs=1	Exaiptasia_diaphana_XP_020908757.1 XP_020908757.1 ZP domain-containing protein [Exaiptasia diaphana]
OG0000015	Porites_asteroides_isotig26531 isotig26531 extracted_CDS GOMatch=A7SXQ1 GOTerms=GO_0007155 gene=isogroup24799 length=309 numContigs=1, Porites_asteroides_isotig10268 isotig10268 extracted_CDS GOMatch=C3ZGX1 GOTerms=GO_0016020 gene=isogroup08536 length=662 numContigs=1, Porites_asteroides_isotig08942 isotig08942 extracted_CDS GOMatch=A7SXQ1 GOTerms=GO_0007155 Gene=Mesoglein__Fragment__ Match_Acc=Q1KMS3 gene=isogroup07210 length=728 numContigs=1	Exaiptasia_diaphana_XP_020915044.1 XP_020915044.1 ZP domain-containing protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516430.1 XP_028516430.1 CUB and sushi domain-containing protein 3 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516428.1 XP_028516428.1 CUB and sushi domain-containing protein 3 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518783.1 XP_028518783.1 uncharacterized protein LOC110251602 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905713.1 XP_020905713.1 LOW QUALITY PROTEIN_ ZP domain-containing protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515509.1 XP_028515509.1 ZP domain-containing protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905699.2 XP_020905699.2 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516276.1 XP_028516276.1 proteoglycan 4_ partial [Exaiptasia diaphana]
OG0000015	Porites_asteroides_isotig07633 isotig07633 extracted_CDS GOMatch=A7SGZ6 GOTerms=GO_0005509 Gene=Malic_enzyme_ Match_Acc=C3ZNU4 gene=isogroup05901 length=797 numContigs=1	Exaiptasia_diaphana_XP_020904998.1 XP_020904998.1 zona pellucida sperm-binding protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904996.2 XP_020904996.2 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907577.1 XP_020907577.1 oncoprotein-induced transcript 3 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514521.1 XP_028514521.1 ZP domain-containing protein-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901504.2 XP_020901504.2 ZP domain-containing protein [Exaiptasia diaphana]
OG0000015	Porites_asteroides_isotig07129 isotig07129 extracted_CDS GOMatch=A7RGF1 GOTerms=GO_0005509 Gene=cDNA_FLJ51324__highly_similar_to_CUB_and_zona_pellucida-like_domain-containing_protein_1_ Match_Acc=B4DUY8 gene=isogroup05397 length=842 numContigs=1	Exaiptasia_diaphana_XP_020908628.1 XP_020908628.1 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898716.1 XP_020898716.1 ZP domain-containing protein [Exaiptasia diaphana]
OG0000015	Porites_asteroides_isotig22086 isotig22086 extracted_CDS GOMatch=A7SGZ7 GOTerms=GO_0005509 gene=isogroup20354 length=369 numContigs=1	Exaiptasia_diaphana_XP_020915359.2 XP_020915359.2 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915360.1 XP_020915360.1 uncharacterized protein LOC110252848 [Exaiptasia diaphana]
OG0000016	Porites_asteroides_isotig01970 isotig01970 extracted_CDS GOMatch=A7RJ23 GOTerms=GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase__putative__Fragment__ Match_Acc=B7PMT8 gene=isogroup00818 length=1163 numContigs=2, Porites_asteroides_isotig01971 isotig01971 extracted_CDS GOMatch=A7RJ23 GOTerms=GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_16_ Match_Acc=Q4G2F5 gene=isogroup00818 length=320 numContigs=2	Exaiptasia_diaphana_XP_020891960.1 XP_020891960.1 72 kDa type IV collagenase [Exaiptasia diaphana]
OG0000016	Porites_asteroides_isotig03534 isotig03534 extracted_CDS GOMatch=A7RJ22 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_ Match_Acc=Q9U9P0 gene=isogroup01802 length=1741 numContigs=1, Porites_asteroides_isotig00727 isotig00727 extracted_CDS GOMatch=A7RJ22 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_ Match_Acc=Q9U9P0 gene=isogroup00204 length=1146 numContigs=2, Porites_asteroides_isotig00725 isotig00725 extracted_CDS GOMatch=A7RJ22 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_ Match_Acc=Q9U9P0 gene=isogroup00204 length=1217 numContigs=2	Exaiptasia_diaphana_XP_020891959.1 XP_020891959.1 LOW QUALITY PROTEIN_ matrix metalloproteinase-17-like [Exaiptasia diaphana]
OG0000016	Porites_asteroides_isotig20158 isotig20158 extracted_CDS GOMatch=Q70AB1 GOTerms=GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Putative_hatching_enzyme__Fragment__ Match_Acc=Q70AB1 gene=isogroup18426 length=395 numContigs=1	Exaiptasia_diaphana_XP_020914056.1 XP_020914056.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110251669 [Exaiptasia diaphana]
OG0000016	Porites_asteroides_isotig04983 isotig04983 extracted_CDS GOMatch=A7SNA9 GOTerms=GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase-19_ Match_Acc=Q99542 gene=isogroup03251 length=1144 numContigs=1	Exaiptasia_diaphana_XP_020898085.1 XP_020898085.1 matrilysin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897186.1 XP_020897186.1 collagenase 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894795.2 XP_020894795.2 collagenase 3 [Exaiptasia diaphana]
OG0000017	Porites_asteroides_isotig11766 isotig11766 extracted_CDS GOMatch=A7S7S1 GOTerms=GO_0004867 Gene=Leukocyte_elastase_inhibitor_ Match_Acc=P30740 gene=isogroup10034 length=581 numContigs=1	Exaiptasia_diaphana_XP_020902588.1 XP_020902588.1 serpin B6 [Exaiptasia diaphana]
OG0000017	Porites_asteroides_GCKDGN103G905P GCKDGN103G905P extracted_CDS GOMatch=A7S7S1 GOTerms=GO_0004867 Gene=Proteinase_inhibitor_I4_serpin_ Match_Acc=B2V5S5 length=404 region=3 run=R_2010_02_19_08_49_25_ xy=2867_2251, Porites_asteroides_isotig17013 isotig17013 extracted_CDS GOMatch=A7S7S1 GOTerms=GO_0004867 Gene=Proteinase_inhibitor_I4_serpin_ Match_Acc=B2V5S5 gene=isogroup15281 length=438 numContigs=1	Exaiptasia_diaphana_XP_020913182.1 XP_020913182.1 leukocyte elastase inhibitor-like [Exaiptasia diaphana]
OG0000017	Porites_asteroides_isotig04340 isotig04340 extracted_CDS GOMatch=A7SKW8 GOTerms=GO_0004867 Gene=Serine_protease_inhibitor_ Match_Acc=Q6HA07 gene=isogroup02608 length=1299 numContigs=1	Exaiptasia_diaphana_XP_020902591.1 XP_020902591.1 leukocyte elastase inhibitor A-like [Exaiptasia diaphana]
OG0000018	Porites_asteroides_isotig17989 isotig17989 extracted_CDS GOMatch=A7SEY3 GOTerms=GO_0005507_GO_0016641_GO_0055114 Gene=Gelatinase_A_ Match_Acc=Q6U7G9 gene=isogroup16257 length=424 numContigs=1	Exaiptasia_diaphana_XP_028518136.1 XP_028518136.1 uncharacterized protein LOC110249554_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907184.1 XP_020907184.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518884.1 XP_028518884.1 MAM and LDL-receptor class A domain-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911819.1 XP_020911819.1 uncharacterized protein LOC110249585 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911818.1 XP_020911818.1 uncharacterized protein LOC110249585 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911820.1 XP_020911820.1 uncharacterized protein LOC110249585 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907893.1 XP_020907893.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916250.1 XP_020916250.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513911.1 XP_028513911.1 uncharacterized protein LOC110235804_ partial [Exaiptasia diaphana]
OG0000018	Porites_asteroides_isotig07771 isotig07771 extracted_CDS GOMatch=B0W5W8 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005524_GO_0006468 Gene=Dscam_ Match_Acc=Q68J72 gene=isogroup06039 length=790 numContigs=1	Exaiptasia_diaphana_XP_028515710.1 XP_028515710.1 uncharacterized protein LOC110241854 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895213.1 XP_020895213.1 sortilin-related receptor [Exaiptasia diaphana]
OG0000019	Porites_asteroides_isotig11482 isotig11482 extracted_CDS GOMatch=Q27W10 GOTerms=GO_0008083_GO_0040007 Gene=BMP5-8__Fragment__ Match_Acc=Q27W10 gene=isogroup09750 length=601 numContigs=1	Exaiptasia_diaphana_XP_020895491.1 XP_020895491.1 bone morphogenetic protein 7 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895490.1 XP_020895490.1 bone morphogenetic protein 7 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895489.1 XP_020895489.1 bone morphogenetic protein 7 isoform X1 [Exaiptasia diaphana]
OG0000019	Porites_asteroides_isotig13411 isotig13411 extracted_CDS GOMatch=B6SCR5 GOTerms=GO_0008083_GO_0040007 Gene=BMP2_4__Fragment__ Match_Acc=B6SCR5 gene=isogroup11679 length=526 numContigs=1	Exaiptasia_diaphana_XP_020905685.1 XP_020905685.1 bone morphogenetic protein 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905684.1 XP_020905684.1 bone morphogenetic protein 4 [Exaiptasia diaphana]
OG0000019	Porites_asteroides_isotig11160 isotig11160 extracted_CDS GOMatch=Q5YJC3 GOTerms=GO_0005576_GO_0008083_GO_0040007 Gene=GDF5-like_protein_ Match_Acc=Q5YJC3 gene=isogroup09428 length=616 numContigs=1	Exaiptasia_diaphana_XP_020895368.1 XP_020895368.1 growth_differentiation factor 5 [Exaiptasia diaphana]
OG0000019	Porites_asteroides_isotig03574 isotig03574 extracted_CDS GOMatch=D2H0Q8 GOTerms=GO_0001649_GO_0001654_GO_0001822_GO_0001958_GO_0006954_GO_0006955_GO_0008083_GO_0010862_GO_0030154_GO_0030501_GO_0030509_GO_0030539_GO_0032349_GO_0040007_GO_0045666_GO_0045669_GO_0045944_GO_0046982_GO_0060395_GO_0070700 Gene=Bone_morphogenetic_protein_6_ Match_Acc=Q5CZV5 gene=isogroup01842 length=1711 numContigs=1, Porites_asteroides_isotig03506 isotig03506 extracted_CDS GOMatch=A7RNC2 GOTerms=GO_0005576_GO_0008083_GO_0040007 Gene=Anti-dorsalizing_morphogenetic_protein_1_ Match_Acc=Q91597 gene=isogroup01774 length=1790 numContigs=1	Exaiptasia_diaphana_XP_020893270.1 XP_020893270.1 protein DVR-1 homolog [Exaiptasia diaphana]
