Orthogroup	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis
OG0000195	Clytia_hemispherica_TCONS_00066994-protein TCONS_00066994-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.44374 Ccrux.Trinity.44374, Calvadosia_cruxmelitensis_Ccrux.Trinity.44376 Ccrux.Trinity.44376, Calvadosia_cruxmelitensis_Ccrux.Trinity.44372 Ccrux.Trinity.44372
OG0000197	Clytia_hemispherica_TCONS_00051925-protein TCONS_00051925-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.32048 Ccrux.Trinity.32048, Calvadosia_cruxmelitensis_Ccrux.Trinity.32050 Ccrux.Trinity.32050, Calvadosia_cruxmelitensis_Ccrux.Trinity.32047 Ccrux.Trinity.32047, Calvadosia_cruxmelitensis_Ccrux.Trinity.32046 Ccrux.Trinity.32046, Calvadosia_cruxmelitensis_Ccrux.Trinity.32049 Ccrux.Trinity.32049, Calvadosia_cruxmelitensis_Ccrux.Trinity.32051 Ccrux.Trinity.32051
OG0000199	Clytia_hemispherica_TCONS_00047808-protein TCONS_00047808-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.25100 Ccrux.Trinity.25100
OG0000200	Clytia_hemispherica_TCONS_00023146-protein TCONS_00023146-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.18866 Ccrux.Trinity.18866
OG0000201	Clytia_hemispherica_TCONS_00051608-protein TCONS_00051608-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.26513 Ccrux.Trinity.26513, Calvadosia_cruxmelitensis_Ccrux.Trinity.26511 Ccrux.Trinity.26511
OG0000202	Clytia_hemispherica_TCONS_00069097-protein TCONS_00069097-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.35368 Ccrux.Trinity.35368
OG0000203	Clytia_hemispherica_TCONS_00002252-protein TCONS_00002252-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.69582 Ccrux.Trinity.69582
OG0000209	Clytia_hemispherica_TCONS_00065263-protein TCONS_00065263-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.28583 Ccrux.Trinity.28583, Calvadosia_cruxmelitensis_Ccrux.Trinity.28580 Ccrux.Trinity.28580
OG0000210	Clytia_hemispherica_TCONS_00052810-protein TCONS_00052810-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.21750 Ccrux.Trinity.21750
OG0000211	Clytia_hemispherica_TCONS_00064022-protein TCONS_00064022-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.22700 Ccrux.Trinity.22700, Calvadosia_cruxmelitensis_Ccrux.Trinity.22695 Ccrux.Trinity.22695, Calvadosia_cruxmelitensis_Ccrux.Trinity.22699 Ccrux.Trinity.22699, Calvadosia_cruxmelitensis_Ccrux.Trinity.22697 Ccrux.Trinity.22697
OG0000213	Clytia_hemispherica_TCONS_00007329-protein TCONS_00007329-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.38933 Ccrux.Trinity.38933
OG0000230	Clytia_hemispherica_TCONS_00034683-protein TCONS_00034683-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.62505 Ccrux.Trinity.62505
OG0000231	Clytia_hemispherica_TCONS_00061987-protein TCONS_00061987-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.52579 Ccrux.Trinity.52579
OG0000236	Clytia_hemispherica_TCONS_00057922-protein TCONS_00057922-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.2453 Ccrux.Trinity.2453
OG0000237	Clytia_hemispherica_TCONS_00028314-protein TCONS_00028314-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.17741 Ccrux.Trinity.17741, Calvadosia_cruxmelitensis_Ccrux.Trinity.17745 Ccrux.Trinity.17745
OG0000248	Clytia_hemispherica_TCONS_00073674-protein TCONS_00073674-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.26843 Ccrux.Trinity.26843
OG0000253	Clytia_hemispherica_TCONS_00003407-protein TCONS_00003407-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.7701 Ccrux.Trinity.7701, Calvadosia_cruxmelitensis_Ccrux.Trinity.7700 Ccrux.Trinity.7700
OG0000267	Clytia_hemispherica_TCONS_00024032-protein TCONS_00024032-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.26944 Ccrux.Trinity.26944, Calvadosia_cruxmelitensis_Ccrux.Trinity.26946 Ccrux.Trinity.26946, Calvadosia_cruxmelitensis_Ccrux.Trinity.26947 Ccrux.Trinity.26947
OG0000272	Clytia_hemispherica_TCONS_00030863-protein TCONS_00030863-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.2582 Ccrux.Trinity.2582, Calvadosia_cruxmelitensis_Ccrux.Trinity.2580 Ccrux.Trinity.2580, Calvadosia_cruxmelitensis_Ccrux.Trinity.16987 Ccrux.Trinity.16987
OG0000275	Clytia_hemispherica_TCONS_00064165-protein TCONS_00064165-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.41096 Ccrux.Trinity.41096, Calvadosia_cruxmelitensis_Ccrux.Trinity.41095 Ccrux.Trinity.41095, Calvadosia_cruxmelitensis_Ccrux.Trinity.58674 Ccrux.Trinity.58674
OG0000280	Clytia_hemispherica_TCONS_00056421-protein TCONS_00056421-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.40427 Ccrux.Trinity.40427
OG0000282	Clytia_hemispherica_TCONS_00000534-protein TCONS_00000534-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.62444 Ccrux.Trinity.62444
OG0000285	Clytia_hemispherica_TCONS_00002465-protein TCONS_00002465-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.63015 Ccrux.Trinity.63015
OG0000286	Clytia_hemispherica_TCONS_00061110-protein TCONS_00061110-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.21233 Ccrux.Trinity.21233
OG0000288	Clytia_hemispherica_TCONS_00007150-protein TCONS_00007150-protein, Clytia_hemispherica_TCONS_00007144-protein TCONS_00007144-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.41280 Ccrux.Trinity.41280, Calvadosia_cruxmelitensis_Ccrux.Trinity.41281 Ccrux.Trinity.41281
OG0000299	Clytia_hemispherica_TCONS_00058298-protein TCONS_00058298-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.22686 Ccrux.Trinity.22686, Calvadosia_cruxmelitensis_Ccrux.Trinity.22683 Ccrux.Trinity.22683, Calvadosia_cruxmelitensis_Ccrux.Trinity.22681 Ccrux.Trinity.22681
OG0000303	Clytia_hemispherica_TCONS_00065051-protein TCONS_00065051-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.8886 Ccrux.Trinity.8886
OG0000309	Clytia_hemispherica_TCONS_00026216-protein TCONS_00026216-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.64061 Ccrux.Trinity.64061
OG0000330	Clytia_hemispherica_TCONS_00068879-protein TCONS_00068879-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.6820 Ccrux.Trinity.6820, Calvadosia_cruxmelitensis_Ccrux.Trinity.6824 Ccrux.Trinity.6824
OG0000331	Clytia_hemispherica_TCONS_00057393-protein TCONS_00057393-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.35604 Ccrux.Trinity.35604
OG0000349	Clytia_hemispherica_TCONS_00070117-protein TCONS_00070117-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.33745 Ccrux.Trinity.33745, Calvadosia_cruxmelitensis_Ccrux.Trinity.70687 Ccrux.Trinity.70687
OG0000364	Clytia_hemispherica_TCONS_00009511-protein TCONS_00009511-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.31832 Ccrux.Trinity.31832, Calvadosia_cruxmelitensis_Ccrux.Trinity.31841 Ccrux.Trinity.31841, Calvadosia_cruxmelitensis_Ccrux.Trinity.31821 Ccrux.Trinity.31821, Calvadosia_cruxmelitensis_Ccrux.Trinity.31829 Ccrux.Trinity.31829, Calvadosia_cruxmelitensis_Ccrux.Trinity.31827 Ccrux.Trinity.31827
OG0000375	Clytia_hemispherica_TCONS_00013702-protein TCONS_00013702-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.5962 Ccrux.Trinity.5962, Calvadosia_cruxmelitensis_Ccrux.Trinity.43249 Ccrux.Trinity.43249
OG0000390	Clytia_hemispherica_TCONS_00067080-protein TCONS_00067080-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.49378 Ccrux.Trinity.49378, Calvadosia_cruxmelitensis_Ccrux.Trinity.49372 Ccrux.Trinity.49372, Calvadosia_cruxmelitensis_Ccrux.Trinity.49362 Ccrux.Trinity.49362, Calvadosia_cruxmelitensis_Ccrux.Trinity.49364 Ccrux.Trinity.49364, Calvadosia_cruxmelitensis_Ccrux.Trinity.49356 Ccrux.Trinity.49356, Calvadosia_cruxmelitensis_Ccrux.Trinity.49357 Ccrux.Trinity.49357
OG0000401	Clytia_hemispherica_TCONS_00048541-protein TCONS_00048541-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.15972 Ccrux.Trinity.15972, Calvadosia_cruxmelitensis_Ccrux.Trinity.18055 Ccrux.Trinity.18055, Calvadosia_cruxmelitensis_Ccrux.Trinity.18054 Ccrux.Trinity.18054, Calvadosia_cruxmelitensis_Ccrux.Trinity.71888 Ccrux.Trinity.71888, Calvadosia_cruxmelitensis_Ccrux.Trinity.12262 Ccrux.Trinity.12262, Calvadosia_cruxmelitensis_Ccrux.Trinity.12258 Ccrux.Trinity.12258, Calvadosia_cruxmelitensis_Ccrux.Trinity.12260 Ccrux.Trinity.12260
OG0000440	Clytia_hemispherica_TCONS_00052236-protein TCONS_00052236-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.586 Ccrux.Trinity.586
OG0000463	Clytia_hemispherica_TCONS_00022780-protein TCONS_00022780-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.26478 Ccrux.Trinity.26478
OG0000476	Clytia_hemispherica_TCONS_00053396-protein TCONS_00053396-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.1151 Ccrux.Trinity.1151
OG0000490	Clytia_hemispherica_TCONS_00050256-protein TCONS_00050256-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.45770 Ccrux.Trinity.45770, Calvadosia_cruxmelitensis_Ccrux.Trinity.45771 Ccrux.Trinity.45771, Calvadosia_cruxmelitensis_Ccrux.Trinity.45774 Ccrux.Trinity.45774
OG0000502	Clytia_hemispherica_TCONS_00062929-protein TCONS_00062929-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.19603 Ccrux.Trinity.19603, Calvadosia_cruxmelitensis_Ccrux.Trinity.57008 Ccrux.Trinity.57008
OG0000520	Clytia_hemispherica_TCONS_00052732-protein TCONS_00052732-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.18361 Ccrux.Trinity.18361
OG0000530	Clytia_hemispherica_TCONS_00004294-protein TCONS_00004294-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.9022 Ccrux.Trinity.9022, Calvadosia_cruxmelitensis_Ccrux.Trinity.9017 Ccrux.Trinity.9017, Calvadosia_cruxmelitensis_Ccrux.Trinity.18102 Ccrux.Trinity.18102, Calvadosia_cruxmelitensis_Ccrux.Trinity.73196 Ccrux.Trinity.73196
OG0000534	Clytia_hemispherica_TCONS_00062180-protein TCONS_00062180-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.54624 Ccrux.Trinity.54624, Calvadosia_cruxmelitensis_Ccrux.Trinity.64258 Ccrux.Trinity.64258
OG0000535	Clytia_hemispherica_TCONS_00020989-protein TCONS_00020989-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.38237 Ccrux.Trinity.38237, Calvadosia_cruxmelitensis_Ccrux.Trinity.38242 Ccrux.Trinity.38242
OG0000541	Clytia_hemispherica_TCONS_00008256-protein TCONS_00008256-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.24547 Ccrux.Trinity.24547, Calvadosia_cruxmelitensis_Ccrux.Trinity.24546 Ccrux.Trinity.24546
OG0000677	Clytia_hemispherica_TCONS_00046698-protein TCONS_00046698-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.52569 Ccrux.Trinity.52569
OG0000721	Clytia_hemispherica_TCONS_00013307-protein TCONS_00013307-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.28297 Ccrux.Trinity.28297
OG0000722	Clytia_hemispherica_TCONS_00046392-protein TCONS_00046392-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.21029 Ccrux.Trinity.21029
OG0000723	Clytia_hemispherica_TCONS_00026126-protein TCONS_00026126-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.5078 Ccrux.Trinity.5078
OG0000730	Clytia_hemispherica_TCONS_00072704-protein TCONS_00072704-protein, Clytia_hemispherica_TCONS_00050608-protein TCONS_00050608-protein, Clytia_hemispherica_TCONS_00049410-protein TCONS_00049410-protein, Clytia_hemispherica_TCONS_00053697-protein TCONS_00053697-protein, Clytia_hemispherica_TCONS_00050107-protein TCONS_00050107-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.55555 Ccrux.Trinity.55555
OG0000904	Clytia_hemispherica_TCONS_00000690-protein TCONS_00000690-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.61107 Ccrux.Trinity.61107
OG0000907	Clytia_hemispherica_TCONS_00003916-protein TCONS_00003916-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.46775 Ccrux.Trinity.46775
OG0000908	Clytia_hemispherica_TCONS_00066897-protein TCONS_00066897-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.55458 Ccrux.Trinity.55458
OG0000909	Clytia_hemispherica_TCONS_00000776-protein TCONS_00000776-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.20864 Ccrux.Trinity.20864
OG0001094	Clytia_hemispherica_TCONS_00048291-protein TCONS_00048291-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.74306 Ccrux.Trinity.74306
OG0001097	Clytia_hemispherica_TCONS_00068351-protein TCONS_00068351-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.63894 Ccrux.Trinity.63894
OG0001196	Clytia_hemispherica_TCONS_00047349-protein TCONS_00047349-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.74288 Ccrux.Trinity.74288
OG0001197	Clytia_hemispherica_TCONS_00003236-protein TCONS_00003236-protein, Clytia_hemispherica_TCONS_00024694-protein TCONS_00024694-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.2009 Ccrux.Trinity.2009
OG0001198	Clytia_hemispherica_TCONS_00043965-protein TCONS_00043965-protein, Clytia_hemispherica_TCONS_00012549-protein TCONS_00012549-protein, Clytia_hemispherica_TCONS_00038139-protein TCONS_00038139-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.5804 Ccrux.Trinity.5804
OG0001202	Clytia_hemispherica_TCONS_00059487-protein TCONS_00059487-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.60257 Ccrux.Trinity.60257
OG0001538	Clytia_hemispherica_TCONS_00045271-protein TCONS_00045271-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.45768 Ccrux.Trinity.45768
OG0001609	Clytia_hemispherica_TCONS_00002500-protein TCONS_00002500-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.20115 Ccrux.Trinity.20115
OG0001614	Clytia_hemispherica_TCONS_00019374-protein TCONS_00019374-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.57109 Ccrux.Trinity.57109, Calvadosia_cruxmelitensis_Ccrux.Trinity.59028 Ccrux.Trinity.59028
OG0001617	Clytia_hemispherica_TCONS_00032470-protein TCONS_00032470-protein, Clytia_hemispherica_TCONS_00035632-protein TCONS_00035632-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.58181 Ccrux.Trinity.58181
OG0001618	Clytia_hemispherica_TCONS_00052230-protein TCONS_00052230-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.13818 Ccrux.Trinity.13818, Calvadosia_cruxmelitensis_Ccrux.Trinity.55198 Ccrux.Trinity.55198
