Orthogroup	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Anthozoa_Porites_asteroides
OG0000116	Clytia_hemispherica_TCONS_00053845-protein TCONS_00053845-protein	Porites_asteroides_isotig09724 isotig09724 extracted_CDS GOMatch=B0W5W8 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005524_GO_0006468 Gene=Titin_ Match_Acc=B0W5W8 gene=isogroup07992 length=692 numContigs=1
OG0000123	Clytia_hemispherica_TCONS_00053461-protein TCONS_00053461-protein, Clytia_hemispherica_TCONS_00053464-protein TCONS_00053464-protein	Porites_asteroides_GCKDGN101BSCU9 GCKDGN101BSCU9 extracted_CDS GOMatch=D0LN03 GOTerms=GO_0005102_GO_0005509_GO_0007165 Gene=EGF_calcium-binding_domain_protein_ Match_Acc=D0LN03 length=473 region=1 run=R_2010_02_19_08_49_25_ xy=0615_3731, Porites_asteroides_isotig01809 isotig01809 extracted_CDS GOMatch=A7RVN3 GOTerms=GO_0005576 Gene=Fibulin-1C_ Match_Acc=Q50JF9 gene=isogroup00737 length=708 numContigs=2, Porites_asteroides_isotig01808 isotig01808 extracted_CDS GOMatch=A7RVN3 GOTerms=GO_0005576 Gene=Fibulin-1C_ Match_Acc=Q50JF9 gene=isogroup00737 length=929 numContigs=2
OG0000126	Clytia_hemispherica_TCONS_00014329-protein TCONS_00014329-protein, Clytia_hemispherica_TCONS_00069894-protein TCONS_00069894-protein	Porites_asteroides_isotig03148 isotig03148 extracted_CDS GOMatch=Q8IU34 GOTerms=GO_0005319_GO_0006869 Gene=Vitellogenin_ Match_Acc=Q8IU34 gene=isogroup01416 length=4871 numContigs=1
OG0000129	Clytia_hemispherica_TCONS_00055545-protein TCONS_00055545-protein	Porites_asteroides_isotig03147 isotig03147 extracted_CDS GOMatch=D6W7B8 GOTerms=GO_0005319_GO_0006869 Gene=Apolipophorins_ Match_Acc=Q9U943 gene=isogroup01415 length=8171 numContigs=1
OG0000130	Clytia_hemispherica_TCONS_00055222-protein TCONS_00055222-protein	Porites_asteroides_isotig01136 isotig01136 extracted_CDS GOMatch=C3UZZ0 GOTerms=GO_0005488_GO_0005529 Gene=C-type_lectin_13_ Match_Acc=C3UZZ0 gene=isogroup00401 length=2786 numContigs=2, Porites_asteroides_isotig09963 isotig09963 extracted_CDS GOMatch=A7T0M0 GOTerms=GO_0005488 Gene=ASGPR_major_subunit__Fragment__ Match_Acc=Q6DUK3 gene=isogroup08231 length=671 numContigs=1, Porites_asteroides_isotig18245 isotig18245 extracted_CDS GOMatch=A7T0M0 GOTerms=GO_0005488 Gene=CD209_antigen-like_protein_D_ Match_Acc=B5XBS8 gene=isogroup16513 length=418 numContigs=1
OG0000131	Clytia_hemispherica_TCONS_00002425-protein TCONS_00002425-protein, Clytia_hemispherica_TCONS_00002495-protein TCONS_00002495-protein	Porites_asteroides_isotig07287 isotig07287 extracted_CDS GOMatch=A7SAX4 GOTerms=GO_0000166_GO_0004672_GO_0004872_GO_0005003_GO_0005524_GO_0006468_GO_0016020_GO_0016021 Gene=Ephrin_receptor_ Match_Acc=Q6P4R6 gene=isogroup05555 length=829 numContigs=1
OG0000138	Clytia_hemispherica_TCONS_00013674-protein TCONS_00013674-protein	Porites_asteroides_GCKDGN102DIM9E GCKDGN102DIM9E extracted_CDS GOMatch=C3Y2L2 GOTerms=GO_0005102_GO_0005615_GO_0007165 length=416 region=2 run=R_2010_02_19_08_49_25_ xy=1325_1712
OG0000146	Clytia_hemispherica_TCONS_00017109-protein TCONS_00017109-protein	Porites_asteroides_isotig16830 isotig16830 extracted_CDS gene=isogroup15098 length=441 numContigs=1
OG0000150	Clytia_hemispherica_TCONS_00003726-protein TCONS_00003726-protein	Porites_asteroides_isotig26699 isotig26699 extracted_CDS GOMatch=A7SNS8 GOTerms=GO_0016020_GO_0030154 gene=isogroup24967 length=302 numContigs=1
OG0000152	Clytia_hemispherica_TCONS_00060223-protein TCONS_00060223-protein	Porites_asteroides_isotig12193 isotig12193 extracted_CDS GOMatch=Q8AVI4 GOTerms=GO_0000164_GO_0005634_GO_0005737_GO_0019903_GO_0046579 Gene=Leucine-rich_repeat_protein_soc-2_homolog_ Match_Acc=A7SFP1 gene=isogroup10461 length=569 numContigs=1
OG0000158	Clytia_hemispherica_TCONS_00065605-protein TCONS_00065605-protein	Porites_asteroides_isotig03456 isotig03456 extracted_CDS GOMatch=A7RLY4 GOTerms=GO_0005044_GO_0006955_GO_0030247 Gene=Spondin_ Match_Acc=Q95YF9 gene=isogroup01724 length=1849 numContigs=1
OG0000160	Clytia_hemispherica_TCONS_00064739-protein TCONS_00064739-protein	Porites_asteroides_isotig27967 isotig27967 extracted_CDS GOMatch=C3ZRZ0 GOTerms=GO_0005488_GO_0005529 Gene=Epididymis-specific_type_IV_collagenase-like_protein_ Match_Acc=D1YSI4 gene=isogroup26235 length=279 numContigs=1, Porites_asteroides_isotig26685 isotig26685 extracted_CDS gene=isogroup24953 length=307 numContigs=1, Porites_asteroides_isotig00683 isotig00683 extracted_CDS GOMatch=C3ZRZ0 GOTerms=GO_0005488_GO_0005529 Gene=Cation-independent_mannose-6-phosphate_receptor_ Match_Acc=Q90681 gene=isogroup00187 length=403 numContigs=3, Porites_asteroides_isotig00681 isotig00681 extracted_CDS GOMatch=A7RX86 GOTerms=GO_0005044_GO_0016020 Gene=Cation-independent_mannose-6-phosphate_receptor_ Match_Acc=Q90681 gene=isogroup00187 length=620 numContigs=2, Porites_asteroides_GCKDGN102C7LRG GCKDGN102C7LRG extracted_CDS xy=1199_2650 length=476 run=R_2010_02_19_08_49_25_ region=2 Match_Acc=Q95MI9 Gene=Mannose-6-phosphate_insulin-like_growth_factor_II_receptor__Fragment__
OG0000160	Clytia_hemispherica_TCONS_00024235-protein TCONS_00024235-protein	Porites_asteroides_isotig24890 isotig24890 extracted_CDS GOMatch=Q4JF83 GOTerms=GO_0002633_GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0009617_GO_0016787_GO_0031012_GO_0046872 Gene=Cation-independent_mannose-6-phosphate_receptor_ Match_Acc=Q90681 gene=isogroup23158 length=333 numContigs=1
OG0000187	Clytia_hemispherica_TCONS_00003206-protein TCONS_00003206-protein	Porites_asteroides_isotig17751 isotig17751 extracted_CDS GOMatch=B2IUT6 GOTerms=GO_0004888_GO_0005525_GO_0005622_GO_0007165_GO_0007264_GO_0031224_GO_0045087 Gene=Leucine-rich_repeat-containing_protein_69_ Match_Acc=Q3KQF4 gene=isogroup16019 length=428 numContigs=1
OG0000193	Clytia_hemispherica_TCONS_00053692-protein TCONS_00053692-protein	Porites_asteroides_GCKDGN102D6QYD GCKDGN102D6QYD extracted_CDS GOMatch=B7P4D9 GOTerms=GO_0004535_GO_0016787 Gene=Glucose-repressible_alcohol_dehydrogenase__putative__Fragment__ Match_Acc=B7P4D9 length=220 region=2 run=R_2010_02_19_08_49_25_ xy=1599_3939
OG0000195	Clytia_hemispherica_TCONS_00066994-protein TCONS_00066994-protein	Porites_asteroides_isotig07810 isotig07810 extracted_CDS GOMatch=B7P3B9 GOTerms=GO_0004721_GO_0016787 Gene=Rsu1_protein__Fragment__ Match_Acc=Q5U3F0 gene=isogroup06078 length=789 numContigs=1
OG0000199	Clytia_hemispherica_TCONS_00047808-protein TCONS_00047808-protein	Porites_asteroides_isotig04160 isotig04160 extracted_CDS GOMatch=A7SYY2 GOTerms=GO_0006281_GO_0008270 Gene=26S_proteasome_non-ATPase_regulatory_subunit_4_ Match_Acc=Q58DA0 gene=isogroup02428 length=1358 numContigs=1
OG0000201	Clytia_hemispherica_TCONS_00051608-protein TCONS_00051608-protein	Porites_asteroides_isotig01166 isotig01166 extracted_CDS Gene=Leucine-rich_repeats_and_immunoglobulin-like_domains_protein_1_ Match_Acc=P70193 gene=isogroup00416 length=1962 numContigs=2
OG0000203	Clytia_hemispherica_TCONS_00002252-protein TCONS_00002252-protein	Porites_asteroides_isotig15076 isotig15076 extracted_CDS GOMatch=A7SZN2 GOTerms=GO_0005509 Gene=cDNA_FLJ76207__highly_similar_to_Homo_sapiens_delta-notch-like_EGF_repeat-containing_transmembrane__DNER___mRNA_ Match_Acc=A8K0I8 gene=isogroup13344 length=480 numContigs=1
OG0000204	Clytia_hemispherica_TCONS_00063679-protein TCONS_00063679-protein	Porites_asteroides_GCKDGN103HI8NS GCKDGN103HI8NS extracted_CDS GOMatch=B5G021 GOTerms=GO_0042645 Gene=Putative_leucine_rich_repeat_containing_59_variant_1_ Match_Acc=B5G021 length=404 region=3 run=R_2010_02_19_08_49_25_ xy=2972_1798
OG0000209	Clytia_hemispherica_TCONS_00065263-protein TCONS_00065263-protein	Porites_asteroides_GCKDGN103GEHWU GCKDGN103GEHWU extracted_CDS GOMatch=Q5U4W6 GOTerms=GO_0005634 Gene=Integrator_complex_subunit_6-B_ Match_Acc=Q5U4W6 length=279 region=3 run=R_2010_02_19_08_49_25_ xy=2508_1436
OG0000210	Clytia_hemispherica_TCONS_00052810-protein TCONS_00052810-protein	Porites_asteroides_isotig05322 isotig05322 extracted_CDS GOMatch=D2H1D9 GOTerms=GO_0005634_GO_0005737_GO_0010165 Gene=X-ray_radiation_resistance-associated_protein_1_ Match_Acc=Q3U3V8 gene=isogroup03590 length=1082 numContigs=1
OG0000213	Clytia_hemispherica_TCONS_00007329-protein TCONS_00007329-protein	Porites_asteroides_isotig11724 isotig11724 extracted_CDS GOMatch=C5NS64 GOTerms=GO_0005509_GO_0007219_GO_0007275_GO_0016020_GO_0016021_GO_0030154_GO_0050793 Gene=Notch_ Match_Acc=C5NS64 gene=isogroup09992 length=587 numContigs=1
OG0000231	Clytia_hemispherica_TCONS_00061987-protein TCONS_00061987-protein	Porites_asteroides_isotig09912 isotig09912 extracted_CDS GOMatch=A7RGH5 GOTerms=GO_0005198_GO_0005605_GO_0007155_GO_0007213_GO_0043113_GO_0043236 Gene=A1_XI__collagen__Fragment__ Match_Acc=Q9EQV1 gene=isogroup08180 length=677 numContigs=1
OG0000253	Clytia_hemispherica_TCONS_00003407-protein TCONS_00003407-protein	Porites_asteroides_isotig04411 isotig04411 extracted_CDS GOMatch=A7S1M7 GOTerms=GO_0005622_GO_0005634_GO_0006281_GO_0008270 Gene=General_transcription_factor_II_H__polypeptide_2__isoform_CRA_a_ Match_Acc=Q91YN8 gene=isogroup02679 length=1286 numContigs=1
OG0000274	Clytia_hemispherica_TCONS_00056724-protein TCONS_00056724-protein	Porites_asteroides_isotig04820 isotig04820 extracted_CDS Gene=Axonemal_leucine-rich_repeat_protein_ Match_Acc=Q8T896 gene=isogroup03088 length=1182 numContigs=1
OG0000288	Clytia_hemispherica_TCONS_00007150-protein TCONS_00007150-protein, Clytia_hemispherica_TCONS_00007144-protein TCONS_00007144-protein	Porites_asteroides_isotig11161 isotig11161 extracted_CDS GOMatch=C3ZZV2 GOTerms=GO_0016491_GO_0046914_GO_0055114 gene=isogroup09429 length=614 numContigs=1
OG0000303	Clytia_hemispherica_TCONS_00065051-protein TCONS_00065051-protein	Porites_asteroides_isotig22568 isotig22568 extracted_CDS GOMatch=Q6PCK8 GOTerms=GO_0004872_GO_0007275_GO_0016020_GO_0016021 Gene=HyTSR1_protein_ Match_Acc=Q2MCN4 gene=isogroup20836 length=360 numContigs=1, Porites_asteroides_GCKDGN103GL7G7 GCKDGN103GL7G7 extracted_CDS length=115 region=3 run=R_2010_02_19_08_49_25_ xy=2596_0713
OG0000314	Clytia_hemispherica_TCONS_00070109-protein TCONS_00070109-protein	Porites_asteroides_isotig23443 isotig23443 extracted_CDS GOMatch=C3Z7V4 GOTerms=GO_0005488 Gene=Rab_family_protein_ Match_Acc=Q8KC98 gene=isogroup21711 length=351 numContigs=1
OG0000349	Clytia_hemispherica_TCONS_00070117-protein TCONS_00070117-protein	Porites_asteroides_isotig10850 isotig10850 extracted_CDS GOMatch=B2IUT6 GOTerms=GO_0004888_GO_0005525_GO_0005622_GO_0007165_GO_0007264_GO_0031224_GO_0045087 Gene=Leucine-rich_repeat_containing_protein_ Match_Acc=A1ZC90 gene=isogroup09118 length=628 numContigs=1
OG0000401	Clytia_hemispherica_TCONS_00048541-protein TCONS_00048541-protein	Porites_asteroides_GCKDGN101BCEUP GCKDGN101BCEUP extracted_CDS GOMatch=A7RU40 GOTerms=GO_0007155 length=333 region=1 run=R_2010_02_19_08_49_25_ xy=0434_1183
OG0000439	Clytia_hemispherica_TCONS_00009709-protein TCONS_00009709-protein	Porites_asteroides_isotig02130 isotig02130 extracted_CDS GOMatch=Q25253 GOTerms=GO_0005509_GO_0007219_GO_0007275_GO_0016020_GO_0016021_GO_0030154_GO_0050793 Gene=Notch_homolog_Scalloped_wings_ Match_Acc=Q25253 gene=isogroup00898 length=689 numContigs=2, Porites_asteroides_isotig02131 isotig02131 extracted_CDS GOMatch=A7SSU4 GOTerms=GO_0005509 Gene=EGF-like_protein__Fragment__ Match_Acc=Q962W9 gene=isogroup00898 length=654 numContigs=2
OG0000534	Clytia_hemispherica_TCONS_00062180-protein TCONS_00062180-protein	Porites_asteroides_GCKDGN103FO6VJ GCKDGN103FO6VJ extracted_CDS GOMatch=A7T6Y9 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=BACR44L22.3-like_protein__Fragment__ Match_Acc=Q9GTN4 length=349 region=3 run=R_2010_02_19_08_49_25_ xy=2220_0381
OG0000535	Clytia_hemispherica_TCONS_00020989-protein TCONS_00020989-protein	Porites_asteroides_isotig01413 isotig01413 extracted_CDS GOMatch=Q4S2G3 GOTerms=GO_0004888_GO_0005509_GO_0007596_GO_0008218_GO_0016020_GO_0018298 Gene=C._briggsae_CBR-UNC-89_protein__Fragment__ Match_Acc=A8XEH5 gene=isogroup00539 length=976 numContigs=2, Porites_asteroides_isotig01412 isotig01412 extracted_CDS GOMatch=D6WQG9 GOTerms=GO_0016021 Gene=Myosin_light_chain_kinase__smooth_muscle_ Match_Acc=P11799 gene=isogroup00539 length=1319 numContigs=2, Porites_asteroides_isotig23364 isotig23364 extracted_CDS gene=isogroup21632 length=356 numContigs=1
OG0000677	Clytia_hemispherica_TCONS_00046698-protein TCONS_00046698-protein	Porites_asteroides_isotig23507 isotig23507 extracted_CDS GOMatch=A7S854 GOTerms=GO_0007155_GO_0031012 Gene=Netrin_4_ Match_Acc=Q0VEM1 gene=isogroup21775 length=349 numContigs=1, Porites_asteroides_isotig22286 isotig22286 extracted_CDS GOMatch=A7S854 GOTerms=GO_0007155_GO_0031012 Gene=C._briggsae_CBR-LAM-3_protein_ Match_Acc=A8WKH5 gene=isogroup20554 length=368 numContigs=1
