Orthogroup	Insecta_Diptera_Drosophila_melanogaster	Chordata_Vertebrata_Danio_rerio
OG0000084	Drosophila_melanogaster_tr_Q86BH1_Q86BH1_DROME tr|Q86BH1|Q86BH1_DROME Multiplexin_ isoform E OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_E1JI50_E1JI50_DROME tr|E1JI50|E1JI50_DROME Multiplexin_ isoform F OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_Q8MT89_Q8MT89_DROME tr|Q8MT89|Q8MT89_DROME GH14382p OS=Drosophila melanogaster OX=7227 GN=Mp PE=2 SV=1, Drosophila_melanogaster_tr_X2JGC3_X2JGC3_DROME tr|X2JGC3|X2JGC3_DROME Multiplexin_ isoform S OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_E1JI49_E1JI49_DROME tr|E1JI49|E1JI49_DROME Multiplexin_ isoform H OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_X2JC42_X2JC42_DROME tr|X2JC42|X2JC42_DROME Multiplexin_ isoform T OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_E1JIE0_E1JIE0_DROME tr|E1JIE0|E1JIE0_DROME Multiplexin_ isoform M OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_M9ND55_M9ND55_DROME tr|M9ND55|M9ND55_DROME Multiplexin_ isoform R OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_E1JIE3_E1JIE3_DROME tr|E1JIE3|E1JIE3_DROME Multiplexin_ isoform O OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=2, Drosophila_melanogaster_tr_E1JID9_E1JID9_DROME tr|E1JID9|E1JID9_DROME Multiplexin_ isoform G OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_E1JIE1_E1JIE1_DROME tr|E1JIE1|E1JIE1_DROME Multiplexin_ isoform B OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_E1JIE2_E1JIE2_DROME tr|E1JIE2|E1JIE2_DROME Multiplexin_ isoform L OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_X2JCL0_X2JCL0_DROME tr|X2JCL0|X2JCL0_DROME Multiplexin_ isoform U OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_E1JI52_E1JI52_DROME tr|E1JI52|E1JI52_DROME Multiplexin_ isoform J OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1	Danio_rerio_tr_B0S8G5_B0S8G5_DANRE tr|B0S8G5|B0S8G5_DANRE Col18a1 protein OS=Danio rerio OX=7955 GN=col18a1 PE=1 SV=1
OG0000088	Drosophila_melanogaster_tr_O02029_O02029_DROME tr|O02029|O02029_DROME M-spondin OS=Drosophila melanogaster OX=7227 GN=mspo PE=2 SV=1, Drosophila_melanogaster_tr_Q7JY80_Q7JY80_DROME tr|Q7JY80|Q7JY80_DROME M-spondin_ isoform A OS=Drosophila melanogaster OX=7227 GN=mspo PE=2 SV=1	Danio_rerio_tr_O42111_O42111_DANRE tr|O42111|O42111_DANRE MINDIN1 OS=Danio rerio OX=7955 GN=mindin1 PE=2 SV=1, Danio_rerio_tr_Q0V935_Q0V935_DANRE tr|Q0V935|Q0V935_DANRE Spon2b protein OS=Danio rerio OX=7955 GN=etID309958.14 PE=2 SV=1
OG0000088	Drosophila_melanogaster_tr_Q8T988_Q8T988_DROME tr|Q8T988|Q8T988_DROME SD07907p OS=Drosophila melanogaster OX=7227 GN=CG17740 PE=2 SV=1, Drosophila_melanogaster_tr_A1Z8W6_A1Z8W6_DROME tr|A1Z8W6|A1Z8W6_DROME Spondin-1 OS=Drosophila melanogaster OX=7227 GN=CG17740 PE=2 SV=1, Drosophila_melanogaster_tr_Q3ZAL6_Q3ZAL6_DROME tr|Q3ZAL6|Q3ZAL6_DROME Spondin-1 OS=Drosophila melanogaster OX=7227 GN=CG17740 PE=2 SV=1, Drosophila_melanogaster_tr_Q7K3Y9_Q7K3Y9_DROME tr|Q7K3Y9|Q7K3Y9_DROME Spondin-1 OS=Drosophila melanogaster OX=7227 GN=Dmel\CG17739 PE=2 SV=1, Drosophila_melanogaster_tr_Q95S22_Q95S22_DROME tr|Q95S22|Q95S22_DROME HL01082p OS=Drosophila melanogaster OX=7227 GN=fat-spondin PE=2 SV=1, Drosophila_melanogaster_tr_Q7KN04_Q7KN04_DROME tr|Q7KN04|Q7KN04_DROME Spondin-1 OS=Drosophila melanogaster OX=7227 GN=fat-spondin PE=1 SV=1	Danio_rerio_tr_O42114_O42114_DANRE tr|O42114|O42114_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=cb1051 PE=2 SV=1, Danio_rerio_tr_F1R2Z9_F1R2Z9_DANRE tr|F1R2Z9|F1R2Z9_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=F-spondin2 PE=4 SV=3, Danio_rerio_tr_O42113_O42113_DANRE tr|O42113|O42113_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=F-spondin1 PE=2 SV=1
OG0000089	Drosophila_melanogaster_sp_Q24025_SOG_DROME sp|Q24025|SOG_DROME Dorsal-ventral patterning protein Sog OS=Drosophila melanogaster OX=7227 GN=sog PE=1 SV=1, Drosophila_melanogaster_tr_M9PH73_M9PH73_DROME tr|M9PH73|M9PH73_DROME Dorsal-ventral patterning protein Sog OS=Drosophila melanogaster OX=7227 GN=sog PE=3 SV=1	Danio_rerio_tr_F1QKY4_F1QKY4_DANRE tr|F1QKY4|F1QKY4_DANRE Chordin OS=Danio rerio OX=7955 GN=chd PE=3 SV=1, Danio_rerio_sp_O57472_CHRD_DANRE sp|O57472|CHRD_DANRE Chordin OS=Danio rerio OX=7955 GN=chd PE=2 SV=1
OG0000095	Drosophila_melanogaster_tr_A4UZB1_A4UZB1_DROME tr|A4UZB1|A4UZB1_DROME Magu_ isoform F OS=Drosophila melanogaster OX=7227 GN=magu PE=4 SV=1, Drosophila_melanogaster_tr_Q95TQ2_Q95TQ2_DROME tr|Q95TQ2|Q95TQ2_DROME LD30894p OS=Drosophila melanogaster OX=7227 GN=magu PE=2 SV=1, Drosophila_melanogaster_tr_Q0E9E0_Q0E9E0_DROME tr|Q0E9E0|Q0E9E0_DROME FI05255p OS=Drosophila melanogaster OX=7227 GN=magu PE=2 SV=1, Drosophila_melanogaster_tr_Q86MK1_Q86MK1_DROME tr|Q86MK1|Q86MK1_DROME CG2264A OS=Drosophila melanogaster OX=7227 GN=magu PE=2 SV=1	Danio_rerio_tr_E7EDQ9_E7EDQ9_DANRE tr|E7EDQ9|E7EDQ9_DANRE SPARC-related modular calcium-binding 1 OS=Danio rerio OX=7955 GN=smoc1 PE=2 SV=1
OG0000120	Drosophila_melanogaster_tr_B7YZN0_B7YZN0_DROME tr|B7YZN0|B7YZN0_DROME Syndecan OS=Drosophila melanogaster OX=7227 GN=Sdc PE=1 SV=2, Drosophila_melanogaster_tr_E1JGQ9_E1JGQ9_DROME tr|E1JGQ9|E1JGQ9_DROME Syndecan OS=Drosophila melanogaster OX=7227 GN=Sdc PE=1 SV=2, Drosophila_melanogaster_sp_P49415_SDC_DROME sp|P49415|SDC_DROME Syndecan OS=Drosophila melanogaster OX=7227 GN=Sdc PE=2 SV=2, Drosophila_melanogaster_tr_B7YZM9_B7YZM9_DROME tr|B7YZM9|B7YZM9_DROME Syndecan OS=Drosophila melanogaster OX=7227 GN=Sdc PE=1 SV=1, Drosophila_melanogaster_tr_A0A0B4LG79_A0A0B4LG79_DROME tr|A0A0B4LG79|A0A0B4LG79_DROME Syndecan OS=Drosophila melanogaster OX=7227 GN=Sdc PE=1 SV=1, Drosophila_melanogaster_tr_A0A0B4K862_A0A0B4K862_DROME tr|A0A0B4K862|A0A0B4K862_DROME Syndecan OS=Drosophila melanogaster OX=7227 GN=Sdc PE=3 SV=1	Danio_rerio_tr_Q0JY12_Q0JY12_DANRE tr|Q0JY12|Q0JY12_DANRE Syndecan 4 OS=Danio rerio OX=7955 GN=SDC4 PE=2 SV=1, Danio_rerio_tr_Q66I66_Q66I66_DANRE tr|Q66I66|Q66I66_DANRE Syndecan OS=Danio rerio OX=7955 GN=zgc_103676 PE=2 SV=1, Danio_rerio_tr_F1DFN3_F1DFN3_DANRE tr|F1DFN3|F1DFN3_DANRE Syndecan _Fragment_ OS=Danio rerio OX=7955 GN=sdc3 PE=2 SV=1
OG0000141	Drosophila_melanogaster_tr_Q9VVK3_Q9VVK3_DROME tr|Q9VVK3|Q9VVK3_DROME Ccn OS=Drosophila melanogaster OX=7227 GN=Ccn PE=2 SV=2	Danio_rerio_tr_A8WG98_A8WG98_DANRE tr|A8WG98|A8WG98_DANRE WNT1-inducible-signaling pathway protein 1 precursor OS=Danio rerio OX=7955 GN=wisp1b PE=2 SV=1, Danio_rerio_tr_D0E2W1_D0E2W1_DANRE tr|D0E2W1|D0E2W1_DANRE Cellular communication network factor 4a precursor OS=Danio rerio OX=7955 GN=si_ch211-38f10.2 PE=2 SV=1, Danio_rerio_tr_D0E2W2_D0E2W2_DANRE tr|D0E2W2|D0E2W2_DANRE Cellular communication network factor 6 OS=Danio rerio OX=7955 GN=si_dkey-119m7.6 PE=2 SV=1, Danio_rerio_tr_D0E2V9_D0E2V9_DANRE tr|D0E2V9|D0E2V9_DANRE WNT1 inducible signaling pathway protein 2 OS=Danio rerio OX=7955 GN=wisp2 PE=2 SV=1, Danio_rerio_tr_Q5RI33_Q5RI33_DANRE tr|Q5RI33|Q5RI33_DANRE Cellular communication network factor 2a _Fragment_ OS=Danio rerio OX=7955 GN=ctgf PE=2 SV=1, Danio_rerio_tr_A6XA79_A6XA79_DANRE tr|A6XA79|A6XA79_DANRE Cellular communication network factor 2b precursor OS=Danio rerio OX=7955 GN=ctgf PE=2 SV=1, Danio_rerio_tr_A5PN60_A5PN60_DANRE tr|A5PN60|A5PN60_DANRE Cellular communication network factor 2b OS=Danio rerio OX=7955 GN=ctgfb PE=2 SV=1, Danio_rerio_tr_A0A0R4IXA2_A0A0R4IXA2_DANRE tr|A0A0R4IXA2|A0A0R4IXA2_DANRE Cellular communication network factor 1_-like 2 OS=Danio rerio OX=7955 GN=cyr61 PE=3 SV=1, Danio_rerio_tr_Q567G9_Q567G9_DANRE tr|Q567G9|Q567G9_DANRE Cellular communication network factor 1_ like 1 precursor OS=Danio rerio OX=7955 GN=zgc_112060 PE=2 SV=1, Danio_rerio_tr_F1QL10_F1QL10_DANRE tr|F1QL10|F1QL10_DANRE Cellular communication network factor 1 OS=Danio rerio OX=7955 GN=cyr61 PE=3 SV=1
OG0000236	Drosophila_melanogaster_tr_Q9BLX1_Q9BLX1_DROME tr|Q9BLX1|Q9BLX1_DROME PDGF-and VEGF-related factor 1_ isoform B OS=Drosophila melanogaster OX=7227 GN=Pvf1 PE=2 SV=1, Drosophila_melanogaster_tr_Q9VWP6_Q9VWP6_DROME tr|Q9VWP6|Q9VWP6_DROME LD28763p OS=Drosophila melanogaster OX=7227 GN=Pvf1 PE=2 SV=3, Drosophila_melanogaster_tr_X2JCH3_X2JCH3_DROME tr|X2JCH3|X2JCH3_DROME PDGF-and VEGF-related factor 1_ isoform C OS=Drosophila melanogaster OX=7227 GN=Pvf1 PE=3 SV=1	Danio_rerio_tr_A5PMP7_A5PMP7_DANRE tr|A5PMP7|A5PMP7_DANRE Platelet-derived growth factor alpha a precursor OS=Danio rerio OX=7955 GN=pdgfa PE=3 SV=1, Danio_rerio_tr_Q08CD2_Q08CD2_DANRE tr|Q08CD2|Q08CD2_DANRE Platelet derived growth factor alpha b OS=Danio rerio OX=7955 GN=wu_fc32c12 PE=2 SV=1, Danio_rerio_tr_A0A8M9PWR6_A0A8M9PWR6_DANRE tr|A0A8M9PWR6|A0A8M9PWR6_DANRE Platelet-derived growth factor beta polypeptide b OS=Danio rerio OX=7955 GN=pdgfbb PE=3 SV=1
OG0000248	Drosophila_melanogaster_tr_Q9VCC7_Q9VCC7_DROME tr|Q9VCC7|Q9VCC7_DROME FI03681p OS=Drosophila melanogaster OX=7227 GN=Kal1 PE=2 SV=2, Drosophila_melanogaster_tr_Q95SS0_Q95SS0_DROME tr|Q95SS0|Q95SS0_DROME GH04611p OS=Drosophila melanogaster OX=7227 GN=Kal1 PE=2 SV=1	Danio_rerio_tr_Q1MT36_Q1MT36_DANRE tr|Q1MT36|Q1MT36_DANRE Anosmin 1b OS=Danio rerio OX=7955 GN=anosmin-1b PE=4 SV=1, Danio_rerio_tr_Q9IAR4_Q9IAR4_DANRE tr|Q9IAR4|Q9IAR4_DANRE Anosmin-1 OS=Danio rerio OX=7955 GN=wu_fl91z45 PE=2 SV=1
OG0000269	Drosophila_melanogaster_tr_Q8IGN3_Q8IGN3_DROME tr|Q8IGN3|Q8IGN3_DROME RE59052p OS=Drosophila melanogaster OX=7227 GN=CG6867 PE=2 SV=1, Drosophila_melanogaster_tr_Q9VWZ7_Q9VWZ7_DROME tr|Q9VWZ7|Q9VWZ7_DROME FI21454p1 OS=Drosophila melanogaster OX=7227 GN=CT21241 PE=2 SV=2	Danio_rerio_tr_F2Z4S9_F2Z4S9_DANRE tr|F2Z4S9|F2Z4S9_DANRE Gliomedin OS=Danio rerio OX=7955 GN=colm PE=4 SV=1
