N17.HOG0000212	OG0000336	n0																											Caenorhabditis_elegans_ZK666.6 ZK666.6, Caenorhabditis_elegans_ZK666.5 ZK666.5, Caenorhabditis_elegans_F15D3.2 F15D3.2, Caenorhabditis_elegans_F35C5.5b F35C5.5b, Caenorhabditis_elegans_F35C5.7 F35C5.7, Caenorhabditis_elegans_F35C5.6 F35C5.6, Caenorhabditis_elegans_F35C5.8 F35C5.8, Caenorhabditis_elegans_F35C5.9 F35C5.9, Caenorhabditis_elegans_ZK673.9 ZK673.9, Caenorhabditis_elegans_ZK666.3 ZK666.3, Caenorhabditis_elegans_F09G8.8 F09G8.8, Caenorhabditis_elegans_W02D7.2 W02D7.2, Caenorhabditis_elegans_Y39A1B.1 Y39A1B.1, Caenorhabditis_elegans_ZK666.7 ZK666.7					
N17.HOG0000213	OG0000351	n0																											Caenorhabditis_elegans_K08B4.6 K08B4.6, Caenorhabditis_elegans_R01B10.1a R01B10.1a					
N17.HOG0000214	OG0000353	n0																											Caenorhabditis_elegans_F29C4.8e F29C4.8e					
N17.HOG0000215	OG0000371	n0																														Schmidtea_mediterranea_maker-scaffold16205-augustus-gene-1.38-mRNA-1 maker-scaffold16205-augustus-gene-1.38-mRNA-1 protein AED_0.00 eAED_0.00 QI_117|1|1|1|0.57|0.86|15|371|685		
N17.HOG0000216	OG0000449	n0																														Schmidtea_mediterranea_maker-scaffold6683-augustus-gene-0.10-mRNA-1 maker-scaffold6683-augustus-gene-0.10-mRNA-1 protein AED_0.33 eAED_0.33 QI_0|0.5|0.66|0.66|0.5|0.66|3|5|216		
N17.HOG0000217	OG0000477	n0																											Caenorhabditis_elegans_Y26D4A.4b Y26D4A.4b					
N17.HOG0000218	OG0000489	n0																														Schmidtea_mediterranea_maker-scaffold9309-augustus-gene-0.53-mRNA-1 maker-scaffold9309-augustus-gene-0.53-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.8|0.87|0.93|0.66|0.87|16|110|987		
N17.HOG0000219	OG0000495	n0																											Caenorhabditis_elegans_F11D11.5 F11D11.5, Caenorhabditis_elegans_Y17D7B.6 Y17D7B.6, Caenorhabditis_elegans_F11D11.1 F11D11.1, Caenorhabditis_elegans_Y17D7B.8 Y17D7B.8, Caenorhabditis_elegans_F11D11.14 F11D11.14, Caenorhabditis_elegans_F17C11.5 F17C11.5, Caenorhabditis_elegans_Y116A8C.21 Y116A8C.21, Caenorhabditis_elegans_F38C2.6 F38C2.6, Caenorhabditis_elegans_F33E2.3 F33E2.3					
N17.HOG0000220	OG0000508	n0																														Schmidtea_mediterranea_maker-scaffold2512-snap-gene-0.34-mRNA-1 maker-scaffold2512-snap-gene-0.34-mRNA-1 protein AED_0.52 eAED_0.59 QI_0|0.18|0.25|0.33|1|1|12|0|370		
N17.HOG0000221	OG0000542	n0																											Caenorhabditis_elegans_K07C11.5 K07C11.5					
N17.HOG0000222	OG0000550	n1																											Caenorhabditis_elegans_F52B11.3 F52B11.3					
N17.HOG0000223	OG0000550	n2																											Caenorhabditis_elegans_C29E6.1c C29E6.1c					
N17.HOG0000224	OG0000565	n0																											Caenorhabditis_elegans_VC5.2 VC5.2					
N17.HOG0000225	OG0000573	n0																											Caenorhabditis_elegans_T09F5.9 T09F5.9, Caenorhabditis_elegans_F07C4.2 F07C4.2, Caenorhabditis_elegans_B0365.5b B0365.5b					
N17.HOG0000226	OG0000575	n0																														Schmidtea_mediterranea_maker-scaffold5053-snap-gene-0.61-mRNA-1 maker-scaffold5053-snap-gene-0.61-mRNA-1 protein AED_0.33 eAED_0.38 QI_0|0.3|0.45|0.81|0.4|0.45|11|253|658, Schmidtea_mediterranea_snap_masked-scaffold10953-processed-gene-0.9-mRNA-1 snap_masked-scaffold10953-processed-gene-0.9-mRNA-1 protein AED_0.22 eAED_0.22 QI_0|0|0|0.2|1|1|10|0|681		
N17.HOG0000227	OG0000618	n0																											Caenorhabditis_elegans_F10F2.8 F10F2.8, Caenorhabditis_elegans_F10F2.7 F10F2.7, Caenorhabditis_elegans_Y46C8AL.1 Y46C8AL.1, Caenorhabditis_elegans_F47C12.4 F47C12.4, Caenorhabditis_elegans_B0432.12 B0432.12, Caenorhabditis_elegans_Y25C1A.1 Y25C1A.1, Caenorhabditis_elegans_R08C7.6 R08C7.6					
N17.HOG0000228	OG0000630	n0																														Schmidtea_mediterranea_maker-scaffold17369-augustus-gene-0.23-mRNA-1 maker-scaffold17369-augustus-gene-0.23-mRNA-1 protein AED_0.01 eAED_0.00 QI_20|1|0.8|1|0.5|0.4|5|116|564		
N17.HOG0000229	OG0000662	n0																														Schmidtea_mediterranea_maker-scaffold4286-snap-gene-0.61-mRNA-1 maker-scaffold4286-snap-gene-0.61-mRNA-1 protein AED_0.36 eAED_0.36 QI_0|0.66|0.25|1|0.33|0.25|4|102|114		
N17.HOG0000230	OG0000674	n0																														Schmidtea_mediterranea_maker-scaffold8513-snap-gene-1.48-mRNA-1 maker-scaffold8513-snap-gene-1.48-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.84|0.77|0.92|0.80|0.85|27|949|1541		
N17.HOG0000231	OG0000749	n0																											Caenorhabditis_elegans_C34G6.6c C34G6.6c					
N17.HOG0000232	OG0000751	n0																											Caenorhabditis_elegans_B0511.5 B0511.5, Caenorhabditis_elegans_Y53C12B.6 Y53C12B.6, Caenorhabditis_elegans_F22B5.3 F22B5.3, Caenorhabditis_elegans_C47G2.1 C47G2.1, Caenorhabditis_elegans_R07E3.3b R07E3.3b, Caenorhabditis_elegans_E04D5.3 E04D5.3					
N17.HOG0000233	OG0000752	n0																											Caenorhabditis_elegans_F54D8.1 F54D8.1, Caenorhabditis_elegans_F17C11.3 F17C11.3, Caenorhabditis_elegans_T01B7.7 T01B7.7, Caenorhabditis_elegans_ZK836.1 ZK836.1, Caenorhabditis_elegans_D2023.7 D2023.7, Caenorhabditis_elegans_B0491.2 B0491.2					
N17.HOG0000234	OG0000754	n0																														Schmidtea_mediterranea_maker-scaffold780-snap-gene-0.62-mRNA-1 maker-scaffold780-snap-gene-0.62-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.2|0|0.33|1|1|6|0|241, Schmidtea_mediterranea_snap_masked-scaffold8022-processed-gene-0.4-mRNA-1 snap_masked-scaffold8022-processed-gene-0.4-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.5|0|0.66|1|1|3|0|126, Schmidtea_mediterranea_maker-scaffold6320-augustus-gene-0.13-mRNA-1 maker-scaffold6320-augustus-gene-0.13-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|1|0|1|0|0.5|2|0|258, Schmidtea_mediterranea_maker-scaffold22167-snap-gene-0.11-mRNA-1 maker-scaffold22167-snap-gene-0.11-mRNA-1 protein AED_0.47 eAED_0.47 QI_0|0.2|0|0.83|0.8|0.83|6|0|257, Schmidtea_mediterranea_maker-scaffold780-snap-gene-0.58-mRNA-1 maker-scaffold780-snap-gene-0.58-mRNA-1 protein AED_0.26 eAED_0.28 QI_0|0|0|0.66|0|0|3|0|166, Schmidtea_mediterranea_maker-scaffold5798-augustus-gene-0.41-mRNA-1 maker-scaffold5798-augustus-gene-0.41-mRNA-1 protein AED_0.17 eAED_0.17 QI_53|0.66|0.75|1|0.33|0.5|4|129|226		
N17.HOG0000235	OG0000766	n0																														Schmidtea_mediterranea_maker-scaffold5831-snap-gene-1.60-mRNA-1 maker-scaffold5831-snap-gene-1.60-mRNA-1 protein AED_0.57 eAED_0.58 QI_0|0|0|0.5|0|0|4|0|145		
N17.HOG0000236	OG0000778	n0																														Schmidtea_mediterranea_maker-scaffold8791-snap-gene-0.63-mRNA-1 maker-scaffold8791-snap-gene-0.63-mRNA-1 protein AED_0.00 eAED_0.00 QI_71|1|1|1|0.5|0.33|3|51|743		
N17.HOG0000237	OG0000808	n0																														Schmidtea_mediterranea_maker-scaffold11684-snap-gene-0.38-mRNA-1 maker-scaffold11684-snap-gene-0.38-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|0|0.5|0.5|0|0.5|2|111|549		
N17.HOG0000238	OG0000809	n0																											Caenorhabditis_elegans_C56E6.6 C56E6.6					
N17.HOG0000239	OG0000826	n0																														Schmidtea_mediterranea_maker-scaffold3899-augustus-gene-0.8-mRNA-1 maker-scaffold3899-augustus-gene-0.8-mRNA-1 protein AED_0.15 eAED_0.15 QI_24|1|1|1|1|1|2|267|160		
N17.HOG0000240	OG0000940	n0																														Schmidtea_mediterranea_maker-scaffold4313-augustus-gene-0.56-mRNA-1 maker-scaffold4313-augustus-gene-0.56-mRNA-1 protein AED_0.11 eAED_0.11 QI_305|1|1|1|0.5|0.8|5|97|249		
N17.HOG0000241	OG0000941	n0																											Caenorhabditis_elegans_Y55F3C.5 Y55F3C.5, Caenorhabditis_elegans_H02K04.2 H02K04.2, Caenorhabditis_elegans_C29F3.5 C29F3.5, Caenorhabditis_elegans_C29F3.4 C29F3.4, Caenorhabditis_elegans_H02K04.1 H02K04.1					
N17.HOG0000242	OG0000942	n0																											Caenorhabditis_elegans_R07B1.2 R07B1.2, Caenorhabditis_elegans_DC2.3e DC2.3e, Caenorhabditis_elegans_C16H3.2 C16H3.2, Caenorhabditis_elegans_R07B1.10 R07B1.10, Caenorhabditis_elegans_W01A11.4 W01A11.4					
N17.HOG0000243	OG0000943	n0																											Caenorhabditis_elegans_B0024.2 B0024.2, Caenorhabditis_elegans_C30F2.1 C30F2.1, Caenorhabditis_elegans_T11B7.3b T11B7.3b, Caenorhabditis_elegans_F17C8.2 F17C8.2, Caenorhabditis_elegans_B0024.1 B0024.1					
N17.HOG0000244	OG0000946	n0																														Schmidtea_mediterranea_maker-scaffold10809-snap-gene-0.46-mRNA-1 maker-scaffold10809-snap-gene-0.46-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|0.8|0.81|0.90|0.2|0.36|11|6606|148		
N17.HOG0000245	OG0001038	n0																											Caenorhabditis_elegans_T22E7.1b T22E7.1b					
N17.HOG0000246	OG0001185	n0																											Caenorhabditis_elegans_K03A1.2c K03A1.2c					
N17.HOG0000247	OG0001191	n0																														Schmidtea_mediterranea_snap_masked-scaffold42144-processed-gene-1.148-mRNA-1 snap_masked-scaffold42144-processed-gene-1.148-mRNA-1 protein AED_0.03 eAED_0.09 QI_0|-1|0|1|-1|1|1|0|255, Schmidtea_mediterranea_augustus_masked-scaffold42144-processed-gene-1.53-mRNA-1 augustus_masked-scaffold42144-processed-gene-1.53-mRNA-1 protein AED_0.46 eAED_0.46 QI_0|-1|0|1|-1|1|1|0|220		
N17.HOG0000248	OG0001202	n0																											Caenorhabditis_elegans_4R79.1b 4R79.1b					
N17.HOG0000249	OG0001688	-																											Caenorhabditis_elegans_K03B8.2 K03B8.2, Caenorhabditis_elegans_K03B8.1 K03B8.1, Caenorhabditis_elegans_K03B8.3 K03B8.3					
N17.HOG0000250	OG0001695	-																														Schmidtea_mediterranea_maker-scaffold2848-snap-gene-0.16-mRNA-1 maker-scaffold2848-snap-gene-0.16-mRNA-1 protein AED_0.08 eAED_0.52 QI_0|0|0|1|0|0|2|0|426, Schmidtea_mediterranea_maker-scaffold19614-augustus-gene-0.9-mRNA-1 maker-scaffold19614-augustus-gene-0.9-mRNA-1 protein AED_0.00 eAED_0.00 QI_126|1|1|1|1|1|2|214|714, Schmidtea_mediterranea_augustus_masked-scaffold2928-processed-gene-0.0-mRNA-1 augustus_masked-scaffold2928-processed-gene-0.0-mRNA-1 protein AED_0.26 eAED_0.26 QI_0|0|0|0.25|1|1|4|0|809		
N17.HOG0000251	OG0002229	-																											Caenorhabditis_elegans_K06A4.1 K06A4.1, Caenorhabditis_elegans_F56A4.1 F56A4.1					
N17.HOG0000252	OG0002230	-																											Caenorhabditis_elegans_C25G4.1 C25G4.1, Caenorhabditis_elegans_F08G5.7 F08G5.7					
N17.HOG0000253	OG0002231	-																											Caenorhabditis_elegans_F56D5.1 F56D5.1, Caenorhabditis_elegans_C31H2.2 C31H2.2					
N17.HOG0000254	OG0002232	-																											Caenorhabditis_elegans_F20G2.4 F20G2.4, Caenorhabditis_elegans_K03B8.5 K03B8.5					
N17.HOG0000255	OG0002233	-																											Caenorhabditis_elegans_T11F9.5 T11F9.5, Caenorhabditis_elegans_T11F9.6 T11F9.6					
N17.HOG0000256	OG0002263	-																														Schmidtea_mediterranea_maker-scaffold5654-snap-gene-0.31-mRNA-1 maker-scaffold5654-snap-gene-0.31-mRNA-1 protein AED_0.00 eAED_0.00 QI_197|1|1|1|0|0|3|16|263, Schmidtea_mediterranea_maker-scaffold598-augustus-gene-0.15-mRNA-1 maker-scaffold598-augustus-gene-0.15-mRNA-1 protein AED_0.37 eAED_0.37 QI_0|0|0.25|0.25|1|1|4|108|253		
N17.HOG0000257	OG0002264	-																														Schmidtea_mediterranea_maker-scaffold551-snap-gene-0.29-mRNA-1 maker-scaffold551-snap-gene-0.29-mRNA-1 protein AED_0.00 eAED_0.00 QI_155|1|1|1|0.54|0.5|12|1311|333, Schmidtea_mediterranea_maker-scaffold20002-augustus-gene-0.41-mRNA-1 maker-scaffold20002-augustus-gene-0.41-mRNA-1 protein AED_0.05 eAED_0.05 QI_59|0.8|0.90|0.90|0.6|0.72|11|118|382		
N17.HOG0000258	OG0002265	-																														Schmidtea_mediterranea_maker-scaffold11298-snap-gene-0.50-mRNA-1 maker-scaffold11298-snap-gene-0.50-mRNA-1 protein AED_0.12 eAED_0.15 QI_0|0.58|0.55|0.83|0.35|0.66|18|0|754, Schmidtea_mediterranea_maker-scaffold11298-augustus-gene-0.42-mRNA-1 maker-scaffold11298-augustus-gene-0.42-mRNA-1 protein AED_0.00 eAED_0.00 QI_172|1|1|1|0|0.25|4|47|192		
N17.HOG0000259	OG0002266	-																														Schmidtea_mediterranea_maker-scaffold13353-augustus-gene-0.27-mRNA-1 maker-scaffold13353-augustus-gene-0.27-mRNA-1 protein AED_0.06 eAED_0.06 QI_894|1|0.8|1|0.25|0.4|5|0|249, Schmidtea_mediterranea_maker-scaffold13353-augustus-gene-0.28-mRNA-1 maker-scaffold13353-augustus-gene-0.28-mRNA-1 protein AED_0.82 eAED_0.82 QI_0|0|0|0.5|1|1|2|0|151		
