N10.HOG0000042	OG0000003	n655																															Amphimedon_queenslandica_tr_A0A1X7UHZ5_A0A1X7UHZ5_AMPQE tr_A0A1X7UHZ5_A0A1X7UHZ5_AMPQE C-type lectin domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=109583360 PE=4 SV=1	Ephydatia_muelleri_Em0004g1368a Em0004g1368a
N10.HOG0000043	OG0000004	n469																															Amphimedon_queenslandica_tr_A0A1X7SJ45_A0A1X7SJ45_AMPQE tr_A0A1X7SJ45_A0A1X7SJ45_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V9K0_A0A1X7V9K0_AMPQE tr_A0A1X7V9K0_A0A1X7V9K0_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UZ52_A0A1X7UZ52_AMPQE tr_A0A1X7UZ52_A0A1X7UZ52_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T3N5_A0A1X7T3N5_AMPQE tr_A0A1X7T3N5_A0A1X7T3N5_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7VAB7_A0A1X7VAB7_AMPQE tr_A0A1X7VAB7_A0A1X7VAB7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V9M7_A0A1X7V9M7_AMPQE tr_A0A1X7V9M7_A0A1X7V9M7_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UXD9_A0A1X7UXD9_AMPQE tr_A0A1X7UXD9_A0A1X7UXD9_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V8Q4_A0A1X7V8Q4_AMPQE tr_A0A1X7V8Q4_A0A1X7V8Q4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V9L7_A0A1X7V9L7_AMPQE tr_A0A1X7V9L7_A0A1X7V9L7_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VAX9_A0A1X7VAX9_AMPQE tr_A0A1X7VAX9_A0A1X7VAX9_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T8B1_A0A1X7T8B1_AMPQE tr_A0A1X7T8B1_A0A1X7T8B1_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VAY4_A0A1X7VAY4_AMPQE tr_A0A1X7VAY4_A0A1X7VAY4_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UYP0_A0A1X7UYP0_AMPQE tr_A0A1X7UYP0_A0A1X7UYP0_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V8S5_A0A1X7V8S5_AMPQE tr_A0A1X7V8S5_A0A1X7V8S5_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SFH7_A0A1X7SFH7_AMPQE tr_A0A1X7SFH7_A0A1X7SFH7_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UXZ0_A0A1X7UXZ0_AMPQE tr_A0A1X7UXZ0_A0A1X7UXZ0_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VAX4_A0A1X7VAX4_AMPQE tr_A0A1X7VAX4_A0A1X7VAX4_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7UY59_A0A1X7UY59_AMPQE tr_A0A1X7UY59_A0A1X7UY59_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SYB6_A0A1X7SYB6_AMPQE tr_A0A1X7SYB6_A0A1X7SYB6_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SR40_A0A1X7SR40_AMPQE tr_A0A1X7SR40_A0A1X7SR40_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V9K7_A0A1X7V9K7_AMPQE tr_A0A1X7V9K7_A0A1X7V9K7_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T7K3_A0A1X7T7K3_AMPQE tr_A0A1X7T7K3_A0A1X7T7K3_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SVX6_A0A1X7SVX6_AMPQE tr_A0A1X7SVX6_A0A1X7SVX6_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VJ19_A0A1X7VJ19_AMPQE tr_A0A1X7VJ19_A0A1X7VJ19_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SKR6_A0A1X7SKR6_AMPQE tr_A0A1X7SKR6_A0A1X7SKR6_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VWV6_A0A1X7VWV6_AMPQE tr_A0A1X7VWV6_A0A1X7VWV6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100639213 PE=4 SV=1	Ephydatia_muelleri_Em0011g654a Em0011g654a
N10.HOG0000044	OG0000004	n509																															Amphimedon_queenslandica_tr_A0A1X7T0I7_A0A1X7T0I7_AMPQE tr_A0A1X7T0I7_A0A1X7T0I7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VFU3_A0A1X7VFU3_AMPQE tr_A0A1X7VFU3_A0A1X7VFU3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100640739 PE=4 SV=1	
N10.HOG0000045	OG0000004	n538																															Amphimedon_queenslandica_tr_A0A1X7UFR8_A0A1X7UFR8_AMPQE tr_A0A1X7UFR8_A0A1X7UFR8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100631576 PE=4 SV=1	Ephydatia_muelleri_Em0007g757a Em0007g757a, Ephydatia_muelleri_Em0007g755a Em0007g755a
N10.HOG0000046	OG0000004	n578																															Amphimedon_queenslandica_tr_A0A1X7VE89_A0A1X7VE89_AMPQE tr_A0A1X7VE89_A0A1X7VE89_AMPQE VWFD domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000047	OG0000004	n580																															Amphimedon_queenslandica_tr_A0A1X7VF86_A0A1X7VF86_AMPQE tr_A0A1X7VF86_A0A1X7VF86_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000048	OG0000004	n638																															Amphimedon_queenslandica_tr_A0A1X7VAC1_A0A1X7VAC1_AMPQE tr_A0A1X7VAC1_A0A1X7VAC1_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=105312100 PE=4 SV=1	
N10.HOG0000049	OG0000004	n657																															Amphimedon_queenslandica_tr_A0A1X7VEQ9_A0A1X7VEQ9_AMPQE tr_A0A1X7VEQ9_A0A1X7VEQ9_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000050	OG0000004	n689																															Amphimedon_queenslandica_tr_A0A1X7TTU5_A0A1X7TTU5_AMPQE tr_A0A1X7TTU5_A0A1X7TTU5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100635582 PE=4 SV=1	
N10.HOG0000051	OG0000004	n722																															Amphimedon_queenslandica_tr_A0A1X7UE75_A0A1X7UE75_AMPQE tr_A0A1X7UE75_A0A1X7UE75_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000052	OG0000005	n52																															Amphimedon_queenslandica_tr_A0A1X7VCH3_A0A1X7VCH3_AMPQE tr_A0A1X7VCH3_A0A1X7VCH3_AMPQE Metalloendopeptidase OS=Amphimedon queenslandica OX=400682 GN=109580701 PE=4 SV=1	Ephydatia_muelleri_Em0001g1715a Em0001g1715a
N10.HOG0000053	OG0000005	n206																															Amphimedon_queenslandica_tr_A0A1X7VJW8_A0A1X7VJW8_AMPQE tr_A0A1X7VJW8_A0A1X7VJW8_AMPQE Metalloendopeptidase OS=Amphimedon queenslandica OX=400682 GN=100636106 PE=4 SV=1	
N10.HOG0000054	OG0000005	n241																															Amphimedon_queenslandica_tr_A0A1X7U6T9_A0A1X7U6T9_AMPQE tr_A0A1X7U6T9_A0A1X7U6T9_AMPQE Metalloendopeptidase OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0008g884a Em0008g884a
N10.HOG0000055	OG0000005	n243																															Amphimedon_queenslandica_tr_A0A1X7VLM9_A0A1X7VLM9_AMPQE tr_A0A1X7VLM9_A0A1X7VLM9_AMPQE Metalloendopeptidase OS=Amphimedon queenslandica OX=400682 GN=105316653 PE=4 SV=1	Ephydatia_muelleri_Em0001g424a Em0001g424a
N10.HOG0000056	OG0000005	n275																															Amphimedon_queenslandica_tr_A0A1X7V0Y1_A0A1X7V0Y1_AMPQE tr_A0A1X7V0Y1_A0A1X7V0Y1_AMPQE Metalloendopeptidase OS=Amphimedon queenslandica OX=400682 GN=100635688 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V1Q9_A0A1X7V1Q9_AMPQE tr_A0A1X7V1Q9_A0A1X7V1Q9_AMPQE Metalloendopeptidase OS=Amphimedon queenslandica OX=400682 GN=100641422 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TQH0_A0A1X7TQH0_AMPQE tr_A0A1X7TQH0_A0A1X7TQH0_AMPQE Metalloendopeptidase OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V396_A0A1X7V396_AMPQE tr_A0A1X7V396_A0A1X7V396_AMPQE Metalloendopeptidase OS=Amphimedon queenslandica OX=400682 GN=105312432 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TXE7_A0A1X7TXE7_AMPQE tr_A0A1X7TXE7_A0A1X7TXE7_AMPQE Metalloendopeptidase OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000057	OG0000005	n541																															Amphimedon_queenslandica_tr_A0A1X7U6X6_A0A1X7U6X6_AMPQE tr_A0A1X7U6X6_A0A1X7U6X6_AMPQE Metalloendopeptidase OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000058	OG0000005	n561																															Amphimedon_queenslandica_tr_A0A1X7V1R6_A0A1X7V1R6_AMPQE tr_A0A1X7V1R6_A0A1X7V1R6_AMPQE Metalloendopeptidase OS=Amphimedon queenslandica OX=400682 GN=100632746 PE=4 SV=1	Ephydatia_muelleri_Em0582g1a Em0582g1a, Ephydatia_muelleri_Em0016g939a Em0016g939a
N10.HOG0000059	OG0000005	n563																															Amphimedon_queenslandica_tr_A0A1X7T7V4_A0A1X7T7V4_AMPQE tr_A0A1X7T7V4_A0A1X7T7V4_AMPQE Metalloendopeptidase OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V1R1_A0A1X7V1R1_AMPQE tr_A0A1X7V1R1_A0A1X7V1R1_AMPQE Metalloendopeptidase OS=Amphimedon queenslandica OX=400682 GN=100637879 PE=4 SV=1	Ephydatia_muelleri_Em0016g925a Em0016g925a
N10.HOG0000060	OG0000006	n83																															Amphimedon_queenslandica_tr_A0A1X7UHV7_A0A1X7UHV7_AMPQE tr_A0A1X7UHV7_A0A1X7UHV7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100640167 PE=4 SV=1	Ephydatia_muelleri_Em0254g4a Em0254g4a, Ephydatia_muelleri_Em0021g751a Em0021g751a
N10.HOG0000061	OG0000006	n85																															Amphimedon_queenslandica_tr_A0A1X7VKS2_A0A1X7VKS2_AMPQE tr_A0A1X7VKS2_A0A1X7VKS2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0651g1a Em0651g1a, Ephydatia_muelleri_Em0013g1055a Em0013g1055a, Ephydatia_muelleri_Em0013g1070a Em0013g1070a
N10.HOG0000062	OG0000006	n88																																Ephydatia_muelleri_Em0021g746a Em0021g746a, Ephydatia_muelleri_Em0853g1a Em0853g1a, Ephydatia_muelleri_Em0021g737a Em0021g737a
N10.HOG0000063	OG0000006	n90																															Amphimedon_queenslandica_tr_A0A1X7VUQ0_A0A1X7VUQ0_AMPQE tr_A0A1X7VUQ0_A0A1X7VUQ0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=3 SV=1	Ephydatia_muelleri_Em0021g752a Em0021g752a
N10.HOG0000064	OG0000006	n91																															Amphimedon_queenslandica_tr_A0A1X7TY54_A0A1X7TY54_AMPQE tr_A0A1X7TY54_A0A1X7TY54_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VPD3_A0A1X7VPD3_AMPQE tr_A0A1X7VPD3_A0A1X7VPD3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100634470 PE=4 SV=1	
N10.HOG0000065	OG0000006	n92																															Amphimedon_queenslandica_tr_A0A1X7VW19_A0A1X7VW19_AMPQE tr_A0A1X7VW19_A0A1X7VW19_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=105316811 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VC92_A0A1X7VC92_AMPQE tr_A0A1X7VC92_A0A1X7VC92_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=105311920 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VMB2_A0A1X7VMB2_AMPQE tr_A0A1X7VMB2_A0A1X7VMB2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VLN3_A0A1X7VLN3_AMPQE tr_A0A1X7VLN3_A0A1X7VLN3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VNL2_A0A1X7VNL2_AMPQE tr_A0A1X7VNL2_A0A1X7VNL2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VM60_A0A1X7VM60_AMPQE tr_A0A1X7VM60_A0A1X7VM60_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VUM7_A0A1X7VUM7_AMPQE tr_A0A1X7VUM7_A0A1X7VUM7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109581021 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VM65_A0A1X7VM65_AMPQE tr_A0A1X7VM65_A0A1X7VM65_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109592646 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VKR7_A0A1X7VKR7_AMPQE tr_A0A1X7VKR7_A0A1X7VKR7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VMB7_A0A1X7VMB7_AMPQE tr_A0A1X7VMB7_A0A1X7VMB7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109592733 PE=4 SV=1	Ephydatia_muelleri_Em0021g748a Em0021g748a
N10.HOG0000066	OG0000006	n104																															Amphimedon_queenslandica_tr_A0A1X7VVY6_A0A1X7VVY6_AMPQE tr_A0A1X7VVY6_A0A1X7VVY6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SNE5_A0A1X7SNE5_AMPQE tr_A0A1X7SNE5_A0A1X7SNE5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109592231 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VTZ5_A0A1X7VTZ5_AMPQE tr_A0A1X7VTZ5_A0A1X7VTZ5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000067	OG0000006	n141																															Amphimedon_queenslandica_tr_A0A1X7U3N7_A0A1X7U3N7_AMPQE tr_A0A1X7U3N7_A0A1X7U3N7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V158_A0A1X7V158_AMPQE tr_A0A1X7V158_A0A1X7V158_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SRY7_A0A1X7SRY7_AMPQE tr_A0A1X7SRY7_A0A1X7SRY7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SSJ6_A0A1X7SSJ6_AMPQE tr_A0A1X7SSJ6_A0A1X7SSJ6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SK83_A0A1X7SK83_AMPQE tr_A0A1X7SK83_A0A1X7SK83_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000068	OG0000006	n196																															Amphimedon_queenslandica_tr_A0A1X7UIE0_A0A1X7UIE0_AMPQE tr_A0A1X7UIE0_A0A1X7UIE0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0008g891a Em0008g891a, Ephydatia_muelleri_Em0008g882a Em0008g882a, Ephydatia_muelleri_Em0015g1280a Em0015g1280a, Ephydatia_muelleri_Em0015g1275a Em0015g1275a, Ephydatia_muelleri_Em0008g887a Em0008g887a
N10.HOG0000069	OG0000006	n376																															Amphimedon_queenslandica_tr_A0A1X7T448_A0A1X7T448_AMPQE tr_A0A1X7T448_A0A1X7T448_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000070	OG0000006	n443																																Ephydatia_muelleri_Em0008g1090a Em0008g1090a
N10.HOG0000071	OG0000006	n645																																Ephydatia_muelleri_Em0005g519a Em0005g519a
N10.HOG0000072	OG0000007	n7																															Amphimedon_queenslandica_tr_A0A1X7VF43_A0A1X7VF43_AMPQE tr_A0A1X7VF43_A0A1X7VF43_AMPQE EGF-like domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V609_A0A1X7V609_AMPQE tr_A0A1X7V609_A0A1X7V609_AMPQE EGF-like domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SHW9_A0A1X7SHW9_AMPQE tr_A0A1X7SHW9_A0A1X7SHW9_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V0H0_A0A1X7V0H0_AMPQE tr_A0A1X7V0H0_A0A1X7V0H0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SVD2_A0A1X7SVD2_AMPQE tr_A0A1X7SVD2_A0A1X7SVD2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SLA6_A0A1X7SLA6_AMPQE tr_A0A1X7SLA6_A0A1X7SLA6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TEE8_A0A1X7TEE8_AMPQE tr_A0A1X7TEE8_A0A1X7TEE8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U208_A0A1X7U208_AMPQE tr_A0A1X7U208_A0A1X7U208_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000073	OG0000007	n28																															Amphimedon_queenslandica_tr_A0A1X7STU5_A0A1X7STU5_AMPQE tr_A0A1X7STU5_A0A1X7STU5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SF39_A0A1X7SF39_AMPQE tr_A0A1X7SF39_A0A1X7SF39_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000074	OG0000007	n37																															Amphimedon_queenslandica_tr_A0A1X7TP49_A0A1X7TP49_AMPQE tr_A0A1X7TP49_A0A1X7TP49_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SDX5_A0A1X7SDX5_AMPQE tr_A0A1X7SDX5_A0A1X7SDX5_AMPQE EGF-like domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UZT4_A0A1X7UZT4_AMPQE tr_A0A1X7UZT4_A0A1X7UZT4_AMPQE EGF-like domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000075	OG0000007	n42																															Amphimedon_queenslandica_tr_A0A1X7UBV4_A0A1X7UBV4_AMPQE tr_A0A1X7UBV4_A0A1X7UBV4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T313_A0A1X7T313_AMPQE tr_A0A1X7T313_A0A1X7T313_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000076	OG0000007	n60																															Amphimedon_queenslandica_tr_A0A1X7VP98_A0A1X7VP98_AMPQE tr_A0A1X7VP98_A0A1X7VP98_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109586822 PE=4 SV=1	
N10.HOG0000077	OG0000007	n77																															Amphimedon_queenslandica_tr_A0A1X7SJM0_A0A1X7SJM0_AMPQE tr_A0A1X7SJM0_A0A1X7SJM0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000078	OG0000007	n78																															Amphimedon_queenslandica_tr_A0A1X7SKZ4_A0A1X7SKZ4_AMPQE tr_A0A1X7SKZ4_A0A1X7SKZ4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7STM4_A0A1X7STM4_AMPQE tr_A0A1X7STM4_A0A1X7STM4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000079	OG0000007	n87																															Amphimedon_queenslandica_tr_A0A1X7TDQ1_A0A1X7TDQ1_AMPQE tr_A0A1X7TDQ1_A0A1X7TDQ1_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V4L1_A0A1X7V4L1_AMPQE tr_A0A1X7V4L1_A0A1X7V4L1_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TI81_A0A1X7TI81_AMPQE tr_A0A1X7TI81_A0A1X7TI81_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SXQ8_A0A1X7SXQ8_AMPQE tr_A0A1X7SXQ8_A0A1X7SXQ8_AMPQE EGF-like domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V2X4_A0A1X7V2X4_AMPQE tr_A0A1X7V2X4_A0A1X7V2X4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SI59_A0A1X7SI59_AMPQE tr_A0A1X7SI59_A0A1X7SI59_AMPQE EGF-like domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0021g537a Em0021g537a
N10.HOG0000080	OG0000007	n95																															Amphimedon_queenslandica_tr_A0A1X7T0Q0_A0A1X7T0Q0_AMPQE tr_A0A1X7T0Q0_A0A1X7T0Q0_AMPQE EGF_CA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0001g1674a Em0001g1674a, Ephydatia_muelleri_Em0001g1649a Em0001g1649a, Ephydatia_muelleri_Em0001g1634a Em0001g1634a, Ephydatia_muelleri_Em0021g538a Em0021g538a, Ephydatia_muelleri_Em0021g527a Em0021g527a, Ephydatia_muelleri_Em0007g968a Em0007g968a
N10.HOG0000081	OG0000007	n105																															Amphimedon_queenslandica_tr_A0A1X7T8K6_A0A1X7T8K6_AMPQE tr_A0A1X7T8K6_A0A1X7T8K6_AMPQE EGF_CA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000082	OG0000007	n115																															Amphimedon_queenslandica_tr_A0A1X7V3C2_A0A1X7V3C2_AMPQE tr_A0A1X7V3C2_A0A1X7V3C2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TID8_A0A1X7TID8_AMPQE tr_A0A1X7TID8_A0A1X7TID8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TGK7_A0A1X7TGK7_AMPQE tr_A0A1X7TGK7_A0A1X7TGK7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000083	OG0000007	n120																															Amphimedon_queenslandica_tr_A0A1X7SPG3_A0A1X7SPG3_AMPQE tr_A0A1X7SPG3_A0A1X7SPG3_AMPQE CUB domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000084	OG0000007	n129																																Ephydatia_muelleri_Em0311g3a Em0311g3a
N10.HOG0000085	OG0000007	n182																																Ephydatia_muelleri_Em0006g1513a Em0006g1513a, Ephydatia_muelleri_Em0006g1505a Em0006g1505a, Ephydatia_muelleri_Em0006g1517a Em0006g1517a
