Orthogroup	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Mus_musculus
OG0000030	sp|Q10741.1|ADA10_BOVIN RecName_ Full=Disintegrin and metalloproteinase domain-containing protein 10; Short=ADAM 10; AltName_ Full=Kuzbanian protein homolog; AltName_ Full=Mammalian disintegrin-metalloprotease; AltName_ Full=Myelin-associated metalloproteinase; AltName_ CD_antigen=CD156c; Flags_ Precursor, sp|Q10741.1|ADA10_BOVIN RecName_ Full=Disintegrin and metalloproteinase domain-containing protein 10; Short=ADAM 10; AltName_ Full=Kuzbanian protein homolog; AltName_ Full=Mammalian disintegrin-metalloprotease; AltName_ Full=Myelin-associated metalloproteinase; AltName_ CD_antigen=CD156c; Flags_ Precursor	Mus_musculus_sp_O35598_ADA10_MOUSE sp_O35598_ADA10_MOUSE Disintegrin and metalloproteinase domain-containing protein 10 OS=Mus musculus OX=10090 GN=Adam10 PE=1 SV=2
OG0000031	XP_059742008.1 LOW QUALITY PROTEIN_ von Willebrand factor D and EGF domain-containing protein [Bos taurus]	Mus_musculus_sp_Q6DFV8_VWDE_MOUSE sp_Q6DFV8_VWDE_MOUSE von Willebrand factor D and EGF domain-containing protein OS=Mus musculus OX=10090 GN=Vwde PE=2 SV=2
OG0000034	XP_024853677.1 multiple epidermal growth factor-like domains protein 11 isoform X1 [Bos taurus]	Mus_musculus_sp_Q80T91_MEG11_MOUSE sp_Q80T91_MEG11_MOUSE Multiple epidermal growth factor-like domains protein 11 OS=Mus musculus OX=10090 GN=Megf11 PE=1 SV=3, Mus_musculus_sp_Q80T91_MEG11_MOUSE sp_Q80T91_MEG11_MOUSE Multiple epidermal growth factor-like domains protein 11 OS=Mus musculus OX=10090 GN=Megf11 PE=1 SV=3
OG0000034	XP_005209151.1 multiple epidermal growth factor-like domains protein 10 isoform X1 [Bos taurus]	Mus_musculus_sp_Q6DIB5_MEG10_MOUSE sp_Q6DIB5_MEG10_MOUSE Multiple epidermal growth factor-like domains protein 10 OS=Mus musculus OX=10090 GN=Megf10 PE=1 SV=1
OG0000034	XP_024834866.1 multiple epidermal growth factor-like domains protein 8 [Bos taurus]	Mus_musculus_sp_P60882_MEGF8_MOUSE sp_P60882_MEGF8_MOUSE Multiple epidermal growth factor-like domains protein 8 OS=Mus musculus OX=10090 GN=Megf8 PE=1 SV=2
OG0000035	XP_002689420.2 EGF-like repeat and discoidin I-like domain-containing protein 3 isoform X1 [Bos taurus]	Mus_musculus_sp_O35474_EDIL3_MOUSE sp_O35474_EDIL3_MOUSE EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus OX=10090 GN=Edil3 PE=1 SV=2
OG0000036	XP_059747443.1 epidermal growth factor-like protein 7 isoform X1 [Bos taurus]	Mus_musculus_sp_Q9QXT5_EGFL7_MOUSE sp_Q9QXT5_EGFL7_MOUSE Epidermal growth factor-like protein 7 OS=Mus musculus OX=10090 GN=Egfl7 PE=2 SV=2
OG0000036	XP_059739882.1 LOW QUALITY PROTEIN_ epidermal growth factor-like protein 6 [Bos taurus]	Mus_musculus_sp_Q9JJZ5_EGFL6_MOUSE sp_Q9JJZ5_EGFL6_MOUSE Epidermal growth factor-like protein 6 OS=Mus musculus OX=10090 GN=Egfl6 PE=1 SV=1
OG0000036	XP_024849279.1 nephronectin isoform X1 [Bos taurus]	Mus_musculus_sp_Q91V88_NPNT_MOUSE sp_Q91V88_NPNT_MOUSE Nephronectin OS=Mus musculus OX=10090 GN=Npnt PE=1 SV=1, Mus_musculus_sp_Q91V88_NPNT_MOUSE sp_Q91V88_NPNT_MOUSE Nephronectin OS=Mus musculus OX=10090 GN=Npnt PE=1 SV=1, Mus_musculus_sp_Q91V88_NPNT_MOUSE sp_Q91V88_NPNT_MOUSE Nephronectin OS=Mus musculus OX=10090 GN=Npnt PE=1 SV=1, Mus_musculus_sp_Q91V88_NPNT_MOUSE sp_Q91V88_NPNT_MOUSE Nephronectin OS=Mus musculus OX=10090 GN=Npnt PE=1 SV=1
OG0000037	AAS02052.2 periostin [Bos taurus]	Mus_musculus_sp_Q62009_POSTN_MOUSE sp_Q62009_POSTN_MOUSE Periostin OS=Mus musculus OX=10090 GN=Postn PE=1 SV=2, Mus_musculus_sp_Q62009_POSTN_MOUSE sp_Q62009_POSTN_MOUSE Periostin OS=Mus musculus OX=10090 GN=Postn PE=1 SV=2, Mus_musculus_sp_Q62009_POSTN_MOUSE sp_Q62009_POSTN_MOUSE Periostin OS=Mus musculus OX=10090 GN=Postn PE=1 SV=2, Mus_musculus_sp_Q62009_POSTN_MOUSE sp_Q62009_POSTN_MOUSE Periostin OS=Mus musculus OX=10090 GN=Postn PE=1 SV=2, Mus_musculus_sp_Q62009_POSTN_MOUSE sp_Q62009_POSTN_MOUSE Periostin OS=Mus musculus OX=10090 GN=Postn PE=1 SV=2
OG0000037	sp|P55906.2|BGH3_BOVIN RecName_ Full=Transforming growth factor-beta-induced protein ig-h3; Short=Beta ig-h3; AltName_ Full=MP70; AltName_ Full=MP78; Flags_ Precursor	Mus_musculus_sp_P82198_BGH3_MOUSE sp_P82198_BGH3_MOUSE Transforming growth factor-beta-induced protein ig-h3 OS=Mus musculus OX=10090 GN=Tgfbi PE=1 SV=1
OG0000038	sp|Q9BEG5.2|EDA_BOVIN RecName_ Full=Ectodysplasin-A; AltName_ Full=Ectodermal dysplasia protein; AltName_ Full=Ectodysplasin-1; Contains_ RecName_ Full=Ectodysplasin-A_ membrane form; Contains_ RecName_ Full=Ectodysplasin-A_ secreted form	Mus_musculus_sp_O54693_EDA_MOUSE sp_O54693_EDA_MOUSE Ectodysplasin-A OS=Mus musculus OX=10090 GN=Eda PE=1 SV=2
OG0000038	NP_001107978.1 tumor necrosis factor ligand superfamily member 13B [Bos taurus]	Mus_musculus_sp_Q9WU72_TN13B_MOUSE sp_Q9WU72_TN13B_MOUSE Tumor necrosis factor ligand superfamily member 13B OS=Mus musculus OX=10090 GN=Tnfsf13b PE=1 SV=1
OG0000038	NP_001029819.1 tumor necrosis factor ligand superfamily member 13 [Bos taurus]	Mus_musculus_sp_Q9D777_TNF13_MOUSE sp_Q9D777_TNF13_MOUSE Tumor necrosis factor ligand superfamily member 13 OS=Mus musculus OX=10090 GN=Tnfsf13 PE=1 SV=1
OG0000038	NP_001306830.1 tumor necrosis factor ligand superfamily member 10 [Bos taurus]	Mus_musculus_sp_P50592_TNF10_MOUSE sp_P50592_TNF10_MOUSE Tumor necrosis factor ligand superfamily member 10 OS=Mus musculus OX=10090 GN=Tnfsf10 PE=2 SV=1
OG0000040	XP_059738009.1 kazal-type serine protease inhibitor domain-containing protein 1 [Bos taurus]	Mus_musculus_sp_Q8BJ66_KAZD1_MOUSE sp_Q8BJ66_KAZD1_MOUSE Kazal-type serine protease inhibitor domain-containing protein 1 OS=Mus musculus OX=10090 GN=Kazald1 PE=1 SV=2
OG0000040	XP_024851719.2 insulin-like growth factor-binding protein-like 1 isoform X1 [Bos taurus]	Mus_musculus_sp_Q80W15_IBPL1_MOUSE sp_Q80W15_IBPL1_MOUSE Insulin-like growth factor-binding protein-like 1 OS=Mus musculus OX=10090 GN=Igfbpl1 PE=2 SV=1
OG0000040	NP_001095770.1 insulin-like growth factor-binding protein 7 precursor [Bos taurus]	Mus_musculus_sp_Q61581_IBP7_MOUSE sp_Q61581_IBP7_MOUSE Insulin-like growth factor-binding protein 7 OS=Mus musculus OX=10090 GN=Igfbp7 PE=1 SV=3
OG0000041	XP_002699146.2 von Willebrand factor A domain-containing protein 5A [Bos taurus]	Mus_musculus_sp_Q99KC8_VMA5A_MOUSE sp_Q99KC8_VMA5A_MOUSE von Willebrand factor A domain-containing protein 5A OS=Mus musculus OX=10090 GN=Vwa5a PE=1 SV=2
OG0000041	XP_024838837.1 von Willebrand factor A domain-containing protein 5B1 isoform X1 [Bos taurus]	Mus_musculus_sp_A9Z1V5_VW5B1_MOUSE sp_A9Z1V5_VW5B1_MOUSE von Willebrand factor A domain-containing protein 5B1 OS=Mus musculus OX=10090 GN=Vwa5b1 PE=2 SV=1
OG0000044	sp|P51176.1|TGM2_BOVIN RecName_ Full=Protein-glutamine gamma-glutamyltransferase 2; AltName_ Full=Isopeptidase TGM2; AltName_ Full=Protein-glutamine deamidase TGM2; AltName_ Full=Protein-glutamine dopaminyltransferase TGM2; AltName_ Full=Protein-glutamine histaminyltransferase TGM2; AltName_ Full=Protein-glutamine noradrenalinyltransferase TGM2; AltName_ Full=Protein-glutamine serotonyltransferase TGM2; AltName_ Full=Tissue transglutaminase; Short=TG; AltName_ Full=Transglutaminase-2; Short=TGase-2	Mus_musculus_sp_P21981_TGM2_MOUSE sp_P21981_TGM2_MOUSE Protein-glutamine gamma-glutamyltransferase 2 OS=Mus musculus OX=10090 GN=Tgm2 PE=1 SV=4
OG0000044	sp|A6QP57.1|TGM3_BOVIN RecName_ Full=Protein-glutamine gamma-glutamyltransferase E; AltName_ Full=Transglutaminase E; Short=TG_E_; Short=TGE; Short=TGase E; AltName_ Full=Transglutaminase-3; Short=TGase-3; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain; Flags_ Precursor, sp|A6QP57.1|TGM3_BOVIN RecName_ Full=Protein-glutamine gamma-glutamyltransferase E; AltName_ Full=Transglutaminase E; Short=TG_E_; Short=TGE; Short=TGase E; AltName_ Full=Transglutaminase-3; Short=TGase-3; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain; Flags_ Precursor	Mus_musculus_sp_Q08189_TGM3_MOUSE sp_Q08189_TGM3_MOUSE Protein-glutamine gamma-glutamyltransferase E OS=Mus musculus OX=10090 GN=Tgm3 PE=1 SV=2
OG0000044	XP_005222254.2 protein-glutamine gamma-glutamyltransferase 5 isoform X1 [Bos taurus]	Mus_musculus_sp_Q9D7I9_TGM5_MOUSE sp_Q9D7I9_TGM5_MOUSE Protein-glutamine gamma-glutamyltransferase 5 OS=Mus musculus OX=10090 GN=Tgm5 PE=2 SV=3
OG0000044	NP_001161366.2 coagulation factor XIII A chain [Bos taurus]	Mus_musculus_sp_Q8BH61_F13A_MOUSE sp_Q8BH61_F13A_MOUSE Coagulation factor XIII A chain OS=Mus musculus OX=10090 GN=F13a1 PE=1 SV=3
OG0000044	XP_005211321.1 protein-glutamine gamma-glutamyltransferase K isoform X1 [Bos taurus]	Mus_musculus_sp_Q9JLF6_TGM1_MOUSE sp_Q9JLF6_TGM1_MOUSE Protein-glutamine gamma-glutamyltransferase K OS=Mus musculus OX=10090 GN=Tgm1 PE=1 SV=2
OG0000045	XP_024840205.1 laminin subunit alpha-3 isoform X1 [Bos taurus]	Mus_musculus_sp_Q61789_LAMA3_MOUSE sp_Q61789_LAMA3_MOUSE Laminin subunit alpha-3 OS=Mus musculus OX=10090 GN=Lama3 PE=1 SV=4
OG0000045	DAA23013.1 TPA_ laminin alpha 5-like [Bos taurus]	Mus_musculus_sp_Q61001_LAMA5_MOUSE sp_Q61001_LAMA5_MOUSE Laminin subunit alpha-5 OS=Mus musculus OX=10090 GN=Lama5 PE=1 SV=4
OG0000045	XP_024840372.1 laminin subunit alpha-1 isoform X1 [Bos taurus]	Mus_musculus_sp_P19137_LAMA1_MOUSE sp_P19137_LAMA1_MOUSE Laminin subunit alpha-1 OS=Mus musculus OX=10090 GN=Lama1 PE=1 SV=2
OG0000045	XP_002690266.2 laminin subunit alpha-2 [Bos taurus]	Mus_musculus_sp_Q60675_LAMA2_MOUSE sp_Q60675_LAMA2_MOUSE Laminin subunit alpha-2 OS=Mus musculus OX=10090 GN=Lama2 PE=1 SV=2
OG0000045	NP_001192894.1 laminin subunit alpha-4 precursor [Bos taurus]	Mus_musculus_sp_P97927_LAMA4_MOUSE sp_P97927_LAMA4_MOUSE Laminin subunit alpha-4 OS=Mus musculus OX=10090 GN=Lama4 PE=1 SV=2
OG0000048	NP_001096797.1 nephrocan precursor [Bos taurus]	Mus_musculus_sp_Q9CQ76_NEPN_MOUSE sp_Q9CQ76_NEPN_MOUSE Nephrocan OS=Mus musculus OX=10090 GN=Nepn PE=1 SV=1
OG0000048	DAA28111.1 TPA_ Podnl1 protein-like [Bos taurus]	Mus_musculus_sp_Q6P3Y9_PONL1_MOUSE sp_Q6P3Y9_PONL1_MOUSE Podocan-like protein 1 OS=Mus musculus OX=10090 GN=Podnl1 PE=1 SV=3
OG0000048	NP_001179156.1 podocan [Bos taurus]	Mus_musculus_sp_Q7TQ62_PODN_MOUSE sp_Q7TQ62_PODN_MOUSE Podocan OS=Mus musculus OX=10090 GN=Podn PE=2 SV=1
OG0000048	XP_059731202.1 fibromodulin isoform X1 [Bos taurus]	Mus_musculus_sp_P50608_FMOD_MOUSE sp_P50608_FMOD_MOUSE Fibromodulin OS=Mus musculus OX=10090 GN=Fmod PE=2 SV=1
OG0000048	sp|O77742.1|OMD_BOVIN RecName_ Full=Osteomodulin; AltName_ Full=Keratan sulfate proteoglycan osteomodulin; Short=KSPG osteomodulin; AltName_ Full=Osteoadherin; Short=OSAD; Flags_ Precursor	Mus_musculus_sp_O35103_OMD_MOUSE sp_O35103_OMD_MOUSE Osteomodulin OS=Mus musculus OX=10090 GN=Omd PE=2 SV=1
OG0000048	sp|Q9GKN8.1|PRELP_BOVIN RecName_ Full=Prolargin; AltName_ Full=Proline-arginine-rich end leucine-rich repeat protein; Flags_ Precursor	Mus_musculus_sp_Q9JK53_PRELP_MOUSE sp_Q9JK53_PRELP_MOUSE Prolargin OS=Mus musculus OX=10090 GN=Prelp PE=1 SV=2
OG0000048	XP_024851602.1 extracellular matrix protein 2 isoform X1 [Bos taurus]	Mus_musculus_sp_Q5FW85_ECM2_MOUSE sp_Q5FW85_ECM2_MOUSE Extracellular matrix protein 2 OS=Mus musculus OX=10090 GN=Ecm2 PE=1 SV=1
OG0000049	XP_024838889.2 plexin-A1 isoform X1 [Bos taurus]	Mus_musculus_sp_P70206_PLXA1_MOUSE sp_P70206_PLXA1_MOUSE Plexin-A1 OS=Mus musculus OX=10090 GN=Plxna1 PE=1 SV=1
OG0000049	XP_059739547.1 plexin-A3 isoform X1 [Bos taurus]	Mus_musculus_sp_P70208_PLXA3_MOUSE sp_P70208_PLXA3_MOUSE Plexin-A3 OS=Mus musculus OX=10090 GN=Plxna3 PE=1 SV=2
OG0000049	NP_001193586.1 plexin-A2 precursor [Bos taurus]	Mus_musculus_sp_P70207_PLXA2_MOUSE sp_P70207_PLXA2_MOUSE Plexin-A2 OS=Mus musculus OX=10090 GN=Plxna2 PE=1 SV=2
OG0000049	NP_001178433.1 plexin-A4 precursor [Bos taurus]	Mus_musculus_sp_Q80UG2_PLXA4_MOUSE sp_Q80UG2_PLXA4_MOUSE Plexin-A4 OS=Mus musculus OX=10090 GN=Plxna4 PE=1 SV=3
OG0000049	XP_024839049.1 plexin-B1 isoform X1 [Bos taurus]	Mus_musculus_sp_Q8CJH3_PLXB1_MOUSE sp_Q8CJH3_PLXB1_MOUSE Plexin-B1 OS=Mus musculus OX=10090 GN=Plxnb1 PE=1 SV=2
OG0000049	DAA13207.1 TPA_ plexin B3-like [Bos taurus]	Mus_musculus_sp_Q9QY40_PLXB3_MOUSE sp_Q9QY40_PLXB3_MOUSE Plexin-B3 OS=Mus musculus OX=10090 GN=Plxnb3 PE=1 SV=2
OG0000049	XP_059742216.1 plexin-B2 isoform X2 [Bos taurus]	Mus_musculus_sp_B2RXS4_PLXB2_MOUSE sp_B2RXS4_PLXB2_MOUSE Plexin-B2 OS=Mus musculus OX=10090 GN=Plxnb2 PE=1 SV=1
OG0000049	DAA16814.1 TPA_ plexin D1-like [Bos taurus]	Mus_musculus_sp_Q3UH93_PLXD1_MOUSE sp_Q3UH93_PLXD1_MOUSE Plexin-D1 OS=Mus musculus OX=10090 GN=Plxnd1 PE=1 SV=1
OG0000049	XP_059742393.1 plexin-C1 isoform X1 [Bos taurus]	Mus_musculus_sp_Q9QZC2_PLXC1_MOUSE sp_Q9QZC2_PLXC1_MOUSE Plexin-C1 OS=Mus musculus OX=10090 GN=Plxnc1 PE=1 SV=1
OG0000054	XP_024837424.1 pro-interleukin-16 isoform X1 [Bos taurus]	Mus_musculus_sp_O54824_IL16_MOUSE sp_O54824_IL16_MOUSE Pro-interleukin-16 OS=Mus musculus OX=10090 GN=Il16 PE=1 SV=3
OG0000057	NP_001098903.1 collagen alpha-1_XIII_ chain [Bos taurus]	Mus_musculus_sp_Q9R1N9_CODA1_MOUSE sp_Q9R1N9_CODA1_MOUSE Collagen alpha-1_XIII_ chain OS=Mus musculus OX=10090 GN=Col13a1 PE=2 SV=1
OG0000057	DAA28916.1 TPA_ collagen_ type XXV_ alpha 1-like [Bos taurus]	Mus_musculus_sp_Q99MQ5_COPA1_MOUSE sp_Q99MQ5_COPA1_MOUSE Collagen alpha-1_XXV_ chain OS=Mus musculus OX=10090 GN=Col25a1 PE=2 SV=2
OG0000059	XP_005223362.1 signal peptide_ CUB and EGF-like domain-containing protein 3 isoform X1 [Bos taurus]	Mus_musculus_sp_Q66PY1_SCUB3_MOUSE sp_Q66PY1_SCUB3_MOUSE Signal peptide_ CUB and EGF-like domain-containing protein 3 OS=Mus musculus OX=10090 GN=Scube3 PE=1 SV=1
OG0000059	XP_024848586.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X1 [Bos taurus]	Mus_musculus_sp_Q6NZL8_SCUB1_MOUSE sp_Q6NZL8_SCUB1_MOUSE Signal peptide_ CUB and EGF-like domain-containing protein 1 OS=Mus musculus OX=10090 GN=Scube1 PE=2 SV=2, Mus_musculus_sp_Q6NZL8_SCUB1_MOUSE sp_Q6NZL8_SCUB1_MOUSE Signal peptide_ CUB and EGF-like domain-containing protein 1 OS=Mus musculus OX=10090 GN=Scube1 PE=2 SV=2
OG0000059	XP_005216154.1 signal peptide_ CUB and EGF-like domain-containing protein 2 isoform X1 [Bos taurus]	Mus_musculus_sp_Q9JJS0_SCUB2_MOUSE sp_Q9JJS0_SCUB2_MOUSE Signal peptide_ CUB and EGF-like domain-containing protein 2 OS=Mus musculus OX=10090 GN=Scube2 PE=1 SV=1
OG0000064	XP_024834858.1 latent-transforming growth factor beta-binding protein 4 isoform X1 [Bos taurus]	Mus_musculus_sp_Q8K4G1_LTBP4_MOUSE sp_Q8K4G1_LTBP4_MOUSE Latent-transforming growth factor beta-binding protein 4 OS=Mus musculus OX=10090 GN=Ltbp4 PE=1 SV=2, Mus_musculus_sp_Q8K4G1_LTBP4_MOUSE sp_Q8K4G1_LTBP4_MOUSE Latent-transforming growth factor beta-binding protein 4 OS=Mus musculus OX=10090 GN=Ltbp4 PE=1 SV=2
OG0000064	NP_776810.1 latent-transforming growth factor beta-binding protein 2 [Bos taurus]	Mus_musculus_sp_O08999_LTBP2_MOUSE sp_O08999_LTBP2_MOUSE Latent-transforming growth factor beta-binding protein 2 OS=Mus musculus OX=10090 GN=Ltbp2 PE=1 SV=2
OG0000064	XP_005227171.1 latent-transforming growth factor beta-binding protein 3 isoform X1 [Bos taurus]	Mus_musculus_sp_Q61810_LTBP3_MOUSE sp_Q61810_LTBP3_MOUSE Latent-transforming growth factor beta-binding protein 3 OS=Mus musculus OX=10090 GN=Ltbp3 PE=1 SV=4
OG0000064	XP_024854254.1 latent-transforming growth factor beta-binding protein 1 isoform X1 [Bos taurus]	Mus_musculus_sp_Q8CG19_LTBP1_MOUSE sp_Q8CG19_LTBP1_MOUSE Latent-transforming growth factor beta-binding protein 1 OS=Mus musculus OX=10090 GN=Ltbp1 PE=1 SV=2, Mus_musculus_sp_Q8CG19_LTBP1_MOUSE sp_Q8CG19_LTBP1_MOUSE Latent-transforming growth factor beta-binding protein 1 OS=Mus musculus OX=10090 GN=Ltbp1 PE=1 SV=2
OG0000064	NP_001265517.1 fibrillin-2 precursor [Bos taurus]	Mus_musculus_sp_Q61555_FBN2_MOUSE sp_Q61555_FBN2_MOUSE Fibrillin-2 OS=Mus musculus OX=10090 GN=Fbn2 PE=1 SV=2
OG0000064	sp|P98133.2|FBN1_BOVIN RecName_ Full=Fibrillin-1; AltName_ Full=MP340; Contains_ RecName_ Full=Asprosin; Flags_ Precursor, sp|P98133.2|FBN1_BOVIN RecName_ Full=Fibrillin-1; AltName_ Full=MP340; Contains_ RecName_ Full=Asprosin; Flags_ Precursor, sp|P98133.2|FBN1_BOVIN RecName_ Full=Fibrillin-1; AltName_ Full=MP340; Contains_ RecName_ Full=Asprosin; Flags_ Precursor, sp|P98133.2|FBN1_BOVIN RecName_ Full=Fibrillin-1; AltName_ Full=MP340; Contains_ RecName_ Full=Asprosin; Flags_ Precursor, sp|P98133.2|FBN1_BOVIN RecName_ Full=Fibrillin-1; AltName_ Full=MP340; Contains_ RecName_ Full=Asprosin; Flags_ Precursor	Mus_musculus_sp_Q61554_FBN1_MOUSE sp_Q61554_FBN1_MOUSE Fibrillin-1 OS=Mus musculus OX=10090 GN=Fbn1 PE=1 SV=2
OG0000065	NP_001030540.1 glypican-3 precursor [Bos taurus]	Mus_musculus_sp_Q8CFZ4_GPC3_MOUSE sp_Q8CFZ4_GPC3_MOUSE Glypican-3 OS=Mus musculus OX=10090 GN=Gpc3 PE=1 SV=1
OG0000065	NP_001192713.1 glypican-4 precursor [Bos taurus]	Mus_musculus_sp_P51655_GPC4_MOUSE sp_P51655_GPC4_MOUSE Glypican-4 OS=Mus musculus OX=10090 GN=Gpc4 PE=1 SV=2
OG0000065	NP_001075199.2 glypican-6 precursor [Bos taurus]	Mus_musculus_sp_Q9R087_GPC6_MOUSE sp_Q9R087_GPC6_MOUSE Glypican-6 OS=Mus musculus OX=10090 GN=Gpc6 PE=1 SV=1
OG0000065	XP_059737420.1 glypican-2 isoform X1 [Bos taurus]	Mus_musculus_sp_Q8BKV1_GPC2_MOUSE sp_Q8BKV1_GPC2_MOUSE Glypican-2 OS=Mus musculus OX=10090 GN=Gpc2 PE=2 SV=1
OG0000065	sp|G3X745.1|GPC1_BOVIN RecName_ Full=Glypican-1; Contains_ RecName_ Full=Secreted glypican-1; Flags_ Precursor	Mus_musculus_sp_Q9QZF2_GPC1_MOUSE sp_Q9QZF2_GPC1_MOUSE Glypican-1 OS=Mus musculus OX=10090 GN=Gpc1 PE=1 SV=1
OG0000068	XP_002695021.1 galectin-7 [Bos taurus]	Mus_musculus_sp_O54974_LEG7_MOUSE sp_O54974_LEG7_MOUSE Galectin-7 OS=Mus musculus OX=10090 GN=Lgals7 PE=2 SV=3
OG0000068	DAA15163.1 TPA_ galectin-related inter-fiber protein-like [Bos taurus]	Mus_musculus_sp_P16110_LEG3_MOUSE sp_P16110_LEG3_MOUSE Galectin-3 OS=Mus musculus OX=10090 GN=Lgals3 PE=1 SV=3
OG0000068	NP_001192760.1 galectin-related protein [Bos taurus]	Mus_musculus_sp_Q8VED9_LEGL_MOUSE sp_Q8VED9_LEGL_MOUSE Galectin-related protein OS=Mus musculus OX=10090 GN=Lgalsl PE=1 SV=1
OG0000068	sp|Q3T0D6.1|LEG4_BOVIN RecName_ Full=Galectin-4; Short=Gal-4	Mus_musculus_sp_Q8K419_LEG4_MOUSE sp_Q8K419_LEG4_MOUSE Galectin-4 OS=Mus musculus OX=10090 GN=Lgals4 PE=1 SV=2
OG0000068	XP_002699418.1 galectin-12 [Bos taurus]	Mus_musculus_sp_Q91VD1_LEG12_MOUSE sp_Q91VD1_LEG12_MOUSE Galectin-12 OS=Mus musculus OX=10090 GN=Lgals12 PE=1 SV=2
OG0000068	NP_001244020.1 galectin-2 isoform 1 [Bos taurus]	Mus_musculus_sp_P16045_LEG1_MOUSE sp_P16045_LEG1_MOUSE Galectin-1 OS=Mus musculus OX=10090 GN=Lgals1 PE=1 SV=3
OG0000074	NP_001178445.2 slit homolog 2 protein precursor [Bos taurus]	Mus_musculus_sp_Q9R1B9_SLIT2_MOUSE sp_Q9R1B9_SLIT2_MOUSE Slit homolog 2 protein OS=Mus musculus OX=10090 GN=Slit2 PE=2 SV=2
OG0000074	DAA18060.1 TPA_ slit homolog 3 [Bos taurus]	Mus_musculus_sp_Q9WVB4_SLIT3_MOUSE sp_Q9WVB4_SLIT3_MOUSE Slit homolog 3 protein OS=Mus musculus OX=10090 GN=Slit3 PE=2 SV=2
OG0000074	XP_002698459.1 slit homolog 1 protein [Bos taurus]	Mus_musculus_sp_Q80TR4_SLIT1_MOUSE sp_Q80TR4_SLIT1_MOUSE Slit homolog 1 protein OS=Mus musculus OX=10090 GN=Slit1 PE=1 SV=2
OG0000078	DAA32345.1 TPA_ tubulointerstitial nephritis antigen-like 1-like [Bos taurus]	Mus_musculus_sp_Q99JR5_TINAL_MOUSE sp_Q99JR5_TINAL_MOUSE Tubulointerstitial nephritis antigen-like OS=Mus musculus OX=10090 GN=Tinagl1 PE=1 SV=1
OG0000078	sp|Q5E998.1|CATL2_BOVIN RecName_ Full=Cathepsin L2; Flags_ Precursor	Mus_musculus_sp_P55097_CATK_MOUSE sp_P55097_CATK_MOUSE Cathepsin K OS=Mus musculus OX=10090 GN=Ctsk PE=1 SV=2
OG0000078	sp|P01035.2|CYTC_BOVIN RecName_ Full=Cystatin-C; AltName_ Full=Colostrum thiol proteinase inhibitor; AltName_ Full=Cystatin-3; Flags_ Precursor	Mus_musculus_sp_P21460_CYTC_MOUSE sp_P21460_CYTC_MOUSE Cystatin-C OS=Mus musculus OX=10090 GN=Cst3 PE=1 SV=2
OG0000078	XP_024857137.1 cystatin-like 1 [Bos taurus]	Mus_musculus_sp_Q80Y72_CSTL1_MOUSE sp_Q80Y72_CSTL1_MOUSE Cystatin-like 1 OS=Mus musculus OX=10090 GN=Cstl1 PE=2 SV=1
OG0000078	XP_059748928.1 cystatin-8 [Bos taurus]	Mus_musculus_sp_Q80ZN5_CST13_MOUSE sp_Q80ZN5_CST13_MOUSE Cystatin-13 OS=Mus musculus OX=10090 GN=Cst13 PE=1 SV=1, Mus_musculus_sp_P32766_CST8_MOUSE sp_P32766_CST8_MOUSE Cystatin-8 OS=Mus musculus OX=10090 GN=Cst8 PE=1 SV=2
OG0000080	sp|P79121.1|TIMP3_BOVIN RecName_ Full=Metalloproteinase inhibitor 3; AltName_ Full=Tissue inhibitor of metalloproteinases 3; Short=TIMP-3; Flags_ Precursor	Mus_musculus_sp_P39876_TIMP3_MOUSE sp_P39876_TIMP3_MOUSE Metalloproteinase inhibitor 3 OS=Mus musculus OX=10090 GN=Timp3 PE=1 SV=1
OG0000080	sp|P20414.1|TIMP1_BOVIN RecName_ Full=Metalloproteinase inhibitor 1; AltName_ Full=Embryogenin-1; Short=EG-1; AltName_ Full=Tissue inhibitor of metalloproteinases 1; Short=TIMP-1; Flags_ Precursor	Mus_musculus_sp_P12032_TIMP1_MOUSE sp_P12032_TIMP1_MOUSE Metalloproteinase inhibitor 1 OS=Mus musculus OX=10090 GN=Timp1 PE=1 SV=2
OG0000081	sp|Q2KIT5.1|CREL2_BOVIN RecName_ Full=Protein disulfide isomerase CRELD2; AltName_ Full=Cysteine-rich with EGF-like domain protein 2; Flags_ Precursor	Mus_musculus_sp_Q9CYA0_CREL2_MOUSE sp_Q9CYA0_CREL2_MOUSE Protein disulfide isomerase Creld2 OS=Mus musculus OX=10090 GN=Creld2 PE=1 SV=1
