Orthogroup	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Danio_rerio
OG0000028	XP_024855939.1 collagen alpha-2_IV_ chain isoform X1 [Bos taurus], XP_005227954.1 collagen alpha-6_IV_ chain isoform X1 [Bos taurus], XP_024837496.1 collagen alpha-4_IV_ chain isoform X1 [Bos taurus]	Danio_rerio_tr_X1WFR7_X1WFR7_DANRE tr|X1WFR7|X1WFR7_DANRE Collagen alpha-4_IV_ chain OS=Danio rerio OX=7955 GN=col4a4 PE=4 SV=1
OG0000030	XP_002691532.1 disintegrin and metalloproteinase domain-containing protein 17 isoform X1 [Bos taurus]	Danio_rerio_tr_Q6PFU9_Q6PFU9_DANRE tr|Q6PFU9|Q6PFU9_DANRE A disintegrin and metalloproteinase domain 17a OS=Danio rerio OX=7955 GN=fc20b01 PE=2 SV=1, Danio_rerio_tr_U3JAD1_U3JAD1_DANRE tr|U3JAD1|U3JAD1_DANRE ADAM metallopeptidase domain 17b OS=Danio rerio OX=7955 GN=adam17b PE=4 SV=1
OG0000030	sp|Q10741.1|ADA10_BOVIN RecName_ Full=Disintegrin and metalloproteinase domain-containing protein 10; Short=ADAM 10; AltName_ Full=Kuzbanian protein homolog; AltName_ Full=Mammalian disintegrin-metalloprotease; AltName_ Full=Myelin-associated metalloproteinase; AltName_ CD_antigen=CD156c; Flags_ Precursor, sp|Q10741.1|ADA10_BOVIN RecName_ Full=Disintegrin and metalloproteinase domain-containing protein 10; Short=ADAM 10; AltName_ Full=Kuzbanian protein homolog; AltName_ Full=Mammalian disintegrin-metalloprotease; AltName_ Full=Myelin-associated metalloproteinase; AltName_ CD_antigen=CD156c; Flags_ Precursor	Danio_rerio_tr_F1RA88_F1RA88_DANRE tr|F1RA88|F1RA88_DANRE ADAM metallopeptidase domain 10a OS=Danio rerio OX=7955 GN=adam10 PE=1 SV=3, Danio_rerio_tr_A0A0R4IVX1_A0A0R4IVX1_DANRE tr|A0A0R4IVX1|A0A0R4IVX1_DANRE ADAM metallopeptidase domain 10a OS=Danio rerio OX=7955 GN=adam10 PE=1 SV=2
OG0000033	NP_001075005.1 collagen triple helix repeat-containing protein 1 precursor [Bos taurus]	Danio_rerio_tr_Q6AXL0_Q6AXL0_DANRE tr|Q6AXL0|Q6AXL0_DANRE Collagen triple helix repeat containing 1a OS=Danio rerio OX=7955 GN=zgc_101075 PE=2 SV=1
OG0000034	XP_024853677.1 multiple epidermal growth factor-like domains protein 11 isoform X1 [Bos taurus]	Danio_rerio_tr_A0A8M3AKE8_A0A8M3AKE8_DANRE tr|A0A8M3AKE8|A0A8M3AKE8_DANRE Multiple EGF-like-domains 11 OS=Danio rerio OX=7955 GN=megf11 PE=4 SV=1
OG0000034	XP_005209151.1 multiple epidermal growth factor-like domains protein 10 isoform X1 [Bos taurus]	Danio_rerio_sp_E9QJQ6_MEG10_DANRE sp|E9QJQ6|MEG10_DANRE Multiple epidermal growth factor-like domains protein 10 OS=Danio rerio OX=7955 GN=megf10 PE=1 SV=1
OG0000034	XP_024834866.1 multiple epidermal growth factor-like domains protein 8 [Bos taurus]	Danio_rerio_tr_F1QBZ9_F1QBZ9_DANRE tr|F1QBZ9|F1QBZ9_DANRE Multiple EGF-like-domains 8 OS=Danio rerio OX=7955 GN=megf8 PE=4 SV=2
OG0000035	DAA17644.1 TPA_ lactadherin [Bos taurus]	Danio_rerio_tr_A4QP32_A4QP32_DANRE tr|A4QP32|A4QP32_DANRE Mfge8l protein OS=Danio rerio OX=7955 GN=mfge8l PE=2 SV=1, Danio_rerio_tr_A2RRT1_A2RRT1_DANRE tr|A2RRT1|A2RRT1_DANRE Milk fat globule EGF and factor V/VIII domain-containing b OS=Danio rerio OX=7955 GN=mfge8 PE=1 SV=1
OG0000035	XP_002689420.2 EGF-like repeat and discoidin I-like domain-containing protein 3 isoform X1 [Bos taurus]	Danio_rerio_tr_F1Q6J1_F1Q6J1_DANRE tr|F1Q6J1|F1Q6J1_DANRE EGF-like repeat and discoidin I-like domain-containing protein 3 isoform X1 OS=Danio rerio OX=7955 GN=edil3b PE=4 SV=3, Danio_rerio_tr_A0A0R4IMA9_A0A0R4IMA9_DANRE tr|A0A0R4IMA9|A0A0R4IMA9_DANRE EGF-like repeat and discoidin I-like domain-containing protein 3 isoform X1 OS=Danio rerio OX=7955 GN=edil3a PE=4 SV=1
OG0000036	NP_001092657.1 epidermal growth factor-like protein 8 precursor [Bos taurus], XP_059747443.1 epidermal growth factor-like protein 7 isoform X1 [Bos taurus]	Danio_rerio_tr_Q1RLZ3_Q1RLZ3_DANRE tr|Q1RLZ3|Q1RLZ3_DANRE EGF-like-domain_ multiple 7 OS=Danio rerio OX=7955 GN=zgc_136669 PE=2 SV=1
OG0000036	XP_059739882.1 LOW QUALITY PROTEIN_ epidermal growth factor-like protein 6 [Bos taurus]	Danio_rerio_tr_Q6DHG1_Q6DHG1_DANRE tr|Q6DHG1|Q6DHG1_DANRE EGF-like-domain_ multiple 6 OS=Danio rerio OX=7955 GN=cb3 PE=2 SV=1
OG0000036	XP_024849279.1 nephronectin isoform X1 [Bos taurus]	Danio_rerio_tr_B8A5G4_B8A5G4_DANRE tr|B8A5G4|B8A5G4_DANRE Nephronectin a OS=Danio rerio OX=7955 GN=POEM PE=3 SV=1
OG0000037	AAS02052.2 periostin [Bos taurus]	Danio_rerio_tr_A0A0R4IPF4_A0A0R4IPF4_DANRE tr|A0A0R4IPF4|A0A0R4IPF4_DANRE Periostin isoform X2 OS=Danio rerio OX=7955 GN=fa99h07 PE=1 SV=2, Danio_rerio_tr_A0A0R4IS83_A0A0R4IS83_DANRE tr|A0A0R4IS83|A0A0R4IS83_DANRE Periostin isoform X1 OS=Danio rerio OX=7955 GN=fa99h07 PE=1 SV=1, Danio_rerio_tr_Q75U66_Q75U66_DANRE tr|Q75U66|Q75U66_DANRE Periostin OS=Danio rerio OX=7955 GN=postn PE=1 SV=1, Danio_rerio_tr_A0A0R4INY2_A0A0R4INY2_DANRE tr|A0A0R4INY2|A0A0R4INY2_DANRE Periostin isoform X5 OS=Danio rerio OX=7955 GN=fa99h07 PE=1 SV=1, Danio_rerio_tr_A0JMK0_A0JMK0_DANRE tr|A0JMK0|A0JMK0_DANRE Periostin isoform 1 precursor OS=Danio rerio OX=7955 GN=postn PE=1 SV=1
OG0000037	sp|P55906.2|BGH3_BOVIN RecName_ Full=Transforming growth factor-beta-induced protein ig-h3; Short=Beta ig-h3; AltName_ Full=MP70; AltName_ Full=MP78; Flags_ Precursor	Danio_rerio_tr_Q7T1R2_Q7T1R2_DANRE tr|Q7T1R2|Q7T1R2_DANRE Beta ig-h3 OS=Danio rerio OX=7955 GN=BIGH3 PE=1 SV=1
OG0000038	sp|Q9BEG5.2|EDA_BOVIN RecName_ Full=Ectodysplasin-A; AltName_ Full=Ectodermal dysplasia protein; AltName_ Full=Ectodysplasin-1; Contains_ RecName_ Full=Ectodysplasin-A_ membrane form; Contains_ RecName_ Full=Ectodysplasin-A_ secreted form	Danio_rerio_tr_B0YIF1_B0YIF1_DANRE tr|B0YIF1|B0YIF1_DANRE Ectodysplasin OS=Danio rerio OX=7955 GN=si_ch73-223d24.5 PE=2 SV=1
OG0000038	NP_001107978.1 tumor necrosis factor ligand superfamily member 13B [Bos taurus]	Danio_rerio_tr_A8WG11_A8WG11_DANRE tr|A8WG11|A8WG11_DANRE TNF superfamily member 13b-like protein OS=Danio rerio OX=7955 GN=tnfsf13b PE=2 SV=1
OG0000038	NP_001029819.1 tumor necrosis factor ligand superfamily member 13 [Bos taurus]	Danio_rerio_tr_D2DMJ8_D2DMJ8_DANRE tr|D2DMJ8|D2DMJ8_DANRE A proliferation-inducing ligand-like protein OS=Danio rerio OX=7955 GN=april PE=2 SV=1
OG0000038	NP_001192711.1 tumor necrosis factor ligand superfamily member 15 [Bos taurus]	Danio_rerio_tr_Q1L8A5_Q1L8A5_DANRE tr|Q1L8A5|Q1L8A5_DANRE Lymphotoxin-alpha OS=Danio rerio OX=7955 GN=tnfa PE=1 SV=1, Danio_rerio_tr_Q08CQ3_Q08CQ3_DANRE tr|Q08CQ3|Q08CQ3_DANRE Lymphotoxin-alpha OS=Danio rerio OX=7955 GN=tnfa PE=2 SV=1
OG0000038	XP_002697417.1 lymphotoxin-beta isoform X1 [Bos taurus]	Danio_rerio_tr_Q0PKX7_Q0PKX7_DANRE tr|Q0PKX7|Q0PKX7_DANRE Fas ligand OS=Danio rerio OX=7955 GN=fasl PE=2 SV=1
OG0000038	NP_001192699.1 tumor necrosis factor ligand superfamily member 11 [Bos taurus]	Danio_rerio_tr_E7F3U1_E7F3U1_DANRE tr|E7F3U1|E7F3U1_DANRE TNF superfamily member 11 OS=Danio rerio OX=7955 GN=tnfsf11 PE=3 SV=1
OG0000038	NP_001306830.1 tumor necrosis factor ligand superfamily member 10 [Bos taurus]	Danio_rerio_tr_Q7ZYX9_Q7ZYX9_DANRE tr|Q7ZYX9|Q7ZYX9_DANRE TNF superfamily member 10_ like OS=Danio rerio OX=7955 GN=wu_fc12f06 PE=2 SV=1, Danio_rerio_tr_Q6DHG9_Q6DHG9_DANRE tr|Q6DHG9|Q6DHG9_DANRE TNF superfamily member 10 OS=Danio rerio OX=7955 GN=tnfsf10l2 PE=2 SV=1
OG0000040	NP_001091570.1 endothelial cell-specific molecule 1 precursor [Bos taurus]	Danio_rerio_tr_Q08CJ3_Q08CJ3_DANRE tr|Q08CJ3|Q08CJ3_DANRE Endothelial cell-specific molecule 1 precursor OS=Danio rerio OX=7955 GN=zgc_153027 PE=2 SV=1
OG0000040	XP_059738009.1 kazal-type serine protease inhibitor domain-containing protein 1 [Bos taurus]	Danio_rerio_tr_B0V1B1_B0V1B1_DANRE tr|B0V1B1|B0V1B1_DANRE Kazal-type serine peptidase inhibitor domain 3 OS=Danio rerio OX=7955 GN=im_7144240 PE=4 SV=1
OG0000040	XP_024851719.2 insulin-like growth factor-binding protein-like 1 isoform X1 [Bos taurus], NP_001095770.1 insulin-like growth factor-binding protein 7 precursor [Bos taurus]	Danio_rerio_tr_Q6NW92_Q6NW92_DANRE tr|Q6NW92|Q6NW92_DANRE Insulin-like growth factor-binding protein 7 precursor OS=Danio rerio OX=7955 GN=zgc_85888 PE=1 SV=1
OG0000044	sp|P51176.1|TGM2_BOVIN RecName_ Full=Protein-glutamine gamma-glutamyltransferase 2; AltName_ Full=Isopeptidase TGM2; AltName_ Full=Protein-glutamine deamidase TGM2; AltName_ Full=Protein-glutamine dopaminyltransferase TGM2; AltName_ Full=Protein-glutamine histaminyltransferase TGM2; AltName_ Full=Protein-glutamine noradrenalinyltransferase TGM2; AltName_ Full=Protein-glutamine serotonyltransferase TGM2; AltName_ Full=Tissue transglutaminase; Short=TG; AltName_ Full=Transglutaminase-2; Short=TGase-2	Danio_rerio_tr_Q66L63_Q66L63_DANRE tr|Q66L63|Q66L63_DANRE Protein-glutamine gamma-glutamyltransferase 2 OS=Danio rerio OX=7955 GN=tgm2 PE=2 SV=1, Danio_rerio_tr_Q1ECX3_Q1ECX3_DANRE tr|Q1ECX3|Q1ECX3_DANRE Protein-glutamine gamma-glutamyltransferase 2 OS=Danio rerio OX=7955 GN=TGM2 PE=1 SV=1
OG0000044	sp|A6QP57.1|TGM3_BOVIN RecName_ Full=Protein-glutamine gamma-glutamyltransferase E; AltName_ Full=Transglutaminase E; Short=TG_E_; Short=TGE; Short=TGase E; AltName_ Full=Transglutaminase-3; Short=TGase-3; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain; Flags_ Precursor, sp|A6QP57.1|TGM3_BOVIN RecName_ Full=Protein-glutamine gamma-glutamyltransferase E; AltName_ Full=Transglutaminase E; Short=TG_E_; Short=TGE; Short=TGase E; AltName_ Full=Transglutaminase-3; Short=TGase-3; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain; Flags_ Precursor, XP_059748950.1 protein-glutamine gamma-glutamyltransferase 6 [Bos taurus], XP_010815593.1 protein-glutamine gamma-glutamyltransferase Z [Bos taurus], XP_005222254.2 protein-glutamine gamma-glutamyltransferase 5 isoform X1 [Bos taurus]	Danio_rerio_tr_A0A0R4IGK8_A0A0R4IGK8_DANRE tr|A0A0R4IGK8|A0A0R4IGK8_DANRE Transglutaminase 5_-like OS=Danio rerio OX=7955 GN=si_ch1073-277p6.1 PE=3 SV=2
OG0000044	NP_001161366.2 coagulation factor XIII A chain [Bos taurus]	Danio_rerio_tr_F1QC84_F1QC84_DANRE tr|F1QC84|F1QC84_DANRE Coagulation factor XIII_ A1 polypeptide a_ tandem duplicate 1 OS=Danio rerio OX=7955 GN=f13a1a.1 PE=1 SV=1, Danio_rerio_tr_Q08CA3_Q08CA3_DANRE tr|Q08CA3|Q08CA3_DANRE Coagulation factor XIII A chain OS=Danio rerio OX=7955 GN=f13a1 PE=1 SV=1
OG0000044	XP_005211321.1 protein-glutamine gamma-glutamyltransferase K isoform X1 [Bos taurus]	Danio_rerio_tr_Q4V9H9_Q4V9H9_DANRE tr|Q4V9H9|Q4V9H9_DANRE Transglutaminase 1 OS=Danio rerio OX=7955 GN=tgm1l4 PE=1 SV=1
OG0000045	XP_024840205.1 laminin subunit alpha-3 isoform X1 [Bos taurus], DAA23013.1 TPA_ laminin alpha 5-like [Bos taurus]	Danio_rerio_tr_Q2Q1W5_Q2Q1W5_DANRE tr|Q2Q1W5|Q2Q1W5_DANRE Laminin alpha 5 OS=Danio rerio OX=7955 GN=wu_fb81a10 PE=1 SV=1
OG0000045	XP_024840372.1 laminin subunit alpha-1 isoform X1 [Bos taurus], XP_002690266.2 laminin subunit alpha-2 [Bos taurus]	Danio_rerio_tr_Q45H72_Q45H72_DANRE tr|Q45H72|Q45H72_DANRE Laminin alpha 1 OS=Danio rerio OX=7955 GN=lama1 PE=1 SV=1
OG0000045	NP_001192894.1 laminin subunit alpha-4 precursor [Bos taurus]	Danio_rerio_tr_Q2TJF5_Q2TJF5_DANRE tr|Q2TJF5|Q2TJF5_DANRE Laminin alpha 4 OS=Danio rerio OX=7955 GN=si_busm1-189a20.2 PE=1 SV=1
OG0000048	XP_059731202.1 fibromodulin isoform X1 [Bos taurus]	Danio_rerio_tr_Q4V9E0_Q4V9E0_DANRE tr|Q4V9E0|Q4V9E0_DANRE Fibromodulin-like precursor OS=Danio rerio OX=7955 GN=zgc_113456 PE=2 SV=1, Danio_rerio_tr_A0A8M1PS86_A0A8M1PS86_DANRE tr|A0A8M1PS86|A0A8M1PS86_DANRE Fibromodulin OS=Danio rerio OX=7955 GN=fmodb PE=1 SV=1
OG0000048	sp|O77742.1|OMD_BOVIN RecName_ Full=Osteomodulin; AltName_ Full=Keratan sulfate proteoglycan osteomodulin; Short=KSPG osteomodulin; AltName_ Full=Osteoadherin; Short=OSAD; Flags_ Precursor	Danio_rerio_tr_F6NL91_F6NL91_DANRE tr|F6NL91|F6NL91_DANRE Osteomodulin OS=Danio rerio OX=7955 GN=omd PE=4 SV=1
OG0000048	sp|Q9GKN8.1|PRELP_BOVIN RecName_ Full=Prolargin; AltName_ Full=Proline-arginine-rich end leucine-rich repeat protein; Flags_ Precursor	Danio_rerio_tr_F1QY29_F1QY29_DANRE tr|F1QY29|F1QY29_DANRE Prolargin OS=Danio rerio OX=7955 GN=prelp PE=1 SV=1
OG0000048	XP_024851602.1 extracellular matrix protein 2 isoform X1 [Bos taurus]	Danio_rerio_tr_F1R2S9_F1R2S9_DANRE tr|F1R2S9|F1R2S9_DANRE Extracellular matrix protein 2 OS=Danio rerio OX=7955 GN=ecm2 PE=4 SV=1
OG0000049	XP_024838889.2 plexin-A1 isoform X1 [Bos taurus]	Danio_rerio_tr_A8IYK2_A8IYK2_DANRE tr|A8IYK2|A8IYK2_DANRE Plexin-A1 OS=Danio rerio OX=7955 GN=plxna1 PE=1 SV=1
OG0000049	XP_059739547.1 plexin-A3 isoform X1 [Bos taurus]	Danio_rerio_sp_B0S5N4_PLXA3_DANRE sp|B0S5N4|PLXA3_DANRE Plexin A3 OS=Danio rerio OX=7955 GN=plxna3 PE=2 SV=2
OG0000049	NP_001193586.1 plexin-A2 precursor [Bos taurus], NP_001178433.1 plexin-A4 precursor [Bos taurus]	Danio_rerio_tr_B3DK42_B3DK42_DANRE tr|B3DK42|B3DK42_DANRE Plexin A4 OS=Danio rerio OX=7955 GN=plxna4 PE=2 SV=1, Danio_rerio_sp_Q6BEA0_PLXA4_DANRE sp|Q6BEA0|PLXA4_DANRE Plexin-A4 OS=Danio rerio OX=7955 GN=plxna4 PE=2 SV=1, Danio_rerio_tr_T1ECS6_T1ECS6_DANRE tr|T1ECS6|T1ECS6_DANRE Plexin-A4 OS=Danio rerio OX=7955 GN=D204 PE=1 SV=1
OG0000049	XP_024839049.1 plexin-B1 isoform X1 [Bos taurus]	Danio_rerio_tr_F1Q7U0_F1Q7U0_DANRE tr|F1Q7U0|F1Q7U0_DANRE Plexin b1b OS=Danio rerio OX=7955 GN=plxnb1b PE=1 SV=1
OG0000049	DAA13207.1 TPA_ plexin B3-like [Bos taurus]	Danio_rerio_tr_A0A8M3B4P7_A0A8M3B4P7_DANRE tr|A0A8M3B4P7|A0A8M3B4P7_DANRE Plexin-B3 OS=Danio rerio OX=7955 GN=plxnb3 PE=1 SV=1
OG0000049	XP_059742216.1 plexin-B2 isoform X2 [Bos taurus]	Danio_rerio_tr_E3NZJ2_E3NZJ2_DANRE tr|E3NZJ2|E3NZJ2_DANRE Plexin B2b short isoform OS=Danio rerio OX=7955 GN=plxnb2b PE=2 SV=1, Danio_rerio_tr_F1QBC0_F1QBC0_DANRE tr|F1QBC0|F1QBC0_DANRE Plexin b2a OS=Danio rerio OX=7955 GN=fk37b01 PE=1 SV=3, Danio_rerio_tr_C5H5I1_C5H5I1_DANRE tr|C5H5I1|C5H5I1_DANRE Plexin B2 OS=Danio rerio OX=7955 GN=plxnB2 PE=1 SV=1
OG0000049	DAA16814.1 TPA_ plexin D1-like [Bos taurus]	Danio_rerio_tr_Q6DSU3_Q6DSU3_DANRE tr|Q6DSU3|Q6DSU3_DANRE Plexin D1 OS=Danio rerio OX=7955 GN=zgc_77379 PE=1 SV=1
OG0000049	XP_059742393.1 plexin-C1 isoform X1 [Bos taurus]	Danio_rerio_tr_Q5RGW1_Q5RGW1_DANRE tr|Q5RGW1|Q5RGW1_DANRE Plexin C1 _Fragment_ OS=Danio rerio OX=7955 GN=plxnc1 PE=1 SV=3
OG0000059	XP_005223362.1 signal peptide_ CUB and EGF-like domain-containing protein 3 isoform X1 [Bos taurus]	Danio_rerio_tr_F1R0I7_F1R0I7_DANRE tr|F1R0I7|F1R0I7_DANRE Scube3 OS=Danio rerio OX=7955 GN=scube3 PE=2 SV=3
OG0000059	XP_024848586.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X1 [Bos taurus]	Danio_rerio_tr_A0A0R4IBT9_A0A0R4IBT9_DANRE tr|A0A0R4IBT9|A0A0R4IBT9_DANRE Signal peptide_ CUB and EGF-like domain-containing protein 1 isoform 2 precursor OS=Danio rerio OX=7955 GN=im_7427863 PE=4 SV=1
OG0000059	XP_005216154.1 signal peptide_ CUB and EGF-like domain-containing protein 2 isoform X1 [Bos taurus]	Danio_rerio_sp_Q5G872_SCUB2_DANRE sp|Q5G872|SCUB2_DANRE Signal peptide_ CUB and EGF-like domain-containing protein 2 OS=Danio rerio OX=7955 GN=scube2 PE=2 SV=1, Danio_rerio_tr_A0A0B5JWE1_A0A0B5JWE1_DANRE tr|A0A0B5JWE1|A0A0B5JWE1_DANRE Scube2 _Fragment_ OS=Danio rerio OX=7955 GN=scube2 PE=2 SV=1
OG0000064	XP_024834858.1 latent-transforming growth factor beta-binding protein 4 isoform X1 [Bos taurus], NP_776810.1 latent-transforming growth factor beta-binding protein 2 [Bos taurus], XP_005227171.1 latent-transforming growth factor beta-binding protein 3 isoform X1 [Bos taurus], XP_024854254.1 latent-transforming growth factor beta-binding protein 1 isoform X1 [Bos taurus]	Danio_rerio_tr_F1QFX6_F1QFX6_DANRE tr|F1QFX6|F1QFX6_DANRE Latent transforming growth factor beta binding protein 3 OS=Danio rerio OX=7955 GN=ltbp3 PE=2 SV=2
OG0000064	NP_001265517.1 fibrillin-2 precursor [Bos taurus]	Danio_rerio_tr_B6CS38_B6CS38_DANRE tr|B6CS38|B6CS38_DANRE Fibrillin 2 OS=Danio rerio OX=7955 GN=fbn2 PE=1 SV=1, Danio_rerio_tr_A0A0G2KQ62_A0A0G2KQ62_DANRE tr|A0A0G2KQ62|A0A0G2KQ62_DANRE Fibrillin 2b OS=Danio rerio OX=7955 GN=fbn2 PE=1 SV=2
OG0000065	NP_001095540.1 glypican-5 precursor [Bos taurus]	Danio_rerio_tr_V5NES1_V5NES1_DANRE tr|V5NES1|V5NES1_DANRE Glypican 5a OS=Danio rerio OX=7955 GN=Gpc5a PE=2 SV=1
OG0000065	NP_001030540.1 glypican-3 precursor [Bos taurus]	Danio_rerio_sp_Q6V9Y8_GPC3_DANRE sp|Q6V9Y8|GPC3_DANRE Glypican-3 OS=Danio rerio OX=7955 GN=gpc3 PE=1 SV=1
OG0000065	NP_001192713.1 glypican-4 precursor [Bos taurus]	Danio_rerio_tr_B3DJ94_B3DJ94_DANRE tr|B3DJ94|B3DJ94_DANRE Glypican-4 precursor OS=Danio rerio OX=7955 GN=kny PE=1 SV=1
OG0000065	NP_001075199.2 glypican-6 precursor [Bos taurus]	Danio_rerio_tr_V5NF92_V5NF92_DANRE tr|V5NF92|V5NF92_DANRE Glypican 6b OS=Danio rerio OX=7955 GN=Gpc6b PE=2 SV=1, Danio_rerio_tr_A7MBT1_A7MBT1_DANRE tr|A7MBT1|A7MBT1_DANRE Glypican 6a OS=Danio rerio OX=7955 GN=Gpc6a PE=2 SV=1
OG0000065	XP_059737420.1 glypican-2 isoform X1 [Bos taurus]	Danio_rerio_tr_V5NF87_V5NF87_DANRE tr|V5NF87|V5NF87_DANRE Glypican 2 OS=Danio rerio OX=7955 GN=Gpc2 PE=2 SV=1
OG0000065	sp|G3X745.1|GPC1_BOVIN RecName_ Full=Glypican-1; Contains_ RecName_ Full=Secreted glypican-1; Flags_ Precursor	Danio_rerio_sp_F1QCC6_GPC1_DANRE sp|F1QCC6|GPC1_DANRE Glypican-1 OS=Danio rerio OX=7955 GN=gpc1 PE=2 SV=1, Danio_rerio_tr_Q7T3D6_Q7T3D6_DANRE tr|Q7T3D6|Q7T3D6_DANRE Glypican 1b OS=Danio rerio OX=7955 GN=zgc_63947 PE=1 SV=1
OG0000068	DAA15163.1 TPA_ galectin-related inter-fiber protein-like [Bos taurus]	Danio_rerio_tr_Q32PT4_Q32PT4_DANRE tr|Q32PT4|Q32PT4_DANRE Galectin OS=Danio rerio OX=7955 GN=lgals3l PE=1 SV=1, Danio_rerio_sp_Q6DGJ1_GRIFN_DANRE sp|Q6DGJ1|GRIFN_DANRE Grifin OS=Danio rerio OX=7955 GN=grifin PE=1 SV=1
OG0000068	NP_001192760.1 galectin-related protein [Bos taurus]	Danio_rerio_tr_Q7ZZ26_Q7ZZ26_DANRE tr|Q7ZZ26|Q7ZZ26_DANRE Galectin OS=Danio rerio OX=7955 GN=si_ch211-101n13.9 PE=4 SV=1, Danio_rerio_sp_Q1ECW6_LEGL_DANRE sp|Q1ECW6|LEGL_DANRE Galectin-related protein OS=Danio rerio OX=7955 GN=lgalsl PE=2 SV=1
OG0000068	sp|Q3T0D6.1|LEG4_BOVIN RecName_ Full=Galectin-4; Short=Gal-4	Danio_rerio_tr_Q6PBV2_Q6PBV2_DANRE tr|Q6PBV2|Q6PBV2_DANRE Galectin OS=Danio rerio OX=7955 GN=wu_fj85f11 PE=1 SV=1
OG0000068	XP_002699418.1 galectin-12 [Bos taurus]	Danio_rerio_tr_X1WD11_X1WD11_DANRE tr|X1WD11|X1WD11_DANRE Galectin OS=Danio rerio OX=7955 GN=lgals8a PE=4 SV=2, Danio_rerio_tr_F1QIE5_F1QIE5_DANRE tr|F1QIE5|F1QIE5_DANRE Galectin OS=Danio rerio OX=7955 GN=lgals8a PE=4 SV=2
OG0000068	NP_001244020.1 galectin-2 isoform 1 [Bos taurus]	Danio_rerio_tr_F8W2U6_F8W2U6_DANRE tr|F8W2U6|F8W2U6_DANRE Galectin OS=Danio rerio OX=7955 GN=Drgal1-L3 PE=1 SV=1, Danio_rerio_tr_Q7SXJ0_Q7SXJ0_DANRE tr|Q7SXJ0|Q7SXJ0_DANRE Galectin OS=Danio rerio OX=7955 GN=lgals1l3 PE=1 SV=1, Danio_rerio_tr_Q6TGN5_Q6TGN5_DANRE tr|Q6TGN5|Q6TGN5_DANRE Galectin OS=Danio rerio OX=7955 GN=lgals2a PE=1 SV=1, Danio_rerio_tr_Q6IQI2_Q6IQI2_DANRE tr|Q6IQI2|Q6IQI2_DANRE Galectin OS=Danio rerio OX=7955 GN=lgals1l2 PE=1 SV=1, Danio_rerio_tr_F1QGM0_F1QGM0_DANRE tr|F1QGM0|F1QGM0_DANRE Galectin OS=Danio rerio OX=7955 GN=Drgal1-L1 PE=1 SV=1
OG0000074	NP_001178445.2 slit homolog 2 protein precursor [Bos taurus]	Danio_rerio_tr_Q9DE36_Q9DE36_DANRE tr|Q9DE36|Q9DE36_DANRE Slit homolog 2 protein precursor OS=Danio rerio OX=7955 GN=slit2 PE=1 SV=1
OG0000074	DAA18060.1 TPA_ slit homolog 3 [Bos taurus]	Danio_rerio_tr_F1RCV3_F1RCV3_DANRE tr|F1RCV3|F1RCV3_DANRE Slit homolog 3 _Drosophila_ OS=Danio rerio OX=7955 GN=zgc_111911 PE=1 SV=1
OG0000074	XP_002698459.1 slit homolog 1 protein [Bos taurus]	Danio_rerio_tr_Q3Y6S4_Q3Y6S4_DANRE tr|Q3Y6S4|Q3Y6S4_DANRE Slit homolog 1b precursor OS=Danio rerio OX=7955 GN=slit1b PE=2 SV=1, Danio_rerio_tr_A0A0R4IU60_A0A0R4IU60_DANRE tr|A0A0R4IU60|A0A0R4IU60_DANRE Slit homolog 1b _Drosophila_ OS=Danio rerio OX=7955 GN=slit1b PE=4 SV=1, Danio_rerio_tr_Q3S2J2_Q3S2J2_DANRE tr|Q3S2J2|Q3S2J2_DANRE Slit homolog 1 protein precursor OS=Danio rerio OX=7955 GN=slit1a PE=1 SV=1
OG0000078	XP_010816338.1 tubulointerstitial nephritis antigen isoform X1 [Bos taurus], DAA32345.1 TPA_ tubulointerstitial nephritis antigen-like 1-like [Bos taurus]	Danio_rerio_tr_A3KNG7_A3KNG7_DANRE tr|A3KNG7|A3KNG7_DANRE Si_dkey-158b13.1 OS=Danio rerio OX=7955 GN=si_dkey-158b13.1 PE=1 SV=1
OG0000078	sp|Q5E998.1|CATL2_BOVIN RecName_ Full=Cathepsin L2; Flags_ Precursor	Danio_rerio_tr_Q568D6_Q568D6_DANRE tr|Q568D6|Q568D6_DANRE Cathepsin K OS=Danio rerio OX=7955 GN=zgc_110367 PE=1 SV=1
OG0000078	NP_001068884.1 cathepsin F precursor [Bos taurus]	Danio_rerio_tr_F1RE14_F1RE14_DANRE tr|F1RE14|F1RE14_DANRE Cathepsin F OS=Danio rerio OX=7955 GN=cb420 PE=3 SV=1, Danio_rerio_tr_Q08CH0_Q08CH0_DANRE tr|Q08CH0|Q08CH0_DANRE Cathepsin F OS=Danio rerio OX=7955 GN=cb420 PE=2 SV=1
