Orthogroup	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000156	Nematostella_vectensis_NV2t013515001.1 NV2t013515001.1	Exaiptasia_diaphana_XP_028513245.1 XP_028513245.1 microfibrillar-associated protein 1 [Exaiptasia diaphana]
OG0000158	Nematostella_vectensis_NV2t016600002.1 NV2t016600002.1, Nematostella_vectensis_NV2t016600001.1 NV2t016600001.1	Exaiptasia_diaphana_XP_020914797.1 XP_020914797.1 somatomedin-B and thrombospondin type-1 domain-containing protein [Exaiptasia diaphana]
OG0000159	Nematostella_vectensis_NV2t018043001.1 NV2t018043001.1	Exaiptasia_diaphana_XP_020913849.1 XP_020913849.1 fibronectin type 3 and ankyrin repeat domains protein 1 [Exaiptasia diaphana]
OG0000159	Nematostella_vectensis_NV2t014678001.1 NV2t014678001.1	Exaiptasia_diaphana_XP_020903022.1 XP_020903022.1 fibronectin type 3 and ankyrin repeat domains protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903026.1 XP_020903026.1 fibronectin type 3 and ankyrin repeat domains protein 1_ partial [Exaiptasia diaphana]
OG0000161	Nematostella_vectensis_NV2t009101001.1 NV2t009101001.1	Exaiptasia_diaphana_XP_020908951.2 XP_020908951.2 contactin-1_ partial [Exaiptasia diaphana]
OG0000161	Nematostella_vectensis_NV2t024169002.1 NV2t024169002.1, Nematostella_vectensis_NV2t024169001.1 NV2t024169001.1	Exaiptasia_diaphana_XP_028517403.1 XP_028517403.1 immunoglobulin superfamily member 10-like_ partial [Exaiptasia diaphana]
OG0000165	Nematostella_vectensis_NV2t022022001.1 NV2t022022001.1	Exaiptasia_diaphana_XP_020906110.1 XP_020906110.1 leucine-rich repeat-containing protein 58 [Exaiptasia diaphana]
OG0000166	Nematostella_vectensis_NV2t024249001.1 NV2t024249001.1	Exaiptasia_diaphana_XP_020908802.1 XP_020908802.1 mucin-5AC [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519294.1 XP_028519294.1 uncharacterized protein LOC110253486 [Exaiptasia diaphana]
OG0000171	Nematostella_vectensis_NV2t012417001.1 NV2t012417001.1	Exaiptasia_diaphana_XP_020911895.1 XP_020911895.1 peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase [Exaiptasia diaphana]
OG0000176	Nematostella_vectensis_NV2t007812002.1 NV2t007812002.1, Nematostella_vectensis_NV2t007812003.1 NV2t007812003.1, Nematostella_vectensis_NV2t007812001.1 NV2t007812001.1	Exaiptasia_diaphana_XP_020901377.1 XP_020901377.1 ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901378.1 XP_020901378.1 ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X2 [Exaiptasia diaphana]
OG0000177	Nematostella_vectensis_NV2t013212001.1 NV2t013212001.1	Exaiptasia_diaphana_XP_020898461.1 XP_020898461.1 protein phosphatase 1 regulatory subunit 7 [Exaiptasia diaphana]
OG0000178	Nematostella_vectensis_NV2t006547001.1 NV2t006547001.1	Exaiptasia_diaphana_XP_020912299.1 XP_020912299.1 uncharacterized protein LOC110250046 [Exaiptasia diaphana]
OG0000182	Nematostella_vectensis_NV2t006820001.1 NV2t006820001.1	Exaiptasia_diaphana_XP_020900370.1 XP_020900370.1 von Willebrand factor A domain-containing protein 3A [Exaiptasia diaphana]
OG0000185	Nematostella_vectensis_NV2t020186001.1 NV2t020186001.1	Exaiptasia_diaphana_XP_028517539.1 XP_028517539.1 MAM and fibronectin type III domain-containing protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518949.1 XP_028518949.1 Down syndrome cell adhesion molecule-like protein 1 homolog_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911541.1 XP_020911541.1 uncharacterized protein LOC110249302 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916320.1 XP_020916320.1 contactin-2-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916316.1 XP_020916316.1 uncharacterized protein LOC110253707 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909874.1 XP_020909874.1 Down syndrome cell adhesion molecule-like protein 1 homolog [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517540.1 XP_028517540.1 MAM and fibronectin type III domain-containing protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518197.1 XP_028518197.1 uncharacterized protein LOC114576186 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518063.1 XP_028518063.1 uncharacterized protein LOC114576135 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519235.1 XP_028519235.1 uncharacterized protein LOC110253294_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517535.1 XP_028517535.1 deleted in malignant brain tumors 1 protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903296.1 XP_020903296.1 uncharacterized protein LOC110241748 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903299.1 XP_020903299.1 uncharacterized protein LOC110241748 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911536.1 XP_020911536.1 uncharacterized protein LOC110249297 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903301.1 XP_020903301.1 uncharacterized protein LOC110241748 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903297.1 XP_020903297.1 uncharacterized protein LOC110241748 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513473.1 XP_028513473.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518061.1 XP_028518061.1 uncharacterized protein LOC110249301 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911534.1 XP_020911534.1 deleted in malignant brain tumors 1 protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518199.1 XP_028518199.1 uncharacterized protein LOC114576187 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518198.1 XP_028518198.1 uncharacterized protein LOC114576187 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517537.1 XP_028517537.1 uncharacterized protein LOC110247755_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897729.2 XP_020897729.2 uncharacterized protein LOC110236530 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514184.1 XP_028514184.1 uncharacterized protein LOC110236530 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513988.1 XP_028513988.1 uncharacterized protein LOC110235942 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513990.1 XP_028513990.1 uncharacterized protein LOC110235942 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519465.1 XP_028519465.1 uncharacterized protein LOC114576634 [Exaiptasia diaphana]
OG0000187	Nematostella_vectensis_NV2t005309001.1 NV2t005309001.1, Nematostella_vectensis_NV2t005308001.1 NV2t005308001.1	Exaiptasia_diaphana_XP_020906478.1 XP_020906478.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894430.1 XP_020894430.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana]
OG0000188	Nematostella_vectensis_NV2t014070001.1 NV2t014070001.1	Exaiptasia_diaphana_XP_020903357.2 XP_020903357.2 uncharacterized protein LOC110241796_ partial [Exaiptasia diaphana]
OG0000188	Nematostella_vectensis_NV2t000856001.1 NV2t000856001.1, Nematostella_vectensis_NV2t014087001.1 NV2t014087001.1, Nematostella_vectensis_NV2t014076001.1 NV2t014076001.1, Nematostella_vectensis_NV2t014089001.1 NV2t014089001.1	Exaiptasia_diaphana_XP_028517561.1 XP_028517561.1 uncharacterized protein LOC110247801 [Exaiptasia diaphana]
OG0000192	Nematostella_vectensis_NV2t007835001.1 NV2t007835001.1, Nematostella_vectensis_NV2t007835002.1 NV2t007835002.1, Nematostella_vectensis_NV2t007835003.1 NV2t007835003.1	Exaiptasia_diaphana_XP_020895920.1 XP_020895920.1 protein flightless-1 homolog [Exaiptasia diaphana]
OG0000193	Nematostella_vectensis_NV2t009771001.1 NV2t009771001.1	Exaiptasia_diaphana_XP_020902775.1 XP_020902775.1 CCR4-NOT transcription complex subunit 6-like [Exaiptasia diaphana]
OG0000194	Nematostella_vectensis_NV2t011108001.1 NV2t011108001.1, Nematostella_vectensis_NV2t011108002.1 NV2t011108002.1	Exaiptasia_diaphana_XP_020902507.1 XP_020902507.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]
OG0000195	Nematostella_vectensis_NV2t011142001.1 NV2t011142001.1	Exaiptasia_diaphana_XP_020893065.1 XP_020893065.1 ras suppressor protein 1 [Exaiptasia diaphana]
OG0000197	Nematostella_vectensis_NV2t015283001.1 NV2t015283001.1	Exaiptasia_diaphana_XP_020898892.1 XP_020898892.1 uncharacterized protein LOC110237629 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898891.1 XP_020898891.1 uncharacterized protein LOC110237629 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898894.1 XP_020898894.1 uncharacterized protein LOC110237629 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898893.1 XP_020898893.1 uncharacterized protein LOC110237629 isoform X3 [Exaiptasia diaphana]
OG0000199	Nematostella_vectensis_NV2t017578001.1 NV2t017578001.1	Exaiptasia_diaphana_XP_020899985.1 XP_020899985.1 26S proteasome non-ATPase regulatory subunit 4 [Exaiptasia diaphana]
OG0000200	Nematostella_vectensis_NV2t002853001.1 NV2t002853001.1	Exaiptasia_diaphana_XP_020915029.1 XP_020915029.1 von Willebrand factor A domain-containing protein 3B [Exaiptasia diaphana]
OG0000201	Nematostella_vectensis_NV2t000988003.1 NV2t000988003.1, Nematostella_vectensis_NV2t000988004.1 NV2t000988004.1, Nematostella_vectensis_NV2t000988001.1 NV2t000988001.1, Nematostella_vectensis_NV2t000988002.1 NV2t000988002.1	Exaiptasia_diaphana_XP_020912264.1 XP_020912264.1 leucine-rich repeats and immunoglobulin-like domains protein 3 [Exaiptasia diaphana]
OG0000203	Nematostella_vectensis_NV2t022236001.1 NV2t022236001.1	Exaiptasia_diaphana_XP_020908819.1 XP_020908819.1 fibropellin-1 [Exaiptasia diaphana]
OG0000209	Nematostella_vectensis_NV2t022763001.1 NV2t022763001.1	Exaiptasia_diaphana_XP_020908002.1 XP_020908002.1 integrator complex subunit 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908096.2 XP_020908096.2 integrator complex subunit 6-B [Exaiptasia diaphana]
OG0000210	Nematostella_vectensis_NV2t021186001.1 NV2t021186001.1	Exaiptasia_diaphana_XP_020908043.1 XP_020908043.1 X-ray radiation resistance-associated protein 1 [Exaiptasia diaphana]
OG0000211	Nematostella_vectensis_NV2t025670003.1 NV2t025670003.1, Nematostella_vectensis_NV2t025670006.1 NV2t025670006.1	Exaiptasia_diaphana_XP_028519363.1 XP_028519363.1 protein MLP1 [Exaiptasia diaphana]
OG0000212	Nematostella_vectensis_NV2t025332003.1 NV2t025332003.1, Nematostella_vectensis_NV2t025332002.1 NV2t025332002.1	Exaiptasia_diaphana_XP_020904592.1 XP_020904592.1 LOW QUALITY PROTEIN_ E3 ubiquitin-protein ligase LRSAM1-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516015.1 XP_028516015.1 E3 ubiquitin-protein ligase LRSAM1-like isoform X1 [Exaiptasia diaphana]
OG0000214	Nematostella_vectensis_NV2t024154001.1 NV2t024154001.1	Exaiptasia_diaphana_XP_020904790.1 XP_020904790.1 LOW QUALITY PROTEIN_ integrator complex subunit 14-like [Exaiptasia diaphana]
OG0000219	Nematostella_vectensis_NV2t022330001.1 NV2t022330001.1	Exaiptasia_diaphana_XP_020899206.1 XP_020899206.1 von Willebrand factor A domain-containing protein 8 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899208.1 XP_020899208.1 von Willebrand factor A domain-containing protein 8 isoform X2 [Exaiptasia diaphana]
OG0000224	Nematostella_vectensis_NV2t024006001.1 NV2t024006001.1, Nematostella_vectensis_NV2t007079001.1 NV2t007079001.1, Nematostella_vectensis_NV2t022909001.1 NV2t022909001.1	Exaiptasia_diaphana_XP_020900945.1 XP_020900945.1 adhesion G protein-coupled receptor E1 [Exaiptasia diaphana]
OG0000225	Nematostella_vectensis_NV2t020524001.1 NV2t020524001.1	Exaiptasia_diaphana_XP_020911256.2 XP_020911256.2 uncharacterized protein LOC110249018 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513438.1 XP_028513438.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911578.1 XP_020911578.1 neurogenic locus Notch protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518106.1 XP_028518106.1 fibrillin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518101.1 XP_028518101.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911665.1 XP_020911665.1 putative glycosyl hydrolase ecdE [Exaiptasia diaphana]
OG0000226	Nematostella_vectensis_NV2t014073001.1 NV2t014073001.1, Nematostella_vectensis_NV2t014080001.1 NV2t014080001.1, Nematostella_vectensis_NV2t014079001.1 NV2t014079001.1, Nematostella_vectensis_NV2t014072001.1 NV2t014072001.1	Exaiptasia_diaphana_XP_028515696.1 XP_028515696.1 coadhesin-like [Exaiptasia diaphana]
OG0000226	Nematostella_vectensis_NV2t014090001.1 NV2t014090001.1	Exaiptasia_diaphana_XP_020903356.1 XP_020903356.1 collagen alpha-6_VI_ chain [Exaiptasia diaphana]
OG0000226	Nematostella_vectensis_NV2t014083001.1 NV2t014083001.1	Exaiptasia_diaphana_XP_028515693.1 XP_028515693.1 coadhesin [Exaiptasia diaphana]
OG0000229	Nematostella_vectensis_NV2t021107001.1 NV2t021107001.1	Exaiptasia_diaphana_XP_020912652.1 XP_020912652.1 leucine-rich repeat protein 1 [Exaiptasia diaphana]
OG0000231	Nematostella_vectensis_NV2t012221001.1 NV2t012221001.1	Exaiptasia_diaphana_XP_020905146.1 XP_020905146.1 fibropellin-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516126.1 XP_028516126.1 fibropellin-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905143.1 XP_020905143.1 fibropellin-1 isoform X1 [Exaiptasia diaphana]
OG0000235	Nematostella_vectensis_NV2t010668001.1 NV2t010668001.1	Exaiptasia_diaphana_XP_028516185.1 XP_028516185.1 collagen alpha-1_XXVI_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905354.1 XP_020905354.1 collagen alpha-1_XXVI_ chain isoform X1 [Exaiptasia diaphana]
OG0000237	Nematostella_vectensis_NV2t022294001.1 NV2t022294001.1	Exaiptasia_diaphana_XP_020908032.1 XP_020908032.1 uncharacterized protein LOC110246071 [Exaiptasia diaphana]
OG0000239	Nematostella_vectensis_NV2t009537001.1 NV2t009537001.1	Exaiptasia_diaphana_XP_020900593.1 XP_020900593.1 uncharacterized protein LOC110239222 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900592.1 XP_020900592.1 uncharacterized protein LOC110239222 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514898.1 XP_028514898.1 uncharacterized protein LOC110239222 isoform X1 [Exaiptasia diaphana]
OG0000240	Nematostella_vectensis_NV2t001304001.1 NV2t001304001.1, Nematostella_vectensis_NV2t001304003.1 NV2t001304003.1, Nematostella_vectensis_NV2t001304002.1 NV2t001304002.1	Exaiptasia_diaphana_XP_028514983.1 XP_028514983.1 nischarin [Exaiptasia diaphana]
OG0000241	Nematostella_vectensis_NV2t025685001.1 NV2t025685001.1	Exaiptasia_diaphana_XP_020901124.1 XP_020901124.1 neurogenic locus notch homolog protein 2 [Exaiptasia diaphana]
OG0000244	Nematostella_vectensis_NV2t001696002.1 NV2t001696002.1, Nematostella_vectensis_NV2t001696001.1 NV2t001696001.1	Exaiptasia_diaphana_XP_028514060.1 XP_028514060.1 stabilin-2 [Exaiptasia diaphana]
OG0000248	Nematostella_vectensis_NV2t006365001.1 NV2t006365001.1	Exaiptasia_diaphana_XP_020912802.1 XP_020912802.1 anosmin-1 [Exaiptasia diaphana]
OG0000250	Nematostella_vectensis_NV2t019805005.1 NV2t019805005.1, Nematostella_vectensis_NV2t019805003.1 NV2t019805003.1, Nematostella_vectensis_NV2t019805006.1 NV2t019805006.1, Nematostella_vectensis_NV2t019805002.1 NV2t019805002.1, Nematostella_vectensis_NV2t019805009.1 NV2t019805009.1, Nematostella_vectensis_NV2t019805007.1 NV2t019805007.1, Nematostella_vectensis_NV2t019805008.1 NV2t019805008.1, Nematostella_vectensis_NV2t019803002.1 NV2t019803002.1, Nematostella_vectensis_NV2t019801001.1 NV2t019801001.1, Nematostella_vectensis_NV2t019803001.1 NV2t019803001.1, Nematostella_vectensis_NV2t019805004.1 NV2t019805004.1, Nematostella_vectensis_NV2t019805001.1 NV2t019805001.1, Nematostella_vectensis_NV2t019810002.1 NV2t019810002.1, Nematostella_vectensis_NV2t019810003.1 NV2t019810003.1, Nematostella_vectensis_NV2t019811001.1 NV2t019811001.1, Nematostella_vectensis_NV2t019810001.1 NV2t019810001.1, Nematostella_vectensis_NV2t019810004.1 NV2t019810004.1	Exaiptasia_diaphana_XP_020909402.1 XP_020909402.1 macrophage scavenger receptor types I and II [Exaiptasia diaphana]
OG0000253	Nematostella_vectensis_NV2t014946001.1 NV2t014946001.1	Exaiptasia_diaphana_XP_020906987.1 XP_020906987.1 general transcription factor IIH subunit 2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516675.1 XP_028516675.1 general transcription factor IIH subunit 2 isoform X2 [Exaiptasia diaphana]
OG0000262	Nematostella_vectensis_NV2t021578001.1 NV2t021578001.1	Exaiptasia_diaphana_XP_020902566.1 XP_020902566.1 uncharacterized protein LOC110241074 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515515.1 XP_028515515.1 uncharacterized protein LOC110241074 isoform X2 [Exaiptasia diaphana]
OG0000265	Nematostella_vectensis_NV2t021328001.1 NV2t021328001.1	Exaiptasia_diaphana_XP_020895183.1 XP_020895183.1 uncharacterized protein LOC110234167 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895181.1 XP_020895181.1 uncharacterized protein LOC110234167 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895182.1 XP_020895182.1 uncharacterized protein LOC110234167 isoform X2 [Exaiptasia diaphana]
OG0000267	Nematostella_vectensis_NV2t024051001.1 NV2t024051001.1	Exaiptasia_diaphana_XP_020916226.1 XP_020916226.1 leucine-rich repeats and immunoglobulin-like domains protein 3 [Exaiptasia diaphana]
OG0000268	Nematostella_vectensis_NV2t007378001.1 NV2t007378001.1	Exaiptasia_diaphana_XP_020899993.1 XP_020899993.1 cytokine receptor-like factor 3 [Exaiptasia diaphana]
OG0000272	Nematostella_vectensis_NV2t013883004.1 NV2t013883004.1, Nematostella_vectensis_NV2t013883001.1 NV2t013883001.1, Nematostella_vectensis_NV2t013883003.1 NV2t013883003.1, Nematostella_vectensis_NV2t013883002.1 NV2t013883002.1	Exaiptasia_diaphana_XP_020893969.1 XP_020893969.1 collagen alpha-1_XXI_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893963.1 XP_020893963.1 collagen alpha chain isoform X1 [Exaiptasia diaphana]
OG0000273	Nematostella_vectensis_NV2t018171001.1 NV2t018171001.1, Nematostella_vectensis_NV2t007778001.1 NV2t007778001.1, Nematostella_vectensis_NV2t007778002.1 NV2t007778002.1	Exaiptasia_diaphana_XP_020895227.1 XP_020895227.1 uncharacterized protein LOC110234206 [Exaiptasia diaphana]
OG0000273	Nematostella_vectensis_NV2t000204001.1 NV2t000204001.1	Exaiptasia_diaphana_XP_028514385.1 XP_028514385.1 uncharacterized protein LOC114574897 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514345.1 XP_028514345.1 uncharacterized protein LOC110237042 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904736.1 XP_020904736.1 uncharacterized protein LOC110242990 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518719.1 XP_028518719.1 uncharacterized protein LOC114576370 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898267.1 XP_020898267.1 uncharacterized protein LOC110237034 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898123.1 XP_020898123.1 uncharacterized protein LOC110236902 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898083.2 XP_020898083.2 uncharacterized protein LOC110236866 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513807.1 XP_028513807.1 C-type mannose receptor 2-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518715.1 XP_028518715.1 uncharacterized protein LOC114576367 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514175.1 XP_028514175.1 secretory phospholipase A2 receptor-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514166.1 XP_028514166.1 uncharacterized protein LOC114574803 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897909.2 XP_020897909.2 uncharacterized protein LOC110236711 [Exaiptasia diaphana]
OG0000276	Nematostella_vectensis_NV2t004034001.1 NV2t004034001.1, Nematostella_vectensis_NV2t004033001.1 NV2t004033001.1	Exaiptasia_diaphana_XP_020915527.1 XP_020915527.1 N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Exaiptasia diaphana]
OG0000278	Nematostella_vectensis_NV2t005700001.1 NV2t005700001.1, Nematostella_vectensis_NV2t005700002.1 NV2t005700002.1	Exaiptasia_diaphana_XP_020911614.1 XP_020911614.1 anthrax toxin receptor 2 [Exaiptasia diaphana]
OG0000279	Nematostella_vectensis_NV2t003253001.1 NV2t003253001.1, Nematostella_vectensis_NV2t003253002.1 NV2t003253002.1	Exaiptasia_diaphana_XP_020900355.1 XP_020900355.1 uncharacterized protein LOC110238998 [Exaiptasia diaphana]
OG0000280	Nematostella_vectensis_NV2t000161001.1 NV2t000161001.1	Exaiptasia_diaphana_XP_028516708.1 XP_028516708.1 uncharacterized protein LOC110245196_ partial [Exaiptasia diaphana]
OG0000282	Nematostella_vectensis_NV2t010745001.1 NV2t010745001.1	Exaiptasia_diaphana_XP_020900682.1 XP_020900682.1 leucine-rich repeat-containing protein 47 [Exaiptasia diaphana]
OG0000284	Nematostella_vectensis_NV2t014189001.1 NV2t014189001.1, Nematostella_vectensis_NV2t014189002.1 NV2t014189002.1	Exaiptasia_diaphana_XP_020904221.1 XP_020904221.1 netrin receptor DCC [Exaiptasia diaphana]
OG0000285	Nematostella_vectensis_NV2t021271001.1 NV2t021271001.1, Nematostella_vectensis_NV2t021271002.1 NV2t021271002.1	Exaiptasia_diaphana_XP_020902642.1 XP_020902642.1 coadhesin isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902640.1 XP_020902640.1 coadhesin isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902643.1 XP_020902643.1 uncharacterized protein LOC110241138 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902641.1 XP_020902641.1 coadhesin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902644.1 XP_020902644.1 coadhesin isoform X5 [Exaiptasia diaphana]
OG0000286	Nematostella_vectensis_NV2t009055002.1 NV2t009055002.1, Nematostella_vectensis_NV2t009055003.1 NV2t009055003.1, Nematostella_vectensis_NV2t009055001.1 NV2t009055001.1	Exaiptasia_diaphana_XP_020912182.1 XP_020912182.1 uncharacterized protein LOC110249945 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519426.1 XP_028519426.1 multiple epidermal growth factor-like domains protein 10 [Exaiptasia diaphana]
OG0000301	Nematostella_vectensis_NV2t002923001.1 NV2t002923001.1	Exaiptasia_diaphana_XP_028517729.1 XP_028517729.1 uncharacterized protein LOC114576013 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910055.1 XP_020910055.1 balbiani ring protein 3 [Exaiptasia diaphana]
OG0000301	Nematostella_vectensis_NV2t021872001.1 NV2t021872001.1, Nematostella_vectensis_NV2t016661001.1 NV2t016661001.1	Exaiptasia_diaphana_XP_028513047.1 XP_028513047.1 uncharacterized protein LOC110232880 [Exaiptasia diaphana]
OG0000302	Nematostella_vectensis_NV2t011820001.1 NV2t011820001.1	Exaiptasia_diaphana_XP_020894246.1 XP_020894246.1 basic proline-rich protein [Exaiptasia diaphana]
OG0000303	Nematostella_vectensis_NV2t018394001.1 NV2t018394001.1, Nematostella_vectensis_NV2t018394004.1 NV2t018394004.1, Nematostella_vectensis_NV2t018394003.1 NV2t018394003.1, Nematostella_vectensis_NV2t018394005.1 NV2t018394005.1, Nematostella_vectensis_NV2t018394002.1 NV2t018394002.1	Exaiptasia_diaphana_XP_020897089.1 XP_020897089.1 uncharacterized protein LOC110235953 [Exaiptasia diaphana]
OG0000304	Nematostella_vectensis_NV2t007762001.1 NV2t007762001.1	Exaiptasia_diaphana_XP_020899388.1 XP_020899388.1 uncharacterized protein LOC110238083 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899389.1 XP_020899389.1 uncharacterized protein LOC110238083 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899385.1 XP_020899385.1 bone morphogenetic protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899383.1 XP_020899383.1 bone morphogenetic protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899384.1 XP_020899384.1 uncharacterized protein LOC110238081 isoform X1 [Exaiptasia diaphana]
OG0000304	Nematostella_vectensis_NV2t024145002.1 NV2t024145002.1, Nematostella_vectensis_NV2t024145003.1 NV2t024145003.1, Nematostella_vectensis_NV2t024145001.1 NV2t024145001.1, Nematostella_vectensis_NV2t024145004.1 NV2t024145004.1	Exaiptasia_diaphana_XP_020916018.1 XP_020916018.1 uncharacterized protein LOC110253447 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519295.1 XP_028519295.1 low-density lipoprotein receptor-related protein 12 [Exaiptasia diaphana]
OG0000309	Nematostella_vectensis_NV2t023330001.1 NV2t023330001.1	Exaiptasia_diaphana_XP_020904773.1 XP_020904773.1 leucine-rich repeat-containing protein 1-like [Exaiptasia diaphana]
OG0000314	Nematostella_vectensis_NV2t007515002.1 NV2t007515002.1, Nematostella_vectensis_NV2t007515003.1 NV2t007515003.1	Exaiptasia_diaphana_XP_028516194.1 XP_028516194.1 protein phosphatase 1 regulatory subunit 7 [Exaiptasia diaphana]
OG0000318	Nematostella_vectensis_NV2t001044001.1 NV2t001044001.1, Nematostella_vectensis_NV2t001045002.1 NV2t001045002.1, Nematostella_vectensis_NV2t001045001.1 NV2t001045001.1, Nematostella_vectensis_NV2t001047003.1 NV2t001047003.1, Nematostella_vectensis_NV2t001047001.1 NV2t001047001.1, Nematostella_vectensis_NV2t001047002.1 NV2t001047002.1	Exaiptasia_diaphana_XP_028514170.1 XP_028514170.1 von Willebrand factor A domain-containing protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897892.1 XP_020897892.1 von Willebrand factor A domain-containing protein 2 [Exaiptasia diaphana]
OG0000320	Nematostella_vectensis_NV2t019798001.1 NV2t019798001.1	Exaiptasia_diaphana_XP_020909245.1 XP_020909245.1 macrophage scavenger receptor types I and II [Exaiptasia diaphana]
