Orthogroup	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Bos_taurus
OG0000216	Coturnix_japonica_XP_015711293.2 cysteine-rich secretory protein LCCL domain-containing 1 isoform X2 [Coturnix japonica]	NP_001094635.1 cysteine-rich secretory protein LCCL domain-containing 1 [Bos taurus]
OG0000222	Coturnix_japonica_XP_015722638.1 leucine-rich glioma-inactivated protein 1 isoform X2 [Coturnix japonica]	XP_059737934.1 leucine-rich glioma-inactivated protein 1 isoform X1 [Bos taurus]
OG0000222	Coturnix_japonica_XP_015718159.1 leucine-rich repeat LGI family member 2 isoform X2 [Coturnix japonica]	NP_001179745.1 leucine-rich repeat LGI family member 2 precursor [Bos taurus]
OG0000235	Coturnix_japonica_XP_015733986.1 EMI domain-containing protein 1 isoform X1 [Coturnix japonica]	XP_005225272.1 collagen alpha-1_XXVI_ chain isoform X1 [Bos taurus], NP_001095337.1 EMI domain-containing protein 1 isoform 1 precursor [Bos taurus]
OG0000236	Coturnix_japonica_XP_015732360.1 platelet-derived growth factor subunit A isoform X4 [Coturnix japonica]	XP_059737173.1 platelet-derived growth factor subunit A isoform X1 [Bos taurus]
OG0000243	Coturnix_japonica_XP_015707649.1 interleukin-17D [Coturnix japonica]	DAA23895.1 TPA_ interleukin 17D-like [Bos taurus]
OG0000243	Coturnix_japonica_XP_015715127.1 interleukin-17F-like [Coturnix japonica]	NP_001179011.1 interleukin-17F precursor [Bos taurus]
OG0000243	Coturnix_japonica_XP_015729710.1 PREDICTED_ interleukin-17C_ partial [Coturnix japonica]	DAA20250.1 TPA_ interleukin 17C-like [Bos taurus]
OG0000247	Coturnix_japonica_XP_015713449.1 epiphycan [Coturnix japonica]	sp|P79119.1|EPYC_BOVIN RecName_ Full=Epiphycan; AltName_ Full=Dermatan sulfate proteoglycan 3; AltName_ Full=Proteoglycan-Lb; Short=PG-Lb; AltName_ Full=Small chondroitin/dermatan sulfate proteoglycan; Flags_ Precursor
OG0000247	Coturnix_japonica_XP_015740848.1 opticin isoform X1 [Coturnix japonica]	sp|P58874.2|OPT_BOVIN RecName_ Full=Opticin; AltName_ Full=Oculoglycan; Flags_ Precursor, XP_059731231.1 opticin isoform X1 [Bos taurus]
OG0000247	Coturnix_japonica_XP_015730161.1 PREDICTED_ mimecan [Coturnix japonica]	sp|P19879.3|MIME_BOVIN RecName_ Full=Mimecan; AltName_ Full=Osteoglycin; Contains_ RecName_ Full=Corneal keratan sulfate proteoglycan 25 core protein; Short=KSPG25 protein; Contains_ RecName_ Full=Osteoinductive factor; Short=OIF; Flags_ Precursor
OG0000249	Coturnix_japonica_XP_015704013.1 protein S100-Z [Coturnix japonica]	NP_001179595.1 protein S100-Z [Bos taurus]
OG0000249	Coturnix_japonica_XP_015739856.1 cornulin-like isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015739829.1 PREDICTED_ trichohyalin [Coturnix japonica]	XP_010801377.1 repetin [Bos taurus]
OG0000252	Coturnix_japonica_XP_015718918.1 PREDICTED_ protein kinase C-binding protein NELL1 isoform X2 [Coturnix japonica]	XP_024843246.1 protein kinase C-binding protein NELL1 isoform X1 [Bos taurus]
OG0000252	Coturnix_japonica_XP_015710374.1 protein kinase C-binding protein NELL2 [Coturnix japonica]	XP_059742460.1 protein kinase C-binding protein NELL2 isoform X1 [Bos taurus]
OG0000261	Coturnix_japonica_XP_015723096.1 serine protease HTRA1 [Coturnix japonica]	DAA14692.1 TPA_ HtrA serine peptidase 1 [Bos taurus]
OG0000261	Coturnix_japonica_XP_015718386.1 serine protease HTRA3 [Coturnix japonica]	XP_024849478.1 serine protease HTRA3 [Bos taurus]
OG0000268	Coturnix_japonica_XP_015735107.1 cytokine receptor-like factor 3 [Coturnix japonica]	NP_001179579.1 cytokine receptor-like factor 3 [Bos taurus]
OG0000269	Coturnix_japonica_XP_015728372.1 gliomedin isoform X2 [Coturnix japonica]	XP_002690971.1 gliomedin isoform X1 [Bos taurus]
OG0000271	Coturnix_japonica_XP_015731755.1 pro-neuregulin-2_ membrane-bound isoform isoform X3 [Coturnix japonica]	XP_003586358.2 pro-neuregulin-2_ membrane-bound isoform isoform X1 [Bos taurus]
OG0000271	Coturnix_japonica_XP_015705112.1 pro-neuregulin-1_ membrane-bound isoform isoform X10 [Coturnix japonica]	XP_024841944.1 pro-neuregulin-1_ membrane-bound isoform isoform X1 [Bos taurus]
OG0000277	Coturnix_japonica_XP_015727354.1 carboxypeptidase N subunit 2 [Coturnix japonica]	NP_001094702.1 carboxypeptidase N subunit 2 precursor [Bos taurus]
OG0000281	Coturnix_japonica_XP_015714621.1 collagen alpha-1_XIX_ chain isoform X1 [Coturnix japonica]	DAA26411.1 TPA_ collagen_ type XIX_ alpha 1 [Bos taurus]
OG0000281	Coturnix_japonica_XP_015714610.1 collagen alpha-1_IX_ chain isoform X1 [Coturnix japonica]	XP_059746008.1 collagen alpha-1_IX_ chain [Bos taurus]
OG0000283	Coturnix_japonica_XP_015726875.1 C-C motif chemokine 20 [Coturnix japonica]	XP_005202944.1 C-C motif chemokine 20 isoform X1 [Bos taurus]
OG0000283	Coturnix_japonica_XP_015729270.1 C-C motif chemokine 17-like [Coturnix japonica]	XP_002694838.1 C-C motif chemokine 17 [Bos taurus]
OG0000283	Coturnix_japonica_XP_015729225.1 fractalkine isoform X1 [Coturnix japonica]	NP_001192564.1 C-C motif chemokine 26 precursor [Bos taurus]
OG0000283	Coturnix_japonica_XP_015736323.1 C-C motif chemokine 4-like [Coturnix japonica]	sp|Q8SQA6.1|CCL3_BOVIN RecName_ Full=C-C motif chemokine 3; AltName_ Full=Macrophage inflammatory protein 1-alpha; Short=MIP-1-alpha; AltName_ Full=Small-inducible cytokine A3; Flags_ Precursor, sp|Q17QA1.1|CCL4_BOVIN RecName_ Full=C-C motif chemokine 4; AltName_ Full=Small-inducible cytokine A4; Flags_ Precursor
OG0000291	Coturnix_japonica_XP_015714548.2 interphotoreceptor matrix proteoglycan 1 [Coturnix japonica]	sp|Q9GMS5.1|IMPG1_BOVIN RecName_ Full=Interphotoreceptor matrix proteoglycan 1; AltName_ Full=Mucin-like glycoprotein associated with photoreceptor cells; AltName_ Full=Sialoprotein associated with cones and rods; Flags_ Precursor
OG0000291	Coturnix_japonica_XP_015732524.1 interphotoreceptor matrix proteoglycan 2 isoform X1 [Coturnix japonica]	XP_059746029.1 interphotoreceptor matrix proteoglycan 2 isoform X1 [Bos taurus]
OG0000298	Coturnix_japonica_XP_015732676.1 PREDICTED_ insulin-like growth factor-binding protein complex acid labile subunit [Coturnix japonica]	NP_001069431.1 insulin-like growth factor-binding protein complex acid labile subunit precursor [Bos taurus]
OG0000313	Coturnix_japonica_XP_015726960.1 neurotrophin-3 [Coturnix japonica]	XP_059742491.1 neurotrophin-3 isoform X1 [Bos taurus]
OG0000313	Coturnix_japonica_XP_015718942.1 brain-derived neurotrophic factor isoform X1 [Coturnix japonica]	DAA19767.1 TPA_ neurotrophin 5 preproprotein-like [Bos taurus]
OG0000316	Coturnix_japonica_XP_015742443.1 complement C1q-like protein 4 [Coturnix japonica]	XP_024848220.1 complement C1q-like protein 4 [Bos taurus]
OG0000316	Coturnix_japonica_XP_015740937.1 C1q-related factor [Coturnix japonica]	NP_001192791.1 C1q-related factor precursor [Bos taurus]
OG0000316	Coturnix_japonica_XP_015708982.1 complement C1q-like protein 3 [Coturnix japonica]	NP_001193093.1 complement C1q-like protein 3 precursor [Bos taurus]
OG0000343	Coturnix_japonica_XP_015742192.1 cytokine receptor-like factor 1 isoform X2 [Coturnix japonica]	XP_059744482.1 cytokine receptor-like factor 1 isoform X1 [Bos taurus]
OG0000344	Coturnix_japonica_XP_015730282.1 follistatin-related protein 1 [Coturnix japonica]	sp|Q58D84.1|FSTL1_BOVIN RecName_ Full=Follistatin-related protein 1; AltName_ Full=Follistatin-like protein 1; Flags_ Precursor
OG0000348	Coturnix_japonica_XP_015740364.1 nyctalopin [Coturnix japonica]	XP_024844360.1 nyctalopin [Bos taurus]
OG0000351	Coturnix_japonica_XP_015727176.1 kininogen-1 [Coturnix japonica]	NP_786968.2 kininogen-1 isoform I precursor [Bos taurus], sp|P01044.1|KNG1_BOVIN RecName_ Full=Kininogen-1; AltName_ Full=Kininogen I; AltName_ Full=Thiol proteinase inhibitor; Contains_ RecName_ Full=Kininogen-1 heavy chain; Contains_ RecName_ Full=Bradykinin; AltName_ Full=Kallidin I; Contains_ RecName_ Full=Lysyl-bradykinin; AltName_ Full=Kallidin II; Contains_ RecName_ Full=Kininogen-1 light chain; Flags_ Precursor
OG0000370	Coturnix_japonica_XP_015717996.1 complement C1q tumor necrosis factor-related protein 6 isoform X1 [Coturnix japonica]	XP_005206866.2 complement C1q tumor necrosis factor-related protein 6 isoform X1 [Bos taurus]
OG0000370	Coturnix_japonica_XP_015732510.1 complement C1q tumor necrosis factor-related protein 8 [Coturnix japonica]	XP_015315794.1 complement C1q tumor necrosis factor-related protein 8 [Bos taurus]
OG0000370	Coturnix_japonica_XP_015735466.1 complement C1q tumor necrosis factor-related protein 1 [Coturnix japonica]	NP_001076878.1 complement C1q tumor necrosis factor-related protein 1 precursor [Bos taurus]
OG0000392	Coturnix_japonica_XP_015716328.1 PREDICTED_ chondroadherin-like protein [Coturnix japonica]	XP_024848565.1 chondroadherin-like protein [Bos taurus]
OG0000394	Coturnix_japonica_XP_015717021.1 SPARC-like protein 1 isoform X1 [Coturnix japonica]	NP_001029474.1 SPARC-like protein 1 precursor [Bos taurus], NP_001029474.1 SPARC-like protein 1 precursor [Bos taurus]
OG0000395	Coturnix_japonica_XP_015725400.1 artemin [Coturnix japonica]	XP_024845948.1 artemin [Bos taurus]
OG0000395	Coturnix_japonica_XP_015742232.1 neurturin isoform X1 [Coturnix japonica]	XP_015327548.1 persephin [Bos taurus]
OG0000411	Coturnix_japonica_XP_015731454.1 PREDICTED_ interleukin-17B [Coturnix japonica]	XP_059743957.1 interleukin-17B isoform X1 [Bos taurus]
OG0000413	Coturnix_japonica_XP_015728198.1 chondroitin sulfate proteoglycan 4 [Coturnix japonica]	DAA17578.1 TPA_ chondroitin sulfate proteoglycan 4-like [Bos taurus]
OG0000422	Coturnix_japonica_XP_015713556.1 LOW QUALITY PROTEIN_ fibronectin type III domain-containing protein 1 [Coturnix japonica]	XP_024852897.1 fibronectin type III domain-containing protein 1 isoform X1 [Bos taurus]
OG0000422	Coturnix_japonica_XP_015732501.1 PREDICTED_ target of Nesh-SH3 isoform X4 [Coturnix japonica]	XP_059746026.1 target of Nesh-SH3 isoform X8 [Bos taurus]
OG0000431	Coturnix_japonica_XP_015711200.1 extracellular sulfatase Sulf-1 isoform X2 [Coturnix japonica]	XP_059730408.1 extracellular sulfatase Sulf-1 isoform X1 [Bos taurus]
OG0000431	Coturnix_japonica_XP_015737022.1 extracellular sulfatase Sulf-2 isoform X1 [Coturnix japonica]	XP_015329654.1 extracellular sulfatase Sulf-2 isoform X1 [Bos taurus]
OG0000433	Coturnix_japonica_XP_015716470.1 platelet-derived growth factor C [Coturnix japonica]	XP_024833386.1 platelet-derived growth factor C isoform X1 [Bos taurus]
OG0000433	Coturnix_japonica_XP_015707729.1 PREDICTED_ platelet-derived growth factor D_ partial [Coturnix japonica]	XP_005215787.1 platelet-derived growth factor D isoform X1 [Bos taurus]
OG0000450	Coturnix_japonica_XP_015739809.1 reelin isoform X3 [Coturnix japonica]	XP_059741379.1 reelin isoform X1 [Bos taurus]
OG0000463	Coturnix_japonica_XP_015711086.1 wnt inhibitory factor 1 [Coturnix japonica]	XP_005206695.1 wnt inhibitory factor 1 isoform X1 [Bos taurus]
OG0000464	Coturnix_japonica_XP_015703884.1 complement C1q tumor necrosis factor-related protein 3 isoform X1 [Coturnix japonica]	XP_005221661.1 complement C1q tumor necrosis factor-related protein 3 isoform X1 [Bos taurus]
OG0000471	Coturnix_japonica_XP_015707577.1 complement C1q and tumor necrosis factor-related protein 9A-like [Coturnix japonica]	sp|Q0II24.1|C1QT9_BOVIN RecName_ Full=Complement C1q and tumor necrosis factor-related protein 9; Flags_ Precursor
OG0000473	Coturnix_japonica_XP_015718041.1 protein phosphatase 1 regulatory subunit 29 [Coturnix japonica]	XP_059742987.1 protein phosphatase 1 regulatory subunit 29 [Bos taurus]
OG0000473	Coturnix_japonica_XP_015732452.1 protein ELFN1 [Coturnix japonica]	NP_001193478.1 protein ELFN1 precursor [Bos taurus]
OG0000516	Coturnix_japonica_XP_015703819.1 collagen and calcium-binding EGF domain-containing protein 1 [Coturnix japonica]	DAA15921.1 TPA_ KIAA1983 protein-like [Bos taurus]
OG0000522	Coturnix_japonica_XP_015712732.1 left-right determination factor 1 [Coturnix japonica]	NP_001192972.2 left-right determination factor 2 precursor [Bos taurus]
OG0000526	Coturnix_japonica_XP_015723458.1 von Willebrand factor C domain-containing protein 2-like isoform X1 [Coturnix japonica]	XP_059733126.1 von Willebrand factor C domain-containing protein 2-like isoform X1 [Bos taurus]
OG0000526	Coturnix_japonica_XP_015709844.1 brorin [Coturnix japonica]	XP_059741777.1 brorin [Bos taurus]
OG0000529	Coturnix_japonica_XP_015739970.1 protein MRP-126 [Coturnix japonica]	AZN28853.1 S100 calcium binding protein A9 [Bos taurus], sp|P28783.3|S10A9_BOVIN RecName_ Full=Protein S100-A9; AltName_ Full=BEE22; AltName_ Full=Calgranulin-B; AltName_ Full=Neutrophil cytosolic 23 kDa protein; Short=p23; AltName_ Full=S100 calcium-binding protein A9, NP_001039793.1 protein S100-A9 [Bos taurus], NP_001039793.1 protein S100-A9 [Bos taurus]
OG0000590	Coturnix_japonica_XP_015715109.1 EMILIN-1 [Coturnix japonica]	NP_001179363.1 EMILIN-1 precursor [Bos taurus]
OG0000591	Coturnix_japonica_XP_015703917.1 C-C motif chemokine 19 [Coturnix japonica]	sp|Q09141.1|CCL8_BOVIN RecName_ Full=C-C motif chemokine 8; AltName_ Full=Monocyte chemoattractant protein 2; AltName_ Full=Monocyte chemotactic protein 2; Short=MCP-2; AltName_ Full=Small-inducible cytokine A8; Flags_ Precursor, sp|Q9TTS6.1|CCL11_BOVIN RecName_ Full=Eotaxin; AltName_ Full=C-C motif chemokine 11; AltName_ Full=Small-inducible cytokine A11; Flags_ Precursor
OG0000623	Coturnix_japonica_XP_015723180.1 collagen alpha-1_VI_ chain [Coturnix japonica]	NP_001137337.1 collagen alpha-1_VI_ chain precursor [Bos taurus]
OG0000628	Coturnix_japonica_XP_015742243.1 PREDICTED_ leucine-rich alpha-2-glycoprotein [Coturnix japonica]	NP_001039642.1 leucine-rich alpha-2-glycoprotein precursor [Bos taurus]
OG0000666	Coturnix_japonica_XP_015724874.1 fibronectin type III domain-containing protein 7 isoform X1 [Coturnix japonica]	XP_002686239.2 fibronectin type III domain-containing protein 7 isoform X2 [Bos taurus]
OG0000672	Coturnix_japonica_XP_015709193.1 PREDICTED_ acetylcholinesterase collagenic tail peptide [Coturnix japonica]	XP_059738415.1 acetylcholinesterase collagenic tail peptide isoform X1 [Bos taurus]
OG0000682	Coturnix_japonica_XP_015736484.1 elastin [Coturnix japonica]	sp|P04985.1|ELN_BOVIN RecName_ Full=Elastin; AltName_ Full=Tropoelastin; Flags_ Precursor, sp|P04985.1|ELN_BOVIN RecName_ Full=Elastin; AltName_ Full=Tropoelastin; Flags_ Precursor, sp|P04985.1|ELN_BOVIN RecName_ Full=Elastin; AltName_ Full=Tropoelastin; Flags_ Precursor
OG0000683	Coturnix_japonica_XP_015710738.2 LOW QUALITY PROTEIN_ EMILIN-2 [Coturnix japonica]	XP_005224216.2 EMILIN-2 isoform X1 [Bos taurus]
OG0000685	Coturnix_japonica_XP_015708049.1 hemopexin [Coturnix japonica]	NP_001029784.1 hemopexin precursor [Bos taurus], sp|Q3SZV7.1|HEMO_BOVIN RecName_ Full=Hemopexin; Flags_ Precursor
OG0000687	Coturnix_japonica_XP_015736137.1 pigment epithelium-derived factor [Coturnix japonica]	NP_776565.1 pigment epithelium-derived factor precursor [Bos taurus], sp|Q95121.1|PEDF_BOVIN RecName_ Full=Pigment epithelium-derived factor; Short=PEDF; AltName_ Full=Serpin F1; Flags_ Precursor
OG0000688	Coturnix_japonica_XP_015708090.1 serpin H1 [Coturnix japonica]	sp|Q2KJH6.1|SERPH_BOVIN RecName_ Full=Serpin H1; AltName_ Full=Collagen-binding protein; Short=Colligin; Flags_ Precursor
OG0000689	Coturnix_japonica_XP_015722302.1 stromal cell-derived factor 1 [Coturnix japonica]	XP_005226672.1 stromal cell-derived factor 1 isoform X1 [Bos taurus]
OG0000690	Coturnix_japonica_XP_015740623.1 interleukin-20-like [Coturnix japonica]	XP_015330525.1 interleukin-19 [Bos taurus], DAA21538.1 TPA_ interleukin 20-like [Bos taurus], DAA21538.1 TPA_ interleukin 20-like [Bos taurus]
OG0000691	Coturnix_japonica_XP_015729381.1 interleukin-34 isoform X1 [Coturnix japonica]	sp|A6QL48.1|IL34_BOVIN RecName_ Full=Interleukin-34; Short=IL-34; Flags_ Precursor
OG0000760	Coturnix_japonica_XP_015720534.1 C-type lectin domain family 14 member A [Coturnix japonica]	NP_001071358.1 C-type lectin domain family 14 member A precursor [Bos taurus]
OG0000851	Coturnix_japonica_XP_015722519.1 collagen alpha-1_XVII_ chain [Coturnix japonica]	XP_005225581.2 collagen alpha-1_XVII_ chain isoform X1 [Bos taurus]
OG0000852	Coturnix_japonica_XP_015723178.1 collagen alpha-2_VI_ chain isoform X1 [Coturnix japonica]	XP_059743733.1 collagen alpha-2_VI_ chain isoform X1 [Bos taurus]
OG0000853	Coturnix_japonica_XP_015732049.1 collagen alpha-1_VIII_ chain [Coturnix japonica]	NP_001094646.1 collagen alpha-1_VIII_ chain precursor [Bos taurus]
OG0000854	Coturnix_japonica_XP_015738726.1 collagen alpha-2_VIII_ chain [Coturnix japonica]	XP_010801982.2 collagen alpha-2_VIII_ chain isoform X1 [Bos taurus]
OG0000855	Coturnix_japonica_XP_015738727.1 PREDICTED_ collagen alpha-2_IX_ chain [Coturnix japonica]	DAA31161.1 TPA_ collagen_ type IX_ alpha 2 [Bos taurus]
OG0000856	Coturnix_japonica_XP_015727443.1 PREDICTED_ microfibrillar-associated protein 5 isoform X2 [Coturnix japonica]	sp|Q28022.1|MFAP5_BOVIN RecName_ Full=Microfibrillar-associated protein 5; Short=MFAP-5; AltName_ Full=MP25; AltName_ Full=Microfibril-associated glycoprotein 2; Short=MAGP-2; Flags_ Precursor
OG0000857	Coturnix_japonica_XP_015721961.1 serglycin [Coturnix japonica]	NP_001020497.1 serglycin precursor [Bos taurus]
OG0000858	Coturnix_japonica_XP_015727175.1 histidine-rich glycoprotein [Coturnix japonica]	sp|Q58D62.1|FETUB_BOVIN RecName_ Full=Fetuin-B; Flags_ Precursor
OG0000860	Coturnix_japonica_XP_015737693.1 matrix metalloproteinase-23 [Coturnix japonica]	sp|Q2TBM7.1|MMP23_BOVIN RecName_ Full=Matrix metalloproteinase-23; Short=MMP-23; AltName_ Full=Matrix metallopeptidase 23B; Contains_ RecName_ Full=Matrix metalloproteinase-23_ soluble form; Flags_ Precursor
OG0000861	Coturnix_japonica_XP_015738320.1 complement C1q subcomponent subunit C [Coturnix japonica]	AAI14894.1 C1QC protein_ partial [Bos taurus]
OG0000862	Coturnix_japonica_XP_015718105.1 complement C1q tumor necrosis factor-related protein 7 [Coturnix japonica]	NP_001069669.3 complement C1q tumor necrosis factor-related protein 7 precursor [Bos taurus]
OG0000866	Coturnix_japonica_XP_015731303.1 C-X-C motif chemokine 14 [Coturnix japonica]	NP_001029582.1 C-X-C motif chemokine 14 precursor [Bos taurus]
OG0000868	Coturnix_japonica_XP_015711253.1 PREDICTED_ interleukin-26 [Coturnix japonica], Coturnix_japonica_XP_015740622.1 interleukin-10 [Coturnix japonica]	NP_001192353.1 interleukin-26 precursor [Bos taurus]
OG0000869	Coturnix_japonica_XP_015739876.1 protein S100-A11 [Coturnix japonica]	DAA26698.1 TPA_ S100 calcium binding protein A11 _calgizzarin_-like_ partial [Bos taurus]
OG0000870	Coturnix_japonica_XP_015739976.1 protein S100-A14-like [Coturnix japonica]	sp|Q3MHP3.1|S10AE_BOVIN RecName_ Full=Protein S100-A14; AltName_ Full=S100 calcium-binding protein A14, NP_001073102.1 protein S100-A14 [Bos taurus]
OG0001102	Coturnix_japonica_XP_015714119.1 collagen alpha-1_X_ chain isoform X1 [Coturnix japonica]	sp|P23206.1|COAA1_BOVIN RecName_ Full=Collagen alpha-1_X_ chain; Flags_ Precursor
OG0001103	Coturnix_japonica_XP_015738699.1 collagen alpha-1_XVI_ chain isoform X1 [Coturnix japonica]	XP_005203111.2 collagen alpha-1_XVI_ chain isoform X1 [Bos taurus]
OG0001104	Coturnix_japonica_XP_015737083.1 collagen alpha-3_IX_ chain [Coturnix japonica]	XP_024856893.1 collagen alpha-3_IX_ chain [Bos taurus]
OG0001105	Coturnix_japonica_XP_015736937.1 EMILIN-3 [Coturnix japonica]	XP_024857019.1 EMILIN-3 [Bos taurus]
OG0001106	Coturnix_japonica_XP_015721502.1 multimerin-2 [Coturnix japonica]	XP_002698984.2 multimerin-2 [Bos taurus]
OG0001107	Coturnix_japonica_XP_015727557.1 PREDICTED_ otolin-1 [Coturnix japonica]	NP_001179533.3 otolin-1 precursor [Bos taurus]
OG0001110	Coturnix_japonica_XP_015738313.1 complement C1q subcomponent subunit A isoform X2 [Coturnix japonica]	XP_059731366.1 complement C1q subcomponent subunit A isoform X1 [Bos taurus]
OG0001111	Coturnix_japonica_XP_015738317.1 PREDICTED_ complement C1q subcomponent subunit B isoform X1 [Coturnix japonica]	sp|Q2KIV9.1|C1QB_BOVIN RecName_ Full=Complement C1q subcomponent subunit B; Flags_ Precursor
OG0001112	Coturnix_japonica_XP_015731560.1 complement C1q tumor necrosis factor-related protein 2 [Coturnix japonica]	DAA27228.1 TPA_ C1q and tumor necrosis factor related protein 2-like [Bos taurus]
OG0001116	Coturnix_japonica_XP_015724104.1 PREDICTED_ mucin-13 [Coturnix japonica]	XP_002684842.4 mucin-13 [Bos taurus]
OG0001119	Coturnix_japonica_XP_015718809.1 cardiotrophin-like cytokine factor 1 isoform X1 [Coturnix japonica]	XP_024843329.1 cardiotrophin-like cytokine factor 1 isoform X1 [Bos taurus]
OG0001123	Coturnix_japonica_XP_015718267.1 fibroblast growth factor-binding protein 1 [Coturnix japonica]	sp|Q9MZ06.1|FGFP1_BOVIN RecName_ Full=Fibroblast growth factor-binding protein 1; Short=FGF-BP; Short=FGF-BP1; Short=FGF-binding protein 1; Short=FGFBP-1; Flags_ Precursor
OG0001124	Coturnix_japonica_XP_015722380.1 PREDICTED_ fibroblast growth factor-binding protein 3 [Coturnix japonica]	XP_002698420.2 LOW QUALITY PROTEIN_ fibroblast growth factor-binding protein 3 [Bos taurus]
OG0001125	Coturnix_japonica_XP_015731556.1 PREDICTED_ interleukin-12 subunit beta [Coturnix japonica]	XP_010805864.3 interleukin-12 subunit beta isoform X1 [Bos taurus], sp|P46282.1|IL12B_BOVIN RecName_ Full=Interleukin-12 subunit beta; Short=IL-12B; AltName_ Full=Cytotoxic lymphocyte maturation factor 40 kDa subunit; Short=CLMF p40; AltName_ Full=IL-12 subunit p40; Flags_ Precursor
OG0001127	Coturnix_japonica_XP_015739982.1 protein S100-A16 [Coturnix japonica]	XP_059738503.1 protein S100-A16 isoform X1 [Bos taurus]
OG0001128	Coturnix_japonica_XP_015739836.1 uncharacterized protein LOC107324373 [Coturnix japonica]	sp|P35466.2|S10A4_BOVIN RecName_ Full=Protein S100-A4; AltName_ Full=Metastasin; AltName_ Full=Placental calcium-binding protein homolog; AltName_ Full=S100 calcium-binding protein A4
OG0001130	Coturnix_japonica_XP_015719119.1 PREDICTED_ ciliary neurotrophic factor [Coturnix japonica]	DAA21608.1 TPA_ hCG2042749-like [Bos taurus]
OG0001491	Coturnix_japonica_XP_015733015.1 PREDICTED_ zona pellucida-like domain-containing protein 1 [Coturnix japonica]	XP_059743769.1 zona pellucida-like domain-containing protein 1 [Bos taurus]
OG0001492	Coturnix_japonica_XP_015735010.1 UPF0450 protein C17orf58 homolog [Coturnix japonica]	XP_003587514.3 UPF0450 protein C17orf58 homolog [Bos taurus]
OG0001499	Coturnix_japonica_XP_015740365.1 macrophage colony-stimulating factor 1 [Coturnix japonica]	XP_024840319.1 macrophage colony-stimulating factor 1 isoform X1 [Bos taurus]
OG0001503	Coturnix_japonica_XP_015706049.1 interleukin-11 [Coturnix japonica]	DAA19397.1 TPA_ interleukin 11-like [Bos taurus]
OG0001504	Coturnix_japonica_XP_015716562.1 interleukin-15 isoform X3 [Coturnix japonica]	sp|Q28028.1|IL15_BOVIN RecName_ Full=Interleukin-15; Short=IL-15; Flags_ Precursor
OG0001505	Coturnix_japonica_XP_015739331.1 PREDICTED_ interleukin-18 [Coturnix japonica]	sp|Q9TU73.1|IL18_BOVIN RecName_ Full=Interleukin-18; Short=IL-18; AltName_ Full=Interferon gamma-inducing factor; Short=IFN-gamma-inducing factor; AltName_ Full=Interleukin-1 gamma; Short=IL-1 gamma; Flags_ Precursor
OG0001506	Coturnix_japonica_XP_015734331.1 multiple epidermal growth factor-like domains protein 9 [Coturnix japonica]	XP_003586493.2 multiple epidermal growth factor-like domains protein 9 [Bos taurus]
OG0001913	Coturnix_japonica_XP_015716952.1 bone sialoprotein 2 [Coturnix japonica]	sp|Q28862.1|SIAL_BOVIN RecName_ Full=Bone sialoprotein 2; AltName_ Full=Bone sialoprotein II; Short=BSP II; AltName_ Full=Cell-binding sialoprotein; AltName_ Full=Integrin-binding sialoprotein; Flags_ Precursor
OG0001930	Coturnix_japonica_XP_015741045.1 PREDICTED_ granulocyte colony-stimulating factor isoform X1 [Coturnix japonica]	sp|P35833.2|CSF3_BOVIN RecName_ Full=Granulocyte colony-stimulating factor; Short=G-CSF; Flags_ Precursor
OG0001937	Coturnix_japonica_XP_015731025.1 uncharacterized protein LOC107320068 [Coturnix japonica]	sp|P52173.1|IL5_BOVIN RecName_ Full=Interleukin-5; Short=IL-5; AltName_ Full=Eosinophil differentiation factor; AltName_ Full=T-cell replacing factor; Short=TRF; Flags_ Precursor
OG0001941	Coturnix_japonica_XP_015725021.1 tumor necrosis factor ligand superfamily member 4 [Coturnix japonica]	NP_001192644.1 tumor necrosis factor ligand superfamily member 4 [Bos taurus]
OG0001942	Coturnix_japonica_XP_015734325.1 tumor necrosis factor ligand superfamily member 8 [Coturnix japonica]	NP_001020378.1 tumor necrosis factor ligand superfamily member 8 [Bos taurus]
OG0001945	Coturnix_japonica_XP_015731892.1 lymphotactin-like isoform X1 [Coturnix japonica]	XP_002694056.1 lymphotactin [Bos taurus]
