Orthogroup	Chordata_Amphioxiformes_Branchiostoma_floridae	Cnidaria_Anthozoa_Porites_asteroides
OG0000001	Branchiostoma_floridae_tr_A0A9J7N098_A0A9J7N098_BRAFL tr|A0A9J7N098|A0A9J7N098_BRAFL Receptor-type tyrosine-protein phosphatase F-like OS=Branchiostoma floridae OX=7739 GN=LOC118422005 PE=4 SV=1	Porites_asteroides_isotig03686 isotig03686 extracted_CDS GOMatch=C3Y2L2 GOTerms=GO_0005102_GO_0005615_GO_0007165 Gene=Receptor-type_tyrosine-protein_phosphatase_F_ Match_Acc=A4IFW2 gene=isogroup01954 length=1596 numContigs=1
OG0000001	Branchiostoma_floridae_tr_A0A9J7HNS8_A0A9J7HNS8_BRAFL tr|A0A9J7HNS8|A0A9J7HNS8_BRAFL Uncharacterized protein LOC118405716 OS=Branchiostoma floridae OX=7739 GN=LOC118405716 PE=4 SV=1	Porites_asteroides_isotig04152 isotig04152 extracted_CDS GOMatch=C3Y2L2 GOTerms=GO_0005102_GO_0005615_GO_0007165 Gene=Phosphotidylinositol_phosphatase_PTPRQ_ Match_Acc=O88488 gene=isogroup02420 length=1362 numContigs=1, Porites_asteroides_isotig07530 isotig07530 extracted_CDS GOMatch=C3Y2L2 GOTerms=GO_0005102_GO_0005615_GO_0007165 Gene=Receptor_protein_tyrosine_phosphatase__putative__Fragment__ Match_Acc=B7PAS3 gene=isogroup05798 length=806 numContigs=1, Porites_asteroides_isotig09925 isotig09925 extracted_CDS GOMatch=A7RNP0 GOTerms=GO_0004721_GO_0004725_GO_0006470_GO_0016311_GO_0016787_GO_0016791_GO_0035335 Gene=Protein_tyrosine_phosphatase__receptor_type__F_isoform_2_variant__Fragment__ Match_Acc=Q59FI2 gene=isogroup08193 length=681 numContigs=1
OG0000001	Branchiostoma_floridae_tr_A0A9J7MCB2_A0A9J7MCB2_BRAFL tr|A0A9J7MCB2|A0A9J7MCB2_BRAFL Receptor-type tyrosine-protein phosphatase F-like OS=Branchiostoma floridae OX=7739 GN=LOC118431483 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MFK4_A0A9J7MFK4_BRAFL tr|A0A9J7MFK4|A0A9J7MFK4_BRAFL Phosphatidylinositol phosphatase PTPRQ-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118432370 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MEP3_A0A9J7MEP3_BRAFL tr|A0A9J7MEP3|A0A9J7MEP3_BRAFL Phosphatidylinositol phosphatase PTPRQ-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118432370 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MWN7_A0A9J7MWN7_BRAFL tr|A0A9J7MWN7|A0A9J7MWN7_BRAFL Uncharacterized protein LOC118420158 OS=Branchiostoma floridae OX=7739 GN=LOC118420158 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LG31_A0A9J7LG31_BRAFL tr|A0A9J7LG31|A0A9J7LG31_BRAFL Protein sidekick-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118419505 PE=4 SV=1	Porites_asteroides_isotig12265 isotig12265 extracted_CDS GOMatch=B3RRN6 GOTerms=GO_0004871_GO_0004872_GO_0004888_GO_0004930_GO_0005886_GO_0007165_GO_0007166_GO_0007186_GO_0007218_GO_0016020_GO_0016021 Gene=Roundabout_1_ Match_Acc=B0WQ95 gene=isogroup10533 length=570 numContigs=1
OG0000001	Branchiostoma_floridae_tr_A0A9J7KUW9_A0A9J7KUW9_BRAFL tr|A0A9J7KUW9|A0A9J7KUW9_BRAFL Uncharacterized protein LOC118411648 OS=Branchiostoma floridae OX=7739 GN=LOC118411648 PE=4 SV=1	Porites_asteroides_isotig11537 isotig11537 extracted_CDS gene=isogroup09805 length=593 numContigs=1
OG0000001	Branchiostoma_floridae_tr_A0A9J7LWR5_A0A9J7LWR5_BRAFL tr|A0A9J7LWR5|A0A9J7LWR5_BRAFL Usherin-like OS=Branchiostoma floridae OX=7739 GN=LOC118424239 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L4M2_A0A9J7L4M2_BRAFL tr|A0A9J7L4M2|A0A9J7L4M2_BRAFL Usherin-like OS=Branchiostoma floridae OX=7739 GN=LOC118415341 PE=4 SV=1	Porites_asteroides_isotig15249 isotig15249 extracted_CDS GOMatch=D2HP81 GOTerms=GO_0004872 Gene=Usherin_ Match_Acc=O75445 gene=isogroup13517 length=473 numContigs=1, Porites_asteroides_isotig27586 isotig27586 extracted_CDS GOMatch=D2HP81 GOTerms=GO_0004872 Gene=Usherin_ Match_Acc=Q2QI47 gene=isogroup25854 length=284 numContigs=1, Porites_asteroides_isotig20126 isotig20126 extracted_CDS GOMatch=D2HP81 GOTerms=GO_0004872 Gene=Usherin_ Match_Acc=O75445 gene=isogroup18394 length=392 numContigs=1, Porites_asteroides_isotig05184 isotig05184 extracted_CDS GOMatch=D2HP81 GOTerms=GO_0004872 Gene=Usherin_ Match_Acc=O75445 gene=isogroup03452 length=1104 numContigs=1
OG0000001	Branchiostoma_floridae_tr_A0A9J7M5E8_A0A9J7M5E8_BRAFL tr|A0A9J7M5E8|A0A9J7M5E8_BRAFL Netrin-1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118428730 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N853_A0A9J7N853_BRAFL tr|A0A9J7N853|A0A9J7N853_BRAFL Netrin-1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118428730 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MX51_A0A9J7MX51_BRAFL tr|A0A9J7MX51|A0A9J7MX51_BRAFL Laminin subunit gamma-1-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118421560 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LN45_A0A9J7LN45_BRAFL tr|A0A9J7LN45|A0A9J7LN45_BRAFL Laminin subunit gamma-1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118421560 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LN27_A0A9J7LN27_BRAFL tr|A0A9J7LN27|A0A9J7LN27_BRAFL Laminin subunit gamma-1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118421560 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LMC9_A0A9J7LMC9_BRAFL tr|A0A9J7LMC9|A0A9J7LMC9_BRAFL Laminin subunit gamma-1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118421560 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MZY0_A0A9J7MZY0_BRAFL tr|A0A9J7MZY0|A0A9J7MZY0_BRAFL Laminin subunit gamma-1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118421560 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MZQ1_A0A9J7MZQ1_BRAFL tr|A0A9J7MZQ1|A0A9J7MZQ1_BRAFL Laminin subunit gamma-1-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118421560 PE=4 SV=1	Porites_asteroides_isotig05979 isotig05979 extracted_CDS GOMatch=A7SIF3 GOTerms=GO_0007155_GO_0031012 Gene=Laminin_subunit_gamma-1_ Match_Acc=Q1LVF0 gene=isogroup04247 length=967 numContigs=1
OG0000001	Branchiostoma_floridae_tr_A0A9J7N0B1_A0A9J7N0B1_BRAFL tr|A0A9J7N0B1|A0A9J7N0B1_BRAFL Laminin-like protein epi-1 OS=Branchiostoma floridae OX=7739 GN=LOC118421973 PE=4 SV=1	Porites_asteroides_isotig03516 isotig03516 extracted_CDS GOMatch=A7SYW2 GOTerms=GO_0007155_GO_0031012 Gene=Laminin_subunit_beta-4_ Match_Acc=Q8JHV6 gene=isogroup01784 length=1765 numContigs=1
OG0000002	Branchiostoma_floridae_tr_A0A9J7N540_A0A9J7N540_BRAFL tr|A0A9J7N540|A0A9J7N540_BRAFL Cartilage oligomeric matrix protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118425149 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N2V1_A0A9J7N2V1_BRAFL tr|A0A9J7N2V1|A0A9J7N2V1_BRAFL Uncharacterized protein LOC118424933 OS=Branchiostoma floridae OX=7739 GN=LOC118424933 PE=3 SV=1	Porites_asteroides_isotig04429 isotig04429 extracted_CDS GOMatch=C3Z8H9 GOTerms=GO_0005509_GO_0005576_GO_0005886_GO_0007155_GO_0007156_GO_0016020_GO_0016021 Gene=Thrombospondin__Fragment__ Match_Acc=Q16ZU9 gene=isogroup02697 length=1276 numContigs=1
OG0000002	Branchiostoma_floridae_tr_A0A9J7KG39_A0A9J7KG39_BRAFL tr|A0A9J7KG39|A0A9J7KG39_BRAFL Semaphorin-5A-like OS=Branchiostoma floridae OX=7739 GN=LOC118403015 PE=4 SV=1	Porites_asteroides_isotig06741 isotig06741 extracted_CDS GOMatch=A7RHU3 GOTerms=GO_0004872_GO_0007275_GO_0016020_GO_0016021 Gene=Semaphorin_5A-like_protein_ Match_Acc=D2XNK8 gene=isogroup05009 length=883 numContigs=1
OG0000002	Branchiostoma_floridae_tr_A0A9J7N4R0_A0A9J7N4R0_BRAFL tr|A0A9J7N4R0|A0A9J7N4R0_BRAFL Protein slit-like OS=Branchiostoma floridae OX=7739 GN=LOC118424930 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N4D0_A0A9J7N4D0_BRAFL tr|A0A9J7N4D0|A0A9J7N4D0_BRAFL Leucine-rich repeats and immunoglobulin-like domains protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118424932 PE=4 SV=1	Porites_asteroides_isotig13977 isotig13977 extracted_CDS GOMatch=Q17NJ6 GOTerms=GO_0004888_GO_0007165_GO_0016020_GO_0016021_GO_0031224_GO_0045087 Gene=Toll_ Match_Acc=Q17NJ6 gene=isogroup12245 length=508 numContigs=1
OG0000002	Branchiostoma_floridae_tr_A0A9J7M4I3_A0A9J7M4I3_BRAFL tr|A0A9J7M4I3|A0A9J7M4I3_BRAFL Delta-like protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118428593 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L665_A0A9J7L665_BRAFL tr|A0A9J7L665|A0A9J7L665_BRAFL Signal peptide_ CUB and EGF-like domain-containing protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118415651 PE=4 SV=1	Porites_asteroides_GCKDGN102DP9HK GCKDGN102DP9HK extracted_CDS GOMatch=A3E0P7 GOTerms=GO_0005529 Gene=Rhamnospondin_1_ Match_Acc=A3E0P7 length=331 region=2 run=R_2010_02_19_08_49_25_ xy=1412_0758
OG0000002	Branchiostoma_floridae_tr_A0A9J7M684_A0A9J7M684_BRAFL tr|A0A9J7M684|A0A9J7M684_BRAFL Uncharacterized protein LOC118428817 OS=Branchiostoma floridae OX=7739 GN=LOC118428817 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N896_A0A9J7N896_BRAFL tr|A0A9J7N896|A0A9J7N896_BRAFL Uncharacterized protein LOC118428815 OS=Branchiostoma floridae OX=7739 GN=LOC118428815 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M7R5_A0A9J7M7R5_BRAFL tr|A0A9J7M7R5|A0A9J7M7R5_BRAFL Uncharacterized protein LOC118429426 OS=Branchiostoma floridae OX=7739 GN=LOC118429426 PE=4 SV=1	Porites_asteroides_isotig03926 isotig03926 extracted_CDS GOMatch=A7RQV4 GOTerms=GO_0005576_GO_0006030_GO_0008061 Gene=Peritrophic_membrane_protein_3__Fragment__ Match_Acc=C4N883 gene=isogroup02194 length=1450 numContigs=1, Porites_asteroides_GE916868 GE916868 extracted_CDS Past_33_20453_J03.ab1_c Past_norm2007 Porites astreoides cDNA_ mRNA sequence
OG0000002	Branchiostoma_floridae_tr_A0A9J7LXS4_A0A9J7LXS4_BRAFL tr|A0A9J7LXS4|A0A9J7LXS4_BRAFL Coadhesin-like OS=Branchiostoma floridae OX=7739 GN=LOC118426106 PE=4 SV=1	Porites_asteroides_GCKDGN101BT4PH GCKDGN101BT4PH extracted_CDS GOMatch=D2I5A7 GOTerms=GO_0005021_GO_0005524_GO_0005576_GO_0005604_GO_0005887_GO_0005938_GO_0006468_GO_0030054_GO_0048010 Gene=Hemicentin1_protein_ Match_Acc=D7PS96 length=470 region=1 run=R_2010_02_19_08_49_25_ xy=0636_0451
OG0000002	Branchiostoma_floridae_tr_A0A9J7M2X8_A0A9J7M2X8_BRAFL tr|A0A9J7M2X8|A0A9J7M2X8_BRAFL SCO-spondin-like OS=Branchiostoma floridae OX=7739 GN=LOC118426846 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HUU0_A0A9J7HUU0_BRAFL tr|A0A9J7HUU0|A0A9J7HUU0_BRAFL SCO-spondin-like OS=Branchiostoma floridae OX=7739 GN=LOC118407972 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KDT1_A0A9J7KDT1_BRAFL tr|A0A9J7KDT1|A0A9J7KDT1_BRAFL SCO-spondin-like OS=Branchiostoma floridae OX=7739 GN=LOC118403419 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HF02_A0A9J7HF02_BRAFL tr|A0A9J7HF02|A0A9J7HF02_BRAFL SCO-spondin-like OS=Branchiostoma floridae OX=7739 GN=LOC118403418 PE=4 SV=1	Porites_asteroides_GE913773 GE913773 extracted_CDS Past_24_20453_H05.ab1_c Past_norm2007 Porites astreoides cDNA_ mRNA sequence
OG0000002	Branchiostoma_floridae_tr_A0A9J7KL15_A0A9J7KL15_BRAFL tr|A0A9J7KL15|A0A9J7KL15_BRAFL Coadhesin-like OS=Branchiostoma floridae OX=7739 GN=LOC118408313 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HS40_A0A9J7HS40_BRAFL tr|A0A9J7HS40|A0A9J7HS40_BRAFL SCO-spondin-like OS=Branchiostoma floridae OX=7739 GN=LOC118408314 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M8H2_A0A9J7M8H2_BRAFL tr|A0A9J7M8H2|A0A9J7M8H2_BRAFL Uncharacterized protein LOC118430095 OS=Branchiostoma floridae OX=7739 GN=LOC118430095 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KHP0_A0A9J7KHP0_BRAFL tr|A0A9J7KHP0|A0A9J7KHP0_BRAFL Coadhesin-like OS=Branchiostoma floridae OX=7739 GN=LOC118407336 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LV04_A0A9J7LV04_BRAFL tr|A0A9J7LV04|A0A9J7LV04_BRAFL SCO-spondin-like OS=Branchiostoma floridae OX=7739 GN=LOC118424351 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MY07_A0A9J7MY07_BRAFL tr|A0A9J7MY07|A0A9J7MY07_BRAFL SCO-spondin-like OS=Branchiostoma floridae OX=7739 GN=LOC118422285 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KQD4_A0A9J7KQD4_BRAFL tr|A0A9J7KQD4|A0A9J7KQD4_BRAFL Oncoprotein-induced transcript 3 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118410565 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KQH2_A0A9J7KQH2_BRAFL tr|A0A9J7KQH2|A0A9J7KQH2_BRAFL A disintegrin and metalloproteinase with thrombospondin motifs adt-1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118410562 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KQC4_A0A9J7KQC4_BRAFL tr|A0A9J7KQC4|A0A9J7KQC4_BRAFL Coadhesin-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118410562 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HI98_A0A9J7HI98_BRAFL tr|A0A9J7HI98|A0A9J7HI98_BRAFL Coadhesin-like OS=Branchiostoma floridae OX=7739 GN=LOC118404886 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KHE3_A0A9J7KHE3_BRAFL tr|A0A9J7KHE3|A0A9J7KHE3_BRAFL Coadhesin-like OS=Branchiostoma floridae OX=7739 GN=LOC118404884 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MS42_A0A9J7MS42_BRAFL tr|A0A9J7MS42|A0A9J7MS42_BRAFL SCO-spondin-like OS=Branchiostoma floridae OX=7739 GN=LOC118416205 PE=4 SV=1	Porites_asteroides_isotig03575 isotig03575 extracted_CDS GOMatch=A3E0P7 GOTerms=GO_0005529 Gene=Rhamnospondin_1_ Match_Acc=A3E0P7 gene=isogroup01843 length=1707 numContigs=1
OG0000002	Branchiostoma_floridae_tr_A0A9J7LVR6_A0A9J7LVR6_BRAFL tr|A0A9J7LVR6|A0A9J7LVR6_BRAFL Cartilage intermediate layer protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118425313 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L0N8_A0A9J7L0N8_BRAFL tr|A0A9J7L0N8|A0A9J7L0N8_BRAFL Coadhesin-like OS=Branchiostoma floridae OX=7739 GN=LOC118414099 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LWI5_A0A9J7LWI5_BRAFL tr|A0A9J7LWI5|A0A9J7LWI5_BRAFL Cartilage intermediate layer protein 2-like OS=Branchiostoma floridae OX=7739 GN=LOC118425311 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N629_A0A9J7N629_BRAFL tr|A0A9J7N629|A0A9J7N629_BRAFL Hemicentin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118426127 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L3N9_A0A9J7L3N9_BRAFL tr|A0A9J7L3N9|A0A9J7L3N9_BRAFL Ectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118415186 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HD18_A0A9J7HD18_BRAFL tr|A0A9J7HD18|A0A9J7HD18_BRAFL Netrin receptor UNC5A-like OS=Branchiostoma floridae OX=7739 GN=LOC118403025 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KS90_A0A9J7KS90_BRAFL tr|A0A9J7KS90|A0A9J7KS90_BRAFL Uncharacterized protein LOC118410979 OS=Branchiostoma floridae OX=7739 GN=LOC118410979 PE=4 SV=1	Porites_asteroides_isotig22484 isotig22484 extracted_CDS GOMatch=C3Z071 GOTerms=GO_0005044_GO_0005488_GO_0005529_GO_0007155_GO_0016020 Gene=Novel_hemicentin_protein__Fragment__ Match_Acc=Q5RIP6 gene=isogroup20752 length=365 numContigs=1
OG0000002	Branchiostoma_floridae_tr_A0A9J7NA17_A0A9J7NA17_BRAFL tr|A0A9J7NA17|A0A9J7NA17_BRAFL Semaphorin-5A-like OS=Branchiostoma floridae OX=7739 GN=LOC118430065 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M8F5_A0A9J7M8F5_BRAFL tr|A0A9J7M8F5|A0A9J7M8F5_BRAFL Uncharacterized protein LOC118430066 OS=Branchiostoma floridae OX=7739 GN=LOC118430066 PE=4 SV=1	Porites_asteroides_isotig04539 isotig04539 extracted_CDS GOMatch=C3Z071 GOTerms=GO_0005044_GO_0005488_GO_0005529_GO_0007155_GO_0016020 Gene=Titin__putative_ Match_Acc=C4QI71 gene=isogroup02807 length=1251 numContigs=1
OG0000002	Branchiostoma_floridae_tr_A0A9J7MAT0_A0A9J7MAT0_BRAFL tr|A0A9J7MAT0|A0A9J7MAT0_BRAFL Adhesion G protein-coupled receptor B1-like OS=Branchiostoma floridae OX=7739 GN=LOC118430946 PE=4 SV=1	Porites_asteroides_GCKDGN101BOILH GCKDGN101BOILH extracted_CDS GOMatch=C3Y5G9 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Thrombospondin-like_protein_2__Fragment__ Match_Acc=Q8MVL2 length=456 region=1 run=R_2010_02_19_08_49_25_ xy=0572_0659
OG0000003	Branchiostoma_floridae_tr_C3YYS0_C3YYS0_BRAFL tr|C3YYS0|C3YYS0_BRAFL Uncharacterized protein LOC118405743 OS=Branchiostoma floridae OX=7739 GN=LOC118405743 PE=4 SV=1	Porites_asteroides_isotig30002 isotig30002 extracted_CDS GOMatch=C3ZR66 GOTerms=GO_0005488_GO_0005529 Gene=Venom_C-type_lectin_mannose_binding_isoform_1_ Match_Acc=D2YVI3 gene=isogroup28270 length=229 numContigs=1
OG0000003	Branchiostoma_floridae_tr_A0A9J7LPI1_A0A9J7LPI1_BRAFL tr|A0A9J7LPI1|A0A9J7LPI1_BRAFL Thrombospondin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118422165 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L504_A0A9J7L504_BRAFL tr|A0A9J7L504|A0A9J7L504_BRAFL Uncharacterized protein LOC118415495 OS=Branchiostoma floridae OX=7739 GN=LOC118415495 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N7K1_A0A9J7N7K1_BRAFL tr|A0A9J7N7K1|A0A9J7N7K1_BRAFL Splicing factor 3A subunit 2-like OS=Branchiostoma floridae OX=7739 GN=LOC118427065 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HLN6_A0A9J7HLN6_BRAFL tr|A0A9J7HLN6|A0A9J7HLN6_BRAFL Aggrecan core protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118404931 PE=4 SV=1	Porites_asteroides_isotig09599 isotig09599 extracted_CDS GOMatch=C3Z1R1 GOTerms=GO_0005488_GO_0005509 Gene=Ci-META1_ Match_Acc=Q9BLJ1 gene=isogroup07867 length=697 numContigs=1
OG0000003	Branchiostoma_floridae_tr_A0A9J7KSZ8_A0A9J7KSZ8_BRAFL tr|A0A9J7KSZ8|A0A9J7KSZ8_BRAFL Uncharacterized protein LOC118411508 OS=Branchiostoma floridae OX=7739 GN=LOC118411508 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KS32_A0A9J7KS32_BRAFL tr|A0A9J7KS32|A0A9J7KS32_BRAFL Uncharacterized protein LOC118411324 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118411324 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KTB4_A0A9J7KTB4_BRAFL tr|A0A9J7KTB4|A0A9J7KTB4_BRAFL Uncharacterized protein LOC118411324 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118411324 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KU42_A0A9J7KU42_BRAFL tr|A0A9J7KU42|A0A9J7KU42_BRAFL Uncharacterized protein LOC118411665 OS=Branchiostoma floridae OX=7739 GN=LOC118411665 PE=4 SV=1	Porites_asteroides_isotig03882 isotig03882 extracted_CDS GOMatch=A7RGD7 GOTerms=GO_0005488_GO_0005529_GO_0007155 Gene=Mrc2_protein_ Match_Acc=A1A5G9 gene=isogroup02150 length=1475 numContigs=1, Porites_asteroides_isotig03504 isotig03504 extracted_CDS GOMatch=A7RGD7 GOTerms=GO_0005488_GO_0005529_GO_0007155 Gene=Testis_cDNA_clone__QtsA-10921__similar_to_human_mannose_receptor__C_type_1__MRC1___ Match_Acc=Q4R919 gene=isogroup01772 length=1787 numContigs=1
OG0000003	Branchiostoma_floridae_tr_A0A9J7L718_A0A9J7L718_BRAFL tr|A0A9J7L718|A0A9J7L718_BRAFL Macrophage mannose receptor 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118415818 PE=3 SV=1	Porites_asteroides_isotig13983 isotig13983 extracted_CDS GOMatch=A7RGE1 GOTerms=GO_0005488_GO_0005529_GO_0007155 Gene=Si_ch211-125e6.14_protein_ Match_Acc=A8KB16 gene=isogroup12251 length=507 numContigs=1
OG0000003	Branchiostoma_floridae_tr_A0A9J7N0F6_A0A9J7N0F6_BRAFL tr|A0A9J7N0F6|A0A9J7N0F6_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118422972 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MLX3_A0A9J7MLX3_BRAFL tr|A0A9J7MLX3|A0A9J7MLX3_BRAFL Uromodulin-like OS=Branchiostoma floridae OX=7739 GN=LOC118413033 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MSG0_A0A9J7MSG0_BRAFL tr|A0A9J7MSG0|A0A9J7MSG0_BRAFL Fibrillin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118416300 PE=4 SV=1	Porites_asteroides_isotig24573 isotig24573 extracted_CDS GOMatch=C3ZHR3 GOTerms=GO_0005509 Gene=TFP250_ Match_Acc=Q7YZP0 gene=isogroup22841 length=339 numContigs=1
OG0000003	Branchiostoma_floridae_tr_A0A9J7LC47_A0A9J7LC47_BRAFL tr|A0A9J7LC47|A0A9J7LC47_BRAFL Fibrillin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118417425 PE=4 SV=1	Porites_asteroides_GCKDGN102DUUEA GCKDGN102DUUEA extracted_CDS length=345 Gene=Nidogen-1_ run=R_2010_02_19_08_49_25_ region=2 Match_Acc=P14543 xy=1464_1488
OG0000003	Branchiostoma_floridae_tr_A0A9J7N3Y4_A0A9J7N3Y4_BRAFL tr|A0A9J7N3Y4|A0A9J7N3Y4_BRAFL Fibrillin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118424348 PE=4 SV=1	Porites_asteroides_isotig10437 isotig10437 extracted_CDS GOMatch=C3ZHR3 GOTerms=GO_0005509 gene=isogroup08705 length=653 numContigs=1
