Orthogroup	Chordata_Amphioxiformes_Branchiostoma_floridae	Chordata_Amphioxiformes_Branchiostoma_belcheri
OG0000325	Branchiostoma_floridae_tr_A0A9J7KI71_A0A9J7KI71_BRAFL tr|A0A9J7KI71|A0A9J7KI71_BRAFL Serine-rich adhesin for platelets-like OS=Branchiostoma floridae OX=7739 GN=LOC118404904 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YZP6_A0A6P4YZP6_BRABE tr|A0A6P4YZP6|A0A6P4YZP6_BRABE Uncharacterized protein LOC109469963 OS=Branchiostoma belcheri OX=7741 GN=LOC109469963 PE=4 SV=1
OG0000326	Branchiostoma_floridae_tr_A0A9J7K993_A0A9J7K993_BRAFL tr|A0A9J7K993|A0A9J7K993_BRAFL Slit homolog 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118406081 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4XNP4_A0A6P4XNP4_BRABE tr|A0A6P4XNP4|A0A6P4XNP4_BRABE Slit homolog 3 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465443 PE=4 SV=1
OG0000326	Branchiostoma_floridae_sp_C3YZ59_LRRCB_BRAFL sp|C3YZ59|LRRCB_BRAFL Leucine-rich repeat-containing protein Bf66946 OS=Branchiostoma floridae OX=7739 GN=BRAFLDRAFT_66946 PE=1 SV=1	Branchiostoma_belcheri_tr_A0A6P4YGN5_A0A6P4YGN5_BRABE tr|A0A6P4YGN5|A0A6P4YGN5_BRABE Leucine-rich repeat-containing protein 24-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465235 PE=4 SV=1
OG0000326	Branchiostoma_floridae_tr_A0A9J7HKW4_A0A9J7HKW4_BRAFL tr|A0A9J7HKW4|A0A9J7HKW4_BRAFL Immunoglobulin superfamily containing leucine-rich repeat protein 2-like OS=Branchiostoma floridae OX=7739 GN=LOC118405805 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YLC3_A0A6P4YLC3_BRABE tr|A0A6P4YLC3|A0A6P4YLC3_BRABE Leucine-rich repeat-containing protein 4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465234 PE=4 SV=1
OG0000326	Branchiostoma_floridae_tr_A0A9J7HMT8_A0A9J7HMT8_BRAFL tr|A0A9J7HMT8|A0A9J7HMT8_BRAFL Slit homolog 2 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118405389 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4Y6V3_A0A6P4Y6V3_BRABE tr|A0A6P4Y6V3|A0A6P4Y6V3_BRABE Slit homolog 1 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465330 PE=4 SV=1
OG0000326	Branchiostoma_floridae_tr_A0A9J7HP24_A0A9J7HP24_BRAFL tr|A0A9J7HP24|A0A9J7HP24_BRAFL Leucine-rich repeat-containing protein 3-like OS=Branchiostoma floridae OX=7739 GN=LOC118405392 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4XMQ3_A0A6P4XMQ3_BRABE tr|A0A6P4XMQ3|A0A6P4XMQ3_BRABE Uncharacterized protein LOC109465205 OS=Branchiostoma belcheri OX=7741 GN=LOC109465205 PE=4 SV=1
OG0000327	Branchiostoma_floridae_tr_A0A9J7M8I0_A0A9J7M8I0_BRAFL tr|A0A9J7M8I0|A0A9J7M8I0_BRAFL Leucine-rich repeat-containing protein 40-like OS=Branchiostoma floridae OX=7739 GN=LOC118429496 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4Y4B8_A0A6P4Y4B8_BRABE tr|A0A6P4Y4B8|A0A6P4Y4B8_BRABE Uncharacterized protein LOC109466062 OS=Branchiostoma belcheri OX=7741 GN=LOC109466062 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZAG6_A0A6P4ZAG6_BRABE tr|A0A6P4ZAG6|A0A6P4ZAG6_BRABE Uncharacterized protein LOC109471766 OS=Branchiostoma belcheri OX=7741 GN=LOC109471766 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YU37_A0A6P4YU37_BRABE tr|A0A6P4YU37|A0A6P4YU37_BRABE P53-induced death domain-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109467273 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y8J1_A0A6P4Y8J1_BRABE tr|A0A6P4Y8J1|A0A6P4Y8J1_BRABE Uncharacterized protein LOC109467275 OS=Branchiostoma belcheri OX=7741 GN=LOC109467275 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A4J1_A0A6P5A4J1_BRABE tr|A0A6P5A4J1|A0A6P5A4J1_BRABE Uncharacterized protein LOC109482776 OS=Branchiostoma belcheri OX=7741 GN=LOC109482776 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZS69_A0A6P4ZS69_BRABE tr|A0A6P4ZS69|A0A6P4ZS69_BRABE Uncharacterized protein LOC109481528 OS=Branchiostoma belcheri OX=7741 GN=LOC109481528 PE=4 SV=1
OG0000328	Branchiostoma_floridae_tr_A0A9J7KUM2_A0A9J7KUM2_BRAFL tr|A0A9J7KUM2|A0A9J7KUM2_BRAFL Mucin-2-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118412120 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MK74_A0A9J7MK74_BRAFL tr|A0A9J7MK74|A0A9J7MK74_BRAFL Mucin-2-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118412120 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YCL5_A0A6P4YCL5_BRABE tr|A0A6P4YCL5|A0A6P4YCL5_BRABE Mucin-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468355 PE=4 SV=1
OG0000329	Branchiostoma_floridae_tr_A0A9J7HJV1_A0A9J7HJV1_BRAFL tr|A0A9J7HJV1|A0A9J7HJV1_BRAFL Matrilin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118404443 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KHV1_A0A9J7KHV1_BRAFL tr|A0A9J7KHV1|A0A9J7KHV1_BRAFL Uncharacterized protein LOC118404439 OS=Branchiostoma floridae OX=7739 GN=LOC118404439 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HIQ7_A0A9J7HIQ7_BRAFL tr|A0A9J7HIQ7|A0A9J7HIQ7_BRAFL Uncharacterized protein LOC118404906 OS=Branchiostoma floridae OX=7739 GN=LOC118404906 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HGV2_A0A9J7HGV2_BRAFL tr|A0A9J7HGV2|A0A9J7HGV2_BRAFL Matrilin-3-like OS=Branchiostoma floridae OX=7739 GN=LOC118404442 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HGV4_A0A9J7HGV4_BRAFL tr|A0A9J7HGV4|A0A9J7HGV4_BRAFL Uncharacterized protein LOC118404441 OS=Branchiostoma floridae OX=7739 GN=LOC118404441 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LFL0_A0A9J7LFL0_BRAFL tr|A0A9J7LFL0|A0A9J7LFL0_BRAFL Uncharacterized protein LOC118419550 OS=Branchiostoma floridae OX=7739 GN=LOC118419550 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YKV7_A0A6P4YKV7_BRABE tr|A0A6P4YKV7|A0A6P4YKV7_BRABE Uncharacterized protein LOC109465060 OS=Branchiostoma belcheri OX=7741 GN=LOC109465060 PE=4 SV=1
OG0000338	Branchiostoma_floridae_tr_A0A9J7MHN2_A0A9J7MHN2_BRAFL tr|A0A9J7MHN2|A0A9J7MHN2_BRAFL Uridylate-specific endoribonuclease OS=Branchiostoma floridae OX=7739 GN=LOC118410291 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4Y6S8_A0A6P4Y6S8_BRABE tr|A0A6P4Y6S8|A0A6P4Y6S8_BRABE Uridylate-specific endoribonuclease OS=Branchiostoma belcheri OX=7741 GN=LOC109465303 PE=3 SV=1
OG0000338	Branchiostoma_floridae_tr_A0A9J7MS71_A0A9J7MS71_BRAFL tr|A0A9J7MS71|A0A9J7MS71_BRAFL Uridylate-specific endoribonuclease OS=Branchiostoma floridae OX=7739 GN=LOC118416098 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MQZ6_A0A9J7MQZ6_BRAFL tr|A0A9J7MQZ6|A0A9J7MQZ6_BRAFL Uridylate-specific endoribonuclease OS=Branchiostoma floridae OX=7739 GN=LOC118415342 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4YFR7_A0A6P4YFR7_BRABE tr|A0A6P4YFR7|A0A6P4YFR7_BRABE Uridylate-specific endoribonuclease OS=Branchiostoma belcheri OX=7741 GN=LOC109464945 PE=3 SV=1
OG0000339	Branchiostoma_floridae_tr_A0A9J7HS22_A0A9J7HS22_BRAFL tr|A0A9J7HS22|A0A9J7HS22_BRAFL LOW QUALITY PROTEIN_ insulin-like peptide OS=Branchiostoma floridae OX=7739 GN=LOC118407887 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4YZR6_A0A6P4YZR6_BRABE tr|A0A6P4YZR6|A0A6P4YZR6_BRABE Insulin-like peptide isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109477811 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZL81_A0A6P4ZL81_BRABE tr|A0A6P4ZL81|A0A6P4ZL81_BRABE Insulin-like peptide isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109477811 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZDQ1_A0A6P4ZDQ1_BRABE tr|A0A6P4ZDQ1|A0A6P4ZDQ1_BRABE Insulin-like peptide isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109477811 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZL95_A0A6P4ZL95_BRABE tr|A0A6P4ZL95|A0A6P4ZL95_BRABE Insulin-like peptide isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109477811 PE=3 SV=1
OG0000340	Branchiostoma_floridae_tr_A0A9J7KTL4_A0A9J7KTL4_BRAFL tr|A0A9J7KTL4|A0A9J7KTL4_BRAFL Inactive serine protease PAMR1-like OS=Branchiostoma floridae OX=7739 GN=LOC118411402 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M3R9_A0A9J7M3R9_BRAFL tr|A0A9J7M3R9|A0A9J7M3R9_BRAFL Uncharacterized protein LOC118428295 OS=Branchiostoma floridae OX=7739 GN=LOC118428295 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MF90_A0A9J7MF90_BRAFL tr|A0A9J7MF90|A0A9J7MF90_BRAFL Kringle-containing protein marking the eye and the nose OS=Branchiostoma floridae OX=7739 GN=LOC118432265 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZVP6_A0A6P4ZVP6_BRABE tr|A0A6P4ZVP6|A0A6P4ZVP6_BRABE Kringle-containing protein marking the eye and the nose OS=Branchiostoma belcheri OX=7741 GN=LOC109486022 PE=4 SV=1
OG0000341	Branchiostoma_floridae_tr_A0A9J7LTM7_A0A9J7LTM7_BRAFL tr|A0A9J7LTM7|A0A9J7LTM7_BRAFL Mucin-5AC-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118424006 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LW11_A0A9J7LW11_BRAFL tr|A0A9J7LW11|A0A9J7LW11_BRAFL Mucin-5AC-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118424006 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LS38_A0A9J7LS38_BRAFL tr|A0A9J7LS38|A0A9J7LS38_BRAFL Mucin-5AC-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118424006 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N3G4_A0A9J7N3G4_BRAFL tr|A0A9J7N3G4|A0A9J7N3G4_BRAFL Mucin-5AC-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118424006 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N1R8_A0A9J7N1R8_BRAFL tr|A0A9J7N1R8|A0A9J7N1R8_BRAFL Mucin-5AC-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118424006 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LTF0_A0A9J7LTF0_BRAFL tr|A0A9J7LTF0|A0A9J7LTF0_BRAFL Mucin-5AC-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118424006 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LU02_A0A9J7LU02_BRAFL tr|A0A9J7LU02|A0A9J7LU02_BRAFL Mucin-5AC-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118424006 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YAN4_A0A6P4YAN4_BRABE tr|A0A6P4YAN4|A0A6P4YAN4_BRABE Uncharacterized protein LOC109461830 isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109461830 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y588_A0A6P4Y588_BRABE tr|A0A6P4Y588|A0A6P4Y588_BRABE Uncharacterized protein LOC109461830 isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109461830 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XBN2_A0A6P4XBN2_BRABE tr|A0A6P4XBN2|A0A6P4XBN2_BRABE Uncharacterized protein LOC109461830 isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109461830 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XT43_A0A6P4XT43_BRABE tr|A0A6P4XT43|A0A6P4XT43_BRABE Mucin-5AC-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109461830 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XP66_A0A6P4XP66_BRABE tr|A0A6P4XP66|A0A6P4XP66_BRABE Uncharacterized protein LOC109461830 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109461830 PE=4 SV=1
OG0000342	Branchiostoma_floridae_tr_A0A9J7M6T1_A0A9J7M6T1_BRAFL tr|A0A9J7M6T1|A0A9J7M6T1_BRAFL SCO-spondin-like OS=Branchiostoma floridae OX=7739 GN=LOC118428569 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4Y7U2_A0A6P4Y7U2_BRABE tr|A0A6P4Y7U2|A0A6P4Y7U2_BRABE Uncharacterized protein LOC109462736 OS=Branchiostoma belcheri OX=7741 GN=LOC109462736 PE=4 SV=1
OG0000342	Branchiostoma_floridae_tr_C3YWD8_C3YWD8_BRAFL tr|C3YWD8|C3YWD8_BRAFL Uncharacterized protein LOC118428567 OS=Branchiostoma floridae OX=7739 GN=LOC118428567 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4XE93_A0A6P4XE93_BRABE tr|A0A6P4XE93|A0A6P4XE93_BRABE Uncharacterized protein LOC109462743 OS=Branchiostoma belcheri OX=7741 GN=LOC109462743 PE=4 SV=1
OG0000343	Branchiostoma_floridae_tr_A0A9J7MBP8_A0A9J7MBP8_BRAFL tr|A0A9J7MBP8|A0A9J7MBP8_BRAFL Prolactin receptor-like OS=Branchiostoma floridae OX=7739 GN=LOC118431284 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4YTA9_A0A6P4YTA9_BRABE tr|A0A6P4YTA9|A0A6P4YTA9_BRABE LOW QUALITY PROTEIN_ prolactin receptor-like OS=Branchiostoma belcheri OX=7741 GN=LOC109467053 PE=3 SV=1
OG0000344	Branchiostoma_floridae_tr_A0A9J7L5I4_A0A9J7L5I4_BRAFL tr|A0A9J7L5I4|A0A9J7L5I4_BRAFL Follistatin-related protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118415767 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4YK31_A0A6P4YK31_BRABE tr|A0A6P4YK31|A0A6P4YK31_BRABE Follistatin-related protein 1-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109470290 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YSS0_A0A6P4YSS0_BRABE tr|A0A6P4YSS0|A0A6P4YSS0_BRABE Follistatin-related protein 1-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109470290 PE=3 SV=1
OG0000345	Branchiostoma_floridae_tr_A0A9J7M4V1_A0A9J7M4V1_BRAFL tr|A0A9J7M4V1|A0A9J7M4V1_BRAFL Fibronectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118428136 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M3I6_A0A9J7M3I6_BRAFL tr|A0A9J7M3I6|A0A9J7M3I6_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118428052 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZCI8_A0A6P4ZCI8_BRABE tr|A0A6P4ZCI8|A0A6P4ZCI8_BRABE Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109481000 PE=4 SV=1
OG0000347	Branchiostoma_floridae_tr_C3YSM6_C3YSM6_BRAFL tr|C3YSM6|C3YSM6_BRAFL Leucine-rich repeat-containing protein 15-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118424663 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZKY3_A0A6P4ZKY3_BRABE tr|A0A6P4ZKY3|A0A6P4ZKY3_BRABE Carboxypeptidase N subunit 2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474449 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZLH5_A0A6P4ZLH5_BRABE tr|A0A6P4ZLH5|A0A6P4ZLH5_BRABE Carboxypeptidase N subunit 2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474570 PE=4 SV=1
OG0000348	Branchiostoma_floridae_tr_A0A9J7HWT2_A0A9J7HWT2_BRAFL tr|A0A9J7HWT2|A0A9J7HWT2_BRAFL Leucine-rich repeat-containing protein 15-like OS=Branchiostoma floridae OX=7739 GN=LOC118409311 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZV69_A0A6P4ZV69_BRABE tr|A0A6P4ZV69|A0A6P4ZV69_BRABE Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109485861 PE=4 SV=1
OG0000349	Branchiostoma_floridae_tr_A0A9J7M5F9_A0A9J7M5F9_BRAFL tr|A0A9J7M5F9|A0A9J7M5F9_BRAFL Leucine-rich repeat protein SHOC-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118428651 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZYE0_A0A6P4ZYE0_BRABE tr|A0A6P4ZYE0|A0A6P4ZYE0_BRABE Leucine-rich repeat-containing protein 1-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109483372 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AJ10_A0A6P5AJ10_BRABE tr|A0A6P5AJ10|A0A6P5AJ10_BRABE Leucine-rich repeat and IQ domain-containing protein 4-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109483372 PE=4 SV=1
OG0000365	Branchiostoma_floridae_tr_A0A9J7N7N5_A0A9J7N7N5_BRAFL tr|A0A9J7N7N5|A0A9J7N7N5_BRAFL Uncharacterized protein LOC118427275 OS=Branchiostoma floridae OX=7739 GN=LOC118427275 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YVD4_A0A6P4YVD4_BRABE tr|A0A6P4YVD4|A0A6P4YVD4_BRABE Uncharacterized protein LOC109472884 OS=Branchiostoma belcheri OX=7741 GN=LOC109472884 PE=4 SV=1
OG0000365	Branchiostoma_floridae_tr_A0A9J7LTQ6_A0A9J7LTQ6_BRAFL tr|A0A9J7LTQ6|A0A9J7LTQ6_BRAFL Uncharacterized protein LOC118423921 OS=Branchiostoma floridae OX=7739 GN=LOC118423921 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YGQ3_A0A6P4YGQ3_BRABE tr|A0A6P4YGQ3|A0A6P4YGQ3_BRABE Multiple epidermal growth factor-like domains protein 10 OS=Branchiostoma belcheri OX=7741 GN=LOC109463778 PE=4 SV=1
OG0000366	Branchiostoma_floridae_tr_A0A9J7KWX3_A0A9J7KWX3_BRAFL tr|A0A9J7KWX3|A0A9J7KWX3_BRAFL Netrin receptor UNC5 OS=Branchiostoma floridae OX=7739 GN=LOC118412479 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MLE2_A0A9J7MLE2_BRAFL tr|A0A9J7MLE2|A0A9J7MLE2_BRAFL Netrin receptor UNC5 OS=Branchiostoma floridae OX=7739 GN=LOC118412479 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MKS7_A0A9J7MKS7_BRAFL tr|A0A9J7MKS7|A0A9J7MKS7_BRAFL Netrin receptor UNC5 OS=Branchiostoma floridae OX=7739 GN=LOC118412479 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7KVU1_A0A9J7KVU1_BRAFL tr|A0A9J7KVU1|A0A9J7KVU1_BRAFL Netrin receptor UNC5 OS=Branchiostoma floridae OX=7739 GN=LOC118412479 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7KVK9_A0A9J7KVK9_BRAFL tr|A0A9J7KVK9|A0A9J7KVK9_BRAFL Netrin receptor UNC5 OS=Branchiostoma floridae OX=7739 GN=LOC118412479 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7ML75_A0A9J7ML75_BRAFL tr|A0A9J7ML75|A0A9J7ML75_BRAFL Netrin receptor UNC5 OS=Branchiostoma floridae OX=7739 GN=LOC118412479 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4YN96_A0A6P4YN96_BRABE tr|A0A6P4YN96|A0A6P4YN96_BRABE Netrin receptor UNC5 OS=Branchiostoma belcheri OX=7741 GN=LOC109466787 PE=3 SV=1
OG0000367	Branchiostoma_floridae_tr_A0A9J7HU82_A0A9J7HU82_BRAFL tr|A0A9J7HU82|A0A9J7HU82_BRAFL Mucin-5AC-like OS=Branchiostoma floridae OX=7739 GN=LOC118408015 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YF78_A0A6P4YF78_BRABE tr|A0A6P4YF78|A0A6P4YF78_BRABE Agglutinin-like protein 1 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109464792 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XZ57_A0A6P4XZ57_BRABE tr|A0A6P4XZ57|A0A6P4XZ57_BRABE Agglutinin-like protein 1 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109464792 PE=4 SV=1
OG0000368	Branchiostoma_floridae_tr_A0A9J7LF26_A0A9J7LF26_BRAFL tr|A0A9J7LF26|A0A9J7LF26_BRAFL Uncharacterized protein LOC118418541 OS=Branchiostoma floridae OX=7739 GN=LOC118418541 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZE49_A0A6P4ZE49_BRABE tr|A0A6P4ZE49|A0A6P4ZE49_BRABE Uncharacterized protein LOC109473799 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109473799 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZIL9_A0A6P4ZIL9_BRABE tr|A0A6P4ZIL9|A0A6P4ZIL9_BRABE Uncharacterized protein LOC109473799 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109473799 PE=3 SV=1
OG0000368	Branchiostoma_floridae_tr_A0A9J7LCN6_A0A9J7LCN6_BRAFL tr|A0A9J7LCN6|A0A9J7LCN6_BRAFL Uncharacterized protein LOC118418540 OS=Branchiostoma floridae OX=7739 GN=LOC118418540 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4Z4M2_A0A6P4Z4M2_BRABE tr|A0A6P4Z4M2|A0A6P4Z4M2_BRABE Uncharacterized protein LOC109473468 OS=Branchiostoma belcheri OX=7741 GN=LOC109473468 PE=3 SV=1
OG0000368	Branchiostoma_floridae_tr_A0A9J7LDX9_A0A9J7LDX9_BRAFL tr|A0A9J7LDX9|A0A9J7LDX9_BRAFL Uncharacterized protein LOC118418528 OS=Branchiostoma floridae OX=7739 GN=LOC118418528 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4YHU3_A0A6P4YHU3_BRABE tr|A0A6P4YHU3|A0A6P4YHU3_BRABE Uncharacterized protein LOC109473479 OS=Branchiostoma belcheri OX=7741 GN=LOC109473479 PE=3 SV=1
OG0000369	Branchiostoma_floridae_tr_A0A9J7KRD4_A0A9J7KRD4_BRAFL tr|A0A9J7KRD4|A0A9J7KRD4_BRAFL Glutenin_ high molecular weight subunit DY10-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118410874 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KQX6_A0A9J7KQX6_BRAFL tr|A0A9J7KQX6|A0A9J7KQX6_BRAFL Glutenin_ high molecular weight subunit 12-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118410874 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KSA7_A0A9J7KSA7_BRAFL tr|A0A9J7KSA7|A0A9J7KSA7_BRAFL Glutenin_ high molecular weight subunit 12-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118410874 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MII3_A0A9J7MII3_BRAFL tr|A0A9J7MII3|A0A9J7MII3_BRAFL Uncharacterized protein LOC118410874 isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118410874 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YW19_A0A6P4YW19_BRABE tr|A0A6P4YW19|A0A6P4YW19_BRABE Uncharacterized protein LOC109468989 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109468989 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YMM1_A0A6P4YMM1_BRABE tr|A0A6P4YMM1|A0A6P4YMM1_BRABE Uncharacterized protein LOC109468989 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109468989 PE=4 SV=1
OG0000370	Branchiostoma_floridae_tr_A0A9J7M5P9_A0A9J7M5P9_BRAFL tr|A0A9J7M5P9|A0A9J7M5P9_BRAFL Complement C1q tumor necrosis factor-related protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118428985 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZTV0_A0A6P4ZTV0_BRABE tr|A0A6P4ZTV0|A0A6P4ZTV0_BRABE Complement C1q tumor necrosis factor-related protein 1-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109485421 PE=4 SV=1
