Orthogroup	Chordata_Amphioxiformes_Branchiostoma_floridae	Cnidaria_Anthozoa_Nematostella_vectensis
OG0000001	Branchiostoma_floridae_tr_A0A9J7MY77_A0A9J7MY77_BRAFL tr|A0A9J7MY77|A0A9J7MY77_BRAFL Tenascin-X-like OS=Branchiostoma floridae OX=7739 GN=LOC118421312 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M7H3_A0A9J7M7H3_BRAFL tr|A0A9J7M7H3|A0A9J7M7H3_BRAFL Phosphatidylinositol phosphatase PTPRQ-like OS=Branchiostoma floridae OX=7739 GN=LOC118429282 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7NAS6_A0A9J7NAS6_BRAFL tr|A0A9J7NAS6|A0A9J7NAS6_BRAFL Protein sidekick-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118429283 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M892_A0A9J7M892_BRAFL tr|A0A9J7M892|A0A9J7M892_BRAFL Uncharacterized protein LOC118428459 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118428459 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M6I6_A0A9J7M6I6_BRAFL tr|A0A9J7M6I6|A0A9J7M6I6_BRAFL Uncharacterized protein LOC118428459 isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118428459 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M5F2_A0A9J7M5F2_BRAFL tr|A0A9J7M5F2|A0A9J7M5F2_BRAFL Uncharacterized protein LOC118428459 isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118428459 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N5V0_A0A9J7N5V0_BRAFL tr|A0A9J7N5V0|A0A9J7N5V0_BRAFL Uncharacterized protein LOC118428459 isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118428459 PE=4 SV=1	Nematostella_vectensis_NV2t012582003.1 NV2t012582003.1, Nematostella_vectensis_NV2t012653001.1 NV2t012653001.1, Nematostella_vectensis_NV2t012583001.1 NV2t012583001.1, Nematostella_vectensis_NV2t023796001.1 NV2t023796001.1, Nematostella_vectensis_NV2t017702001.1 NV2t017702001.1, Nematostella_vectensis_NV2t022951001.1 NV2t022951001.1, Nematostella_vectensis_NV2t011373001.1 NV2t011373001.1, Nematostella_vectensis_NV2t011373002.1 NV2t011373002.1, Nematostella_vectensis_NV2t020188002.1 NV2t020188002.1, Nematostella_vectensis_NV2t020188001.1 NV2t020188001.1, Nematostella_vectensis_NV2t020819001.1 NV2t020819001.1, Nematostella_vectensis_NV2t019077001.1 NV2t019077001.1, Nematostella_vectensis_NV2t011946001.1 NV2t011946001.1, Nematostella_vectensis_NV2t011946002.1 NV2t011946002.1, Nematostella_vectensis_NV2t011946003.1 NV2t011946003.1, Nematostella_vectensis_NV2t011797001.1 NV2t011797001.1, Nematostella_vectensis_NV2t012753001.1 NV2t012753001.1, Nematostella_vectensis_NV2t012755001.1 NV2t012755001.1, Nematostella_vectensis_NV2t022551001.1 NV2t022551001.1, Nematostella_vectensis_NV2t016932001.1 NV2t016932001.1, Nematostella_vectensis_NV2t022950001.1 NV2t022950001.1, Nematostella_vectensis_NV2t016931001.1 NV2t016931001.1, Nematostella_vectensis_NV2t001803001.1 NV2t001803001.1, Nematostella_vectensis_NV2t001804001.1 NV2t001804001.1, Nematostella_vectensis_NV2t000600001.1 NV2t000600001.1
OG0000001	Branchiostoma_floridae_tr_A0A9J7N9V2_A0A9J7N9V2_BRAFL tr|A0A9J7N9V2|A0A9J7N9V2_BRAFL Protein sidekick-2-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118428942 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N907_A0A9J7N907_BRAFL tr|A0A9J7N907|A0A9J7N907_BRAFL Protein sidekick-2-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118428942 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M658_A0A9J7M658_BRAFL tr|A0A9J7M658|A0A9J7M658_BRAFL Protein sidekick-2-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118428942 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M6J2_A0A9J7M6J2_BRAFL tr|A0A9J7M6J2|A0A9J7M6J2_BRAFL Protein sidekick-2-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118428942 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7NAA0_A0A9J7NAA0_BRAFL tr|A0A9J7NAA0|A0A9J7NAA0_BRAFL Protein sidekick-2-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118428942 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N8L4_A0A9J7N8L4_BRAFL tr|A0A9J7N8L4|A0A9J7N8L4_BRAFL Protein sidekick-2-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118428942 PE=4 SV=1	Nematostella_vectensis_NV2t006892003.1 NV2t006892003.1, Nematostella_vectensis_NV2t006892004.1 NV2t006892004.1, Nematostella_vectensis_NV2t006892002.1 NV2t006892002.1, Nematostella_vectensis_NV2t006892001.1 NV2t006892001.1
OG0000001	Branchiostoma_floridae_tr_A0A9J7N098_A0A9J7N098_BRAFL tr|A0A9J7N098|A0A9J7N098_BRAFL Receptor-type tyrosine-protein phosphatase F-like OS=Branchiostoma floridae OX=7739 GN=LOC118422005 PE=4 SV=1	Nematostella_vectensis_NV2t022749001.1 NV2t022749001.1
OG0000001	Branchiostoma_floridae_tr_A0A9J7LP27_A0A9J7LP27_BRAFL tr|A0A9J7LP27|A0A9J7LP27_BRAFL Laminin subunit beta-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118421978 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LLJ1_A0A9J7LLJ1_BRAFL tr|A0A9J7LLJ1|A0A9J7LLJ1_BRAFL Netrin-G1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118421265 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LMA1_A0A9J7LMA1_BRAFL tr|A0A9J7LMA1|A0A9J7LMA1_BRAFL Netrin-G2-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118421265 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LKK0_A0A9J7LKK0_BRAFL tr|A0A9J7LKK0|A0A9J7LKK0_BRAFL Netrin-G1-like OS=Branchiostoma floridae OX=7739 GN=LOC118421422 PE=4 SV=1	Nematostella_vectensis_NV2t025734001.1 NV2t025734001.1, Nematostella_vectensis_NV2t025732001.1 NV2t025732001.1
OG0000001	Branchiostoma_floridae_tr_A0A9J7M5E8_A0A9J7M5E8_BRAFL tr|A0A9J7M5E8|A0A9J7M5E8_BRAFL Netrin-1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118428730 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N853_A0A9J7N853_BRAFL tr|A0A9J7N853|A0A9J7N853_BRAFL Netrin-1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118428730 PE=4 SV=1	Nematostella_vectensis_NV2t007734001.1 NV2t007734001.1, Nematostella_vectensis_NV2t007734003.1 NV2t007734003.1
OG0000001	Branchiostoma_floridae_tr_A0A9J7MX51_A0A9J7MX51_BRAFL tr|A0A9J7MX51|A0A9J7MX51_BRAFL Laminin subunit gamma-1-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118421560 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LN45_A0A9J7LN45_BRAFL tr|A0A9J7LN45|A0A9J7LN45_BRAFL Laminin subunit gamma-1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118421560 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LN27_A0A9J7LN27_BRAFL tr|A0A9J7LN27|A0A9J7LN27_BRAFL Laminin subunit gamma-1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118421560 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LMC9_A0A9J7LMC9_BRAFL tr|A0A9J7LMC9|A0A9J7LMC9_BRAFL Laminin subunit gamma-1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118421560 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MZY0_A0A9J7MZY0_BRAFL tr|A0A9J7MZY0|A0A9J7MZY0_BRAFL Laminin subunit gamma-1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118421560 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MZQ1_A0A9J7MZQ1_BRAFL tr|A0A9J7MZQ1|A0A9J7MZQ1_BRAFL Laminin subunit gamma-1-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118421560 PE=4 SV=1	Nematostella_vectensis_NV2t025737001.1 NV2t025737001.1
OG0000001	Branchiostoma_floridae_tr_A0A9J7N0B1_A0A9J7N0B1_BRAFL tr|A0A9J7N0B1|A0A9J7N0B1_BRAFL Laminin-like protein epi-1 OS=Branchiostoma floridae OX=7739 GN=LOC118421973 PE=4 SV=1	Nematostella_vectensis_NV2t024496001.1 NV2t024496001.1, Nematostella_vectensis_NV2t024496003.1 NV2t024496003.1, Nematostella_vectensis_NV2t024496004.1 NV2t024496004.1
OG0000001	Branchiostoma_floridae_tr_A0A9J7KQE3_A0A9J7KQE3_BRAFL tr|A0A9J7KQE3|A0A9J7KQE3_BRAFL Laminin subunit alpha-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118410579 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HSX2_A0A9J7HSX2_BRAFL tr|A0A9J7HSX2|A0A9J7HSX2_BRAFL Laminin subunit alpha-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118408556 PE=4 SV=1	Nematostella_vectensis_NV2t024158001.1 NV2t024158001.1, Nematostella_vectensis_NV2t022843001.1 NV2t022843001.1, Nematostella_vectensis_NV2t022840001.1 NV2t022840001.1
OG0000002	Branchiostoma_floridae_tr_A0A9J7LU26_A0A9J7LU26_BRAFL tr|A0A9J7LU26|A0A9J7LU26_BRAFL von Willebrand factor A domain-containing protein 7-like OS=Branchiostoma floridae OX=7739 GN=LOC118424186 PE=4 SV=1	Nematostella_vectensis_NV2t017239001.1 NV2t017239001.1
OG0000002	Branchiostoma_floridae_tr_A0A9J7HRR9_A0A9J7HRR9_BRAFL tr|A0A9J7HRR9|A0A9J7HRR9_BRAFL Cartilage oligomeric matrix protein-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118406912 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7KAJ0_A0A9J7KAJ0_BRAFL tr|A0A9J7KAJ0|A0A9J7KAJ0_BRAFL Cartilage oligomeric matrix protein-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118406912 PE=3 SV=1	Nematostella_vectensis_NV2t023886001.1 NV2t023886001.1, Nematostella_vectensis_NV2t023886003.1 NV2t023886003.1, Nematostella_vectensis_NV2t023886002.1 NV2t023886002.1
OG0000002	Branchiostoma_floridae_tr_A0A9J7KG39_A0A9J7KG39_BRAFL tr|A0A9J7KG39|A0A9J7KG39_BRAFL Semaphorin-5A-like OS=Branchiostoma floridae OX=7739 GN=LOC118403015 PE=4 SV=1	Nematostella_vectensis_NV2t011758001.1 NV2t011758001.1
OG0000002	Branchiostoma_floridae_tr_A0A9J7HQG1_A0A9J7HQG1_BRAFL tr|A0A9J7HQG1|A0A9J7HQG1_BRAFL Semaphorin-1A-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118407238 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KKA0_A0A9J7KKA0_BRAFL tr|A0A9J7KKA0|A0A9J7KKA0_BRAFL Semaphorin-1A-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118407238 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MFX6_A0A9J7MFX6_BRAFL tr|A0A9J7MFX6|A0A9J7MFX6_BRAFL Semaphorin-1A-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118409584 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KMA2_A0A9J7KMA2_BRAFL tr|A0A9J7KMA2|A0A9J7KMA2_BRAFL Semaphorin-1A-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118409584 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MFX0_A0A9J7MFX0_BRAFL tr|A0A9J7MFX0|A0A9J7MFX0_BRAFL Semaphorin-1A-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118409584 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KMC8_A0A9J7KMC8_BRAFL tr|A0A9J7KMC8|A0A9J7KMC8_BRAFL Semaphorin-1A-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118409584 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MFX5_A0A9J7MFX5_BRAFL tr|A0A9J7MFX5|A0A9J7MFX5_BRAFL Semaphorin-1A-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118409584 PE=4 SV=1	Nematostella_vectensis_NV2t022863003.1 NV2t022863003.1, Nematostella_vectensis_NV2t022863001.1 NV2t022863001.1, Nematostella_vectensis_NV2t022863002.1 NV2t022863002.1
OG0000002	Branchiostoma_floridae_tr_A0A9J7M684_A0A9J7M684_BRAFL tr|A0A9J7M684|A0A9J7M684_BRAFL Uncharacterized protein LOC118428817 OS=Branchiostoma floridae OX=7739 GN=LOC118428817 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N896_A0A9J7N896_BRAFL tr|A0A9J7N896|A0A9J7N896_BRAFL Uncharacterized protein LOC118428815 OS=Branchiostoma floridae OX=7739 GN=LOC118428815 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M7R5_A0A9J7M7R5_BRAFL tr|A0A9J7M7R5|A0A9J7M7R5_BRAFL Uncharacterized protein LOC118429426 OS=Branchiostoma floridae OX=7739 GN=LOC118429426 PE=4 SV=1	Nematostella_vectensis_NV2t010038001.1 NV2t010038001.1
OG0000002	Branchiostoma_floridae_tr_A0A9J7KL15_A0A9J7KL15_BRAFL tr|A0A9J7KL15|A0A9J7KL15_BRAFL Coadhesin-like OS=Branchiostoma floridae OX=7739 GN=LOC118408313 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HS40_A0A9J7HS40_BRAFL tr|A0A9J7HS40|A0A9J7HS40_BRAFL SCO-spondin-like OS=Branchiostoma floridae OX=7739 GN=LOC118408314 PE=4 SV=1	Nematostella_vectensis_NV2t011945001.1 NV2t011945001.1, Nematostella_vectensis_NV2t014005001.1 NV2t014005001.1
OG0000002	Branchiostoma_floridae_tr_A0A9J7M8H2_A0A9J7M8H2_BRAFL tr|A0A9J7M8H2|A0A9J7M8H2_BRAFL Uncharacterized protein LOC118430095 OS=Branchiostoma floridae OX=7739 GN=LOC118430095 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KHP0_A0A9J7KHP0_BRAFL tr|A0A9J7KHP0|A0A9J7KHP0_BRAFL Coadhesin-like OS=Branchiostoma floridae OX=7739 GN=LOC118407336 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LV04_A0A9J7LV04_BRAFL tr|A0A9J7LV04|A0A9J7LV04_BRAFL SCO-spondin-like OS=Branchiostoma floridae OX=7739 GN=LOC118424351 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MY07_A0A9J7MY07_BRAFL tr|A0A9J7MY07|A0A9J7MY07_BRAFL SCO-spondin-like OS=Branchiostoma floridae OX=7739 GN=LOC118422285 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KQD4_A0A9J7KQD4_BRAFL tr|A0A9J7KQD4|A0A9J7KQD4_BRAFL Oncoprotein-induced transcript 3 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118410565 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KQH2_A0A9J7KQH2_BRAFL tr|A0A9J7KQH2|A0A9J7KQH2_BRAFL A disintegrin and metalloproteinase with thrombospondin motifs adt-1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118410562 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KQC4_A0A9J7KQC4_BRAFL tr|A0A9J7KQC4|A0A9J7KQC4_BRAFL Coadhesin-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118410562 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HI98_A0A9J7HI98_BRAFL tr|A0A9J7HI98|A0A9J7HI98_BRAFL Coadhesin-like OS=Branchiostoma floridae OX=7739 GN=LOC118404886 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KHE3_A0A9J7KHE3_BRAFL tr|A0A9J7KHE3|A0A9J7KHE3_BRAFL Coadhesin-like OS=Branchiostoma floridae OX=7739 GN=LOC118404884 PE=4 SV=1	Nematostella_vectensis_NV2t018541001.1 NV2t018541001.1
OG0000002	Branchiostoma_floridae_tr_A0A9J7NA17_A0A9J7NA17_BRAFL tr|A0A9J7NA17|A0A9J7NA17_BRAFL Semaphorin-5A-like OS=Branchiostoma floridae OX=7739 GN=LOC118430065 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M8F5_A0A9J7M8F5_BRAFL tr|A0A9J7M8F5|A0A9J7M8F5_BRAFL Uncharacterized protein LOC118430066 OS=Branchiostoma floridae OX=7739 GN=LOC118430066 PE=4 SV=1	Nematostella_vectensis_NV2t025346001.1 NV2t025346001.1
OG0000003	Branchiostoma_floridae_tr_A0A9J7KQ72_A0A9J7KQ72_BRAFL tr|A0A9J7KQ72|A0A9J7KQ72_BRAFL Fibrillin-1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118410505 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KQA0_A0A9J7KQA0_BRAFL tr|A0A9J7KQA0|A0A9J7KQA0_BRAFL Fibrillin-1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118410505 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KQ86_A0A9J7KQ86_BRAFL tr|A0A9J7KQ86|A0A9J7KQ86_BRAFL Fibrillin-1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118410505 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KQ80_A0A9J7KQ80_BRAFL tr|A0A9J7KQ80|A0A9J7KQ80_BRAFL Fibrillin-1-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118410505 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KQ60_A0A9J7KQ60_BRAFL tr|A0A9J7KQ60|A0A9J7KQ60_BRAFL Fibrillin-1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118410505 PE=4 SV=1	Nematostella_vectensis_NV2t006897002.1 NV2t006897002.1, Nematostella_vectensis_NV2t013189001.1 NV2t013189001.1, Nematostella_vectensis_NV2t013189002.1 NV2t013189002.1
OG0000003	Branchiostoma_floridae_tr_A0A9J7KSZ8_A0A9J7KSZ8_BRAFL tr|A0A9J7KSZ8|A0A9J7KSZ8_BRAFL Uncharacterized protein LOC118411508 OS=Branchiostoma floridae OX=7739 GN=LOC118411508 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KS32_A0A9J7KS32_BRAFL tr|A0A9J7KS32|A0A9J7KS32_BRAFL Uncharacterized protein LOC118411324 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118411324 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KTB4_A0A9J7KTB4_BRAFL tr|A0A9J7KTB4|A0A9J7KTB4_BRAFL Uncharacterized protein LOC118411324 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118411324 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KU42_A0A9J7KU42_BRAFL tr|A0A9J7KU42|A0A9J7KU42_BRAFL Uncharacterized protein LOC118411665 OS=Branchiostoma floridae OX=7739 GN=LOC118411665 PE=4 SV=1	Nematostella_vectensis_NV2t012172001.1 NV2t012172001.1, Nematostella_vectensis_NV2t012165001.1 NV2t012165001.1
OG0000003	Branchiostoma_floridae_tr_A0A9J7M316_A0A9J7M316_BRAFL tr|A0A9J7M316|A0A9J7M316_BRAFL C-type lectin domain family 10 member A-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118427715 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M2H2_A0A9J7M2H2_BRAFL tr|A0A9J7M2H2|A0A9J7M2H2_BRAFL C-type lectin domain family 10 member A-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118427715 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M3N9_A0A9J7M3N9_BRAFL tr|A0A9J7M3N9|A0A9J7M3N9_BRAFL CD209 antigen-like protein A OS=Branchiostoma floridae OX=7739 GN=LOC118427168 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N8S9_A0A9J7N8S9_BRAFL tr|A0A9J7N8S9|A0A9J7N8S9_BRAFL CD209 antigen-like protein A OS=Branchiostoma floridae OX=7739 GN=LOC118428156 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M261_A0A9J7M261_BRAFL tr|A0A9J7M261|A0A9J7M261_BRAFL CD209 antigen-like protein A OS=Branchiostoma floridae OX=7739 GN=LOC118427169 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N7N8_A0A9J7N7N8_BRAFL tr|A0A9J7N7N8|A0A9J7N7N8_BRAFL CD209 antigen-like protein A OS=Branchiostoma floridae OX=7739 GN=LOC118427170 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M7S8_A0A9J7M7S8_BRAFL tr|A0A9J7M7S8|A0A9J7M7S8_BRAFL Macrophage mannose receptor 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118429393 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N7G6_A0A9J7N7G6_BRAFL tr|A0A9J7N7G6|A0A9J7N7G6_BRAFL C-type lectin domain family 4 member F-like OS=Branchiostoma floridae OX=7739 GN=LOC118428303 PE=4 SV=1	Nematostella_vectensis_NV2t010232001.1 NV2t010232001.1
OG0000003	Branchiostoma_floridae_tr_A0A9J7LLH9_A0A9J7LLH9_BRAFL tr|A0A9J7LLH9|A0A9J7LLH9_BRAFL Uncharacterized protein LOC118420950 OS=Branchiostoma floridae OX=7739 GN=LOC118420950 PE=4 SV=1	Nematostella_vectensis_NV2t021375001.1 NV2t021375001.1
OG0000003	Branchiostoma_floridae_tr_A0A9J7L718_A0A9J7L718_BRAFL tr|A0A9J7L718|A0A9J7L718_BRAFL Macrophage mannose receptor 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118415818 PE=3 SV=1	Nematostella_vectensis_NV2t013847001.1 NV2t013847001.1, Nematostella_vectensis_NV2t014543001.1 NV2t014543001.1
OG0000003	Branchiostoma_floridae_tr_A0A9J7LUR1_A0A9J7LUR1_BRAFL tr|A0A9J7LUR1|A0A9J7LUR1_BRAFL Complement component C1q receptor-like OS=Branchiostoma floridae OX=7739 GN=LOC118424191 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N3S4_A0A9J7N3S4_BRAFL tr|A0A9J7N3S4|A0A9J7N3S4_BRAFL chitinase OS=Branchiostoma floridae OX=7739 GN=LOC118424499 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LSL7_A0A9J7LSL7_BRAFL tr|A0A9J7LSL7|A0A9J7LSL7_BRAFL Signal peptide_ CUB and EGF-like domain-containing protein 2 OS=Branchiostoma floridae OX=7739 GN=LOC118423740 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LSM5_A0A9J7LSM5_BRAFL tr|A0A9J7LSM5|A0A9J7LSM5_BRAFL Fibrillin-1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118423752 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KZJ8_A0A9J7KZJ8_BRAFL tr|A0A9J7KZJ8|A0A9J7KZJ8_BRAFL Alpha-N-acetylgalactosamine-specific lectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118413502 PE=4 SV=1	Nematostella_vectensis_NV2t025674001.1 NV2t025674001.1, Nematostella_vectensis_NV2t025675002.1 NV2t025675002.1, Nematostella_vectensis_NV2t025675001.1 NV2t025675001.1, Nematostella_vectensis_NV2t010399001.1 NV2t010399001.1, Nematostella_vectensis_NV2t018114001.1 NV2t018114001.1, Nematostella_vectensis_NV2t005984001.1 NV2t005984001.1
OG0000003	Branchiostoma_floridae_tr_A0A9J7N3Y4_A0A9J7N3Y4_BRAFL tr|A0A9J7N3Y4|A0A9J7N3Y4_BRAFL Fibrillin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118424348 PE=4 SV=1	Nematostella_vectensis_NV2t020861001.1 NV2t020861001.1
OG0000003	Branchiostoma_floridae_tr_A0A9J7LW56_A0A9J7LW56_BRAFL tr|A0A9J7LW56|A0A9J7LW56_BRAFL Mucin-5B-like OS=Branchiostoma floridae OX=7739 GN=LOC118424904 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LSG5_A0A9J7LSG5_BRAFL tr|A0A9J7LSG5|A0A9J7LSG5_BRAFL Neurogenic locus Notch protein-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118424012 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LTG1_A0A9J7LTG1_BRAFL tr|A0A9J7LTG1|A0A9J7LTG1_BRAFL Fibrillin-1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118424012 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LSL4_A0A9J7LSL4_BRAFL tr|A0A9J7LSL4|A0A9J7LSL4_BRAFL Fibrillin-2-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118424012 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LUB4_A0A9J7LUB4_BRAFL tr|A0A9J7LUB4|A0A9J7LUB4_BRAFL Fibrillin-2-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118424012 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LUN6_A0A9J7LUN6_BRAFL tr|A0A9J7LUN6|A0A9J7LUN6_BRAFL Fibrillin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118424352 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N1S0_A0A9J7N1S0_BRAFL tr|A0A9J7N1S0|A0A9J7N1S0_BRAFL Fibrillin-1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118424010 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LS53_A0A9J7LS53_BRAFL tr|A0A9J7LS53|A0A9J7LS53_BRAFL Fibrillin-1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118424010 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LU15_A0A9J7LU15_BRAFL tr|A0A9J7LU15|A0A9J7LU15_BRAFL Fibrillin-1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118424010 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N122_A0A9J7N122_BRAFL tr|A0A9J7N122|A0A9J7N122_BRAFL Uncharacterized protein LOC118424345 OS=Branchiostoma floridae OX=7739 GN=LOC118424345 PE=4 SV=1	Nematostella_vectensis_NV2t023776001.1 NV2t023776001.1, Nematostella_vectensis_NV2t023765001.1 NV2t023765001.1
