Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Nematostella_vectensis
OG0000062	Stylophora_pistillata_Spis10067 Spis10067 SpisGene10067	Nematostella_vectensis_NV2t019817003.1 NV2t019817003.1, Nematostella_vectensis_NV2t019817001.1 NV2t019817001.1, Nematostella_vectensis_NV2t019817002.1 NV2t019817002.1
OG0000063	Stylophora_pistillata_Spis5904 Spis5904 SpisGene5904	Nematostella_vectensis_NV2t000128002.1 NV2t000128002.1, Nematostella_vectensis_NV2t000128001.1 NV2t000128001.1, Nematostella_vectensis_NV2t000128004.1 NV2t000128004.1, Nematostella_vectensis_NV2t000128003.1 NV2t000128003.1
OG0000063	Stylophora_pistillata_Spis15269 Spis15269 SpisGene15269	Nematostella_vectensis_NV2t010760002.1 NV2t010760002.1, Nematostella_vectensis_NV2t010760001.1 NV2t010760001.1
OG0000063	Stylophora_pistillata_Spis12545 Spis12545 SpisGene12545	Nematostella_vectensis_NV2t006480001.1 NV2t006480001.1
OG0000063	Stylophora_pistillata_Spis3359 Spis3359 SpisGene3359	Nematostella_vectensis_NV2t023188001.1 NV2t023188001.1
OG0000064	Stylophora_pistillata_Spis3364 Spis3364 SpisGene3364	Nematostella_vectensis_NV2t022931001.1 NV2t022931001.1
OG0000065	Stylophora_pistillata_Spis8479 Spis8479 SpisGene8479	Nematostella_vectensis_NV2t022015001.1 NV2t022015001.1
OG0000065	Stylophora_pistillata_Spis8480 Spis8480 SpisGene8480	Nematostella_vectensis_NV2t022018001.1 NV2t022018001.1
OG0000067	Stylophora_pistillata_Spis22390 Spis22390 SpisGene22390, Stylophora_pistillata_Spis18859 Spis18859 SpisGene18859	Nematostella_vectensis_NV2t017536001.1 NV2t017536001.1, Nematostella_vectensis_NV2t014474001.1 NV2t014474001.1
OG0000067	Stylophora_pistillata_Spis5030 Spis5030 SpisGene5030	Nematostella_vectensis_NV2t017535001.1 NV2t017535001.1
OG0000069	Stylophora_pistillata_Spis24665 Spis24665 SpisGene24665, Stylophora_pistillata_Spis12933 Spis12933 SpisGene12933	Nematostella_vectensis_NV2t004783002.1 NV2t004783002.1, Nematostella_vectensis_NV2t008679001.1 NV2t008679001.1
OG0000069	Stylophora_pistillata_Spis7044 Spis7044 SpisGene7044, Stylophora_pistillata_Spis7047 Spis7047 SpisGene7047, Stylophora_pistillata_Spis22899 Spis22899 SpisGene22899, Stylophora_pistillata_Spis19443 Spis19443 SpisGene19443, Stylophora_pistillata_Spis22314 Spis22314 SpisGene22314, Stylophora_pistillata_Spis22764 Spis22764 SpisGene22764, Stylophora_pistillata_Spis24397 Spis24397 SpisGene24397, Stylophora_pistillata_Spis11671 Spis11671 SpisGene11671, Stylophora_pistillata_Spis12417 Spis12417 SpisGene12417, Stylophora_pistillata_Spis19447 Spis19447 SpisGene19447, Stylophora_pistillata_Spis12939 Spis12939 SpisGene12939, Stylophora_pistillata_Spis12934 Spis12934 SpisGene12934, Stylophora_pistillata_Spis12937 Spis12937 SpisGene12937, Stylophora_pistillata_Spis12932 Spis12932 SpisGene12932, Stylophora_pistillata_Spis12924 Spis12924 SpisGene12924, Stylophora_pistillata_Spis23302 Spis23302 SpisGene23302, Stylophora_pistillata_Spis9296 Spis9296 SpisGene9296, Stylophora_pistillata_Spis21630 Spis21630 SpisGene21630, Stylophora_pistillata_Spis3740 Spis3740 SpisGene3740, Stylophora_pistillata_Spis19715 Spis19715 SpisGene19715, Stylophora_pistillata_Spis20573 Spis20573 SpisGene20573, Stylophora_pistillata_Spis18593 Spis18593 SpisGene18593, Stylophora_pistillata_Spis20574 Spis20574 SpisGene20574, Stylophora_pistillata_Spis20575 Spis20575 SpisGene20575, Stylophora_pistillata_Spis23141 Spis23141 SpisGene23141, Stylophora_pistillata_Spis23144 Spis23144 SpisGene23144, Stylophora_pistillata_Spis22534 Spis22534 SpisGene22534, Stylophora_pistillata_Spis18603 Spis18603 SpisGene18603, Stylophora_pistillata_Spis9517 Spis9517 SpisGene9517	Nematostella_vectensis_NV2t016090001.1 NV2t016090001.1
OG0000069	Stylophora_pistillata_Spis23908 Spis23908 SpisGene23908	Nematostella_vectensis_NV2t013457001.1 NV2t013457001.1
OG0000070	Stylophora_pistillata_Spis16314 Spis16314 SpisGene16314	Nematostella_vectensis_NV2t013306001.1 NV2t013306001.1
OG0000073	Stylophora_pistillata_Spis12509 Spis12509 SpisGene12509, Stylophora_pistillata_Spis12512 Spis12512 SpisGene12512, Stylophora_pistillata_Spis12511 Spis12511 SpisGene12511, Stylophora_pistillata_Spis12510 Spis12510 SpisGene12510	Nematostella_vectensis_NV2t000893001.1 NV2t000893001.1, Nematostella_vectensis_NV2t006315001.1 NV2t006315001.1, Nematostella_vectensis_NV2t007757001.1 NV2t007757001.1
OG0000073	Stylophora_pistillata_Spis4993 Spis4993 SpisGene4993, Stylophora_pistillata_Spis8997 Spis8997 SpisGene8997, Stylophora_pistillata_Spis4992 Spis4992 SpisGene4992	Nematostella_vectensis_NV2t007641001.1 NV2t007641001.1
OG0000075	Stylophora_pistillata_Spis18088 Spis18088 SpisGene18088	Nematostella_vectensis_NV2t003561001.1 NV2t003561001.1
OG0000075	Stylophora_pistillata_Spis21246 Spis21246 SpisGene21246	Nematostella_vectensis_NV2t002755001.1 NV2t002755001.1
OG0000075	Stylophora_pistillata_Spis11032 Spis11032 SpisGene11032, Stylophora_pistillata_Spis11031 Spis11031 SpisGene11031, Stylophora_pistillata_Spis11029 Spis11029 SpisGene11029	Nematostella_vectensis_NV2t013338003.1 NV2t013338003.1, Nematostella_vectensis_NV2t013338002.1 NV2t013338002.1, Nematostella_vectensis_NV2t013338001.1 NV2t013338001.1, Nematostella_vectensis_NV2t003202001.1 NV2t003202001.1
OG0000075	Stylophora_pistillata_Spis11033 Spis11033 SpisGene11033	Nematostella_vectensis_NV2t013340001.1 NV2t013340001.1, Nematostella_vectensis_NV2t013340002.1 NV2t013340002.1
OG0000080	Stylophora_pistillata_Spis6044 Spis6044 SpisGene6044	Nematostella_vectensis_NV2t017964001.1 NV2t017964001.1
OG0000080	Stylophora_pistillata_Spis857 Spis857 SpisGene857, Stylophora_pistillata_Spis7913 Spis7913 SpisGene7913, Stylophora_pistillata_Spis847 Spis847 SpisGene847, Stylophora_pistillata_Spis845 Spis845 SpisGene845, Stylophora_pistillata_Spis846 Spis846 SpisGene846, Stylophora_pistillata_Spis844 Spis844 SpisGene844	Nematostella_vectensis_NV2t002779001.1 NV2t002779001.1
OG0000081	Stylophora_pistillata_Spis9086 Spis9086 SpisGene9086	Nematostella_vectensis_NV2t010636001.1 NV2t010636001.1, Nematostella_vectensis_NV2t010636002.1 NV2t010636002.1
OG0000081	Stylophora_pistillata_Spis17434 Spis17434 SpisGene17434	Nematostella_vectensis_NV2t001170001.1 NV2t001170001.1
OG0000082	Stylophora_pistillata_Spis15657.t1 Spis15657.t1 SpisGene15657	Nematostella_vectensis_NV2t009511001.1 NV2t009511001.1
OG0000082	Stylophora_pistillata_Spis14850 Spis14850 SpisGene14850, Stylophora_pistillata_Spis10840 Spis10840 SpisGene10840, Stylophora_pistillata_Spis3953 Spis3953 SpisGene3953	Nematostella_vectensis_NV2t020881001.1 NV2t020881001.1
OG0000082	Stylophora_pistillata_Spis25422 Spis25422 SpisGene25422	Nematostella_vectensis_NV2t016343001.1 NV2t016343001.1
OG0000083	Stylophora_pistillata_Spis9213 Spis9213 SpisGene9213	Nematostella_vectensis_NV2t014428001.1 NV2t014428001.1
OG0000083	Stylophora_pistillata_Spis6958 Spis6958 SpisGene6958	Nematostella_vectensis_NV2t014444001.1 NV2t014444001.1
OG0000084	Stylophora_pistillata_Spis20307 Spis20307 SpisGene20307	Nematostella_vectensis_NV2t011420001.1 NV2t011420001.1
OG0000086	Stylophora_pistillata_Spis10976 Spis10976 SpisGene10976, Stylophora_pistillata_Spis20156 Spis20156 SpisGene20156	Nematostella_vectensis_NV2t001985001.1 NV2t001985001.1
OG0000087	Stylophora_pistillata_Spis4884 Spis4884 SpisGene4884	Nematostella_vectensis_NV2t017495001.1 NV2t017495001.1, Nematostella_vectensis_NV2t017495003.1 NV2t017495003.1, Nematostella_vectensis_NV2t017495002.1 NV2t017495002.1, Nematostella_vectensis_NV2t017495004.1 NV2t017495004.1
OG0000087	Stylophora_pistillata_Spis3470 Spis3470 SpisGene3470	Nematostella_vectensis_NV2t015454001.1 NV2t015454001.1
OG0000088	Stylophora_pistillata_Spis17637 Spis17637 SpisGene17637	Nematostella_vectensis_NV2t009987001.1 NV2t009987001.1
OG0000089	Stylophora_pistillata_Spis9074 Spis9074 SpisGene9074	Nematostella_vectensis_NV2t014185001.1 NV2t014185001.1
OG0000089	Stylophora_pistillata_Spis6266 Spis6266 SpisGene6266	Nematostella_vectensis_NV2t022735001.1 NV2t022735001.1
OG0000090	Stylophora_pistillata_Spis19161 Spis19161 SpisGene19161, Stylophora_pistillata_Spis19159 Spis19159 SpisGene19159	Nematostella_vectensis_NV2t007793001.1 NV2t007793001.1, Nematostella_vectensis_NV2t022626001.1 NV2t022626001.1, Nematostella_vectensis_NV2t022622001.1 NV2t022622001.1, Nematostella_vectensis_NV2t022624001.1 NV2t022624001.1, Nematostella_vectensis_NV2t022627001.1 NV2t022627001.1, Nematostella_vectensis_NV2t011760001.1 NV2t011760001.1, Nematostella_vectensis_NV2t012169001.1 NV2t012169001.1
OG0000092	Stylophora_pistillata_Spis18097 Spis18097 SpisGene18097, Stylophora_pistillata_Spis3844 Spis3844 SpisGene3844	Nematostella_vectensis_NV2t003067001.1 NV2t003067001.1, Nematostella_vectensis_NV2t003067002.1 NV2t003067002.1, Nematostella_vectensis_NV2t003067003.1 NV2t003067003.1
OG0000093	Stylophora_pistillata_Spis1325 Spis1325 SpisGene1325, Stylophora_pistillata_Spis1324 Spis1324 SpisGene1324	Nematostella_vectensis_NV2t008996001.1 NV2t008996001.1, Nematostella_vectensis_NV2t009097001.1 NV2t009097001.1
OG0000094	Stylophora_pistillata_Spis10117 Spis10117 SpisGene10117	Nematostella_vectensis_NV2t021528002.1 NV2t021528002.1, Nematostella_vectensis_NV2t021528001.1 NV2t021528001.1
OG0000095	Stylophora_pistillata_Spis6340 Spis6340 SpisGene6340	Nematostella_vectensis_NV2t011433006.1 NV2t011433006.1, Nematostella_vectensis_NV2t011433002.1 NV2t011433002.1, Nematostella_vectensis_NV2t011433001.1 NV2t011433001.1, Nematostella_vectensis_NV2t011433005.1 NV2t011433005.1, Nematostella_vectensis_NV2t011433003.1 NV2t011433003.1, Nematostella_vectensis_NV2t011433004.1 NV2t011433004.1
OG0000100	Stylophora_pistillata_Spis20501.t1 Spis20501.t1 SpisGene20501	Nematostella_vectensis_NV2t005196004.1 NV2t005196004.1, Nematostella_vectensis_NV2t005199001.1 NV2t005199001.1, Nematostella_vectensis_NV2t005199002.1 NV2t005199002.1, Nematostella_vectensis_NV2t005196003.1 NV2t005196003.1, Nematostella_vectensis_NV2t005196001.1 NV2t005196001.1, Nematostella_vectensis_NV2t005196002.1 NV2t005196002.1
OG0000100	Stylophora_pistillata_Spis20502.t1 Spis20502.t1 SpisGene20502	Nematostella_vectensis_NV2t005200001.1 NV2t005200001.1
OG0000100	Stylophora_pistillata_Spis20499 Spis20499 SpisGene20499	Nematostella_vectensis_NV2t005188001.1 NV2t005188001.1, Nematostella_vectensis_NV2t005188002.1 NV2t005188002.1
OG0000100	Stylophora_pistillata_Spis39.t1 Spis39.t1 SpisGene39	Nematostella_vectensis_NV2t004511001.1 NV2t004511001.1
OG0000103	Stylophora_pistillata_Spis345 Spis345 SpisGene345	Nematostella_vectensis_NV2t024079004.1 NV2t024079004.1, Nematostella_vectensis_NV2t024079001.1 NV2t024079001.1, Nematostella_vectensis_NV2t024079007.1 NV2t024079007.1, Nematostella_vectensis_NV2t024079002.1 NV2t024079002.1
OG0000105	Stylophora_pistillata_Spis19648 Spis19648 SpisGene19648, Stylophora_pistillata_Spis24571 Spis24571 SpisGene24571, Stylophora_pistillata_Spis16021 Spis16021 SpisGene16021	Nematostella_vectensis_NV2t014921001.1 NV2t014921001.1, Nematostella_vectensis_NV2t014920001.1 NV2t014920001.1
OG0000105	Stylophora_pistillata_Spis24630 Spis24630 SpisGene24630, Stylophora_pistillata_Spis15694 Spis15694 SpisGene15694	Nematostella_vectensis_NV2t024741003.1 NV2t024741003.1
OG0000105	Stylophora_pistillata_Spis18933 Spis18933 SpisGene18933, Stylophora_pistillata_Spis19566 Spis19566 SpisGene19566, Stylophora_pistillata_Spis18934 Spis18934 SpisGene18934	Nematostella_vectensis_NV2t006705001.1 NV2t006705001.1
OG0000107	Stylophora_pistillata_Spis22278 Spis22278 SpisGene22278, Stylophora_pistillata_Spis19299 Spis19299 SpisGene19299, Stylophora_pistillata_Spis19296 Spis19296 SpisGene19296, Stylophora_pistillata_Spis16933 Spis16933 SpisGene16933, Stylophora_pistillata_Spis19297 Spis19297 SpisGene19297, Stylophora_pistillata_Spis9545 Spis9545 SpisGene9545, Stylophora_pistillata_Spis17361 Spis17361 SpisGene17361	Nematostella_vectensis_NV2t000502001.1 NV2t000502001.1
OG0000108	Stylophora_pistillata_Spis9090 Spis9090 SpisGene9090	Nematostella_vectensis_NV2t010551001.1 NV2t010551001.1
OG0000108	Stylophora_pistillata_Spis2597 Spis2597 SpisGene2597	Nematostella_vectensis_NV2t010983001.1 NV2t010983001.1
OG0000108	Stylophora_pistillata_Spis16854 Spis16854 SpisGene16854	Nematostella_vectensis_NV2t019715001.1 NV2t019715001.1
OG0000108	Stylophora_pistillata_Spis20289 Spis20289 SpisGene20289	Nematostella_vectensis_NV2t020560001.1 NV2t020560001.1
OG0000111	Stylophora_pistillata_Spis10022 Spis10022 SpisGene10022	Nematostella_vectensis_NV2t018220001.1 NV2t018220001.1
OG0000111	Stylophora_pistillata_Spis17894 Spis17894 SpisGene17894	Nematostella_vectensis_NV2t007958001.1 NV2t007958001.1
OG0000111	Stylophora_pistillata_Spis4201 Spis4201 SpisGene4201, Stylophora_pistillata_Spis4199.t1 Spis4199.t1 SpisGene4199	Nematostella_vectensis_NV2t017350001.1 NV2t017350001.1
OG0000112	Stylophora_pistillata_Spis17656 Spis17656 SpisGene17656, Stylophora_pistillata_Spis8942 Spis8942 SpisGene8942	Nematostella_vectensis_NV2t018651001.1 NV2t018651001.1, Nematostella_vectensis_NV2t017717001.1 NV2t017717001.1
OG0000113	Stylophora_pistillata_Spis1485 Spis1485 SpisGene1485	Nematostella_vectensis_NV2t022291001.1 NV2t022291001.1
OG0000114	Stylophora_pistillata_Spis1676 Spis1676 SpisGene1676	Nematostella_vectensis_NV2t003399001.1 NV2t003399001.1
OG0000116	Stylophora_pistillata_Spis11354.t1 Spis11354.t1 SpisGene11354	Nematostella_vectensis_NV2t021902003.1 NV2t021902003.1, Nematostella_vectensis_NV2t021902008.1 NV2t021902008.1, Nematostella_vectensis_NV2t021902002.1 NV2t021902002.1, Nematostella_vectensis_NV2t021902009.1 NV2t021902009.1, Nematostella_vectensis_NV2t021902006.1 NV2t021902006.1, Nematostella_vectensis_NV2t021902001.1 NV2t021902001.1, Nematostella_vectensis_NV2t021902010.1 NV2t021902010.1, Nematostella_vectensis_NV2t021902005.1 NV2t021902005.1, Nematostella_vectensis_NV2t021902007.1 NV2t021902007.1, Nematostella_vectensis_NV2t021902004.1 NV2t021902004.1
OG0000116	Stylophora_pistillata_Spis11352 Spis11352 SpisGene11352	Nematostella_vectensis_NV2t021924001.1 NV2t021924001.1
OG0000118	Stylophora_pistillata_Spis11458 Spis11458 SpisGene11458, Stylophora_pistillata_Spis13039 Spis13039 SpisGene13039, Stylophora_pistillata_Spis11446 Spis11446 SpisGene11446	Nematostella_vectensis_NV2t021214001.1 NV2t021214001.1, Nematostella_vectensis_NV2t021151002.1 NV2t021151002.1, Nematostella_vectensis_NV2t021151003.1 NV2t021151003.1, Nematostella_vectensis_NV2t021160001.1 NV2t021160001.1, Nematostella_vectensis_NV2t021158010.1 NV2t021158010.1, Nematostella_vectensis_NV2t021158009.1 NV2t021158009.1, Nematostella_vectensis_NV2t021158014.1 NV2t021158014.1, Nematostella_vectensis_NV2t021158003.1 NV2t021158003.1, Nematostella_vectensis_NV2t021158001.1 NV2t021158001.1, Nematostella_vectensis_NV2t021158002.1 NV2t021158002.1, Nematostella_vectensis_NV2t021211001.1 NV2t021211001.1, Nematostella_vectensis_NV2t021158011.1 NV2t021158011.1, Nematostella_vectensis_NV2t021158019.1 NV2t021158019.1, Nematostella_vectensis_NV2t021158007.1 NV2t021158007.1, Nematostella_vectensis_NV2t021158008.1 NV2t021158008.1, Nematostella_vectensis_NV2t021158004.1 NV2t021158004.1, Nematostella_vectensis_NV2t021158012.1 NV2t021158012.1, Nematostella_vectensis_NV2t008777005.1 NV2t008777005.1, Nematostella_vectensis_NV2t008777004.1 NV2t008777004.1, Nematostella_vectensis_NV2t008777003.1 NV2t008777003.1, Nematostella_vectensis_NV2t008777002.1 NV2t008777002.1, Nematostella_vectensis_NV2t008777001.1 NV2t008777001.1
OG0000119	Stylophora_pistillata_Spis5011 Spis5011 SpisGene5011	Nematostella_vectensis_NV2t000890002.1 NV2t000890002.1, Nematostella_vectensis_NV2t000890001.1 NV2t000890001.1
OG0000121	Stylophora_pistillata_Spis16744 Spis16744 SpisGene16744	Nematostella_vectensis_NV2t005949001.1 NV2t005949001.1
OG0000121	Stylophora_pistillata_Spis1520 Spis1520 SpisGene1520	Nematostella_vectensis_NV2t022155001.1 NV2t022155001.1, Nematostella_vectensis_NV2t022155002.1 NV2t022155002.1
OG0000122	Stylophora_pistillata_Spis13347 Spis13347 SpisGene13347, Stylophora_pistillata_Spis17783 Spis17783 SpisGene17783	Nematostella_vectensis_NV2t006810001.1 NV2t006810001.1
OG0000122	Stylophora_pistillata_Spis21332 Spis21332 SpisGene21332	Nematostella_vectensis_NV2t020322001.1 NV2t020322001.1
OG0000122	Stylophora_pistillata_Spis9410.t1 Spis9410.t1 SpisGene9410	Nematostella_vectensis_NV2t024359001.1 NV2t024359001.1
OG0000123	Stylophora_pistillata_Spis10731 Spis10731 SpisGene10731	Nematostella_vectensis_NV2t003768001.1 NV2t003768001.1
OG0000126	Stylophora_pistillata_Spis15117 Spis15117 SpisGene15117	Nematostella_vectensis_NV2t001922003.1 NV2t001922003.1, Nematostella_vectensis_NV2t001922004.1 NV2t001922004.1, Nematostella_vectensis_NV2t001922001.1 NV2t001922001.1, Nematostella_vectensis_NV2t001922005.1 NV2t001922005.1
OG0000129	Stylophora_pistillata_Spis6380 Spis6380 SpisGene6380, Stylophora_pistillata_Spis6381 Spis6381 SpisGene6381	Nematostella_vectensis_NV2t000914001.1 NV2t000914001.1, Nematostella_vectensis_NV2t000914002.1 NV2t000914002.1
OG0000130	Stylophora_pistillata_Spis18545 Spis18545 SpisGene18545	Nematostella_vectensis_NV2t003951001.1 NV2t003951001.1, Nematostella_vectensis_NV2t003946001.1 NV2t003946001.1, Nematostella_vectensis_NV2t003946002.1 NV2t003946002.1, Nematostella_vectensis_NV2t003951002.1 NV2t003951002.1, Nematostella_vectensis_NV2t003157001.1 NV2t003157001.1
OG0000131	Stylophora_pistillata_Spis6119 Spis6119 SpisGene6119	Nematostella_vectensis_NV2t013270001.1 NV2t013270001.1
OG0000133	Stylophora_pistillata_Spis7100 Spis7100 SpisGene7100	Nematostella_vectensis_NV2t005944001.1 NV2t005944001.1
OG0000134	Stylophora_pistillata_Spis15413 Spis15413 SpisGene15413	Nematostella_vectensis_NV2t019051002.1 NV2t019051002.1, Nematostella_vectensis_NV2t019051001.1 NV2t019051001.1
OG0000137	Stylophora_pistillata_Spis21290 Spis21290 SpisGene21290, Stylophora_pistillata_Spis22886 Spis22886 SpisGene22886	Nematostella_vectensis_NV2t023160001.1 NV2t023160001.1, Nematostella_vectensis_NV2t018957001.1 NV2t018957001.1, Nematostella_vectensis_NV2t007774001.1 NV2t007774001.1
OG0000138	Stylophora_pistillata_Spis5472 Spis5472 SpisGene5472	Nematostella_vectensis_NV2t025698001.1 NV2t025698001.1
OG0000139	Stylophora_pistillata_Spis18533 Spis18533 SpisGene18533, Stylophora_pistillata_Spis23922 Spis23922 SpisGene23922, Stylophora_pistillata_Spis21706 Spis21706 SpisGene21706, Stylophora_pistillata_Spis14527 Spis14527 SpisGene14527, Stylophora_pistillata_Spis21941 Spis21941 SpisGene21941	Nematostella_vectensis_NV2t007679001.1 NV2t007679001.1
OG0000142	Stylophora_pistillata_Spis12161 Spis12161 SpisGene12161, Stylophora_pistillata_Spis12160 Spis12160 SpisGene12160, Stylophora_pistillata_Spis22141 Spis22141 SpisGene22141, Stylophora_pistillata_Spis21559 Spis21559 SpisGene21559, Stylophora_pistillata_Spis21557 Spis21557 SpisGene21557	Nematostella_vectensis_NV2t020131001.1 NV2t020131001.1
OG0000142	Stylophora_pistillata_Spis11762 Spis11762 SpisGene11762	Nematostella_vectensis_NV2t017941001.1 NV2t017941001.1
OG0000142	Stylophora_pistillata_Spis934 Spis934 SpisGene934, Stylophora_pistillata_Spis19277 Spis19277 SpisGene19277, Stylophora_pistillata_Spis19449 Spis19449 SpisGene19449, Stylophora_pistillata_Spis22287 Spis22287 SpisGene22287, Stylophora_pistillata_Spis20752 Spis20752 SpisGene20752, Stylophora_pistillata_Spis13337 Spis13337 SpisGene13337	Nematostella_vectensis_NV2t022026001.1 NV2t022026001.1, Nematostella_vectensis_NV2t007502001.1 NV2t007502001.1, Nematostella_vectensis_NV2t015921001.1 NV2t015921001.1, Nematostella_vectensis_NV2t002571001.1 NV2t002571001.1, Nematostella_vectensis_NV2t021788001.1 NV2t021788001.1
OG0000146	Stylophora_pistillata_Spis11073 Spis11073 SpisGene11073	Nematostella_vectensis_NV2t018788002.1 NV2t018788002.1
OG0000150	Stylophora_pistillata_Spis1789 Spis1789 SpisGene1789	Nematostella_vectensis_NV2t025632001.1 NV2t025632001.1
OG0000152	Stylophora_pistillata_Spis11015 Spis11015 SpisGene11015	Nematostella_vectensis_NV2t015243001.1 NV2t015243001.1
OG0000155	Stylophora_pistillata_Spis13704 Spis13704 SpisGene13704	Nematostella_vectensis_NV2t017827003.1 NV2t017827003.1, Nematostella_vectensis_NV2t017827002.1 NV2t017827002.1, Nematostella_vectensis_NV2t017827001.1 NV2t017827001.1, Nematostella_vectensis_NV2t017517001.1 NV2t017517001.1
OG0000156	Stylophora_pistillata_Spis944 Spis944 SpisGene944	Nematostella_vectensis_NV2t013515001.1 NV2t013515001.1
OG0000158	Stylophora_pistillata_Spis12485 Spis12485 SpisGene12485	Nematostella_vectensis_NV2t016600002.1 NV2t016600002.1, Nematostella_vectensis_NV2t016600001.1 NV2t016600001.1
OG0000159	Stylophora_pistillata_Spis19229 Spis19229 SpisGene19229	Nematostella_vectensis_NV2t018043001.1 NV2t018043001.1
OG0000159	Stylophora_pistillata_Spis20878 Spis20878 SpisGene20878	Nematostella_vectensis_NV2t014678001.1 NV2t014678001.1
OG0000160	Stylophora_pistillata_Spis8876 Spis8876 SpisGene8876, Stylophora_pistillata_Spis8465 Spis8465 SpisGene8465, Stylophora_pistillata_Spis8913 Spis8913 SpisGene8913, Stylophora_pistillata_Spis24763 Spis24763 SpisGene24763	Nematostella_vectensis_NV2t011287001.1 NV2t011287001.1
OG0000161	Stylophora_pistillata_Spis6531 Spis6531 SpisGene6531	Nematostella_vectensis_NV2t009101001.1 NV2t009101001.1, Nematostella_vectensis_NV2t024169002.1 NV2t024169002.1, Nematostella_vectensis_NV2t024169001.1 NV2t024169001.1
OG0000165	Stylophora_pistillata_Spis9482 Spis9482 SpisGene9482	Nematostella_vectensis_NV2t022022001.1 NV2t022022001.1
OG0000166	Stylophora_pistillata_Spis14536 Spis14536 SpisGene14536	Nematostella_vectensis_NV2t014654001.1 NV2t014654001.1
OG0000166	Stylophora_pistillata_Spis1126 Spis1126 SpisGene1126	Nematostella_vectensis_NV2t024249001.1 NV2t024249001.1
OG0000170	Stylophora_pistillata_Spis4441 Spis4441 SpisGene4441	Nematostella_vectensis_NV2t014399001.1 NV2t014399001.1, Nematostella_vectensis_NV2t001284002.1 NV2t001284002.1, Nematostella_vectensis_NV2t001284001.1 NV2t001284001.1, Nematostella_vectensis_NV2t001285001.1 NV2t001285001.1
OG0000171	Stylophora_pistillata_Spis4617 Spis4617 SpisGene4617	Nematostella_vectensis_NV2t012417001.1 NV2t012417001.1
OG0000176	Stylophora_pistillata_Spis9429.t1 Spis9429.t1 SpisGene9429	Nematostella_vectensis_NV2t007812002.1 NV2t007812002.1, Nematostella_vectensis_NV2t007812003.1 NV2t007812003.1, Nematostella_vectensis_NV2t007812001.1 NV2t007812001.1
OG0000177	Stylophora_pistillata_Spis16587 Spis16587 SpisGene16587	Nematostella_vectensis_NV2t013212001.1 NV2t013212001.1
OG0000178	Stylophora_pistillata_Spis9843 Spis9843 SpisGene9843	Nematostella_vectensis_NV2t007463001.1 NV2t007463001.1
OG0000182	Stylophora_pistillata_Spis6187 Spis6187 SpisGene6187	Nematostella_vectensis_NV2t006820001.1 NV2t006820001.1
OG0000188	Stylophora_pistillata_Spis8578 Spis8578 SpisGene8578	Nematostella_vectensis_NV2t014070001.1 NV2t014070001.1, Nematostella_vectensis_NV2t000856001.1 NV2t000856001.1, Nematostella_vectensis_NV2t014087001.1 NV2t014087001.1, Nematostella_vectensis_NV2t014076001.1 NV2t014076001.1, Nematostella_vectensis_NV2t014089001.1 NV2t014089001.1
OG0000189	Stylophora_pistillata_Spis9883 Spis9883 SpisGene9883, Stylophora_pistillata_Spis21514 Spis21514 SpisGene21514, Stylophora_pistillata_Spis23409 Spis23409 SpisGene23409	Nematostella_vectensis_NV2t006245001.1 NV2t006245001.1
OG0000189	Stylophora_pistillata_Spis24164 Spis24164 SpisGene24164, Stylophora_pistillata_Spis19265 Spis19265 SpisGene19265	Nematostella_vectensis_NV2t005003003.1 NV2t005003003.1, Nematostella_vectensis_NV2t005003001.1 NV2t005003001.1, Nematostella_vectensis_NV2t005004001.1 NV2t005004001.1
OG0000192	Stylophora_pistillata_Spis3294 Spis3294 SpisGene3294	Nematostella_vectensis_NV2t007835001.1 NV2t007835001.1, Nematostella_vectensis_NV2t007835002.1 NV2t007835002.1, Nematostella_vectensis_NV2t007835003.1 NV2t007835003.1
OG0000194	Stylophora_pistillata_Spis7867 Spis7867 SpisGene7867	Nematostella_vectensis_NV2t011108001.1 NV2t011108001.1, Nematostella_vectensis_NV2t011108002.1 NV2t011108002.1
OG0000195	Stylophora_pistillata_Spis16217 Spis16217 SpisGene16217	Nematostella_vectensis_NV2t011142001.1 NV2t011142001.1
OG0000197	Stylophora_pistillata_Spis2309.t2 Spis2309.t2 SpisGene2309	Nematostella_vectensis_NV2t013381001.1 NV2t013381001.1
OG0000197	Stylophora_pistillata_Spis20951 Spis20951 SpisGene20951	Nematostella_vectensis_NV2t015283001.1 NV2t015283001.1
OG0000199	Stylophora_pistillata_Spis5428 Spis5428 SpisGene5428	Nematostella_vectensis_NV2t017578001.1 NV2t017578001.1
OG0000200	Stylophora_pistillata_Spis3925 Spis3925 SpisGene3925	Nematostella_vectensis_NV2t002853001.1 NV2t002853001.1
OG0000201	Stylophora_pistillata_Spis17755 Spis17755 SpisGene17755	Nematostella_vectensis_NV2t000988003.1 NV2t000988003.1, Nematostella_vectensis_NV2t000988004.1 NV2t000988004.1, Nematostella_vectensis_NV2t000988001.1 NV2t000988001.1, Nematostella_vectensis_NV2t000988002.1 NV2t000988002.1
OG0000203	Stylophora_pistillata_Spis10328 Spis10328 SpisGene10328	Nematostella_vectensis_NV2t022236001.1 NV2t022236001.1
