Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Porites_asteroides
OG0000019	Stylophora_pistillata_Spis20402 Spis20402 SpisGene20402	Porites_asteroides_isotig11482 isotig11482 extracted_CDS GOMatch=Q27W10 GOTerms=GO_0008083_GO_0040007 Gene=BMP5-8__Fragment__ Match_Acc=Q27W10 gene=isogroup09750 length=601 numContigs=1
OG0000019	Stylophora_pistillata_Spis4504 Spis4504 SpisGene4504	Porites_asteroides_isotig13411 isotig13411 extracted_CDS GOMatch=B6SCR5 GOTerms=GO_0008083_GO_0040007 Gene=BMP2_4__Fragment__ Match_Acc=B6SCR5 gene=isogroup11679 length=526 numContigs=1
OG0000019	Stylophora_pistillata_Spis8182.t1 Spis8182.t1 SpisGene8182	Porites_asteroides_isotig11160 isotig11160 extracted_CDS GOMatch=Q5YJC3 GOTerms=GO_0005576_GO_0008083_GO_0040007 Gene=GDF5-like_protein_ Match_Acc=Q5YJC3 gene=isogroup09428 length=616 numContigs=1
OG0000019	Stylophora_pistillata_Spis1246 Spis1246 SpisGene1246	Porites_asteroides_isotig03574 isotig03574 extracted_CDS GOMatch=D2H0Q8 GOTerms=GO_0001649_GO_0001654_GO_0001822_GO_0001958_GO_0006954_GO_0006955_GO_0008083_GO_0010862_GO_0030154_GO_0030501_GO_0030509_GO_0030539_GO_0032349_GO_0040007_GO_0045666_GO_0045669_GO_0045944_GO_0046982_GO_0060395_GO_0070700 Gene=Bone_morphogenetic_protein_6_ Match_Acc=Q5CZV5 gene=isogroup01842 length=1711 numContigs=1
OG0000019	Stylophora_pistillata_Spis5212 Spis5212 SpisGene5212	Porites_asteroides_isotig03506 isotig03506 extracted_CDS GOMatch=A7RNC2 GOTerms=GO_0005576_GO_0008083_GO_0040007 Gene=Anti-dorsalizing_morphogenetic_protein_1_ Match_Acc=Q91597 gene=isogroup01774 length=1790 numContigs=1
OG0000020	Stylophora_pistillata_Spis11483 Spis11483 SpisGene11483	Porites_asteroides_isotig06351 isotig06351 extracted_CDS GOMatch=A7S1U4 GOTerms=GO_0005201_GO_0005581 Gene=Type_V_XI_procollagen_alpha_1_chain_ Match_Acc=Q4AE66 gene=isogroup04619 length=925 numContigs=1
OG0000020	Stylophora_pistillata_Spis1905 Spis1905 SpisGene1905	Porites_asteroides_isotig03376 isotig03376 extracted_CDS GOMatch=Q4S5M8 GOTerms=GO_0005201_GO_0005581 Gene=Collagen_alpha-2_I__chain__Fragments__ Match_Acc=P02467 gene=isogroup01644 length=1965 numContigs=1
OG0000020	Stylophora_pistillata_Spis2741 Spis2741 SpisGene2741, Stylophora_pistillata_Spis2737 Spis2737 SpisGene2737	Porites_asteroides_isotig03386 isotig03386 extracted_CDS GOMatch=B5U969 GOTerms=GO_0005201_GO_0005581 Gene=Collagen_type_I_alpha_2_ Match_Acc=B5U969 gene=isogroup01654 length=1935 numContigs=1
OG0000020	Stylophora_pistillata_Spis2751 Spis2751 SpisGene2751	Porites_asteroides_isotig03450 isotig03450 extracted_CDS GOMatch=A7S046 GOTerms=GO_0005201_GO_0005576_GO_0005581_GO_0010466_GO_0030414 Gene=Type_I_collagen_alpha_2_chain__Fragment__ Match_Acc=Q8UUJ3 gene=isogroup01718 length=1857 numContigs=1
OG0000020	Stylophora_pistillata_Spis14195 Spis14195 SpisGene14195, Stylophora_pistillata_Spis3249 Spis3249 SpisGene3249	Porites_asteroides_isotig03430 isotig03430 extracted_CDS GOMatch=A7RV65 GOTerms=GO_0005201_GO_0005581 Gene=Collagen__type_XI__alpha_1__isoform_CRA_c_ Match_Acc=D3DT72 gene=isogroup01698 length=1880 numContigs=1
OG0000020	Stylophora_pistillata_Spis2745 Spis2745 SpisGene2745	Porites_asteroides_isotig03714 isotig03714 extracted_CDS GOMatch=A7RG67 GOTerms=GO_0005201_GO_0005581 Gene=Col2a1b_protein_ Match_Acc=Q7ZTM4 gene=isogroup01982 length=1584 numContigs=1
OG0000020	Stylophora_pistillata_Spis2734 Spis2734 SpisGene2734	Porites_asteroides_isotig20458 isotig20458 extracted_CDS GOMatch=A7S046 GOTerms=GO_0005201_GO_0005576_GO_0005581_GO_0010466_GO_0030414 Gene=Fibrillar_collagen__Fragment__ Match_Acc=Q283I7 gene=isogroup18726 length=390 numContigs=1
OG0000021	Stylophora_pistillata_Spis24714 Spis24714 SpisGene24714	Porites_asteroides_isotig00263 isotig00263 extracted_CDS GOMatch=A7RXU8 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=Vitellogenin_receptor__putative__Fragment__ Match_Acc=B7QBX8 gene=isogroup00059 length=1548 numContigs=4, Porites_asteroides_isotig22018 isotig22018 extracted_CDS GOMatch=A7RGB0 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=Lipophorin_receptor_ Match_Acc=A3KL84 gene=isogroup20286 length=372 numContigs=1, Porites_asteroides_GCKDGN101AP0FG GCKDGN101AP0FG extracted_CDS GOMatch=A7RXB8 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=LDL_receptor-related_protein_4_ Match_Acc=Q76LU2 length=293 region=1 run=R_2010_02_19_08_49_25_ xy=0179_0538
OG0000022	Stylophora_pistillata_Spis2403 Spis2403 SpisGene2403	Porites_asteroides_isotig09016 isotig09016 extracted_CDS GOMatch=A7RWX1 GOTerms=GO_0005509_GO_0005544 Gene=Annexin_A13_ Match_Acc=Q29471 gene=isogroup07284 length=727 numContigs=1
OG0000022	Stylophora_pistillata_Spis2392 Spis2392 SpisGene2392	Porites_asteroides_isotig01376 isotig01376 extracted_CDS GOMatch=A7RWX3 GOTerms=GO_0005509_GO_0005544 Gene=Annexin_A5_ Match_Acc=A7YIG9 gene=isogroup00521 length=1269 numContigs=2
OG0000022	Stylophora_pistillata_Spis3665 Spis3665 SpisGene3665	Porites_asteroides_GE911485 GE911485 extracted_CDS Past_17_20453_L23.ab1_c Past_norm2007 Porites astreoides cDNA_ mRNA sequence, Porites_asteroides_isotig03484 isotig03484 extracted_CDS GOMatch=A7T6G0 GOTerms=GO_0005509_GO_0005544 Gene=Annexin_ Match_Acc=Q4W6D6 gene=isogroup01752 length=1813 numContigs=1
OG0000022	Stylophora_pistillata_Spis14896 Spis14896 SpisGene14896	Porites_asteroides_isotig07424 isotig07424 extracted_CDS GOMatch=A7SW86 GOTerms=GO_0005509_GO_0005544 Gene=Annexin_max1_ Match_Acc=O93444 gene=isogroup05692 length=816 numContigs=1
OG0000023	Stylophora_pistillata_Spis8398 Spis8398 SpisGene8398	Porites_asteroides_GCKDGN103HAO7Y GCKDGN103HAO7Y extracted_CDS GOMatch=C3YIZ0 GOTerms=GO_0004222_GO_0006508 Gene=ADAM_12_ Match_Acc=Q8UVF2 length=401 region=3 run=R_2010_02_19_08_49_25_ xy=2875_0668
OG0000024	Stylophora_pistillata_Spis7748 Spis7748 SpisGene7748	Porites_asteroides_isotig00462 isotig00462 extracted_CDS GOMatch=C3Y986 GOTerms=GO_0004867_GO_0005576_GO_0010466_GO_0030414 Gene=Equistatin_ Match_Acc=P81439 gene=isogroup00113 length=2396 numContigs=4, Porites_asteroides_isotig00463 isotig00463 extracted_CDS GOMatch=C3Y986 GOTerms=GO_0004867_GO_0005576_GO_0010466_GO_0030414 Gene=Equistatin_ Match_Acc=P81439 gene=isogroup00113 length=2305 numContigs=3, Porites_asteroides_isotig00461 isotig00461 extracted_CDS GOMatch=C3Y986 GOTerms=GO_0004867_GO_0005576_GO_0010466_GO_0030414 Gene=Equistatin_ Match_Acc=P81439 gene=isogroup00113 length=2396 numContigs=3
OG0000024	Stylophora_pistillata_Spis20024 Spis20024 SpisGene20024	Porites_asteroides_isotig06808 isotig06808 extracted_CDS GOMatch=C3Y986 GOTerms=GO_0004867_GO_0005576_GO_0010466_GO_0030414 Gene=Equistatin_ Match_Acc=P81439 gene=isogroup05076 length=874 numContigs=1, Porites_asteroides_isotig05381 isotig05381 extracted_CDS GOMatch=C3Y986 GOTerms=GO_0004867_GO_0005576_GO_0010466_GO_0030414 Gene=Thyroglobulin_ Match_Acc=P01267 gene=isogroup03649 length=1073 numContigs=1, Porites_asteroides_isotig21908 isotig21908 extracted_CDS GOMatch=C3Y986 GOTerms=GO_0004867_GO_0005576_GO_0010466_GO_0030414 Gene=Thyroglobulin_ Match_Acc=Q1ERT3 gene=isogroup20176 length=372 numContigs=1, Porites_asteroides_isotig11565 isotig11565 extracted_CDS GOMatch=A1L1D2 GOTerms=GO_0005509_GO_0007160_GO_0008218_GO_0016020_GO_0018298 Gene=Equistatin_ Match_Acc=P81439 gene=isogroup09833 length=593 numContigs=1, Porites_asteroides_isotig15557 isotig15557 extracted_CDS GOMatch=P81439 GOTerms=GO_0004869_GO_0005576_GO_0010466_GO_0030414 Gene=Equistatin_ Match_Acc=P81439 gene=isogroup13825 length=470 numContigs=1, Porites_asteroides_isotig03469 isotig03469 extracted_CDS GOMatch=C3Y986 GOTerms=GO_0004867_GO_0005576_GO_0010466_GO_0030414 Gene=Thyroglobulin_ Match_Acc=B2RU26 gene=isogroup01737 length=1838 numContigs=1, Porites_asteroides_isotig03203 isotig03203 extracted_CDS GOMatch=C3Y986 GOTerms=GO_0004867_GO_0005576_GO_0010466_GO_0030414 Gene=Equistatin_ Match_Acc=P81439 gene=isogroup01471 length=2565 numContigs=1
OG0000024	Stylophora_pistillata_Spis20026 Spis20026 SpisGene20026	Porites_asteroides_isotig18070 isotig18070 extracted_CDS GOMatch=P81439 GOTerms=GO_0004869_GO_0005576_GO_0010466_GO_0030414 Gene=Equistatin_ Match_Acc=Q9U6K8 gene=isogroup16338 length=423 numContigs=1, Porites_asteroides_GCKDGN102EM1H0 GCKDGN102EM1H0 extracted_CDS Gene=Equistatin_ Match_Acc=P81439 run=R_2010_02_19_08_49_25_ region=2 xy=1785_2246 length=346
OG0000024	Stylophora_pistillata_Spis13616 Spis13616 SpisGene13616	Porites_asteroides_GCKDGN101B60AF GCKDGN101B60AF extracted_CDS length=143 region=1 run=R_2010_02_19_08_49_25_ xy=0782_3237
OG0000024	Stylophora_pistillata_Spis13991 Spis13991 SpisGene13991	Porites_asteroides_isotig04675 isotig04675 extracted_CDS GOMatch=A7RFR0 GOTerms=GO_0005509_GO_0005578_GO_0007165 Gene=Testican-3_ Match_Acc=Q8BKV0 gene=isogroup02943 length=1220 numContigs=1
OG0000027	Stylophora_pistillata_Spis6884 Spis6884 SpisGene6884, Stylophora_pistillata_Spis22410 Spis22410 SpisGene22410, Stylophora_pistillata_Spis15080 Spis15080 SpisGene15080, Stylophora_pistillata_Spis18131 Spis18131 SpisGene18131, Stylophora_pistillata_Spis13753 Spis13753 SpisGene13753, Stylophora_pistillata_Spis21884 Spis21884 SpisGene21884, Stylophora_pistillata_Spis23526 Spis23526 SpisGene23526, Stylophora_pistillata_Spis9521 Spis9521 SpisGene9521, Stylophora_pistillata_Spis17504 Spis17504 SpisGene17504, Stylophora_pistillata_Spis15083 Spis15083 SpisGene15083, Stylophora_pistillata_Spis15082 Spis15082 SpisGene15082, Stylophora_pistillata_Spis15081 Spis15081 SpisGene15081, Stylophora_pistillata_Spis22409 Spis22409 SpisGene22409, Stylophora_pistillata_Spis266 Spis266 SpisGene266, Stylophora_pistillata_Spis248 Spis248 SpisGene248, Stylophora_pistillata_Spis16334 Spis16334 SpisGene16334, Stylophora_pistillata_Spis16337 Spis16337 SpisGene16337, Stylophora_pistillata_Spis249 Spis249 SpisGene249, Stylophora_pistillata_Spis247 Spis247 SpisGene247, Stylophora_pistillata_Spis20993 Spis20993 SpisGene20993, Stylophora_pistillata_Spis7647 Spis7647 SpisGene7647, Stylophora_pistillata_Spis17030 Spis17030 SpisGene17030	Porites_asteroides_isotig12143 isotig12143 extracted_CDS GOMatch=A7RKU3 GOTerms=GO_0005509_GO_0007218_GO_0016020_GO_0016021 Gene=Receptor_for_egg_jelly_4__Fragment__ Match_Acc=Q6IVD6 gene=isogroup10411 length=570 numContigs=1
OG0000028	Stylophora_pistillata_Spis2634 Spis2634 SpisGene2634	Porites_asteroides_isotig10696 isotig10696 extracted_CDS GOMatch=A7SQ52 GOTerms=GO_0005201_GO_0005488_GO_0005581 Gene=Type_IV_collagen_alpha_2_chain__Fragment__ Match_Acc=Q58FS6 gene=isogroup08964 length=638 numContigs=1
OG0000029	Stylophora_pistillata_Spis11924 Spis11924 SpisGene11924	Porites_asteroides_isotig08229 isotig08229 extracted_CDS GOMatch=A0JM21 GOTerms=GO_0005102_GO_0007155_GO_0007165_GO_0016020_GO_0016021 Gene=Contactin-associated_protein-like_2_ Match_Acc=Q9CPW0 gene=isogroup06497 length=766 numContigs=1
OG0000029	Stylophora_pistillata_Spis1889 Spis1889 SpisGene1889	Porites_asteroides_isotig06169 isotig06169 extracted_CDS GOMatch=A7RRW5 GOTerms=GO_0005102_GO_0007165 Gene=Contactin-associated_protein-like_3B_ Match_Acc=Q96NU0 gene=isogroup04437 length=952 numContigs=1, Porites_asteroides_isotig03733 isotig03733 extracted_CDS GOMatch=A7RRW5 GOTerms=GO_0005102_GO_0007165 Gene=Contactin-associated_protein-like_2_ Match_Acc=Q9CPW0 gene=isogroup02001 length=1569 numContigs=1
OG0000029	Stylophora_pistillata_Spis18580 Spis18580 SpisGene18580, Stylophora_pistillata_Spis2060 Spis2060 SpisGene2060, Stylophora_pistillata_Spis13497 Spis13497 SpisGene13497, Stylophora_pistillata_Spis2936 Spis2936 SpisGene2936, Stylophora_pistillata_Spis2937 Spis2937 SpisGene2937, Stylophora_pistillata_Spis14747 Spis14747 SpisGene14747, Stylophora_pistillata_Spis25131 Spis25131 SpisGene25131, Stylophora_pistillata_Spis25256 Spis25256 SpisGene25256, Stylophora_pistillata_Spis24484 Spis24484 SpisGene24484, Stylophora_pistillata_Spis244 Spis244 SpisGene244, Stylophora_pistillata_Spis15298 Spis15298 SpisGene15298, Stylophora_pistillata_Spis24019 Spis24019 SpisGene24019, Stylophora_pistillata_Spis19778 Spis19778 SpisGene19778, Stylophora_pistillata_Spis15297 Spis15297 SpisGene15297, Stylophora_pistillata_Spis15300 Spis15300 SpisGene15300, Stylophora_pistillata_Spis24485 Spis24485 SpisGene24485, Stylophora_pistillata_Spis24018 Spis24018 SpisGene24018, Stylophora_pistillata_Spis246 Spis246 SpisGene246, Stylophora_pistillata_Spis245 Spis245 SpisGene245, Stylophora_pistillata_Spis15299 Spis15299 SpisGene15299, Stylophora_pistillata_Spis21846 Spis21846 SpisGene21846, Stylophora_pistillata_Spis18858 Spis18858 SpisGene18858, Stylophora_pistillata_Spis22181 Spis22181 SpisGene22181, Stylophora_pistillata_Spis2049 Spis2049 SpisGene2049, Stylophora_pistillata_Spis2052 Spis2052 SpisGene2052, Stylophora_pistillata_Spis22182 Spis22182 SpisGene22182, Stylophora_pistillata_Spis21966 Spis21966 SpisGene21966, Stylophora_pistillata_Spis12132 Spis12132 SpisGene12132, Stylophora_pistillata_Spis24685 Spis24685 SpisGene24685, Stylophora_pistillata_Spis2056 Spis2056 SpisGene2056, Stylophora_pistillata_Spis22125 Spis22125 SpisGene22125, Stylophora_pistillata_Spis24654 Spis24654 SpisGene24654	Porites_asteroides_isotig16367 isotig16367 extracted_CDS GOMatch=A7T1U2 GOTerms=GO_0005102_GO_0007165 Gene=EGF_calcium-binding_domain_protein_ Match_Acc=D0LN03 gene=isogroup14635 length=450 numContigs=1
OG0000030	Stylophora_pistillata_Spis8205 Spis8205 SpisGene8205	Porites_asteroides_isotig13870 isotig13870 extracted_CDS GOMatch=Q7QC01 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0016787 Gene=Adam_ Match_Acc=Q17E69 gene=isogroup12138 length=509 numContigs=1
OG0000030	Stylophora_pistillata_Spis18004 Spis18004 SpisGene18004	Porites_asteroides_isotig04474 isotig04474 extracted_CDS GOMatch=A7SZR7 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Disintegrin_and_metallopeptidase_domain_10_ Match_Acc=B3VKE8 gene=isogroup02742 length=1264 numContigs=1
OG0000030	Stylophora_pistillata_Spis138 Spis138 SpisGene138	Porites_asteroides_isotig18345 isotig18345 extracted_CDS GOMatch=A7S393 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=ADAM_10_ Match_Acc=O46354 gene=isogroup16613 length=415 numContigs=1
OG0000033	Stylophora_pistillata_Spis6139 Spis6139 SpisGene6139	Porites_asteroides_isotig01594 isotig01594 extracted_CDS GOMatch=D2I5I2 GOTerms=GO_0005109_GO_0017147_GO_0032092_GO_0060071_GO_0060122_GO_0090090_GO_0090103_GO_0090177 Gene=MCG15508_ Match_Acc=Q3UAP6 gene=isogroup00630 length=971 numContigs=3, Porites_asteroides_isotig14809 isotig14809 extracted_CDS GOMatch=B5X659 GOTerms=GO_0005581 Gene=Collagen_triple_helix_repeat-containing_protein_1_ Match_Acc=B5X659 gene=isogroup13077 length=486 numContigs=1
OG0000034	Stylophora_pistillata_Spis13853 Spis13853 SpisGene13853	Porites_asteroides_isotig07718 isotig07718 extracted_CDS GOMatch=A0JM12 GOTerms=GO_0005886_GO_0006909_GO_0007155_GO_0016020_GO_0016021 Gene=Megf11_protein_ Match_Acc=B7ZWF7 gene=isogroup05986 length=792 numContigs=1
OG0000034	Stylophora_pistillata_Spis1480 Spis1480 SpisGene1480	Porites_asteroides_isotig04923 isotig04923 extracted_CDS GOMatch=A7RYG5 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=Multiple_epidermal_growth_factor-like_domains_protein_8_ Match_Acc=Q7Z7M0 gene=isogroup03191 length=1158 numContigs=1, Porites_asteroides_isotig03715 isotig03715 extracted_CDS GOMatch=A7RYG5 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=Multiple_epidermal_growth_factor-like_domains_protein_8_ Match_Acc=Q9QYP0 gene=isogroup01983 length=1583 numContigs=1, Porites_asteroides_isotig04144 isotig04144 extracted_CDS GOMatch=A7RYG5 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=Laminin_subunit_gamma-3_ Match_Acc=B0WPG2 gene=isogroup02412 length=1367 numContigs=1
OG0000037	Stylophora_pistillata_Spis13601 Spis13601 SpisGene13601	Porites_asteroides_isotig05060 isotig05060 extracted_CDS GOMatch=Q95215 GOTerms=GO_0005576_GO_0005578_GO_0005615_GO_0007155_GO_0030198_GO_0031012_GO_0050840 Gene=Putative_cell_adhesion_protein__Fragment__ Match_Acc=D1FNY7 gene=isogroup03328 length=1132 numContigs=1
OG0000038	Stylophora_pistillata_Spis9907 Spis9907 SpisGene9907, Stylophora_pistillata_Spis9906 Spis9906 SpisGene9906, Stylophora_pistillata_Spis9905 Spis9905 SpisGene9905	Porites_asteroides_isotig00571 isotig00571 extracted_CDS gene=isogroup00149 length=818 numContigs=2, Porites_asteroides_isotig00570 isotig00570 extracted_CDS GOMatch=A7SEG4 GOTerms=GO_0005164_GO_0006955_GO_0016020 Gene=Death_ligand_1b_ Match_Acc=Q0PKX9 gene=isogroup00149 length=854 numContigs=3
OG0000038	Stylophora_pistillata_Spis15286 Spis15286 SpisGene15286	Porites_asteroides_isotig12925 isotig12925 extracted_CDS gene=isogroup11193 length=543 numContigs=1, Porites_asteroides_isotig08802 isotig08802 extracted_CDS GOMatch=A7SEG4 GOTerms=GO_0005164_GO_0006955_GO_0016020 gene=isogroup07070 length=736 numContigs=1
OG0000038	Stylophora_pistillata_Spis1160 Spis1160 SpisGene1160	Porites_asteroides_isotig03753 isotig03753 extracted_CDS GOMatch=A7RR54 GOTerms=GO_0005164_GO_0006955_GO_0016020 Gene=B-cell_activating_factor_ Match_Acc=Q0QCV8 gene=isogroup02021 length=1549 numContigs=1
OG0000038	Stylophora_pistillata_Spis1162 Spis1162 SpisGene1162	Porites_asteroides_isotig06689 isotig06689 extracted_CDS GOMatch=A7RR54 GOTerms=GO_0005164_GO_0006955_GO_0016020 Gene=Tumor_necrosis_factor_ligand_superfamily_member_6_ Match_Acc=P63306 gene=isogroup04957 length=883 numContigs=1
OG0000038	Stylophora_pistillata_Spis16667 Spis16667 SpisGene16667	Porites_asteroides_isotig20382 isotig20382 extracted_CDS GOMatch=A7SEG4 GOTerms=GO_0005164_GO_0006955_GO_0016020 gene=isogroup18650 length=390 numContigs=1
OG0000039	Stylophora_pistillata_Spis15611 Spis15611 SpisGene15611, Stylophora_pistillata_Spis15606 Spis15606 SpisGene15606, Stylophora_pistillata_Spis15608 Spis15608 SpisGene15608, Stylophora_pistillata_Spis15609 Spis15609 SpisGene15609, Stylophora_pistillata_Spis15605 Spis15605 SpisGene15605, Stylophora_pistillata_Spis15613 Spis15613 SpisGene15613	Porites_asteroides_GCKDGN101CCCXT GCKDGN101CCCXT extracted_CDS GOMatch=A7SGB4 GOTerms=GO_0005509 Gene=Notch1_ Match_Acc=B5U9W5 length=353 region=1 run=R_2010_02_19_08_49_25_ xy=0843_3055
OG0000040	Stylophora_pistillata_Spis10335 Spis10335 SpisGene10335, Stylophora_pistillata_Spis3141 Spis3141 SpisGene3141, Stylophora_pistillata_Spis21214 Spis21214 SpisGene21214	Porites_asteroides_isotig04961 isotig04961 extracted_CDS GOMatch=Q2VYC5 GOTerms=GO_0001558_GO_0004867_GO_0005520_GO_0005576_GO_0010466_GO_0030414 Gene=Chordin-like_protein_ Match_Acc=Q2VYC5 gene=isogroup03229 length=1149 numContigs=1
OG0000041	Stylophora_pistillata_Spis2408 Spis2408 SpisGene2408, Stylophora_pistillata_Spis15631 Spis15631 SpisGene15631, Stylophora_pistillata_Spis1360 Spis1360 SpisGene1360	Porites_asteroides_GCKDGN102DHWBB GCKDGN102DHWBB extracted_CDS Gene=Loh11cr2a_protein_ Match_Acc=Q66JE2 length=358 region=2 run=R_2010_02_19_08_49_25_ xy=1316_3653
OG0000042	Stylophora_pistillata_Spis2347 Spis2347 SpisGene2347	Porites_asteroides_isotig05554 isotig05554 extracted_CDS GOMatch=A7SAQ4 GOTerms=GO_0005102_GO_0007165 Gene=Laminin_gamma-3_chain__Fragment__ Match_Acc=Q16IN4 gene=isogroup03822 length=1040 numContigs=1, Porites_asteroides_isotig11887 isotig11887 extracted_CDS GOMatch=A8KBE4 GOTerms=GO_0016020_GO_0016021 Gene=Neurexin_I_isoform_A_ Match_Acc=B9VMQ2 gene=isogroup10155 length=580 numContigs=1
OG0000042	Stylophora_pistillata_Spis15181 Spis15181 SpisGene15181	Porites_asteroides_isotig04485 isotig04485 extracted_CDS GOMatch=A8KBE4 GOTerms=GO_0016020_GO_0016021 Gene=Neurexin_I_isoform_A_ Match_Acc=B9VMQ2 gene=isogroup02753 length=1259 numContigs=1
OG0000042	Stylophora_pistillata_Spis15182 Spis15182 SpisGene15182	Porites_asteroides_GCKDGN103GQWPT GCKDGN103GQWPT extracted_CDS GOMatch=A8WXI2 GOTerms=GO_0005604_GO_0007155_GO_0031012 Gene=Neurexin_ Match_Acc=B0X240 length=444 region=3 run=R_2010_02_19_08_49_25_ xy=2649_2959
OG0000044	Stylophora_pistillata_Spis4982 Spis4982 SpisGene4982, Stylophora_pistillata_Spis20352 Spis20352 SpisGene20352, Stylophora_pistillata_Spis4987 Spis4987 SpisGene4987	Porites_asteroides_isotig04697 isotig04697 extracted_CDS GOMatch=A7RXW8 GOTerms=GO_0003810_GO_0018149 Gene=Extracellular_transglutaminase_ Match_Acc=C4P258 gene=isogroup02965 length=1206 numContigs=1
OG0000045	Stylophora_pistillata_Spis6767 Spis6767 SpisGene6767, Stylophora_pistillata_Spis7390 Spis7390 SpisGene7390	Porites_asteroides_isotig04844 isotig04844 extracted_CDS GOMatch=Q7PPF9 GOTerms=GO_0005102_GO_0005604_GO_0005606_GO_0007155_GO_0030155_GO_0030334_GO_0031012_GO_0045995 Gene=Laminin_subunit_alpha_ Match_Acc=B0WAD7 gene=isogroup03112 length=1179 numContigs=1
OG0000045	Stylophora_pistillata_Spis1797 Spis1797 SpisGene1797	Porites_asteroides_isotig10876 isotig10876 extracted_CDS GOMatch=B4IY60 GOTerms=GO_0005102_GO_0005604_GO_0005606_GO_0007155_GO_0030155_GO_0030334_GO_0031012_GO_0045995 Gene=SD07123p_ Match_Acc=B3DN78 gene=isogroup09144 length=624 numContigs=1
OG0000052	Stylophora_pistillata_Spis10968.t1 Spis10968.t1 SpisGene10968	Porites_asteroides_GCKDGN101B8NWH GCKDGN101B8NWH extracted_CDS Gene=Sidekick_homolog_2__Chicken__ Match_Acc=A2A6P3 length=378 region=1 run=R_2010_02_19_08_49_25_ xy=0801_2671
OG0000054	Stylophora_pistillata_Spis4424.t3 Spis4424.t3 SpisGene4424	Porites_asteroides_isotig12480 isotig12480 extracted_CDS Gene=Erbb2_interacting_protein__Fragment__ Match_Acc=Q28E10 gene=isogroup10748 length=557 numContigs=1
OG0000054	Stylophora_pistillata_Spis725 Spis725 SpisGene725	Porites_asteroides_isotig08425 isotig08425 extracted_CDS Gene=Protein_scribble_homolog_ Match_Acc=Q4H4B6 gene=isogroup06693 length=748 numContigs=1
OG0000059	Stylophora_pistillata_Spis9841 Spis9841 SpisGene9841, Stylophora_pistillata_Spis16037 Spis16037 SpisGene16037	Porites_asteroides_GCKDGN102D9HT6 GCKDGN102D9HT6 extracted_CDS GOMatch=B3RQ10 GOTerms=GO_0005509_GO_0007160_GO_0016020 Gene=Mutant_fibrillin-1_ Match_Acc=O88840 length=430 region=2 run=R_2010_02_19_08_49_25_ xy=1631_1020
OG0000061	Stylophora_pistillata_Spis2932 Spis2932 SpisGene2932, Stylophora_pistillata_Spis17364 Spis17364 SpisGene17364	Porites_asteroides_isotig04609 isotig04609 extracted_CDS Gene=Copine-3__Fragment__ Match_Acc=C0PU49 gene=isogroup02877 length=1233 numContigs=1
OG0000064	Stylophora_pistillata_Spis3364 Spis3364 SpisGene3364	Porites_asteroides_isotig15608 isotig15608 extracted_CDS GOMatch=A7TA59 GOTerms=GO_0005488_GO_0005509 Gene=Fibrillin-2_ Match_Acc=Q9WUH9 gene=isogroup13876 length=468 numContigs=1
OG0000065	Stylophora_pistillata_Spis8479 Spis8479 SpisGene8479	Porites_asteroides_isotig12383 isotig12383 extracted_CDS GOMatch=D2HAA5 GOTerms=GO_0005578_GO_0005626_GO_0005886_GO_0009897_GO_0016020_GO_0031225_GO_0043395 Gene=Glypican_Knypek_ Match_Acc=Q90Z52 gene=isogroup10651 length=558 numContigs=1
OG0000073	Stylophora_pistillata_Spis4993 Spis4993 SpisGene4993	Porites_asteroides_isotig19343 isotig19343 extracted_CDS GOMatch=C3XPY8 GOTerms=GO_0005044_GO_0016020 Gene=Apextrin_ Match_Acc=Q6ITV5 gene=isogroup17611 length=400 numContigs=1
OG0000075	Stylophora_pistillata_Spis18088 Spis18088 SpisGene18088, Stylophora_pistillata_Spis18089 Spis18089 SpisGene18089	Porites_asteroides_isotig12563 isotig12563 extracted_CDS GOMatch=A7SBC1 GOTerms=GO_0005509_GO_0007155 Gene=Sushi-repeat-containing_protein_ Match_Acc=Q58ED3 gene=isogroup10831 length=555 numContigs=1
OG0000075	Stylophora_pistillata_Spis21246 Spis21246 SpisGene21246	Porites_asteroides_isotig01732 isotig01732 extracted_CDS GOMatch=C3YQL9 GOTerms=GO_0000166_GO_0004672_GO_0004713_GO_0005524_GO_0006468 Gene=Sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain-containing_protein_1_ Match_Acc=Q4LDE5 gene=isogroup00699 length=1180 numContigs=2
