Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000130	Stylophora_pistillata_Spis24142 Spis24142 SpisGene24142, Stylophora_pistillata_Spis19152 Spis19152 SpisGene19152	Exaiptasia_diaphana_XP_028514354.1 XP_028514354.1 secretory phospholipase A2 receptor [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514196.1 XP_028514196.1 uncharacterized protein LOC114574811 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898036.1 XP_020898036.1 uncharacterized protein LOC110236822 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898042.1 XP_020898042.1 uncharacterized protein LOC110236822 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894013.1 XP_020894013.1 lithostathine-1-beta isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894016.1 XP_020894016.1 lithostathine-1-alpha isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894009.1 XP_020894009.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110233093 [Exaiptasia diaphana]
OG0000131	Stylophora_pistillata_Spis6119 Spis6119 SpisGene6119	Exaiptasia_diaphana_XP_028513971.1 XP_028513971.1 ephrin type-A receptor 2 [Exaiptasia diaphana]
OG0000131	Stylophora_pistillata_Spis6120 Spis6120 SpisGene6120	Exaiptasia_diaphana_XP_020897156.1 XP_020897156.1 ephrin type-A receptor 7 [Exaiptasia diaphana]
OG0000133	Stylophora_pistillata_Spis7100 Spis7100 SpisGene7100	Exaiptasia_diaphana_XP_020911647.1 XP_020911647.1 leucine-rich repeat-containing protein 9 [Exaiptasia diaphana]
OG0000134	Stylophora_pistillata_Spis15413 Spis15413 SpisGene15413	Exaiptasia_diaphana_XP_028519000.1 XP_028519000.1 uncharacterized protein LOC110252463 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914922.1 XP_020914922.1 uncharacterized protein LOC110252439 [Exaiptasia diaphana]
OG0000137	Stylophora_pistillata_Spis21290 Spis21290 SpisGene21290, Stylophora_pistillata_Spis22886 Spis22886 SpisGene22886	Exaiptasia_diaphana_XP_020906821.1 XP_020906821.1 C-reactive protein 1.4-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898626.1 XP_020898626.1 uncharacterized protein LOC110237383 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513053.1 XP_028513053.1 uncharacterized protein LOC110232878 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519102.1 XP_028519102.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912586.2 XP_020912586.2 uncharacterized protein LOC110250326_ partial [Exaiptasia diaphana]
OG0000138	Stylophora_pistillata_Spis5472 Spis5472 SpisGene5472	Exaiptasia_diaphana_XP_020901311.1 XP_020901311.1 phosphatidylinositol phosphatase PTPRQ_ partial [Exaiptasia diaphana]
OG0000139	Stylophora_pistillata_Spis23198 Spis23198 SpisGene23198, Stylophora_pistillata_Spis16738 Spis16738 SpisGene16738, Stylophora_pistillata_Spis16730 Spis16730 SpisGene16730	Exaiptasia_diaphana_XP_028515786.1 XP_028515786.1 peroxidasin-like [Exaiptasia diaphana]
OG0000142	Stylophora_pistillata_Spis12161 Spis12161 SpisGene12161, Stylophora_pistillata_Spis12160 Spis12160 SpisGene12160, Stylophora_pistillata_Spis22141 Spis22141 SpisGene22141, Stylophora_pistillata_Spis21559 Spis21559 SpisGene21559, Stylophora_pistillata_Spis21557 Spis21557 SpisGene21557	Exaiptasia_diaphana_XP_028517226.1 XP_028517226.1 putative leucine-rich repeat-containing protein DDB_G0281931 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908850.2 XP_020908850.2 putative leucine-rich repeat-containing protein DDB_G0281931 isoform X2 [Exaiptasia diaphana]
OG0000146	Stylophora_pistillata_Spis11073 Spis11073 SpisGene11073	Exaiptasia_diaphana_XP_028514033.1 XP_028514033.1 leucine-rich repeat-containing protein 27-like [Exaiptasia diaphana]
OG0000148	Stylophora_pistillata_Spis17259 Spis17259 SpisGene17259	Exaiptasia_diaphana_XP_020915263.1 XP_020915263.1 transforming growth factor beta-2 proprotein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519105.1 XP_028519105.1 transforming growth factor beta-2 proprotein [Exaiptasia diaphana]
OG0000150	Stylophora_pistillata_Spis1789 Spis1789 SpisGene1789	Exaiptasia_diaphana_XP_020917617.1 XP_020917617.1 pappalysin-1 [Exaiptasia diaphana]
OG0000152	Stylophora_pistillata_Spis11015 Spis11015 SpisGene11015	Exaiptasia_diaphana_XP_020904233.1 XP_020904233.1 leucine-rich repeat protein soc-2 homolog isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904234.1 XP_020904234.1 leucine-rich repeat protein soc-2 homolog isoform X2 [Exaiptasia diaphana]
OG0000155	Stylophora_pistillata_Spis13704 Spis13704 SpisGene13704	Exaiptasia_diaphana_XP_020902143.1 XP_020902143.1 uncharacterized protein LOC110240675 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902145.1 XP_020902145.1 uncharacterized protein LOC110240675 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899896.1 XP_020899896.1 uncharacterized protein LOC110238559 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899894.1 XP_020899894.1 uncharacterized protein LOC110238559 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899893.1 XP_020899893.1 uncharacterized protein LOC110238559 isoform X1 [Exaiptasia diaphana]
OG0000156	Stylophora_pistillata_Spis944 Spis944 SpisGene944	Exaiptasia_diaphana_XP_028513245.1 XP_028513245.1 microfibrillar-associated protein 1 [Exaiptasia diaphana]
OG0000158	Stylophora_pistillata_Spis12485 Spis12485 SpisGene12485	Exaiptasia_diaphana_XP_020914797.1 XP_020914797.1 somatomedin-B and thrombospondin type-1 domain-containing protein [Exaiptasia diaphana]
OG0000159	Stylophora_pistillata_Spis19229 Spis19229 SpisGene19229	Exaiptasia_diaphana_XP_020913849.1 XP_020913849.1 fibronectin type 3 and ankyrin repeat domains protein 1 [Exaiptasia diaphana]
OG0000159	Stylophora_pistillata_Spis13820 Spis13820 SpisGene13820	Exaiptasia_diaphana_XP_020893289.1 XP_020893289.1 fibronectin type 3 and ankyrin repeat domains protein 1 [Exaiptasia diaphana]
OG0000159	Stylophora_pistillata_Spis20878 Spis20878 SpisGene20878	Exaiptasia_diaphana_XP_020903022.1 XP_020903022.1 fibronectin type 3 and ankyrin repeat domains protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903026.1 XP_020903026.1 fibronectin type 3 and ankyrin repeat domains protein 1_ partial [Exaiptasia diaphana]
OG0000161	Stylophora_pistillata_Spis6531 Spis6531 SpisGene6531	Exaiptasia_diaphana_XP_028514430.1 XP_028514430.1 collagen alpha-1_XXII_ chain-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908951.2 XP_020908951.2 contactin-1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517403.1 XP_028517403.1 immunoglobulin superfamily member 10-like_ partial [Exaiptasia diaphana]
OG0000165	Stylophora_pistillata_Spis9482 Spis9482 SpisGene9482	Exaiptasia_diaphana_XP_020906110.1 XP_020906110.1 leucine-rich repeat-containing protein 58 [Exaiptasia diaphana]
OG0000166	Stylophora_pistillata_Spis1126 Spis1126 SpisGene1126	Exaiptasia_diaphana_XP_020908802.1 XP_020908802.1 mucin-5AC [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519294.1 XP_028519294.1 uncharacterized protein LOC110253486 [Exaiptasia diaphana]
OG0000171	Stylophora_pistillata_Spis4617 Spis4617 SpisGene4617	Exaiptasia_diaphana_XP_020911895.1 XP_020911895.1 peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase [Exaiptasia diaphana]
OG0000176	Stylophora_pistillata_Spis9429.t1 Spis9429.t1 SpisGene9429	Exaiptasia_diaphana_XP_020901377.1 XP_020901377.1 ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901378.1 XP_020901378.1 ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X2 [Exaiptasia diaphana]
OG0000177	Stylophora_pistillata_Spis16587 Spis16587 SpisGene16587	Exaiptasia_diaphana_XP_020898461.1 XP_020898461.1 protein phosphatase 1 regulatory subunit 7 [Exaiptasia diaphana]
OG0000178	Stylophora_pistillata_Spis9622 Spis9622 SpisGene9622	Exaiptasia_diaphana_XP_020911124.1 XP_020911124.1 uncharacterized protein LOC110248903 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904969.1 XP_020904969.1 uncharacterized protein LOC110243231 [Exaiptasia diaphana]
OG0000179	Stylophora_pistillata_Spis1764 Spis1764 SpisGene1764	Exaiptasia_diaphana_XP_028517066.1 XP_028517066.1 uncharacterized protein LOC114575755 [Exaiptasia diaphana]
OG0000182	Stylophora_pistillata_Spis6187 Spis6187 SpisGene6187	Exaiptasia_diaphana_XP_020900370.1 XP_020900370.1 von Willebrand factor A domain-containing protein 3A [Exaiptasia diaphana]
OG0000184	Stylophora_pistillata_Spis19196 Spis19196 SpisGene19196, Stylophora_pistillata_Spis8245 Spis8245 SpisGene8245, Stylophora_pistillata_Spis19199 Spis19199 SpisGene19199, Stylophora_pistillata_Spis19197 Spis19197 SpisGene19197, Stylophora_pistillata_Spis19198 Spis19198 SpisGene19198, Stylophora_pistillata_Spis24673 Spis24673 SpisGene24673	Exaiptasia_diaphana_XP_020917056.1 XP_020917056.1 bone morphogenetic protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910174.2 XP_020910174.2 bone morphogenetic protein 1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917138.1 XP_020917138.1 bone morphogenetic protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515737.1 XP_028515737.1 dorsal-ventral patterning tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515721.1 XP_028515721.1 cubilin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916125.1 XP_020916125.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916115.1 XP_020916115.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518055.1 XP_028518055.1 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905243.1 XP_020905243.1 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905244.1 XP_020905244.1 tolloid-like protein 2 [Exaiptasia diaphana]
OG0000188	Stylophora_pistillata_Spis8578 Spis8578 SpisGene8578	Exaiptasia_diaphana_XP_020903357.2 XP_020903357.2 uncharacterized protein LOC110241796_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517561.1 XP_028517561.1 uncharacterized protein LOC110247801 [Exaiptasia diaphana]
OG0000190	Stylophora_pistillata_Spis1267 Spis1267 SpisGene1267, Stylophora_pistillata_Spis21038 Spis21038 SpisGene21038	Exaiptasia_diaphana_XP_028518693.1 XP_028518693.1 uncharacterized protein LOC114576362 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517678.1 XP_028517678.1 C-type lectin lectoxin-Phi1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911257.1 XP_020911257.1 CD209 antigen [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908467.1 XP_020908467.1 natural killer cells antigen CD94 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517676.1 XP_028517676.1 uncharacterized protein LOC110248093 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517102.1 XP_028517102.1 uncharacterized protein LOC114575783 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900599.2 XP_020900599.2 uncharacterized protein LOC110239226 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514896.1 XP_028514896.1 uncharacterized protein LOC114575054 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514895.1 XP_028514895.1 snaclec stejaggregin-A subunit beta-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900589.1 XP_020900589.1 uncharacterized protein LOC110239218 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514897.1 XP_028514897.1 uncharacterized protein LOC114575055 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916592.2 XP_020916592.2 uncharacterized protein LOC110253977 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519448.1 XP_028519448.1 uncharacterized protein LOC114576624 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519447.1 XP_028519447.1 snaclec A11-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916568.2 XP_020916568.2 uncharacterized protein LOC110253952 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898035.2 XP_020898035.2 uncharacterized protein LOC110236825 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907353.2 XP_020907353.2 uncharacterized protein LOC110245413 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513707.1 XP_028513707.1 uncharacterized protein LOC110235200 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911255.2 XP_020911255.2 uncharacterized protein LOC110249017 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517953.1 XP_028517953.1 uncharacterized protein LOC114576084 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910254.1 XP_020910254.1 uncharacterized protein LOC110248094 [Exaiptasia diaphana]
OG0000192	Stylophora_pistillata_Spis3294 Spis3294 SpisGene3294	Exaiptasia_diaphana_XP_020895920.1 XP_020895920.1 protein flightless-1 homolog [Exaiptasia diaphana]
OG0000194	Stylophora_pistillata_Spis7867 Spis7867 SpisGene7867	Exaiptasia_diaphana_XP_020902507.1 XP_020902507.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]
OG0000195	Stylophora_pistillata_Spis16217 Spis16217 SpisGene16217	Exaiptasia_diaphana_XP_020893065.1 XP_020893065.1 ras suppressor protein 1 [Exaiptasia diaphana]
OG0000197	Stylophora_pistillata_Spis20951 Spis20951 SpisGene20951	Exaiptasia_diaphana_XP_020898892.1 XP_020898892.1 uncharacterized protein LOC110237629 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898891.1 XP_020898891.1 uncharacterized protein LOC110237629 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898894.1 XP_020898894.1 uncharacterized protein LOC110237629 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898893.1 XP_020898893.1 uncharacterized protein LOC110237629 isoform X3 [Exaiptasia diaphana]
OG0000199	Stylophora_pistillata_Spis5428 Spis5428 SpisGene5428	Exaiptasia_diaphana_XP_020899985.1 XP_020899985.1 26S proteasome non-ATPase regulatory subunit 4 [Exaiptasia diaphana]
OG0000200	Stylophora_pistillata_Spis3925 Spis3925 SpisGene3925	Exaiptasia_diaphana_XP_020915029.1 XP_020915029.1 von Willebrand factor A domain-containing protein 3B [Exaiptasia diaphana]
OG0000201	Stylophora_pistillata_Spis17755 Spis17755 SpisGene17755	Exaiptasia_diaphana_XP_020912264.1 XP_020912264.1 leucine-rich repeats and immunoglobulin-like domains protein 3 [Exaiptasia diaphana]
OG0000203	Stylophora_pistillata_Spis10328 Spis10328 SpisGene10328	Exaiptasia_diaphana_XP_020908819.1 XP_020908819.1 fibropellin-1 [Exaiptasia diaphana]
OG0000206	Stylophora_pistillata_Spis487 Spis487 SpisGene487, Stylophora_pistillata_Spis506 Spis506 SpisGene506, Stylophora_pistillata_Spis488 Spis488 SpisGene488, Stylophora_pistillata_Spis1206 Spis1206 SpisGene1206, Stylophora_pistillata_Spis19689 Spis19689 SpisGene19689, Stylophora_pistillata_Spis21830 Spis21830 SpisGene21830, Stylophora_pistillata_Spis21829 Spis21829 SpisGene21829, Stylophora_pistillata_Spis12126 Spis12126 SpisGene12126	Exaiptasia_diaphana_XP_028513799.1 XP_028513799.1 neurogenic locus Notch protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515205.1 XP_028515205.1 uncharacterized protein LOC114575143 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901626.1 XP_020901626.1 uncharacterized protein LOC110240178 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895690.1 XP_020895690.1 uncharacterized protein LOC110234645 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910157.2 XP_020910157.2 uncharacterized protein LOC110248013_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892615.2 XP_020892615.2 uncharacterized protein LOC110231887 [Exaiptasia diaphana]
OG0000209	Stylophora_pistillata_Spis1455 Spis1455 SpisGene1455	Exaiptasia_diaphana_XP_020908002.1 XP_020908002.1 integrator complex subunit 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908096.2 XP_020908096.2 integrator complex subunit 6-B [Exaiptasia diaphana]
OG0000210	Stylophora_pistillata_Spis6298 Spis6298 SpisGene6298	Exaiptasia_diaphana_XP_020908043.1 XP_020908043.1 X-ray radiation resistance-associated protein 1 [Exaiptasia diaphana]
OG0000211	Stylophora_pistillata_Spis17130 Spis17130 SpisGene17130	Exaiptasia_diaphana_XP_028519363.1 XP_028519363.1 protein MLP1 [Exaiptasia diaphana]
OG0000213	Stylophora_pistillata_Spis12105 Spis12105 SpisGene12105	Exaiptasia_diaphana_XP_020899052.1 XP_020899052.1 neurogenic locus notch homolog protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899053.1 XP_020899053.1 neurogenic locus notch homolog protein 1 isoform X2 [Exaiptasia diaphana]
OG0000214	Stylophora_pistillata_Spis15474 Spis15474 SpisGene15474	Exaiptasia_diaphana_XP_020904790.1 XP_020904790.1 LOW QUALITY PROTEIN_ integrator complex subunit 14-like [Exaiptasia diaphana]
OG0000219	Stylophora_pistillata_Spis1071 Spis1071 SpisGene1071	Exaiptasia_diaphana_XP_020899206.1 XP_020899206.1 von Willebrand factor A domain-containing protein 8 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899208.1 XP_020899208.1 von Willebrand factor A domain-containing protein 8 isoform X2 [Exaiptasia diaphana]
OG0000224	Stylophora_pistillata_Spis18805 Spis18805 SpisGene18805, Stylophora_pistillata_Spis8079 Spis8079 SpisGene8079, Stylophora_pistillata_Spis8078 Spis8078 SpisGene8078	Exaiptasia_diaphana_XP_020900945.1 XP_020900945.1 adhesion G protein-coupled receptor E1 [Exaiptasia diaphana]
OG0000225	Stylophora_pistillata_Spis15616 Spis15616 SpisGene15616, Stylophora_pistillata_Spis16922 Spis16922 SpisGene16922, Stylophora_pistillata_Spis16932 Spis16932 SpisGene16932, Stylophora_pistillata_Spis16930 Spis16930 SpisGene16930, Stylophora_pistillata_Spis2297 Spis2297 SpisGene2297, Stylophora_pistillata_Spis16913 Spis16913 SpisGene16913, Stylophora_pistillata_Spis24221 Spis24221 SpisGene24221, Stylophora_pistillata_Spis2293 Spis2293 SpisGene2293, Stylophora_pistillata_Spis16920 Spis16920 SpisGene16920	Exaiptasia_diaphana_XP_020911256.2 XP_020911256.2 uncharacterized protein LOC110249018 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513438.1 XP_028513438.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911578.1 XP_020911578.1 neurogenic locus Notch protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518106.1 XP_028518106.1 fibrillin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518101.1 XP_028518101.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911665.1 XP_020911665.1 putative glycosyl hydrolase ecdE [Exaiptasia diaphana]
OG0000226	Stylophora_pistillata_Spis5277 Spis5277 SpisGene5277	Exaiptasia_diaphana_XP_028515696.1 XP_028515696.1 coadhesin-like [Exaiptasia diaphana]
OG0000230	Stylophora_pistillata_Spis9710 Spis9710 SpisGene9710	Exaiptasia_diaphana_XP_020913258.1 XP_020913258.1 E3 ubiquitin-protein ligase RGLG5 [Exaiptasia diaphana]
OG0000231	Stylophora_pistillata_Spis1286 Spis1286 SpisGene1286	Exaiptasia_diaphana_XP_020905146.1 XP_020905146.1 fibropellin-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516126.1 XP_028516126.1 fibropellin-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905143.1 XP_020905143.1 fibropellin-1 isoform X1 [Exaiptasia diaphana]
OG0000235	Stylophora_pistillata_Spis7715.t1 Spis7715.t1 SpisGene7715	Exaiptasia_diaphana_XP_028516185.1 XP_028516185.1 collagen alpha-1_XXVI_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905354.1 XP_020905354.1 collagen alpha-1_XXVI_ chain isoform X1 [Exaiptasia diaphana]
OG0000237	Stylophora_pistillata_Spis9508 Spis9508 SpisGene9508	Exaiptasia_diaphana_XP_020908032.1 XP_020908032.1 uncharacterized protein LOC110246071 [Exaiptasia diaphana]
OG0000239	Stylophora_pistillata_Spis3105 Spis3105 SpisGene3105	Exaiptasia_diaphana_XP_020900593.1 XP_020900593.1 uncharacterized protein LOC110239222 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900592.1 XP_020900592.1 uncharacterized protein LOC110239222 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514898.1 XP_028514898.1 uncharacterized protein LOC110239222 isoform X1 [Exaiptasia diaphana]
OG0000244	Stylophora_pistillata_Spis10268 Spis10268 SpisGene10268	Exaiptasia_diaphana_XP_028514060.1 XP_028514060.1 stabilin-2 [Exaiptasia diaphana]
OG0000245	Stylophora_pistillata_Spis21816 Spis21816 SpisGene21816, Stylophora_pistillata_Spis21814 Spis21814 SpisGene21814	Exaiptasia_diaphana_XP_028512622.1 XP_028512622.1 uncharacterized protein LOC110231617 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512626.1 XP_028512626.1 uncharacterized protein LOC110231617 isoform X6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512625.1 XP_028512625.1 uncharacterized protein LOC110231617 isoform X5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512621.1 XP_028512621.1 uncharacterized protein LOC110231617 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512623.1 XP_028512623.1 uncharacterized protein LOC110231617 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512624.1 XP_028512624.1 uncharacterized protein LOC110231617 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513431.1 XP_028513431.1 uncharacterized protein LOC114574596 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513432.1 XP_028513432.1 uncharacterized protein LOC114574596 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896653.2 XP_020896653.2 uncharacterized protein LOC110235528 [Exaiptasia diaphana]
OG0000248	Stylophora_pistillata_Spis8206 Spis8206 SpisGene8206	Exaiptasia_diaphana_XP_020912802.1 XP_020912802.1 anosmin-1 [Exaiptasia diaphana]
OG0000250	Stylophora_pistillata_Spis7058 Spis7058 SpisGene7058	Exaiptasia_diaphana_XP_020909402.1 XP_020909402.1 macrophage scavenger receptor types I and II [Exaiptasia diaphana]
OG0000253	Stylophora_pistillata_Spis8764 Spis8764 SpisGene8764	Exaiptasia_diaphana_XP_020906987.1 XP_020906987.1 general transcription factor IIH subunit 2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516675.1 XP_028516675.1 general transcription factor IIH subunit 2 isoform X2 [Exaiptasia diaphana]
OG0000262	Stylophora_pistillata_Spis13360 Spis13360 SpisGene13360, Stylophora_pistillata_Spis13359 Spis13359 SpisGene13359, Stylophora_pistillata_Spis13361 Spis13361 SpisGene13361	Exaiptasia_diaphana_XP_020902566.1 XP_020902566.1 uncharacterized protein LOC110241074 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515515.1 XP_028515515.1 uncharacterized protein LOC110241074 isoform X2 [Exaiptasia diaphana]
OG0000265	Stylophora_pistillata_Spis8472.t1 Spis8472.t1 SpisGene8472	Exaiptasia_diaphana_XP_020895183.1 XP_020895183.1 uncharacterized protein LOC110234167 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895181.1 XP_020895181.1 uncharacterized protein LOC110234167 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895182.1 XP_020895182.1 uncharacterized protein LOC110234167 isoform X2 [Exaiptasia diaphana]
OG0000267	Stylophora_pistillata_Spis12795 Spis12795 SpisGene12795	Exaiptasia_diaphana_XP_020916226.1 XP_020916226.1 leucine-rich repeats and immunoglobulin-like domains protein 3 [Exaiptasia diaphana]
OG0000268	Stylophora_pistillata_Spis4565 Spis4565 SpisGene4565	Exaiptasia_diaphana_XP_020899993.1 XP_020899993.1 cytokine receptor-like factor 3 [Exaiptasia diaphana]
OG0000269	Stylophora_pistillata_Spis18090 Spis18090 SpisGene18090, Stylophora_pistillata_Spis989 Spis989 SpisGene989	Exaiptasia_diaphana_XP_028515549.1 XP_028515549.1 tenascin-R-like_ partial [Exaiptasia diaphana]
OG0000272	Stylophora_pistillata_Spis904 Spis904 SpisGene904	Exaiptasia_diaphana_XP_020893969.1 XP_020893969.1 collagen alpha-1_XXI_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893963.1 XP_020893963.1 collagen alpha chain isoform X1 [Exaiptasia diaphana]
OG0000278	Stylophora_pistillata_Spis18609.t1 Spis18609.t1 SpisGene18609	Exaiptasia_diaphana_XP_020911614.1 XP_020911614.1 anthrax toxin receptor 2 [Exaiptasia diaphana]
OG0000279	Stylophora_pistillata_Spis3863.t1 Spis3863.t1 SpisGene3863	Exaiptasia_diaphana_XP_020900355.1 XP_020900355.1 uncharacterized protein LOC110238998 [Exaiptasia diaphana]
OG0000280	Stylophora_pistillata_Spis17241.t1 Spis17241.t1 SpisGene17241	Exaiptasia_diaphana_XP_028516708.1 XP_028516708.1 uncharacterized protein LOC110245196_ partial [Exaiptasia diaphana]
OG0000284	Stylophora_pistillata_Spis4957 Spis4957 SpisGene4957	Exaiptasia_diaphana_XP_020904221.1 XP_020904221.1 netrin receptor DCC [Exaiptasia diaphana]
OG0000285	Stylophora_pistillata_Spis13358 Spis13358 SpisGene13358	Exaiptasia_diaphana_XP_020902642.1 XP_020902642.1 coadhesin isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902640.1 XP_020902640.1 coadhesin isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902643.1 XP_020902643.1 uncharacterized protein LOC110241138 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902641.1 XP_020902641.1 coadhesin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902644.1 XP_020902644.1 coadhesin isoform X5 [Exaiptasia diaphana]
OG0000286	Stylophora_pistillata_Spis18883 Spis18883 SpisGene18883, Stylophora_pistillata_Spis21865 Spis21865 SpisGene21865	Exaiptasia_diaphana_XP_020912182.1 XP_020912182.1 uncharacterized protein LOC110249945 [Exaiptasia diaphana]
