Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Chordata_Amphioxiformes_Branchiostoma_belcheri
OG0000001	Stylophora_pistillata_Spis3034 Spis3034 SpisGene3034	Branchiostoma_belcheri_tr_A0A6P4YUP4_A0A6P4YUP4_BRABE tr|A0A6P4YUP4|A0A6P4YUP4_BRABE Protogenin-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109468562 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YYK6_A0A6P4YYK6_BRABE tr|A0A6P4YYK6|A0A6P4YYK6_BRABE Protogenin-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109468562 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y0G7_A0A6P4Y0G7_BRABE tr|A0A6P4Y0G7|A0A6P4Y0G7_BRABE Protogenin-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109468562 PE=4 SV=1
OG0000001	Stylophora_pistillata_Spis8306 Spis8306 SpisGene8306, Stylophora_pistillata_Spis9292 Spis9292 SpisGene9292, Stylophora_pistillata_Spis11787 Spis11787 SpisGene11787, Stylophora_pistillata_Spis11782 Spis11782 SpisGene11782, Stylophora_pistillata_Spis18233 Spis18233 SpisGene18233, Stylophora_pistillata_Spis7755 Spis7755 SpisGene7755, Stylophora_pistillata_Spis6005 Spis6005 SpisGene6005, Stylophora_pistillata_Spis16273 Spis16273 SpisGene16273, Stylophora_pistillata_Spis18234 Spis18234 SpisGene18234	Branchiostoma_belcheri_tr_A0A6P5A1V3_A0A6P5A1V3_BRABE tr|A0A6P5A1V3|A0A6P5A1V3_BRABE LOW QUALITY PROTEIN_ tenascin-X-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484472 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z8M8_A0A6P4Z8M8_BRABE tr|A0A6P4Z8M8|A0A6P4Z8M8_BRABE Uncharacterized protein LOC109474384 OS=Branchiostoma belcheri OX=7741 GN=LOC109474384 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ADU8_A0A6P5ADU8_BRABE tr|A0A6P5ADU8|A0A6P5ADU8_BRABE LOW QUALITY PROTEIN_ uncharacterized protein LOC109481795 OS=Branchiostoma belcheri OX=7741 GN=LOC109481795 PE=4 SV=1
OG0000001	Stylophora_pistillata_Spis15904 Spis15904 SpisGene15904	Branchiostoma_belcheri_tr_A0A6P5AN90_A0A6P5AN90_BRABE tr|A0A6P5AN90|A0A6P5AN90_BRABE Protein sidekick-2-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109484602 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ANA6_A0A6P5ANA6_BRABE tr|A0A6P5ANA6|A0A6P5ANA6_BRABE Protein sidekick-2-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109484602 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ANC2_A0A6P5ANC2_BRABE tr|A0A6P5ANC2|A0A6P5ANC2_BRABE Protein sidekick-2-like isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109484602 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ABA9_A0A6P5ABA9_BRABE tr|A0A6P5ABA9|A0A6P5ABA9_BRABE Protein sidekick-2-like isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109484602 PE=4 SV=1
OG0000001	Stylophora_pistillata_Spis1143 Spis1143 SpisGene1143	Branchiostoma_belcheri_tr_A0A6P4Y5K9_A0A6P4Y5K9_BRABE tr|A0A6P4Y5K9|A0A6P4Y5K9_BRABE Protein sidekick-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109461953 PE=4 SV=1
OG0000001	Stylophora_pistillata_Spis24427 Spis24427 SpisGene24427, Stylophora_pistillata_Spis19153 Spis19153 SpisGene19153, Stylophora_pistillata_Spis19154 Spis19154 SpisGene19154, Stylophora_pistillata_Spis19157 Spis19157 SpisGene19157, Stylophora_pistillata_Spis18087 Spis18087 SpisGene18087	Branchiostoma_belcheri_tr_A0A6P5AXK0_A0A6P5AXK0_BRABE tr|A0A6P5AXK0|A0A6P5AXK0_BRABE Tenascin-R-like OS=Branchiostoma belcheri OX=7741 GN=LOC109487223 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YLB3_A0A6P4YLB3_BRABE tr|A0A6P4YLB3|A0A6P4YLB3_BRABE Tyrosine-protein kinase receptor Tie-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465223 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XMR5_A0A6P4XMR5_BRABE tr|A0A6P4XMR5|A0A6P4XMR5_BRABE Neurogenic locus notch homolog protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465222 PE=4 SV=1
OG0000001	Stylophora_pistillata_Spis2356 Spis2356 SpisGene2356	Branchiostoma_belcheri_tr_A0A6P4Y9F8_A0A6P4Y9F8_BRABE tr|A0A6P4Y9F8|A0A6P4Y9F8_BRABE LOW QUALITY PROTEIN_ usherin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109463174 PE=4 SV=1
OG0000001	Stylophora_pistillata_Spis5046 Spis5046 SpisGene5046, Stylophora_pistillata_Spis23102 Spis23102 SpisGene23102	Branchiostoma_belcheri_tr_A0A6P5AM45_A0A6P5AM45_BRABE tr|A0A6P5AM45|A0A6P5AM45_BRABE Contactin-4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109485124 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YK79_A0A6P4YK79_BRABE tr|A0A6P4YK79|A0A6P4YK79_BRABE Neuronal cell adhesion molecule-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464867 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YRA8_A0A6P4YRA8_BRABE tr|A0A6P4YRA8|A0A6P4YRA8_BRABE Neuronal cell adhesion molecule-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109469905 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YZK9_A0A6P4YZK9_BRABE tr|A0A6P4YZK9|A0A6P4YZK9_BRABE Neuronal cell adhesion molecule-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109469905 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YZM7_A0A6P4YZM7_BRABE tr|A0A6P4YZM7|A0A6P4YZM7_BRABE Neuronal cell adhesion molecule-like isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109469905 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y5H7_A0A6P4Y5H7_BRABE tr|A0A6P4Y5H7|A0A6P4Y5H7_BRABE Neuronal cell adhesion molecule-like isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109469905 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z3T8_A0A6P4Z3T8_BRABE tr|A0A6P4Z3T8|A0A6P4Z3T8_BRABE Neuronal cell adhesion molecule-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109469905 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y5J1_A0A6P4Y5J1_BRABE tr|A0A6P4Y5J1|A0A6P4Y5J1_BRABE Neuronal cell adhesion molecule-like isoform X6 OS=Branchiostoma belcheri OX=7741 GN=LOC109469905 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YZP1_A0A6P4YZP1_BRABE tr|A0A6P4YZP1|A0A6P4YZP1_BRABE Neuronal cell adhesion molecule-like isoform X7 OS=Branchiostoma belcheri OX=7741 GN=LOC109469905 PE=3 SV=1
OG0000001	Stylophora_pistillata_Spis313 Spis313 SpisGene313, Stylophora_pistillata_Spis312 Spis312 SpisGene312	Branchiostoma_belcheri_tr_A0A6P5AGP2_A0A6P5AGP2_BRABE tr|A0A6P5AGP2|A0A6P5AGP2_BRABE Netrin-G2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109482640 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AGP7_A0A6P5AGP7_BRABE tr|A0A6P5AGP7|A0A6P5AGP7_BRABE Netrin-G1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109482641 PE=4 SV=1
OG0000001	Stylophora_pistillata_Spis3304 Spis3304 SpisGene3304	Branchiostoma_belcheri_tr_A0A6P4YDF3_A0A6P4YDF3_BRABE tr|A0A6P4YDF3|A0A6P4YDF3_BRABE Netrin-1-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109462789 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YDE9_A0A6P4YDE9_BRABE tr|A0A6P4YDE9|A0A6P4YDE9_BRABE Netrin-1-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109462789 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XWN5_A0A6P4XWN5_BRABE tr|A0A6P4XWN5|A0A6P4XWN5_BRABE Netrin-1-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109462789 PE=4 SV=1
OG0000001	Stylophora_pistillata_Spis315 Spis315 SpisGene315	Branchiostoma_belcheri_tr_A0A6P4YK87_A0A6P4YK87_BRABE tr|A0A6P4YK87|A0A6P4YK87_BRABE Laminin subunit gamma-1-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109466026 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y3X6_A0A6P4Y3X6_BRABE tr|A0A6P4Y3X6|A0A6P4Y3X6_BRABE Laminin subunit gamma-1-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109466026 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y9Y1_A0A6P4Y9Y1_BRABE tr|A0A6P4Y9Y1|A0A6P4Y9Y1_BRABE Laminin subunit gamma-1-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109466026 PE=4 SV=1
OG0000001	Stylophora_pistillata_Spis22126 Spis22126 SpisGene22126	Branchiostoma_belcheri_tr_A0A6P5A1G4_A0A6P5A1G4_BRABE tr|A0A6P5A1G4|A0A6P5A1G4_BRABE Laminin subunit beta-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484324 PE=4 SV=1
OG0000001	Stylophora_pistillata_Spis645.t2 Spis645.t2 SpisGene645, Stylophora_pistillata_Spis598 Spis598 SpisGene598	Branchiostoma_belcheri_tr_A0A6P4ZJJ8_A0A6P4ZJJ8_BRABE tr|A0A6P4ZJJ8|A0A6P4ZJJ8_BRABE Laminin-like protein epi-1 OS=Branchiostoma belcheri OX=7741 GN=LOC109475156 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y697_A0A6P4Y697_BRABE tr|A0A6P4Y697|A0A6P4Y697_BRABE LOW QUALITY PROTEIN_ laminin subunit alpha-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465175 PE=4 SV=1
OG0000002	Stylophora_pistillata_Spis3385.t1 Spis3385.t1 SpisGene3385	Branchiostoma_belcheri_tr_A0A6P5AES8_A0A6P5AES8_BRABE tr|A0A6P5AES8|A0A6P5AES8_BRABE LOW QUALITY PROTEIN_ thrombospondin-3-like OS=Branchiostoma belcheri OX=7741 GN=LOC109483219 PE=3 SV=1
OG0000002	Stylophora_pistillata_Spis10820 Spis10820 SpisGene10820	Branchiostoma_belcheri_tr_A0A6P4ZK59_A0A6P4ZK59_BRABE tr|A0A6P4ZK59|A0A6P4ZK59_BRABE Semaphorin-5A-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474202 PE=4 SV=1
OG0000002	Stylophora_pistillata_Spis372 Spis372 SpisGene372	Branchiostoma_belcheri_tr_A0A6P4ZGX7_A0A6P4ZGX7_BRABE tr|A0A6P4ZGX7|A0A6P4ZGX7_BRABE Semaphorin-3C-like OS=Branchiostoma belcheri OX=7741 GN=LOC109482228 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZSC7_A0A6P4ZSC7_BRABE tr|A0A6P4ZSC7|A0A6P4ZSC7_BRABE Semaphorin-1A-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109476014 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YSZ6_A0A6P4YSZ6_BRABE tr|A0A6P4YSZ6|A0A6P4YSZ6_BRABE Semaphorin-1A-like isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109476014 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YSY3_A0A6P4YSY3_BRABE tr|A0A6P4YSY3|A0A6P4YSY3_BRABE Semaphorin-1A-like isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109476014 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZN59_A0A6P4ZN59_BRABE tr|A0A6P4ZN59|A0A6P4ZN59_BRABE Semaphorin-1A-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109476014 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z788_A0A6P4Z788_BRABE tr|A0A6P4Z788|A0A6P4Z788_BRABE Semaphorin-1A-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109476014 PE=4 SV=1
OG0000002	Stylophora_pistillata_Spis3194 Spis3194 SpisGene3194, Stylophora_pistillata_Spis6482 Spis6482 SpisGene6482	Branchiostoma_belcheri_tr_A0A6P5A7T4_A0A6P5A7T4_BRABE tr|A0A6P5A7T4|A0A6P5A7T4_BRABE Brain-specific angiogenesis inhibitor 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109480075 PE=4 SV=1
OG0000002	Stylophora_pistillata_Spis14421 Spis14421 SpisGene14421	Branchiostoma_belcheri_tr_A0A6P5AJ98_A0A6P5AJ98_BRABE tr|A0A6P5AJ98|A0A6P5AJ98_BRABE SCO-spondin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109486880 PE=4 SV=1
OG0000002	Stylophora_pistillata_Spis5273 Spis5273 SpisGene5273	Branchiostoma_belcheri_tr_A0A6P4XKL7_A0A6P4XKL7_BRABE tr|A0A6P4XKL7|A0A6P4XKL7_BRABE SCO-spondin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464536 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZT66_A0A6P4ZT66_BRABE tr|A0A6P4ZT66|A0A6P4ZT66_BRABE Uncharacterized protein LOC109479741 OS=Branchiostoma belcheri OX=7741 GN=LOC109479741 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z8Y8_A0A6P4Z8Y8_BRABE tr|A0A6P4Z8Y8|A0A6P4Z8Y8_BRABE LOW QUALITY PROTEIN_ SCO-spondin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474501 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZEF7_A0A6P4ZEF7_BRABE tr|A0A6P4ZEF7|A0A6P4ZEF7_BRABE Coadhesin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109475899 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YS20_A0A6P4YS20_BRABE tr|A0A6P4YS20|A0A6P4YS20_BRABE Coadhesin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109472012 PE=4 SV=1
OG0000002	Stylophora_pistillata_Spis15604 Spis15604 SpisGene15604, Stylophora_pistillata_Spis661 Spis661 SpisGene661, Stylophora_pistillata_Spis22531.t1 Spis22531.t1 SpisGene22531, Stylophora_pistillata_Spis2735 Spis2735 SpisGene2735, Stylophora_pistillata_Spis2736 Spis2736 SpisGene2736, Stylophora_pistillata_Spis20570 Spis20570 SpisGene20570, Stylophora_pistillata_Spis6481 Spis6481 SpisGene6481	Branchiostoma_belcheri_tr_A0A6P4ZID2_A0A6P4ZID2_BRABE tr|A0A6P4ZID2|A0A6P4ZID2_BRABE Coadhesin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109477158 PE=4 SV=1
OG0000002	Stylophora_pistillata_Spis12792 Spis12792 SpisGene12792	Branchiostoma_belcheri_tr_A0A6P5ABP9_A0A6P5ABP9_BRABE tr|A0A6P5ABP9|A0A6P5ABP9_BRABE Hemicentin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109487508 PE=4 SV=1
OG0000003	Stylophora_pistillata_Spis11319 Spis11319 SpisGene11319	Branchiostoma_belcheri_tr_A0A6P4XMZ1_A0A6P4XMZ1_BRABE tr|A0A6P4XMZ1|A0A6P4XMZ1_BRABE Cuticle collagen 2C-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465273 PE=4 SV=1
OG0000003	Stylophora_pistillata_Spis23171 Spis23171 SpisGene23171	Branchiostoma_belcheri_tr_A0A6P4Y3X8_A0A6P4Y3X8_BRABE tr|A0A6P4Y3X8|A0A6P4Y3X8_BRABE Fibrillin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109469612 PE=4 SV=1
OG0000003	Stylophora_pistillata_Spis3772 Spis3772 SpisGene3772	Branchiostoma_belcheri_tr_A0A6P4Z0X1_A0A6P4Z0X1_BRABE tr|A0A6P4Z0X1|A0A6P4Z0X1_BRABE chitinase OS=Branchiostoma belcheri OX=7741 GN=LOC109478197 PE=4 SV=1
OG0000003	Stylophora_pistillata_Spis4789 Spis4789 SpisGene4789	Branchiostoma_belcheri_tr_A0A6P4XU70_A0A6P4XU70_BRABE tr|A0A6P4XU70|A0A6P4XU70_BRABE Uncharacterized protein LOC109466808 OS=Branchiostoma belcheri OX=7741 GN=LOC109466808 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YMV7_A0A6P4YMV7_BRABE tr|A0A6P4YMV7|A0A6P4YMV7_BRABE LOW QUALITY PROTEIN_ macrophage mannose receptor 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109466723 PE=4 SV=1
OG0000003	Stylophora_pistillata_Spis5031 Spis5031 SpisGene5031	Branchiostoma_belcheri_tr_A0A6P4ZP91_A0A6P4ZP91_BRABE tr|A0A6P4ZP91|A0A6P4ZP91_BRABE Macrophage mannose receptor 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109480787 PE=4 SV=1
OG0000003	Stylophora_pistillata_Spis11920 Spis11920 SpisGene11920	Branchiostoma_belcheri_tr_A0A6P4ZPP9_A0A6P4ZPP9_BRABE tr|A0A6P4ZPP9|A0A6P4ZPP9_BRABE Uncharacterized protein LOC109484347 OS=Branchiostoma belcheri OX=7741 GN=LOC109484347 PE=4 SV=1
OG0000003	Stylophora_pistillata_Spis3773 Spis3773 SpisGene3773	Branchiostoma_belcheri_tr_A0A6P5A9K4_A0A6P5A9K4_BRABE tr|A0A6P5A9K4|A0A6P5A9K4_BRABE Complement component C1q receptor-like OS=Branchiostoma belcheri OX=7741 GN=LOC109480652 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZQP8_A0A6P4ZQP8_BRABE tr|A0A6P4ZQP8|A0A6P4ZQP8_BRABE Alpha-N-acetylgalactosamine-specific lectin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476709 PE=4 SV=1
OG0000003	Stylophora_pistillata_Spis6956 Spis6956 SpisGene6956, Stylophora_pistillata_Spis10999 Spis10999 SpisGene10999	Branchiostoma_belcheri_tr_A0A6P4ZRL3_A0A6P4ZRL3_BRABE tr|A0A6P4ZRL3|A0A6P4ZRL3_BRABE Perlucin-like protein isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109481354 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ACH0_A0A6P5ACH0_BRABE tr|A0A6P5ACH0|A0A6P5ACH0_BRABE Perlucin-like protein isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109481354 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A804_A0A6P5A804_BRABE tr|A0A6P5A804|A0A6P5A804_BRABE Perlucin-like protein isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109481354 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZPJ0_A0A6P4ZPJ0_BRABE tr|A0A6P4ZPJ0|A0A6P4ZPJ0_BRABE Perlucin-like protein OS=Branchiostoma belcheri OX=7741 GN=LOC109480861 PE=4 SV=1
OG0000003	Stylophora_pistillata_Spis4153.t1 Spis4153.t1 SpisGene4153	Branchiostoma_belcheri_tr_A0A6P5A910_A0A6P5A910_BRABE tr|A0A6P5A910|A0A6P5A910_BRABE C-type lectin domain family 10 member A-like OS=Branchiostoma belcheri OX=7741 GN=LOC109483972 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XJT5_A0A6P4XJT5_BRABE tr|A0A6P4XJT5|A0A6P4XJT5_BRABE C-type lectin domain family 4 member M-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464292 PE=4 SV=1
OG0000003	Stylophora_pistillata_Spis17921 Spis17921 SpisGene17921, Stylophora_pistillata_Spis17923 Spis17923 SpisGene17923, Stylophora_pistillata_Spis17924 Spis17924 SpisGene17924, Stylophora_pistillata_Spis15291 Spis15291 SpisGene15291	Branchiostoma_belcheri_tr_A0A6P4ZXF3_A0A6P4ZXF3_BRABE tr|A0A6P4ZXF3|A0A6P4ZXF3_BRABE Perlucin-like protein OS=Branchiostoma belcheri OX=7741 GN=LOC109483053 PE=4 SV=1
OG0000003	Stylophora_pistillata_Spis7813 Spis7813 SpisGene7813, Stylophora_pistillata_Spis5543 Spis5543 SpisGene5543	Branchiostoma_belcheri_tr_A0A6P4ZP38_A0A6P4ZP38_BRABE tr|A0A6P4ZP38|A0A6P4ZP38_BRABE Fibropellin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109475264 PE=4 SV=1
OG0000003	Stylophora_pistillata_Spis6052 Spis6052 SpisGene6052	Branchiostoma_belcheri_tr_A0A6P4YDD6_A0A6P4YDD6_BRABE tr|A0A6P4YDD6|A0A6P4YDD6_BRABE CD209 antigen-like protein E OS=Branchiostoma belcheri OX=7741 GN=LOC109466778 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZP36_A0A6P4ZP36_BRABE tr|A0A6P4ZP36|A0A6P4ZP36_BRABE CD209 antigen-like protein C OS=Branchiostoma belcheri OX=7741 GN=LOC109480752 PE=4 SV=1
OG0000003	Stylophora_pistillata_Spis6710 Spis6710 SpisGene6710	Branchiostoma_belcheri_tr_A0A6P4Z056_A0A6P4Z056_BRABE tr|A0A6P4Z056|A0A6P4Z056_BRABE Cell wall protein DAN4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109470120 PE=4 SV=1
OG0000003	Stylophora_pistillata_Spis25012 Spis25012 SpisGene25012, Stylophora_pistillata_Spis22574 Spis22574 SpisGene22574, Stylophora_pistillata_Spis19863 Spis19863 SpisGene19863	Branchiostoma_belcheri_tr_A0A6P4ZE52_A0A6P4ZE52_BRABE tr|A0A6P4ZE52|A0A6P4ZE52_BRABE Mucin-22-like OS=Branchiostoma belcheri OX=7741 GN=LOC109472587 PE=4 SV=1
OG0000003	Stylophora_pistillata_Spis22322 Spis22322 SpisGene22322, Stylophora_pistillata_Spis22423 Spis22423 SpisGene22423, Stylophora_pistillata_Spis22351 Spis22351 SpisGene22351, Stylophora_pistillata_Spis22421 Spis22421 SpisGene22421, Stylophora_pistillata_Spis19258 Spis19258 SpisGene19258, Stylophora_pistillata_Spis15693 Spis15693 SpisGene15693, Stylophora_pistillata_Spis15691 Spis15691 SpisGene15691, Stylophora_pistillata_Spis20399 Spis20399 SpisGene20399, Stylophora_pistillata_Spis22352 Spis22352 SpisGene22352	Branchiostoma_belcheri_tr_A0A6P4Z8Z1_A0A6P4Z8Z1_BRABE tr|A0A6P4Z8Z1|A0A6P4Z8Z1_BRABE Uncharacterized protein LOC109474505 OS=Branchiostoma belcheri OX=7741 GN=LOC109474505 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z1E2_A0A6P4Z1E2_BRABE tr|A0A6P4Z1E2|A0A6P4Z1E2_BRABE Fibrillin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474499 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XNR5_A0A6P4XNR5_BRABE tr|A0A6P4XNR5|A0A6P4XNR5_BRABE Uncharacterized protein LOC109461753 OS=Branchiostoma belcheri OX=7741 GN=LOC109461753 PE=4 SV=1
