Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Scyphozoa_Aurelia_aurita
OG0000062	Stylophora_pistillata_Spis8967.t1 Spis8967.t1 SpisGene8967	Aurelia_aurita_Seg2254.1 Seg2254.1 transcript_id=Seg2254.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg2254.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2054.2 Seg2054.2 transcript_id=Seg2054.2_GoldUCD_mRNA.D3Y31 product="Neurogenic locus Notch protein" protein_id=Seg2054.2_GoldUCD_D3Y31
OG0000062	Stylophora_pistillata_Spis10067 Spis10067 SpisGene10067	Aurelia_aurita_Seg1668.7 Seg1668.7 transcript_id=Seg1668.7_GoldUCD_mRNA.D3Y31 product="Protein jagged-1b" protein_id=Seg1668.7_GoldUCD_D3Y31
OG0000063	Stylophora_pistillata_Spis5904 Spis5904 SpisGene5904, Stylophora_pistillata_Spis15269 Spis15269 SpisGene15269	Aurelia_aurita_Seg2042.4 Seg2042.4 transcript_id=Seg2042.4_GoldUCD_mRNA.D3Y31 product="Sonic hedgehog protein" protein_id=Seg2042.4_GoldUCD_D3Y31
OG0000063	Stylophora_pistillata_Spis12545 Spis12545 SpisGene12545, Stylophora_pistillata_Spis3359 Spis3359 SpisGene3359, Stylophora_pistillata_Spis15392 Spis15392 SpisGene15392, Stylophora_pistillata_Spis15386 Spis15386 SpisGene15386, Stylophora_pistillata_Spis13839 Spis13839 SpisGene13839, Stylophora_pistillata_Spis13840 Spis13840 SpisGene13840	Aurelia_aurita_Seg1275.1 Seg1275.1 transcript_id=Seg1275.1_GoldUCD_mRNA.D3Y31 product="Desert hedgehog protein" protein_id=Seg1275.1_GoldUCD_D3Y31
OG0000065	Stylophora_pistillata_Spis8479 Spis8479 SpisGene8479, Stylophora_pistillata_Spis8480 Spis8480 SpisGene8480	Aurelia_aurita_Seg2474.2 Seg2474.2 transcript_id=Seg2474.2_GoldUCD_mRNA.D3Y31 product=Glypican-6 protein_id=Seg2474.2_GoldUCD_D3Y31
OG0000067	Stylophora_pistillata_Spis5030 Spis5030 SpisGene5030	Aurelia_aurita_Seg7350.1 Seg7350.1 transcript_id=Seg7350.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg7350.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg327.1 Seg327.1 transcript_id=Seg327.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg327.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1656.2 Seg1656.2 transcript_id=Seg1656.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1656.2_GoldUCD_D3Y31 partial=true
OG0000069	Stylophora_pistillata_Spis22731 Spis22731 SpisGene22731, Stylophora_pistillata_Spis11333 Spis11333 SpisGene11333, Stylophora_pistillata_Spis7045 Spis7045 SpisGene7045	Aurelia_aurita_Seg685.4 Seg685.4 transcript_id=Seg685.4_GoldUCD_mRNA.D3Y31 product="putative skeletal organic matrix protein 5" protein_id=Seg685.4_GoldUCD_D3Y31
OG0000069	Stylophora_pistillata_Spis21849 Spis21849 SpisGene21849, Stylophora_pistillata_Spis24123 Spis24123 SpisGene24123, Stylophora_pistillata_Spis22316 Spis22316 SpisGene22316, Stylophora_pistillata_Spis24705 Spis24705 SpisGene24705, Stylophora_pistillata_Spis24903 Spis24903 SpisGene24903, Stylophora_pistillata_Spis14320 Spis14320 SpisGene14320, Stylophora_pistillata_Spis9519 Spis9519 SpisGene9519, Stylophora_pistillata_Spis24665 Spis24665 SpisGene24665, Stylophora_pistillata_Spis12933 Spis12933 SpisGene12933	Aurelia_aurita_Seg1942.8 Seg1942.8 transcript_id=Seg1942.8_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1942.8_GoldUCD_D3Y31 partial=true
OG0000069	Stylophora_pistillata_Spis7044 Spis7044 SpisGene7044, Stylophora_pistillata_Spis7047 Spis7047 SpisGene7047, Stylophora_pistillata_Spis22899 Spis22899 SpisGene22899, Stylophora_pistillata_Spis19443 Spis19443 SpisGene19443, Stylophora_pistillata_Spis22314 Spis22314 SpisGene22314, Stylophora_pistillata_Spis22764 Spis22764 SpisGene22764, Stylophora_pistillata_Spis24397 Spis24397 SpisGene24397, Stylophora_pistillata_Spis11671 Spis11671 SpisGene11671, Stylophora_pistillata_Spis12417 Spis12417 SpisGene12417, Stylophora_pistillata_Spis19447 Spis19447 SpisGene19447, Stylophora_pistillata_Spis12939 Spis12939 SpisGene12939, Stylophora_pistillata_Spis12934 Spis12934 SpisGene12934, Stylophora_pistillata_Spis12937 Spis12937 SpisGene12937, Stylophora_pistillata_Spis12932 Spis12932 SpisGene12932, Stylophora_pistillata_Spis12924 Spis12924 SpisGene12924, Stylophora_pistillata_Spis23302 Spis23302 SpisGene23302, Stylophora_pistillata_Spis9296 Spis9296 SpisGene9296, Stylophora_pistillata_Spis21630 Spis21630 SpisGene21630, Stylophora_pistillata_Spis3740 Spis3740 SpisGene3740, Stylophora_pistillata_Spis19715 Spis19715 SpisGene19715, Stylophora_pistillata_Spis20573 Spis20573 SpisGene20573, Stylophora_pistillata_Spis18593 Spis18593 SpisGene18593, Stylophora_pistillata_Spis20574 Spis20574 SpisGene20574, Stylophora_pistillata_Spis20575 Spis20575 SpisGene20575, Stylophora_pistillata_Spis23141 Spis23141 SpisGene23141, Stylophora_pistillata_Spis23144 Spis23144 SpisGene23144, Stylophora_pistillata_Spis22534 Spis22534 SpisGene22534, Stylophora_pistillata_Spis18603 Spis18603 SpisGene18603, Stylophora_pistillata_Spis9517 Spis9517 SpisGene9517, Stylophora_pistillata_Spis23908 Spis23908 SpisGene23908	Aurelia_aurita_Seg1648.1 Seg1648.1 transcript_id=Seg1648.1_GoldUCD_mRNA.D3Y31 product="putative skeletal organic matrix protein 5" protein_id=Seg1648.1_GoldUCD_D3Y31
OG0000070	Stylophora_pistillata_Spis16314 Spis16314 SpisGene16314, Stylophora_pistillata_Spis6123 Spis6123 SpisGene6123	Aurelia_aurita_Seg370.2 Seg370.2 transcript_id=Seg370.2_GoldUCD_mRNA.D3Y31 product=Peroxidasin protein_id=Seg370.2_GoldUCD_D3Y31 partial=true
OG0000075	Stylophora_pistillata_Spis25413 Spis25413 SpisGene25413	Aurelia_aurita_Seg738.3 Seg738.3 transcript_id=Seg738.3_GoldUCD_mRNA.D3Y31 product="Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1" protein_id=Seg738.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2224.1 Seg2224.1 transcript_id=Seg2224.1_GoldUCD_mRNA.D3Y31 product=Fucolectin-1 protein_id=Seg2224.1_GoldUCD_D3Y31
OG0000075	Stylophora_pistillata_Spis11032 Spis11032 SpisGene11032, Stylophora_pistillata_Spis11031 Spis11031 SpisGene11031, Stylophora_pistillata_Spis11029 Spis11029 SpisGene11029	Aurelia_aurita_Seg2682.1 Seg2682.1 transcript_id=Seg2682.1_GoldUCD_mRNA.D3Y31 product=Hemicentin-1 protein_id=Seg2682.1_GoldUCD_D3Y31 partial=true
OG0000078	Stylophora_pistillata_Spis15244 Spis15244 SpisGene15244	Aurelia_aurita_Seg1437.7 Seg1437.7 transcript_id=Seg1437.7_GoldUCD_mRNA.D3Y31 product=Cystatin-1 protein_id=Seg1437.7_GoldUCD_D3Y31
OG0000082	Stylophora_pistillata_Spis15657.t1 Spis15657.t1 SpisGene15657, Stylophora_pistillata_Spis14850 Spis14850 SpisGene14850, Stylophora_pistillata_Spis10840 Spis10840 SpisGene10840, Stylophora_pistillata_Spis3953 Spis3953 SpisGene3953, Stylophora_pistillata_Spis25422 Spis25422 SpisGene25422, Stylophora_pistillata_Spis1961 Spis1961 SpisGene1961	Aurelia_aurita_Seg118.4 Seg118.4 transcript_id=Seg118.4_GoldUCD_mRNA.D3Y31 product="C-type mannose receptor 2" protein_id=Seg118.4_GoldUCD_D3Y31 partial=true
OG0000083	Stylophora_pistillata_Spis24099 Spis24099 SpisGene24099	Aurelia_aurita_Seg2527.1 Seg2527.1 transcript_id=Seg2527.1_GoldUCD_mRNA.D3Y31 product=Hyaluronidase-5 protein_id=Seg2527.1_GoldUCD_D3Y31 partial=true
OG0000083	Stylophora_pistillata_Spis9213 Spis9213 SpisGene9213	Aurelia_aurita_Seg1025.2 Seg1025.2 transcript_id=Seg1025.2_GoldUCD_mRNA.D3Y31 product=Hyaluronidase-3 protein_id=Seg1025.2_GoldUCD_D3Y31
OG0000084	Stylophora_pistillata_Spis20307 Spis20307 SpisGene20307	Aurelia_aurita_Seg2035.2 Seg2035.2 transcript_id=Seg2035.2_GoldUCD_mRNA.D3Y31 product="Signaling mucin HKR1" protein_id=Seg2035.2_GoldUCD_D3Y31 partial=true
OG0000086	Stylophora_pistillata_Spis3540 Spis3540 SpisGene3540, Stylophora_pistillata_Spis20332 Spis20332 SpisGene20332, Stylophora_pistillata_Spis20333 Spis20333 SpisGene20333, Stylophora_pistillata_Spis20336 Spis20336 SpisGene20336, Stylophora_pistillata_Spis20335 Spis20335 SpisGene20335, Stylophora_pistillata_Spis21512 Spis21512 SpisGene21512, Stylophora_pistillata_Spis19765 Spis19765 SpisGene19765, Stylophora_pistillata_Spis19763 Spis19763 SpisGene19763, Stylophora_pistillata_Spis3852 Spis3852 SpisGene3852	Aurelia_aurita_Seg1909.5 Seg1909.5 transcript_id=Seg1909.5_GoldUCD_mRNA.D3Y31 product="putative serine protease 29" protein_id=Seg1909.5_GoldUCD_D3Y31
OG0000088	Stylophora_pistillata_Spis17637 Spis17637 SpisGene17637	Aurelia_aurita_Seg3345.1 Seg3345.1 transcript_id=Seg3345.1_GoldUCD_mRNA.D3Y31 product=Spondin-1 protein_id=Seg3345.1_GoldUCD_D3Y31
OG0000089	Stylophora_pistillata_Spis9074 Spis9074 SpisGene9074	Aurelia_aurita_Seg1406.1 Seg1406.1 transcript_id=Seg1406.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1406.1_GoldUCD_D3Y31
OG0000089	Stylophora_pistillata_Spis6266 Spis6266 SpisGene6266	Aurelia_aurita_Seg675.35 Seg675.35 transcript_id=Seg675.35_GoldUCD_mRNA.D3Y31 product="Chordin-like protein 1" protein_id=Seg675.35_GoldUCD_D3Y31
OG0000092	Stylophora_pistillata_Spis18097 Spis18097 SpisGene18097, Stylophora_pistillata_Spis3844 Spis3844 SpisGene3844	Aurelia_aurita_Seg12321.1 Seg12321.1 transcript_id=Seg12321.1_GoldUCD_mRNA.D3Y31 product="Discoidin CUB and LCCL domain-containing protein 2" protein_id=Seg12321.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1656.11 Seg1656.11 transcript_id=Seg1656.11_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg1656.11_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg381.9 Seg381.9 transcript_id=Seg381.9_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg381.9_GoldUCD_D3Y31
OG0000095	Stylophora_pistillata_Spis6340 Spis6340 SpisGene6340	Aurelia_aurita_Seg458.1 Seg458.1 transcript_id=Seg458.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg458.1_GoldUCD_D3Y31 partial=true
OG0000100	Stylophora_pistillata_Spis20502.t1 Spis20502.t1 SpisGene20502	Aurelia_aurita_Seg2082.5 Seg2082.5 transcript_id=Seg2082.5_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1" protein_id=Seg2082.5_GoldUCD_D3Y31
OG0000100	Stylophora_pistillata_Spis20499 Spis20499 SpisGene20499	Aurelia_aurita_Seg2082.2 Seg2082.2 transcript_id=Seg2082.2_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1" protein_id=Seg2082.2_GoldUCD_D3Y31
OG0000103	Stylophora_pistillata_Spis345 Spis345 SpisGene345	Aurelia_aurita_Seg2032.4 Seg2032.4 transcript_id=Seg2032.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 49" protein_id=Seg2032.4_GoldUCD_D3Y31
OG0000112	Stylophora_pistillata_Spis17656 Spis17656 SpisGene17656, Stylophora_pistillata_Spis8942 Spis8942 SpisGene8942	Aurelia_aurita_Seg2117.5 Seg2117.5 transcript_id=Seg2117.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg2117.5_GoldUCD_D3Y31, Aurelia_aurita_Seg8226.2 Seg8226.2 transcript_id=Seg8226.2_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg8226.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg190.4 Seg190.4 transcript_id=Seg190.4_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg190.4_GoldUCD_D3Y31, Aurelia_aurita_Seg416.5 Seg416.5 transcript_id=Seg416.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg416.5_GoldUCD_D3Y31, Aurelia_aurita_Seg9350.1 Seg9350.1 transcript_id=Seg9350.1_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg9350.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1225.9 Seg1225.9 transcript_id=Seg1225.9_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg1225.9_GoldUCD_D3Y31
OG0000113	Stylophora_pistillata_Spis9374 Spis9374 SpisGene9374	Aurelia_aurita_Seg8511.1 Seg8511.1 transcript_id=Seg8511.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg8511.1_GoldUCD_D3Y31 partial=true
OG0000116	Stylophora_pistillata_Spis11354.t1 Spis11354.t1 SpisGene11354, Stylophora_pistillata_Spis11352 Spis11352 SpisGene11352	Aurelia_aurita_Seg2630.2 Seg2630.2 transcript_id=Seg2630.2_GoldUCD_mRNA.D3Y31 product="Tyrosine-protein phosphatase Lar" protein_id=Seg2630.2_GoldUCD_D3Y31, Aurelia_aurita_Seg15.5 Seg15.5 transcript_id=Seg15.5_GoldUCD_mRNA.D3Y31 product="Neural cell adhesion molecule 2" protein_id=Seg15.5_GoldUCD_D3Y31, Aurelia_aurita_Seg8185.1 Seg8185.1 transcript_id=Seg8185.1_GoldUCD_mRNA.D3Y31 product="Protein sax-3" protein_id=Seg8185.1_GoldUCD_D3Y31
OG0000119	Stylophora_pistillata_Spis5011 Spis5011 SpisGene5011	Aurelia_aurita_Seg1452.3 Seg1452.3 transcript_id=Seg1452.3_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 40" protein_id=Seg1452.3_GoldUCD_D3Y31
OG0000121	Stylophora_pistillata_Spis16744 Spis16744 SpisGene16744	Aurelia_aurita_Seg3635.4 Seg3635.4 transcript_id=Seg3635.4_GoldUCD_mRNA.D3Y31 product="Signal peptide CUB and EGF-like domain-containing protein 1" protein_id=Seg3635.4_GoldUCD_D3Y31
OG0000121	Stylophora_pistillata_Spis1520 Spis1520 SpisGene1520	Aurelia_aurita_Seg2074.1 Seg2074.1 transcript_id=Seg2074.1_GoldUCD_mRNA.D3Y31 product="Coagulation factor VIII" protein_id=Seg2074.1_GoldUCD_D3Y31 partial=true
OG0000122	Stylophora_pistillata_Spis9409 Spis9409 SpisGene9409	Aurelia_aurita_Seg4060.1 Seg4060.1 transcript_id=Seg4060.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg4060.1_GoldUCD_D3Y31 partial=true
OG0000124	Stylophora_pistillata_Spis20594 Spis20594 SpisGene20594, Stylophora_pistillata_Spis805 Spis805 SpisGene805, Stylophora_pistillata_Spis21819 Spis21819 SpisGene21819, Stylophora_pistillata_Spis24130 Spis24130 SpisGene24130, Stylophora_pistillata_Spis10001 Spis10001 SpisGene10001, Stylophora_pistillata_Spis23051 Spis23051 SpisGene23051, Stylophora_pistillata_Spis21813 Spis21813 SpisGene21813, Stylophora_pistillata_Spis24317 Spis24317 SpisGene24317, Stylophora_pistillata_Spis24107 Spis24107 SpisGene24107, Stylophora_pistillata_Spis24693 Spis24693 SpisGene24693	Aurelia_aurita_Seg444.3 Seg444.3 transcript_id=Seg444.3_GoldUCD_mRNA.D3Y31 product="Protein kinase C-binding protein NELL2" protein_id=Seg444.3_GoldUCD_D3Y31
OG0000126	Stylophora_pistillata_Spis15117 Spis15117 SpisGene15117, Stylophora_pistillata_Spis2954.t1 Spis2954.t1 SpisGene2954	Aurelia_aurita_Seg1695.2 Seg1695.2 transcript_id=Seg1695.2_GoldUCD_mRNA.D3Y31 product=Vitellogenin protein_id=Seg1695.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg4031.1 Seg4031.1 transcript_id=Seg4031.1_GoldUCD_mRNA.D3Y31 product="Ceramide glucosyltransferase" protein_id=Seg4031.1_GoldUCD_D3Y31
OG0000129	Stylophora_pistillata_Spis15601 Spis15601 SpisGene15601	Aurelia_aurita_Seg2632.1 Seg2632.1 transcript_id=Seg2632.1_GoldUCD_mRNA.D3Y31 product=Apolipophorins protein_id=Seg2632.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2418.1 Seg2418.1 transcript_id=Seg2418.1_GoldUCD_mRNA.D3Y31 product=Apolipophorins protein_id=Seg2418.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2945.1 Seg2945.1 transcript_id=Seg2945.1_GoldUCD_mRNA.D3Y31 product=Apolipophorins protein_id=Seg2945.1_GoldUCD_D3Y31, Aurelia_aurita_Seg289.9 Seg289.9 transcript_id=Seg289.9_GoldUCD_mRNA.D3Y31 product=Apolipophorins protein_id=Seg289.9_GoldUCD_D3Y31 partial=true
OG0000133	Stylophora_pistillata_Spis7100 Spis7100 SpisGene7100	Aurelia_aurita_Seg1842.5 Seg1842.5 transcript_id=Seg1842.5_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 9" protein_id=Seg1842.5_GoldUCD_D3Y31
OG0000134	Stylophora_pistillata_Spis15413 Spis15413 SpisGene15413	Aurelia_aurita_Seg453.13 Seg453.13 transcript_id=Seg453.13_GoldUCD_mRNA.D3Y31 product=Midasin protein_id=Seg453.13_GoldUCD_D3Y31
OG0000137	Stylophora_pistillata_Spis21290 Spis21290 SpisGene21290, Stylophora_pistillata_Spis22886 Spis22886 SpisGene22886	Aurelia_aurita_Seg3581.1 Seg3581.1 transcript_id=Seg3581.1_GoldUCD_mRNA.D3Y31 product="Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1" protein_id=Seg3581.1_GoldUCD_D3Y31
OG0000138	Stylophora_pistillata_Spis5472 Spis5472 SpisGene5472	Aurelia_aurita_Seg378.26 Seg378.26 transcript_id=Seg378.26_GoldUCD_mRNA.D3Y31 product=Usherin protein_id=Seg378.26_GoldUCD_D3Y31
OG0000142	Stylophora_pistillata_Spis12161 Spis12161 SpisGene12161, Stylophora_pistillata_Spis12160 Spis12160 SpisGene12160, Stylophora_pistillata_Spis22141 Spis22141 SpisGene22141, Stylophora_pistillata_Spis21559 Spis21559 SpisGene21559, Stylophora_pistillata_Spis21557 Spis21557 SpisGene21557, Stylophora_pistillata_Spis11762 Spis11762 SpisGene11762, Stylophora_pistillata_Spis934 Spis934 SpisGene934, Stylophora_pistillata_Spis19277 Spis19277 SpisGene19277, Stylophora_pistillata_Spis19449 Spis19449 SpisGene19449, Stylophora_pistillata_Spis22287 Spis22287 SpisGene22287, Stylophora_pistillata_Spis20752 Spis20752 SpisGene20752, Stylophora_pistillata_Spis13337 Spis13337 SpisGene13337	Aurelia_aurita_Seg1087.5 Seg1087.5 transcript_id=Seg1087.5_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 15" protein_id=Seg1087.5_GoldUCD_D3Y31
OG0000146	Stylophora_pistillata_Spis11073 Spis11073 SpisGene11073	Aurelia_aurita_Seg2266.3 Seg2266.3 transcript_id=Seg2266.3_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein SHOC-2" protein_id=Seg2266.3_GoldUCD_D3Y31
OG0000155	Stylophora_pistillata_Spis13704 Spis13704 SpisGene13704	Aurelia_aurita_Seg3419.1 Seg3419.1 transcript_id=Seg3419.1_GoldUCD_mRNA.D3Y31 product=Ectin protein_id=Seg3419.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1728.8 Seg1728.8 transcript_id=Seg1728.8_GoldUCD_mRNA.D3Y31 product=Ectin protein_id=Seg1728.8_GoldUCD_D3Y31
OG0000159	Stylophora_pistillata_Spis19229 Spis19229 SpisGene19229, Stylophora_pistillata_Spis13820 Spis13820 SpisGene13820, Stylophora_pistillata_Spis20878 Spis20878 SpisGene20878	Aurelia_aurita_Seg1354.12 Seg1354.12 transcript_id=Seg1354.12_GoldUCD_mRNA.D3Y31 product="Fibronectin type 3 and ankyrin repeat domains protein 1" protein_id=Seg1354.12_GoldUCD_D3Y31
OG0000161	Stylophora_pistillata_Spis6531 Spis6531 SpisGene6531	Aurelia_aurita_Seg3915.1 Seg3915.1 transcript_id=Seg3915.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg3915.1_GoldUCD_D3Y31
OG0000165	Stylophora_pistillata_Spis9482 Spis9482 SpisGene9482, Stylophora_pistillata_Spis19394 Spis19394 SpisGene19394	Aurelia_aurita_Seg1081.15 Seg1081.15 transcript_id=Seg1081.15_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 58" protein_id=Seg1081.15_GoldUCD_D3Y31
OG0000166	Stylophora_pistillata_Spis1126 Spis1126 SpisGene1126	Aurelia_aurita_Seg1841.2 Seg1841.2 transcript_id=Seg1841.2_GoldUCD_mRNA.D3Y31 product=Frizzled-1 protein_id=Seg1841.2_GoldUCD_D3Y31, Aurelia_aurita_Seg4426.2 Seg4426.2 transcript_id=Seg4426.2_GoldUCD_mRNA.D3Y31 product=Frizzled-1 protein_id=Seg4426.2_GoldUCD_D3Y31
OG0000171	Stylophora_pistillata_Spis4617 Spis4617 SpisGene4617	Aurelia_aurita_Seg1937.6 Seg1937.6 transcript_id=Seg1937.6_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg1937.6_GoldUCD_D3Y31, Aurelia_aurita_Seg5238.1 Seg5238.1 transcript_id=Seg5238.1_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg5238.1_GoldUCD_D3Y31 partial=true
OG0000176	Stylophora_pistillata_Spis9429.t1 Spis9429.t1 SpisGene9429	Aurelia_aurita_Seg1613.8 Seg1613.8 transcript_id=Seg1613.8_GoldUCD_mRNA.D3Y31 product="Ankyrin repeat and fibronectin type-III domain-containing protein 1" protein_id=Seg1613.8_GoldUCD_D3Y31 partial=true
OG0000177	Stylophora_pistillata_Spis16587 Spis16587 SpisGene16587	Aurelia_aurita_Seg2025.6 Seg2025.6 transcript_id=Seg2025.6_GoldUCD_mRNA.D3Y31 product="Acidic mammalian chitinase" protein_id=Seg2025.6_GoldUCD_D3Y31
OG0000178	Stylophora_pistillata_Spis9622 Spis9622 SpisGene9622, Stylophora_pistillata_Spis9843 Spis9843 SpisGene9843	Aurelia_aurita_Seg5686.2 Seg5686.2 transcript_id=Seg5686.2_GoldUCD_mRNA.D3Y31 product="Kyphoscoliosis peptidase" protein_id=Seg5686.2_GoldUCD_D3Y31
OG0000182	Stylophora_pistillata_Spis6187 Spis6187 SpisGene6187	Aurelia_aurita_Seg3076.2 Seg3076.2 transcript_id=Seg3076.2_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 3A" protein_id=Seg3076.2_GoldUCD_D3Y31
OG0000183	Stylophora_pistillata_Spis13747 Spis13747 SpisGene13747, Stylophora_pistillata_Spis7117 Spis7117 SpisGene7117, Stylophora_pistillata_Spis7028 Spis7028 SpisGene7028, Stylophora_pistillata_Spis7114 Spis7114 SpisGene7114	Aurelia_aurita_Seg932.5 Seg932.5 transcript_id=Seg932.5_GoldUCD_mRNA.D3Y31 product="Neuroendocrine convertase 2" protein_id=Seg932.5_GoldUCD_D3Y31 partial=true
OG0000188	Stylophora_pistillata_Spis8578 Spis8578 SpisGene8578	Aurelia_aurita_Seg2869.1 Seg2869.1 transcript_id=Seg2869.1_GoldUCD_mRNA.D3Y31 product="Collagen alpha-6 chain" protein_id=Seg2869.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg6483.1 Seg6483.1 transcript_id=Seg6483.1_GoldUCD_mRNA.D3Y31 product="Collagen alpha-4 chain" protein_id=Seg6483.1_GoldUCD_D3Y31 partial=true
OG0000192	Stylophora_pistillata_Spis3294 Spis3294 SpisGene3294	Aurelia_aurita_Seg1524.6 Seg1524.6 transcript_id=Seg1524.6_GoldUCD_mRNA.D3Y31 product="Protein flightless-1-like" protein_id=Seg1524.6_GoldUCD_D3Y31 partial=true
OG0000194	Stylophora_pistillata_Spis7867 Spis7867 SpisGene7867	Aurelia_aurita_Seg152.4 Seg152.4 transcript_id=Seg152.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 57" protein_id=Seg152.4_GoldUCD_D3Y31
OG0000197	Stylophora_pistillata_Spis2309.t2 Spis2309.t2 SpisGene2309, Stylophora_pistillata_Spis20951 Spis20951 SpisGene20951	Aurelia_aurita_Seg768.11 Seg768.11 transcript_id=Seg768.11_GoldUCD_mRNA.D3Y31 product="Kremen protein 1" protein_id=Seg768.11_GoldUCD_D3Y31
OG0000199	Stylophora_pistillata_Spis5428 Spis5428 SpisGene5428	Aurelia_aurita_Seg1662.4 Seg1662.4 transcript_id=Seg1662.4_GoldUCD_mRNA.D3Y31 product="26S proteasome non-ATPase regulatory subunit 4" protein_id=Seg1662.4_GoldUCD_D3Y31
OG0000201	Stylophora_pistillata_Spis17755 Spis17755 SpisGene17755	Aurelia_aurita_Seg1701.4 Seg1701.4 transcript_id=Seg1701.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeats and immunoglobulin-like domains protein 3" protein_id=Seg1701.4_GoldUCD_D3Y31
OG0000203	Stylophora_pistillata_Spis10328 Spis10328 SpisGene10328	Aurelia_aurita_Seg6049.1 Seg6049.1 transcript_id=Seg6049.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 pseudo=true protein_id=Seg6049.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3014.4 Seg3014.4 transcript_id=Seg3014.4_GoldUCD_mRNA.D3Y31 product="Delta and Notch-like epidermal growth factor-related receptor" protein_id=Seg3014.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2049.5 Seg2049.5 transcript_id=Seg2049.5_GoldUCD_mRNA.D3Y31 product="Delta and Notch-like epidermal growth factor-related receptor" protein_id=Seg2049.5_GoldUCD_D3Y31
OG0000204	Stylophora_pistillata_Spis8062 Spis8062 SpisGene8062	Aurelia_aurita_Seg2327.2 Seg2327.2 transcript_id=Seg2327.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 59" protein_id=Seg2327.2_GoldUCD_D3Y31, Aurelia_aurita_Seg573.1 Seg573.1 transcript_id=Seg573.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 59" protein_id=Seg573.1_GoldUCD_D3Y31
OG0000210	Stylophora_pistillata_Spis6298 Spis6298 SpisGene6298	Aurelia_aurita_Seg1703.3 Seg1703.3 transcript_id=Seg1703.3_GoldUCD_mRNA.D3Y31 product="X-ray radiation resistance-associated protein 1" protein_id=Seg1703.3_GoldUCD_D3Y31
OG0000211	Stylophora_pistillata_Spis17130 Spis17130 SpisGene17130	Aurelia_aurita_Seg2763.1 Seg2763.1 transcript_id=Seg2763.1_GoldUCD_mRNA.D3Y31 product=Centriolin protein_id=Seg2763.1_GoldUCD_D3Y31 partial=true
