Orthogroup	Porifera_Demospongiae_Amphimedon_queenslandica	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000148	Amphimedon_queenslandica_tr_A0A1X7VAP2_A0A1X7VAP2_AMPQE tr_A0A1X7VAP2_A0A1X7VAP2_AMPQE TGF_BETA_2 domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=105312053 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7V271_A0A1X7V271_AMPQE tr_A0A1X7V271_A0A1X7V271_AMPQE TGF_BETA_2 domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=105312496 PE=3 SV=1	Exaiptasia_diaphana_XP_020915263.1 XP_020915263.1 transforming growth factor beta-2 proprotein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519105.1 XP_028519105.1 transforming growth factor beta-2 proprotein [Exaiptasia diaphana]
OG0000152	Amphimedon_queenslandica_tr_A0A1X7V1L2_A0A1X7V1L2_AMPQE tr_A0A1X7V1L2_A0A1X7V1L2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100638898 PE=3 SV=1	Exaiptasia_diaphana_XP_020904233.1 XP_020904233.1 leucine-rich repeat protein soc-2 homolog isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904234.1 XP_020904234.1 leucine-rich repeat protein soc-2 homolog isoform X2 [Exaiptasia diaphana]
OG0000156	Amphimedon_queenslandica_tr_A0A1X7V0B9_A0A1X7V0B9_AMPQE tr_A0A1X7V0B9_A0A1X7V0B9_AMPQE MFAP1 domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=105312554 PE=3 SV=1	Exaiptasia_diaphana_XP_028513245.1 XP_028513245.1 microfibrillar-associated protein 1 [Exaiptasia diaphana]
OG0000159	Amphimedon_queenslandica_tr_A0A1X7VL05_A0A1X7VL05_AMPQE tr_A0A1X7VL05_A0A1X7VL05_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020893289.1 XP_020893289.1 fibronectin type 3 and ankyrin repeat domains protein 1 [Exaiptasia diaphana]
OG0000165	Amphimedon_queenslandica_tr_A0A1X7UZG8_A0A1X7UZG8_AMPQE tr_A0A1X7UZG8_A0A1X7UZG8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100635185 PE=4 SV=1	Exaiptasia_diaphana_XP_020906110.1 XP_020906110.1 leucine-rich repeat-containing protein 58 [Exaiptasia diaphana]
OG0000176	Amphimedon_queenslandica_tr_A0A1X7VU56_A0A1X7VU56_AMPQE tr_A0A1X7VU56_A0A1X7VU56_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100635339 PE=4 SV=1	Exaiptasia_diaphana_XP_020901377.1 XP_020901377.1 ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901378.1 XP_020901378.1 ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X2 [Exaiptasia diaphana]
OG0000177	Amphimedon_queenslandica_tr_A0A1X7UHH8_A0A1X7UHH8_AMPQE tr_A0A1X7UHH8_A0A1X7UHH8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100634571 PE=4 SV=1	Exaiptasia_diaphana_XP_020898461.1 XP_020898461.1 protein phosphatase 1 regulatory subunit 7 [Exaiptasia diaphana]
OG0000178	Amphimedon_queenslandica_tr_A0A1X7VB34_A0A1X7VB34_AMPQE tr_A0A1X7VB34_A0A1X7VB34_AMPQE TGc domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020912299.1 XP_020912299.1 uncharacterized protein LOC110250046 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911124.1 XP_020911124.1 uncharacterized protein LOC110248903 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904969.1 XP_020904969.1 uncharacterized protein LOC110243231 [Exaiptasia diaphana]
OG0000182	Amphimedon_queenslandica_tr_A0A1X7U8Z7_A0A1X7U8Z7_AMPQE tr_A0A1X7U8Z7_A0A1X7U8Z7_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020900370.1 XP_020900370.1 von Willebrand factor A domain-containing protein 3A [Exaiptasia diaphana]
OG0000184	Amphimedon_queenslandica_tr_A0A1X7VVH3_A0A1X7VVH3_AMPQE tr_A0A1X7VVH3_A0A1X7VVH3_AMPQE CUB domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=109581916 PE=4 SV=1	Exaiptasia_diaphana_XP_020917056.1 XP_020917056.1 bone morphogenetic protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910174.2 XP_020910174.2 bone morphogenetic protein 1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917138.1 XP_020917138.1 bone morphogenetic protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515737.1 XP_028515737.1 dorsal-ventral patterning tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515721.1 XP_028515721.1 cubilin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916125.1 XP_020916125.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916115.1 XP_020916115.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518055.1 XP_028518055.1 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905243.1 XP_020905243.1 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905244.1 XP_020905244.1 tolloid-like protein 2 [Exaiptasia diaphana]
OG0000187	Amphimedon_queenslandica_tr_A0A1X7UM53_A0A1X7UM53_AMPQE tr_A0A1X7UM53_A0A1X7UM53_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SVQ1_A0A1X7SVQ1_AMPQE tr_A0A1X7SVQ1_A0A1X7SVQ1_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020906478.1 XP_020906478.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894430.1 XP_020894430.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana]
OG0000192	Amphimedon_queenslandica_tr_A0A1X7V6M4_A0A1X7V6M4_AMPQE tr_A0A1X7V6M4_A0A1X7V6M4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100640615 PE=4 SV=1	Exaiptasia_diaphana_XP_020895920.1 XP_020895920.1 protein flightless-1 homolog [Exaiptasia diaphana]
OG0000193	Amphimedon_queenslandica_tr_A0A1X7UT99_A0A1X7UT99_AMPQE tr_A0A1X7UT99_A0A1X7UT99_AMPQE Poly_A_-specific ribonuclease OS=Amphimedon queenslandica OX=400682 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7T0L4_A0A1X7T0L4_AMPQE tr_A0A1X7T0L4_A0A1X7T0L4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020902775.1 XP_020902775.1 CCR4-NOT transcription complex subunit 6-like [Exaiptasia diaphana]
OG0000194	Amphimedon_queenslandica_tr_A0A1X7U0I0_A0A1X7U0I0_AMPQE tr_A0A1X7U0I0_A0A1X7U0I0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020902507.1 XP_020902507.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]
OG0000195	Amphimedon_queenslandica_tr_A0A1X7ULH5_A0A1X7ULH5_AMPQE tr_A0A1X7ULH5_A0A1X7ULH5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100637466 PE=4 SV=1	Exaiptasia_diaphana_XP_020893065.1 XP_020893065.1 ras suppressor protein 1 [Exaiptasia diaphana]
OG0000199	Amphimedon_queenslandica_tr_A0A1X7VCS5_A0A1X7VCS5_AMPQE tr_A0A1X7VCS5_A0A1X7VCS5_AMPQE 26S proteasome non-ATPase regulatory subunit 4 OS=Amphimedon queenslandica OX=400682 GN=105316936 PE=3 SV=1	Exaiptasia_diaphana_XP_020899985.1 XP_020899985.1 26S proteasome non-ATPase regulatory subunit 4 [Exaiptasia diaphana]
OG0000200	Amphimedon_queenslandica_tr_A0A1X7V355_A0A1X7V355_AMPQE tr_A0A1X7V355_A0A1X7V355_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SZ55_A0A1X7SZ55_AMPQE tr_A0A1X7SZ55_A0A1X7SZ55_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020915029.1 XP_020915029.1 von Willebrand factor A domain-containing protein 3B [Exaiptasia diaphana]
OG0000209	Amphimedon_queenslandica_tr_A0A1X7VKV0_A0A1X7VKV0_AMPQE tr_A0A1X7VKV0_A0A1X7VKV0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020908002.1 XP_020908002.1 integrator complex subunit 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908096.2 XP_020908096.2 integrator complex subunit 6-B [Exaiptasia diaphana]
OG0000210	Amphimedon_queenslandica_tr_A0A1X7UF90_A0A1X7UF90_AMPQE tr_A0A1X7UF90_A0A1X7UF90_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020908043.1 XP_020908043.1 X-ray radiation resistance-associated protein 1 [Exaiptasia diaphana]
OG0000214	Amphimedon_queenslandica_tr_A0A1X7UUJ6_A0A1X7UUJ6_AMPQE tr_A0A1X7UUJ6_A0A1X7UUJ6_AMPQE Integrator complex subunit 14 OS=Amphimedon queenslandica OX=400682 GN=100639154 PE=3 SV=1	Exaiptasia_diaphana_XP_020904790.1 XP_020904790.1 LOW QUALITY PROTEIN_ integrator complex subunit 14-like [Exaiptasia diaphana]
OG0000219	Amphimedon_queenslandica_tr_A0A1X7SSC4_A0A1X7SSC4_AMPQE tr_A0A1X7SSC4_A0A1X7SSC4_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100635465 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VWE7_A0A1X7VWE7_AMPQE tr_A0A1X7VWE7_A0A1X7VWE7_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020899206.1 XP_020899206.1 von Willebrand factor A domain-containing protein 8 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899208.1 XP_020899208.1 von Willebrand factor A domain-containing protein 8 isoform X2 [Exaiptasia diaphana]
OG0000224	Amphimedon_queenslandica_tr_A0A1X7TEP5_A0A1X7TEP5_AMPQE tr_A0A1X7TEP5_A0A1X7TEP5_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TKR3_A0A1X7TKR3_AMPQE tr_A0A1X7TKR3_A0A1X7TKR3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020900945.1 XP_020900945.1 adhesion G protein-coupled receptor E1 [Exaiptasia diaphana]
OG0000225	Amphimedon_queenslandica_tr_A0A1X7SDV1_A0A1X7SDV1_AMPQE tr_A0A1X7SDV1_A0A1X7SDV1_AMPQE EGF-like domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020911256.2 XP_020911256.2 uncharacterized protein LOC110249018 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513438.1 XP_028513438.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911578.1 XP_020911578.1 neurogenic locus Notch protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518106.1 XP_028518106.1 fibrillin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518101.1 XP_028518101.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911665.1 XP_020911665.1 putative glycosyl hydrolase ecdE [Exaiptasia diaphana]
OG0000229	Amphimedon_queenslandica_tr_A0A1X7VN61_A0A1X7VN61_AMPQE tr_A0A1X7VN61_A0A1X7VN61_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100636187 PE=4 SV=1	Exaiptasia_diaphana_XP_020912652.1 XP_020912652.1 leucine-rich repeat protein 1 [Exaiptasia diaphana]
OG0000237	Amphimedon_queenslandica_tr_A0A1X7T4Q5_A0A1X7T4Q5_AMPQE tr_A0A1X7T4Q5_A0A1X7T4Q5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TQV5_A0A1X7TQV5_AMPQE tr_A0A1X7TQV5_A0A1X7TQV5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020908032.1 XP_020908032.1 uncharacterized protein LOC110246071 [Exaiptasia diaphana]
OG0000241	Amphimedon_queenslandica_tr_A0A1X7UUX2_A0A1X7UUX2_AMPQE tr_A0A1X7UUX2_A0A1X7UUX2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020901124.1 XP_020901124.1 neurogenic locus notch homolog protein 2 [Exaiptasia diaphana]
OG0000267	Amphimedon_queenslandica_tr_A0A1X7U8J8_A0A1X7U8J8_AMPQE tr_A0A1X7U8J8_A0A1X7U8J8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SWZ3_A0A1X7SWZ3_AMPQE tr_A0A1X7SWZ3_A0A1X7SWZ3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UBG3_A0A1X7UBG3_AMPQE tr_A0A1X7UBG3_A0A1X7UBG3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=105313653 PE=4 SV=1	Exaiptasia_diaphana_XP_020916226.1 XP_020916226.1 leucine-rich repeats and immunoglobulin-like domains protein 3 [Exaiptasia diaphana]
OG0000276	Amphimedon_queenslandica_tr_A0A1X7THU2_A0A1X7THU2_AMPQE tr_A0A1X7THU2_A0A1X7THU2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100641351 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TVC0_A0A1X7TVC0_AMPQE tr_A0A1X7TVC0_A0A1X7TVC0_AMPQE EGF-like domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020915527.1 XP_020915527.1 N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Exaiptasia diaphana]
OG0000278	Amphimedon_queenslandica_tr_A0A1X7T1K5_A0A1X7T1K5_AMPQE tr_A0A1X7T1K5_A0A1X7T1K5_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=105315443 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7VNW0_A0A1X7VNW0_AMPQE tr_A0A1X7VNW0_A0A1X7VNW0_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=105316414 PE=3 SV=1	Exaiptasia_diaphana_XP_020911614.1 XP_020911614.1 anthrax toxin receptor 2 [Exaiptasia diaphana]
OG0000282	Amphimedon_queenslandica_tr_A0A1X7TY91_A0A1X7TY91_AMPQE tr_A0A1X7TY91_A0A1X7TY91_AMPQE B3_4 domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100638911 PE=4 SV=1	Exaiptasia_diaphana_XP_020900682.1 XP_020900682.1 leucine-rich repeat-containing protein 47 [Exaiptasia diaphana]
OG0000309	Amphimedon_queenslandica_tr_A0A1X7UUZ2_A0A1X7UUZ2_AMPQE tr_A0A1X7UUZ2_A0A1X7UUZ2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=105312819 PE=4 SV=1	Exaiptasia_diaphana_XP_020904773.1 XP_020904773.1 leucine-rich repeat-containing protein 1-like [Exaiptasia diaphana]
OG0000363	Amphimedon_queenslandica_tr_A0A1X7VEY6_A0A1X7VEY6_AMPQE tr_A0A1X7VEY6_A0A1X7VEY6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_020892721.2 XP_020892721.2 uncharacterized protein LOC110231982 [Exaiptasia diaphana]
OG0000415	Amphimedon_queenslandica_tr_A0A1X7SV93_A0A1X7SV93_AMPQE tr_A0A1X7SV93_A0A1X7SV93_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Exaiptasia_diaphana_XP_028519408.1 XP_028519408.1 multiple epidermal growth factor-like domains protein 11 [Exaiptasia diaphana]
