Orthogroup	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Cnidaria_Hydrozoa_Clytia_hemispherica
OG0000195	Calvadosia_cruxmelitensis_Ccrux.Trinity.44374 Ccrux.Trinity.44374, Calvadosia_cruxmelitensis_Ccrux.Trinity.44376 Ccrux.Trinity.44376, Calvadosia_cruxmelitensis_Ccrux.Trinity.44372 Ccrux.Trinity.44372	Clytia_hemispherica_TCONS_00066994-protein TCONS_00066994-protein
OG0000197	Calvadosia_cruxmelitensis_Ccrux.Trinity.32048 Ccrux.Trinity.32048, Calvadosia_cruxmelitensis_Ccrux.Trinity.32050 Ccrux.Trinity.32050, Calvadosia_cruxmelitensis_Ccrux.Trinity.32047 Ccrux.Trinity.32047, Calvadosia_cruxmelitensis_Ccrux.Trinity.32046 Ccrux.Trinity.32046, Calvadosia_cruxmelitensis_Ccrux.Trinity.32049 Ccrux.Trinity.32049, Calvadosia_cruxmelitensis_Ccrux.Trinity.32051 Ccrux.Trinity.32051	Clytia_hemispherica_TCONS_00051925-protein TCONS_00051925-protein
OG0000199	Calvadosia_cruxmelitensis_Ccrux.Trinity.25100 Ccrux.Trinity.25100	Clytia_hemispherica_TCONS_00047808-protein TCONS_00047808-protein
OG0000200	Calvadosia_cruxmelitensis_Ccrux.Trinity.18866 Ccrux.Trinity.18866	Clytia_hemispherica_TCONS_00023146-protein TCONS_00023146-protein
OG0000201	Calvadosia_cruxmelitensis_Ccrux.Trinity.26513 Ccrux.Trinity.26513, Calvadosia_cruxmelitensis_Ccrux.Trinity.26511 Ccrux.Trinity.26511	Clytia_hemispherica_TCONS_00051608-protein TCONS_00051608-protein
OG0000202	Calvadosia_cruxmelitensis_Ccrux.Trinity.35368 Ccrux.Trinity.35368	Clytia_hemispherica_TCONS_00069097-protein TCONS_00069097-protein
OG0000203	Calvadosia_cruxmelitensis_Ccrux.Trinity.69582 Ccrux.Trinity.69582	Clytia_hemispherica_TCONS_00002252-protein TCONS_00002252-protein
OG0000209	Calvadosia_cruxmelitensis_Ccrux.Trinity.28583 Ccrux.Trinity.28583, Calvadosia_cruxmelitensis_Ccrux.Trinity.28580 Ccrux.Trinity.28580	Clytia_hemispherica_TCONS_00065263-protein TCONS_00065263-protein
OG0000210	Calvadosia_cruxmelitensis_Ccrux.Trinity.21750 Ccrux.Trinity.21750	Clytia_hemispherica_TCONS_00052810-protein TCONS_00052810-protein
OG0000211	Calvadosia_cruxmelitensis_Ccrux.Trinity.22700 Ccrux.Trinity.22700, Calvadosia_cruxmelitensis_Ccrux.Trinity.22695 Ccrux.Trinity.22695, Calvadosia_cruxmelitensis_Ccrux.Trinity.22699 Ccrux.Trinity.22699, Calvadosia_cruxmelitensis_Ccrux.Trinity.22697 Ccrux.Trinity.22697	Clytia_hemispherica_TCONS_00064022-protein TCONS_00064022-protein
OG0000213	Calvadosia_cruxmelitensis_Ccrux.Trinity.38933 Ccrux.Trinity.38933	Clytia_hemispherica_TCONS_00007329-protein TCONS_00007329-protein
OG0000230	Calvadosia_cruxmelitensis_Ccrux.Trinity.62505 Ccrux.Trinity.62505	Clytia_hemispherica_TCONS_00034683-protein TCONS_00034683-protein
OG0000231	Calvadosia_cruxmelitensis_Ccrux.Trinity.52579 Ccrux.Trinity.52579	Clytia_hemispherica_TCONS_00061987-protein TCONS_00061987-protein
OG0000236	Calvadosia_cruxmelitensis_Ccrux.Trinity.2453 Ccrux.Trinity.2453	Clytia_hemispherica_TCONS_00057922-protein TCONS_00057922-protein
OG0000237	Calvadosia_cruxmelitensis_Ccrux.Trinity.17741 Ccrux.Trinity.17741, Calvadosia_cruxmelitensis_Ccrux.Trinity.17745 Ccrux.Trinity.17745	Clytia_hemispherica_TCONS_00028314-protein TCONS_00028314-protein
OG0000248	Calvadosia_cruxmelitensis_Ccrux.Trinity.26843 Ccrux.Trinity.26843	Clytia_hemispherica_TCONS_00073674-protein TCONS_00073674-protein
OG0000253	Calvadosia_cruxmelitensis_Ccrux.Trinity.7701 Ccrux.Trinity.7701, Calvadosia_cruxmelitensis_Ccrux.Trinity.7700 Ccrux.Trinity.7700	Clytia_hemispherica_TCONS_00003407-protein TCONS_00003407-protein
OG0000267	Calvadosia_cruxmelitensis_Ccrux.Trinity.26944 Ccrux.Trinity.26944, Calvadosia_cruxmelitensis_Ccrux.Trinity.26946 Ccrux.Trinity.26946, Calvadosia_cruxmelitensis_Ccrux.Trinity.26947 Ccrux.Trinity.26947	Clytia_hemispherica_TCONS_00024032-protein TCONS_00024032-protein
OG0000272	Calvadosia_cruxmelitensis_Ccrux.Trinity.2582 Ccrux.Trinity.2582, Calvadosia_cruxmelitensis_Ccrux.Trinity.2580 Ccrux.Trinity.2580, Calvadosia_cruxmelitensis_Ccrux.Trinity.16987 Ccrux.Trinity.16987	Clytia_hemispherica_TCONS_00030863-protein TCONS_00030863-protein
OG0000275	Calvadosia_cruxmelitensis_Ccrux.Trinity.41096 Ccrux.Trinity.41096, Calvadosia_cruxmelitensis_Ccrux.Trinity.41095 Ccrux.Trinity.41095, Calvadosia_cruxmelitensis_Ccrux.Trinity.58674 Ccrux.Trinity.58674	Clytia_hemispherica_TCONS_00064165-protein TCONS_00064165-protein
OG0000280	Calvadosia_cruxmelitensis_Ccrux.Trinity.40427 Ccrux.Trinity.40427	Clytia_hemispherica_TCONS_00056421-protein TCONS_00056421-protein
OG0000282	Calvadosia_cruxmelitensis_Ccrux.Trinity.62444 Ccrux.Trinity.62444	Clytia_hemispherica_TCONS_00000534-protein TCONS_00000534-protein
OG0000285	Calvadosia_cruxmelitensis_Ccrux.Trinity.63015 Ccrux.Trinity.63015	Clytia_hemispherica_TCONS_00002465-protein TCONS_00002465-protein
OG0000286	Calvadosia_cruxmelitensis_Ccrux.Trinity.21233 Ccrux.Trinity.21233	Clytia_hemispherica_TCONS_00061110-protein TCONS_00061110-protein
OG0000288	Calvadosia_cruxmelitensis_Ccrux.Trinity.41280 Ccrux.Trinity.41280, Calvadosia_cruxmelitensis_Ccrux.Trinity.41281 Ccrux.Trinity.41281	Clytia_hemispherica_TCONS_00007150-protein TCONS_00007150-protein, Clytia_hemispherica_TCONS_00007144-protein TCONS_00007144-protein
OG0000299	Calvadosia_cruxmelitensis_Ccrux.Trinity.22686 Ccrux.Trinity.22686, Calvadosia_cruxmelitensis_Ccrux.Trinity.22683 Ccrux.Trinity.22683, Calvadosia_cruxmelitensis_Ccrux.Trinity.22681 Ccrux.Trinity.22681	Clytia_hemispherica_TCONS_00058298-protein TCONS_00058298-protein
OG0000303	Calvadosia_cruxmelitensis_Ccrux.Trinity.8886 Ccrux.Trinity.8886	Clytia_hemispherica_TCONS_00065051-protein TCONS_00065051-protein
OG0000309	Calvadosia_cruxmelitensis_Ccrux.Trinity.64061 Ccrux.Trinity.64061	Clytia_hemispherica_TCONS_00026216-protein TCONS_00026216-protein
OG0000330	Calvadosia_cruxmelitensis_Ccrux.Trinity.6820 Ccrux.Trinity.6820, Calvadosia_cruxmelitensis_Ccrux.Trinity.6824 Ccrux.Trinity.6824	Clytia_hemispherica_TCONS_00068879-protein TCONS_00068879-protein
OG0000331	Calvadosia_cruxmelitensis_Ccrux.Trinity.35604 Ccrux.Trinity.35604	Clytia_hemispherica_TCONS_00057393-protein TCONS_00057393-protein
OG0000349	Calvadosia_cruxmelitensis_Ccrux.Trinity.33745 Ccrux.Trinity.33745, Calvadosia_cruxmelitensis_Ccrux.Trinity.70687 Ccrux.Trinity.70687	Clytia_hemispherica_TCONS_00070117-protein TCONS_00070117-protein
OG0000364	Calvadosia_cruxmelitensis_Ccrux.Trinity.31832 Ccrux.Trinity.31832, Calvadosia_cruxmelitensis_Ccrux.Trinity.31841 Ccrux.Trinity.31841, Calvadosia_cruxmelitensis_Ccrux.Trinity.31821 Ccrux.Trinity.31821, Calvadosia_cruxmelitensis_Ccrux.Trinity.31829 Ccrux.Trinity.31829, Calvadosia_cruxmelitensis_Ccrux.Trinity.31827 Ccrux.Trinity.31827	Clytia_hemispherica_TCONS_00009511-protein TCONS_00009511-protein
OG0000375	Calvadosia_cruxmelitensis_Ccrux.Trinity.5962 Ccrux.Trinity.5962, Calvadosia_cruxmelitensis_Ccrux.Trinity.43249 Ccrux.Trinity.43249	Clytia_hemispherica_TCONS_00013702-protein TCONS_00013702-protein
OG0000390	Calvadosia_cruxmelitensis_Ccrux.Trinity.49378 Ccrux.Trinity.49378, Calvadosia_cruxmelitensis_Ccrux.Trinity.49372 Ccrux.Trinity.49372, Calvadosia_cruxmelitensis_Ccrux.Trinity.49362 Ccrux.Trinity.49362, Calvadosia_cruxmelitensis_Ccrux.Trinity.49364 Ccrux.Trinity.49364, Calvadosia_cruxmelitensis_Ccrux.Trinity.49356 Ccrux.Trinity.49356, Calvadosia_cruxmelitensis_Ccrux.Trinity.49357 Ccrux.Trinity.49357	Clytia_hemispherica_TCONS_00067080-protein TCONS_00067080-protein
OG0000401	Calvadosia_cruxmelitensis_Ccrux.Trinity.15972 Ccrux.Trinity.15972, Calvadosia_cruxmelitensis_Ccrux.Trinity.18055 Ccrux.Trinity.18055, Calvadosia_cruxmelitensis_Ccrux.Trinity.18054 Ccrux.Trinity.18054, Calvadosia_cruxmelitensis_Ccrux.Trinity.71888 Ccrux.Trinity.71888, Calvadosia_cruxmelitensis_Ccrux.Trinity.12262 Ccrux.Trinity.12262, Calvadosia_cruxmelitensis_Ccrux.Trinity.12258 Ccrux.Trinity.12258, Calvadosia_cruxmelitensis_Ccrux.Trinity.12260 Ccrux.Trinity.12260	Clytia_hemispherica_TCONS_00048541-protein TCONS_00048541-protein
OG0000440	Calvadosia_cruxmelitensis_Ccrux.Trinity.586 Ccrux.Trinity.586	Clytia_hemispherica_TCONS_00052236-protein TCONS_00052236-protein
OG0000463	Calvadosia_cruxmelitensis_Ccrux.Trinity.26478 Ccrux.Trinity.26478	Clytia_hemispherica_TCONS_00022780-protein TCONS_00022780-protein
OG0000476	Calvadosia_cruxmelitensis_Ccrux.Trinity.1151 Ccrux.Trinity.1151	Clytia_hemispherica_TCONS_00053396-protein TCONS_00053396-protein
OG0000490	Calvadosia_cruxmelitensis_Ccrux.Trinity.45770 Ccrux.Trinity.45770, Calvadosia_cruxmelitensis_Ccrux.Trinity.45771 Ccrux.Trinity.45771, Calvadosia_cruxmelitensis_Ccrux.Trinity.45774 Ccrux.Trinity.45774	Clytia_hemispherica_TCONS_00050256-protein TCONS_00050256-protein
OG0000502	Calvadosia_cruxmelitensis_Ccrux.Trinity.19603 Ccrux.Trinity.19603, Calvadosia_cruxmelitensis_Ccrux.Trinity.57008 Ccrux.Trinity.57008	Clytia_hemispherica_TCONS_00062929-protein TCONS_00062929-protein
OG0000520	Calvadosia_cruxmelitensis_Ccrux.Trinity.18361 Ccrux.Trinity.18361	Clytia_hemispherica_TCONS_00052732-protein TCONS_00052732-protein
OG0000530	Calvadosia_cruxmelitensis_Ccrux.Trinity.9022 Ccrux.Trinity.9022, Calvadosia_cruxmelitensis_Ccrux.Trinity.9017 Ccrux.Trinity.9017, Calvadosia_cruxmelitensis_Ccrux.Trinity.18102 Ccrux.Trinity.18102, Calvadosia_cruxmelitensis_Ccrux.Trinity.73196 Ccrux.Trinity.73196	Clytia_hemispherica_TCONS_00004294-protein TCONS_00004294-protein
OG0000534	Calvadosia_cruxmelitensis_Ccrux.Trinity.54624 Ccrux.Trinity.54624, Calvadosia_cruxmelitensis_Ccrux.Trinity.64258 Ccrux.Trinity.64258	Clytia_hemispherica_TCONS_00062180-protein TCONS_00062180-protein
OG0000535	Calvadosia_cruxmelitensis_Ccrux.Trinity.38237 Ccrux.Trinity.38237, Calvadosia_cruxmelitensis_Ccrux.Trinity.38242 Ccrux.Trinity.38242	Clytia_hemispherica_TCONS_00020989-protein TCONS_00020989-protein
OG0000541	Calvadosia_cruxmelitensis_Ccrux.Trinity.24547 Ccrux.Trinity.24547, Calvadosia_cruxmelitensis_Ccrux.Trinity.24546 Ccrux.Trinity.24546	Clytia_hemispherica_TCONS_00008256-protein TCONS_00008256-protein
OG0000677	Calvadosia_cruxmelitensis_Ccrux.Trinity.52569 Ccrux.Trinity.52569	Clytia_hemispherica_TCONS_00046698-protein TCONS_00046698-protein
OG0000721	Calvadosia_cruxmelitensis_Ccrux.Trinity.28297 Ccrux.Trinity.28297	Clytia_hemispherica_TCONS_00013307-protein TCONS_00013307-protein
OG0000722	Calvadosia_cruxmelitensis_Ccrux.Trinity.21029 Ccrux.Trinity.21029	Clytia_hemispherica_TCONS_00046392-protein TCONS_00046392-protein
OG0000723	Calvadosia_cruxmelitensis_Ccrux.Trinity.5078 Ccrux.Trinity.5078	Clytia_hemispherica_TCONS_00026126-protein TCONS_00026126-protein
OG0000730	Calvadosia_cruxmelitensis_Ccrux.Trinity.55555 Ccrux.Trinity.55555	Clytia_hemispherica_TCONS_00072704-protein TCONS_00072704-protein, Clytia_hemispherica_TCONS_00050608-protein TCONS_00050608-protein, Clytia_hemispherica_TCONS_00049410-protein TCONS_00049410-protein, Clytia_hemispherica_TCONS_00053697-protein TCONS_00053697-protein, Clytia_hemispherica_TCONS_00050107-protein TCONS_00050107-protein
OG0000904	Calvadosia_cruxmelitensis_Ccrux.Trinity.61107 Ccrux.Trinity.61107	Clytia_hemispherica_TCONS_00000690-protein TCONS_00000690-protein
OG0000907	Calvadosia_cruxmelitensis_Ccrux.Trinity.46775 Ccrux.Trinity.46775	Clytia_hemispherica_TCONS_00003916-protein TCONS_00003916-protein
OG0000908	Calvadosia_cruxmelitensis_Ccrux.Trinity.55458 Ccrux.Trinity.55458	Clytia_hemispherica_TCONS_00066897-protein TCONS_00066897-protein
OG0000909	Calvadosia_cruxmelitensis_Ccrux.Trinity.20864 Ccrux.Trinity.20864	Clytia_hemispherica_TCONS_00000776-protein TCONS_00000776-protein
OG0001094	Calvadosia_cruxmelitensis_Ccrux.Trinity.74306 Ccrux.Trinity.74306	Clytia_hemispherica_TCONS_00048291-protein TCONS_00048291-protein
OG0001097	Calvadosia_cruxmelitensis_Ccrux.Trinity.63894 Ccrux.Trinity.63894	Clytia_hemispherica_TCONS_00068351-protein TCONS_00068351-protein
OG0001196	Calvadosia_cruxmelitensis_Ccrux.Trinity.74288 Ccrux.Trinity.74288	Clytia_hemispherica_TCONS_00047349-protein TCONS_00047349-protein
OG0001197	Calvadosia_cruxmelitensis_Ccrux.Trinity.2009 Ccrux.Trinity.2009	Clytia_hemispherica_TCONS_00003236-protein TCONS_00003236-protein, Clytia_hemispherica_TCONS_00024694-protein TCONS_00024694-protein
OG0001198	Calvadosia_cruxmelitensis_Ccrux.Trinity.5804 Ccrux.Trinity.5804	Clytia_hemispherica_TCONS_00043965-protein TCONS_00043965-protein, Clytia_hemispherica_TCONS_00012549-protein TCONS_00012549-protein, Clytia_hemispherica_TCONS_00038139-protein TCONS_00038139-protein
OG0001202	Calvadosia_cruxmelitensis_Ccrux.Trinity.60257 Ccrux.Trinity.60257	Clytia_hemispherica_TCONS_00059487-protein TCONS_00059487-protein
OG0001538	Calvadosia_cruxmelitensis_Ccrux.Trinity.45768 Ccrux.Trinity.45768	Clytia_hemispherica_TCONS_00045271-protein TCONS_00045271-protein
OG0001609	Calvadosia_cruxmelitensis_Ccrux.Trinity.20115 Ccrux.Trinity.20115	Clytia_hemispherica_TCONS_00002500-protein TCONS_00002500-protein
OG0001614	Calvadosia_cruxmelitensis_Ccrux.Trinity.57109 Ccrux.Trinity.57109, Calvadosia_cruxmelitensis_Ccrux.Trinity.59028 Ccrux.Trinity.59028	Clytia_hemispherica_TCONS_00019374-protein TCONS_00019374-protein
OG0001617	Calvadosia_cruxmelitensis_Ccrux.Trinity.58181 Ccrux.Trinity.58181	Clytia_hemispherica_TCONS_00032470-protein TCONS_00032470-protein, Clytia_hemispherica_TCONS_00035632-protein TCONS_00035632-protein
OG0001618	Calvadosia_cruxmelitensis_Ccrux.Trinity.13818 Ccrux.Trinity.13818, Calvadosia_cruxmelitensis_Ccrux.Trinity.55198 Ccrux.Trinity.55198	Clytia_hemispherica_TCONS_00052230-protein TCONS_00052230-protein
