Orthogroup	Chordata_Amphioxiformes_Branchiostoma_belcheri	Chordata_Amphioxiformes_Branchiostoma_lanceolatum
OG0000338	Branchiostoma_belcheri_tr_A0A6P4Y6S8_A0A6P4Y6S8_BRABE tr|A0A6P4Y6S8|A0A6P4Y6S8_BRABE Uridylate-specific endoribonuclease OS=Branchiostoma belcheri OX=7741 GN=LOC109465303 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZE36_A0A8J9ZE36_BRALA tr|A0A8J9ZE36|A0A8J9ZE36_BRALA Uridylate-specific endoribonuclease OS=Branchiostoma lanceolatum OX=7740 GN=ENDOU PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZFB9_A0A8J9ZFB9_BRALA tr|A0A8J9ZFB9|A0A8J9ZFB9_BRALA Uridylate-specific endoribonuclease OS=Branchiostoma lanceolatum OX=7740 GN=ENDOU PE=3 SV=1
OG0000338	Branchiostoma_belcheri_tr_A0A6P4YFR7_A0A6P4YFR7_BRABE tr|A0A6P4YFR7|A0A6P4YFR7_BRABE Uridylate-specific endoribonuclease OS=Branchiostoma belcheri OX=7741 GN=LOC109464945 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZXV3_A0A8J9ZXV3_BRALA tr|A0A8J9ZXV3|A0A8J9ZXV3_BRALA Uridylate-specific endoribonuclease OS=Branchiostoma lanceolatum OX=7740 GN=ENDOU PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZXB7_A0A8J9ZXB7_BRALA tr|A0A8J9ZXB7|A0A8J9ZXB7_BRALA Uridylate-specific endoribonuclease OS=Branchiostoma lanceolatum OX=7740 GN=ENDOU PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZXE0_A0A8J9ZXE0_BRALA tr|A0A8J9ZXE0|A0A8J9ZXE0_BRALA Uridylate-specific endoribonuclease OS=Branchiostoma lanceolatum OX=7740 GN=ENDOU PE=3 SV=1
OG0000339	Branchiostoma_belcheri_tr_A0A6P4YZR6_A0A6P4YZR6_BRABE tr|A0A6P4YZR6|A0A6P4YZR6_BRABE Insulin-like peptide isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109477811 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZL81_A0A6P4ZL81_BRABE tr|A0A6P4ZL81|A0A6P4ZL81_BRABE Insulin-like peptide isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109477811 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZDQ1_A0A6P4ZDQ1_BRABE tr|A0A6P4ZDQ1|A0A6P4ZDQ1_BRABE Insulin-like peptide isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109477811 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZL95_A0A6P4ZL95_BRABE tr|A0A6P4ZL95|A0A6P4ZL95_BRABE Insulin-like peptide isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109477811 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZDE6_A0A8J9ZDE6_BRALA tr|A0A8J9ZDE6|A0A8J9ZDE6_BRALA IGF2 protein OS=Branchiostoma lanceolatum OX=7740 GN=IGF2 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZCG3_A0A8J9ZCG3_BRALA tr|A0A8J9ZCG3|A0A8J9ZCG3_BRALA IGF2 protein OS=Branchiostoma lanceolatum OX=7740 GN=IGF2 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZCH5_A0A8J9ZCH5_BRALA tr|A0A8J9ZCH5|A0A8J9ZCH5_BRALA IGF2 protein OS=Branchiostoma lanceolatum OX=7740 GN=IGF2 PE=3 SV=1
OG0000340	Branchiostoma_belcheri_tr_A0A6P4ZVP6_A0A6P4ZVP6_BRABE tr|A0A6P4ZVP6|A0A6P4ZVP6_BRABE Kringle-containing protein marking the eye and the nose OS=Branchiostoma belcheri OX=7741 GN=LOC109486022 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0A6F9_A0A8K0A6F9_BRALA tr|A0A8K0A6F9|A0A8K0A6F9_BRALA HGF protein OS=Branchiostoma lanceolatum OX=7740 GN=HGF PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZPN0_A0A8J9ZPN0_BRALA tr|A0A8J9ZPN0|A0A8J9ZPN0_BRALA Kringle-containing protein marking the eye and the nose OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YWZ9_A0A8J9YWZ9_BRALA tr|A0A8J9YWZ9|A0A8J9YWZ9_BRALA Kringle-containing protein marking the eye and the nose OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1
OG0000341	Branchiostoma_belcheri_tr_A0A6P4YAN4_A0A6P4YAN4_BRABE tr|A0A6P4YAN4|A0A6P4YAN4_BRABE Uncharacterized protein LOC109461830 isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109461830 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y588_A0A6P4Y588_BRABE tr|A0A6P4Y588|A0A6P4Y588_BRABE Uncharacterized protein LOC109461830 isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109461830 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XBN2_A0A6P4XBN2_BRABE tr|A0A6P4XBN2|A0A6P4XBN2_BRABE Uncharacterized protein LOC109461830 isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109461830 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XT43_A0A6P4XT43_BRABE tr|A0A6P4XT43|A0A6P4XT43_BRABE Mucin-5AC-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109461830 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XP66_A0A6P4XP66_BRABE tr|A0A6P4XP66|A0A6P4XP66_BRABE Uncharacterized protein LOC109461830 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109461830 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9WFR9_A0A8J9WFR9_BRALA tr|A0A8J9WFR9|A0A8J9WFR9_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1
OG0000342	Branchiostoma_belcheri_tr_A0A6P4XRP2_A0A6P4XRP2_BRABE tr|A0A6P4XRP2|A0A6P4XRP2_BRABE Uncharacterized protein LOC109462631 OS=Branchiostoma belcheri OX=7741 GN=LOC109462631 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0AF37_A0A8K0AF37_BRALA tr|A0A8K0AF37|A0A8K0AF37_BRALA SEMA5A protein OS=Branchiostoma lanceolatum OX=7740 GN=SEMA5A PE=4 SV=1
OG0000342	Branchiostoma_belcheri_tr_A0A6P4Y7U2_A0A6P4Y7U2_BRABE tr|A0A6P4Y7U2|A0A6P4Y7U2_BRABE Uncharacterized protein LOC109462736 OS=Branchiostoma belcheri OX=7741 GN=LOC109462736 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0AH26_A0A8K0AH26_BRALA tr|A0A8K0AH26|A0A8K0AH26_BRALA HMCN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HMCN1 PE=4 SV=1
OG0000342	Branchiostoma_belcheri_tr_A0A6P4YD72_A0A6P4YD72_BRABE tr|A0A6P4YD72|A0A6P4YD72_BRABE Uncharacterized protein LOC109462744 OS=Branchiostoma belcheri OX=7741 GN=LOC109462744 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0F3N3_A0A8K0F3N3_BRALA tr|A0A8K0F3N3|A0A8K0F3N3_BRALA SEMA5A protein OS=Branchiostoma lanceolatum OX=7740 GN=SEMA5A PE=4 SV=1
OG0000342	Branchiostoma_belcheri_tr_A0A6P4XE93_A0A6P4XE93_BRABE tr|A0A6P4XE93|A0A6P4XE93_BRABE Uncharacterized protein LOC109462743 OS=Branchiostoma belcheri OX=7741 GN=LOC109462743 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EYL1_A0A8K0EYL1_BRALA tr|A0A8K0EYL1|A0A8K0EYL1_BRALA HMCN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HMCN1 PE=4 SV=1
OG0000343	Branchiostoma_belcheri_tr_A0A6P4YTA9_A0A6P4YTA9_BRABE tr|A0A6P4YTA9|A0A6P4YTA9_BRABE LOW QUALITY PROTEIN_ prolactin receptor-like OS=Branchiostoma belcheri OX=7741 GN=LOC109467053 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YYE1_A0A8J9YYE1_BRALA tr|A0A8J9YYE1|A0A8J9YYE1_BRALA PRLR protein OS=Branchiostoma lanceolatum OX=7740 GN=PRLR PE=3 SV=1
OG0000343	Branchiostoma_belcheri_tr_A0A6P4YEJ5_A0A6P4YEJ5_BRABE tr|A0A6P4YEJ5|A0A6P4YEJ5_BRABE Uncharacterized protein LOC109467039 OS=Branchiostoma belcheri OX=7741 GN=LOC109467039 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YYU6_A0A8J9YYU6_BRALA tr|A0A8J9YYU6|A0A8J9YYU6_BRALA IL6ST protein OS=Branchiostoma lanceolatum OX=7740 GN=IL6ST PE=4 SV=1
OG0000345	Branchiostoma_belcheri_tr_A0A6P4ZCI8_A0A6P4ZCI8_BRABE tr|A0A6P4ZCI8|A0A6P4ZCI8_BRABE Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109481000 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9Z1V1_A0A8J9Z1V1_BRALA tr|A0A8J9Z1V1|A0A8J9Z1V1_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1S4_A0A8J9Z1S4_BRALA tr|A0A8J9Z1S4|A0A8J9Z1S4_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1T0_A0A8J9Z1T0_BRALA tr|A0A8J9Z1T0|A0A8J9Z1T0_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z106_A0A8J9Z106_BRALA tr|A0A8J9Z106|A0A8J9Z106_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EEJ3_A0A8K0EEJ3_BRALA tr|A0A8K0EEJ3|A0A8K0EEJ3_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1Q0_A0A8J9Z1Q0_BRALA tr|A0A8J9Z1Q0|A0A8J9Z1Q0_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EC42_A0A8K0EC42_BRALA tr|A0A8K0EC42|A0A8K0EC42_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0E9Z5_A0A8K0E9Z5_BRALA tr|A0A8K0E9Z5|A0A8K0E9Z5_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EAY0_A0A8K0EAY0_BRALA tr|A0A8K0EAY0|A0A8K0EAY0_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1R2_A0A8J9Z1R2_BRALA tr|A0A8J9Z1R2|A0A8J9Z1R2_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1
OG0000347	Branchiostoma_belcheri_tr_A0A6P4ZKY3_A0A6P4ZKY3_BRABE tr|A0A6P4ZKY3|A0A6P4ZKY3_BRABE Carboxypeptidase N subunit 2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474449 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZLH5_A0A6P4ZLH5_BRABE tr|A0A6P4ZLH5|A0A6P4ZLH5_BRABE Carboxypeptidase N subunit 2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474570 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9W2T5_A0A8J9W2T5_BRALA tr|A0A8J9W2T5|A0A8J9W2T5_BRALA SLIT2 protein OS=Branchiostoma lanceolatum OX=7740 GN=SLIT2 PE=4 SV=1
OG0000348	Branchiostoma_belcheri_tr_A0A6P4ZV69_A0A6P4ZV69_BRABE tr|A0A6P4ZV69|A0A6P4ZV69_BRABE Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109485861 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EK17_A0A8K0EK17_BRALA tr|A0A8K0EK17|A0A8K0EK17_BRALA LINGO1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LINGO1 PE=4 SV=1
OG0000349	Branchiostoma_belcheri_tr_A0A6P4ZYE0_A0A6P4ZYE0_BRABE tr|A0A6P4ZYE0|A0A6P4ZYE0_BRABE Leucine-rich repeat-containing protein 1-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109483372 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AJ10_A0A6P5AJ10_BRABE tr|A0A6P5AJ10|A0A6P5AJ10_BRABE Leucine-rich repeat and IQ domain-containing protein 4-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109483372 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0ACG1_A0A8K0ACG1_BRALA tr|A0A8K0ACG1|A0A8K0ACG1_BRALA ERBIN protein OS=Branchiostoma lanceolatum OX=7740 GN=ERBIN PE=4 SV=1
OG0000366	Branchiostoma_belcheri_tr_A0A6P4YN96_A0A6P4YN96_BRABE tr|A0A6P4YN96|A0A6P4YN96_BRABE Netrin receptor UNC5 OS=Branchiostoma belcheri OX=7741 GN=LOC109466787 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0ECR3_A0A8K0ECR3_BRALA tr|A0A8K0ECR3|A0A8K0ECR3_BRALA Netrin receptor UNC5 OS=Branchiostoma lanceolatum OX=7740 GN=UNC5C PE=3 SV=1
OG0000367	Branchiostoma_belcheri_tr_A0A6P4YF78_A0A6P4YF78_BRABE tr|A0A6P4YF78|A0A6P4YF78_BRABE Agglutinin-like protein 1 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109464792 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XZ57_A0A6P4XZ57_BRABE tr|A0A6P4XZ57|A0A6P4XZ57_BRABE Agglutinin-like protein 1 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109464792 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EK87_A0A8K0EK87_BRALA tr|A0A8K0EK87|A0A8K0EK87_BRALA KLF18 protein OS=Branchiostoma lanceolatum OX=7740 GN=KLF18 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EHM6_A0A8K0EHM6_BRALA tr|A0A8K0EHM6|A0A8K0EHM6_BRALA KLF18 protein OS=Branchiostoma lanceolatum OX=7740 GN=KLF18 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EI40_A0A8K0EI40_BRALA tr|A0A8K0EI40|A0A8K0EI40_BRALA KLF18 protein OS=Branchiostoma lanceolatum OX=7740 GN=KLF18 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EG42_A0A8K0EG42_BRALA tr|A0A8K0EG42|A0A8K0EG42_BRALA KLF18 protein OS=Branchiostoma lanceolatum OX=7740 GN=KLF18 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EKQ3_A0A8K0EKQ3_BRALA tr|A0A8K0EKQ3|A0A8K0EKQ3_BRALA KLF18 protein OS=Branchiostoma lanceolatum OX=7740 GN=KLF18 PE=4 SV=1
OG0000368	Branchiostoma_belcheri_tr_A0A6P4ZE49_A0A6P4ZE49_BRABE tr|A0A6P4ZE49|A0A6P4ZE49_BRABE Uncharacterized protein LOC109473799 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109473799 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZIL9_A0A6P4ZIL9_BRABE tr|A0A6P4ZIL9|A0A6P4ZIL9_BRABE Uncharacterized protein LOC109473799 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109473799 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0A819_A0A8K0A819_BRALA tr|A0A8K0A819|A0A8K0A819_BRALA Hypp4258 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp4258 PE=3 SV=1
OG0000368	Branchiostoma_belcheri_tr_A0A6P4Z4M2_A0A6P4Z4M2_BRABE tr|A0A6P4Z4M2|A0A6P4Z4M2_BRABE Uncharacterized protein LOC109473468 OS=Branchiostoma belcheri OX=7741 GN=LOC109473468 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EV19_A0A8K0EV19_BRALA tr|A0A8K0EV19|A0A8K0EV19_BRALA Hypp4255 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp4255 PE=3 SV=1
OG0000368	Branchiostoma_belcheri_tr_A0A6P4YHU3_A0A6P4YHU3_BRABE tr|A0A6P4YHU3|A0A6P4YHU3_BRABE Uncharacterized protein LOC109473479 OS=Branchiostoma belcheri OX=7741 GN=LOC109473479 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EXN3_A0A8K0EXN3_BRALA tr|A0A8K0EXN3|A0A8K0EXN3_BRALA Hypp4254 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp4254 PE=3 SV=1
OG0000369	Branchiostoma_belcheri_tr_A0A6P4YW19_A0A6P4YW19_BRABE tr|A0A6P4YW19|A0A6P4YW19_BRABE Uncharacterized protein LOC109468989 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109468989 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YMM1_A0A6P4YMM1_BRABE tr|A0A6P4YMM1|A0A6P4YMM1_BRABE Uncharacterized protein LOC109468989 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109468989 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZE39_A0A8J9ZE39_BRALA tr|A0A8J9ZE39|A0A8J9ZE39_BRALA CLEC10A protein OS=Branchiostoma lanceolatum OX=7740 GN=CLEC10A PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZCQ3_A0A8J9ZCQ3_BRALA tr|A0A8J9ZCQ3|A0A8J9ZCQ3_BRALA CLEC10A protein OS=Branchiostoma lanceolatum OX=7740 GN=CLEC10A PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZCF3_A0A8J9ZCF3_BRALA tr|A0A8J9ZCF3|A0A8J9ZCF3_BRALA CLEC10A protein OS=Branchiostoma lanceolatum OX=7740 GN=CLEC10A PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZDL8_A0A8J9ZDL8_BRALA tr|A0A8J9ZDL8|A0A8J9ZDL8_BRALA CLEC10A protein OS=Branchiostoma lanceolatum OX=7740 GN=CLEC10A PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZCF0_A0A8J9ZCF0_BRALA tr|A0A8J9ZCF0|A0A8J9ZCF0_BRALA CLEC10A protein OS=Branchiostoma lanceolatum OX=7740 GN=CLEC10A PE=4 SV=1
OG0000370	Branchiostoma_belcheri_tr_A0A6P4ZTV0_A0A6P4ZTV0_BRABE tr|A0A6P4ZTV0|A0A6P4ZTV0_BRABE Complement C1q tumor necrosis factor-related protein 1-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109485421 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0AEU7_A0A8K0AEU7_BRALA tr|A0A8K0AEU7|A0A8K0AEU7_BRALA C1QTNF1 protein OS=Branchiostoma lanceolatum OX=7740 GN=C1QTNF1 PE=4 SV=1
OG0000371	Branchiostoma_belcheri_tr_A0A6P5AZZ5_A0A6P5AZZ5_BRABE tr|A0A6P5AZZ5|A0A6P5AZZ5_BRABE LOW QUALITY PROTEIN_ uncharacterized protein LOC109488084 OS=Branchiostoma belcheri OX=7741 GN=LOC109488084 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9VXY8_A0A8J9VXY8_BRALA tr|A0A8J9VXY8|A0A8J9VXY8_BRALA CEP97 protein OS=Branchiostoma lanceolatum OX=7740 GN=CEP97 PE=4 SV=1
OG0000381	Branchiostoma_belcheri_tr_A0A6P4XC77_A0A6P4XC77_BRABE tr|A0A6P4XC77|A0A6P4XC77_BRABE Multiple epidermal growth factor-like domains protein 6 OS=Branchiostoma belcheri OX=7741 GN=LOC109462068 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9VK54_A0A8J9VK54_BRALA tr|A0A8J9VK54|A0A8J9VK54_BRALA TIE1 protein OS=Branchiostoma lanceolatum OX=7740 GN=TIE1 PE=4 SV=1
OG0000381	Branchiostoma_belcheri_tr_A0A6P5AFG2_A0A6P5AFG2_BRABE tr|A0A6P5AFG2|A0A6P5AFG2_BRABE Multiple epidermal growth factor-like domains protein 6 OS=Branchiostoma belcheri OX=7741 GN=LOC109482325 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0A9M8_A0A8K0A9M8_BRALA tr|A0A8K0A9M8|A0A8K0A9M8_BRALA TIE1 protein OS=Branchiostoma lanceolatum OX=7740 GN=TIE1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A8F8_A0A8K0A8F8_BRALA tr|A0A8K0A8F8|A0A8K0A8F8_BRALA TIE1 protein OS=Branchiostoma lanceolatum OX=7740 GN=TIE1 PE=4 SV=1
OG0000381	Branchiostoma_belcheri_tr_A0A6P4XPX3_A0A6P4XPX3_BRABE tr|A0A6P4XPX3|A0A6P4XPX3_BRABE Tyrosine-protein kinase receptor Tie-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109462071 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9Z5F5_A0A8J9Z5F5_BRALA tr|A0A8J9Z5F5|A0A8J9Z5F5_BRALA TIE1 protein OS=Branchiostoma lanceolatum OX=7740 GN=TIE1 PE=4 SV=1
OG0000382	Branchiostoma_belcheri_tr_A0A6P4YBD0_A0A6P4YBD0_BRABE tr|A0A6P4YBD0|A0A6P4YBD0_BRABE Multiple epidermal growth factor-like domains protein 10 OS=Branchiostoma belcheri OX=7741 GN=LOC109462069 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y5Z8_A0A6P4Y5Z8_BRABE tr|A0A6P4Y5Z8|A0A6P4Y5Z8_BRABE Sushi_ nidogen and EGF-like domain-containing protein 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109462070 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9VYW1_A0A8J9VYW1_BRALA tr|A0A8J9VYW1|A0A8J9VYW1_BRALA TIE1 protein OS=Branchiostoma lanceolatum OX=7740 GN=TIE1 PE=4 SV=1
OG0000383	Branchiostoma_belcheri_tr_A0A6P4YRT3_A0A6P4YRT3_BRABE tr|A0A6P4YRT3|A0A6P4YRT3_BRABE LOW QUALITY PROTEIN_ laminin-like protein epi-1 OS=Branchiostoma belcheri OX=7741 GN=LOC109471977 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EMT2_A0A8K0EMT2_BRALA tr|A0A8K0EMT2|A0A8K0EMT2_BRALA LAMA1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LAMA1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZGA7_A0A8J9ZGA7_BRALA tr|A0A8J9ZGA7|A0A8J9ZGA7_BRALA LAMA1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LAMA1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EHZ2_A0A8K0EHZ2_BRALA tr|A0A8K0EHZ2|A0A8K0EHZ2_BRALA LAMA1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LAMA1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZG18_A0A8J9ZG18_BRALA tr|A0A8J9ZG18|A0A8J9ZG18_BRALA LAMA1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LAMA1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZG10_A0A8J9ZG10_BRALA tr|A0A8J9ZG10|A0A8J9ZG10_BRALA LAMA1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LAMA1 PE=4 SV=1
OG0000384	Branchiostoma_belcheri_tr_A0A6P4YXF4_A0A6P4YXF4_BRABE tr|A0A6P4YXF4|A0A6P4YXF4_BRABE Uncharacterized protein LOC109469403 OS=Branchiostoma belcheri OX=7741 GN=LOC109469403 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YK73_A0A8J9YK73_BRALA tr|A0A8J9YK73|A0A8J9YK73_BRALA UMODL1 protein OS=Branchiostoma lanceolatum OX=7740 GN=UMODL1 PE=4 SV=1
OG0000386	Branchiostoma_belcheri_tr_A0A6P4Y304_A0A6P4Y304_BRABE tr|A0A6P4Y304|A0A6P4Y304_BRABE Uncharacterized protein LOC109464302 OS=Branchiostoma belcheri OX=7741 GN=LOC109464302 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XSQ4_A0A6P4XSQ4_BRABE tr|A0A6P4XSQ4|A0A6P4XSQ4_BRABE Uncharacterized protein LOC109462929 OS=Branchiostoma belcheri OX=7741 GN=LOC109462929 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YTH8_A0A8J9YTH8_BRALA tr|A0A8J9YTH8|A0A8J9YTH8_BRALA CLEC4M protein OS=Branchiostoma lanceolatum OX=7740 GN=CLEC4M PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YTI9_A0A8J9YTI9_BRALA tr|A0A8J9YTI9|A0A8J9YTI9_BRALA CLEC4M protein OS=Branchiostoma lanceolatum OX=7740 GN=CLEC4M PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YTH0_A0A8J9YTH0_BRALA tr|A0A8J9YTH0|A0A8J9YTH0_BRALA CLEC4M protein OS=Branchiostoma lanceolatum OX=7740 GN=CLEC4M PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YTH2_A0A8J9YTH2_BRALA tr|A0A8J9YTH2|A0A8J9YTH2_BRALA CLEC4M protein OS=Branchiostoma lanceolatum OX=7740 GN=CLEC4M PE=4 SV=1
