Orthogroup	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Chordata_Amphioxiformes_Branchiostoma_floridae
OG0000315	Branchiostoma_lanceolatum_tr_A0A8J9ZLH6_A0A8J9ZLH6_BRALA tr|A0A8J9ZLH6|A0A8J9ZLH6_BRALA ITLN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=ITLN1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7L1V5_A0A9J7L1V5_BRAFL tr|A0A9J7L1V5|A0A9J7L1V5_BRAFL Intelectin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118414443 PE=4 SV=1
OG0000316	Branchiostoma_lanceolatum_tr_A0A8J9VC09_A0A8J9VC09_BRALA tr|A0A8J9VC09|A0A8J9VC09_BRALA C1QTNF3 protein OS=Branchiostoma lanceolatum OX=7740 GN=C1QTNF3 PE=4 SV=1	Branchiostoma_floridae_tr_C3YHC1_C3YHC1_BRAFL tr|C3YHC1|C3YHC1_BRAFL Complement C1q-like protein 4 OS=Branchiostoma floridae OX=7739 GN=LOC118423472 PE=4 SV=1
OG0000317	Branchiostoma_lanceolatum_tr_A0A8K0F0G0_A0A8K0F0G0_BRALA tr|A0A8K0F0G0|A0A8K0F0G0_BRALA MUC3A protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC3A PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KRW5_A0A9J7KRW5_BRAFL tr|A0A9J7KRW5|A0A9J7KRW5_BRAFL Multiple epidermal growth factor-like domains protein 6 OS=Branchiostoma floridae OX=7739 GN=LOC118411054 PE=4 SV=1
OG0000321	Branchiostoma_lanceolatum_tr_A0A8K0ABA1_A0A8K0ABA1_BRALA tr|A0A8K0ABA1|A0A8K0ABA1_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F1F9_A0A8K0F1F9_BRALA tr|A0A8K0F1F9|A0A8K0F1F9_BRALA CSMD3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CSMD3 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7LGL6_A0A9J7LGL6_BRAFL tr|A0A9J7LGL6|A0A9J7LGL6_BRAFL E-selectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118419339 PE=4 SV=1
OG0000321	Branchiostoma_lanceolatum_tr_A0A8K0EYA6_A0A8K0EYA6_BRALA tr|A0A8K0EYA6|A0A8K0EYA6_BRALA SELP protein OS=Branchiostoma lanceolatum OX=7740 GN=SELP PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7LEW8_A0A9J7LEW8_BRAFL tr|A0A9J7LEW8|A0A9J7LEW8_BRAFL E-selectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118419338 PE=4 SV=1
OG0000322	Branchiostoma_lanceolatum_tr_A0A8J9YUC0_A0A8J9YUC0_BRALA tr|A0A8J9YUC0|A0A8J9YUC0_BRALA Serine/threonine-protein kinase 11-interacting protein OS=Branchiostoma lanceolatum OX=7740 GN=STK11IP PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0E4K0_A0A8K0E4K0_BRALA tr|A0A8K0E4K0|A0A8K0E4K0_BRALA Serine/threonine-protein kinase 11-interacting protein OS=Branchiostoma lanceolatum OX=7740 GN=STK11IP PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YUB0_A0A8J9YUB0_BRALA tr|A0A8J9YUB0|A0A8J9YUB0_BRALA Serine/threonine-protein kinase 11-interacting protein OS=Branchiostoma lanceolatum OX=7740 GN=STK11IP PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YU90_A0A8J9YU90_BRALA tr|A0A8J9YU90|A0A8J9YU90_BRALA Serine/threonine-protein kinase 11-interacting protein OS=Branchiostoma lanceolatum OX=7740 GN=STK11IP PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YU96_A0A8J9YU96_BRALA tr|A0A8J9YU96|A0A8J9YU96_BRALA Serine/threonine-protein kinase 11-interacting protein OS=Branchiostoma lanceolatum OX=7740 GN=STK11IP PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0E9M4_A0A8K0E9M4_BRALA tr|A0A8K0E9M4|A0A8K0E9M4_BRALA STK11IP protein OS=Branchiostoma lanceolatum OX=7740 GN=STK11IP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YUB7_A0A8J9YUB7_BRALA tr|A0A8J9YUB7|A0A8J9YUB7_BRALA Serine/threonine-protein kinase 11-interacting protein OS=Branchiostoma lanceolatum OX=7740 GN=STK11IP PE=3 SV=1	Branchiostoma_floridae_tr_A0A9J7NDS5_A0A9J7NDS5_BRAFL tr|A0A9J7NDS5|A0A9J7NDS5_BRAFL Serine/threonine-protein kinase 11-interacting protein OS=Branchiostoma floridae OX=7739 GN=LOC118432757 PE=3 SV=1
OG0000323	Branchiostoma_lanceolatum_tr_A0A8K0E9J7_A0A8K0E9J7_BRALA tr|A0A8K0E9J7|A0A8K0E9J7_BRALA Proprotein convertase subtilisin/kexin type 9 OS=Branchiostoma lanceolatum OX=7740 GN=PCSK9 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ED27_A0A8K0ED27_BRALA tr|A0A8K0ED27|A0A8K0ED27_BRALA PCSK9 protein OS=Branchiostoma lanceolatum OX=7740 GN=PCSK9 PE=3 SV=1	Branchiostoma_floridae_tr_A0A9J7M2L9_A0A9J7M2L9_BRAFL tr|A0A9J7M2L9|A0A9J7M2L9_BRAFL Proprotein convertase subtilisin/kexin type 9-like OS=Branchiostoma floridae OX=7739 GN=LOC118427573 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7N7T7_A0A9J7N7T7_BRAFL tr|A0A9J7N7T7|A0A9J7N7T7_BRAFL Proprotein convertase subtilisin/kexin type 9 OS=Branchiostoma floridae OX=7739 GN=LOC118427567 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M2T7_A0A9J7M2T7_BRAFL tr|A0A9J7M2T7|A0A9J7M2T7_BRAFL Proprotein convertase subtilisin/kexin type 9 OS=Branchiostoma floridae OX=7739 GN=LOC118427567 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7N825_A0A9J7N825_BRAFL tr|A0A9J7N825|A0A9J7N825_BRAFL Proprotein convertase subtilisin/kexin type 9 OS=Branchiostoma floridae OX=7739 GN=LOC118427567 PE=3 SV=1
OG0000325	Branchiostoma_lanceolatum_tr_A0A8J9Z6L3_A0A8J9Z6L3_BRALA tr|A0A8J9Z6L3|A0A8J9Z6L3_BRALA TECTA protein OS=Branchiostoma lanceolatum OX=7740 GN=TECTA PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KI71_A0A9J7KI71_BRAFL tr|A0A9J7KI71|A0A9J7KI71_BRAFL Serine-rich adhesin for platelets-like OS=Branchiostoma floridae OX=7739 GN=LOC118404904 PE=4 SV=1
OG0000326	Branchiostoma_lanceolatum_tr_A0A8J9Z9J7_A0A8J9Z9J7_BRALA tr|A0A8J9Z9J7|A0A8J9Z9J7_BRALA LRRC3B protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRC3B PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7K993_A0A9J7K993_BRAFL tr|A0A9J7K993|A0A9J7K993_BRAFL Slit homolog 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118406081 PE=4 SV=1
OG0000326	Branchiostoma_lanceolatum_tr_A0A8J9Z9J0_A0A8J9Z9J0_BRALA tr|A0A8J9Z9J0|A0A8J9Z9J0_BRALA LRRC3B protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRC3B PE=4 SV=1	Branchiostoma_floridae_sp_C3YZ59_LRRCB_BRAFL sp|C3YZ59|LRRCB_BRAFL Leucine-rich repeat-containing protein Bf66946 OS=Branchiostoma floridae OX=7739 GN=BRAFLDRAFT_66946 PE=1 SV=1
OG0000326	Branchiostoma_lanceolatum_tr_A0A8J9Z9Q4_A0A8J9Z9Q4_BRALA tr|A0A8J9Z9Q4|A0A8J9Z9Q4_BRALA SLIT2 protein OS=Branchiostoma lanceolatum OX=7740 GN=SLIT2 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7HKW4_A0A9J7HKW4_BRAFL tr|A0A9J7HKW4|A0A9J7HKW4_BRAFL Immunoglobulin superfamily containing leucine-rich repeat protein 2-like OS=Branchiostoma floridae OX=7739 GN=LOC118405805 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HMT8_A0A9J7HMT8_BRAFL tr|A0A9J7HMT8|A0A9J7HMT8_BRAFL Slit homolog 2 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118405389 PE=4 SV=1
OG0000326	Branchiostoma_lanceolatum_tr_A0A8J9ZA92_A0A8J9ZA92_BRALA tr|A0A8J9ZA92|A0A8J9ZA92_BRALA SLIT1 protein OS=Branchiostoma lanceolatum OX=7740 GN=SLIT1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7HP24_A0A9J7HP24_BRAFL tr|A0A9J7HP24|A0A9J7HP24_BRAFL Leucine-rich repeat-containing protein 3-like OS=Branchiostoma floridae OX=7739 GN=LOC118405392 PE=4 SV=1
OG0000327	Branchiostoma_lanceolatum_tr_A0A8K0AGJ6_A0A8K0AGJ6_BRALA tr|A0A8K0AGJ6|A0A8K0AGJ6_BRALA ERBIN protein OS=Branchiostoma lanceolatum OX=7740 GN=ERBIN PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ABH7_A0A8K0ABH7_BRALA tr|A0A8K0ABH7|A0A8K0ABH7_BRALA ERBIN protein OS=Branchiostoma lanceolatum OX=7740 GN=ERBIN PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZAN4_A0A8J9ZAN4_BRALA tr|A0A8J9ZAN4|A0A8J9ZAN4_BRALA NEURL4 protein OS=Branchiostoma lanceolatum OX=7740 GN=NEURL4 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EIW5_A0A8K0EIW5_BRALA tr|A0A8K0EIW5|A0A8K0EIW5_BRALA NEURL4 protein OS=Branchiostoma lanceolatum OX=7740 GN=NEURL4 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZBS2_A0A8J9ZBS2_BRALA tr|A0A8J9ZBS2|A0A8J9ZBS2_BRALA NEURL4 protein OS=Branchiostoma lanceolatum OX=7740 GN=NEURL4 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F202_A0A8K0F202_BRALA tr|A0A8K0F202|A0A8K0F202_BRALA NEURL4 protein OS=Branchiostoma lanceolatum OX=7740 GN=NEURL4 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7M8I0_A0A9J7M8I0_BRAFL tr|A0A9J7M8I0|A0A9J7M8I0_BRAFL Leucine-rich repeat-containing protein 40-like OS=Branchiostoma floridae OX=7739 GN=LOC118429496 PE=4 SV=1
OG0000328	Branchiostoma_lanceolatum_tr_A0A8J9ZEL8_A0A8J9ZEL8_BRALA tr|A0A8J9ZEL8|A0A8J9ZEL8_BRALA ADAM29 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAM29 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZEX4_A0A8J9ZEX4_BRALA tr|A0A8J9ZEX4|A0A8J9ZEX4_BRALA ADAM29 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAM29 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EGC5_A0A8K0EGC5_BRALA tr|A0A8K0EGC5|A0A8K0EGC5_BRALA ADAM29 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAM29 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EKZ2_A0A8K0EKZ2_BRALA tr|A0A8K0EKZ2|A0A8K0EKZ2_BRALA ADAM29 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAM29 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZCM8_A0A8J9ZCM8_BRALA tr|A0A8J9ZCM8|A0A8J9ZCM8_BRALA ADAM29 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAM29 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KUM2_A0A9J7KUM2_BRAFL tr|A0A9J7KUM2|A0A9J7KUM2_BRAFL Mucin-2-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118412120 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MK74_A0A9J7MK74_BRAFL tr|A0A9J7MK74|A0A9J7MK74_BRAFL Mucin-2-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118412120 PE=4 SV=1
OG0000329	Branchiostoma_lanceolatum_tr_A0A8K0EXP6_A0A8K0EXP6_BRALA tr|A0A8K0EXP6|A0A8K0EXP6_BRALA CPAMD8 protein OS=Branchiostoma lanceolatum OX=7740 GN=CPAMD8 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z3Z8_A0A8J9Z3Z8_BRALA tr|A0A8J9Z3Z8|A0A8J9Z3Z8_BRALA MATN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=MATN2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z5G8_A0A8J9Z5G8_BRALA tr|A0A8J9Z5G8|A0A8J9Z5G8_BRALA LRP4 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRP4 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z521_A0A8J9Z521_BRALA tr|A0A8J9Z521|A0A8J9Z521_BRALA COL6A3 protein OS=Branchiostoma lanceolatum OX=7740 GN=COL6A3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z423_A0A8J9Z423_BRALA tr|A0A8J9Z423|A0A8J9Z423_BRALA MATN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=MATN2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ED00_A0A8K0ED00_BRALA tr|A0A8K0ED00|A0A8K0ED00_BRALA MATN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=MATN2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YW70_A0A8J9YW70_BRALA tr|A0A8J9YW70|A0A8J9YW70_BRALA MATN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=MATN2 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7HJV1_A0A9J7HJV1_BRAFL tr|A0A9J7HJV1|A0A9J7HJV1_BRAFL Matrilin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118404443 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KHV1_A0A9J7KHV1_BRAFL tr|A0A9J7KHV1|A0A9J7KHV1_BRAFL Uncharacterized protein LOC118404439 OS=Branchiostoma floridae OX=7739 GN=LOC118404439 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HIQ7_A0A9J7HIQ7_BRAFL tr|A0A9J7HIQ7|A0A9J7HIQ7_BRAFL Uncharacterized protein LOC118404906 OS=Branchiostoma floridae OX=7739 GN=LOC118404906 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HGV2_A0A9J7HGV2_BRAFL tr|A0A9J7HGV2|A0A9J7HGV2_BRAFL Matrilin-3-like OS=Branchiostoma floridae OX=7739 GN=LOC118404442 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HGV4_A0A9J7HGV4_BRAFL tr|A0A9J7HGV4|A0A9J7HGV4_BRAFL Uncharacterized protein LOC118404441 OS=Branchiostoma floridae OX=7739 GN=LOC118404441 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LFL0_A0A9J7LFL0_BRAFL tr|A0A9J7LFL0|A0A9J7LFL0_BRAFL Uncharacterized protein LOC118419550 OS=Branchiostoma floridae OX=7739 GN=LOC118419550 PE=4 SV=1
OG0000338	Branchiostoma_lanceolatum_tr_A0A8J9ZE36_A0A8J9ZE36_BRALA tr|A0A8J9ZE36|A0A8J9ZE36_BRALA Uridylate-specific endoribonuclease OS=Branchiostoma lanceolatum OX=7740 GN=ENDOU PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZFB9_A0A8J9ZFB9_BRALA tr|A0A8J9ZFB9|A0A8J9ZFB9_BRALA Uridylate-specific endoribonuclease OS=Branchiostoma lanceolatum OX=7740 GN=ENDOU PE=3 SV=1	Branchiostoma_floridae_tr_A0A9J7MHN2_A0A9J7MHN2_BRAFL tr|A0A9J7MHN2|A0A9J7MHN2_BRAFL Uridylate-specific endoribonuclease OS=Branchiostoma floridae OX=7739 GN=LOC118410291 PE=3 SV=1
OG0000338	Branchiostoma_lanceolatum_tr_A0A8J9ZXV3_A0A8J9ZXV3_BRALA tr|A0A8J9ZXV3|A0A8J9ZXV3_BRALA Uridylate-specific endoribonuclease OS=Branchiostoma lanceolatum OX=7740 GN=ENDOU PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZXB7_A0A8J9ZXB7_BRALA tr|A0A8J9ZXB7|A0A8J9ZXB7_BRALA Uridylate-specific endoribonuclease OS=Branchiostoma lanceolatum OX=7740 GN=ENDOU PE=3 SV=1	Branchiostoma_floridae_tr_A0A9J7MS71_A0A9J7MS71_BRAFL tr|A0A9J7MS71|A0A9J7MS71_BRAFL Uridylate-specific endoribonuclease OS=Branchiostoma floridae OX=7739 GN=LOC118416098 PE=3 SV=1
OG0000338	Branchiostoma_lanceolatum_tr_A0A8J9ZXE0_A0A8J9ZXE0_BRALA tr|A0A8J9ZXE0|A0A8J9ZXE0_BRALA Uridylate-specific endoribonuclease OS=Branchiostoma lanceolatum OX=7740 GN=ENDOU PE=3 SV=1	Branchiostoma_floridae_tr_A0A9J7MQZ6_A0A9J7MQZ6_BRAFL tr|A0A9J7MQZ6|A0A9J7MQZ6_BRAFL Uridylate-specific endoribonuclease OS=Branchiostoma floridae OX=7739 GN=LOC118415342 PE=3 SV=1
OG0000339	Branchiostoma_lanceolatum_tr_A0A8J9ZDE6_A0A8J9ZDE6_BRALA tr|A0A8J9ZDE6|A0A8J9ZDE6_BRALA IGF2 protein OS=Branchiostoma lanceolatum OX=7740 GN=IGF2 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZCG3_A0A8J9ZCG3_BRALA tr|A0A8J9ZCG3|A0A8J9ZCG3_BRALA IGF2 protein OS=Branchiostoma lanceolatum OX=7740 GN=IGF2 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZCH5_A0A8J9ZCH5_BRALA tr|A0A8J9ZCH5|A0A8J9ZCH5_BRALA IGF2 protein OS=Branchiostoma lanceolatum OX=7740 GN=IGF2 PE=3 SV=1	Branchiostoma_floridae_tr_A0A9J7HS22_A0A9J7HS22_BRAFL tr|A0A9J7HS22|A0A9J7HS22_BRAFL LOW QUALITY PROTEIN_ insulin-like peptide OS=Branchiostoma floridae OX=7739 GN=LOC118407887 PE=3 SV=1
OG0000340	Branchiostoma_lanceolatum_tr_A0A8K0A6F9_A0A8K0A6F9_BRALA tr|A0A8K0A6F9|A0A8K0A6F9_BRALA HGF protein OS=Branchiostoma lanceolatum OX=7740 GN=HGF PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KTL4_A0A9J7KTL4_BRAFL tr|A0A9J7KTL4|A0A9J7KTL4_BRAFL Inactive serine protease PAMR1-like OS=Branchiostoma floridae OX=7739 GN=LOC118411402 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M3R9_A0A9J7M3R9_BRAFL tr|A0A9J7M3R9|A0A9J7M3R9_BRAFL Uncharacterized protein LOC118428295 OS=Branchiostoma floridae OX=7739 GN=LOC118428295 PE=4 SV=1
OG0000340	Branchiostoma_lanceolatum_tr_A0A8J9ZPN0_A0A8J9ZPN0_BRALA tr|A0A8J9ZPN0|A0A8J9ZPN0_BRALA Kringle-containing protein marking the eye and the nose OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YWZ9_A0A8J9YWZ9_BRALA tr|A0A8J9YWZ9|A0A8J9YWZ9_BRALA Kringle-containing protein marking the eye and the nose OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7MF90_A0A9J7MF90_BRAFL tr|A0A9J7MF90|A0A9J7MF90_BRAFL Kringle-containing protein marking the eye and the nose OS=Branchiostoma floridae OX=7739 GN=LOC118432265 PE=4 SV=1
OG0000341	Branchiostoma_lanceolatum_tr_A0A8J9WFR9_A0A8J9WFR9_BRALA tr|A0A8J9WFR9|A0A8J9WFR9_BRALA MUC5AC protein OS=Branchiostoma lanceolatum OX=7740 GN=MUC5AC PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7LTM7_A0A9J7LTM7_BRAFL tr|A0A9J7LTM7|A0A9J7LTM7_BRAFL Mucin-5AC-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118424006 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LW11_A0A9J7LW11_BRAFL tr|A0A9J7LW11|A0A9J7LW11_BRAFL Mucin-5AC-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118424006 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LS38_A0A9J7LS38_BRAFL tr|A0A9J7LS38|A0A9J7LS38_BRAFL Mucin-5AC-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118424006 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N3G4_A0A9J7N3G4_BRAFL tr|A0A9J7N3G4|A0A9J7N3G4_BRAFL Mucin-5AC-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118424006 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N1R8_A0A9J7N1R8_BRAFL tr|A0A9J7N1R8|A0A9J7N1R8_BRAFL Mucin-5AC-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118424006 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LTF0_A0A9J7LTF0_BRAFL tr|A0A9J7LTF0|A0A9J7LTF0_BRAFL Mucin-5AC-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118424006 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LU02_A0A9J7LU02_BRAFL tr|A0A9J7LU02|A0A9J7LU02_BRAFL Mucin-5AC-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118424006 PE=4 SV=1
OG0000342	Branchiostoma_lanceolatum_tr_A0A8K0AH26_A0A8K0AH26_BRALA tr|A0A8K0AH26|A0A8K0AH26_BRALA HMCN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HMCN1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7M6T1_A0A9J7M6T1_BRAFL tr|A0A9J7M6T1|A0A9J7M6T1_BRAFL SCO-spondin-like OS=Branchiostoma floridae OX=7739 GN=LOC118428569 PE=4 SV=1
OG0000342	Branchiostoma_lanceolatum_tr_A0A8K0EYL1_A0A8K0EYL1_BRALA tr|A0A8K0EYL1|A0A8K0EYL1_BRALA HMCN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HMCN1 PE=4 SV=1	Branchiostoma_floridae_tr_C3YWD8_C3YWD8_BRAFL tr|C3YWD8|C3YWD8_BRAFL Uncharacterized protein LOC118428567 OS=Branchiostoma floridae OX=7739 GN=LOC118428567 PE=4 SV=1
OG0000343	Branchiostoma_lanceolatum_tr_A0A8J9YYE1_A0A8J9YYE1_BRALA tr|A0A8J9YYE1|A0A8J9YYE1_BRALA PRLR protein OS=Branchiostoma lanceolatum OX=7740 GN=PRLR PE=3 SV=1	Branchiostoma_floridae_tr_A0A9J7MBP8_A0A9J7MBP8_BRAFL tr|A0A9J7MBP8|A0A9J7MBP8_BRAFL Prolactin receptor-like OS=Branchiostoma floridae OX=7739 GN=LOC118431284 PE=3 SV=1
OG0000345	Branchiostoma_lanceolatum_tr_A0A8J9Z1V1_A0A8J9Z1V1_BRALA tr|A0A8J9Z1V1|A0A8J9Z1V1_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1S4_A0A8J9Z1S4_BRALA tr|A0A8J9Z1S4|A0A8J9Z1S4_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1T0_A0A8J9Z1T0_BRALA tr|A0A8J9Z1T0|A0A8J9Z1T0_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z106_A0A8J9Z106_BRALA tr|A0A8J9Z106|A0A8J9Z106_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EEJ3_A0A8K0EEJ3_BRALA tr|A0A8K0EEJ3|A0A8K0EEJ3_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1Q0_A0A8J9Z1Q0_BRALA tr|A0A8J9Z1Q0|A0A8J9Z1Q0_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EC42_A0A8K0EC42_BRALA tr|A0A8K0EC42|A0A8K0EC42_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0E9Z5_A0A8K0E9Z5_BRALA tr|A0A8K0E9Z5|A0A8K0E9Z5_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EAY0_A0A8K0EAY0_BRALA tr|A0A8K0EAY0|A0A8K0EAY0_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7M4V1_A0A9J7M4V1_BRAFL tr|A0A9J7M4V1|A0A9J7M4V1_BRAFL Fibronectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118428136 PE=4 SV=1
OG0000345	Branchiostoma_lanceolatum_tr_A0A8J9Z1R2_A0A8J9Z1R2_BRALA tr|A0A8J9Z1R2|A0A8J9Z1R2_BRALA CR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CR2 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7M3I6_A0A9J7M3I6_BRAFL tr|A0A9J7M3I6|A0A9J7M3I6_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118428052 PE=4 SV=1
OG0000347	Branchiostoma_lanceolatum_tr_A0A8J9W2T5_A0A8J9W2T5_BRALA tr|A0A8J9W2T5|A0A8J9W2T5_BRALA SLIT2 protein OS=Branchiostoma lanceolatum OX=7740 GN=SLIT2 PE=4 SV=1	Branchiostoma_floridae_tr_C3YSM6_C3YSM6_BRAFL tr|C3YSM6|C3YSM6_BRAFL Leucine-rich repeat-containing protein 15-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118424663 PE=4 SV=1
