Orthogroup	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000101	Branchiostoma_lanceolatum_tr_A0A8K0EQC5_A0A8K0EQC5_BRALA tr|A0A8K0EQC5|A0A8K0EQC5_BRALA NPHS1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NPHS1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZUB1_A0A8J9ZUB1_BRALA tr|A0A8J9ZUB1|A0A8J9ZUB1_BRALA NPHS1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NPHS1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZRH6_A0A8J9ZRH6_BRALA tr|A0A8J9ZRH6|A0A8J9ZRH6_BRALA NPHS1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NPHS1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZVX4_A0A8J9ZVX4_BRALA tr|A0A8J9ZVX4|A0A8J9ZVX4_BRALA NPHS1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NPHS1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZU54_A0A8J9ZU54_BRALA tr|A0A8J9ZU54|A0A8J9ZU54_BRALA NPHS1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NPHS1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZU42_A0A8J9ZU42_BRALA tr|A0A8J9ZU42|A0A8J9ZU42_BRALA NPHS1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NPHS1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EN31_A0A8K0EN31_BRALA tr|A0A8K0EN31|A0A8K0EN31_BRALA NPHS1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NPHS1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZRG1_A0A8J9ZRG1_BRALA tr|A0A8J9ZRG1|A0A8J9ZRG1_BRALA NPHS1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NPHS1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EQ67_A0A8K0EQ67_BRALA tr|A0A8K0EQ67|A0A8K0EQ67_BRALA NPHS1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NPHS1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ESV4_A0A8K0ESV4_BRALA tr|A0A8K0ESV4|A0A8K0ESV4_BRALA NPHS1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NPHS1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZUF5_A0A8J9ZUF5_BRALA tr|A0A8J9ZUF5|A0A8J9ZUF5_BRALA NPHS1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NPHS1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ETH3_A0A8K0ETH3_BRALA tr|A0A8K0ETH3|A0A8K0ETH3_BRALA NPHS1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NPHS1 PE=4 SV=1	Exaiptasia_diaphana_XP_028516956.1 XP_028516956.1 nephrin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908119.2 XP_020908119.2 nephrin isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908120.2 XP_020908120.2 nephrin isoform X3 [Exaiptasia diaphana]
OG0000103	Branchiostoma_lanceolatum_tr_A0A8J9ZHR8_A0A8J9ZHR8_BRALA tr|A0A8J9ZHR8|A0A8J9ZHR8_BRALA LRRC49 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRC49 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ENR3_A0A8K0ENR3_BRALA tr|A0A8K0ENR3|A0A8K0ENR3_BRALA LRRC49 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRC49 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZKJ7_A0A8J9ZKJ7_BRALA tr|A0A8J9ZKJ7|A0A8J9ZKJ7_BRALA LRRC49 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRC49 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZK56_A0A8J9ZK56_BRALA tr|A0A8J9ZK56|A0A8J9ZK56_BRALA LRRC49 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRC49 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZHS4_A0A8J9ZHS4_BRALA tr|A0A8J9ZHS4|A0A8J9ZHS4_BRALA LRRC49 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRC49 PE=4 SV=1	Exaiptasia_diaphana_XP_028519276.1 XP_028519276.1 leucine-rich repeat-containing protein 49 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519277.1 XP_028519277.1 leucine-rich repeat-containing protein 49 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915977.1 XP_020915977.1 leucine-rich repeat-containing protein 49 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915978.1 XP_020915978.1 leucine-rich repeat-containing protein 49 isoform X2 [Exaiptasia diaphana]
OG0000108	Branchiostoma_lanceolatum_tr_A0A8K0F2N4_A0A8K0F2N4_BRALA tr|A0A8K0F2N4|A0A8K0F2N4_BRALA MATN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=MATN2 PE=4 SV=1	Exaiptasia_diaphana_XP_028513261.1 XP_028513261.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110233659 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911275.1 XP_020911275.1 collagen alpha-1_XII_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908335.1 XP_020908335.1 uncharacterized protein LOC110246342 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911352.1 XP_020911352.1 collagen alpha-4_VI_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891973.1 XP_020891973.1 collagen alpha-1_XXII_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891974.1 XP_020891974.1 collagen alpha-1_XXII_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896795.1 XP_020896795.1 uncharacterized protein LOC110235661 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902724.1 XP_020902724.1 integrin alpha-X [Exaiptasia diaphana]
OG0000111	Branchiostoma_lanceolatum_tr_A0A8K0AD50_A0A8K0AD50_BRALA tr|A0A8K0AD50|A0A8K0AD50_BRALA ATF7IP protein OS=Branchiostoma lanceolatum OX=7740 GN=ATF7IP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AD49_A0A8K0AD49_BRALA tr|A0A8K0AD49|A0A8K0AD49_BRALA ATF7IP protein OS=Branchiostoma lanceolatum OX=7740 GN=ATF7IP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ADY3_A0A8K0ADY3_BRALA tr|A0A8K0ADY3|A0A8K0ADY3_BRALA ATF7IP protein OS=Branchiostoma lanceolatum OX=7740 GN=ATF7IP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AIT5_A0A8K0AIT5_BRALA tr|A0A8K0AIT5|A0A8K0AIT5_BRALA ATF7IP protein OS=Branchiostoma lanceolatum OX=7740 GN=ATF7IP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AH02_A0A8K0AH02_BRALA tr|A0A8K0AH02|A0A8K0AH02_BRALA ATF7IP protein OS=Branchiostoma lanceolatum OX=7740 GN=ATF7IP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AFG2_A0A8K0AFG2_BRALA tr|A0A8K0AFG2|A0A8K0AFG2_BRALA ATF7IP protein OS=Branchiostoma lanceolatum OX=7740 GN=ATF7IP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AEC4_A0A8K0AEC4_BRALA tr|A0A8K0AEC4|A0A8K0AEC4_BRALA ATF7IP protein OS=Branchiostoma lanceolatum OX=7740 GN=ATF7IP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AE94_A0A8K0AE94_BRALA tr|A0A8K0AE94|A0A8K0AE94_BRALA ATF7IP protein OS=Branchiostoma lanceolatum OX=7740 GN=ATF7IP PE=4 SV=1	Exaiptasia_diaphana_XP_020907468.1 XP_020907468.1 mucin-17 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899377.1 XP_020899377.1 activating transcription factor 7-interacting protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516794.1 XP_028516794.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516793.1 XP_028516793.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516795.1 XP_028516795.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana]
OG0000112	Branchiostoma_lanceolatum_tr_A0A8S4MMQ0_A0A8S4MMQ0_BRALA tr|A0A8S4MMQ0|A0A8S4MMQ0_BRALA HPSE protein OS=Branchiostoma lanceolatum OX=7740 GN=HPSE PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8S4MMR1_A0A8S4MMR1_BRALA tr|A0A8S4MMR1|A0A8S4MMR1_BRALA HPSE protein OS=Branchiostoma lanceolatum OX=7740 GN=HPSE PE=3 SV=1	Exaiptasia_diaphana_XP_020913908.2 XP_020913908.2 heparanase_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908291.2 XP_020908291.2 heparanase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899290.2 XP_020899290.2 uncharacterized protein LOC110238002 [Exaiptasia diaphana]
OG0000113	Branchiostoma_lanceolatum_tr_A0A8J9Z1R9_A0A8J9Z1R9_BRALA tr|A0A8J9Z1R9|A0A8J9Z1R9_BRALA FNDC3B protein OS=Branchiostoma lanceolatum OX=7740 GN=FNDC3B PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1P6_A0A8J9Z1P6_BRALA tr|A0A8J9Z1P6|A0A8J9Z1P6_BRALA FNDC3B protein OS=Branchiostoma lanceolatum OX=7740 GN=FNDC3B PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1M0_A0A8J9Z1M0_BRALA tr|A0A8J9Z1M0|A0A8J9Z1M0_BRALA FNDC3B protein OS=Branchiostoma lanceolatum OX=7740 GN=FNDC3B PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EAW2_A0A8K0EAW2_BRALA tr|A0A8K0EAW2|A0A8K0EAW2_BRALA FNDC3B protein OS=Branchiostoma lanceolatum OX=7740 GN=FNDC3B PE=4 SV=1	Exaiptasia_diaphana_XP_020908660.2 XP_020908660.2 fibronectin type-III domain-containing protein 3A-like [Exaiptasia diaphana]
OG0000114	Branchiostoma_lanceolatum_tr_A0A8K0EVT4_A0A8K0EVT4_BRALA tr|A0A8K0EVT4|A0A8K0EVT4_BRALA HCFC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HCFC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ET55_A0A8K0ET55_BRALA tr|A0A8K0ET55|A0A8K0ET55_BRALA HCFC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HCFC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ESW5_A0A8K0ESW5_BRALA tr|A0A8K0ESW5|A0A8K0ESW5_BRALA HCFC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HCFC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZYA8_A0A8J9ZYA8_BRALA tr|A0A8J9ZYA8|A0A8J9ZYA8_BRALA HCFC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HCFC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EQQ2_A0A8K0EQQ2_BRALA tr|A0A8K0EQQ2|A0A8K0EQQ2_BRALA HCFC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HCFC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZZS5_A0A8J9ZZS5_BRALA tr|A0A8J9ZZS5|A0A8J9ZZS5_BRALA HCFC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HCFC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZZG4_A0A8J9ZZG4_BRALA tr|A0A8J9ZZG4|A0A8J9ZZG4_BRALA HCFC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HCFC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A1U8_A0A8K0A1U8_BRALA tr|A0A8K0A1U8|A0A8K0A1U8_BRALA HCFC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HCFC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZX22_A0A8J9ZX22_BRALA tr|A0A8J9ZX22|A0A8J9ZX22_BRALA HCFC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HCFC1 PE=4 SV=1	Exaiptasia_diaphana_XP_020909724.1 XP_020909724.1 host cell factor 2 [Exaiptasia diaphana]
OG0000116	Branchiostoma_lanceolatum_tr_A0A8J9ZS94_A0A8J9ZS94_BRALA tr|A0A8J9ZS94|A0A8J9ZS94_BRALA NCAM2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NCAM2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZS15_A0A8J9ZS15_BRALA tr|A0A8J9ZS15|A0A8J9ZS15_BRALA NCAM2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NCAM2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZS12_A0A8J9ZS12_BRALA tr|A0A8J9ZS12|A0A8J9ZS12_BRALA NCAM2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NCAM2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZTH6_A0A8J9ZTH6_BRALA tr|A0A8J9ZTH6|A0A8J9ZTH6_BRALA NCAM2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NCAM2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZS23_A0A8J9ZS23_BRALA tr|A0A8J9ZS23|A0A8J9ZS23_BRALA NCAM2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NCAM2 PE=4 SV=1	Exaiptasia_diaphana_XP_020911328.1 XP_020911328.1 neural cell adhesion molecule 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913503.1 XP_020913503.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913502.1 XP_020913502.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913479.1 XP_020913479.1 peroxidasin homolog [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913478.1 XP_020913478.1 peroxidasin homolog [Exaiptasia diaphana]
OG0000119	Branchiostoma_lanceolatum_tr_A0A8K0E6I6_A0A8K0E6I6_BRALA tr|A0A8K0E6I6|A0A8K0E6I6_BRALA LRRC40 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRC40 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0E8D8_A0A8K0E8D8_BRALA tr|A0A8K0E8D8|A0A8K0E8D8_BRALA LRRC40 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRC40 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EB64_A0A8K0EB64_BRALA tr|A0A8K0EB64|A0A8K0EB64_BRALA LRRC40 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRC40 PE=4 SV=1	Exaiptasia_diaphana_XP_020903052.1 XP_020903052.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]
OG0000120	Branchiostoma_lanceolatum_tr_A0A8J9Z549_A0A8J9Z549_BRALA tr|A0A8J9Z549|A0A8J9Z549_BRALA Syndecan OS=Branchiostoma lanceolatum OX=7740 GN=SDC1 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z597_A0A8J9Z597_BRALA tr|A0A8J9Z597|A0A8J9Z597_BRALA Syndecan OS=Branchiostoma lanceolatum OX=7740 GN=SDC1 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z5W6_A0A8J9Z5W6_BRALA tr|A0A8J9Z5W6|A0A8J9Z5W6_BRALA Syndecan OS=Branchiostoma lanceolatum OX=7740 GN=SDC1 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z560_A0A8J9Z560_BRALA tr|A0A8J9Z560|A0A8J9Z560_BRALA Syndecan OS=Branchiostoma lanceolatum OX=7740 GN=SDC1 PE=3 SV=1	Exaiptasia_diaphana_XP_020893567.1 XP_020893567.1 syndecan-2 [Exaiptasia diaphana]
OG0000121	Branchiostoma_lanceolatum_tr_A0A8J9Z0X9_A0A8J9Z0X9_BRALA tr|A0A8J9Z0X9|A0A8J9Z0X9_BRALA LPA protein OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z0U3_A0A8J9Z0U3_BRALA tr|A0A8J9Z0U3|A0A8J9Z0U3_BRALA LPA protein OS=Branchiostoma lanceolatum OX=7740 GN=LPA PE=4 SV=1	Exaiptasia_diaphana_XP_020907978.1 XP_020907978.1 uncharacterized protein LOC110246029 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907979.1 XP_020907979.1 uncharacterized protein LOC110246029 isoform X2 [Exaiptasia diaphana]
OG0000126	Branchiostoma_lanceolatum_tr_A0A8K0ETA0_A0A8K0ETA0_BRALA tr|A0A8K0ETA0|A0A8K0ETA0_BRALA CTD-3088G3.8 protein OS=Branchiostoma lanceolatum OX=7740 GN=CTD-3088G3.8 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EVX9_A0A8K0EVX9_BRALA tr|A0A8K0EVX9|A0A8K0EVX9_BRALA CTD-3088G3.8 protein OS=Branchiostoma lanceolatum OX=7740 GN=CTD-3088G3.8 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YTX8_A0A8J9YTX8_BRALA tr|A0A8J9YTX8|A0A8J9YTX8_BRALA CPT2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CPT2 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YYW4_A0A8J9YYW4_BRALA tr|A0A8J9YYW4|A0A8J9YYW4_BRALA Hypp7221 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp7221 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YZ00_A0A8J9YZ00_BRALA tr|A0A8J9YZ00|A0A8J9YZ00_BRALA CTD-3088G3.8 protein OS=Branchiostoma lanceolatum OX=7740 GN=CTD-3088G3.8 PE=4 SV=1	Exaiptasia_diaphana_XP_028518372.1 XP_028518372.1 uncharacterized protein LOC114576268_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514775.1 XP_028514775.1 uncharacterized protein LOC110238759 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514435.1 XP_028514435.1 uncharacterized protein LOC110237419 [Exaiptasia diaphana]
OG0000128	Branchiostoma_lanceolatum_tr_A0A8K0EM97_A0A8K0EM97_BRALA tr|A0A8K0EM97|A0A8K0EM97_BRALA Hypp1791 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp1791 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EPT6_A0A8K0EPT6_BRALA tr|A0A8K0EPT6|A0A8K0EPT6_BRALA Hypp1791 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp1791 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EQB6_A0A8K0EQB6_BRALA tr|A0A8K0EQB6|A0A8K0EQB6_BRALA Hypp1792 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp1792 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EK80_A0A8K0EK80_BRALA tr|A0A8K0EK80|A0A8K0EK80_BRALA Hypp1792 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp1792 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EM99_A0A8K0EM99_BRALA tr|A0A8K0EM99|A0A8K0EM99_BRALA Hypp1792 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp1792 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZKJ8_A0A8J9ZKJ8_BRALA tr|A0A8J9ZKJ8|A0A8J9ZKJ8_BRALA Hypp1785 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp1785 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZKL7_A0A8J9ZKL7_BRALA tr|A0A8J9ZKL7|A0A8J9ZKL7_BRALA Hypp1786 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp1786 PE=4 SV=1	Exaiptasia_diaphana_XP_020908181.1 XP_020908181.1 uncharacterized protein LOC110246203_ partial [Exaiptasia diaphana]
OG0000129	Branchiostoma_lanceolatum_tr_A0A8K0ED30_A0A8K0ED30_BRALA tr|A0A8K0ED30|A0A8K0ED30_BRALA APOB protein OS=Branchiostoma lanceolatum OX=7740 GN=APOB PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ECJ8_A0A8K0ECJ8_BRALA tr|A0A8K0ECJ8|A0A8K0ECJ8_BRALA APOB protein OS=Branchiostoma lanceolatum OX=7740 GN=APOB PE=4 SV=1	Exaiptasia_diaphana_XP_020903051.1 XP_020903051.1 uncharacterized protein LOC110241526 [Exaiptasia diaphana]
OG0000133	Branchiostoma_lanceolatum_tr_A0A8J9ZTW7_A0A8J9ZTW7_BRALA tr|A0A8J9ZTW7|A0A8J9ZTW7_BRALA LRRC9 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRC9 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZR44_A0A8J9ZR44_BRALA tr|A0A8J9ZR44|A0A8J9ZR44_BRALA LRRC9 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRC9 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZQY4_A0A8J9ZQY4_BRALA tr|A0A8J9ZQY4|A0A8J9ZQY4_BRALA LRRC9 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRC9 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZQY7_A0A8J9ZQY7_BRALA tr|A0A8J9ZQY7|A0A8J9ZQY7_BRALA LRRC9 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRC9 PE=4 SV=1	Exaiptasia_diaphana_XP_020911647.1 XP_020911647.1 leucine-rich repeat-containing protein 9 [Exaiptasia diaphana]
OG0000137	Branchiostoma_lanceolatum_tr_A0A8K0A1P1_A0A8K0A1P1_BRALA tr|A0A8K0A1P1|A0A8K0A1P1_BRALA NPTX2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NPTX2 PE=4 SV=1	Exaiptasia_diaphana_XP_020906821.1 XP_020906821.1 C-reactive protein 1.4-like [Exaiptasia diaphana]
OG0000138	Branchiostoma_lanceolatum_tr_A0A8K0AA17_A0A8K0AA17_BRALA tr|A0A8K0AA17|A0A8K0AA17_BRALA PTPRF protein OS=Branchiostoma lanceolatum OX=7740 GN=PTPRF PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ACR5_A0A8K0ACR5_BRALA tr|A0A8K0ACR5|A0A8K0ACR5_BRALA PTPRF protein OS=Branchiostoma lanceolatum OX=7740 GN=PTPRF PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A918_A0A8K0A918_BRALA tr|A0A8K0A918|A0A8K0A918_BRALA PTPRF protein OS=Branchiostoma lanceolatum OX=7740 GN=PTPRF PE=4 SV=1	Exaiptasia_diaphana_XP_020901311.1 XP_020901311.1 phosphatidylinositol phosphatase PTPRQ_ partial [Exaiptasia diaphana]
OG0000146	Branchiostoma_lanceolatum_tr_A0A8J9ZQ39_A0A8J9ZQ39_BRALA tr|A0A8J9ZQ39|A0A8J9ZQ39_BRALA LRSAM1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRSAM1 PE=4 SV=1	Exaiptasia_diaphana_XP_028514033.1 XP_028514033.1 leucine-rich repeat-containing protein 27-like [Exaiptasia diaphana]
OG0000146	Branchiostoma_lanceolatum_tr_A0A8J9ZGT5_A0A8J9ZGT5_BRALA tr|A0A8J9ZGT5|A0A8J9ZGT5_BRALA LRRIQ4 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRIQ4 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A024_A0A8K0A024_BRALA tr|A0A8K0A024|A0A8K0A024_BRALA LRRTM2 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRTM2 PE=4 SV=1	Exaiptasia_diaphana_XP_028512736.1 XP_028512736.1 uncharacterized protein LOC110231904 [Exaiptasia diaphana]
OG0000148	Branchiostoma_lanceolatum_tr_A0A8J9ZTV6_A0A8J9ZTV6_BRALA tr|A0A8J9ZTV6|A0A8J9ZTV6_BRALA TGFB2 protein OS=Branchiostoma lanceolatum OX=7740 GN=TGFB2 PE=3 SV=1	Exaiptasia_diaphana_XP_020915263.1 XP_020915263.1 transforming growth factor beta-2 proprotein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519105.1 XP_028519105.1 transforming growth factor beta-2 proprotein [Exaiptasia diaphana]
OG0000150	Branchiostoma_lanceolatum_tr_A0A8K0AA84_A0A8K0AA84_BRALA tr|A0A8K0AA84|A0A8K0AA84_BRALA PAPPA protein OS=Branchiostoma lanceolatum OX=7740 GN=PAPPA PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ADY5_A0A8K0ADY5_BRALA tr|A0A8K0ADY5|A0A8K0ADY5_BRALA PAPPA protein OS=Branchiostoma lanceolatum OX=7740 GN=PAPPA PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A947_A0A8K0A947_BRALA tr|A0A8K0A947|A0A8K0A947_BRALA PAPPA protein OS=Branchiostoma lanceolatum OX=7740 GN=PAPPA PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A8G3_A0A8K0A8G3_BRALA tr|A0A8K0A8G3|A0A8K0A8G3_BRALA PAPPA protein OS=Branchiostoma lanceolatum OX=7740 GN=PAPPA PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8S4MPD7_A0A8S4MPD7_BRALA tr|A0A8S4MPD7|A0A8S4MPD7_BRALA PAPPA protein OS=Branchiostoma lanceolatum OX=7740 GN=PAPPA PE=4 SV=1	Exaiptasia_diaphana_XP_020917617.1 XP_020917617.1 pappalysin-1 [Exaiptasia diaphana]
OG0000152	Branchiostoma_lanceolatum_tr_A0A8K0E9D4_A0A8K0E9D4_BRALA tr|A0A8K0E9D4|A0A8K0E9D4_BRALA SHOC2 protein OS=Branchiostoma lanceolatum OX=7740 GN=SHOC2 PE=4 SV=1	Exaiptasia_diaphana_XP_020904233.1 XP_020904233.1 leucine-rich repeat protein soc-2 homolog isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904234.1 XP_020904234.1 leucine-rich repeat protein soc-2 homolog isoform X2 [Exaiptasia diaphana]
OG0000156	Branchiostoma_lanceolatum_tr_A0A8K0EKD9_A0A8K0EKD9_BRALA tr|A0A8K0EKD9|A0A8K0EKD9_BRALA MFAP1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MFAP1 PE=3 SV=1	Exaiptasia_diaphana_XP_028513245.1 XP_028513245.1 microfibrillar-associated protein 1 [Exaiptasia diaphana]
