Orthogroup	Cnidaria_Anthozoa_Acropora_digitifera	Cnidaria_Anthozoa_Nematostella_vectensis
OG0000161	Acropora_digitifera_adi_v1.07873 adi_v1.07873, Acropora_digitifera_adi_v1.14769 adi_v1.14769, Acropora_digitifera_adi_v1.11909 adi_v1.11909, Acropora_digitifera_adi_v1.02892 adi_v1.02892, Acropora_digitifera_adi_v1.24618 adi_v1.24618, Acropora_digitifera_adi_v1.19999 adi_v1.19999, Acropora_digitifera_adi_v1.01816 adi_v1.01816, Acropora_digitifera_adi_v1.17526 adi_v1.17526, Acropora_digitifera_adi_v1.19764 adi_v1.19764, Acropora_digitifera_adi_v1.10621 adi_v1.10621, Acropora_digitifera_adi_v1.13470 adi_v1.13470, Acropora_digitifera_adi_v1.19104 adi_v1.19104, Acropora_digitifera_adi_v1.11699 adi_v1.11699, Acropora_digitifera_adi_v1.11698 adi_v1.11698, Acropora_digitifera_adi_v1.01815 adi_v1.01815, Acropora_digitifera_adi_v1.21286 adi_v1.21286, Acropora_digitifera_adi_v1.04421 adi_v1.04421, Acropora_digitifera_adi_v1.24737 adi_v1.24737, Acropora_digitifera_adi_v1.07781 adi_v1.07781, Acropora_digitifera_adi_v1.07782 adi_v1.07782, Acropora_digitifera_adi_v1.16073 adi_v1.16073, Acropora_digitifera_adi_v1.13879 adi_v1.13879, Acropora_digitifera_adi_v1.03274 adi_v1.03274, Acropora_digitifera_adi_v1.12082 adi_v1.12082	Nematostella_vectensis_NV2t009101001.1 NV2t009101001.1, Nematostella_vectensis_NV2t024169002.1 NV2t024169002.1, Nematostella_vectensis_NV2t024169001.1 NV2t024169001.1
OG0000165	Acropora_digitifera_adi_v1.19692 adi_v1.19692	Nematostella_vectensis_NV2t022022001.1 NV2t022022001.1
OG0000170	Acropora_digitifera_adi_v1.17856 adi_v1.17856, Acropora_digitifera_adi_v1.22256 adi_v1.22256, Acropora_digitifera_adi_v1.19857 adi_v1.19857, Acropora_digitifera_adi_v1.21654 adi_v1.21654	Nematostella_vectensis_NV2t001284002.1 NV2t001284002.1, Nematostella_vectensis_NV2t001284001.1 NV2t001284001.1
OG0000170	Acropora_digitifera_adi_v1.11398 adi_v1.11398	Nematostella_vectensis_NV2t001285001.1 NV2t001285001.1
OG0000171	Acropora_digitifera_adi_v1.01870 adi_v1.01870	Nematostella_vectensis_NV2t012417001.1 NV2t012417001.1
OG0000176	Acropora_digitifera_adi_v1.05518 adi_v1.05518	Nematostella_vectensis_NV2t007812002.1 NV2t007812002.1, Nematostella_vectensis_NV2t007812003.1 NV2t007812003.1, Nematostella_vectensis_NV2t007812001.1 NV2t007812001.1
OG0000188	Acropora_digitifera_adi_v1.11206 adi_v1.11206	Nematostella_vectensis_NV2t014070001.1 NV2t014070001.1
OG0000188	Acropora_digitifera_adi_v1.09473 adi_v1.09473, Acropora_digitifera_adi_v1.16003 adi_v1.16003, Acropora_digitifera_adi_v1.19717 adi_v1.19717, Acropora_digitifera_adi_v1.11466 adi_v1.11466, Acropora_digitifera_adi_v1.20726 adi_v1.20726	Nematostella_vectensis_NV2t000856001.1 NV2t000856001.1, Nematostella_vectensis_NV2t014087001.1 NV2t014087001.1, Nematostella_vectensis_NV2t014076001.1 NV2t014076001.1, Nematostella_vectensis_NV2t014089001.1 NV2t014089001.1
OG0000189	Acropora_digitifera_adi_v1.06227 adi_v1.06227, Acropora_digitifera_adi_v1.06226 adi_v1.06226, Acropora_digitifera_adi_v1.18072 adi_v1.18072, Acropora_digitifera_adi_v1.20630 adi_v1.20630	Nematostella_vectensis_NV2t006245001.1 NV2t006245001.1, Nematostella_vectensis_NV2t005003003.1 NV2t005003003.1, Nematostella_vectensis_NV2t005003001.1 NV2t005003001.1, Nematostella_vectensis_NV2t005004001.1 NV2t005004001.1
OG0000193	Acropora_digitifera_adi_v1.08763 adi_v1.08763	Nematostella_vectensis_NV2t009771001.1 NV2t009771001.1
OG0000194	Acropora_digitifera_adi_v1.00469 adi_v1.00469	Nematostella_vectensis_NV2t011108001.1 NV2t011108001.1, Nematostella_vectensis_NV2t011108002.1 NV2t011108002.1
OG0000195	Acropora_digitifera_adi_v1.01290 adi_v1.01290	Nematostella_vectensis_NV2t011142001.1 NV2t011142001.1
OG0000197	Acropora_digitifera_adi_v1.16918 adi_v1.16918	Nematostella_vectensis_NV2t015283001.1 NV2t015283001.1
OG0000200	Acropora_digitifera_adi_v1.07516 adi_v1.07516	Nematostella_vectensis_NV2t002853001.1 NV2t002853001.1
OG0000201	Acropora_digitifera_adi_v1.11496 adi_v1.11496	Nematostella_vectensis_NV2t000988003.1 NV2t000988003.1, Nematostella_vectensis_NV2t000988004.1 NV2t000988004.1, Nematostella_vectensis_NV2t000988001.1 NV2t000988001.1, Nematostella_vectensis_NV2t000988002.1 NV2t000988002.1
OG0000203	Acropora_digitifera_adi_v1.04333 adi_v1.04333	Nematostella_vectensis_NV2t022236001.1 NV2t022236001.1
OG0000204	Acropora_digitifera_adi_v1.12294 adi_v1.12294	Nematostella_vectensis_NV2t003725001.1 NV2t003725001.1
OG0000209	Acropora_digitifera_adi_v1.07265 adi_v1.07265	Nematostella_vectensis_NV2t022763001.1 NV2t022763001.1
OG0000210	Acropora_digitifera_adi_v1.01691 adi_v1.01691	Nematostella_vectensis_NV2t021186001.1 NV2t021186001.1
OG0000211	Acropora_digitifera_adi_v1.01976 adi_v1.01976	Nematostella_vectensis_NV2t025670003.1 NV2t025670003.1, Nematostella_vectensis_NV2t025670006.1 NV2t025670006.1
OG0000212	Acropora_digitifera_adi_v1.12729 adi_v1.12729	Nematostella_vectensis_NV2t025332003.1 NV2t025332003.1, Nematostella_vectensis_NV2t025332002.1 NV2t025332002.1
OG0000219	Acropora_digitifera_adi_v1.15112 adi_v1.15112	Nematostella_vectensis_NV2t022330001.1 NV2t022330001.1
OG0000220	Acropora_digitifera_adi_v1.22708 adi_v1.22708	Nematostella_vectensis_NV2t015168001.1 NV2t015168001.1
OG0000224	Acropora_digitifera_adi_v1.11457 adi_v1.11457, Acropora_digitifera_adi_v1.06479 adi_v1.06479, Acropora_digitifera_adi_v1.01880 adi_v1.01880, Acropora_digitifera_adi_v1.09875 adi_v1.09875, Acropora_digitifera_adi_v1.08221 adi_v1.08221, Acropora_digitifera_adi_v1.06480 adi_v1.06480, Acropora_digitifera_adi_v1.08220 adi_v1.08220, Acropora_digitifera_adi_v1.01879 adi_v1.01879	Nematostella_vectensis_NV2t022909001.1 NV2t022909001.1
OG0000225	Acropora_digitifera_adi_v1.20308 adi_v1.20308, Acropora_digitifera_adi_v1.17669 adi_v1.17669, Acropora_digitifera_adi_v1.19275 adi_v1.19275	Nematostella_vectensis_NV2t020524001.1 NV2t020524001.1
OG0000226	Acropora_digitifera_adi_v1.24079 adi_v1.24079	Nematostella_vectensis_NV2t014083001.1 NV2t014083001.1
OG0000229	Acropora_digitifera_adi_v1.02366 adi_v1.02366	Nematostella_vectensis_NV2t021107001.1 NV2t021107001.1
OG0000231	Acropora_digitifera_adi_v1.01923 adi_v1.01923	Nematostella_vectensis_NV2t012221001.1 NV2t012221001.1
OG0000235	Acropora_digitifera_adi_v1.14371 adi_v1.14371, Acropora_digitifera_adi_v1.18016 adi_v1.18016	Nematostella_vectensis_NV2t010668001.1 NV2t010668001.1
OG0000240	Acropora_digitifera_adi_v1.08480 adi_v1.08480	Nematostella_vectensis_NV2t019924001.1 NV2t019924001.1
OG0000242	Acropora_digitifera_adi_v1.15086 adi_v1.15086, Acropora_digitifera_adi_v1.19970 adi_v1.19970	Nematostella_vectensis_NV2t024863002.1 NV2t024863002.1, Nematostella_vectensis_NV2t017446001.1 NV2t017446001.1
OG0000244	Acropora_digitifera_adi_v1.21011 adi_v1.21011, Acropora_digitifera_adi_v1.16214 adi_v1.16214	Nematostella_vectensis_NV2t001696002.1 NV2t001696002.1, Nematostella_vectensis_NV2t001696001.1 NV2t001696001.1
OG0000248	Acropora_digitifera_adi_v1.13105 adi_v1.13105, Acropora_digitifera_adi_v1.15930 adi_v1.15930	Nematostella_vectensis_NV2t006365001.1 NV2t006365001.1
OG0000250	Acropora_digitifera_adi_v1.06483 adi_v1.06483	Nematostella_vectensis_NV2t019805005.1 NV2t019805005.1, Nematostella_vectensis_NV2t019805003.1 NV2t019805003.1, Nematostella_vectensis_NV2t019805006.1 NV2t019805006.1, Nematostella_vectensis_NV2t019805002.1 NV2t019805002.1, Nematostella_vectensis_NV2t019805009.1 NV2t019805009.1, Nematostella_vectensis_NV2t019805007.1 NV2t019805007.1, Nematostella_vectensis_NV2t019805008.1 NV2t019805008.1, Nematostella_vectensis_NV2t019803002.1 NV2t019803002.1, Nematostella_vectensis_NV2t019801001.1 NV2t019801001.1, Nematostella_vectensis_NV2t019803001.1 NV2t019803001.1, Nematostella_vectensis_NV2t019805004.1 NV2t019805004.1, Nematostella_vectensis_NV2t019805001.1 NV2t019805001.1, Nematostella_vectensis_NV2t019810002.1 NV2t019810002.1, Nematostella_vectensis_NV2t019810003.1 NV2t019810003.1, Nematostella_vectensis_NV2t019811001.1 NV2t019811001.1, Nematostella_vectensis_NV2t019810001.1 NV2t019810001.1, Nematostella_vectensis_NV2t019810004.1 NV2t019810004.1
OG0000259	Acropora_digitifera_adi_v1.23117 adi_v1.23117	Nematostella_vectensis_NV2t003396002.1 NV2t003396002.1, Nematostella_vectensis_NV2t010407001.1 NV2t010407001.1
OG0000262	Acropora_digitifera_adi_v1.05811 adi_v1.05811	Nematostella_vectensis_NV2t021578001.1 NV2t021578001.1
OG0000265	Acropora_digitifera_adi_v1.10611 adi_v1.10611	Nematostella_vectensis_NV2t021328001.1 NV2t021328001.1
OG0000267	Acropora_digitifera_adi_v1.17264 adi_v1.17264	Nematostella_vectensis_NV2t024051001.1 NV2t024051001.1
OG0000272	Acropora_digitifera_adi_v1.06359 adi_v1.06359	Nematostella_vectensis_NV2t013883004.1 NV2t013883004.1, Nematostella_vectensis_NV2t013883001.1 NV2t013883001.1, Nematostella_vectensis_NV2t013883003.1 NV2t013883003.1, Nematostella_vectensis_NV2t013883002.1 NV2t013883002.1
OG0000278	Acropora_digitifera_adi_v1.22204 adi_v1.22204, Acropora_digitifera_adi_v1.13778 adi_v1.13778	Nematostella_vectensis_NV2t005700001.1 NV2t005700001.1, Nematostella_vectensis_NV2t005700002.1 NV2t005700002.1
OG0000279	Acropora_digitifera_adi_v1.06393 adi_v1.06393	Nematostella_vectensis_NV2t003253001.1 NV2t003253001.1, Nematostella_vectensis_NV2t003253002.1 NV2t003253002.1
OG0000280	Acropora_digitifera_adi_v1.17062 adi_v1.17062, Acropora_digitifera_adi_v1.17327 adi_v1.17327	Nematostella_vectensis_NV2t000161001.1 NV2t000161001.1
OG0000282	Acropora_digitifera_adi_v1.06060 adi_v1.06060, Acropora_digitifera_adi_v1.20668 adi_v1.20668	Nematostella_vectensis_NV2t010745001.1 NV2t010745001.1
OG0000284	Acropora_digitifera_adi_v1.06614 adi_v1.06614	Nematostella_vectensis_NV2t014189001.1 NV2t014189001.1, Nematostella_vectensis_NV2t014189002.1 NV2t014189002.1
OG0000285	Acropora_digitifera_adi_v1.05812 adi_v1.05812	Nematostella_vectensis_NV2t021271001.1 NV2t021271001.1, Nematostella_vectensis_NV2t021271002.1 NV2t021271002.1
OG0000286	Acropora_digitifera_adi_v1.11445 adi_v1.11445	Nematostella_vectensis_NV2t009055002.1 NV2t009055002.1, Nematostella_vectensis_NV2t009055003.1 NV2t009055003.1, Nematostella_vectensis_NV2t009055001.1 NV2t009055001.1
OG0000301	Acropora_digitifera_adi_v1.03319 adi_v1.03319	Nematostella_vectensis_NV2t002923001.1 NV2t002923001.1
OG0000302	Acropora_digitifera_adi_v1.22539 adi_v1.22539	Nematostella_vectensis_NV2t011820001.1 NV2t011820001.1
OG0000303	Acropora_digitifera_adi_v1.12162 adi_v1.12162	Nematostella_vectensis_NV2t018394001.1 NV2t018394001.1, Nematostella_vectensis_NV2t018394004.1 NV2t018394004.1, Nematostella_vectensis_NV2t018394003.1 NV2t018394003.1, Nematostella_vectensis_NV2t018394005.1 NV2t018394005.1, Nematostella_vectensis_NV2t018394002.1 NV2t018394002.1
OG0000304	Acropora_digitifera_adi_v1.14461 adi_v1.14461	Nematostella_vectensis_NV2t007762001.1 NV2t007762001.1, Nematostella_vectensis_NV2t024145002.1 NV2t024145002.1, Nematostella_vectensis_NV2t024145003.1 NV2t024145003.1, Nematostella_vectensis_NV2t024145001.1 NV2t024145001.1, Nematostella_vectensis_NV2t024145004.1 NV2t024145004.1
OG0000314	Acropora_digitifera_adi_v1.05227 adi_v1.05227	Nematostella_vectensis_NV2t007515002.1 NV2t007515002.1, Nematostella_vectensis_NV2t007515003.1 NV2t007515003.1
OG0000318	Acropora_digitifera_adi_v1.15381 adi_v1.15381	Nematostella_vectensis_NV2t001044001.1 NV2t001044001.1, Nematostella_vectensis_NV2t001045002.1 NV2t001045002.1, Nematostella_vectensis_NV2t001045001.1 NV2t001045001.1, Nematostella_vectensis_NV2t001047003.1 NV2t001047003.1, Nematostella_vectensis_NV2t001047001.1 NV2t001047001.1, Nematostella_vectensis_NV2t001047002.1 NV2t001047002.1
OG0000320	Acropora_digitifera_adi_v1.16246 adi_v1.16246, Acropora_digitifera_adi_v1.01382 adi_v1.01382	Nematostella_vectensis_NV2t019798001.1 NV2t019798001.1
OG0000330	Acropora_digitifera_adi_v1.12128 adi_v1.12128	Nematostella_vectensis_NV2t012621001.1 NV2t012621001.1, Nematostella_vectensis_NV2t012623001.1 NV2t012623001.1
OG0000346	Acropora_digitifera_adi_v1.12665 adi_v1.12665	Nematostella_vectensis_NV2t018115001.1 NV2t018115001.1, Nematostella_vectensis_NV2t000361005.1 NV2t000361005.1, Nematostella_vectensis_NV2t000361002.1 NV2t000361002.1, Nematostella_vectensis_NV2t000361003.1 NV2t000361003.1, Nematostella_vectensis_NV2t000361006.1 NV2t000361006.1, Nematostella_vectensis_NV2t000361004.1 NV2t000361004.1, Nematostella_vectensis_NV2t000361001.1 NV2t000361001.1
OG0000355	Acropora_digitifera_adi_v1.09069 adi_v1.09069	Nematostella_vectensis_NV2t013356002.1 NV2t013356002.1, Nematostella_vectensis_NV2t013356004.1 NV2t013356004.1, Nematostella_vectensis_NV2t013356005.1 NV2t013356005.1, Nematostella_vectensis_NV2t013356003.1 NV2t013356003.1, Nematostella_vectensis_NV2t013356001.1 NV2t013356001.1
OG0000381	Acropora_digitifera_adi_v1.10426 adi_v1.10426	Nematostella_vectensis_NV2t013872002.1 NV2t013872002.1
OG0000398	Acropora_digitifera_adi_v1.12872 adi_v1.12872, Acropora_digitifera_adi_v1.00722 adi_v1.00722	Nematostella_vectensis_NV2t003266001.1 NV2t003266001.1, Nematostella_vectensis_NV2t003632001.1 NV2t003632001.1
OG0000399	Acropora_digitifera_adi_v1.23383 adi_v1.23383	Nematostella_vectensis_NV2t006344001.1 NV2t006344001.1
OG0000409	Acropora_digitifera_adi_v1.13046 adi_v1.13046	Nematostella_vectensis_NV2t015186001.1 NV2t015186001.1, Nematostella_vectensis_NV2t015330001.1 NV2t015330001.1
OG0000418	Acropora_digitifera_adi_v1.12068 adi_v1.12068	Nematostella_vectensis_NV2t014749001.1 NV2t014749001.1
OG0000426	Acropora_digitifera_adi_v1.01478 adi_v1.01478, Acropora_digitifera_adi_v1.16715 adi_v1.16715	Nematostella_vectensis_NV2t004600001.1 NV2t004600001.1
OG0000437	Acropora_digitifera_adi_v1.20605 adi_v1.20605, Acropora_digitifera_adi_v1.20747 adi_v1.20747	Nematostella_vectensis_NV2t014007002.1 NV2t014007002.1, Nematostella_vectensis_NV2t014007001.1 NV2t014007001.1, Nematostella_vectensis_NV2t014007003.1 NV2t014007003.1, Nematostella_vectensis_NV2t014010001.1 NV2t014010001.1
OG0000448	Acropora_digitifera_adi_v1.10680 adi_v1.10680	Nematostella_vectensis_NV2t020815001.1 NV2t020815001.1
OG0000476	Acropora_digitifera_adi_v1.02351 adi_v1.02351	Nematostella_vectensis_NV2t008265001.1 NV2t008265001.1
OG0000479	Acropora_digitifera_adi_v1.12565 adi_v1.12565	Nematostella_vectensis_NV2t012328001.1 NV2t012328001.1
OG0000482	Acropora_digitifera_adi_v1.20477 adi_v1.20477	Nematostella_vectensis_NV2t009497003.1 NV2t009497003.1, Nematostella_vectensis_NV2t009497002.1 NV2t009497002.1, Nematostella_vectensis_NV2t009497001.1 NV2t009497001.1
OG0000523	Acropora_digitifera_adi_v1.14559 adi_v1.14559, Acropora_digitifera_adi_v1.14557 adi_v1.14557	Nematostella_vectensis_NV2t012741001.1 NV2t012741001.1
OG0000531	Acropora_digitifera_adi_v1.06978 adi_v1.06978	Nematostella_vectensis_NV2t025693001.1 NV2t025693001.1, Nematostella_vectensis_NV2t025693002.1 NV2t025693002.1, Nematostella_vectensis_NV2t025692001.1 NV2t025692001.1
OG0000553	Acropora_digitifera_adi_v1.01671 adi_v1.01671	Nematostella_vectensis_NV2t004826002.1 NV2t004826002.1, Nematostella_vectensis_NV2t004826001.1 NV2t004826001.1
OG0000587	Acropora_digitifera_adi_v1.15085 adi_v1.15085	Nematostella_vectensis_NV2t017449001.1 NV2t017449001.1
OG0000595	Acropora_digitifera_adi_v1.04217 adi_v1.04217	Nematostella_vectensis_NV2t012819001.1 NV2t012819001.1
OG0000631	Acropora_digitifera_adi_v1.00982 adi_v1.00982	Nematostella_vectensis_NV2t004904001.1 NV2t004904001.1
OG0000695	Acropora_digitifera_adi_v1.00024 adi_v1.00024	Nematostella_vectensis_NV2t014795001.1 NV2t014795001.1
OG0000696	Acropora_digitifera_adi_v1.01646 adi_v1.01646, Acropora_digitifera_adi_v1.17356 adi_v1.17356	Nematostella_vectensis_NV2t013359001.1 NV2t013359001.1
OG0000697	Acropora_digitifera_adi_v1.03524 adi_v1.03524, Acropora_digitifera_adi_v1.22925 adi_v1.22925	Nematostella_vectensis_NV2t014182001.1 NV2t014182001.1
OG0000698	Acropora_digitifera_adi_v1.03683 adi_v1.03683	Nematostella_vectensis_NV2t013059001.1 NV2t013059001.1
OG0000699	Acropora_digitifera_adi_v1.04074 adi_v1.04074	Nematostella_vectensis_NV2t012458001.1 NV2t012458001.1, Nematostella_vectensis_NV2t012458002.1 NV2t012458002.1, Nematostella_vectensis_NV2t012458003.1 NV2t012458003.1
OG0000700	Acropora_digitifera_adi_v1.13537 adi_v1.13537	Nematostella_vectensis_NV2t019375002.1 NV2t019375002.1, Nematostella_vectensis_NV2t019794002.1 NV2t019794002.1
OG0000703	Acropora_digitifera_adi_v1.16493 adi_v1.16493	Nematostella_vectensis_NV2t015060001.1 NV2t015060001.1, Nematostella_vectensis_NV2t015053001.1 NV2t015053001.1
OG0000876	Acropora_digitifera_adi_v1.01475 adi_v1.01475, Acropora_digitifera_adi_v1.01477 adi_v1.01477	Nematostella_vectensis_NV2t012346001.1 NV2t012346001.1
OG0000878	Acropora_digitifera_adi_v1.03426 adi_v1.03426, Acropora_digitifera_adi_v1.14317 adi_v1.14317, Acropora_digitifera_adi_v1.24515 adi_v1.24515	Nematostella_vectensis_NV2t003898001.1 NV2t003898001.1
OG0000880	Acropora_digitifera_adi_v1.10343 adi_v1.10343	Nematostella_vectensis_NV2t021822002.1 NV2t021822002.1, Nematostella_vectensis_NV2t021822001.1 NV2t021822001.1, Nematostella_vectensis_NV2t021822003.1 NV2t021822003.1, Nematostella_vectensis_NV2t021793001.1 NV2t021793001.1
OG0000882	Acropora_digitifera_adi_v1.19302 adi_v1.19302	Nematostella_vectensis_NV2t014569002.1 NV2t014569002.1, Nematostella_vectensis_NV2t014569001.1 NV2t014569001.1
OG0001142	Acropora_digitifera_adi_v1.07721 adi_v1.07721	Nematostella_vectensis_NV2t023532001.1 NV2t023532001.1
OG0001148	Acropora_digitifera_adi_v1.20532 adi_v1.20532	Nematostella_vectensis_NV2t011270001.1 NV2t011270001.1
OG0001518	Acropora_digitifera_adi_v1.03440 adi_v1.03440	Nematostella_vectensis_NV2t023846001.1 NV2t023846001.1
OG0001528	Acropora_digitifera_adi_v1.21421 adi_v1.21421, Acropora_digitifera_adi_v1.11205 adi_v1.11205	Nematostella_vectensis_NV2t014071001.1 NV2t014071001.1
OG0001533	Acropora_digitifera_adi_v1.24700 adi_v1.24700, Acropora_digitifera_adi_v1.15865 adi_v1.15865	Nematostella_vectensis_NV2t019044001.1 NV2t019044001.1
OG0001537	Acropora_digitifera_adi_v1.18469 adi_v1.18469	Nematostella_vectensis_NV2t010778001.1 NV2t010778001.1
OG0001962	Acropora_digitifera_adi_v1.05079 adi_v1.05079	Nematostella_vectensis_NV2t023825001.1 NV2t023825001.1
OG0001968	Acropora_digitifera_adi_v1.09815 adi_v1.09815	Nematostella_vectensis_NV2t024231001.1 NV2t024231001.1
