Orthogroup	Cnidaria_Anthozoa_Acropora_digitifera	Cnidaria_Anthozoa_Stylophora_pistillata
OG0000093	Acropora_digitifera_adi_v1.22486 adi_v1.22486, Acropora_digitifera_adi_v1.07717 adi_v1.07717	Stylophora_pistillata_Spis1325 Spis1325 SpisGene1325, Stylophora_pistillata_Spis1324 Spis1324 SpisGene1324
OG0000094	Acropora_digitifera_adi_v1.13477 adi_v1.13477	Stylophora_pistillata_Spis10117 Spis10117 SpisGene10117
OG0000095	Acropora_digitifera_adi_v1.07740 adi_v1.07740	Stylophora_pistillata_Spis6340 Spis6340 SpisGene6340
OG0000100	Acropora_digitifera_adi_v1.11601 adi_v1.11601	Stylophora_pistillata_Spis20501.t1 Spis20501.t1 SpisGene20501
OG0000100	Acropora_digitifera_adi_v1.11599 adi_v1.11599	Stylophora_pistillata_Spis20499 Spis20499 SpisGene20499
OG0000100	Acropora_digitifera_adi_v1.09217 adi_v1.09217	Stylophora_pistillata_Spis39.t1 Spis39.t1 SpisGene39
OG0000102	Acropora_digitifera_adi_v1.20079 adi_v1.20079, Acropora_digitifera_adi_v1.09589 adi_v1.09589	Stylophora_pistillata_Spis7810 Spis7810 SpisGene7810
OG0000103	Acropora_digitifera_adi_v1.12265 adi_v1.12265	Stylophora_pistillata_Spis345 Spis345 SpisGene345
OG0000105	Acropora_digitifera_adi_v1.07561 adi_v1.07561, Acropora_digitifera_adi_v1.24274 adi_v1.24274, Acropora_digitifera_adi_v1.05946 adi_v1.05946	Stylophora_pistillata_Spis19648 Spis19648 SpisGene19648, Stylophora_pistillata_Spis24571 Spis24571 SpisGene24571, Stylophora_pistillata_Spis16021 Spis16021 SpisGene16021
OG0000105	Acropora_digitifera_adi_v1.10662 adi_v1.10662	Stylophora_pistillata_Spis24630 Spis24630 SpisGene24630, Stylophora_pistillata_Spis15694 Spis15694 SpisGene15694
OG0000105	Acropora_digitifera_adi_v1.00390 adi_v1.00390	Stylophora_pistillata_Spis12732 Spis12732 SpisGene12732, Stylophora_pistillata_Spis20028 Spis20028 SpisGene20028, Stylophora_pistillata_Spis12734 Spis12734 SpisGene12734, Stylophora_pistillata_Spis19902 Spis19902 SpisGene19902, Stylophora_pistillata_Spis10738 Spis10738 SpisGene10738, Stylophora_pistillata_Spis9231 Spis9231 SpisGene9231, Stylophora_pistillata_Spis18933 Spis18933 SpisGene18933, Stylophora_pistillata_Spis19566 Spis19566 SpisGene19566, Stylophora_pistillata_Spis18934 Spis18934 SpisGene18934, Stylophora_pistillata_Spis12609 Spis12609 SpisGene12609
OG0000106	Acropora_digitifera_adi_v1.02115 adi_v1.02115	Stylophora_pistillata_Spis13266 Spis13266 SpisGene13266
OG0000107	Acropora_digitifera_adi_v1.20307 adi_v1.20307	Stylophora_pistillata_Spis22278 Spis22278 SpisGene22278, Stylophora_pistillata_Spis19299 Spis19299 SpisGene19299, Stylophora_pistillata_Spis19296 Spis19296 SpisGene19296, Stylophora_pistillata_Spis16933 Spis16933 SpisGene16933, Stylophora_pistillata_Spis19297 Spis19297 SpisGene19297, Stylophora_pistillata_Spis9545 Spis9545 SpisGene9545, Stylophora_pistillata_Spis17361 Spis17361 SpisGene17361
OG0000108	Acropora_digitifera_adi_v1.06132 adi_v1.06132, Acropora_digitifera_adi_v1.11664 adi_v1.11664, Acropora_digitifera_adi_v1.11665 adi_v1.11665, Acropora_digitifera_adi_v1.17652 adi_v1.17652, Acropora_digitifera_adi_v1.23828 adi_v1.23828, Acropora_digitifera_adi_v1.11614 adi_v1.11614	Stylophora_pistillata_Spis19217 Spis19217 SpisGene19217, Stylophora_pistillata_Spis24113 Spis24113 SpisGene24113
OG0000108	Acropora_digitifera_adi_v1.13681 adi_v1.13681	Stylophora_pistillata_Spis9090 Spis9090 SpisGene9090
OG0000108	Acropora_digitifera_adi_v1.04811 adi_v1.04811	Stylophora_pistillata_Spis20288 Spis20288 SpisGene20288
OG0000111	Acropora_digitifera_adi_v1.05777 adi_v1.05777	Stylophora_pistillata_Spis10022 Spis10022 SpisGene10022
OG0000111	Acropora_digitifera_adi_v1.15937 adi_v1.15937	Stylophora_pistillata_Spis17894 Spis17894 SpisGene17894
OG0000111	Acropora_digitifera_adi_v1.05774 adi_v1.05774	Stylophora_pistillata_Spis4201 Spis4201 SpisGene4201
OG0000111	Acropora_digitifera_adi_v1.05775 adi_v1.05775	Stylophora_pistillata_Spis4199.t1 Spis4199.t1 SpisGene4199
OG0000112	Acropora_digitifera_adi_v1.23845 adi_v1.23845	Stylophora_pistillata_Spis17656 Spis17656 SpisGene17656
OG0000112	Acropora_digitifera_adi_v1.09025 adi_v1.09025	Stylophora_pistillata_Spis8942 Spis8942 SpisGene8942
OG0000113	Acropora_digitifera_adi_v1.21238 adi_v1.21238	Stylophora_pistillata_Spis9374 Spis9374 SpisGene9374
OG0000113	Acropora_digitifera_adi_v1.13246 adi_v1.13246	Stylophora_pistillata_Spis1485 Spis1485 SpisGene1485
OG0000114	Acropora_digitifera_adi_v1.04340 adi_v1.04340	Stylophora_pistillata_Spis1676 Spis1676 SpisGene1676
OG0000116	Acropora_digitifera_adi_v1.04201 adi_v1.04201, Acropora_digitifera_adi_v1.00669 adi_v1.00669, Acropora_digitifera_adi_v1.04200 adi_v1.04200, Acropora_digitifera_adi_v1.00670 adi_v1.00670	Stylophora_pistillata_Spis11354.t1 Spis11354.t1 SpisGene11354
OG0000116	Acropora_digitifera_adi_v1.22020 adi_v1.22020	Stylophora_pistillata_Spis11352 Spis11352 SpisGene11352
OG0000117	Acropora_digitifera_adi_v1.13644 adi_v1.13644	Stylophora_pistillata_Spis9235 Spis9235 SpisGene9235
OG0000117	Acropora_digitifera_adi_v1.24221 adi_v1.24221, Acropora_digitifera_adi_v1.00409 adi_v1.00409	Stylophora_pistillata_Spis20497 Spis20497 SpisGene20497
OG0000117	Acropora_digitifera_adi_v1.00663 adi_v1.00663	Stylophora_pistillata_Spis14951 Spis14951 SpisGene14951, Stylophora_pistillata_Spis22642 Spis22642 SpisGene22642
OG0000117	Acropora_digitifera_adi_v1.03578 adi_v1.03578	Stylophora_pistillata_Spis23815 Spis23815 SpisGene23815
OG0000117	Acropora_digitifera_adi_v1.07624 adi_v1.07624	Stylophora_pistillata_Spis23126 Spis23126 SpisGene23126
OG0000117	Acropora_digitifera_adi_v1.11902 adi_v1.11902	Stylophora_pistillata_Spis20894 Spis20894 SpisGene20894
OG0000119	Acropora_digitifera_adi_v1.12204 adi_v1.12204	Stylophora_pistillata_Spis5011 Spis5011 SpisGene5011
OG0000121	Acropora_digitifera_adi_v1.07477 adi_v1.07477, Acropora_digitifera_adi_v1.03736 adi_v1.03736	Stylophora_pistillata_Spis16744 Spis16744 SpisGene16744
OG0000122	Acropora_digitifera_adi_v1.02556 adi_v1.02556	Stylophora_pistillata_Spis9409 Spis9409 SpisGene9409
OG0000124	Acropora_digitifera_adi_v1.14476 adi_v1.14476	Stylophora_pistillata_Spis20594 Spis20594 SpisGene20594
OG0000124	Acropora_digitifera_adi_v1.16395 adi_v1.16395, Acropora_digitifera_adi_v1.08280 adi_v1.08280	Stylophora_pistillata_Spis805 Spis805 SpisGene805, Stylophora_pistillata_Spis21819 Spis21819 SpisGene21819, Stylophora_pistillata_Spis24130 Spis24130 SpisGene24130, Stylophora_pistillata_Spis10001 Spis10001 SpisGene10001, Stylophora_pistillata_Spis23051 Spis23051 SpisGene23051, Stylophora_pistillata_Spis21813 Spis21813 SpisGene21813, Stylophora_pistillata_Spis24317 Spis24317 SpisGene24317, Stylophora_pistillata_Spis24107 Spis24107 SpisGene24107, Stylophora_pistillata_Spis24693 Spis24693 SpisGene24693
OG0000125	Acropora_digitifera_adi_v1.07066 adi_v1.07066	Stylophora_pistillata_Spis7316 Spis7316 SpisGene7316
OG0000129	Acropora_digitifera_adi_v1.06151 adi_v1.06151	Stylophora_pistillata_Spis6380 Spis6380 SpisGene6380, Stylophora_pistillata_Spis6381 Spis6381 SpisGene6381
OG0000130	Acropora_digitifera_adi_v1.22062 adi_v1.22062, Acropora_digitifera_adi_v1.18361 adi_v1.18361, Acropora_digitifera_adi_v1.06177 adi_v1.06177	Stylophora_pistillata_Spis24142 Spis24142 SpisGene24142, Stylophora_pistillata_Spis19152 Spis19152 SpisGene19152
OG0000131	Acropora_digitifera_adi_v1.13891 adi_v1.13891	Stylophora_pistillata_Spis6120 Spis6120 SpisGene6120
OG0000133	Acropora_digitifera_adi_v1.13517 adi_v1.13517	Stylophora_pistillata_Spis7100 Spis7100 SpisGene7100
OG0000137	Acropora_digitifera_adi_v1.18668 adi_v1.18668	Stylophora_pistillata_Spis21290 Spis21290 SpisGene21290, Stylophora_pistillata_Spis22886 Spis22886 SpisGene22886
OG0000138	Acropora_digitifera_adi_v1.12878 adi_v1.12878	Stylophora_pistillata_Spis5472 Spis5472 SpisGene5472
OG0000139	Acropora_digitifera_adi_v1.17649 adi_v1.17649, Acropora_digitifera_adi_v1.09788 adi_v1.09788	Stylophora_pistillata_Spis18533 Spis18533 SpisGene18533, Stylophora_pistillata_Spis23922 Spis23922 SpisGene23922, Stylophora_pistillata_Spis21706 Spis21706 SpisGene21706, Stylophora_pistillata_Spis14527 Spis14527 SpisGene14527, Stylophora_pistillata_Spis21941 Spis21941 SpisGene21941
OG0000139	Acropora_digitifera_adi_v1.12606 adi_v1.12606, Acropora_digitifera_adi_v1.12551 adi_v1.12551, Acropora_digitifera_adi_v1.19755 adi_v1.19755, Acropora_digitifera_adi_v1.19790 adi_v1.19790	Stylophora_pistillata_Spis22198 Spis22198 SpisGene22198, Stylophora_pistillata_Spis21526 Spis21526 SpisGene21526, Stylophora_pistillata_Spis22929 Spis22929 SpisGene22929, Stylophora_pistillata_Spis21914 Spis21914 SpisGene21914, Stylophora_pistillata_Spis12221 Spis12221 SpisGene12221, Stylophora_pistillata_Spis12224 Spis12224 SpisGene12224, Stylophora_pistillata_Spis12184 Spis12184 SpisGene12184, Stylophora_pistillata_Spis12223 Spis12223 SpisGene12223, Stylophora_pistillata_Spis19598 Spis19598 SpisGene19598, Stylophora_pistillata_Spis25620 Spis25620 SpisGene25620
OG0000150	Acropora_digitifera_adi_v1.12343 adi_v1.12343	Stylophora_pistillata_Spis1789 Spis1789 SpisGene1789
OG0000152	Acropora_digitifera_adi_v1.16224 adi_v1.16224	Stylophora_pistillata_Spis11015 Spis11015 SpisGene11015
OG0000154	Acropora_digitifera_adi_v1.09531 adi_v1.09531	Stylophora_pistillata_Spis18052 Spis18052 SpisGene18052, Stylophora_pistillata_Spis14694 Spis14694 SpisGene14694, Stylophora_pistillata_Spis14691 Spis14691 SpisGene14691, Stylophora_pistillata_Spis14700.t1 Spis14700.t1 SpisGene14700
OG0000156	Acropora_digitifera_adi_v1.15791 adi_v1.15791	Stylophora_pistillata_Spis944 Spis944 SpisGene944
OG0000158	Acropora_digitifera_adi_v1.14301 adi_v1.14301, Acropora_digitifera_adi_v1.14565 adi_v1.14565	Stylophora_pistillata_Spis12485 Spis12485 SpisGene12485
OG0000159	Acropora_digitifera_adi_v1.03630 adi_v1.03630	Stylophora_pistillata_Spis19229 Spis19229 SpisGene19229
OG0000159	Acropora_digitifera_adi_v1.12814 adi_v1.12814	Stylophora_pistillata_Spis13820 Spis13820 SpisGene13820
OG0000159	Acropora_digitifera_adi_v1.04349 adi_v1.04349	Stylophora_pistillata_Spis20878 Spis20878 SpisGene20878
OG0000160	Acropora_digitifera_adi_v1.14572 adi_v1.14572	Stylophora_pistillata_Spis8876 Spis8876 SpisGene8876, Stylophora_pistillata_Spis8465 Spis8465 SpisGene8465, Stylophora_pistillata_Spis8913 Spis8913 SpisGene8913, Stylophora_pistillata_Spis24763 Spis24763 SpisGene24763
OG0000161	Acropora_digitifera_adi_v1.07873 adi_v1.07873, Acropora_digitifera_adi_v1.14769 adi_v1.14769, Acropora_digitifera_adi_v1.11909 adi_v1.11909, Acropora_digitifera_adi_v1.02892 adi_v1.02892, Acropora_digitifera_adi_v1.24618 adi_v1.24618, Acropora_digitifera_adi_v1.19999 adi_v1.19999, Acropora_digitifera_adi_v1.01816 adi_v1.01816, Acropora_digitifera_adi_v1.17526 adi_v1.17526, Acropora_digitifera_adi_v1.19764 adi_v1.19764, Acropora_digitifera_adi_v1.10621 adi_v1.10621, Acropora_digitifera_adi_v1.13470 adi_v1.13470, Acropora_digitifera_adi_v1.19104 adi_v1.19104, Acropora_digitifera_adi_v1.11699 adi_v1.11699, Acropora_digitifera_adi_v1.11698 adi_v1.11698, Acropora_digitifera_adi_v1.01815 adi_v1.01815, Acropora_digitifera_adi_v1.21286 adi_v1.21286, Acropora_digitifera_adi_v1.04421 adi_v1.04421, Acropora_digitifera_adi_v1.24737 adi_v1.24737, Acropora_digitifera_adi_v1.07781 adi_v1.07781, Acropora_digitifera_adi_v1.07782 adi_v1.07782, Acropora_digitifera_adi_v1.16073 adi_v1.16073, Acropora_digitifera_adi_v1.13879 adi_v1.13879, Acropora_digitifera_adi_v1.03274 adi_v1.03274, Acropora_digitifera_adi_v1.12082 adi_v1.12082	Stylophora_pistillata_Spis6531 Spis6531 SpisGene6531
OG0000165	Acropora_digitifera_adi_v1.19692 adi_v1.19692	Stylophora_pistillata_Spis9482 Spis9482 SpisGene9482
OG0000170	Acropora_digitifera_adi_v1.17856 adi_v1.17856, Acropora_digitifera_adi_v1.22256 adi_v1.22256, Acropora_digitifera_adi_v1.19857 adi_v1.19857, Acropora_digitifera_adi_v1.21654 adi_v1.21654, Acropora_digitifera_adi_v1.11398 adi_v1.11398	Stylophora_pistillata_Spis4441 Spis4441 SpisGene4441
OG0000170	Acropora_digitifera_adi_v1.20144 adi_v1.20144	Stylophora_pistillata_Spis18904 Spis18904 SpisGene18904, Stylophora_pistillata_Spis23641 Spis23641 SpisGene23641
OG0000171	Acropora_digitifera_adi_v1.04624 adi_v1.04624	Stylophora_pistillata_Spis4618.t1 Spis4618.t1 SpisGene4618
OG0000171	Acropora_digitifera_adi_v1.01870 adi_v1.01870	Stylophora_pistillata_Spis4617 Spis4617 SpisGene4617
OG0000172	Acropora_digitifera_adi_v1.05619 adi_v1.05619	Stylophora_pistillata_Spis25685 Spis25685 SpisGene25685, Stylophora_pistillata_Spis23402 Spis23402 SpisGene23402, Stylophora_pistillata_Spis25711 Spis25711 SpisGene25711, Stylophora_pistillata_Spis23291 Spis23291 SpisGene23291, Stylophora_pistillata_Spis24198 Spis24198 SpisGene24198, Stylophora_pistillata_Spis23292 Spis23292 SpisGene23292, Stylophora_pistillata_Spis22445 Spis22445 SpisGene22445, Stylophora_pistillata_Spis14526.t1 Spis14526.t1 SpisGene14526, Stylophora_pistillata_Spis6121 Spis6121 SpisGene6121, Stylophora_pistillata_Spis18369 Spis18369 SpisGene18369, Stylophora_pistillata_Spis14516 Spis14516 SpisGene14516, Stylophora_pistillata_Spis2290 Spis2290 SpisGene2290, Stylophora_pistillata_Spis16415 Spis16415 SpisGene16415, Stylophora_pistillata_Spis14350 Spis14350 SpisGene14350
OG0000176	Acropora_digitifera_adi_v1.05518 adi_v1.05518	Stylophora_pistillata_Spis9429.t1 Spis9429.t1 SpisGene9429
OG0000179	Acropora_digitifera_adi_v1.01048 adi_v1.01048	Stylophora_pistillata_Spis21317 Spis21317 SpisGene21317, Stylophora_pistillata_Spis22165 Spis22165 SpisGene22165, Stylophora_pistillata_Spis4606 Spis4606 SpisGene4606, Stylophora_pistillata_Spis20491 Spis20491 SpisGene20491, Stylophora_pistillata_Spis932 Spis932 SpisGene932
OG0000184	Acropora_digitifera_adi_v1.06030 adi_v1.06030, Acropora_digitifera_adi_v1.24014 adi_v1.24014, Acropora_digitifera_adi_v1.18430 adi_v1.18430, Acropora_digitifera_adi_v1.22305 adi_v1.22305, Acropora_digitifera_adi_v1.24432 adi_v1.24432	Stylophora_pistillata_Spis19196 Spis19196 SpisGene19196, Stylophora_pistillata_Spis8245 Spis8245 SpisGene8245, Stylophora_pistillata_Spis19199 Spis19199 SpisGene19199, Stylophora_pistillata_Spis19197 Spis19197 SpisGene19197
OG0000188	Acropora_digitifera_adi_v1.11206 adi_v1.11206, Acropora_digitifera_adi_v1.09473 adi_v1.09473, Acropora_digitifera_adi_v1.16003 adi_v1.16003, Acropora_digitifera_adi_v1.19717 adi_v1.19717, Acropora_digitifera_adi_v1.11466 adi_v1.11466, Acropora_digitifera_adi_v1.20726 adi_v1.20726	Stylophora_pistillata_Spis8578 Spis8578 SpisGene8578
OG0000189	Acropora_digitifera_adi_v1.06227 adi_v1.06227, Acropora_digitifera_adi_v1.06226 adi_v1.06226, Acropora_digitifera_adi_v1.18072 adi_v1.18072, Acropora_digitifera_adi_v1.20630 adi_v1.20630	Stylophora_pistillata_Spis9883 Spis9883 SpisGene9883, Stylophora_pistillata_Spis21514 Spis21514 SpisGene21514, Stylophora_pistillata_Spis23409 Spis23409 SpisGene23409, Stylophora_pistillata_Spis24164 Spis24164 SpisGene24164, Stylophora_pistillata_Spis19265 Spis19265 SpisGene19265
OG0000189	Acropora_digitifera_adi_v1.03680 adi_v1.03680	Stylophora_pistillata_Spis19540 Spis19540 SpisGene19540
OG0000194	Acropora_digitifera_adi_v1.00469 adi_v1.00469	Stylophora_pistillata_Spis7867 Spis7867 SpisGene7867
OG0000195	Acropora_digitifera_adi_v1.01290 adi_v1.01290	Stylophora_pistillata_Spis16217 Spis16217 SpisGene16217
OG0000197	Acropora_digitifera_adi_v1.16918 adi_v1.16918	Stylophora_pistillata_Spis20951 Spis20951 SpisGene20951
OG0000200	Acropora_digitifera_adi_v1.07516 adi_v1.07516	Stylophora_pistillata_Spis3925 Spis3925 SpisGene3925
OG0000201	Acropora_digitifera_adi_v1.11496 adi_v1.11496	Stylophora_pistillata_Spis17755 Spis17755 SpisGene17755
OG0000203	Acropora_digitifera_adi_v1.04333 adi_v1.04333	Stylophora_pistillata_Spis10328 Spis10328 SpisGene10328
OG0000204	Acropora_digitifera_adi_v1.12294 adi_v1.12294	Stylophora_pistillata_Spis8062 Spis8062 SpisGene8062
OG0000209	Acropora_digitifera_adi_v1.07265 adi_v1.07265	Stylophora_pistillata_Spis1455 Spis1455 SpisGene1455
OG0000210	Acropora_digitifera_adi_v1.01691 adi_v1.01691	Stylophora_pistillata_Spis6298 Spis6298 SpisGene6298
OG0000211	Acropora_digitifera_adi_v1.01976 adi_v1.01976	Stylophora_pistillata_Spis17130 Spis17130 SpisGene17130
OG0000213	Acropora_digitifera_adi_v1.16428 adi_v1.16428	Stylophora_pistillata_Spis12105 Spis12105 SpisGene12105
OG0000219	Acropora_digitifera_adi_v1.15112 adi_v1.15112	Stylophora_pistillata_Spis1071 Spis1071 SpisGene1071
OG0000224	Acropora_digitifera_adi_v1.06479 adi_v1.06479, Acropora_digitifera_adi_v1.01880 adi_v1.01880, Acropora_digitifera_adi_v1.09875 adi_v1.09875	Stylophora_pistillata_Spis8079 Spis8079 SpisGene8079
OG0000224	Acropora_digitifera_adi_v1.08221 adi_v1.08221	Stylophora_pistillata_Spis8078 Spis8078 SpisGene8078
OG0000225	Acropora_digitifera_adi_v1.20308 adi_v1.20308, Acropora_digitifera_adi_v1.17669 adi_v1.17669, Acropora_digitifera_adi_v1.19275 adi_v1.19275	Stylophora_pistillata_Spis15616 Spis15616 SpisGene15616, Stylophora_pistillata_Spis16922 Spis16922 SpisGene16922, Stylophora_pistillata_Spis16932 Spis16932 SpisGene16932, Stylophora_pistillata_Spis16930 Spis16930 SpisGene16930, Stylophora_pistillata_Spis2297 Spis2297 SpisGene2297, Stylophora_pistillata_Spis16913 Spis16913 SpisGene16913, Stylophora_pistillata_Spis24221 Spis24221 SpisGene24221, Stylophora_pistillata_Spis2293 Spis2293 SpisGene2293, Stylophora_pistillata_Spis16920 Spis16920 SpisGene16920
OG0000230	Acropora_digitifera_adi_v1.19552 adi_v1.19552	Stylophora_pistillata_Spis9710 Spis9710 SpisGene9710
OG0000231	Acropora_digitifera_adi_v1.01923 adi_v1.01923	Stylophora_pistillata_Spis1286 Spis1286 SpisGene1286
OG0000233	Acropora_digitifera_adi_v1.18952 adi_v1.18952, Acropora_digitifera_adi_v1.11116 adi_v1.11116	Stylophora_pistillata_Spis19039 Spis19039 SpisGene19039
OG0000235	Acropora_digitifera_adi_v1.14371 adi_v1.14371, Acropora_digitifera_adi_v1.18016 adi_v1.18016	Stylophora_pistillata_Spis7715.t1 Spis7715.t1 SpisGene7715
OG0000240	Acropora_digitifera_adi_v1.08480 adi_v1.08480	Stylophora_pistillata_Spis16197 Spis16197 SpisGene16197, Stylophora_pistillata_Spis18709 Spis18709 SpisGene18709
OG0000242	Acropora_digitifera_adi_v1.15086 adi_v1.15086, Acropora_digitifera_adi_v1.19970 adi_v1.19970	Stylophora_pistillata_Spis3145 Spis3145 SpisGene3145
OG0000244	Acropora_digitifera_adi_v1.21011 adi_v1.21011, Acropora_digitifera_adi_v1.16214 adi_v1.16214	Stylophora_pistillata_Spis10268 Spis10268 SpisGene10268
OG0000248	Acropora_digitifera_adi_v1.13105 adi_v1.13105, Acropora_digitifera_adi_v1.15930 adi_v1.15930	Stylophora_pistillata_Spis8206 Spis8206 SpisGene8206
OG0000250	Acropora_digitifera_adi_v1.06483 adi_v1.06483	Stylophora_pistillata_Spis7058 Spis7058 SpisGene7058
OG0000262	Acropora_digitifera_adi_v1.05811 adi_v1.05811	Stylophora_pistillata_Spis13360 Spis13360 SpisGene13360, Stylophora_pistillata_Spis13359 Spis13359 SpisGene13359, Stylophora_pistillata_Spis13361 Spis13361 SpisGene13361
OG0000265	Acropora_digitifera_adi_v1.10611 adi_v1.10611	Stylophora_pistillata_Spis8472.t1 Spis8472.t1 SpisGene8472
OG0000267	Acropora_digitifera_adi_v1.17264 adi_v1.17264	Stylophora_pistillata_Spis12795 Spis12795 SpisGene12795
OG0000269	Acropora_digitifera_adi_v1.15033 adi_v1.15033	Stylophora_pistillata_Spis18090 Spis18090 SpisGene18090, Stylophora_pistillata_Spis989 Spis989 SpisGene989
OG0000270	Acropora_digitifera_adi_v1.03975 adi_v1.03975	Stylophora_pistillata_Spis10021 Spis10021 SpisGene10021
OG0000272	Acropora_digitifera_adi_v1.06359 adi_v1.06359	Stylophora_pistillata_Spis904 Spis904 SpisGene904
OG0000278	Acropora_digitifera_adi_v1.22204 adi_v1.22204, Acropora_digitifera_adi_v1.13778 adi_v1.13778	Stylophora_pistillata_Spis18609.t1 Spis18609.t1 SpisGene18609
OG0000279	Acropora_digitifera_adi_v1.06393 adi_v1.06393	Stylophora_pistillata_Spis3863.t1 Spis3863.t1 SpisGene3863
OG0000280	Acropora_digitifera_adi_v1.17062 adi_v1.17062, Acropora_digitifera_adi_v1.17327 adi_v1.17327	Stylophora_pistillata_Spis17241.t1 Spis17241.t1 SpisGene17241
OG0000284	Acropora_digitifera_adi_v1.20101 adi_v1.20101, Acropora_digitifera_adi_v1.13356 adi_v1.13356	Stylophora_pistillata_Spis4956 Spis4956 SpisGene4956
OG0000284	Acropora_digitifera_adi_v1.06614 adi_v1.06614	Stylophora_pistillata_Spis4957 Spis4957 SpisGene4957
OG0000285	Acropora_digitifera_adi_v1.05812 adi_v1.05812	Stylophora_pistillata_Spis13358 Spis13358 SpisGene13358
OG0000286	Acropora_digitifera_adi_v1.11445 adi_v1.11445	Stylophora_pistillata_Spis18883 Spis18883 SpisGene18883, Stylophora_pistillata_Spis21865 Spis21865 SpisGene21865
OG0000301	Acropora_digitifera_adi_v1.03319 adi_v1.03319	Stylophora_pistillata_Spis3944 Spis3944 SpisGene3944
OG0000302	Acropora_digitifera_adi_v1.22539 adi_v1.22539	Stylophora_pistillata_Spis18341 Spis18341 SpisGene18341
OG0000302	Acropora_digitifera_adi_v1.12127 adi_v1.12127	Stylophora_pistillata_Spis1857.t1 Spis1857.t1 SpisGene1857
OG0000303	Acropora_digitifera_adi_v1.12162 adi_v1.12162	Stylophora_pistillata_Spis5413 Spis5413 SpisGene5413
OG0000304	Acropora_digitifera_adi_v1.14461 adi_v1.14461	Stylophora_pistillata_Spis354 Spis354 SpisGene354
OG0000307	Acropora_digitifera_adi_v1.23051 adi_v1.23051	Stylophora_pistillata_Spis8897 Spis8897 SpisGene8897, Stylophora_pistillata_Spis24628 Spis24628 SpisGene24628, Stylophora_pistillata_Spis22618 Spis22618 SpisGene22618, Stylophora_pistillata_Spis20901 Spis20901 SpisGene20901, Stylophora_pistillata_Spis9884 Spis9884 SpisGene9884, Stylophora_pistillata_Spis22622 Spis22622 SpisGene22622, Stylophora_pistillata_Spis22624 Spis22624 SpisGene22624, Stylophora_pistillata_Spis20484 Spis20484 SpisGene20484, Stylophora_pistillata_Spis9903 Spis9903 SpisGene9903, Stylophora_pistillata_Spis7927 Spis7927 SpisGene7927, Stylophora_pistillata_Spis24389 Spis24389 SpisGene24389
OG0000314	Acropora_digitifera_adi_v1.05227 adi_v1.05227	Stylophora_pistillata_Spis16091 Spis16091 SpisGene16091
OG0000318	Acropora_digitifera_adi_v1.15381 adi_v1.15381	Stylophora_pistillata_Spis1439 Spis1439 SpisGene1439, Stylophora_pistillata_Spis3563.t1 Spis3563.t1 SpisGene3563
OG0000320	Acropora_digitifera_adi_v1.16246 adi_v1.16246, Acropora_digitifera_adi_v1.01382 adi_v1.01382	Stylophora_pistillata_Spis25174 Spis25174 SpisGene25174, Stylophora_pistillata_Spis7057.t2 Spis7057.t2 SpisGene7057, Stylophora_pistillata_Spis25575 Spis25575 SpisGene25575, Stylophora_pistillata_Spis23750 Spis23750 SpisGene23750, Stylophora_pistillata_Spis24140 Spis24140 SpisGene24140, Stylophora_pistillata_Spis23749 Spis23749 SpisGene23749, Stylophora_pistillata_Spis23489 Spis23489 SpisGene23489
OG0000330	Acropora_digitifera_adi_v1.12128 adi_v1.12128	Stylophora_pistillata_Spis1858 Spis1858 SpisGene1858
OG0000346	Acropora_digitifera_adi_v1.12665 adi_v1.12665	Stylophora_pistillata_Spis5598 Spis5598 SpisGene5598, Stylophora_pistillata_Spis22305 Spis22305 SpisGene22305
OG0000354	Acropora_digitifera_adi_v1.12723 adi_v1.12723, Acropora_digitifera_adi_v1.12040 adi_v1.12040, Acropora_digitifera_adi_v1.14350 adi_v1.14350, Acropora_digitifera_adi_v1.03352 adi_v1.03352, Acropora_digitifera_adi_v1.11759 adi_v1.11759, Acropora_digitifera_adi_v1.13001 adi_v1.13001, Acropora_digitifera_adi_v1.22706 adi_v1.22706, Acropora_digitifera_adi_v1.07105 adi_v1.07105	Stylophora_pistillata_Spis24800 Spis24800 SpisGene24800, Stylophora_pistillata_Spis25068 Spis25068 SpisGene25068, Stylophora_pistillata_Spis17615 Spis17615 SpisGene17615, Stylophora_pistillata_Spis23760 Spis23760 SpisGene23760, Stylophora_pistillata_Spis24461 Spis24461 SpisGene24461
OG0000355	Acropora_digitifera_adi_v1.09069 adi_v1.09069	Stylophora_pistillata_Spis18718 Spis18718 SpisGene18718
OG0000366	Acropora_digitifera_adi_v1.10534 adi_v1.10534	Stylophora_pistillata_Spis20225 Spis20225 SpisGene20225
OG0000367	Acropora_digitifera_adi_v1.22728 adi_v1.22728	Stylophora_pistillata_Spis16472 Spis16472 SpisGene16472
OG0000398	Acropora_digitifera_adi_v1.12872 adi_v1.12872, Acropora_digitifera_adi_v1.00722 adi_v1.00722	Stylophora_pistillata_Spis13177.t1 Spis13177.t1 SpisGene13177
OG0000399	Acropora_digitifera_adi_v1.23383 adi_v1.23383	Stylophora_pistillata_Spis20164 Spis20164 SpisGene20164
OG0000409	Acropora_digitifera_adi_v1.13046 adi_v1.13046	Stylophora_pistillata_Spis11859 Spis11859 SpisGene11859
