Orthogroup	Chordata_Vertebrata_Mus_musculus	Chordata_Vertebrata_Coturnix_japonica
OG0000048	Mus_musculus_sp_P28654_PGS2_MOUSE sp_P28654_PGS2_MOUSE Decorin OS=Mus musculus OX=10090 GN=Dcn PE=1 SV=1	Coturnix_japonica_NP_001310117.1 decorin precursor [Coturnix japonica]
OG0000048	Mus_musculus_sp_Q6P3Y9_PONL1_MOUSE sp_Q6P3Y9_PONL1_MOUSE Podocan-like protein 1 OS=Mus musculus OX=10090 GN=Podnl1 PE=1 SV=3, Mus_musculus_sp_Q7TQ62_PODN_MOUSE sp_Q7TQ62_PODN_MOUSE Podocan OS=Mus musculus OX=10090 GN=Podn PE=2 SV=1	Coturnix_japonica_XP_015726091.1 podocan [Coturnix japonica]
OG0000048	Mus_musculus_sp_P50608_FMOD_MOUSE sp_P50608_FMOD_MOUSE Fibromodulin OS=Mus musculus OX=10090 GN=Fmod PE=2 SV=1	Coturnix_japonica_XP_015740868.1 fibromodulin [Coturnix japonica]
OG0000048	Mus_musculus_sp_P51885_LUM_MOUSE sp_P51885_LUM_MOUSE Lumican OS=Mus musculus OX=10090 GN=Lum PE=1 SV=2	Coturnix_japonica_XP_015713506.1 PREDICTED_ lumican [Coturnix japonica]
OG0000048	Mus_musculus_sp_O35103_OMD_MOUSE sp_O35103_OMD_MOUSE Osteomodulin OS=Mus musculus OX=10090 GN=Omd PE=2 SV=1	Coturnix_japonica_XP_015730157.1 osteomodulin [Coturnix japonica]
OG0000048	Mus_musculus_sp_Q9JK53_PRELP_MOUSE sp_Q9JK53_PRELP_MOUSE Prolargin OS=Mus musculus OX=10090 GN=Prelp PE=1 SV=2	Coturnix_japonica_XP_015740847.1 prolargin [Coturnix japonica]
OG0000048	Mus_musculus_sp_Q5FW85_ECM2_MOUSE sp_Q5FW85_ECM2_MOUSE Extracellular matrix protein 2 OS=Mus musculus OX=10090 GN=Ecm2 PE=1 SV=1	Coturnix_japonica_XP_015730155.1 LOW QUALITY PROTEIN_ extracellular matrix protein 2 [Coturnix japonica]
OG0000049	Mus_musculus_sp_P70206_PLXA1_MOUSE sp_P70206_PLXA1_MOUSE Plexin-A1 OS=Mus musculus OX=10090 GN=Plxna1 PE=1 SV=1	Coturnix_japonica_XP_015730469.1 plexin-A1 isoform X1 [Coturnix japonica]
OG0000049	Mus_musculus_sp_P70207_PLXA2_MOUSE sp_P70207_PLXA2_MOUSE Plexin-A2 OS=Mus musculus OX=10090 GN=Plxna2 PE=1 SV=2	Coturnix_japonica_XP_015740621.1 PREDICTED_ plexin-A2 [Coturnix japonica]
OG0000049	Mus_musculus_sp_Q80UG2_PLXA4_MOUSE sp_Q80UG2_PLXA4_MOUSE Plexin-A4 OS=Mus musculus OX=10090 GN=Plxna4 PE=1 SV=3	Coturnix_japonica_XP_015716725.1 plexin-A4 isoform X1 [Coturnix japonica]
OG0000049	Mus_musculus_sp_Q8CJH3_PLXB1_MOUSE sp_Q8CJH3_PLXB1_MOUSE Plexin-B1 OS=Mus musculus OX=10090 GN=Plxnb1 PE=1 SV=2	Coturnix_japonica_XP_015730724.1 plexin-B1 isoform X2 [Coturnix japonica]
OG0000049	Mus_musculus_sp_B2RXS4_PLXB2_MOUSE sp_B2RXS4_PLXB2_MOUSE Plexin-B2 OS=Mus musculus OX=10090 GN=Plxnb2 PE=1 SV=1	Coturnix_japonica_XP_015708110.1 plexin-B2 [Coturnix japonica]
OG0000049	Mus_musculus_sp_Q3UH93_PLXD1_MOUSE sp_Q3UH93_PLXD1_MOUSE Plexin-D1 OS=Mus musculus OX=10090 GN=Plxnd1 PE=1 SV=1	Coturnix_japonica_XP_015730333.1 plexin-D1 [Coturnix japonica]
OG0000054	Mus_musculus_sp_O54824_IL16_MOUSE sp_O54824_IL16_MOUSE Pro-interleukin-16 OS=Mus musculus OX=10090 GN=Il16 PE=1 SV=3	Coturnix_japonica_XP_015728474.1 PREDICTED_ pro-interleukin-16 isoform X2 [Coturnix japonica]
OG0000057	Mus_musculus_sp_Q9R1N9_CODA1_MOUSE sp_Q9R1N9_CODA1_MOUSE Collagen alpha-1_XIII_ chain OS=Mus musculus OX=10090 GN=Col13a1 PE=2 SV=1	Coturnix_japonica_XP_015721939.1 collagen alpha-1_XIII_ chain isoform X1 [Coturnix japonica]
OG0000057	Mus_musculus_sp_Q99MQ5_COPA1_MOUSE sp_Q99MQ5_COPA1_MOUSE Collagen alpha-1_XXV_ chain OS=Mus musculus OX=10090 GN=Col25a1 PE=2 SV=2	Coturnix_japonica_XP_015731094.1 PREDICTED_ collagen alpha-1_XXIII_ chain isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015716850.1 PREDICTED_ collagen alpha-1_XXV_ chain isoform X1 [Coturnix japonica]
OG0000059	Mus_musculus_sp_Q66PY1_SCUB3_MOUSE sp_Q66PY1_SCUB3_MOUSE Signal peptide_ CUB and EGF-like domain-containing protein 3 OS=Mus musculus OX=10090 GN=Scube3 PE=1 SV=1	Coturnix_japonica_XP_015740640.1 signal peptide_ CUB and EGF-like domain-containing protein 3 isoform X3 [Coturnix japonica]
OG0000059	Mus_musculus_sp_Q6NZL8_SCUB1_MOUSE sp_Q6NZL8_SCUB1_MOUSE Signal peptide_ CUB and EGF-like domain-containing protein 1 OS=Mus musculus OX=10090 GN=Scube1 PE=2 SV=2, Mus_musculus_sp_Q6NZL8_SCUB1_MOUSE sp_Q6NZL8_SCUB1_MOUSE Signal peptide_ CUB and EGF-like domain-containing protein 1 OS=Mus musculus OX=10090 GN=Scube1 PE=2 SV=2	Coturnix_japonica_XP_015725419.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X4 [Coturnix japonica]
OG0000059	Mus_musculus_sp_Q9JJS0_SCUB2_MOUSE sp_Q9JJS0_SCUB2_MOUSE Signal peptide_ CUB and EGF-like domain-containing protein 2 OS=Mus musculus OX=10090 GN=Scube2 PE=1 SV=1	Coturnix_japonica_XP_015719548.1 PREDICTED_ signal peptide_ CUB and EGF-like domain-containing protein 2 isoform X1 [Coturnix japonica]
OG0000063	Mus_musculus_sp_Q62226_SHH_MOUSE sp_Q62226_SHH_MOUSE Sonic hedgehog protein OS=Mus musculus OX=10090 GN=Shh PE=1 SV=2	Coturnix_japonica_XP_015708514.1 sonic hedgehog protein [Coturnix japonica]
OG0000063	Mus_musculus_sp_P97812_IHH_MOUSE sp_P97812_IHH_MOUSE Indian hedgehog protein OS=Mus musculus OX=10090 GN=Ihh PE=1 SV=2	Coturnix_japonica_XP_015724713.1 indian hedgehog protein [Coturnix japonica]
OG0000063	Mus_musculus_sp_Q61488_DHH_MOUSE sp_Q61488_DHH_MOUSE Desert hedgehog protein OS=Mus musculus OX=10090 GN=Dhh PE=1 SV=1	Coturnix_japonica_XP_015742402.1 desert hedgehog protein [Coturnix japonica]
OG0000064	Mus_musculus_sp_Q8K4G1_LTBP4_MOUSE sp_Q8K4G1_LTBP4_MOUSE Latent-transforming growth factor beta-binding protein 4 OS=Mus musculus OX=10090 GN=Ltbp4 PE=1 SV=2, Mus_musculus_sp_Q8K4G1_LTBP4_MOUSE sp_Q8K4G1_LTBP4_MOUSE Latent-transforming growth factor beta-binding protein 4 OS=Mus musculus OX=10090 GN=Ltbp4 PE=1 SV=2, Mus_musculus_sp_O08999_LTBP2_MOUSE sp_O08999_LTBP2_MOUSE Latent-transforming growth factor beta-binding protein 2 OS=Mus musculus OX=10090 GN=Ltbp2 PE=1 SV=2	Coturnix_japonica_XP_015720647.1 PREDICTED_ latent-transforming growth factor beta-binding protein 2 isoform X4 [Coturnix japonica]
OG0000064	Mus_musculus_sp_Q61810_LTBP3_MOUSE sp_Q61810_LTBP3_MOUSE Latent-transforming growth factor beta-binding protein 3 OS=Mus musculus OX=10090 GN=Ltbp3 PE=1 SV=4, Mus_musculus_sp_Q8CG19_LTBP1_MOUSE sp_Q8CG19_LTBP1_MOUSE Latent-transforming growth factor beta-binding protein 1 OS=Mus musculus OX=10090 GN=Ltbp1 PE=1 SV=2, Mus_musculus_sp_Q8CG19_LTBP1_MOUSE sp_Q8CG19_LTBP1_MOUSE Latent-transforming growth factor beta-binding protein 1 OS=Mus musculus OX=10090 GN=Ltbp1 PE=1 SV=2	Coturnix_japonica_XP_015713186.1 latent-transforming growth factor beta-binding protein 1 isoform X6 [Coturnix japonica]
OG0000064	Mus_musculus_sp_Q61555_FBN2_MOUSE sp_Q61555_FBN2_MOUSE Fibrillin-2 OS=Mus musculus OX=10090 GN=Fbn2 PE=1 SV=2	Coturnix_japonica_XP_015742103.1 PREDICTED_ fibrillin-3 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015705146.1 fibrillin-2 isoform X1 [Coturnix japonica]
OG0000064	Mus_musculus_sp_Q61554_FBN1_MOUSE sp_Q61554_FBN1_MOUSE Fibrillin-1 OS=Mus musculus OX=10090 GN=Fbn1 PE=1 SV=2	Coturnix_japonica_XP_015728443.1 fibrillin-1 isoform X1 [Coturnix japonica]
OG0000065	Mus_musculus_sp_Q8CFZ4_GPC3_MOUSE sp_Q8CFZ4_GPC3_MOUSE Glypican-3 OS=Mus musculus OX=10090 GN=Gpc3 PE=1 SV=1	Coturnix_japonica_XP_015715912.1 glypican-3 isoform X1 [Coturnix japonica]
OG0000065	Mus_musculus_sp_P51655_GPC4_MOUSE sp_P51655_GPC4_MOUSE Glypican-4 OS=Mus musculus OX=10090 GN=Gpc4 PE=1 SV=2	Coturnix_japonica_XP_015715840.1 glypican-4 [Coturnix japonica]
OG0000065	Mus_musculus_sp_Q9R087_GPC6_MOUSE sp_Q9R087_GPC6_MOUSE Glypican-6 OS=Mus musculus OX=10090 GN=Gpc6 PE=1 SV=1	Coturnix_japonica_XP_015707028.1 glypican-6 [Coturnix japonica]
OG0000065	Mus_musculus_sp_Q9QZF2_GPC1_MOUSE sp_Q9QZF2_GPC1_MOUSE Glypican-1 OS=Mus musculus OX=10090 GN=Gpc1 PE=1 SV=1	Coturnix_japonica_XP_015726407.1 glypican-1 [Coturnix japonica]
OG0000068	Mus_musculus_sp_P16110_LEG3_MOUSE sp_P16110_LEG3_MOUSE Galectin-3 OS=Mus musculus OX=10090 GN=Lgals3 PE=1 SV=3	Coturnix_japonica_XP_015721352.1 galectin-3 isoform X2 [Coturnix japonica]
OG0000068	Mus_musculus_sp_Q91VD1_LEG12_MOUSE sp_Q91VD1_LEG12_MOUSE Galectin-12 OS=Mus musculus OX=10090 GN=Lgals12 PE=1 SV=2, Mus_musculus_sp_Q9JL15_LEG8_MOUSE sp_Q9JL15_LEG8_MOUSE Galectin-8 OS=Mus musculus OX=10090 GN=Lgals8 PE=1 SV=1	Coturnix_japonica_XP_015713339.1 PREDICTED_ galectin-8 isoform X1 [Coturnix japonica]
OG0000068	Mus_musculus_sp_P16045_LEG1_MOUSE sp_P16045_LEG1_MOUSE Galectin-1 OS=Mus musculus OX=10090 GN=Lgals1 PE=1 SV=3	Coturnix_japonica_XP_015718171.1 galectin-1 [Coturnix japonica]
OG0000070	Mus_musculus_sp_Q3UQ28_PXDN_MOUSE sp_Q3UQ28_PXDN_MOUSE Peroxidasin homolog OS=Mus musculus OX=10090 GN=Pxdn PE=1 SV=2	Coturnix_japonica_XP_015714841.1 peroxidasin homolog [Coturnix japonica]
OG0000074	Mus_musculus_sp_Q9R1B9_SLIT2_MOUSE sp_Q9R1B9_SLIT2_MOUSE Slit homolog 2 protein OS=Mus musculus OX=10090 GN=Slit2 PE=2 SV=2	Coturnix_japonica_XP_015718244.1 slit homolog 2 protein isoform X16 [Coturnix japonica]
OG0000074	Mus_musculus_sp_Q9WVB4_SLIT3_MOUSE sp_Q9WVB4_SLIT3_MOUSE Slit homolog 3 protein OS=Mus musculus OX=10090 GN=Slit3 PE=2 SV=2	Coturnix_japonica_XP_015731429.1 slit homolog 3 protein isoform X1 [Coturnix japonica]
OG0000074	Mus_musculus_sp_Q80TR4_SLIT1_MOUSE sp_Q80TR4_SLIT1_MOUSE Slit homolog 1 protein OS=Mus musculus OX=10090 GN=Slit1 PE=1 SV=2	Coturnix_japonica_XP_015722602.1 slit homolog 1 protein [Coturnix japonica]
OG0000078	Mus_musculus_sp_Q99JR5_TINAL_MOUSE sp_Q99JR5_TINAL_MOUSE Tubulointerstitial nephritis antigen-like OS=Mus musculus OX=10090 GN=Tinagl1 PE=1 SV=1	Coturnix_japonica_XP_015738735.1 PREDICTED_ tubulointerstitial nephritis antigen-like [Coturnix japonica]
OG0000078	Mus_musculus_sp_P21460_CYTC_MOUSE sp_P21460_CYTC_MOUSE Cystatin-C OS=Mus musculus OX=10090 GN=Cst3 PE=1 SV=2	Coturnix_japonica_XP_015712526.1 cystatin [Coturnix japonica]
OG0000080	Mus_musculus_sp_P39876_TIMP3_MOUSE sp_P39876_TIMP3_MOUSE Metalloproteinase inhibitor 3 OS=Mus musculus OX=10090 GN=Timp3 PE=1 SV=1	Coturnix_japonica_XP_015719193.1 metalloproteinase inhibitor 3 [Coturnix japonica]
OG0000080	Mus_musculus_sp_P25785_TIMP2_MOUSE sp_P25785_TIMP2_MOUSE Metalloproteinase inhibitor 2 OS=Mus musculus OX=10090 GN=Timp2 PE=1 SV=2	Coturnix_japonica_XP_015735526.1 metalloproteinase inhibitor 2 [Coturnix japonica]
OG0000081	Mus_musculus_sp_Q9CYA0_CREL2_MOUSE sp_Q9CYA0_CREL2_MOUSE Protein disulfide isomerase Creld2 OS=Mus musculus OX=10090 GN=Creld2 PE=1 SV=1, Mus_musculus_sp_Q91XD7_CREL1_MOUSE sp_Q91XD7_CREL1_MOUSE Protein disulfide isomerase Creld1 OS=Mus musculus OX=10090 GN=Creld1 PE=1 SV=1	Coturnix_japonica_XP_015730872.1 PREDICTED_ LOW QUALITY PROTEIN_ cysteine-rich with EGF-like domain protein 1 [Coturnix japonica], Coturnix_japonica_XP_015730872.1 PREDICTED_ LOW QUALITY PROTEIN_ cysteine-rich with EGF-like domain protein 1 [Coturnix japonica]
OG0000083	Mus_musculus_sp_Q812F3_HYAL5_MOUSE sp_Q812F3_HYAL5_MOUSE Hyaluronidase-5 OS=Mus musculus OX=10090 GN=Hyal5 PE=1 SV=1	Coturnix_japonica_XP_015708262.1 hyaluronidase PH-20 [Coturnix japonica]
OG0000083	Mus_musculus_sp_O35632_HYAL2_MOUSE sp_O35632_HYAL2_MOUSE Hyaluronidase-2 OS=Mus musculus OX=10090 GN=Hyal2 PE=1 SV=2	Coturnix_japonica_XP_015729965.1 PREDICTED_ hyaluronidase-2 [Coturnix japonica]
OG0000084	Mus_musculus_sp_O35206_COFA1_MOUSE sp_O35206_COFA1_MOUSE Collagen alpha-1_XV_ chain OS=Mus musculus OX=10090 GN=Col15a1 PE=1 SV=2	Coturnix_japonica_XP_015710321.1 PREDICTED_ collagen alpha-1_XV_ chain-like isoform X2 [Coturnix japonica], Coturnix_japonica_XP_015710321.1 PREDICTED_ collagen alpha-1_XV_ chain-like isoform X2 [Coturnix japonica]
OG0000084	Mus_musculus_sp_P39061_COIA1_MOUSE sp_P39061_COIA1_MOUSE Collagen alpha-1_XVIII_ chain OS=Mus musculus OX=10090 GN=Col18a1 PE=1 SV=4, Mus_musculus_sp_P39061_COIA1_MOUSE sp_P39061_COIA1_MOUSE Collagen alpha-1_XVIII_ chain OS=Mus musculus OX=10090 GN=Col18a1 PE=1 SV=4	Coturnix_japonica_XP_015723175.2 collagen alpha-1_XVIII_ chain isoform X1 [Coturnix japonica]
OG0000088	Mus_musculus_sp_Q8BMS2_SPON2_MOUSE sp_Q8BMS2_SPON2_MOUSE Spondin-2 OS=Mus musculus OX=10090 GN=Spon2 PE=2 SV=2	Coturnix_japonica_XP_015718401.1 spondin-2 [Coturnix japonica]
OG0000088	Mus_musculus_sp_Q8VCC9_SPON1_MOUSE sp_Q8VCC9_SPON1_MOUSE Spondin-1 OS=Mus musculus OX=10090 GN=Spon1 PE=1 SV=1	Coturnix_japonica_XP_015719003.1 PREDICTED_ spondin-1 [Coturnix japonica]
OG0000089	Mus_musculus_sp_Q9Z0E2_CHRD_MOUSE sp_Q9Z0E2_CHRD_MOUSE Chordin OS=Mus musculus OX=10090 GN=Chrd PE=1 SV=1	Coturnix_japonica_XP_015727358.1 chordin [Coturnix japonica]
OG0000089	Mus_musculus_sp_Q920C1_CRDL1_MOUSE sp_Q920C1_CRDL1_MOUSE Chordin-like protein 1 OS=Mus musculus OX=10090 GN=Chrdl1 PE=1 SV=1	Coturnix_japonica_XP_015716178.1 chordin-like protein 1 [Coturnix japonica]
OG0000089	Mus_musculus_sp_Q8VEA6_CRDL2_MOUSE sp_Q8VEA6_CRDL2_MOUSE Chordin-like protein 2 OS=Mus musculus OX=10090 GN=Chrdl2 PE=1 SV=1	Coturnix_japonica_XP_015708156.1 PREDICTED_ chordin-like protein 2 isoform X1 [Coturnix japonica]
OG0000090	Mus_musculus_sp_Q9QUP5_HPLN1_MOUSE sp_Q9QUP5_HPLN1_MOUSE Hyaluronan and proteoglycan link protein 1 OS=Mus musculus OX=10090 GN=Hapln1 PE=1 SV=1	Coturnix_japonica_XP_015705243.1 PREDICTED_ hyaluronan and proteoglycan link protein 1 [Coturnix japonica]
OG0000090	Mus_musculus_sp_Q80WM5_HPLN3_MOUSE sp_Q80WM5_HPLN3_MOUSE Hyaluronan and proteoglycan link protein 3 OS=Mus musculus OX=10090 GN=Hapln3 PE=2 SV=3	Coturnix_japonica_XP_015728574.1 hyaluronan and proteoglycan link protein 3 [Coturnix japonica]
OG0000093	Mus_musculus_sp_P35174_CYT2_MOUSE sp_P35174_CYT2_MOUSE Stefin-2 OS=Mus musculus OX=10090 GN=Stfa2 PE=3 SV=2, Mus_musculus_sp_P35173_CYT3_MOUSE sp_P35173_CYT3_MOUSE Stefin-3 OS=Mus musculus OX=10090 GN=Stfa3 PE=3 SV=1, Mus_musculus_sp_P35175_CYT1_MOUSE sp_P35175_CYT1_MOUSE Stefin-1 OS=Mus musculus OX=10090 GN=Stfa1 PE=3 SV=1	Coturnix_japonica_XP_015729012.1 leukocyte cysteine proteinase inhibitor 1-like [Coturnix japonica]
OG0000093	Mus_musculus_sp_Q62426_CYTB_MOUSE sp_Q62426_CYTB_MOUSE Cystatin-B OS=Mus musculus OX=10090 GN=Cstb PE=1 SV=1	Coturnix_japonica_XP_015729006.1 cystatin-B-like [Coturnix japonica]
OG0000102	Mus_musculus_sp_Q9WVH9_FBLN5_MOUSE sp_Q9WVH9_FBLN5_MOUSE Fibulin-5 OS=Mus musculus OX=10090 GN=Fbln5 PE=1 SV=1	Coturnix_japonica_XP_015720830.1 fibulin-5 [Coturnix japonica]
OG0000102	Mus_musculus_sp_Q9WVJ9_FBLN4_MOUSE sp_Q9WVJ9_FBLN4_MOUSE EGF-containing fibulin-like extracellular matrix protein 2 OS=Mus musculus OX=10090 GN=Efemp2 PE=1 SV=1, Mus_musculus_sp_Q8BPB5_FBLN3_MOUSE sp_Q8BPB5_FBLN3_MOUSE EGF-containing fibulin-like extracellular matrix protein 1 OS=Mus musculus OX=10090 GN=Efemp1 PE=1 SV=1	Coturnix_japonica_XP_015712283.1 EGF-containing fibulin-like extracellular matrix protein 1 isoform X1 [Coturnix japonica]
OG0000112	Mus_musculus_sp_B2RY83_HPSE2_MOUSE sp_B2RY83_HPSE2_MOUSE Inactive heparanase-2 OS=Mus musculus OX=10090 GN=Hpse2 PE=2 SV=1	Coturnix_japonica_XP_015722579.1 PREDICTED_ inactive heparanase-2 isoform X4 [Coturnix japonica]
OG0000112	Mus_musculus_sp_Q6YGZ1_HPSE_MOUSE sp_Q6YGZ1_HPSE_MOUSE Heparanase OS=Mus musculus OX=10090 GN=Hpse PE=1 SV=3	Coturnix_japonica_XP_015717103.1 PREDICTED_ heparanase isoform X3 [Coturnix japonica]
OG0000114	Mus_musculus_sp_Q9D968_HCFC2_MOUSE sp_Q9D968_HCFC2_MOUSE Host cell factor 2 OS=Mus musculus OX=10090 GN=Hcfc2 PE=1 SV=2	Coturnix_japonica_XP_015719754.1 host cell factor 2 isoform X2 [Coturnix japonica]
OG0000120	Mus_musculus_sp_O35988_SDC4_MOUSE sp_O35988_SDC4_MOUSE Syndecan-4 OS=Mus musculus OX=10090 GN=Sdc4 PE=1 SV=1	Coturnix_japonica_XP_015736984.1 syndecan-4 isoform X1 [Coturnix japonica]
OG0000120	Mus_musculus_sp_P43407_SDC2_MOUSE sp_P43407_SDC2_MOUSE Syndecan-2 OS=Mus musculus OX=10090 GN=Sdc2 PE=1 SV=1	Coturnix_japonica_XP_015711411.1 syndecan-2 [Coturnix japonica]
OG0000120	Mus_musculus_sp_P18828_SDC1_MOUSE sp_P18828_SDC1_MOUSE Syndecan-1 OS=Mus musculus OX=10090 GN=Sdc1 PE=1 SV=1	Coturnix_japonica_XP_015714984.1 syndecan-1 [Coturnix japonica]
OG0000120	Mus_musculus_sp_Q64519_SDC3_MOUSE sp_Q64519_SDC3_MOUSE Syndecan-3 OS=Mus musculus OX=10090 GN=Sdc3 PE=1 SV=2	Coturnix_japonica_XP_015739164.1 syndecan-3 [Coturnix japonica]
OG0000122	Mus_musculus_sp_P33434_MMP2_MOUSE sp_P33434_MMP2_MOUSE 72 kDa type IV collagenase OS=Mus musculus OX=10090 GN=Mmp2 PE=1 SV=1	Coturnix_japonica_XP_015729348.1 72 kDa type IV collagenase [Coturnix japonica]
OG0000122	Mus_musculus_sp_P41245_MMP9_MOUSE sp_P41245_MMP9_MOUSE Matrix metalloproteinase-9 OS=Mus musculus OX=10090 GN=Mmp9 PE=1 SV=2	Coturnix_japonica_XP_015737409.1 matrix metalloproteinase-9 [Coturnix japonica]
OG0000123	Mus_musculus_sp_Q08879_FBLN1_MOUSE sp_Q08879_FBLN1_MOUSE Fibulin-1 OS=Mus musculus OX=10090 GN=Fbln1 PE=1 SV=2, Mus_musculus_sp_Q08879_FBLN1_MOUSE sp_Q08879_FBLN1_MOUSE Fibulin-1 OS=Mus musculus OX=10090 GN=Fbln1 PE=1 SV=2	Coturnix_japonica_XP_015725990.1 fibulin-1 isoform X1 [Coturnix japonica]
OG0000123	Mus_musculus_sp_P37889_FBLN2_MOUSE sp_P37889_FBLN2_MOUSE Fibulin-2 OS=Mus musculus OX=10090 GN=Fbln2 PE=1 SV=2	Coturnix_japonica_XP_015730290.1 fibulin-2 [Coturnix japonica]
OG0000125	Mus_musculus_sp_Q8BJD1_ITIH5_MOUSE sp_Q8BJD1_ITIH5_MOUSE Inter-alpha-trypsin inhibitor heavy chain H5 OS=Mus musculus OX=10090 GN=Itih5 PE=1 SV=1	Coturnix_japonica_XP_015721413.1 inter-alpha-trypsin inhibitor heavy chain H5 [Coturnix japonica]
OG0000125	Mus_musculus_sp_Q61702_ITIH1_MOUSE sp_Q61702_ITIH1_MOUSE Inter-alpha-trypsin inhibitor heavy chain H1 OS=Mus musculus OX=10090 GN=Itih1 PE=1 SV=2, Mus_musculus_sp_Q61704_ITIH3_MOUSE sp_Q61704_ITIH3_MOUSE Inter-alpha-trypsin inhibitor heavy chain H3 OS=Mus musculus OX=10090 GN=Itih3 PE=1 SV=3	Coturnix_japonica_XP_015729920.1 PREDICTED_ inter-alpha-trypsin inhibitor heavy chain H3 isoform X2 [Coturnix japonica]
OG0000125	Mus_musculus_sp_Q61703_ITIH2_MOUSE sp_Q61703_ITIH2_MOUSE Inter-alpha-trypsin inhibitor heavy chain H2 OS=Mus musculus OX=10090 GN=Itih2 PE=1 SV=1	Coturnix_japonica_XP_015721732.1 inter-alpha-trypsin inhibitor heavy chain H2 [Coturnix japonica]
OG0000136	Mus_musculus_sp_Q8K479_C1QT5_MOUSE sp_Q8K479_C1QT5_MOUSE Complement C1q tumor necrosis factor-related protein 5 OS=Mus musculus OX=10090 GN=C1qtnf5 PE=1 SV=1	Coturnix_japonica_XP_015739705.1 complement C1q tumor necrosis factor-related protein 5 [Coturnix japonica]
OG0000141	Mus_musculus_sp_Q9Z0G4_CCN5_MOUSE sp_Q9Z0G4_CCN5_MOUSE CCN family member 5 OS=Mus musculus OX=10090 GN=Ccn5 PE=2 SV=1	Coturnix_japonica_XP_015736960.1 WNT1-inducible-signaling pathway protein 2 [Coturnix japonica]
OG0000141	Mus_musculus_sp_O54775_CCN4_MOUSE sp_O54775_CCN4_MOUSE CCN family member 4 OS=Mus musculus OX=10090 GN=Ccn4 PE=2 SV=1	Coturnix_japonica_XP_015711858.1 WNT1-inducible-signaling pathway protein 1 isoform X2 [Coturnix japonica]
OG0000141	Mus_musculus_sp_P29268_CCN2_MOUSE sp_P29268_CCN2_MOUSE CCN family member 2 OS=Mus musculus OX=10090 GN=Ccn2 PE=1 SV=3	Coturnix_japonica_XP_015714065.1 CCN family member 2 [Coturnix japonica]
OG0000141	Mus_musculus_sp_P18406_CCN1_MOUSE sp_P18406_CCN1_MOUSE CCN family member 1 OS=Mus musculus OX=10090 GN=Ccn1 PE=1 SV=1	Coturnix_japonica_XP_015725662.1 CCN family member 1 [Coturnix japonica]
OG0000144	Mus_musculus_sp_O55226_CHAD_MOUSE sp_O55226_CHAD_MOUSE Chondroadherin OS=Mus musculus OX=10090 GN=Chad PE=2 SV=1	Coturnix_japonica_XP_015735704.1 chondroadherin [Coturnix japonica]
OG0000148	Mus_musculus_sp_P17125_TGFB3_MOUSE sp_P17125_TGFB3_MOUSE Transforming growth factor beta-3 proprotein OS=Mus musculus OX=10090 GN=Tgfb3 PE=1 SV=1	Coturnix_japonica_XP_015720635.1 transforming growth factor beta-3 proprotein [Coturnix japonica]
OG0000148	Mus_musculus_sp_P27090_TGFB2_MOUSE sp_P27090_TGFB2_MOUSE Transforming growth factor beta-2 proprotein OS=Mus musculus OX=10090 GN=Tgfb2 PE=1 SV=2	Coturnix_japonica_XP_015712764.1 transforming growth factor beta-2 proprotein [Coturnix japonica]
OG0000148	Mus_musculus_sp_P04202_TGFB1_MOUSE sp_P04202_TGFB1_MOUSE Transforming growth factor beta-1 proprotein OS=Mus musculus OX=10090 GN=Tgfb1 PE=1 SV=1	Coturnix_japonica_XP_015706031.1 PREDICTED_ transforming growth factor beta-1 [Coturnix japonica]
OG0000150	Mus_musculus_sp_Q8R4K8_PAPP1_MOUSE sp_Q8R4K8_PAPP1_MOUSE Pappalysin-1 OS=Mus musculus OX=10090 GN=Pappa PE=2 SV=2	Coturnix_japonica_XP_015734233.1 PREDICTED_ pappalysin-1 isoform X2 [Coturnix japonica]
OG0000151	Mus_musculus_sp_P47877_IBP2_MOUSE sp_P47877_IBP2_MOUSE Insulin-like growth factor-binding protein 2 OS=Mus musculus OX=10090 GN=Igfbp2 PE=2 SV=2	Coturnix_japonica_XP_015724278.1 insulin-like growth factor-binding protein 2 isoform X1 [Coturnix japonica]
OG0000151	Mus_musculus_sp_P47879_IBP4_MOUSE sp_P47879_IBP4_MOUSE Insulin-like growth factor-binding protein 4 OS=Mus musculus OX=10090 GN=Igfbp4 PE=1 SV=2	Coturnix_japonica_XP_015741426.1 insulin-like growth factor-binding protein 4 [Coturnix japonica]
OG0000151	Mus_musculus_sp_P47876_IBP1_MOUSE sp_P47876_IBP1_MOUSE Insulin-like growth factor-binding protein 1 OS=Mus musculus OX=10090 GN=Igfbp1 PE=2 SV=2	Coturnix_japonica_XP_015710370.1 PREDICTED_ insulin-like growth factor-binding protein 1 [Coturnix japonica]
OG0000151	Mus_musculus_sp_Q07079_IBP5_MOUSE sp_Q07079_IBP5_MOUSE Insulin-like growth factor-binding protein 5 OS=Mus musculus OX=10090 GN=Igfbp5 PE=1 SV=1	Coturnix_japonica_XP_015724280.1 insulin-like growth factor-binding protein 5 [Coturnix japonica]
